row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp4_3_Run189.mzML Peak area,NEG_TJGIp4_2_Run109.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGIp4_1_Run44.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,Unnamed: 19
153,209.0794577950945,3.4495400000000003,,,,136.0,1.0,[M+Na]+,,2.0,154;153,186.09027,962920.56,852577.56,1710789.1,632062.9,1565304.4,1446741.8,
227,210.0924569549453,4.1229033,,,,81.0,,,,,,,625809.25,695322.1,710000.25,779057.5,682580.9,844520.7,
168,211.13397684953992,3.6009376000000004,,,,,,,,,,,8556.382,3773.4136,44577.61,0.0,35089.12,41913.113,
292,211.1339953230196,4.607275,,,,,,,,,,,381433.2,381911.44,754434.75,334075.66,867256.6,1010228.4,
205,213.0154661788581,3.929354,,,,,,,,,,,659204.5,643323.0,511318.78,489536.4,520923.84,396815.78,
158,213.11319232538838,3.4487212,,,,,,,,,,,36434.07,30877.402000000002,142121.6,14241.125,147835.2,170086.55,
235,213.1132666944769,4.137942,,,,,,,,,,,291703.78,287276.72,323274.84,274016.34,277356.2,381872.06,
246,215.12888179516892,4.181503,,,,,,,,,,,1180349.1,1163382.8,1685367.9,1042024.06,1447529.8,1571599.0,
139,216.1240729189164,3.2797002999999996,,,,,,,,,,,232553.02,230027.47,346175.56,189345.11,285810.97,365490.12,
42,216.9188942720052,0.37084234,,,,,,,,,,,123184.59,74413.54,146369.02,307275.6,643609.44,710685.6,
33,216.92822693028708,0.39459732,,,,,,,,,,,233929.66,329355.62,353546.28,654220.0,859654.6,706099.75,
43,216.98107415433387,0.42718148,,,,,,,,,,,1087005.9,803748.0,964828.3,685908.8,1334167.0,1241235.1,
76,216.98115017443595,1.2577333,,,,,,,,,,,1492216.9,1817802.6,2001783.2,1478793.1,1310150.2,1275318.2,
13,217.0482502188406,0.36686873,,,,64.0,,,,,,,2759155.0,2112871.2,3639508.8,1461882.2,2703078.2,3063387.0,
26,217.9916497448512,0.3803284,,,,,,,,,,,138891.8,476758.06,644078.9,428641.6,480957.62,475811.06,
81,218.10330783903424,2.109095,,,,,,,,,,,2683187.8,2606630.5,2710956.0,1934724.6,2228749.8,1986247.5,
84,218.1044382744124,2.306465,,,,,,,,,,,50024.19,38733.746,37827.65,11606.51,31551.707000000002,12008.028,
14,219.04533134631032,0.36763015,,,,64.0,,,,,,,854034.6,657903.94,1145111.2,468303.75,878556.4,1000883.25,
1849,219.06954559807232,8.605847,,,,,,,,,,,142338.3,432572.38,196105.17,269576.2,414314.62,824891.25,
1878,219.06956797094483,8.83342,,,,,,,,,,,0.0,35694.93,34385.844,11673.052,49572.793,71243.984,
177,221.07949455468255,3.6946576,,,,92.0,2.0,[M+Na]+,,2.0,176;177,198.09031000000002,944681.75,852439.06,1090322.9,664570.3,974040.3,829408.2,
118,221.09314702645432,3.0153067000000005,,,,104.0,,,,,,,430285.0,429324.8,331253.44,355835.34,284848.9,503060.47,
415,221.0971802727369,5.0616627,,,,147.0,,,,,,,1002210.9,1008018.56,928110.6,980815.25,853539.3,1040869.1,
164,222.07725445888784,3.5678138999999995,,,,128.0,,,,,,,300640.53,322900.7,429230.84,290237.28,372393.34,376353.28,
387,225.11324125001758,4.950216999999999,,,,,,,,,,,336237.72,318381.8,512780.4,147271.27,318656.56,434904.94,
229,225.11333343629747,4.0758777,,,,,,,,,,,211806.12,232493.03,203617.12,186506.86,185055.5,244703.75,
211,225.11341295359568,4.0079063999999995,,,,,,,,,,,503956.2,220697.94,517241.3,265755.7,382943.6,532665.6,
47,227.0771442035253,0.42570066,,,,,,,,,,,2383689.8,48578.484000000004,2556693.5,231018.33,559492.0,590524.3,
430,227.12890630219155,5.1165657,,,,,,,,,,,853798.1,794305.0,1543425.8,375483.8,942563.9,1103539.8,
198,227.12899663470532,3.8398227999999994,,,,,,,,,,,37522.082,30771.656000000003,97553.11,34093.15,71861.54,102636.914,
256,227.12899766829196,4.336876999999999,,,,27.0,3.0,[M+H]+,,2.0,256;254,226.12167999999997,4842934.5,4709618.5,9936785.0,4487360.0,8679697.0,11585338.0,
294,227.96663136950028,4.6180644,,,,73.0,,,,,,,2036169.5,2014292.2,1788537.5,1911703.2,1892019.5,1739281.9,
179,228.06663592524453,3.7116334,,,,,,,,,,,452478.47,466325.94,671936.56,527082.7,645275.2,613693.8,
181,228.08774377251197,3.742653,,,,,,,,,,,8058.254,0.0,63414.37,0.0,47076.465,80654.64,
94,228.08780294618285,2.5682912,,,,,,,,,,,336378.34,233886.53,498275.94,200235.2,417336.62,753315.44,
160,228.1030063014423,3.468228,,,,85.0,,,,,,,2819461.8,2808403.5,2778229.8,3197733.5,2752322.8,2976978.5,
132,228.10304867872017,3.2389382999999996,,,,,,,,,,,26960.984,28916.12,37590.504,32014.748,32261.426,39002.047,
223,229.05399586680457,4.098861,,,,,,,,,,,219892.28,221851.55,258846.3,338790.78,224666.16,243864.83,
642,229.18080148189927,5.8212886,,,,,,,,,,,262718.12,279232.38,280160.12,291588.78,243911.11,352108.28,
295,229.96443979720712,4.6180644,,,,73.0,,,,,,,1970072.0,1974198.0,1746434.4,1878575.5,1841330.0,1694490.5,
193,236.0962493063961,3.8143785000000006,,,,,,,,,,,826457.06,856500.6,988463.0,909771.94,831779.3,2338922.5,
277,237.09213474019867,4.5243125,,,,,,,,,,,620425.44,611984.94,460386.12,603468.94,406936.38,646440.3,
260,242.1762434708236,4.3569074,,,,126.0,,,,,,,501331.25,530593.5,416621.78,274765.44,336911.6,444113.44,
127,243.12375720412132,3.139529,,,,,,,,,,,26441.47,27692.757999999998,44311.453,22133.71,33753.207,34305.18,
165,243.12376874894943,3.5705845000000003,,,,128.0,,,,,,,686725.56,694237.6,1771047.0,588313.6,1492608.0,1434981.1,
204,243.12386922080543,3.9522476,,,,,,,,,,,0.0,0.0,73548.336,0.0,50565.402,66462.04,
873,243.19639679120118,6.437926,,,,110.0,,,,,,,829530.6,837396.06,746841.25,965830.8,695891.2,726002.9,
793,243.19641722330985,6.1973,,,,116.0,,,,,,,167333.52,180637.88,147355.05,196028.55,136230.9,131779.14,
15,244.06720999150295,0.3691868,,,,64.0,,,,,,,1449076.0,1262881.1,1515794.6,859371.1,1075205.1,1233077.2,
20,245.04475080516747,0.3723371,,,,64.0,,,,,,,510696.5,448305.9,549720.1,358484.3,405412.22,404931.62,
209,245.0456585486997,3.9649878,,,,,,,,,,,167936.39,159280.52,141045.3,132200.7,121498.36,143889.64,
131,245.09317284178928,3.2066252,,,,58.0,,,,,,,1627530.5,1637623.0,1903875.4,1392820.6,1527262.2,1819790.5,
254,249.11084969923994,4.3350697,,,,27.0,3.0,[M+Na]+,,2.0,256;254,226.12167999999997,297917.7,270067.56,527548.4,239278.36,478491.66,536813.6,
937,249.1496026575146,6.620327499999999,,,,10.0,,,,,,,908081.94,897509.3,1120886.6,798713.8,1063337.4,830571.5,
360,253.14446042067138,4.8463519999999995,,,,,,,,,,,248239.73,367482.5,475084.25,325538.78,452817.5,369331.5,
155,257.10303069324846,3.4495945,,,,136.0,,,,,,,320501.3,261757.64,1030088.5,171415.75,811688.1,906718.8,
319,257.13945649636645,4.696045,,,,,,,,,,,577825.94,573109.56,1095330.8,220469.56,577788.06,823725.44,
838,257.2121879385398,6.3319364,,,,,,,,,,,51388.195,55440.008,43119.515999999996,61077.11,31579.164,39210.437999999995,
962,257.21220945458657,6.7598186,,,,57.0,,,,,,,1217315.6,1968526.4,1678699.6,1062729.9,1485788.9,892451.56,
906,257.21224626819605,6.542015,,,,,,,,,,,337769.0,334139.5,256761.42,359989.9,231724.45,251409.66,
284,258.1710394245381,4.5503454,,,,,,,,,,,7934752.5,7833138.0,8287453.0,7274130.0,7295707.0,10603202.0,
138,261.13430392689776,3.2750752,,,,129.0,,,,,,,152712.9,138855.48,399631.44,83569.84,346736.94,287355.78,
148,261.1343607473653,3.3646553,,,,97.0,,,,,,,885417.6,847585.4,2504456.5,583468.3,2150559.0,1764719.9,
439,263.0713324585991,5.1549252999999995,,,,18.0,,,,,,,645403.94,625647.75,411017.03,498692.4,367665.38,475892.62,
1991,265.14774005180715,10.232512,,,,,,,,,,,230167.19,184691.36,211381.83,144380.11,97523.94,123691.47,
843,265.1477712271994,6.339697,,,,,,,,,,,3720.3755,91841.766,0.0,113754.35,0.0,666723.25,
631,265.147844999602,5.844025599999999,,,,,,,,,,,53013580.0,20877310.0,15258132.0,11998733.0,0.0,0.0,
681,265.1478716244611,5.890072,,,,91.0,,,,,,,12462651.0,56185810.0,18122290.0,65080910.0,25542090.0,200437140.0,
461,266.11864065987703,5.250161599999999,,,,,,,,,,,242239.22,207605.73,227392.5,347465.66,265496.62,214003.16,
401,267.1601503351222,5.0313253,,,,,,,,,,,173465.75,163666.98,249501.69,144470.98,221974.95,379452.25,
696,268.14689229376273,5.9055405,,,,,,,,,,,20006.97,166039.52,0.0,344058.56,101268.21,1123653.9,
359,269.131170856692,4.8580933,,,,,,,,,,,764867.4,697030.44,862281.44,891403.5,601071.1,258961.11,
146,271.1663511973184,3.3572457,,,,,,,,,,,389125.06,581080.7,447603.97,523556.8,554522.5,408636.47,
166,271.16643890557117,3.5958004,,,,,,,,,,,549263.2,531444.9,1134186.9,444212.22,972125.9,1039833.4,
533,271.1915028370194,5.4518455999999995,,,,,,,,,,,422700.66,412533.0,536692.56,374637.34,481287.6,424776.25,
716,271.2277479951433,5.975078,,,,30.0,,,,,,,881794.06,869794.3,718248.44,918816.56,664756.5,547587.8,
1089,271.22783258453387,7.0706177,,,,,,,,,,,11633774.0,11266907.0,9903223.0,9820879.0,8724125.0,8875634.0,
1014,271.22783859442984,6.863314,,,,9.0,,,,,,,3799244.8,3814410.5,3024431.2,3553139.8,2827939.0,2974864.0,
375,272.186749820341,4.91326,,,,78.0,,,,,,,844011.9,829306.6,944072.1,817791.2,818801.3,1104299.2,
310,278.13965512294027,4.675903,,,,2.0,,,,,,,617174.7,609663.2,853494.25,519704.5,720725.56,601322.0,
905,279.16343841382337,6.47242,,,,,,,,,,,0.0,9478.686,0.0,41314.23,82107.695,871053.44,
644,280.09778821533973,5.827507499999999,,,,,,,,,,,783672.6,790231.44,908949.25,925359.44,1000299.5,1021395.06,
701,280.0978211554941,5.9371542999999996,,,,83.0,,,,,,,282160.25,249877.11,300592.22,232715.84,267528.4,182666.92,
173,285.1819623428558,3.687535,,,,92.0,,,,,,,3658504.5,3669993.2,4016421.5,3530738.5,3473514.2,3884577.8,
212,285.18213365701536,4.0038724000000006,,,,,,,,,,,34049.07,37664.586,45637.324,24535.8,26587.322,46399.98,
608,285.2070965522865,5.7474739999999995,,,,,,,,,,,118954.87,132745.14,131296.75,157157.34,100406.63,97822.875,
570,285.20716102940463,5.5956589999999995,,,,,,,,,,,135112.81,125892.63,144138.95,128865.26,126927.76,127028.84,
1206,285.24340600271745,7.358455999999999,,,,,,,,,,,464819.38,474358.84,533803.25,466098.53,493768.28,424914.56,
1094,285.2434295070808,7.103383999999999,,,,,,,,,,,1170677.8,1160312.9,988631.6,1021124.0,880966.7,925833.75,
1160,285.24344765675625,7.272090400000001,,,,,,,,,,,713843.9,698599.56,565745.4,561326.1,502807.3,496138.38,
483,286.20239836867717,5.295296,,,,,,,,,,,240882.14,495075.8,610221.94,453560.6,528496.6,739093.44,
527,293.17581960141035,5.428091,,,,24.0,,,,,,,714459.25,778233.0,688009.5,737741.4,646890.2,675463.7,
473,293.17587890858164,5.272253,,,,140.0,,,,,,,664040.8,574359.7,774243.3,442484.97,677687.8,802417.25,
431,293.1759146967304,5.1241918,,,,120.0,,,,,,,2616713.0,2475680.8,2535913.5,2440566.0,2638617.5,2251248.0,
1010,293.17919222964014,6.857606,,,,,,,,,,,0.0,1269571.1,38448.67,2449395.5,2085110.4,852366.44,
1075,293.1791987764509,6.982104,,,,,,,,,,,0.0,5605.172,0.0,0.0,0.0,3472908.2,
958,293.1792258083716,6.7109413,,,,,,,,,,,2411728.8,1119990.8,2037219.4,0.0,0.0,0.0,
955,293.2121825112867,6.6718616,,,,59.0,,,,,,,75693.96,74630.68,93961.086,78028.02,97099.9,88000.38,
650,293.2122098586422,5.848905,,,,40.0,,,,,,,480756.1,513789.72,532471.44,461651.88,523454.03,662823.75,
846,293.2122104178784,6.3626027,,,,,,,,,,,799711.2,883360.6,1090592.8,786757.25,1053190.2,1044088.25,
801,293.21223695160967,6.2327156,,,,11.0,,,,,,,563417.75,644579.9,793617.25,825369.0,710676.3,1113159.9,
909,293.21226340768465,6.5492425,,,,111.0,,,,,,,59934.477,54967.035,99650.13,41969.945,92502.42,68962.664,
1009,295.2276485050446,6.855392500000001,,,,119.0,,,,,,,98189.375,86146.64,97711.586,70520.21,91212.33,91572.14,
2054,295.22765766592437,11.012241,,,,,,,,,,,8790.795,15794.518999999998,33784.605,130821.74,5606.8745,37375.492,
2060,295.22768707429844,11.112175,,,,,,,,,,,7954.8859999999995,7556.2983,204314.75,25400.48,4390.2886,54178.285,
2049,295.2277367692016,10.956932,,,,,,,,,,,5885.9385,5765.436,6030.812,25495.093999999997,25464.158,200732.19,
952,295.2277441159265,6.666474000000001,,,,59.0,,,,,,,950063.75,969958.3,905259.5,967476.94,880412.06,1053188.1,
752,295.2277489702669,6.1097507,,,,34.0,,,,,,,8189242.5,1973992.0,2687865.8,9379024.0,2171095.2,2353396.5,
783,295.2277544783484,6.171284,,,,41.0,,,,,,,13561847.0,13795197.0,14276428.0,13087285.0,13324205.0,13513490.0,
1079,297.24332115444236,7.03413,,,,134.0,,,,,,,212150.34,209830.92,162006.61,201189.92,152617.12,164700.47,
853,297.2433213221359,6.400631400000001,,,,98.0,,,,,,,1569108.0,1608045.8,1515172.8,1592757.4,1458827.9,848991.75,
1025,297.243333051559,6.891034599999999,,,,,,,,,,,549543.56,597105.7,403683.97,549760.0,439977.4,424738.8,
1244,297.2433661771305,7.4370084,,,,36.0,,,,,,,1888152.2,2148839.8,3993466.2,1882746.0,3727457.5,3595276.2,
1146,297.24337012128336,7.23245,,,,,,,,,,,161491.88,155724.48,116156.21,115426.375,113097.63,96280.93,
2058,299.25894535574923,11.072500999999999,,,,,,,,,,,0.0,0.0,67920.4,9593.1875,0.0,4256.3887,
1262,299.258981115473,7.444173299999999,,,,36.0,,,,,,,3470255.2,4072831.0,3254199.5,3335428.2,3070003.0,4602514.5,
1345,299.259045864003,7.6391979999999995,,,,,,,,,,,13156220.0,13031266.0,31769386.0,16679775.0,28847022.0,19092196.0,
921,299.2590795898745,6.5743637,,,,118.0,,,,,,,499252.72,510844.97,399219.53,444831.88,399648.84,390752.6,
352,300.08754785181696,4.822905,,,,,,,,,,,313063.2,356870.7,355020.25,428752.12,315008.0,389234.9,
378,300.08765748107305,4.9234614,,,,29.0,,,,,,,252452.47,200670.83,254991.08,232154.5,224915.86,306076.47,
240,300.08771031834164,4.1504536,,,,133.0,,,,,,,224797.84,226914.8,179804.25,195609.36,159821.38,203717.66,
182,300.1451917632785,3.7527246,,,,71.0,,,,,,,157896.28,144933.11,373543.38,100113.36,317503.25,481667.6,
195,300.1452216909008,3.7896025,,,,86.0,,,,,,,155276.25,144933.11,178913.4,98014.5,143786.39,235862.69,
1259,300.2623310517975,7.4441724,,,,36.0,,,,,,,656093.2,771687.4,599182.94,616456.94,559566.2,856631.3,
242,301.16563097833216,4.1522616999999995,,,,133.0,,,,,,,410590.2,417589.25,1095925.5,335247.2,944291.94,855571.9,
222,301.1657477599329,4.0913825,,,,,,,,,,,50611.6,52734.137,137873.92,276645.78,125013.836,121831.05,
995,301.23828159793516,6.810102499999999,,,,132.0,,,,,,,167727.62,157223.34,139273.23,131516.25,128097.125,121625.03,
961,301.2382925381819,6.6911716,,,,106.0,,,,,,,958813.6,890442.6,778527.3,726558.94,699683.9,642559.94,
2035,304.9138653154812,10.572589,,,,14.0,,,,,,,2118856.8,1874562.1,2312090.8,834518.7,2037703.2,838563.94,
1281,307.194735170379,7.388650999999999,,,,,,,,,,,0.0,6108.3887,0.0,37218.953,208947.27,658807.4,
1150,307.22777122240217,7.265425,,,,,,,,,,,251976.86,162656.5,299000.6,99231.414,245022.3,97007.4,
981,307.22779085269264,6.762817,,,,,,,,,,,196001.84,188932.25,263638.78,177716.02,293525.78,267581.56,
393,309.1707648166317,4.9959183,,,,37.0,,,,,,,770671.56,664805.75,844711.56,617258.25,726644.7,695219.4,
474,309.17080770032413,5.274065,,,,140.0,,,,,,,519211.78,487651.06,879477.8,496374.4,766605.94,777800.4,
248,309.1708599244734,4.229652,,,,,,,,,,,99085.68,93817.73,96977.875,82997.74,79019.33,96844.67,
252,309.17086550790907,4.3085923,,,,,,,,,,,43023.098,48993.687999999995,53752.1,42571.184,39682.992,51647.89,
833,309.17396523634915,6.3688025,,,,,,,,,,,1216511.0,1377120.1,1461179.8,0.0,528536.94,0.0,
880,309.1740994292861,6.4698195,,,,,,,,,,,0.0,2521202.2,15739.703000000001,2618921.0,1616321.8,1002664.6,
930,309.17441360291235,6.598015299999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2790286.8,
472,309.2071077485412,5.264921,,,,,,,,,,,716372.6,735894.5,1172741.6,782525.44,1028440.8,1054666.5,
739,309.20711514283045,6.0448995000000005,,,,56.0,,,,,,,330221.28,462034.06,498163.94,312111.72,473204.66,375634.8,
2037,311.168521429158,10.551441,,,,,,,,,,,240089.39,336014.3,269178.94,0.0,325021.8,0.0,
800,311.1685706049272,6.255312,,,,,,,,,,,1373663.8,435923.38,871674.3,52673.64,50075.56,46557.414000000004,
2030,311.1686006009084,10.482232000000002,,,,,,,,,,,710893.8,485886.4,694355.94,341070.88,198791.22,187131.3,
2022,311.1686233886168,10.38993,,,,,,,,,,,185897.08,70594.15,367702.3,608471.44,105901.65,536323.7,
1699,311.1686236787832,8.139248,,,,32.0,,,,,,,431949.06,1194765.4,292919.88,814071.9,809542.7,685600.56,
847,311.16869055149317,6.3777204,,,,,,,,,,,436445.5,1720996.4,563628.0,1863716.0,1733407.9,2352272.5,
674,311.22258097329103,5.891719999999999,,,,,,,,,,,98140.33,78027.164,227584.39,41518.426,119396.99,125246.93,
802,311.2227083097848,6.2327156,,,,11.0,,,,,,,365308.88,432571.97,607340.56,639603.44,561984.94,741911.56,
1157,311.22274127397236,7.236660499999999,,,,,,,,,,,572605.9,456008.25,638810.25,226979.9,454805.66,458246.44,
455,311.2227951100172,5.218621700000001,,,,65.0,,,,,,,894011.5,876279.75,1354807.2,1009528.06,1328660.4,1320918.9,
531,311.22279903952773,5.4501743,,,,49.0,,,,,,,345870.47,347520.78,480732.6,385009.53,451765.0,743328.3,
397,311.2228064614679,5.0027547,,,,37.0,,,,,,,378721.16,373542.8,518859.2,393708.66,391119.44,457715.97,
562,311.22281173571474,5.56412,,,,42.0,,,,,,,511841.78,488448.47,671169.2,670330.06,575047.9,665424.8,
159,313.18807663182946,3.4655513999999994,,,,85.0,,,,,,,263479.88,242618.72,607169.6,157865.77,496480.34,485710.5,
1080,313.23836193071634,7.0377350000000005,,,,134.0,,,,,,,64254.937999999995,63008.027,64979.094000000005,49484.566,57083.3,46426.39,
1382,313.2383816064502,7.6765265,,,,38.0,,,,,,,667139.44,678645.4,750207.8,652415.75,660320.7,984435.75,
831,313.2383850685681,6.319383,,,,,,,,,,,178592.77,178003.48,148423.27,205283.28,131729.88,148328.11,
1127,313.23843354178695,7.167335499999999,,,,,,,,,,,198685.81,187885.77,190146.62,244921.77,174319.7,76190.94,
476,313.2384528783358,5.278534400000001,,,,,,,,,,,296445.06,274322.06,245221.14,326868.16,185378.38,259001.92,
895,313.23847700418185,6.51605,,,,,,,,,,,101435.86,142483.03,133894.67,173428.06,116987.984,207592.9,
1332,313.27474852723486,7.5959699999999994,,,,,,,,,,,789512.0,846395.06,590945.8,773468.1,590063.06,646777.4,
1787,313.27475306764165,8.274738000000001,,,,113.0,,,,,,,186904.89,198536.38,212361.56,121315.76,133454.6,141343.19,
1558,313.2747996795534,7.867536500000001,,,,,,,,,,,176064.56,184514.52,211179.03,125229.11,209813.53,139204.64,
150,314.10348876928487,3.3739242999999997,,,,,,,,,,,48118.285,46939.305,58925.77,59478.43,55715.265999999996,63866.51,
255,314.10349872322314,4.3332375999999995,,,,27.0,,,,,,,302810.25,310151.84,403876.97,208078.05,365100.84,390010.94,
671,315.25385385144364,5.882803400000001,,,,95.0,,,,,,,1978375.0,1984673.6,1607978.8,2281082.5,1513304.1,1385309.5,
1070,315.2538570612453,6.998036,,,,89.0,,,,,,,374986.03,311686.34,1044232.1,326127.88,920582.25,563163.06,
827,315.25388159096235,6.306091,,,,,,,,,,,77906.016,77166.88,49962.348,91493.25,50012.867,51849.8,
1027,315.253892180688,6.900879,,,,1.0,,,,,,,191105.25,175513.14,146870.67,158183.77,137097.94,129698.83,
630,315.25389555468007,5.7811866,,,,122.0,,,,,,,634408.06,602501.56,525867.44,835684.56,465385.97,554574.9,
979,315.25393242482755,6.760707400000001,,,,57.0,,,,,,,69464.13,63128.535,42138.04,66401.56,46924.977,40358.105,
1485,321.21028677489375,7.6777,,,,51.0,,,,,,,0.0,1162800.4,20525.994,764421.2,529585.3,11090.45,
927,321.21994487725107,6.5933304,,,,,,,,,,,943187.2,882089.25,1136333.8,848155.06,976135.3,915206.25,
46,323.0787797336383,0.45071152,,,,,,,,,,,47419.203,80575.64,176387.02,129271.64,584398.4,559322.5,
982,323.2226858179352,6.7652244999999995,,,,57.0,,,,,,,203698.69,160713.61,264589.84,139198.66,242073.62,173955.36,
782,323.22269671121904,6.167724,,,,41.0,,,,,,,3330551.0,3029561.2,4952922.0,2929641.5,4658567.0,3676172.2,
1483,323.259050704254,7.697005,,,,38.0,,,,,,,1004103.3,1000948.7,816925.56,897975.75,669922.3,1232152.9,
1323,323.259079518358,7.542412,,,,,,,,,,,88341.63,109224.664,73174.76,115353.73,74356.98,97751.3,
914,323.2591584143692,6.556494,,,,,,,,,,,41098.61,44116.38,63844.707,47206.984000000004,54331.883,52021.566,
2031,325.18419428168517,10.533026,,,,,,,,,,,70539.97,3671.3790000000004,168103.88,330351.44,0.0,447052.88,
1029,325.1842054779368,6.8386188,,,,,,,,,,,62379.227,847785.2,217395.22,710636.4,2244451.8,2310354.8,
1672,325.1842121644138,8.133447,,,,32.0,,,,,,,435256.8,1186958.6,674362.2,748130.9,683232.2,684430.8,
988,325.18421412745204,6.7720437,,,,,,,,,,,370437.75,2127487.8,634939.7,1900785.0,1385651.2,278874.8,
941,325.1842553545178,6.6897216,,,,,,,,,,,1875626.0,699771.3,2512262.0,251208.0,423318.72,177039.17,
1276,325.2383166430269,7.445763,,,,36.0,,,,,,,454007.25,337736.84,564168.4,291740.2,299009.84,574076.25,
281,326.15853412646095,4.5494533,,,,,,,,,,,365120.22,331609.16,318344.03,266707.78,300087.1,316543.62,
1563,327.2903669803914,7.881119,,,,,,,,,,,260331.62,284379.16,239428.88,220817.88,159805.1,227042.6,
1110,327.29037312254206,7.140266400000001,,,,149.0,,,,,,,3614375.0,3933506.0,3564071.5,3397616.5,3696227.8,3277715.5,
1475,327.29037936536525,7.692171000000001,,,,38.0,,,,,,,4862429.0,4849596.5,3875795.0,4542571.5,3281173.5,5861007.5,
1642,327.29039476495586,8.086967,,,,13.0,,,,,,,1303395.5,1414222.4,1649682.9,1354989.2,1833464.0,1566874.9,
505,329.17578278916403,5.3556232,,,,,,,,,,,200475.27,209764.56,383724.44,265986.84,357382.78,255634.27,
697,333.1353326381192,5.8990693,,,,,,,,,,,40199.18,558851.2,53852.59,649129.5,239414.52,1219086.0,
1310,337.2054495077146,7.452367999999999,,,,,,,,,,,0.0,0.0,0.0,1108719.6,1532574.5,2145063.5,
1119,337.20545051714083,7.1917586,,,,,,,,,,,1457895.5,327322.47,681110.06,0.0,0.0,0.0,
1207,337.20549365261445,7.401127000000001,,,,,,,,,,,0.0,2049201.6,0.0,2173514.5,1221661.4,3156.0908,
1170,339.1997816214122,7.2949557,,,,,,,,,,,143907.52,485310.66,228616.73,725934.2,1222860.0,606513.5,
1282,339.199960960767,7.437379400000001,,,,,,,,,,,27545.987999999998,385033.9,77633.23,546751.3,612715.6,2440605.8,
1212,339.25389406669007,7.423916,,,,,,,,,,,3881695.5,5224052.5,3955162.5,5817501.0,4870202.0,5308040.0,
1242,340.2572546851551,7.424123299999999,,,,,,,,,,,756602.8,1112645.9,718983.1,1233561.4,1047553.7,1071565.6,
1788,341.2695430356636,8.275589,,,,113.0,,,,,,,709974.06,726269.56,780527.7,442533.2,517064.22,492110.53,
1013,341.2695452547805,6.862412,,,,9.0,,,,,,,268145.44,269235.03,232623.81,253523.62,205369.28,215142.45,
1167,341.2695799133311,7.3084693,,,,,,,,,,,199195.03,235461.95,155592.69,149072.47,148269.22,159332.16,
1792,341.3058451719259,8.286714,,,,,,,,,,,122784.66,138826.03,131600.94,144090.95,150695.92,111513.44,
1226,341.305881979512,7.403430999999999,,,,,,,,,,,549283.3,623066.1,587356.75,486913.78,580031.3,520335.8,
301,343.2236454307656,4.6685367,,,,2.0,,,,,,,184202.73,181175.55,264852.5,159231.86,214813.52,336314.12,
327,343.22368104689764,4.768488,,,,,,,,,,,397945.25,385006.75,635863.06,299212.5,506390.84,726595.06,
1238,343.28515865163297,7.426677000000001,,,,36.0,,,,,,,3160437.5,3609056.2,2869880.0,2826308.0,3409446.5,3851963.2,
766,343.2853403687932,6.120486,,,,31.0,,,,,,,160442.06,169838.81,123796.09,164416.95,110913.3,150655.94,
528,347.2227060959444,5.4344095999999995,,,,24.0,,,,,,,322802.34,324912.47,508155.0,330418.75,457268.66,373186.78,
960,347.2227742157856,6.688343499999999,,,,106.0,,,,,,,57072.71,53829.05,93158.87,30374.968999999997,76266.25,74178.516,
206,347.22293302460963,3.9354277,,,,,,,,,,,18327.578,0.0,56692.133,0.0,40164.86,41210.28,
1579,349.25118200489374,7.949358,,,,,,,,,,,855876.7,319249.47,676636.25,0.0,379395.8,0.0,
1557,349.2511835550569,7.859008,,,,,,,,,,,1849439.6,0.0,1629208.4,0.0,0.0,0.0,
1640,349.25131519976577,8.073404,,,,,,,,,,,93270.08,694090.75,110216.07,6685.9146,579122.4,0.0,
126,351.05974429800455,3.053321,,,,,,,,,,,156638.9,151420.2,286337.16,98579.72,249345.89,98330.305,
417,351.18469251717926,5.062271599999999,,,,,,,,,,,238557.2,260246.95,395903.75,291919.7,308353.28,325492.47,
1391,351.18636443299437,7.6780834,,,,38.0,,,,,,,3952658.5,4095987.5,4104155.5,3186701.0,3668957.2,4198514.0,
767,351.21775551882223,6.123059,,,,,,,,,,,220109.98,200676.66,302467.56,175351.36,304153.5,240859.67,
799,351.2186730340211,6.226375599999999,,,,,,,,,,,1217150.1,55333.95,1035462.06,18993.588,108288.97,212828.78,
844,351.2202045416152,6.376458,,,,,,,,,,,2335452.5,1047635.1,2105672.8,0.0,401331.44,3245.9932,
1527,351.22053069396554,7.724035000000001,,,,,,,,,,,0.0,420305.56,24327.744,225634.64,68959.12,11739.03,
1586,351.2209810618945,7.9487820000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,48988.655999999995,386064.84,
954,351.22100381998064,6.594978299999999,,,,,,,,,,,0.0,270879.66,0.0,572251.3,596591.3,3033883.2,
900,351.2210122241009,6.523054599999999,,,,,,,,,,,11286.846000000001,2783594.2,186869.81,3141291.2,2167409.5,854604.56,
1047,351.25401336761666,6.950892999999999,,,,,,,,,,,822002.5,828285.94,653510.44,467914.22,637258.2,953427.7,
