row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML Peak area,POS_TJGIp3_3_Run173.mzML Peak area,POS_TJGIp3_1_Run55.mzML Peak area,POS_TJGIp3_2_Run137.mzML Peak area,Unnamed: 19
259,104.10696399896557,0.82516307,,,,,,,,,,,96928.44,751493.4,410941.56,205394.34,503328.97,1083151.9,
362,104.10697310645136,1.3773078,,,,,,,,,,,22790.805,1006707.75,467159.94,148346.55,925906.1,1228533.1,
1357,105.06984724766431,5.0785203,,,,208.0,,,,,,,398587.6,489492.66,342348.47,428823.7,1556848.1,572271.75,
926,105.06988979077478,3.4511193999999996,,,,51.0,,,,,,,1161497.5,1119185.5,854574.4,739567.6,826134.44,733307.06,
124,106.04978822967392,0.37525752,,,,,,,,,,,112405.555,201514.34,943547.44,394280.66,251128.53,1536829.8,
803,109.10119492980577,3.1386726,,,,36.0,,,,,,,581646.9,767300.8,429901.2,844567.4,674966.75,784027.1,
1010,109.10120800586904,3.7549370000000004,,,,124.0,,,,,,,1404874.6,1457991.2,1353210.9,2898693.5,2153943.5,2490208.0,
4515,110.01991340525915,10.447869,,,,130.0,,,,,,,2826026.5,929016.1,2793007.8,2744640.0,1121637.9,867296.9,
192,110.06000155283323,0.5570401999999999,,,,,,,,,,,377472.25,377577.2,801855.1,487097.97,338705.5,500004.56,
20,110.07117072366812,0.350215,,,,,,,,,,,105142.31,404216.1,722015.6,228269.72,612618.4,359955.3,
4521,111.0200979628247,10.479913999999999,,,,19.0,,,,,,,20659020.0,19258722.0,21940238.0,21115250.0,19503722.0,19489152.0,
4537,111.03896479921715,10.563618,,,,45.0,,,,,,,5925968.5,6900193.0,6421570.5,7484735.0,7040131.0,6408337.5,
165,111.04403373814381,0.43407896,,,,,,,,,,,16088.385,144377.73,475596.53,332053.97,342627.06,1551811.1,
3524,111.11672303504184,7.9556746,,,,,,,,,,,186300.89,55576.574,413998.34,95973.64,83437.68,89374.38,
4523,111.5217107735583,10.482608,,,,19.0,,,,,,,1672901.2,1561020.9,1855252.8,1749916.6,1575486.1,1626846.9,
4522,112.01775406198635,10.479913999999999,,,,19.0,,,,,,,8014002.0,7461590.5,8544640.0,8209712.0,7572675.5,7573248.0,
80,112.05044546558071,0.37597284,,,,4.0,14.0,[M+Na]+,,2.0,80;90,89.0607,2474430.0,2789522.5,2148189.5,1934218.4,2920694.8,4173629.2,
253,112.05048962714753,0.77306753,,,,,,,,,,,265129.1,285469.4,408858.44,608470.06,287879.8,542590.0,
159,113.03447926680185,0.4955643,,,,,,,,,,,15859356.0,12575988.0,17142484.0,26748238.0,15763019.0,28842058.0,
334,113.03450341832857,1.0796617,,,,,,,,,,,85848.15,83362.28,256708.42,1293731.2,19806.994,142860.62,
282,113.03450753491349,0.86806583,,,,,,,,,,,124717.516,89373.91,234948.3,791456.8,177513.72,300790.97,
350,113.03451137343563,1.1679283,,,,,,,,,,,85848.15,45511.008,43179.72,261160.62,63264.835999999996,618401.3,
311,113.03451961942216,0.94518787,,,,,,,,,,,102544.89,50725.32,886040.5,1017112.75,246679.47,477945.7,
357,113.03453132425152,1.3447114,,,,,,,,,,,69769.11,10201.976999999999,246040.95,185228.75,104332.125,433564.06,
379,113.03453360729496,1.5334504999999998,,,,,,,,,,,116102.5,310066.53,392771.22,196115.97,168749.94,79102.7,
442,113.0596984853142,2.2222626,,,,,,,,,,,444636.38,940789.6,164390.31,1233151.6,385198.8,205170.47,
3861,113.13232243391559,8.292533,,,,,,,,,,,487290.94,426578.0,325229.12,195759.16,194826.88,281238.3,
207,114.05492166696115,0.6277943,,,,255.0,,,,,,,508191.62,1493829.1,1866316.4,2097581.8,1607873.8,2221601.8,
599,114.09134654423141,2.7302897,,,,5.0,,,,,,,1766001.0,1785271.2,1707635.0,2806287.8,2006289.1,2903143.0,
644,114.09135660546026,2.7761958,,,,174.0,,,,,,,1178632.2,1408683.6,1197728.6,3787635.8,1364824.4,1411945.9,
485,114.09137335979281,2.3912424999999997,,,,222.0,,,,,,,1231664.6,1454825.8,1433721.8,1462548.0,1215219.4,1218321.0,
617,114.12771201447542,2.7533798,,,,5.0,,,,,,,516731.94,791369.56,1089161.4,1392072.6,707549.44,1067280.0,
1088,114.12771854214789,4.0320377,,,,96.0,,,,,,,184693.92,226718.92,161655.81,290652.4,170495.39,282293.2,
1030,114.1277388230158,3.8151589999999995,,,,125.0,,,,,,,437776.1,465272.28,317961.47,464391.8,401309.06,412601.4,
57,116.07057441043828,0.37302908,,,,4.0,,,,,,,2866766.5,2400010.8,2660947.5,3426332.0,3088100.0,3833332.5,
472,116.07059129668706,2.3470457000000002,,,,288.0,,,,,,,1034218.94,884011.3,439523.56,905479.06,970018.3,1119686.1,
835,116.07059364848024,3.223266,,,,179.0,,,,,,,925756.3,825093.75,717304.44,943046.8,664756.1,1055681.9,
1350,118.06508378028559,5.0802197,,,,,,,,,,,247985.55,206449.66,143965.69,233915.38,300011.8,255412.45,
840,118.06511049112879,3.2424285,,,,144.0,,,,,,,1029167.7,874554.1,691266.25,1067853.1,857607.4,1083391.0,
1631,118.08612575580798,5.6776776,,,,134.0,,,,,,,3985147.5,3761914.8,3092550.8,6472166.0,5180167.5,4746642.0,
2001,118.0861449260654,6.159664,,,,,,,,,,,2601056.0,1033721.94,4186743.0,7777643.5,1677430.6,3311708.8,
1932,118.0861528859236,6.096811,,,,231.0,,,,,,,8571891.0,5114926.0,7005191.0,12600231.0,7633679.0,9467094.0,
1791,118.08615457163496,5.949545400000001,,,,,,,,,,,1375148.4,1594642.6,1332825.6,1240486.9,2117691.0,1151726.5,
54,118.08618811819952,0.37228915,,,,4.0,,,,,,,158246240.0,173068130.0,169674320.0,196179650.0,194103920.0,177163220.0,
278,118.08621029367927,0.87033814,,,,,,,,,,,1699617.2,1683696.1,204321.28,1059790.9,1660947.1,2346349.5,
67,118.12240711341444,0.37449920000000003,,,,4.0,,,,,,,1440358.0,1719410.2,1873156.9,1874540.5,1714055.5,1672437.8,
4420,118.12251106411848,10.16808,,,,,,,,,,,2007347.4,1977303.6,1524040.6,1631867.5,250312.02,1782138.5,
1425,120.04433678096416,5.262157,,,,94.0,,,,,,,770996.6,815239.06,708887.8,1225032.0,882366.25,1248627.0,
1104,120.04436016699671,4.1126394,,,,207.0,,,,,,,316929.06,269584.25,208642.69,433396.38,346901.6,422006.56,
597,120.04438487085757,2.7287432999999996,,,,5.0,,,,,,,2415151.8,2382958.5,2231262.0,3042013.8,3044776.2,3615551.8,
1079,120.04438562220207,4.0018697,,,,145.0,,,,,,,145749.34,124574.18,143491.66,255733.83,148776.2,199322.12,
764,120.04438804457031,3.0543396,,,,171.0,,,,,,,266291.47,258623.52,263959.0,318570.0,302414.9,428471.53,
846,120.04440668317905,3.2503574,,,,144.0,,,,,,,497534.2,552560.1,619454.1,664444.4,565726.9,727250.7,
42,120.06538925865816,0.3664097,,,,4.0,6.0,[M+H]+,,2.0,36;42,119.05813,83828940.0,73783560.0,116139736.0,106837520.0,85591360.0,116503384.0,
1590,120.0654694540172,5.5770206,,,,40.0,,,,,,,1276236.6,1426570.5,1597246.2,2387719.0,2252435.5,2168760.0,
575,120.08073290189436,2.6710522,,,,,,,,,,,311901.16,172458.34,171652.0,333503.56,184459.05,297244.88,
793,120.08076716355323,3.1258152000000003,,,,36.0,53.0,[M-2H2O+H]+,,2.0,793;788,155.09464,1424732.1,1488796.4,986970.4,1575435.0,1360716.1,1613922.9,
730,120.0807688639563,2.9797156000000005,,,,132.0,,,,,,,1310500.4,1208204.0,755007.06,1059611.6,883431.6,1243249.1,
372,120.08077578233028,1.4175518999999999,,,,215.0,,,,,,,14377567.0,11839449.0,5795210.5,7013050.0,10955100.0,12205554.0,
1038,120.08077866773633,3.858186,,,,150.0,,,,,,,268231.1,318523.22,215033.5,315610.12,282618.12,323737.22,
525,120.08077966475712,2.5537292999999996,,,,,,,,,,,313193.25,245367.97,157201.03,303345.38,279614.44,250627.9,
943,120.08078574023665,3.4845295,,,,37.0,,,,,,,443200.56,468712.4,222401.97,488844.44,387715.53,463684.62,
3862,121.02828193891706,8.2909155,,,,44.0,,,,,,,526657.75,466705.9,346677.88,214569.64,214224.92,373979.88,
1351,121.0647616671688,5.082913,,,,,,,,,,,144216.92,163273.5,115148.56,181179.3,605757.3,200958.48,
46,121.06868708286687,0.36714962,,,,4.0,,,,,,,3731538.0,3172997.2,5304451.5,4715930.0,3835464.0,5211745.5,
917,122.09640048795004,3.4503123999999996,,,,,,,,,,,374290.44,346480.97,265978.9,228252.08,252616.45,217553.12,
4538,122.54694717965613,10.564457,,,,45.0,,,,,,,3475399.0,3468828.8,3658637.0,3332456.8,4008541.2,3671837.8,
196,123.05520349147032,0.5873227,,,,178.0,,,,,,,5598198.0,5007512.0,5222111.0,8259593.5,5729379.5,6012466.0,
623,123.09161353320421,2.7609577,,,,282.0,,,,,,,196231.89,205276.08,255227.36,182280.03,236598.42,348265.75,
1159,123.11674399160981,4.338939,,,,,,,,,,,204931.78,223460.7,176481.86,382064.3,251932.81,263656.38,
1725,124.03923158756828,5.79009,,,,33.0,,,,,,,1705791.4,1649916.6,1962267.1,2843302.5,2285343.5,2739730.0,
189,124.0392559490282,0.539038,,,,16.0,,,,,,,37171400.0,39653628.0,45199704.0,49830444.0,45602864.0,42240332.0,
328,124.0392866045156,1.0805633999999997,,,,,,,,,,,60940.31,87135.59,231555.44,1124213.5,27729.093999999997,539550.6,
260,124.03930140589377,0.8233585999999999,,,,,,,,,,,123633.97,175818.34,278175.88,497526.62,70592.3,409688.0,
297,124.03931289594955,0.9297486999999999,,,,,,,,,,,64088.918,34470.758,362130.53,585757.5,417028.5,173138.83,
810,125.09609490859295,3.154127,,,,109.0,,,,,,,65786.04,69267.61,51323.043,174578.77,113899.45,146407.64,
925,125.09609578045706,3.4510975,,,,51.0,,,,,,,776843.6,1017007.2,658804.7,1933356.0,1464267.2,1567846.5,
4552,125.9860830769958,10.587838,,,,45.0,,,,,,,17736370.0,14415961.0,21811758.0,21547132.0,15758647.0,20175442.0,
84,127.05008087590907,0.3774606,,,,4.0,23.0,[M+Na]+,,2.0,116;84,104.06065,307529.44,346750.9,502052.16,358681.38,471777.9,482519.84,
255,127.05017652037195,0.80418235,,,,108.0,,,,,,,2824005.5,2463358.0,4234308.0,6044969.5,2628894.2,5595043.5,
387,127.0501824926072,1.9088943999999999,,,,123.0,,,,,,,390432.6,331223.0,431708.25,74514.67,326763.66,412618.03,
335,127.05018406234743,1.0494219,,,,,,,,,,,47549.094000000005,38072.613,59640.773,492774.88,23580.832000000002,40910.207,
982,128.10695769308498,3.6888959999999997,,,,30.0,,,,,,,380816.03,555108.9,320871.1,421619.34,336750.34,454852.66,
684,128.10697713999002,2.9155900000000003,,,,157.0,,,,,,,3527242.0,4100356.0,3535012.0,4403654.5,3450307.8,4883330.5,
164,129.05449138123382,0.43221614,,,,,,,,,,,54065.973,144466.95,1809062.6,277881.03,680619.75,3277490.5,
154,130.0497775479367,0.3946341,,,,4.0,,,,,,,2603208.0,3816018.0,5648569.5,4908851.5,6220905.0,7999523.0,
203,130.04987849152613,0.60790586,,,,178.0,,,,,,,7924838.5,8326274.0,7778172.0,9789872.0,5549663.5,21454792.0,
312,130.04989395855856,0.92107695,,,,,,,,,,,58031.773,97996.17,380008.53,270354.88,197746.95,400353.2,
75,130.08616341930434,0.37526342,,,,4.0,,,,,,,1962511.8,1659787.2,2196231.5,2888606.8,2296098.2,2063246.9,
4413,130.1589184564057,10.110389999999999,,,,,,,,,,,108413.99,262881.9,365798.25,1828850.5,125136.36,401777.28,
565,130.15905744600678,2.6522796000000004,,,,224.0,,,,,,,4149278.2,4536869.0,3103394.5,4314283.5,2419767.5,4572731.0,
218,132.0656481433151,0.6508639,,,,,,,,,,,830921.1,503995.34,1604646.5,2421657.0,711366.5,2734491.5,
118,132.10178632712808,0.38428834,,,,,,,,,,,11406644.0,15190547.0,6438584.0,10492183.0,8286096.0,8038608.5,
2057,132.10182620728463,6.272157,,,,,,,,,,,112342.7,15692.21,1488238.0,3620427.0,177989.9,584179.4,
1975,132.10183102984786,6.134604,,,,303.0,,,,,,,4480116.5,998362.44,3135204.5,5136521.5,1793229.2,6163988.0,
1876,132.10184720635212,6.0739225999999995,,,,,,,,,,,2754417.5,4446868.0,1058282.5,1135495.4,6775462.5,2706153.2,
241,132.10188370704012,0.7404476999999999,,,,240.0,,,,,,,116374330.0,126580500.0,115275500.0,165121490.0,135762130.0,200302290.0,
584,132.10189329210647,2.6748064,,,,,,,,,,,1287098.6,1287601.0,902079.25,1921776.9,627605.44,703884.56,
731,132.10189961572476,2.9805193,,,,132.0,,,,,,,1904012.2,892605.6,854186.94,1841603.2,827992.6,2143067.8,
983,132.10191627336354,3.6888959999999997,,,,30.0,,,,,,,1891549.0,2477781.8,1549200.0,1980145.9,1670921.5,2120660.0,
1074,133.10116848148004,3.9767513,,,,,,,,,,,487728.4,589467.3,483142.56,624387.7,458501.06,701891.9,
244,133.10513712671676,0.737905,,,,,,,,,,,4699157.5,3954651.2,2702987.8,11060371.0,3402779.5,7163015.5,
142,136.06164437883356,0.38707063,,,,4.0,29.0,[M-H2O+NH4]+,,2.0,142;127,136.0384,1690896.9,1679241.4,1348334.8,1319271.0,2240823.2,2270681.0,
285,136.06173321559012,0.894116,,,,298.0,32.0,[M-H2O+NH4]+,,2.0,285;283,136.03848,4002774.2,3946294.8,3631397.0,5655796.0,5214482.5,7935089.0,
348,136.06177724660208,1.1519847,,,,,,,,,,,84945.16,21080.299,591912.4,129300.67,114848.98,600789.1,
329,136.06178358168,1.0125084999999998,,,,,,,,,,,309185.47,499229.47,257841.55,352632.53,54205.91,113644.8,
356,136.06179252946615,1.3125038999999998,,,,,,,,,,,47094.363,19028.621,102370.46,278527.1,214767.23,1089419.9,
127,137.04568710899653,0.38264808,,,,4.0,21.0,[M-H+2Na]+,,2.0,73;127,92.0738,1351168.0,1249048.1,970493.7,1229205.0,991708.2,1508246.0,
283,137.0457699552353,0.88199776,,,,298.0,32.0,[M+H]+,,2.0,285;283,136.03848,2209602.0,2305236.0,1892794.0,2770544.5,1683705.4,3031213.5,
400,137.04583074959328,1.9763241000000003,,,,,,,,,,,293339.9,285876.47,277375.7,568993.56,256513.28,397410.78,
704,137.09611455682094,2.9559011,,,,132.0,44.0,[M+H]+,,2.0,707;704,136.08882,19931.777,37105.6,14228.798,50070.387,60850.01,54331.293,
992,137.09612630989056,3.6947434,,,,30.0,,,,,,,549552.9,668236.25,528063.56,843151.2,756186.7,798517.0,
1427,138.0549122787153,5.2640758000000005,,,,94.0,,,,,,,308239.16,316977.78,272231.25,492430.06,327143.75,482909.78,
598,138.05494440081026,2.7294705,,,,5.0,,,,,,,673368.06,584896.94,675584.1,848201.44,817962.3,989401.2,
514,138.05500700922607,2.5016990000000003,,,,114.0,,,,,,,348052.1,359227.16,326007.78,434038.62,340097.9,477743.7,
490,138.05501558880226,2.4077108,,,,222.0,,,,,,,683682.8,692011.7,673483.3,932794.94,668259.8,837184.5,
4542,139.01772870752492,10.567062,,,,45.0,,,,,,,6216168.0,5351171.5,7297102.5,6817572.0,6451630.0,6974112.5,
745,139.08658202988326,3.0181415,,,,7.0,50.0,[M-H2O+NH4]+,,2.0,745;749,139.06269,1279763.6,1495478.8,1014985.8,1531129.5,1128190.2,1288014.2,
4525,139.98771366549371,10.484069,,,,19.0,,,,,,,6975974.5,6489337.5,7772992.5,7531798.0,6529361.5,6800546.0,
25,140.0680520262913,0.35389242,,,,4.0,3.0,[M+Na]+,,3.0,25;23;24,117.07878999999998,5529667.5,5081457.0,5254456.5,6078196.5,4977440.0,4244809.0,
197,140.06807884991238,0.60028684,,,,,,,,,,,153044.86,449981.0,297718.97,431701.2,436069.8,328164.03,
258,140.06812196062734,0.80088407,,,,,,,,,,,894416.6,151994.0,203175.16,872401.9,212374.7,537081.5,
276,140.06813199212047,0.8644833000000001,,,,,,,,,,,235176.52,205878.12,241202.25,103287.47,650116.06,257671.2,
324,140.0681444404299,1.0797831,,,,,,,,,,,43947.61,111802.59,491157.4,446378.62,152704.83,197525.45,
302,140.06814622011836,0.9505703999999999,,,,,,,,,,,200711.36,284664.7,301453.88,91095.79,662531.94,722164.75,
499,141.05464997724292,2.458646,,,,,,,,,,,341907.88,463991.66,402706.4,739794.44,568532.5,851147.7,
4524,141.983178575835,10.483308000000001,,,,19.0,,,,,,,2649501.2,2440788.2,2970210.5,2875571.8,2444240.0,2582195.5,
36,142.04736845991502,0.36124516,,,,4.0,6.0,[M+Na]+,,2.0,36;42,119.05813,3750709.2,3294955.0,6759963.5,5852947.0,4106571.2,7089450.5,
604,142.08627943534754,2.7869092999999996,,,,,,,,,,,240823.25,437076.38,171808.5,366546.56,279057.5,328982.66,
396,142.08628533546286,1.9486033,,,,,,,,,,,260750.61,175259.45,197679.45,734033.25,379315.34,547830.7,
792,143.11791957229846,3.1292756,,,,,,,,,,,324413.56,312894.38,185453.58,203513.5,440960.03,441805.62,
153,144.0653956711219,0.39238724,,,,4.0,,,,,,,307757.5,665084.2,757026.7,656388.1,928902.8,1005316.0,
214,144.0654578405728,0.6376581,,,,255.0,,,,,,,904533.2,1883548.2,1733760.0,2238672.8,1090945.5,3662259.8,
267,144.06548548852277,0.83784246,,,,,,,,,,,717447.6,755655.3,912396.1,498182.84,820784.7,190390.3,
345,144.06551968897824,1.1616408999999999,,,,,,,,,,,622657.1,694621.9,621754.94,1559789.1,837797.6,233284.6,
380,144.06553529249462,1.6000174999999999,,,,,,,,,,,244534.56,551338.94,733166.5,1088936.4,868511.6,1580031.6,
369,144.065538050011,1.4433619,,,,,,,,,,,53834.598,247600.97,120552.29,183840.33,428592.34,86159.695,
951,144.0808232696505,3.5165594,,,,,,,,,,,127688.28,153818.2,91538.95,151741.97,176829.0,144724.4,
509,144.08082707530028,2.474662,,,,,,,,,,,159932.38,329355.94,522447.6,619412.25,472375.12,524610.25,
112,144.10178658232442,0.38114914,,,,4.0,,,,,,,7230615.0,8516219.0,8090067.0,12482387.0,10734960.0,12175462.0,
199,144.1018442898667,0.56196386,,,,,,,,,,,206018.4,331617.0,192038.5,485925.34,423697.34,811783.75,
4369,144.9820360229137,9.897912,,,,,,,,,,,6162427.0,976735.3,678536.6,960694.56,6598762.5,1481390.0,
4151,144.9820599863547,8.771626,,,,,,,,,,,409719.97,752120.7,259822.14,243584.22,537742.25,327201.88,
4353,144.982070249024,9.793416,,,,,,,,,,,1368688.9,7602768.5,655122.94,1027468.4,1546425.2,6609435.0,
4263,144.98209377894517,9.15868,,,,,,,,,,,320605.25,753262.56,280569.06,209089.12,595873.8,277632.62,
4052,144.9821412662184,8.577034,,,,,,,,,,,1566429.9,860982.0,337678.9,548489.6,1142044.9,1263351.6,
799,145.07602381211413,3.1351922,,,,36.0,,,,,,,2597887.0,2965003.2,2853087.0,1860402.9,1243703.8,1505498.4,
484,145.076092855636,2.386062,,,,,,,,,,,223794.03,241133.89,222621.69,253532.98,251232.62,280153.66,
860,146.0600503469769,3.2741432,,,,211.0,,,,,,,751060.8,507096.0,618419.06,735321.0,528544.06,821260.44,
