row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Anid-p2_1_Run179.mzML Peak area,2024_POS_Anid-EV-alcA_CTRL_1_Run176.mzML Peak area,2024_POS_Anid-EV-alcA_CTRL_2_Run197.mzML Peak area,2024_POS_Anid-p2_1_Run220.mzML Peak area,2024_POS_Anid-p2_1_Run241.mzML Peak area,2024_POS_Anid-EV-alcA_CTRL_3_Run229.mzML Peak area,
260,121.06882751047392,0.5807441,,,,,,,,,,,215142.75,343115.34,7495972.5,2892063.8,227747.44,75651.95,
201,121.06883131559805,0.4772909,,,,,,,,,,,2250178.0,2646146.0,717760.2,484655.8,2602513.8,169382.53,
476,121.0716630606023,0.88321877,,,,,,,,,,,6678.7773,3001.1582,6300.24,3131.9783,27970.607,10556.299,
59,121.07182384943417,0.3820169,,,,,,,,,,,166195.61,5196.3438,26706.547,76007.18,1588391.4,2192014.8,
2457,122.09636664825884,3.5743206,,,,88,,,,,,,342841.28,437549.12,383816.25,330160.1,404319.84,207136.25,
254,123.05523860106564,0.5888745,,,,25,,,,,,,1863110.9,1911383.2,5623275.0,3096548.5,2921324.2,5293515.5,
105,123.09160037155327,0.39910388,,,,163,,,,,,,7157904.0,74837.9,240110.62,4305495.0,5268302.0,73920.766,
1875,123.09161436158507,2.8358555,,,,98,,,,,,,276995.97,155756.33,155341.58,298880.78,201976.17,47280.586,
3831,123.11678219737827,5.3392544,,,,,,,,,,,0,169306.53,109289.96,0,13947.6,296697.7,
163,123.94070944506086,0.40971622,,,,163,4,[M+K]+,,3,51;52;163,84.97756,2007875.8,1392596.4,2122999.8,1926612.1,2476629.8,1709143.6,
245,124.03927949224239,0.55055755,,,,,,,,,,,1.4143403E7,68789.984,457823.72,1932998.1,1.9179074E7,2.2428944E7,
477,124.0756576831484,0.91001767,,,,,,,,,,,1160394.2,34819.53,32094.482,323770.8,1211701.4,171342.84,
653,125.02329131894673,1.426706,,,,190,22,[M-H2O+H]+,,2,653;646,142.02661,1.015475E7,1.1794134E7,7727990.5,7465216.5,7945095.5,7423261.5,
422,125.07089379105855,0.82398015,,,,,,,,,,,1097258.0,155947.38,1091632.2,963729.8,884142.8,70900.086,
762,125.07089785990094,1.9546623,,,,,,,,,,,8451492.0,146281.14,823706.0,4066850.5,4793182.0,108089.13,
660,125.10729515117924,1.4641957,,,,,,,,,,,292735.53,93814.91,345341.34,117733.38,100317.586,4696572.0,
158,126.05247315059334,0.405612,,,,163,,,,,,,1902205.5,3290063.5,6144231.0,1235942.0,2096423.5,2020811.0,
932,126.05492548374362,2.1689928,,,,26,,,,,,,258273.48,3483121.2,4738262.5,764905.7,214083.89,17565.797,
691,127.03894278161054,1.5641624,,,,,,,,,,,5794730.0,1783638.0,591192.5,2.3843244E7,7111145.5,3731179.8,
697,127.05013949755387,1.5956045,,,,,,,,,,,627968.9,219850.72,319444.66,120061.42,441214.78,367103.88,
771,127.05014789016145,1.9845548,,,,192,,,,,,,1143491.4,520135.25,358980.6,500265.56,2035955.1,2383571.2,
287,127.08655044900017,0.6369841,,,,25,,,,,,,4066995.2,2434281.0,3787673.0,5140748.5,4322844.0,2751616.8,
446,128.07056509862622,0.90664285,,,,,,,,,,,111425.72,408211.84,2022078.6,375473.6,250141.97,913657.7,
540,128.07057039621597,1.0787512,,,,,,,,,,,559839.1,87692.81,231263.55,150542.05,373669.22,3424460.5,
29,129.13858926416063,0.32481682,,,,36,0,[M+H]+,,1,26,128.13133,256523.83,307744.4,197818.22,259247.7,232659.16,155228.14,
209,130.04982534404732,0.5171798,,,,,,,,,,,434256.8,2295292.5,374642.5,228123.14,459892.78,2221238.0,
261,130.04983360297524,0.5953744,,,,,,,,,,,300664.75,220059.67,5247490.0,3340397.2,2803158.0,5391439.0,
1716,130.15900529369097,2.7171793,,,,222,,,,,,,654215.7,581736.3,511755.7,600417.75,576155.1,542054.75,
7441,131.53347786375255,10.438955,,,,87,,,,,,,1034350.6,1030847.25,1142562.9,1457705.2,1115336.8,1203318.4,
294,132.06550278965736,0.6386846,,,,,,,,,,,161085.72,37559.742,272289.1,278213.84,592814.0,4567014.5,
668,132.0655060897029,1.4911641,,,,,,,,,,,119850.64,55571.89,273263.84,280418.66,304622.6,1449956.6,
384,132.1018842659855,0.7790363,,,,41,15,[M+H]+,,2,384;378,131.0945,5.4870708E7,7.830353E7,1.2729259E8,5.156048E7,7.4548824E7,6.901687E7,
393,133.10522745504954,0.7855825,,,,,,,,,,,1716262.4,3925547.2,5767039.0,2298542.0,3193494.5,4027100.5,
5715,134.0447732232142,7.118765,,,,249,,,,,,,1295577.1,685731.0,615785.7,2086061.6,1618606.9,1081919.4,
117,134.11750131994754,0.39422312,,,,,,,,,,,35826.543,135307.08,112910.16,52907.04,60000.668,1612575.8,
669,135.05526328121542,1.4815435,,,,,,,,,,,293144.66,18831.39,67593.67,207786.62,373666.06,3822182.2,
3,136.95318403624904,0.03187952,,,,2,,,,,,,1048881.5,1179190.5,832074.2,1155341.8,973451.9,1179580.5,
797,137.04577890067654,2.0312195,,,,,,,,,,,63049.6,472195.16,748609.1,132084.66,27918.22,251200.47,
2589,137.09607296687787,3.7837098,,,,56,,,,,,,303384.28,149788.16,176476.39,141507.4,303374.6,320822.16,
299,138.05244394318836,0.61668116,,,,,,,,,,,312293.12,4901418.5,3427375.2,247769.7,161339.27,50378.125,
1856,138.0549448392494,2.8213797,,,,132,,,,,,,3589539.5,1197983.4,801269.56,1127849.2,4297636.0,1.1306592E7,
1378,138.05494889931887,2.4786804,,,,114,,,,,,,2035825.9,2810505.0,3451714.0,2540001.0,2359993.5,2566657.8,
804,139.0501771419221,2.0415244,,,,,,,,,,,427824.53,3821.2788,3221.499,1871502.0,422643.94,17231.365,
5402,139.07539254648745,6.701183,,,,,,,,,,,0,244736.67,322238.3,0,17557.41,12207.896,
1139,139.08658050956058,2.3163424,,,,29,,,,,,,1827011.8,1648061.5,981257.2,2589699.8,1815993.8,987786.4,
400,139.11904958733766,0.7905088,,,,41,,,,,,,5415384.0,3853526.2,3321487.8,4662869.0,4241537.0,4013216.2,
1183,139.122941463858,2.3442476,,,,215,,,,,,,484972.6,263841.2,941382.25,316189.22,381189.38,2768497.8,
1004,139.12294368458868,2.2161667,,,,,,,,,,,353173.5,821825.4,2136288.0,501059.75,285699.94,3466394.8,
332,140.06806669601204,0.6777732,,,,,,,,,,,2252881.2,6511699.0,1.145342E7,1651223.2,457583.2,1332144.9,
80,140.06812714261514,0.38771257,,,,163,,,,,,,7772041.0,2556074.2,2739978.5,4501792.5,7638075.0,1.0069246E7,
7374,140.06818278375852,10.284034,,,,,,,,,,,0,0,0,0,63907.63,144756.92,
1252,140.143359895911,2.3984163,,,,38,,,,,,,444705.8,336065.6,294255.88,380737.84,367255.28,162125.64,
219,141.04691117474198,0.49927863,,,,,,,,,,,1213992.4,1559157.0,1144368.0,980751.25,450139.16,355675.84,
1435,141.0546143583715,2.5217972,,,,115,,,,,,,4119604.0,659854.7,661197.7,5351058.0,5873166.5,2.5984596E7,
7428,141.95857307659392,10.3854265,,,,62,,,,,,,849186.44,958359.8,760246.1,981864.5,918403.8,1022209.3,
6,141.9586161131149,0.03267925,,,,2,,,,,,,2355415.5,2579583.5,2057223.2,2098222.8,1976626.2,2140636.8,
173,142.04744701949474,0.41620827,,,,163,11,[M+H]+,,2,173;152,141.04016,4.0382944E7,3.705016E7,4.556374E7,3.1849506E7,2.568694E7,1.5641706E7,
1051,142.0862358896685,2.2546422,,,,,,,,,,,53946.06,46342.496,42155.4,140993.27,232927.03,469335.88,
785,142.0862516460369,2.0201623,,,,,,,,,,,383350.28,62518.637,154769.48,140850.27,1517716.0,2661923.0,
17,143.03142710303862,0.3778813,,,,,,,,,,,1907017.4,188031.66,54715.45,110886.305,200098.27,82959.8,
649,143.03391148359717,1.4174877,,,,190,22,[M+H]+,,2,649;646,142.02661,6558210.5,9198687.0,6093345.5,8112432.0,5980930.5,6227682.0,
513,144.0655217163472,1.0307275,,,,,,,,,,,5438795.0,382511.62,985866.0,5045801.5,5118289.0,3785786.2,
108,144.1018871253301,0.39259562,,,,163,8,[M+H]+,,2,91;108,143.09452,4790398.0,6994156.5,6218346.5,5582324.0,8353295.0,7025466.0,
457,144.101892480556,0.877786,,,,,,,,,,,245471.31,181720.16,1970986.4,125811.45,505216.4,192152.11,
745,144.13829902063551,1.8662637,,,,,,,,,,,1695410.8,188590.19,613712.9,273333.12,203327.1,156971.89,
1914,144.13830896848444,2.8654344,,,,,,,,,,,175192.53,8814.488,33998.137,25552.887,89982.09,110541.45,
6888,144.9821523899454,8.241109,,,,,,,,,,,517645.22,1431772.1,286893.44,994055.3,966333.75,512140.56,
7186,144.9821553371468,8.987048,,,,,,,,,,,611646.2,1376957.5,757276.25,780195.56,502574.44,875874.44,
7124,144.9821616630156,8.689128,,,,112,,,,,,,6188028.0,8220457.5,4680085.0,7762666.0,9946131.0,1.1532041E7,
7216,144.98216451949813,9.280427,,,,188,,,,,,,3265124.2,4035130.2,2359399.2,3726591.0,2540421.2,5609766.0,
7256,144.98216780418437,9.573043,,,,288,,,,,,,5345701.5,1.3341402E7,7769986.5,1.1911244E7,4544086.0,8656322.0,
7326,144.98216994670392,10.123656,,,,180,,,,,,,9568663.0,1.3838663E7,7499596.5,1.2578428E7,3873121.8,1.5289049E7,
7308,144.98217161232068,10.003531,,,,,,,,,,,4650667.0,6270377.5,3632724.0,5324608.0,9369018.0,6858536.5,
256,145.04656950178673,0.5668735,,,,,,,,,,,5444.6914,162775.7,89048.81,71936.49,4747.1104,3548.978,
69,145.0467694870747,0.38934138,,,,163,,,,,,,53748.43,1929814.2,1748074.4,1018512.44,76781.414,4263.8423,
756,145.04953613115333,1.870385,,,,,,,,,,,7521067.5,2323551.8,4729852.0,8711931.0,9780409.0,1.9878552E7,
1250,146.06004041801256,2.3967211,,,,38,,,,,,,509616.22,996767.56,790694.56,568431.75,641005.4,3355638.2,
448,146.08116301095995,0.8899924,,,,93,19,[M+H]+,,2,445;448,145.07379,3080835.8,9857790.0,1.7066784E7,5393755.5,6054176.5,1.1062941E7,
83,146.11753148924765,0.39422104,,,,,,,,,,,223253.39,3597074.5,4725627.0,417696.03,322321.53,42109.754,
895,146.11754113624767,2.1237128,,,,,,,,,,,64048.52,1193992.0,1432932.6,100108.07,176036.77,136448.62,
26,146.16517378038722,0.32318875,,,,36,0,[M+NH4]+,,2,29;26,128.13133,4354399.0,5513897.0,5291169.5,5132746.5,4663324.5,4952099.0,
7257,146.9803390235027,9.573043,,,,288,,,,,,,2380901.8,6014924.5,3470852.5,3366882.0,2027311.5,3873351.8,
7327,146.98034008765794,10.125201,,,,180,,,,,,,4315389.0,6228731.0,3446601.2,5658945.5,1763035.6,6834912.5,
7309,146.98034194934974,9.989678,,,,,,,,,,,2079106.4,2837233.5,1627909.1,2637407.5,4191765.2,3076626.5,
7121,146.98034715008464,8.683228,,,,112,,,,,,,2728374.8,3793559.0,2109907.5,3462135.8,4467215.0,5276650.0,
25,147.16848057326686,0.32237506,,,,36,,,,,,,319139.56,396489.6,388617.5,365758.06,317482.8,364654.62,
225,148.0604285229933,0.504159,,,,104,,,,,,,360913.97,37156.48,124081.94,2392885.8,2398607.8,4735337.5,
891,149.07093899747528,2.1305141,,,,173,,,,,,,1262275.5,1340187.1,2670773.8,1673063.2,977410.4,977791.6,
2572,152.0705807417519,3.7675416,,,,,,,,,,,38029.586,107757.58,141767.7,52067.543,41860.93,44636.527,
1905,152.0705848237703,2.8245468,,,,98,,,,,,,98300.54,317204.06,304336.2,112698.0,115899.24,101324.2,
1288,152.07058556388318,2.420032,,,,38,,,,,,,130757.07,443383.2,601062.75,178584.25,171788.7,497761.16,
1782,152.0705861798107,2.7646644,,,,69,,,,,,,216727.48,245361.28,364036.8,160799.03,143919.55,214249.77,
2177,152.07059272523574,3.1550493,,,,61,,,,,,,303143.8,449289.97,619848.56,363502.03,362744.56,365133.2,
859,152.07059687162516,2.0936391,,,,20,,,,,,,652220.7,1.1012264E7,1.5113973E7,1521277.5,910375.7,1691148.5,
993,153.06581483836138,2.204625,,,,210,,,,,,,751319.75,206397.31,209994.77,858513.2,857380.75,777210.06,
858,153.0742271759588,2.1046865,,,,,,,,,,,7031.56,766781.94,951116.3,19121.752,10016.858,11373.854,
214,153.10221872165707,0.46590474,,,,195,,,,,,,211722.4,2039395.4,1482749.2,1453039.2,351356.6,616477.5,
1903,153.1386088188558,2.8549945,,,,108,,,,,,,165665.28,429224.56,489451.25,285344.75,243463.92,178457.31,
278,154.0470587625838,0.6288081,,,,,,,,,,,156114.22,131560.53,191329.47,256643.11,1653376.9,3064101.5,
378,154.08361927039087,0.76589894,,,,41,15,[M+Na]+,,2,384;378,131.0945,1385032.6,2767499.0,4665904.0,1161535.1,2029624.9,1832339.9,
7456,154.99023168513867,11.168458,,,,,,,,,,,46617.375,228513.67,907157.2,923170.8,673365.2,231973.8,
7416,154.99023363898917,10.370786,,,,62,,,,,,,2251263.2,2563046.2,2131264.2,2640433.5,2510672.0,2757264.5,
751,155.03391648576584,1.8933722,,,,,,,,,,,5618426.0,197985.11,84512.79,8082327.5,8817004.0,8690912.0,
1999,155.07026646179543,2.954544,,,,,,,,,,,0,94446.81,51624.727,14317.655,0,171869.73,
2101,155.0702690457214,3.0660255,,,,185,,,,,,,1043640.44,42401.21,80453.73,1175375.1,1355535.6,1.1699419E7,
2416,155.07027228669634,3.4698389,,,,,,,,,,,103466.8,0,0,89237.27,32063.846,217493.1,
273,155.08148975829695,0.6288603,,,,25,,,,,,,257631.64,1361770.4,1650280.8,405532.25,1133691.9,2371496.2,
32,156.0767443518827,0.33222768,,,,,,,,,,,150894.22,47680.918,53355.43,77582.055,233548.67,2093479.1,
412,157.04704205885827,0.76440066,,,,,,,,,,,274866.1,2691319.8,195533.28,2976306.0,174031.28,24020.047,
324,157.0470541284071,0.675344,,,,,,,,,,,776149.0,531768.06,3141127.2,863067.9,119447.87,218523.52,
707,157.04956477703402,1.662427,,,,,,,,,,,27659.0,30304.4,4166.877,559584.2,298452.3,2029854.5,
224,158.0811414891831,0.49844956,,,,,,,,,,,5223691.0,5296931.0,6358296.5,8365119.0,7367305.0,3498021.0,
912,158.08115401305648,2.160162,,,,,,,,,,,1154264.1,2670762.0,4675272.0,1632809.2,1982165.4,6221414.5,
1118,158.1175138451678,2.3021243,,,,29,,,,,,,514780.12,260726.92,532737.2,262797.1,926289.56,1119783.5,
3434,158.1539265647698,4.9438405,,,,306,,,,,,,554167.25,791358.25,648473.75,478324.4,485143.75,417401.9,
458,158.6333595648087,0.89085793,,,,,,,,,,,7300.95,178328.11,52456.45,72930.88,20273.555,1439577.1,
7,159.96916831239565,0.03267925,,,,2,,,,,,,1343091.8,1320848.4,949844.0,1163855.5,1135991.0,1194308.4,
646,160.06042365961866,1.4150213,,,,190,22,[M+NH4]+,,3,649;653;646,142.02661,4638051.5,6961614.5,1.2610244E7,9185450.0,8081034.5,1.4989462E7,
793,160.0968086500542,2.024357,,,,71,25,[M+H]+,,2,788;793,159.08946,8591727.0,630692.9,2228387.5,3639058.2,1.1999727E7,2.2868074E7,
1855,160.13319127328302,2.8196719,,,,,,,,,,,59253.508,234182.33,203142.5,574804.7,124679.04,382078.16,
2312,162.05488299580202,3.345852,,,,,,,,,,,14627.673,684068.94,679082.25,8217.771,21039.463,319562.53,
1334,162.05492442314628,2.4530475,,,,47,,,,,,,620785.1,328261.75,145333.4,542400.1,718607.06,800011.8,
623,162.07608109364085,1.3401694,,,,194,21,[M+H]+,,2,623;622,161.06881,7060000.0,4880685.5,5831542.5,1.170247E7,1.1330994E7,2.5701404E7,
297,162.0760888757628,0.64188755,,,,25,,,,,,,6452678.5,445011.2,128103.59,5478249.5,7175044.5,390148.9,
82,162.11244116756558,0.38771415,,,,163,7,[M+H]+,,2,91;82,161.10508,1.2976071E7,8291285.0,1.0533162E7,1.5832235E7,2.0899386E7,2.0466216E7,
3821,163.11175093700766,5.3376055,,,,,,,,,,,0,199629.22,114369.26,14669.04,28936.754,283376.28,
152,164.0293604930224,0.40479875,,,,163,11,[M+Na]+,,2,173;152,141.04016,9048280.0,1.5436919E7,1.4265331E7,1.2732409E7,1.1562734E7,5025465.0,
2612,164.07057910455939,3.8083313,,,,,,,,,,,119533.54,154517.08,181995.94,171982.97,198216.36,312073.7,
2335,164.0705898077763,3.3714206,,,,17,,,,,,,1424568.9,1753537.1,2176228.8,1696794.1,1799918.8,5867994.5,
739,164.07059072488778,1.7739204,,,,30,,,,,,,754086.94,451384.75,699086.7,936415.1,746000.56,972659.25,
1864,164.0705907317528,2.8285801,,,,98,,,,,,,1693665.4,2328649.8,2894735.8,2086445.6,1964590.5,2601802.8,
2048,164.07059265974496,3.0094116,,,,12,,,,,,,1587224.2,1808701.5,2459248.5,2079408.4,1890833.9,2791862.5,
1185,164.07059318746366,2.3450842,,,,215,,,,,,,537353.9,573354.8,657135.6,701417.8,654516.44,913358.44,
1521,164.0705955615231,2.5687432,,,,224,,,,,,,2975942.0,2406629.0,3477596.0,4225821.0,4193765.0,9765284.0,
2454,164.10697169064744,3.5742366,,,,88,,,,,,,4043430.8,4999837.0,4661770.5,4034448.8,4701741.5,2484560.2,
8,164.94808346906527,0.03267922,,,,2,,,,,,,290048.72,344094.2,312150.0,387775.78,300882.1,397776.16,
537,165.01581501561665,1.091318,,,,,,,,,,,1992052.4,1101743.4,1559108.8,1249176.9,878563.75,1935909.5,
642,165.01581840207774,1.4083486,,,,,,,,,,,3405648.2,7898826.0,8594351.0,6180715.5,6239290.0,6878312.5,
634,165.05805744914176,1.3772774,,,,190,,,,,,,1847531.0,2033127.2,288863.56,2297521.0,2000533.6,1758177.9,
1522,165.0750816792216,2.546026,,,,,,,,,,,731087.6,1018130.75,699695.0,292721.4,324548.8,732689.06,
1196,165.0908954202486,2.3568592,,,,,,,,,,,48755.297,48583.38,36063.53,31175.107,72994.32,1395594.8,
1516,165.0909255798301,2.571272,,,,,,,,,,,7927.9746,466744.75,315740.12,22913.94,7636.714,23261.543,
2188,165.09092813859127,3.1679986,,,,,,,,,,,39588.258,577914.7,553849.7,99324.46,165645.75,354990.3,
2588,165.09094215266694,3.78288,,,,56,,,,,,,407978.88,213634.34,255293.66,175204.81,411512.72,387608.94,
2456,165.11029177208232,3.5733528,,,,88,,,,,,,407883.75,512267.38,476575.66,404842.1,479863.9,254519.98,
298,166.07229473106395,0.64680827,,,,25,,,,,,,1860695.8,2586924.5,3369041.8,1626239.6,2242300.0,2766412.0,
91,166.08365534526757,0.38852632,,,,163,7,[M-H2O+Na]+,,2,91;82,161.10508,1136519.8,894447.9,912763.7,1061094.8,997367.1,171334.75,
1146,166.08621504413918,2.3179615,,,,29,,,,,,,296076.56,498130.5,875047.8,452579.56,441247.72,683537.2,
