row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Anid-TJGIp11_3_Run252.mzML Peak area,2024_POS_Anid-EV-gpdA_CTRL_2_Run208.mzML Peak area,2024_POS_Anid-EV-gpdA_CTRL_1_Run188.mzML Peak area,2024_POS_Anid-TJGIp11_2_Run205.mzML Peak area,2024_POS_Anid-EV-gpdA_CTRL_3_Run238.mzML Peak area,2024_POS_Anid-TJGIp11_1_Run167.mzML Peak area,
6598,89.50667140353528,11.256943,,,,,,,,,,,1716170.1,920493.75,2989151.0,710975.06,3311232.8,872973.75,
16,90.97657187543184,0.32261562,,,,51,,,,,,,3963549.5,5563119.0,901246.8,2438459.0,1519935.9,1005447.4,
6514,90.97657894365734,10.275948,,,,68,,,,,,,1066044.4,573345.7,36760.266,958290.44,85697.36,719267.4,
525,95.0490561906774,2.3097293,,,,227,22,[M-H2O+H]+,,2,525;523,112.05237,1412610.1,2316544.2,67836.234,845190.9,887087.25,1375201.2,
4833,95.08544464988705,7.1778603,,,,,,,,,,,0,0,793943.1,19633.969,584756.0,25805.164,
378,97.02833801996762,1.6388954,,,,,,,,,,,2483482.0,530224.6,813838.8,590240.3,7603167.5,2297492.2,
6569,98.51194491508032,10.383137,,,,168,,,,,,,9437915.0,8751995.0,7633483.5,8781154.0,7894838.5,7471547.5,
183,99.04157578082469,0.50547016,,,,,,,,,,,32824.902,117777.22,77198.2,142516.45,1324511.1,75110.87,
6583,99.51214818287566,10.442168,,,,101,,,,,,,1431699.5,1420450.0,1217903.5,1373405.1,1198346.6,1411997.0,
862,100.07560097477314,2.7528582,,,,222,,,,,,,53373.254,245412.7,17781.877,12552.68,38361.707,61021.65,
408,100.07561152522635,2.027993,,,,127,,,,,,,1335720.4,2699433.0,5406457.0,6131513.0,6854615.0,8155903.5,
377,100.07561316809398,1.61586,,,,,,,,,,,4434806.0,7058642.0,2271358.5,3231855.5,2765325.0,3807519.0,
644,100.0757973540048,2.475151,,,,71,,,,,,,170545.22,460838.7,37298.82,139216.48,102645.26,179400.22,
332,101.05962608982098,1.2980298,,,,,,,,,,,845623.2,337220.5,47435.797,116390.65,517045.1,151857.67,
479,101.05963471763431,2.2167475,,,,,,,,,,,932893.2,249095.7,48013.164,187544.14,179571.4,216197.39,
773,102.05486416872793,2.622091,,,,42,,,,,,,876425.06,390065.8,443773.94,2123796.2,1181226.2,3311128.0,
867,102.05486612549034,2.7439044,,,,,,,,,,,108975.695,245330.17,240639.48,322318.3,194169.88,364946.66,
336,102.05487223209981,1.3389801,,,,351,,,,,,,2341383.5,1666193.8,3336788.2,6809026.5,7133923.5,8442226.0,
256,103.03888200020974,0.8172377,,,,,,,,,,,454333.12,523660.25,1403570.6,1170659.0,2969529.5,2794743.8,
81,104.10689536256915,0.38708887,,,,149,,,,,,,6545794.5,3314484.8,9508365.0,2.0675604E7,2.752413E7,1.7645512E7,
86,105.11026248260032,0.38950816,,,,,,,,,,,61931.71,19046.531,304649.2,1428550.5,291210.12,328610.38,
53,107.96672777565921,0.36997148,,,,149,2,[M+Na]+,,2,53;67,84.97755,3.0485716E7,3.1426672E7,2.0932114E7,3.112831E7,2.6391116E7,2.5136396E7,
1950,109.10109486535443,4.464952,,,,,,,,,,,15180.692,84977.6,57498.875,17683.705,123305.24,55268.08,
4824,109.10110318261404,7.179106,,,,,,,,,,,0,0,869765.3,12371.781,654409.9,22929.785,
5835,110.0199467892884,8.12213,,,,,,,,,,,2658960.5,6108507.5,163124.89,895646.5,856300.0,841361.0,
6572,110.01995924596024,10.3893175,,,,168,,,,,,,1.5893852E7,1.548573E7,1.4550127E7,1.5417412E7,1.5421225E7,7542850.5,
6580,111.02014616402414,10.435319,,,,101,,,,,,,8065517.5,8438327.0,8054979.5,8279037.0,8074060.0,7931695.5,
1128,111.04397931507174,3.2124138,,,,163,,,,,,,37395.65,16558.332,1219011.4,695591.94,1650734.8,293401.3,
6581,112.01785674324917,10.435319,,,,101,,,,,,,3116772.8,3223816.2,3108639.2,3193364.2,3130501.8,3135835.2,
390,113.02325442574346,1.8063885,,,,,,,,,,,761441.5,936008.7,3311053.5,3519742.2,4653680.0,6134619.5,
963,113.05746011513126,2.9198487,,,,,,,,,,,201300.0,334298.5,184015.05,132862.33,320257.0,177761.25,
769,113.05961758885611,2.555658,,,,,,,,,,,8186100.5,1.282069E7,2054936.2,5576238.5,5760699.0,9953519.0,
422,113.05963495677406,2.077061,,,,191,,,,,,,2314912.5,1632654.1,1274278.4,1308950.8,1885527.8,1494566.6,
1163,113.05964005338062,3.2389228,,,,,,,,,,,1373492.0,1760040.6,267834.47,731358.25,1055541.0,1839132.0,
526,113.05966617277659,2.310208,,,,227,22,[M+H]+,,2,526;523,112.05237,1.7030109E8,2.7074704E8,3.5816188E7,1.0008378E8,1.0048612E8,1.5026184E8,
961,113.0598282581023,2.8916137,,,,,,,,,,,2081511.2,1533490.6,289110.84,1078367.0,1224136.4,1944998.8,
6574,113.96360102606548,10.394364,,,,,,,,,,,444882.9,427582.44,600206.1,504280.53,381258.1,1413087.2,
2,113.96363522936458,0.0317591,,,,,,,,,,,217050.48,282866.66,275921.66,248509.05,247374.33,391709.2,
528,114.06299711094555,2.3121526,,,,,,,,,,,9148850.0,1.8051572E7,2025948.8,5573897.5,5618607.0,8440930.0,
653,114.09127431336437,2.4862044,,,,71,,,,,,,911581.1,782561.06,1172664.2,1139641.6,1430434.8,1739307.4,
110,115.03650371321284,0.39357933,,,,149,,,,,,,2.6949086E7,5.126824E7,1.3961194E8,6.749969E7,5.151586E7,1.2145067E8,
360,115.03892530564171,1.4522442,,,,,,,,,,,1093758.0,283455.75,696049.44,463141.72,815065.3,4686610.0,
520,115.07528107705036,2.300419,,,,227,,,,,,,1.149818E7,1.8243468E7,1324203.9,2381824.5,2426079.2,2679954.2,
1095,115.07529367514881,3.1414165,,,,,,,,,,,1402264.8,1433521.0,185147.89,363191.56,509705.06,524163.47,
104,116.03984790280386,0.39276242,,,,149,,,,,,,329621.12,1573620.1,4318433.5,2124132.5,1520031.5,3946199.2,
192,116.07052796142644,0.5268152,,,,,,,,,,,87516.84,42176.98,55625.195,4368648.5,2651549.5,5011041.0,
519,116.0785618899203,2.304148,,,,,,,,,,,845146.06,867101.0,40711.44,78306.8,77435.49,50695.12,
1250,118.06505329623685,3.3585598,,,,,,,,,,,146230.36,91887.81,183217.22,284593.62,383477.16,463074.53,
180,118.08618114118003,0.50961417,,,,,,,,,,,1.065437E7,8724610.0,3.4156664E7,1.6619611E7,4.37019E7,4.503615E7,
202,118.08618221922852,0.6281256,,,,,,,,,,,2.9124854E7,2.0851166E7,1.4460262E7,5.5469356E7,1.7639446E7,1.7897708E7,
7,118.94257516540317,0.034957457,,,,1,,,,,,,1762537.2,2363348.5,1879904.6,1896947.0,1691282.2,1628435.6,
906,120.04433801251115,2.8245919,,,,185,,,,,,,3384215.8,5064115.5,522652.88,895070.4,1076394.1,1365394.0,
338,120.06546907359608,1.3413318,,,,351,,,,,,,401817.28,113798.98,646145.4,1310773.1,1199824.5,1855954.4,
772,120.06547007673625,2.6212752,,,,42,,,,,,,4969709.5,1926857.1,2564371.0,1.3168613E7,6933353.0,2.0861396E7,
364,120.08072442157324,1.484085,,,,100,,,,,,,1975934.5,598401.0,2265659.0,2531764.5,3489037.8,3779649.0,
774,121.06882996867517,2.61948,,,,,,,,,,,196511.06,13078.998,93873.68,528725.2,288291.06,845180.2,
4805,121.10111231258452,7.1766047,,,,,,,,,,,0,0,1211826.8,41834.297,897731.9,48480.562,
197,123.05522495972359,0.6036818,,,,360,,,,,,,217414.06,189647.6,1050321.0,1305691.8,1549742.6,1572123.1,
67,123.9407162894841,0.37813428,,,,149,2,[M+K]+,,3,53;56;67,84.97755,2847741.2,2228686.0,2051069.0,2410697.8,2347063.8,1990479.0,
350,125.02329390771763,1.417185,,,,379,,,,,,,722955.6,709844.9,2253856.5,2687655.0,3283126.0,2942808.5,
507,127.03893885950674,2.2591808,,,,8,,,,,,,4070819.5,1725964.8,3267688.2,4243208.5,4606239.5,5919399.5,
900,127.07531016375007,2.8116932,,,,,,,,,,,279402.5,720099.4,25157.39,80423.09,97879.234,121895.05,
1148,127.07531770528779,3.2300403,,,,,,,,,,,189816.75,411933.03,29212.398,63769.348,63276.59,152286.84,
630,127.07532933035337,2.4909596,,,,,,,,,,,138086.66,336835.62,15090.855,28260.336,36889.58,81328.19,
1056,128.0705606013146,3.0712478,,,,,,,,,,,156900.23,237029.56,139014.31,149028.52,251001.02,186804.23,
437,128.07057034561225,2.1129951,,,,218,,,,,,,4884832.5,1.2635041E7,2374848.2,1350998.1,4309979.0,3600650.5,
281,128.07057201858376,0.928936,,,,,,,,,,,30735.02,20000.053,663279.9,497006.1,1042556.1,571440.3,
959,128.07060797207586,2.9172351,,,,106,,,,,,,155315.1,281789.06,97557.52,86051.68,155059.7,36108.383,
480,129.05458459176305,2.2240438,,,,200,,,,,,,1967973.8,749670.06,606669.7,580543.2,659883.8,831474.44,
1096,129.09096706000005,3.1394176,,,,,,,,,,,349213.6,479645.5,94617.41,163219.03,255613.16,326796.72,
217,130.04983164245562,0.7223957,,,,,,,,,,,3290274.8,1068918.8,795735.2,1889581.0,1278965.4,1850607.8,
580,130.04985225560716,2.385471,,,,10,,,,,,,5055996.0,2282184.5,773129.94,4380979.0,2977390.5,5820092.0,
376,130.0862353559144,1.5877136,,,,,,,,,,,1754400.8,2087459.2,884460.8,993488.7,1074085.5,1005103.94,
840,130.15900495188342,2.7152784,,,,,,,,,,,584832.56,530346.9,534681.44,456816.34,455496.75,431765.66,
239,131.07022757922388,0.8013792,,,,,,,,,,,1330552.1,310682.62,96614.016,357288.56,327010.78,1011381.44,
354,131.07024228904484,1.4247481,,,,,,,,,,,64431.73,198941.6,562023.7,2706286.5,3162665.8,1861351.2,
552,131.07025374474145,2.3520815,,,,266,,,,,,,1573433.8,2479701.2,464745.5,909337.06,901283.25,1048708.8,
976,131.08137032799175,2.9210837,,,,106,,,,,,,605307.2,866072.7,346166.84,270961.7,694246.44,463936.5,
714,131.08142692922456,2.566122,,,,23,,,,,,,649654.4,986850.25,203700.19,298623.28,597611.3,547238.9,
6582,131.53347124781655,10.43101,,,,101,,,,,,,1118180.0,1269246.8,1395534.8,1205170.8,1269602.4,642643.06,
241,132.10187685383167,0.7826635,,,,194,,,,,,,1.6053593E7,5952317.5,2.883904E7,3.0299526E7,3.7393244E7,3.1285168E7,
4653,134.0447577761814,6.981072,,,,78,,,,,,,679409.94,972730.25,911304.25,1031743.7,863028.06,1162018.0,
523,135.04160445697323,2.3053718,,,,227,22,[M+Na]+,,3,525;526;523,112.05237,2380149.0,3884266.0,791193.7,1871146.6,1810119.9,2702116.2,
4829,135.1167877300217,7.1767435,,,,,,,,,,,0,0,409106.8,0,219579.9,0,
12,136.95316336035364,0.20185809,,,,,,,,,,,102531.875,46657.98,90160.54,112096.555,85321.85,137864.33,
10,136.95318459654573,0.037407592,,,,1,,,,,,,959961.8,1126300.8,918062.25,1056068.9,955013.0,1118259.5,
908,138.05494148306215,2.8256445,,,,185,,,,,,,3818446.0,5781314.5,653510.9,1086502.5,1326624.1,1435433.5,
1064,138.054943853583,3.059998,,,,,,,,,,,126087.85,239393.77,0,22790.023,40505.63,52879.67,
254,139.1190476887775,0.8171943,,,,194,,,,,,,5933827.5,4880526.0,5022730.5,6166455.0,5828447.5,5018666.0,
537,139.12297390414156,2.3312092,,,,,,,,,,,34001.465,4333.92,0,24714.195,31247.797,1058040.1,
69,140.0681724537154,0.3813649,,,,149,,,,,,,2.4638426E7,3.2377058E7,2.2906802E7,2.2427732E7,2.2909986E7,2.8009484E7,
6531,140.06818936050772,10.2900915,,,,,,,,,,,66936.73,39218.145,0,90574.125,0,99544.17,
591,140.1433616102312,2.3999434,,,,198,,,,,,,522576.8,599865.1,648349.1,552562.44,560655.8,565325.44,
169,141.04688901045265,0.4770024,,,,,,,,,,,1185617.2,1421526.6,328107.06,593447.0,682137.0,891048.8,
1010,141.0545980110991,2.9685457,,,,41,,,,,,,73511.77,259221.42,331145.56,462175.2,364374.78,657191.75,
688,141.05461852970407,2.5254166,,,,39,,,,,,,9596974.0,1.4061743E7,8416825.0,7550952.0,9975496.0,9788208.0,
66,141.07150912333495,0.37485683,,,,149,,,,,,,1216961.9,1600710.1,223405.23,804959.5,784968.7,1426448.6,
6566,141.95856515298212,10.379331,,,,168,,,,,,,1078413.1,1007401.44,679366.2,1056685.5,789505.25,1074955.1,
4,141.95861653183448,0.033342976,,,,1,,,,,,,2029758.5,2397498.2,2454903.5,2214141.0,2038558.2,2869043.0,
173,143.0313914803795,0.48114026,,,,149,,,,,,,2694239.5,81923.42,1845782.9,130043.56,1918170.0,4083866.5,
349,143.03398995062005,1.4128081,,,,379,,,,,,,690852.6,592153.25,809254.25,2280348.2,2800399.2,1965149.2,
308,144.06553602104302,1.0416933,,,,,,,,,,,331635.34,191269.97,87891.18,628062.44,986103.94,3216248.8,
89,144.10188218324325,0.38952747,,,,,,,,,,,3511091.8,1646301.1,2427039.0,311689.75,4063010.8,1345861.9,
6225,144.98215214085,8.684909,,,,353,,,,,,,3983279.0,5910896.0,4573683.5,1.0244808E7,3792765.5,1.0275727E7,
6301,144.9821538720956,8.9836,,,,,,,,,,,988492.2,1946613.8,1198025.5,1768672.4,753652.56,1598412.9,
6147,144.98215511310096,8.520045,,,,317,,,,,,,3530635.5,5635745.0,968227.7,5564976.5,2516311.0,5140099.0,
6330,144.98215543369187,9.222028,,,,,,,,,,,2179808.5,2687903.8,952178.1,1451035.4,688130.6,1655489.5,
6484,144.98216177398774,10.161629,,,,331,,,,,,,1.3832577E7,3.9549224E7,1.0761427E7,2.0219314E7,9051796.0,1.8731652E7,
6381,144.9821632683626,9.565062,,,,383,,,,,,,1.1782144E7,6139312.0,9163852.0,1.5805251E7,7770493.0,1.2781025E7,
99,145.04694871893813,0.39114717,,,,149,,,,,,,517125.25,1024875.94,5939069.0,799617.06,588734.44,4357587.5,
901,145.08592411749333,2.809988,,,,,,,,,,,91738.15,281945.9,0,8931.81,19736.586,34070.473,
1149,145.08592573273913,3.2299988,,,,,,,,,,,135697.48,333053.16,11808.713,55698.082,83810.99,136672.47,
631,145.08593775851776,2.4629762,,,,,,,,,,,228910.0,1015551.8,7410.457,92987.734,71025.945,201572.02,
588,146.06003755059362,2.3955011,,,,198,,,,,,,1181135.0,876203.9,815438.1,1317083.2,1440885.5,1521694.4,
272,146.08115537320677,0.89114064,,,,132,9,[M+H]+,,2,272;270,145.07383,167496.83,114983.336,4470375.5,4203198.0,9696885.0,5478890.5,
93,146.11749472404884,0.39113548,,,,149,,,,,,,47738.277,29470.246,539086.1,834163.06,582458.4,510484.9,
259,146.11752077044125,0.79477024,,,,,,,,,,,3249.3574,0,188289.8,224248.81,37371.33,940372.5,
446,146.11754293332135,2.141926,,,,299,,,,,,,590529.25,778101.75,318388.8,473265.38,362571.7,538203.9,
609,146.1175493075087,2.4233775,,,,183,,,,,,,95562.09,146772.67,267081.0,136321.23,196386.1,208463.38,
23,146.16515519169266,0.32924762,,,,51,,,,,,,2961047.2,2431445.0,1914261.6,2686725.2,3250346.8,4359695.0,
164,146.16516611370454,0.4295576,,,,,,,,,,,1034950.44,1773465.6,1268212.1,1599419.6,684943.7,2873433.8,
6302,146.98032632425287,8.985055,,,,,,,,,,,450645.12,866875.3,560069.6,717742.75,436379.44,714435.44,
6485,146.98032668867424,10.161629,,,,331,,,,,,,1.1510047E7,1.7755222E7,4837535.0,9032032.0,4116249.5,8482044.0,
6382,146.9803267896967,9.560201,,,,383,,,,,,,1979285.4,2751300.0,4529027.0,7096274.5,3203774.8,5678324.5,
6150,146.98033175421065,8.522925,,,,317,,,,,,,1612152.0,2534082.2,483332.88,2477398.2,1167092.9,2304255.8,
6226,146.9803347207199,8.684909,,,,353,,,,,,,1768764.1,2677898.5,2071754.5,4607663.0,1665976.5,4624765.0,
25,147.16846697038827,0.32917705,,,,,,,,,,,183140.94,160550.16,130219.92,177966.25,237682.19,313865.9,
573,148.06042660799056,2.385471,,,,10,,,,,,,1995686.2,875632.44,266807.94,1685877.5,1131704.5,2214010.2,
358,149.09206724110751,1.4793941,,,,,,,,,,,390503.88,509187.22,53153.113,183575.88,431018.12,1979040.1,
4825,149.1324747620827,7.1791286,,,,,,,,,,,0,0,1174635.0,27424.941,858938.44,43454.023,
810,151.0753573955964,2.6888788,,,,,,,,,,,196177.95,457970.72,209602.98,87695.14,324774.2,309177.6,
113,152.0317417835418,0.3960404,,,,149,,,,,,,524072.2,172450.03,10680.6045,283970.56,218076.38,251050.2,
214,152.03177501933268,0.7138819,,,,337,,,,,,,4892829.5,2105699.8,307290.56,2698666.0,2151714.2,2643199.0,
200,154.04735572878695,0.6401439,,,,,,,,,,,89293.984,29592.832,1576147.0,1701472.5,2848195.5,2695157.2,
6567,154.9902220562812,10.379925,,,,168,,,,,,,2700434.5,2595680.5,2378372.5,2536134.8,2479838.2,2564338.8,
6597,154.99022304155838,11.148773,,,,,,,,,,,195119.97,243016.19,832149.5,190400.5,802203.6,190192.62,
395,155.03399229406963,1.893508,,,,,,,,,,,3793321.2,278948.16,579973.2,3320736.0,830363.1,3901805.8,
1001,155.07027179087893,2.9522536,,,,86,,,,,,,4059.9175,3889.2068,373562.4,506016.72,265250.38,728009.3,
1051,155.07028418115678,3.0683632,,,,43,,,,,,,8072775.5,2.383446E7,6750078.0,2896235.0,7582468.5,4412838.0,
1053,156.07357028586662,3.069461,,,,,,,,,,,685435.9,2132396.8,578823.2,246811.16,655744.4,379296.47,
250,157.04705665930172,0.8062365,,,,194,,,,,,,1853083.0,2136563.0,2394340.2,2628548.2,4532519.5,3878299.8,
141,157.047123932191,0.4026518,,,,149,,,,,,,570503.9,490027.12,1066750.2,971567.7,1125116.8,1221382.4,
310,157.0971537577516,1.1093152,,,,,,,,,,,4346283.0,2967077.5,327726.72,454788.1,547145.1,669204.06,
2332,158.15393380429603,4.948158,,,,9,,,,,,,467113.88,466827.06,486800.03,414917.75,440194.66,444962.75,
266,158.63334066380372,0.87246525,,,,132,,,,,,,176789.02,0,2157581.0,2838292.8,3508379.8,2657211.0,
6516,158.9640545763531,10.276023,,,,68,,,,,,,186652.73,96199.086,0,156652.6,0,140916.2,
17,158.96406117317562,0.32261562,,,,51,,,,,,,765855.9,527965.56,353933.2,405268.5,626413.1,794261.44,
125,159.06275052908404,0.3952266,,,,149,,,,,,,417466.16,565254.9,884482.7,668967.44,1120776.0,1083592.1,
8,159.96916504477974,0.035793107,,,,1,,,,,,,1131702.8,1157056.8,1157836.1,1072749.8,1064348.8,1577143.6,
407,160.09680638784678,2.0278656,,,,127,13,[M+H]+,,3,407;405;406,159.08948,2517086.0,2496648.2,5436547.0,6117769.5,6967732.5,7002242.5,
339,162.07607751596055,1.3457495,,,,351,10,[M+H]+,,2,339;334,161.0688,4755825.0,3057755.0,7979229.5,1.7648736E7,1.9195174E7,2.3052868E7,
88,162.11242128267403,0.38952968,,,,149,4,[M+H]+,,2,103;88,161.10514,4047420.0,3744126.5,2194253.8,2705748.0,3907469.0,3050870.5,
1937,163.0389451601849,4.4434776,,,,,,,,,,,5274.5366,54995.445,53466.79,5715.5405,130980.28,69267.88,
2021,163.03896455512978,4.582518,,,,,,,,,,,43049.984,159946.89,140653.48,49002.152,391151.5,204237.39,
1786,163.11172240619837,4.1373725,,,,,,,,,,,85086.51,367884.66,81800.09,71213.45,141315.9,123323.34,
1248,164.07059811997485,3.358677,,,,83,,,,,,,773380.8,500231.16,967881.0,1463210.0,1981693.5,2219924.5,
1399,164.1069652941406,3.5759401,,,,211,,,,,,,382268.1,1005429.3,950277.8,685904.2,221519.89,1412013.2,
9,164.94807868740938,0.036577564,,,,1,,,,,,,344545.1,400885.47,284375.72,373255.12,340251.47,352808.06,
353,165.0158241816162,1.4173123,,,,,,,,,,,463645.53,434138.2,456879.56,772960.25,1669423.8,2041452.0,
291,165.01585070677675,0.9868824,,,,,,,,,,,11210.257,0,443713.34,415390.47,798916.7,30256.637,
922,165.0545747948341,2.8429472,,,,358,,,,,,,85995.22,8811.442,270879.53,337578.72,247923.75,900662.5,
809,165.05460502741087,2.6288822,,,,,,,,,,,533300.75,26568.793,516337.22,337074.53,440459.94,470312.38,
1265,165.0546036118678,3.376088,,,,165,,,,,,,344809.94,88143.664,716128.9,659999.94,533901.44,1768668.2,
204,165.05461205283532,0.6769522,,,,147,7,[M+H]+,,2,204;206,164.04731,120329.79,3047.8384,178329.11,208765.77,329949.3,238271.36,
611,165.05462740953686,2.4261057,,,,271,,,,,,,62557.758,4841.3335,159953.08,242967.48,152411.25,341412.03,
329,165.05801364045422,1.2834812,,,,,,,,,,,3888274.2,3519024.5,2609373.5,1359306.8,5213725.5,1122045.0,
345,165.0580140416404,1.3448877,,,,,,,,,,,1874340.0,293414.94,5814488.0,5066371.5,1254000.9,3163314.8,
1584,165.09091128799008,3.7872713,,,,,,,,,,,68275.875,42727.03,94083.37,126550.85,105494.52,184968.9,
1302,165.09094702341864,3.4450197,,,,,,,,,,,61829.785,14440.129,132403.92,130431.66,209551.23,202110.92,
1102,165.09097226005053,3.1750853,,,,302,,,,,,,19098.887,76939.41,549869.44,378423.1,634394.1,609684.5,
36,165.92540091567733,0.34390417,,,,149,,,,,,,1330464.0,147566.66,418644.4,1806581.9,445057.47,404685.7,
103,166.08378783794683,0.3919703,,,,149,4,[M-H2O+Na]+,,2,88;103,161.10514,6092979.0,9430054.0,3489369.5,2168753.0,3587521.0,2692652.8,
365,166.08623511682012,1.4900125,,,,100,,,,,,,1.2943523E7,6907710.5,1.4282428E7,1.664839E7,2.1230296E7,2.2240938E7,
15,167.03144771937642,0.3268069,,,,,,,,,,,3045907.0,232722.23,233098.25,201777.67,2651415.2,120942.34,
371,167.08950247042773,1.4854409,,,,,,,,,,,431819.88,257793.25,752769.7,656548.2,2016016.9,1038683.94,
270,168.06300592681836,0.88970655,,,,132,9,[M+Na]+,,2,272;270,145.07383,2067182.1,1212608.9,2.3079084E7,1.7649236E7,3.4610436E7,1.9832542E7,
1424,169.08586523395948,3.5926313,,,,,,,,,,,417679.4,487522.16,284812.28,252511.89,360182.7,292529.5,
808,169.08587918403722,2.6672466,,,,,,,,,,,921094.56,1525025.1,482800.2,333935.9,939080.7,618958.9,
1006,169.08588447118396,2.9978397,,,,,,,,,,,299389.53,239679.17,369528.7,543569.75,637524.75,803445.44,
1072,169.0858867048211,3.0447185,,,,,,,,,,,1065987.6,518847.4,409914.2,574505.44,461112.8,571327.94,
1132,169.08588951962605,3.184188,,,,,,,,,,,390305.34,919463.4,370149.16,358969.5,163215.28,377782.3,
83,170.07850321427048,0.38832316,,,,,,,,,,,154892.64,0,162873.33,739175.06,372434.28,757276.56,
435,170.0811503165676,2.1103961,,,,218,,,,,,,640232.1,1883869.1,404268.9,357731.22,708102.7,470435.53,
203,170.08123786406279,0.65034705,,,,,,,,,,,2980643.5,5161704.0,3019137.2,1933636.9,3526308.0,2996479.0,
147,171.06268318551585,0.40502003,,,,,,,,,,,1338422.1,2335732.5,350928.75,1650629.0,1582270.8,1723173.1,
235,171.0627030675063,0.7755942,,,,255,8,[M+H]+,,2,236;235,170.05543,2.2526786E7,1.8578468E7,9781979.0,1.2883327E7,1.3045545E7,1.5547696E7,
1642,171.1491223671753,3.8855608,,,,,,,,,,,499177.2,347448.4,476050.7,400981.78,486099.53,493920.9,
2315,172.16950489818407,4.9392233,,,,,,,,,,,116374.72,311640.62,266734.47,148648.98,432553.4,261237.72,
162,173.04205002271397,0.4091382,,,,,,,,,,,2141904.5,63924.586,153656.44,239680.36,320463.8,3410426.5,
134,173.07829325094522,0.40012205,,,,149,,,,,,,1000584.8,1098431.4,1603102.1,1549952.8,2087550.9,522105.75,
295,173.0919942716948,0.9684008,,,,350,,,,,,,6460862.5,4870497.0,1312650.8,1240151.6,5183724.5,2128900.2,
964,173.09201870210975,2.9190333,,,,106,,,,,,,3294570.0,4356888.5,1889505.9,1617802.8,3540755.5,2582720.8,
725,173.09202344064784,2.570543,,,,23,,,,,,,3901437.8,5496960.0,1275678.5,1757502.6,3505043.5,3021653.0,
397,173.1284098934424,1.9042183,,,,280,12,[M+H]+,,2,397;400,172.12113,2580333.5,2792416.2,8679601.0,5951884.5,9245981.0,7343072.0,
72,173.14650742484045,0.38788942,,,,,,,,,,,37258.633,22023.582,88839.13,262192.78,675324.8,201473.06,
92,174.01365996705024,0.3935974,,,,,,,,,,,380647.47,157556.69,15519.259,44989.29,80102.68,194048.58,
213,174.0136841094907,0.7097694,,,,,,,,,,,971135.1,164069.47,4240.405,200355.12,81426.41,246238.84,
492,174.05830523522414,2.2444134,,,,,,,,,,,7206.6,21149.016,484488.75,216017.05,407936.38,271731.34,
863,174.1124713632379,2.7530954,,,,,,,,,,,119593.6,654477.75,38016.035,45784.715,54405.598,65557.19,
131,175.05757644423525,0.39929447,,,,149,,,,,,,7694411.5,1.3010074E7,1.3208434E7,4350662.0,5520039.5,1.0560383E7,
71,175.11876536646355,0.40501696,,,,,,,,,,,19485.684,0,174698.8,1273677.6,67042.74,260702.48,
106,175.9541648417314,0.39278772,,,,149,,,,,,,2277654.2,3024309.0,788943.9,1549225.9,925255.25,1637310.2,
1378,176.07056014059916,3.5332823,,,,,,,,,,,247276.08,316559.1,252621.9,231386.17,321771.53,441531.6,
366,176.11342944827229,1.4900125,,,,100,,,,,,,4892502.5,4799968.0,4598330.0,4786006.0,4498619.0,4489721.5,
1050,177.05209698538917,3.0670967,,,,,,,,,,,59986.418,343035.2,128353.67,32773.98,125692.14,78329.164,
94,177.13459936961578,0.39038527,,,,,,,,,,,0,0,0,0,1274210.5,2583968.8,
