row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML Peak area,POS_TJGIp2_3_Run191.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML Peak area,POS_TJGIp2_1_Run52.mzML Peak area,POS_TJGIp2_2_Run120.mzML Peak area,
237,86.09642467410731,0.73456067,,,,219,,,,,,,5.183108E7,5.4949988E7,6.1630964E7,4.834331E7,5.6607092E7,6.461786E7,
544,86.09644419417009,2.7134113,,,,,,,,,,,601177.3,500674.3,617945.9,671661.3,121018.05,57272.03,
928,86.09644741484561,3.6904318,,,,28,,,,,,,416075.75,846832.6,635512.1,668935.6,589706.1,719998.56,
681,86.09646709020005,2.913149,,,,254,,,,,,,990992.1,1149587.1,1606086.4,1005500.56,1545975.5,1321338.9,
232,90.05495263642005,0.7210191,,,,,,,,,,,1074598.4,1041953.3,113940.11,995543.9,246091.11,1207828.1,
4384,90.525794633626,10.571011,,,,155,,,,,,,4.177711E7,3.2904928E7,3.6241772E7,3.984241E7,3.1388754E7,4.3099828E7,
4369,94.0449815239059,10.510064,,,,47,,,,,,,4316760.0,3276854.5,4436935.0,3930966.8,3606013.0,4200882.5,
936,95.0855489402656,3.6937768,,,,,,,,,,,416866.44,453466.75,391779.3,377383.44,412389.22,488467.47,
3413,97.10107974764594,7.955452,,,,143,,,,,,,486480.1,74157.17,72691.57,227788.81,168845.22,42717.297,
870,97.1012275419743,3.4507864,,,,54,,,,,,,173112.84,317458.0,404161.75,223996.44,339310.6,428871.2,
4383,97.99124311838223,10.570415,,,,155,,,,,,,8939918.0,6210436.5,8667846.0,6529427.0,7105189.5,8109085.5,
4352,98.51189777717126,10.441018,,,,193,,,,,,,1265191.0,373287.5,1276898.1,1080616.4,396968.7,474679.16,
4420,98.51197029919564,10.946568,,,,,,,,,,,451018.0,5781423.0,808819.1,764360.5,6135237.0,1104135.8,
4429,98.5119802321654,11.24038,,,,,,,,,,,724628.2,1086129.9,898552.8,4543088.0,969961.25,921137.6,
1194,99.04403648627776,4.6781063,,,,22,,,,,,,91002.81,110983.55,98379.57,105407.36,91947.05,93288.766,
253,99.04405786674586,0.8832151,,,,,,,,,,,490162.0,200088.34,628291.75,302846.22,115815.086,92110.54,
308,99.04406863561825,1.0540612,,,,,,,,,,,1399930.4,1627383.8,1948082.2,1286587.1,2322983.0,1645892.0,
4363,99.51211766278489,10.482594,,,,55,,,,,,,2969222.5,2227625.5,2678301.5,2667248.0,2262614.5,2654245.0,
4386,99.53103032436456,10.574616,,,,155,,,,,,,3672297.0,3984445.5,3457875.0,2585951.8,3557011.8,3834735.8,
224,100.07565864148269,0.68941516,,,,,,,,,,,306944.22,522182.22,243898.86,527246.5,295562.9,168029.6,
368,100.07571012556669,1.9417952,,,,178,,,,,,,8346884.0,2.1089556E7,2.42121E7,1.8392856E7,1.2090426E7,1.7238862E7,
334,100.07571290084722,1.38882,,,,,,,,,,,6559229.5,4772066.5,5045437.5,3920505.2,9210932.0,4122260.2,
399,100.07571323760122,2.1474104,,,,,,,,,,,705688.44,1429519.4,2763296.2,1976737.5,1804837.2,2196550.0,
4282,100.1119584512582,10.194333,,,,,,,,,,,734495.6,686730.25,554182.1,793573.6,667923.8,722066.9,
754,100.11208152988932,3.1291058,,,,64,,,,,,,577183.25,1088289.5,1319109.1,1112742.9,1371117.9,1166580.0,
166,101.02329381956149,0.53526133,,,,,,,,,,,632851.5,327383.84,2651505.2,270048.12,214302.56,250070.47,
216,101.02330405273683,0.63985854,,,,192,,,,,,,4446875.0,3217330.0,3601612.5,2802695.0,4246206.0,1831079.5,
4261,101.07087333681532,10.143092,,,,,,,,,,,2.3440798E7,6569544.0,2.4844078E7,6096697.5,3.8228532E7,2.9385224E7,
3920,101.07092767405338,8.575191,,,,,,,,,,,1.2885926E7,1.1307881E7,7837545.5,4919679.0,1.4462604E7,1.1458019E7,
4379,102.03374679544179,10.559585,,,,155,,,,,,,7.819397E7,6.1029532E7,7.52034E7,6.813773E7,5.7827124E7,7.415322E7,
1531,102.05487530448403,5.567903,,,,284,,,,,,,302521.47,301560.4,280831.06,279945.94,434252.5,584200.56,
53,102.05490831331711,0.3699125,,,,26,8,[M+H]+,,2,75;53,101.04763,2.5556164E7,1.6857382E7,2.3828128E7,1.8934334E7,1.8673274E7,2.4424754E7,
4376,102.53532504891001,10.55683,,,,155,,,,,,,6830643.0,5303837.5,6496119.0,5902010.5,5019249.5,6401601.0,
812,103.07535341343583,3.2678392,,,,,,,,,,,181200.33,29449.066,13197.831,19063.535,11192.363,156813.8,
737,103.07535382497467,3.08959,,,,,,,,,,,489334.0,143400.95,34427.74,115452.72,108991.7,84926.16,
4377,104.03009994584205,10.558794,,,,155,,,,,,,2038505.6,1564074.5,1917518.1,1741467.0,1706687.1,1880686.9,
64,104.07051544752763,0.3735913,,,,26,,,,,,,1270072.5,763971.6,1404402.5,862984.9,963660.0,956760.0,
35,104.10689923909324,0.35592023,,,,26,,,,,,,4.185594E7,4.50743E7,4.5358996E7,3.5325156E7,4.95956E7,5.257409E7,
6,104.10692409984962,0.13526522,,,,,,,,,,,451994.1,592893.94,463388.34,57193.57,381723.75,365650.28,
8,104.10692474136124,0.19633354,,,,,,,,,,,208787.97,530935.8,634699.25,57193.57,499499.88,365650.28,
215,104.10693088466064,0.6607264,,,,,,,,,,,508082.0,762422.94,893201.75,186444.94,1894645.2,324950.38,
317,104.10696035518744,1.0886731,,,,,,,,,,,307453.5,482893.34,298181.5,35673.48,745310.8,396292.3,
290,104.106980500326,0.97098154,,,,,,,,,,,294305.72,176639.7,308687.06,14391.911,483715.5,396292.3,
1106,105.06983767400384,4.3363957,,,,75,,,,,,,150730.8,197651.58,195557.36,153814.44,189942.1,280920.47,
1313,105.06984464482794,5.0778685,,,,70,,,,,,,342348.47,489492.66,708555.6,398587.6,404755.03,547280.25,
875,105.06989673008565,3.4507916,,,,54,,,,,,,854574.4,1119185.5,915123.94,1161497.5,865567.3,631178.8,
957,109.10119564379909,3.7535832,,,,29,,,,,,,1353210.9,1457991.2,2254936.2,1404874.6,1743899.2,2500383.2,
762,109.10120755697356,3.1393979,,,,64,,,,,,,429901.2,767300.8,610526.1,581646.9,625641.06,832559.75,
4353,110.0198908539587,10.449009,,,,193,,,,,,,2793007.8,1070794.8,2902797.8,2826026.5,1152209.4,1818018.4,
188,110.05998854758225,0.5612969,,,,,,,,,,,801855.1,377577.2,505113.28,377472.25,329359.1,346216.4,
31,110.07116107091475,0.34929845,,,,,,,,,,,722015.6,404216.1,147654.78,105142.31,139256.38,541228.6,
4361,111.02007747305765,10.479304,,,,55,,,,,,,2.1940238E7,1.9258722E7,2.0508088E7,2.065902E7,1.9733618E7,2.0250496E7,
4381,111.03894819143382,10.568445,,,,155,,,,,,,6421570.5,6900193.0,8483699.0,5925968.5,5329640.0,8644469.0,
3419,111.1166781187082,7.958656,,,,,,,,,,,413998.34,55576.574,65557.57,186300.89,139491.05,30133.219,
4358,111.52168745542899,10.47774,,,,55,,,,,,,1855252.8,1561020.9,1631935.1,1672901.2,1602794.2,1683610.8,
4357,112.01773294193146,10.47754,,,,55,,,,,,,8544640.0,7461590.5,8017981.0,8014002.0,7698529.0,7959835.5,
67,112.05044057866496,0.3750604,,,,26,14,[M+Na]+,,2,95;67,89.0607,2148189.5,2789522.5,2337900.5,2474430.0,2692794.8,1981048.4,
242,112.05048210268718,0.7710819,,,,212,,,,,,,408858.44,285469.4,339702.72,265129.1,284225.97,340710.28,
152,113.0344638546224,0.42922664,,,,26,,,,,,,4725828.0,7691296.0,2745029.2,4940627.0,1.1380463E7,7056542.0,
170,113.03447152390864,0.489879,,,,,,,,,,,1.7142484E7,1.2575988E7,3.5934976E7,1.5859356E7,4301983.0,1.4686841E7,
244,113.0344977596368,0.76502436,,,,,,,,,,,236707.31,244618.19,714890.7,124717.516,178339.72,805515.3,
319,113.0345136839202,1.0990998,,,,,,,,,,,430676.28,83362.28,253331.22,85848.15,58935.81,179787.86,
294,113.03452253537175,0.9572859,,,,,,,,,,,886040.5,43459.03,277899.53,102544.89,150875.36,179787.86,
326,113.03452862365206,1.1487032,,,,,,,,,,,125071.16,26112.012,483017.66,85848.15,35667.97,415948.66,
349,113.03453005647599,1.5051657,,,,,,,,,,,392771.22,310066.53,803963.4,116102.5,42282.273,219269.39,
304,113.03453137550154,1.040971,,,,,,,,,,,256708.42,83362.28,84683.625,141300.73,128450.87,325559.75,
333,113.03454930752878,1.3714951,,,,,,,,,,,246040.95,10201.977,129398.54,69769.11,60126.695,170942.47,
415,113.0596925468718,2.221235,,,,,,,,,,,164390.31,940789.6,303471.03,444636.38,960393.4,416750.7,
3729,113.13229152954308,8.293267,,,,,,,,,,,325229.12,426578.0,237024.89,487290.94,183605.08,304694.62,
171,114.03784264864284,0.49369082,,,,,,,,,,,316283.62,136251.94,1649373.1,421794.88,127407.88,232787.1,
203,114.05491288888358,0.6223635,,,,192,,,,,,,1866316.4,1493829.1,1102366.1,525512.0,1600322.2,316734.6,
455,114.0913647536543,2.3900561,,,,277,,,,,,,1433721.8,1454825.8,1340989.2,1231664.6,1362144.4,1168207.1,
561,114.09136600910911,2.728181,,,,176,,,,,,,1707635.0,1785271.2,3177887.5,1766001.0,2437757.5,2598695.8,
603,114.091371957335,2.778694,,,,,,,,,,,1197728.6,1408683.6,4245853.5,1178632.2,1494059.0,468998.12,
1032,114.12771227267079,4.03159,,,,250,,,,,,,161655.81,226718.92,391468.5,184693.92,323121.53,278037.2,
977,114.12772774297167,3.8143559,,,,36,,,,,,,317961.47,465272.28,313820.38,437776.1,411931.12,408739.2,
576,114.12772949777617,2.7510602,,,,161,,,,,,,1089161.4,791369.56,1021713.3,516731.94,1427405.0,1351523.9,
167,115.03892817842474,0.4895394,,,,,,,,,,,387207.28,372795.03,1008576.75,213663.19,107313.11,43263.36,
360,115.0389494954192,1.8568667,,,,,,,,,,,275361.94,434794.34,1105724.0,303398.2,187952.81,107506.02,
71,116.07056915661184,0.37579688,,,,26,18,[M-H2O+Na]+,,2,71;115,111.09139,2660947.5,2400010.8,3328823.0,2866766.5,2221719.8,3084868.8,
439,116.07057902364886,2.3442802,,,,301,,,,,,,439523.56,884011.3,1356808.8,1034218.94,829189.8,772659.5,
789,116.07060613599664,3.2208202,,,,96,,,,,,,717304.44,825093.75,976915.94,925756.3,1055577.9,896333.9,
795,118.0651207048515,3.2426832,,,,245,,,,,,,691266.25,874554.1,1182011.9,1029167.7,987722.94,941566.06,
1588,118.08609080233525,5.67234,,,,57,,,,,,,3092550.8,3761914.8,5051982.0,3985147.5,4725418.5,8106886.0,
1956,118.08614551138872,6.162746,,,,,,,,,,,4186743.0,1033721.94,6956231.0,2601056.0,1520620.5,4023083.2,
1751,118.08614873078348,5.9578967,,,,,,,,,,,1354408.5,1594642.6,575577.1,1375148.4,1880613.0,1967000.9,
1889,118.0861494236964,6.0992374,,,,112,,,,,,,7005191.0,5114926.0,9250048.0,8571891.0,6334279.5,1.2774968E7,
57,118.08618320058777,0.3721149,,,,26,,,,,,,1.6967432E8,1.7306813E8,1.7403259E8,1.5824624E8,1.8682325E8,1.8507866E8,
263,118.08619513357444,0.8758041,,,,,,,,,,,204321.28,1683696.1,454511.0,1735462.8,1247320.4,3488365.2,
76,118.122402463448,0.37653193,,,,26,12,[M+NH4]+,,2,76;78,100.08903,1873156.9,1719410.2,2009285.4,1440358.0,1795983.6,1943710.1,
4268,118.12250078740101,10.169341,,,,,,,,,,,1524040.6,1977303.6,1800023.8,2007347.4,2068268.4,1915782.8,
1380,120.04429799089685,5.261989,,,,187,,,,,,,708887.8,815239.06,1230336.1,770996.6,1153625.8,1451541.6,
1050,120.04434299226396,4.113034,,,,231,,,,,,,208642.69,269584.25,521687.94,316929.06,407350.7,445435.53,
1024,120.04437407606464,4.000614,,,,,,,,,,,143491.66,124574.18,212322.58,145749.34,163732.02,179345.36,
722,120.0443963126798,3.0524414,,,,242,,,,,,,263959.0,258623.52,478561.88,266291.47,333917.12,354221.0,
563,120.04440456451026,2.729798,,,,171,,,,,,,2231262.0,2382958.5,4356049.0,2415151.8,3228046.2,3306537.0,
800,120.04441428232506,3.2505157,,,,245,,,,,,,619454.1,552560.1,778149.7,497534.2,653077.9,673189.94,
54,120.065382475307,0.3699125,,,,26,,,,,,,1.16139736E8,7.378356E7,1.0876952E8,8.382894E7,8.4483944E7,1.09691256E8,
1538,120.06542707315458,5.570603,,,,284,,,,,,,1597246.2,1426570.5,1345845.2,1276236.6,2050175.9,2712554.2,
189,120.06544411204538,0.5067109,,,,,,,,,,,6809049.5,2853082.8,5821448.5,5100019.0,4765354.0,2273845.8,
538,120.08074560778745,2.6608248,,,,,,,,,,,175864.22,172458.34,103981.25,311901.16,169653.67,202823.0,
985,120.08077364363253,3.858185,,,,100,,,,,,,215033.5,318523.22,357187.84,268231.1,339415.5,305782.2,
341,120.08077730759571,1.4146986,,,,83,,,,,,,5795210.5,1.1839449E7,9488858.0,1.4377567E7,5341555.0,7794821.5,
751,120.08078063854616,3.124932,,,,64,54,[M-2H2O+H]+,,2,751;745,155.09465,986970.4,1488796.4,1846464.4,1424732.1,1492902.1,1439760.6,
686,120.0807808571205,2.9783504,,,,201,,,,,,,755007.06,1208204.0,1302213.2,1310500.4,977647.75,997981.7,
494,120.0807827559659,2.549514,,,,,,,,,,,162046.72,245367.97,240402.94,313193.25,121198.29,193035.36,
895,120.08078800654299,3.484347,,,,186,,,,,,,222401.97,468712.4,480007.28,443200.56,435877.88,448789.72,
3725,121.02825028122199,8.290056,,,,91,,,,,,,346677.88,466705.9,260278.42,526657.75,435289.34,343108.4,
55,121.06867920252664,0.3699125,,,,26,,,,,,,5304451.5,3172997.2,5006854.0,3731538.0,3632918.5,4992304.0,
4,122.01913484529375,0.09877137,,,,,,,,,,,258058.44,541131.0,329687.16,233942.3,1083457.2,604022.8,
868,122.09641126956625,3.4491942,,,,,,,,,,,265978.9,346480.97,282529.5,374290.44,269725.3,181502.25,
4375,122.54692804206172,10.556071,,,,155,,,,,,,3658637.0,3468828.8,3664694.2,3475399.0,3850922.5,3674270.0,
192,123.0551861607409,0.5850107,,,,173,,,,,,,5222111.0,5007512.0,5994859.0,5598198.0,4478494.0,5509174.0,
581,123.09163444408283,2.7603264,,,,276,,,,,,,255227.36,205276.08,211825.33,196231.89,213047.3,208323.92,
1682,124.03920493484941,5.7912235,,,,67,,,,,,,1962267.1,1649916.6,2696385.8,1705791.4,1946118.5,2423369.2,
182,124.03924320370375,0.5354124,,,,37,,,,,,,4.5199704E7,3.9653628E7,5.2084052E7,3.71714E7,4.0791864E7,3.3542728E7,
288,124.0393093679999,0.953438,,,,,,,,,,,362130.53,34470.758,903068.06,64088.918,96934.46,125361.43,
305,124.0393156415289,1.0601012,,,,,,,,,,,231555.44,87135.59,34174.74,184108.16,74594.15,162273.53,
872,125.0961043588636,3.4499876,,,,54,,,,,,,658804.7,1017007.2,1423335.0,776843.6,1160249.2,1530018.4,
4390,125.98606632497167,10.584607,,,,155,,,,,,,2.1811758E7,1.4415961E7,2.0814688E7,1.773637E7,1.579852E7,1.926068E7,
78,127.05007701225755,0.37580308,,,,26,12,[M-H2O-H+2Na]+,,2,76;78,100.08903,502052.16,346750.9,321205.9,307529.44,319293.94,344378.06,
243,127.05016360139165,0.807574,,,,,,,,,,,4234308.0,2463358.0,4852208.0,2824005.5,3021541.8,3934077.2,
363,127.05018113934078,1.8975185,,,,109,,,,,,,431708.25,331223.0,431613.16,390432.6,343365.34,397197.34,
931,128.10694986738054,3.687969,,,,28,,,,,,,320871.1,555108.9,528124.75,380816.03,611844.1,447614.4,
642,128.10698765000853,2.9140472,,,,254,,,,,,,3535012.0,4100356.0,5579108.0,3527242.0,4962298.5,4516652.5,
162,129.05447905845236,0.42829785,,,,,,,,,,,1809062.6,144466.95,470464.66,54065.973,95500.586,1467606.9,
154,130.0497743892009,0.39063597,,,,26,,,,,,,5648569.5,3619424.5,8106437.5,2603208.0,4296183.5,4307735.5,
202,130.04986654272906,0.6090306,,,,173,,,,,,,7778172.0,8326274.0,3176680.2,7924838.5,4185952.2,9121660.0,
299,130.04989795209215,0.9756308,,,,,,,,,,,380008.53,76732.625,21059.82,149012.94,113497.49,141270.05,
97,130.08615591590953,0.37877667,,,,26,,,,,,,2196231.5,1659787.2,3023969.0,1962511.8,1876270.6,1478434.5,
527,130.15907207371023,2.6499486,,,,25,,,,,,,3103394.5,4536869.0,3638614.8,4149278.2,2893277.5,4881161.5,
158,132.06542803825752,0.45004073,,,,,,,,,,,508915.22,477204.44,1205217.1,313407.6,231473.16,160142.3,
207,132.06567081676312,0.6511838,,,,,,,,,,,1604646.5,503995.34,1290457.0,847146.0,170028.81,91707.17,
101,132.10178183662106,0.3931929,,,,,,,,,,,6438584.0,1.4617697E7,9725129.0,1.1406644E7,1.5217441E7,8972759.0,
2015,132.10182972663986,6.3057637,,,,,,,,,,,1488238.0,15692.21,2085792.2,161388.66,48294.582,219396.31,
1920,132.1018300949257,6.131706,,,,286,,,,,,,3135204.5,1127241.2,2821127.8,4480116.5,998123.0,8010553.0,
1833,132.10184206371432,6.0850334,,,,,,,,,,,1154828.1,4446868.0,628931.25,2893707.5,5814209.0,4057205.5,
238,132.10187413843786,0.7362318,,,,219,,,,,,,1.152755E8,1.265805E8,1.3812773E8,1.1637433E8,1.3186538E8,1.5482138E8,
932,132.10190684535772,3.687969,,,,28,,,,,,,1549200.0,2477781.8,2502817.2,1891549.0,2641499.2,2126480.8,
545,132.10190715227145,2.7212946,,,,,,,,,,,902079.25,1287601.0,891305.9,1287098.6,1335837.0,1683563.8,
691,132.1019106618943,2.9808295,,,,201,,,,,,,854186.94,892605.6,1239262.8,1904012.2,1043733.06,1053039.0,
637,132.10192088481963,2.9241297,,,,254,,,,,,,645111.8,702733.06,958470.7,1075513.1,849204.2,794023.4,
1011,133.10115240449338,3.9692748,,,,,,,,,,,490267.25,582592.5,526177.0,497307.72,559640.06,742688.4,
233,133.10512240593124,0.7337753,,,,,,,,,,,3116831.2,3831408.8,3813295.0,4854673.5,5393019.5,1.027674E7,
83,134.0809930509174,0.37801138,,,,26,18,[M+Na]+,,2,83;115,111.09139,1082833.0,733109.1,1306700.5,733513.56,891935.4,1182588.5,
142,136.06163618309742,0.38541517,,,,26,28,[M-H2O+NH4]+,,2,133;142,136.03839,1348334.8,1679241.4,2310293.0,1690896.9,1488194.6,1531817.1,
272,136.06172288002168,0.8883453,,,,45,31,[M-H2O+NH4]+,,2,272;266,136.03848,3631397.0,3946294.8,6580566.5,4002774.2,3741470.0,4268733.5,
327,136.06176868347458,1.165441,,,,,,,,,,,591912.4,45382.38,293637.44,84945.16,39065.1,104889.1,
323,136.06177004816436,1.1299683,,,,,,,,,,,114880.484,66796.836,440622.97,84945.16,60738.523,104889.1,
312,136.06179284949528,1.0203267,,,,,,,,,,,257841.55,499229.47,262160.97,309185.47,60738.523,242306.73,
332,136.06179974764117,1.3299996,,,,,,,,,,,36101.953,19028.621,413265.47,47094.363,59533.707,181310.78,
133,137.04568171728232,0.38321137,,,,26,22,[M-H+2Na]+,,2,133;82,92.0738,970493.7,1249048.1,1209751.4,1351168.0,1456406.1,1498226.5,
266,137.0457620619723,0.8753666,,,,45,31,[M+H]+,,2,272;266,136.03848,1892794.0,2305236.0,2166309.5,2209602.0,2364014.2,2666623.8,
373,137.04582251243286,1.973787,,,,,,,,,,,277375.7,285876.47,337197.44,293339.9,276608.1,337364.56,
937,137.0961148796259,3.6929722,,,,28,,,,,,,528063.56,668236.25,607537.94,549552.9,565212.7,633092.75,
666,137.0961357510366,2.9569855,,,,201,45,[M+H]+,,2,664;666,136.08884,14228.798,37105.6,39490.84,19931.777,51612.195,48262.273,
1381,138.0548672439779,5.263099,,,,187,,,,,,,272231.25,316977.78,500288.88,308239.16,449898.06,565978.3,
564,138.05496599205574,2.7313633,,,,176,,,,,,,675584.1,584896.94,1216236.8,673368.06,818281.75,876145.06,
462,138.05500404844238,2.40942,,,,277,,,,,,,673483.3,692011.7,849931.94,683682.8,701556.3,687149.06,
482,138.05500529785118,2.5002344,,,,154,,,,,,,326007.78,359227.16,422703.38,348052.1,305930.28,331373.7,
704,139.08658725001308,3.0163195,,,,223,52,[M-H2O+NH4]+,,2,704;708,139.06269,1014985.8,1495478.8,1208548.9,1279763.6,1990030.0,1534446.8,
4359,139.9876883477314,10.478479,,,,55,,,,,,,7772992.5,6489337.5,7023751.5,6975974.5,6669632.0,6940849.5,
181,140.068035891682,0.5382318,,,,,,,,,,,297718.97,572501.2,684266.75,279267.03,492780.22,215625.2,
28,140.06804150923531,0.3522463,,,,26,3,[M+Na]+,,3,32;28;26,117.07878,5254456.5,5081457.0,5600075.0,5529667.5,5047988.5,4441261.0,
220,140.06807817721548,0.6581688,,,,,,,,,,,345637.88,449981.0,241926.92,153044.86,466450.56,309713.28,
258,140.06814229885916,0.8738923,,,,,,,,,,,241202.25,205878.12,250127.9,894416.6,616379.2,302780.22,
298,140.06814801868276,1.0090531,,,,,,,,,,,491157.4,284664.7,221345.2,73711.65,161498.56,368758.78,
470,141.05464094911733,2.4571552,,,,,,,,,,,402706.4,463991.66,775913.4,341907.88,828824.1,814571.1,
4360,141.98315200999687,10.478564,,,,55,,,,,,,2970210.5,2440788.2,2648953.0,2649501.2,2497190.0,2598789.5,
41,142.0473606238562,0.36401948,,,,26,,,,,,,6759963.5,3294955.0,5574923.5,3750709.2,3356820.5,5274343.5,
570,142.0863007848112,2.7998755,,,,,,,,,,,190014.83,447355.53,401929.94,258431.39,301284.5,329907.3,
750,143.11793777006918,3.1274853,,,,,,,,,,,185453.58,312894.38,435368.34,324413.56,415841.22,377506.4,
155,144.06539452381617,0.38696623,,,,26,,,,,,,757026.7,665084.2,1625758.1,307757.5,842919.4,836095.2,
211,144.06544163687394,0.63878286,,,,192,,,,,,,1733760.0,1883548.2,645635.4,904533.2,1478860.5,2426156.0,
252,144.0654894502984,0.8290329,,,,,,,,,,,912396.1,755655.3,830147.7,717447.6,843847.25,689550.06,
354,144.06553870959667,1.5991429,,,,,,,,,,,733166.5,551338.94,639936.3,244534.56,711912.3,1126703.8,
93,144.1017795658654,0.37875378,,,,26,,,,,,,8090067.0,8516219.0,1.0874032E7,7230615.0,1.2422853E7,1.2510407E7,
194,144.1018220709275,0.5461554,,,,,,,,,,,440063.2,331617.0,227586.75,206018.4,478707.34,425936.97,
4219,144.9820277572751,9.8762865,,,,,,,,,,,792468.44,976735.3,830587.5,6162427.0,1453440.5,823475.25,
4006,144.98203386516252,8.773238,,,,,,,,,,,259822.14,752120.7,262749.3,409719.97,270033.25,345782.7,
4202,144.98205746668657,9.782986,,,,,,,,,,,689668.06,7602768.5,957179.94,1362499.6,6550983.5,6441242.5,
4113,144.98208925004948,9.164781,,,,,,,,,,,273645.1,741685.2,297129.9,320605.25,478207.22,435546.25,
3907,144.98211263374674,8.570685,,,,,,,,,,,324003.78,860982.0,470744.7,1566429.9,523525.88,1263634.9,
756,145.07603925724197,3.131718,,,,64,,,,,,,2853087.0,2965003.2,1682273.1,2597887.0,2417705.8,2691400.0,
456,145.0760806875318,2.3902264,,,,,,,,,,,222621.69,241133.89,332873.47,223794.03,284597.94,242943.39,
811,146.060060480401,3.2719986,,,,56,,,,,,,618419.06,507096.0,795256.5,751060.8,502178.5,624040.56,
442,146.06008273021993,2.3506434,,,,5,,,,,,,4426745.5,5429271.0,5842052.0,7267810.5,5452237.0,5208834.5,
77,146.11741710438,0.37653574,,,,26,19,[M+NH4]+,,2,115;77,128.08316,576218.6,533330.4,630334.4,450795.56,569793.7,435051.84,
441,146.11753869561133,2.3496864,,,,5,,,,,,,2272741.8,2343234.5,3213415.8,1928920.4,2837712.8,3214603.2,
495,147.05530341075942,2.5548737,,,,,,,,,,,759045.0,856532.0,997297.8,1244128.5,765072.2,915465.4,
958,147.06226216402982,3.7536285,,,,29,,,,,,,968673.25,732706.5,1206157.2,906270.0,913675.8,1332644.8,
443,147.06333835385013,2.351537,,,,5,,,,,,,379591.97,498898.53,518042.66,666864.2,490250.9,469040.94,
161,147.06504803811728,0.42590308,,,,,,,,,,,1972489.2,291243.56,332838.2,85029.96,337832.97,1588376.9,
1112,147.11674613267095,4.3383775,,,,75,,,,,,,868733.44,1108143.2,1038435.06,1004821.4,1112459.6,1627351.8,
721,148.0392846180858,3.0533364,,,,242,,,,,,,390773.12,373393.38,682582.5,380252.84,456376.22,506045.9,
98,148.0602687427204,0.3788027,,,,26,,,,,,,6125135.5,4895141.0,6908568.0,3664650.8,5545800.0,7204953.5,
4419,149.0231763707403,10.908245,,,,,,,,,,,98984.71,89540.37,39996.773,122237.68,40205.203,116448.37,
3734,149.0231826071795,8.29409,,,,91,,,,,,,1.3094679E7,1.7122788E7,9986850.0,1.9364516E7,1.6026256E7,1.2885504E7,
4021,149.02318366063372,8.817524,,,,,,,,,,,34463.797,385567.3,10472.959,95834.125,217271.02,27717.273,
2103,149.02332138758675,6.5535483,,,,41,,,,,,,4547540.0,3025996.0,1800877.0,2883946.2,2580408.0,1762269.9,
