row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML Peak area,POS_TJGIp1_3_Run179.mzML Peak area,POS_TJGIp1_1_Run49.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML Peak area,POS_TJGIp1_2_Run105.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML Peak area,
330,100.07570328699451,1.4159374,,,,,,,,,,,6559229.5,9360878.0,4155991.0,5166563.5,4179798.8,4238015.5,
361,100.07570424271863,1.9564654,,,,283,,,,,,,8346884.0,1.286724E7,1.7234532E7,2.1089556E7,2.0579714E7,1.8392856E7,
390,100.07571532771568,2.1497257,,,,,,,,,,,705688.44,2447577.8,1117994.6,1210118.0,1631110.1,1783320.2,
4153,100.11194589570526,10.203667,,,,,,,,,,,734495.6,730020.4,995921.0,686730.25,676243.9,793573.6,
733,100.1120835299634,3.1304913,,,,163,,,,,,,577183.25,813404.4,1077315.1,1088289.5,995155.6,1112742.9,
212,101.02331906956154,0.63961434,,,,75,,,,,,,4446875.0,5955271.0,3127420.2,3217330.0,2264208.5,2802695.0,
4127,101.07085341055155,10.146179,,,,,,,,,,,2.3440798E7,2.758283E7,3.961541E7,6386792.5,5527205.0,5931269.0,
3778,101.07092246594338,8.569707,,,,,,,,,,,1.2885926E7,1.25461E7,6938263.5,1.1307881E7,6653205.0,5290958.5,
4242,102.03373415073997,10.557969,,,,88,,,,,,,7.819397E7,7.5885E7,5.4369676E7,6.1029532E7,7.224428E7,6.813773E7,
44,102.05492319029419,0.36614856,,,,13,,,,,,,2.5556164E7,3.1620436E7,1.7478186E7,1.6857382E7,1.7142254E7,1.8934334E7,
4243,102.53531238446224,10.558729,,,,88,,,,,,,6830643.0,6559666.0,4712943.0,5303837.5,6251617.0,5902010.5,
716,103.07535506588464,3.0920382,,,,,,,,,,,489334.0,55348.145,129272.76,143400.95,85787.29,115452.72,
796,103.07535809377497,3.2696178,,,,,,,,,,,181200.33,18993.646,29720.152,29449.066,219017.03,19063.535,
4241,104.03008672085441,10.557227,,,,88,,,,,,,2038505.6,1942219.9,1691720.5,1564074.5,1828254.6,1741467.0,
48,104.07052828818384,0.3790398,,,,13,,,,,,,1270072.5,2185407.8,837798.1,763971.6,961772.4,862984.9,
29,104.1069144794589,0.3536195,,,,13,,,,,,,4.185594E7,3.9858344E7,5.117209E7,4.50743E7,4.6345436E7,3.5325156E7,
2,104.10692534223223,0.1699364,,,,,,,,,,,208787.97,43825.47,388282.28,530935.8,102047.34,57193.57,
185,104.1069318637085,0.5833967,,,,,,,,,,,498701.66,187590.78,1306390.6,762422.94,1054697.0,186444.94,
327,104.10697261202915,1.2689214,,,,,,,,,,,475386.8,71649.94,721495.0,661810.5,95993.81,35487.27,
307,104.10697997837276,1.090192,,,,,,,,,,,307453.5,88793.34,379038.72,482893.34,135528.94,35673.48,
1260,105.06984616684362,5.0784106,,,,109,,,,,,,342348.47,637312.5,544943.0,489492.66,438788.94,398587.6,
862,105.069902343925,3.452343,,,,24,,,,,,,854574.4,679718.5,1124740.6,1119185.5,932102.44,1161497.5,
943,109.10120419865878,3.7569904,,,,255,,,,,,,1353210.9,2078402.4,1486846.0,1457991.2,1718226.9,1404874.6,
739,109.10121124592509,3.139006,,,,163,,,,,,,429901.2,433188.34,541371.1,767300.8,557159.44,581646.9,
4218,110.01987519408716,10.4276,,,,286,,,,,,,2793007.8,2733052.5,1048036.8,971903.4,2893335.5,2826026.5,
180,110.06001100987986,0.5581059,,,,,,,,,,,801855.1,925519.4,515833.34,377577.2,426976.4,377472.25,
32,110.07117557212234,0.3484657,,,,,,,,,,,722015.6,447653.72,150771.52,409148.12,113297.34,105142.31,
4226,111.02006163019111,10.478268,,,,2,,,,,,,2.1940238E7,2.1003748E7,1.9366278E7,1.9258722E7,1.9402102E7,2.065902E7,
4248,111.03893352392767,10.568305,,,,88,,,,,,,6421570.5,7080481.5,8337385.5,6900193.0,7447079.5,5925968.5,
3275,111.11669697117452,7.958039,,,,,,,,,,,413998.34,240649.42,6964.1865,55576.574,72047.88,186300.89,
4224,111.52167172056262,10.4758,,,,2,,,,,,,1855252.8,1686845.9,1584632.5,1561020.9,1582505.2,1672901.2,
4227,112.01771654475142,10.479068,,,,2,,,,,,,8544640.0,8200310.0,7468786.0,7461590.5,7546864.0,8014002.0,
60,112.05045746961457,0.37202525,,,,13,,,,,,,2148189.5,2005863.6,2303787.5,2789522.5,2943385.8,2474430.0,
238,112.05050244713334,0.78220636,,,,,,,,,,,408858.44,640458.7,237114.98,285469.4,357254.25,265129.1,
143,113.03447789011695,0.41885093,,,,13,,,,,,,4725828.0,1652799.2,4976559.5,5913868.5,6082533.0,4604038.5,
165,113.03449463645542,0.4966073,,,,,,,,,,,1.7142484E7,3.427494E7,9819409.0,1.2575988E7,1.1921805E7,1.5859356E7,
282,113.0345235448413,0.93539596,,,,159,,,,,,,886040.5,2725171.2,121859.055,81374.9,437379.6,102544.89,
305,113.03452677625599,1.0863296,,,,,,,,,,,256708.42,1641325.8,135783.69,83362.28,396261.28,85848.15,
344,113.03453343201336,1.5417956,,,,,,,,,,,392771.22,202113.98,306990.62,310066.53,114484.3,116102.5,
329,113.0345426774059,1.3201529,,,,,,,,,,,246040.95,570595.7,101168.55,10201.977,82090.18,69769.11,
400,113.05969876205684,2.2237396,,,,,,,,,,,164390.31,1078310.9,905289.5,940789.6,937636.2,444636.38,
3610,113.13228136953093,8.295532,,,,55,,,,,,,325229.12,225239.28,409636.34,426578.0,368564.53,487290.94,
205,114.05493125891451,0.62538075,,,,75,,,,,,,1866316.4,2696218.8,749185.6,1493829.1,1721475.1,508191.62,
4131,114.09119260244653,10.165057,,,,,,,,,,,82348.25,112188.4,281946.66,213846.53,62950.51,166768.27,
538,114.0913416832894,2.731159,,,,149,,,,,,,1707635.0,2116694.0,1750691.6,1785271.2,2231929.0,1766001.0,
585,114.09135410331722,2.775192,,,,152,,,,,,,1197728.6,1941183.6,1270673.0,1408683.6,1625438.4,1178632.2,
442,114.09135600346868,2.39688,,,,7,,,,,,,1433721.8,1354809.6,1284864.1,1454825.8,1240877.2,1231664.6,
1008,114.12770319831786,4.031211,,,,161,,,,,,,161655.81,195150.66,255496.88,226718.92,344286.4,184693.92,
555,114.12771047819706,2.7533295,,,,149,,,,,,,1089161.4,1109743.0,1144461.2,791369.56,1074476.2,516731.94,
957,114.12773034613741,3.8130229,,,,99,,,,,,,317961.47,353629.88,524641.5,465272.28,559425.25,437776.1,
223,116.07051487172679,0.65639967,,,,,,,,,,,86254.09,569134.25,137619.0,154842.19,101607.7,80564.45,
426,116.07057553156608,2.3448417,,,,202,,,,,,,439523.56,938036.1,910366.9,884011.3,1425003.4,1034218.94,
67,116.07058833900477,0.37276658,,,,13,,,,,,,2660947.5,4508461.5,2450927.8,2400010.8,3182434.0,2866766.5,
770,116.07060585859136,3.2221324,,,,213,,,,,,,717304.44,954987.25,977872.75,825093.75,1232258.1,925756.3,
996,118.06506988997337,3.980214,,,,,,,,,,,239848.9,342159.34,219776.67,222043.95,357858.8,226305.19,
779,118.06512344665856,3.2445126,,,,26,,,,,,,691266.25,927025.75,870999.3,874554.1,1083127.5,1029167.7,
1529,118.08612209161417,5.6696935,,,,64,,,,,,,3092550.8,4271468.0,4617745.0,3761914.8,6242227.0,3985147.5,
1881,118.08613671854384,6.1510277,,,,,,,,,,,7005191.0,4797781.5,1245151.9,1033721.94,3824807.2,2822890.0,
1791,118.08614268673607,6.075334,,,,38,,,,,,,4613081.0,9238274.0,5628915.0,5114926.0,1.0708464E7,8571891.0,
1687,118.08614819314026,5.9472938,,,,,,,,,,,1270872.0,1608711.6,1617098.4,1594642.6,2200420.2,1375148.4,
54,118.08620031363473,0.37128982,,,,13,,,,,,,1.6967432E8,1.8559118E8,1.8334214E8,1.7306813E8,1.9172675E8,1.5824624E8,
239,118.08621036851939,0.7927219,,,,,,,,,,,270140.0,602230.8,3156666.8,548020.1,1692151.2,1680416.2,
266,118.0862135019051,0.8800102,,,,,,,,,,,204321.28,948974.56,1062169.9,1683696.1,1389615.2,1669076.2,
61,118.12241546911889,0.37202525,,,,13,,,,,,,1873156.9,1866512.5,1796613.6,1719410.2,2013415.2,1440358.0,
4133,118.12247857452984,10.165195,,,,,,,,,,,1524040.6,1780815.0,425022.97,1977303.6,2022579.5,2007347.4,
1329,120.04429887251031,5.2626467,,,,182,,,,,,,708887.8,832272.1,875024.94,815239.06,1227712.1,770996.6,
1021,120.04434295552669,4.1120415,,,,273,,,,,,,208642.69,298882.03,318628.9,269584.25,395446.75,316929.06,
1000,120.04436924771352,4.001919,,,,,,,,,,,143491.66,147256.38,189498.48,124574.18,196341.55,145749.34,
541,120.04438092689419,2.7359364,,,,149,,,,,,,2231262.0,3047078.2,2805654.8,2382958.5,3480906.8,2415151.8,
698,120.0443925604382,3.0550938,,,,45,,,,,,,263959.0,330185.44,260101.27,258623.52,369860.0,266291.47,
785,120.04442012072643,3.248965,,,,26,,,,,,,619454.1,717468.25,594373.06,552560.1,799164.6,497534.2,
45,120.06539724192078,0.36614856,,,,13,,,,,,,1.16139736E8,1.4493797E8,7.647613E7,7.378356E7,7.9514136E7,8.382894E7,
1481,120.06545097978965,5.5741386,,,,44,,,,,,,1597246.2,1786661.2,1903263.2,1426570.5,1771014.8,1276236.6,
527,120.06550187887798,2.6676655,,,,,,,,,,,283294.0,261456.78,236059.42,342722.66,509947.16,446299.47,
259,120.06551950185435,0.84412366,,,,,,,,,,,279516.6,1398127.5,975775.0,1155033.4,1263796.0,1441624.0,
287,120.06552696951847,0.93379074,,,,,,,,,,,300536.16,1987672.8,934347.7,968191.44,453469.44,833976.8,
1115,120.08072397791459,4.5066357,,,,,,,,,,,100707.125,77229.65,124041.375,104736.7,177313.88,150680.56,
516,120.08072705403107,2.6833255,,,,,,,,,,,175864.22,276431.6,248078.64,172458.34,332937.22,311901.16,
964,120.08077141671528,3.8556283,,,,263,,,,,,,215033.5,264509.34,280553.44,318523.22,357496.1,268231.1,
663,120.08077334738395,2.9801414,,,,132,,,,,,,755007.06,859658.3,965434.56,1208204.0,1306977.2,1310500.4,
475,120.08077664839124,2.5481117,,,,,,,,,,,162046.72,374799.8,178934.52,245367.97,307141.8,313193.25,
334,120.08078155389798,1.4284376,,,,183,,,,,,,5795210.5,1.1175701E7,8414347.0,1.1839449E7,1.2438979E7,1.4377567E7,
726,120.08078224892942,3.1255283,,,,163,,,,,,,986970.4,1288718.0,1382175.4,1488796.4,1807304.8,1424732.1,
881,120.08078956584235,3.4891872,,,,98,,,,,,,222401.97,500980.84,524895.4,468712.4,580469.25,443200.56,
3604,121.02823927921901,8.29312,,,,55,,,,,,,346677.88,354381.22,456856.53,466705.9,418308.78,526657.75,
46,121.06869469645027,0.36614856,,,,13,,,,,,,5304451.5,6447385.5,3436367.8,3172997.2,3574656.2,3731538.0,
1,122.019134524577,0.07744295,,,,,,,,,,,258058.44,226740.25,1038222.9,557545.2,1177294.2,233942.3,
853,122.09641675215478,3.4507325,,,,,,,,,,,265978.9,226530.45,353613.66,346480.97,301124.9,374290.44,
4240,122.5469111471251,10.554858,,,,88,,,,,,,3658637.0,3610748.0,3790446.0,3468828.8,3709083.2,3475399.0,
182,123.05520799376062,0.5792332,,,,237,,,,,,,5222111.0,6843935.5,5109694.0,5007512.0,6057631.0,5598198.0,
560,123.09161351281426,2.763713,,,,195,,,,,,,255227.36,214751.72,175808.56,205276.08,224716.31,196231.89,
1618,124.039222573794,5.7878575,,,,189,,,,,,,1962267.1,2288077.8,1541471.2,1649916.6,2441287.0,1705791.4,
178,124.03926938854096,0.5394178,,,,251,,,,,,,4.5199704E7,5.354523E7,3.56117E7,3.9653628E7,3.7879412E7,3.71714E7,
298,124.03931406300609,1.0675088,,,,,,,,,,,231555.44,226278.81,66074.47,87135.59,226874.38,52492.434,
276,124.03931917939936,0.9388449,,,,159,,,,,,,362130.53,1206874.2,95038.914,34470.758,223632.88,64088.918,
858,125.09610978237724,3.450773,,,,24,,,,,,,658804.7,939784.75,899720.6,1017007.2,958485.94,776843.6,
4251,125.98605043572776,10.579902,,,,88,,,,,,,2.1811758E7,2.0858208E7,1.5380687E7,1.4415961E7,1.798566E7,1.773637E7,
356,127.05017455638055,1.9265705,,,,,,,,,,,431708.25,216816.53,221414.94,331223.0,480306.2,390432.6,
245,127.0501843748864,0.81319404,,,,165,,,,,,,4234308.0,5991835.5,2289289.8,2463358.0,3519075.8,2824005.5,
918,128.10695854400123,3.689105,,,,94,,,,,,,320871.1,365696.12,549003.8,555108.9,593088.9,380816.03,
621,128.10697828611202,2.9165223,,,,70,,,,,,,3535012.0,3984721.2,4264920.0,4100356.0,5652623.5,3527242.0,
158,129.05450618150255,0.43196058,,,,,,,,,,,1809062.6,1724891.8,210814.42,144466.95,372065.66,54065.973,
146,130.0498031827769,0.38609323,,,,13,,,,,,,5648569.5,7556068.0,8630377.0,3524802.8,1910504.9,2603208.0,
201,130.04988094071726,0.5973438,,,,,,,,,,,7778172.0,1209706.5,3339132.8,8326274.0,9316999.0,7924838.5,
291,130.04989901015713,0.9495809,,,,,,,,,,,380008.53,166368.34,54014.938,97996.17,33454.23,58031.773,
80,130.0861792537882,0.37572697,,,,13,,,,,,,2196231.5,3403092.0,1765706.1,1659787.2,2357208.2,1962511.8,
225,130.08631372725543,0.683371,,,,,,,,,,,54894.387,487052.44,45649.03,86614.22,53820.35,41458.242,
508,130.15905051460447,2.6545115,,,,157,,,,,,,3103394.5,2534502.8,4877841.5,4536869.0,4067497.0,4149278.2,
202,132.06563369587406,0.6205964,,,,,,,,,,,1604646.5,1603645.4,665055.8,503995.34,406456.47,794800.4,
226,132.0657282788454,0.6650152,,,,,,,,,,,214621.5,1274732.4,408905.28,275025.5,379169.1,650917.75,
113,132.10179948370256,0.3892362,,,,,,,,,,,6438584.0,7780656.0,1.0483753E7,1.4617697E7,1.5578792E7,1.1406644E7,
1926,132.10181639717567,6.260367,,,,,,,,,,,1488238.0,1626744.4,116672.07,15692.21,308392.5,204691.78,
1851,132.1018211644696,6.120588,,,,231,,,,,,,3135204.5,5354680.5,1955767.9,1376312.4,6235628.0,4480116.5,
1777,132.1018320719403,6.0811367,,,,,,,,,,,1154828.1,1834270.8,5687536.0,4446868.0,3704075.5,2754417.5,
523,132.10188490211806,2.669531,,,,,,,,,,,902079.25,1224182.0,846660.0,1287601.0,945719.5,1287098.6,
230,132.10189409251612,0.7361598,,,,137,,,,,,,1.152755E8,1.5873368E8,1.26156056E8,1.265805E8,1.4795118E8,1.1637433E8,
666,132.1019047239495,2.9826257,,,,132,,,,,,,854186.94,1759681.1,812441.6,892605.6,1351014.2,1904012.2,
617,132.10190897328138,2.9369879,,,,70,,,,,,,645111.8,1054155.8,787773.1,702733.06,1061413.0,1075513.1,
922,132.10191680172264,3.689105,,,,94,,,,,,,1549200.0,2204499.0,2408920.8,2477781.8,2702156.0,1891549.0,
232,133.1051405421517,0.73287374,,,,,,,,,,,2801983.5,2261821.5,8385817.0,3954651.2,9818497.0,4729970.0,
101,136.06165985246375,0.37866166,,,,13,,,,,,,1348334.8,2287929.5,1469515.1,1679241.4,1979829.1,1690896.9,
267,136.0617403304087,0.9110451,,,,133,,,,,,,3631397.0,6004700.0,3375554.2,3946294.8,4772676.5,4002774.2,
316,136.06179236669198,1.1372699,,,,,,,,,,,591912.4,139388.36,19784.113,48099.965,119037.48,84945.16,
300,136.06179921388025,0.99076945,,,,,,,,,,,257841.55,313741.28,300757.16,499229.47,319480.28,309185.47,
131,137.04570259680435,0.3823856,,,,13,,,,,,,970493.7,909882.9,1403702.6,1249048.1,1466246.0,1351168.0,
264,137.0457771309967,0.8959334,,,,133,,,,,,,1892794.0,2022216.0,2425783.8,2305236.0,2779875.5,2209602.0,
364,137.04581864878642,1.9780493,,,,83,,,,,,,277375.7,457208.53,287213.47,285876.47,439685.53,293339.9,
924,137.09612232514505,3.6932745,,,,94,,,,,,,528063.56,539428.6,603177.8,668236.25,580812.8,549552.9,
1330,138.054870187893,5.264565,,,,182,,,,,,,272231.25,308446.84,335705.34,316977.78,489284.06,308239.16,
543,138.054941784299,2.7366645,,,,149,,,,,,,675584.1,1044658.4,744135.9,584896.94,905620.25,673368.06,
446,138.05499232725913,2.4126308,,,,7,,,,,,,673483.3,925474.94,664380.2,692011.7,797698.94,683682.8,
465,138.05499755755457,2.4905922,,,,223,,,,,,,326007.78,487707.25,302573.38,359227.16,393951.12,348052.1,
679,139.08658502080388,3.0173876,,,,201,,,,,,,1014985.8,1116984.0,1751034.5,1495478.8,1783945.5,1279763.6,
4225,139.98766912980335,10.476547,,,,2,,,,,,,7772992.5,7277744.0,6578778.0,6489337.5,6626393.0,6975974.5,
24,140.06806057941068,0.35141882,,,,13,,,,,,,5254456.5,6206458.0,5535929.0,5081457.0,6418175.5,5529667.5,
227,140.06808507824505,0.7013945,,,,,,,,,,,345637.88,199408.73,494234.7,151994.0,452605.75,171420.36,
179,140.06808849199035,0.55788684,,,,,,,,,,,297718.97,280111.53,205274.81,572501.2,219051.72,133035.16,
193,140.0680941752557,0.593548,,,,,,,,,,,345637.88,280111.53,363267.78,449981.0,418390.34,153044.86,
244,140.06811538709292,0.7851313,,,,,,,,,,,226383.0,728931.56,879730.25,151994.0,421689.2,894416.6,
271,140.0681372722975,0.9198131,,,,,,,,,,,241202.25,93794.484,329140.28,284664.7,400359.16,233428.83,
297,140.06815564560813,1.0759377,,,,,,,,,,,491157.4,368784.5,122788.17,111802.59,329530.8,39379.656,
283,140.06815854696876,0.9580155,,,,,,,,,,,301453.88,213564.61,122788.17,205878.12,241183.5,143310.27,
321,140.0681717604334,1.2343488,,,,,,,,,,,256816.45,52253.914,134772.62,57447.79,115979.47,91805.59,
958,140.1433653663505,3.8165436,,,,,,,,,,,274590.3,312615.5,475591.0,425840.16,502717.84,393298.25,
419,140.1433994596843,2.333288,,,,,,,,,,,225363.38,141518.4,229524.52,274539.8,279584.1,270887.5,
453,141.05463000040788,2.4618142,,,,,,,,,,,402706.4,328956.44,841370.3,463991.66,938806.7,341907.88,
4223,141.98313150140024,10.475783,,,,2,,,,,,,2970210.5,2744564.2,2476615.8,2440788.2,2492505.5,2649501.2,
42,142.04737800177523,0.3639302,,,,13,,,,,,,6759963.5,7772775.5,3491817.8,3294955.0,4006208.5,3750709.2,
149,144.06541117023278,0.38985184,,,,,,,,,,,757026.7,3303297.0,358742.8,665084.2,292993.97,307757.5,
209,144.06546100798107,0.6384775,,,,75,,,,,,,1733760.0,982087.7,1915392.0,1883548.2,2307302.0,889927.3,
250,144.06550225037958,0.84979725,,,,,,,,,,,912396.1,285797.9,712049.5,755655.3,714421.0,717447.6,
324,144.06552704908236,1.1955719,,,,,,,,,,,348374.3,309047.4,509488.06,503906.28,361619.6,271293.72,
335,144.06553542503593,1.4834747,,,,,,,,,,,137950.89,597202.44,333977.88,301706.38,165203.31,53834.598,
346,144.06554468452484,1.6286716,,,,,,,,,,,733166.5,1069925.4,677654.75,551338.94,857139.25,222800.69,
100,144.10180152823503,0.3786606,,,,13,,,,,,,8090067.0,7906914.5,1.1527819E7,8516219.0,1.2265412E7,7230615.0,
195,144.10186021143863,0.5410525,,,,,,,,,,,440063.2,134099.81,284323.1,331617.0,306824.9,206018.4,
4084,144.98200800651742,9.885524,,,,,,,,,,,792468.44,576942.56,7794274.0,976735.3,5997467.0,6162427.0,
4070,144.98203575201782,9.778004,,,,,,,,,,,599446.0,5798553.0,591738.4,7602768.5,1144166.8,1382568.5,
3870,144.98205113831622,8.767637,,,,249,,,,,,,259822.14,281650.0,792660.4,752120.7,362460.22,409719.97,
3986,144.98208639764414,9.1633005,,,,,,,,,,,286516.0,342189.94,510424.62,763282.0,322775.7,320605.25,
3775,144.98209279313895,8.570683,,,,,,,,,,,324003.78,1005254.0,1530783.2,860982.0,1366337.2,1566429.9,
735,145.07604688168877,3.1347075,,,,163,,,,,,,2853087.0,2922582.5,5992630.5,2965003.2,4023280.0,2597887.0,
440,145.07606618418973,2.3883336,,,,,,,,,,,222621.69,238927.73,239704.17,241133.89,303638.03,223794.03,
798,146.06006963903766,3.274702,,,,164,,,,,,,618419.06,852417.6,495832.34,507096.0,719181.75,751060.8,
428,146.06007618645594,2.350075,,,,186,,,,,,,4426745.5,4787960.5,4916163.5,5429271.0,6160079.5,7267810.5,
152,146.0810456812304,0.41849887,,,,,,,,,,,186621.42,2390121.0,236161.62,116084.9,162695.94,124919.78,
386,146.08119833431365,2.1516192,,,,,,,,,,,198358.1,518794.47,270638.62,264727.2,379689.44,282098.97,
427,146.1175371508585,2.3465798,,,,186,,,,,,,2272741.8,3574452.0,2483870.2,2343234.5,2955457.8,1928920.4,
478,147.05529269362876,2.55527,,,,,,,,,,,759045.0,1027231.2,805724.44,856532.0,1018077.6,1244128.5,
939,147.06227472849045,3.7550297,,,,255,,,,,,,968673.25,1016019.44,799014.3,732706.5,906873.4,906270.0,
429,147.06331690247637,2.3509688,,,,186,,,,,,,379591.97,385978.66,442394.84,498898.53,561142.1,666864.2,
157,147.0650738155321,0.4158416,,,,,,,,,,,1972489.2,2013803.1,272283.72,304229.5,375660.7,85029.96,
1081,147.11675608341602,4.339541,,,,61,,,,,,,868733.44,1105911.2,1315994.9,1108143.2,1299412.1,1004821.4,
701,148.03927730448663,3.0568216,,,,45,,,,,,,390773.12,486245.4,382490.56,373393.38,509089.53,381970.62,
81,148.06029182843,0.3757273,,,,13,,,,,,,6125135.5,7951857.5,4038604.8,4895141.0,3166188.5,3664650.8,
4283,149.0231668722072,10.934181,,,,,,,,,,,90532.91,17313.793,260000.55,24700.457,71434.305,122237.68,
3615,149.0231698625536,8.296383,,,,55,,,,,,,1.3094679E7,1.3073263E7,1.6556851E7,1.7122788E7,1.5298893E7,1.9364516E7,
3885,149.02321010115963,8.818405,,,,,,,,,,,34463.797,43293.934,0,385567.3,82020.35,95834.125,
2077,149.0233123733693,6.5533657,,,,72,,,,,,,4547540.0,2453389.8,1488350.4,3025996.0,2079166.9,2883946.2,
1131,149.02333521307455,4.582735,,,,12,,,,,,,109229.625,124159.664,116727.54,118512.6,136457.78,110889.73,
1248,149.02334753978613,5.047541,,,,168,,,,,,,469429.66,384124.47,486517.53,488197.9,399257.62,429243.97,
1558,149.05958126240884,5.710502,,,,,,,,,,,543741.94,323857.7,121021.25,80574.51,140912.9,129163.39,
930,149.05971785767287,3.723521,,,,,,,,,,,254438.83,375896.47,402821.9,406851.66,365733.56,321923.47,
263,152.05667314232173,0.89419246,,,,133,,,,,,,1330538.1,1185266.8,889765.75,1184318.6,1112895.0,834198.44,
204,152.07055691427306,0.62460923,,,,75,,,,,,,820457.1,1071715.5,1011659.9,1089695.2,1191912.5,811385.0,
206,153.04060793458223,0.62606585,,,,75,,,,,,,1860164.6,1774528.1,2029893.0,1996935.1,2375522.0,1882064.8,
