row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_CC-Media_1_Run17.mzML Peak area,2024_POS_CC-Media_2_Run53.mzML Peak area,2024_POS_CC-Media_3_Run73.mzML Peak area,2024_POS_CC_2_Run47.mzML Peak area,2024_POS_CC_1_Run20.mzML Peak area,2024_POS_CC_3_Run61.mzML Peak area,
98,118.08616873978151,0.3900049,,,,,,,,,,,75672.484,424078.03,479972.66,4569.959,10991.316,14954.71,
14,118.94255758512378,0.31496415,,,,18,,,,,,,551686.1,501672.03,589393.56,760141.9,567762.25,731704.44,
1,118.9425744109036,0.030299067,,,,0,,,,,,,2730381.8,2448789.0,2556017.0,2397939.0,2437795.0,2441484.0,
188,120.04434114508304,2.8241475,,,,,,,,,,,168760.66,215808.8,215501.45,258310.25,583206.75,378867.56,
83,122.08436032897804,0.38257018,,,,89,,,,,,,3563828.8,3481934.0,3113490.0,3761407.5,3738241.2,3634423.8,
101,124.10002355242013,0.38747314,,,,89,,,,,,,2849895.5,2813809.0,2587284.0,5774063.5,3015820.2,2840287.8,
49,125.07592865977286,0.3736211,,,,89,,,,,,,1289592.5,1113313.8,1082519.2,1316497.1,1305217.1,1322793.2,
174,130.15901279775963,2.6908522,,,,,,,,,,,1113636.6,616383.8,720275.8,421903.75,415925.8,418963.97,
1205,131.53347274119983,8.695713,,,,,,,,,,,235377.72,108820.0,576701.5,335845.03,59732.51,339694.9,
1585,131.53347752376075,10.436824,,,,27,,,,,,,813860.0,334875.03,950776.56,997642.3,295209.44,978908.1,
128,132.10187812207306,0.7671846,,,,,,,,,,,834861.3,1938634.4,3152329.8,5277.802,0,43799.98,
129,134.0610297509197,0.8112909,,,,106,,,,,,,4307734.5,4437255.5,4410904.0,4084153.5,3920684.5,4649845.0,
74,136.06154463085556,0.38174668,,,,89,,,,,,,847469.56,1049153.4,924704.4,0,0,0,
159,136.0623271387036,2.4344308,,,,,,,,,,,38228.082,34023.863,40267.234,0,0,0,
9,136.95318156345178,0.033512402,,,,0,,,,,,,982785.25,1000954.3,1032725.56,987258.7,916718.56,1091951.4,
39,137.02987777946032,0.366299,,,,89,,,,,,,3519977.5,3278011.5,3190704.2,3479584.5,3640689.5,3590909.0,
189,138.05494509472905,2.8256233,,,,,,,,,,,177340.45,232751.03,226746.75,265142.75,601815.75,393499.62,
125,138.11573018914711,0.7638013,,,,106,,,,,,,1167955.9,1097794.5,1130977.8,1140707.5,1121321.5,1163376.1,
51,139.05523343749647,0.3760618,,,,89,,,,,,,1181788.9,1095130.6,967341.1,1256071.2,1281499.4,1236556.6,
126,139.11907445733985,0.7663381,,,,106,,,,,,,2.4369122E7,2.3245822E7,2.3551046E7,2.374614E7,2.3498784E7,2.4045836E7,
157,140.14336364384536,2.3754165,,,,,,,,,,,391098.62,375478.7,379253.16,349478.0,367361.7,329299.75,
132,141.03391635474281,0.88085335,,,,96,,,,,,,5599446.0,5898636.5,5771789.5,6527677.0,6458222.5,6386137.0,
105,141.03392935305305,0.3924096,,,,89,,,,,,,2372218.2,2109470.0,1823099.9,2548004.8,2534493.2,2356542.2,
116,141.0339592379403,0.5572749,,,,,,,,,,,4195121.0,3976886.5,4033233.8,4119699.0,4145426.8,4189688.0,
76,141.04691390350266,0.38175663,,,,89,,,,,,,5886310.0,5371543.0,5056925.5,5928983.5,6021855.0,6010710.0,
15,141.9585916495025,0.31496415,,,,18,,,,,,,770633.5,582350.44,655842.2,895105.6,862327.5,905696.6,
2,141.9586116837548,0.031098714,,,,0,,,,,,,4350026.0,3511267.2,3628061.5,3540097.5,4639011.0,3568298.8,
1169,144.98216214377038,8.647441,,,,111,,,,,,,1.7368012E7,3.665097E7,4.0913936E7,2.8418046E7,2.8957694E7,3.0714658E7,
1514,144.98217801466572,10.180093,,,,65,,,,,,,8614659.0,7697636.5,7931925.0,4878508.0,4359541.0,4241204.5,
1155,146.98033657647102,8.640153,,,,111,,,,,,,1.6175753E7,1.7723462E7,1.841402E7,1.2834623E7,1.295645E7,5370076.0,
1114,146.98033746334843,8.599153,,,,,,,,,,,6133415.5,6048755.0,6214724.5,4840871.5,5117129.0,1.3878051E7,
50,154.07423779472285,0.37524807,,,,89,,,,,,,1841568.6,1674066.2,1532755.5,1959969.4,2025419.8,1879356.4,
32,155.12697893751115,0.3589747,,,,89,,,,,,,858025.0,779387.2,326882.8,823870.06,791969.56,793223.9,
115,156.07210108562683,0.532424,,,,,,,,,,,798644.8,780756.0,844646.9,752045.1,704917.44,659821.1,
110,156.07210830948117,0.40537342,,,,89,,,,,,,588722.06,573316.1,470991.22,531907.75,514192.6,474721.8,
85,157.04183549971012,0.3833836,,,,89,,,,,,,1310411.1,1131466.8,1022724.6,1388807.0,1387046.2,1373695.4,
118,158.15391195924823,0.65225124,,,,117,,,,,,,321035.78,370665.25,337753.56,449293.28,351843.6,368098.12,
91,158.15392689448078,0.38503265,,,,89,,,,,,,210314.33,215325.94,175406.14,278040.9,254717.4,258699.05,
281,158.15393037564644,4.950023,,,,,,,,,,,803259.0,754385.94,785381.6,761025.3,798888.1,778231.94,
1477,158.9640498834747,9.973797,,,,,,,,,,,681188.0,4563.1675,0,0,17587.604,0,
1549,158.96405709608487,10.271141,,,,22,,,,,,,604711.2,377115.78,379817.97,292937.38,370391.97,283479.06,
24,158.96407294069107,0.34044072,,,,52,,,,,,,495307.53,440026.6,490049.28,432464.3,415184.97,422881.16,
5,159.9691609482447,0.032698173,,,,0,,,,,,,1495961.6,1298258.4,1350015.4,1336210.4,1634016.9,1480768.2,
13,159.96916147722143,0.31460282,,,,18,,,,,,,275502.88,214846.5,240156.5,321755.8,323669.28,388528.8,
106,163.01583228962804,0.3932192,,,,89,,,,,,,1311292.5,1292881.4,1137993.0,1273226.8,1384761.6,1353617.5,
4,164.94808254589972,0.032698173,,,,,,,,,,,259825.8,266680.16,268431.72,303017.06,193485.05,349587.72,
135,166.08623376170004,1.4615827,,,,,,,,,,,413427.62,721400.1,1792407.6,0,0,0,
139,169.09712000071113,2.0057664,,,,,,,,,,,3117425.8,3806310.5,3679893.2,211851.77,207091.27,215859.81,
158,171.1127670505732,2.4214447,,,,,,,,,,,449232.25,551811.2,578775.75,23131.408,53590.836,65629.39,
161,171.11277080613954,2.4805984,,,,,,,,,,,451671.38,554582.4,591741.44,42967.31,36292.492,42031.406,
632,173.13246949996946,7.7854214,,,,,,,,,,,191176.16,246509.0,166993.33,76368.09,7446.9014,351525.8,
31,175.11884541171,0.35733163,,,,,,,,,,,109824.79,194914.47,509354.4,0,0,0,
136,176.11344630911313,1.453897,,,,,,,,,,,8773257.0,8625450.0,8689790.0,8463675.0,8407691.0,8681479.0,
66,179.02372956130714,0.37768874,,,,89,,,,,,,407390.88,366221.66,413219.06,444191.9,693496.75,456783.2,
172,180.1018602826766,2.6577525,,,,102,,,,,,,1791366.2,2252541.5,2026104.5,289440.38,304599.34,351532.84,
154,181.0970794995503,2.3346717,,,,,,,,,,,82195.06,87628.52,80876.516,0,0,0,
142,181.09708838925982,2.1227372,,,,124,,,,,,,2017993.2,2054366.5,1777118.5,811825.75,898039.1,944581.0,
190,181.09710488213412,2.842189,,,,108,,,,,,,2357296.8,2778611.5,2875981.2,95668.05,85198.02,72708.77,
182,181.0971061870431,2.7695544,,,,77,,,,,,,247735.47,292060.2,301370.03,0,0,39375.625,
1593,182.98509729159923,10.461261,,,,27,,,,,,,1614002.1,1675013.8,1676910.2,1567338.6,1436539.8,1294357.5,
6,182.98510484648955,0.032698173,,,,0,,,,,,,516407.03,437556.84,430212.38,442995.6,587764.3,447598.8,
194,183.09168107509967,2.9563549,,,,,,,,,,,896204.06,931055.56,909829.94,518081.8,757174.4,571238.75,
275,184.16948575673212,4.8344913,,,,,,,,,,,21156.111,43110.96,46810.18,0,0,0,
164,184.16951685932523,2.52576,,,,,,,,,,,220557.06,253915.11,301096.1,199355.02,189120.73,262391.03,
291,184.16952962232247,5.1650333,,,,,,,,,,,190649.6,99151.97,110050.2,0,0,0,
144,184.1695340457437,2.2110488,,,,,,,,,,,2082657.1,2186274.5,2187359.5,2006927.0,1963623.9,2359434.5,
1097,184.9854643398992,8.573293,,,,,,,,,,,493762.72,484095.2,527674.8,208752.8,113157.83,229383.8,
11,184.98546522171827,0.31336173,,,,18,,,,,,,89634.59,138668.14,171662.1,104027.25,213914.08,117230.05,
914,184.98546568633617,8.226392,,,,,,,,,,,260195.39,653425.8,415941.34,273048.7,33532.625,109182.586,
1218,184.98549057919502,8.734124,,,,72,,,,,,,4833841.5,3868616.5,4765364.5,2679705.2,3521431.5,2832889.5,
7,184.98549181257707,0.032698173,,,,0,,,,,,,302517.9,178202.05,183126.11,172578.88,406871.97,166926.92,
1589,184.98549657523117,10.444156,,,,27,,,,,,,1084646.9,1025377.75,1036043.6,1026331.56,1064980.9,993823.5,
175,185.08548341608346,2.6968234,,,,,,,,,,,0,0,0,524594.1,777895.7,382658.53,
29,185.1271403865219,0.35490537,,,,89,,,,,,,5120085.5,4691009.0,4376112.0,4885115.0,4972407.0,4775536.0,
193,185.1283858717163,2.8662233,,,,,,,,,,,636372.0,809767.1,835156.0,68127.84,55443.945,79606.73,
185,185.12839313598974,2.8033333,,,,116,,,,,,,730083.9,930187.94,859888.56,61179.35,77001.2,83518.56,
8,186.9809419673782,0.031898517,,,,,,,,,,,114393.44,60958.74,66522.65,63748.562,93399.805,68975.86,
1228,186.98094417415427,8.72636,,,,,,,,,,,1865831.6,625973.25,1027024.0,805067.8,286241.6,399223.78,
1586,186.98095086543944,10.441028,,,,,,,,,,,410213.4,366262.75,370275.9,353762.9,385735.34,369177.1,
145,188.07054764008464,2.2519906,,,,,,,,,,,286855.78,425306.12,574436.6,0,0,0,
642,191.14303647403975,7.784603,,,,,,,,,,,169705.16,236748.69,146812.69,65699.734,3549.2642,321619.88,
108,192.10830271606324,0.39741945,,,,89,,,,,,,367830.0,371491.25,333761.3,400928.9,441804.1,420569.62,
119,192.10832310870822,0.6559882,,,,117,,,,,,,1020234.1,960868.25,981260.06,1040439.7,976091.9,974695.8,
152,195.12269469287193,2.284549,,,,,,,,,,,708630.7,651713.0,598727.1,661755.6,662007.2,609265.1,
246,195.1379449485129,4.3385696,,,,,,,,,,,959772.94,900976.9,825895.06,741257.94,826656.94,812256.3,
238,195.13795199155413,3.8346567,,,,,,,,,,,147425.12,96338.27,97618.91,83246.664,77177.36,99103.6,
177,197.12848437633951,2.7077131,,,,64,,,,,,,1.445814E7,1.7616134E7,1.7606E7,2233381.2,2253950.2,2507296.8,
176,198.13172475243758,2.7077131,,,,64,,,,,,,1424447.2,1763067.2,1768152.6,202890.55,212471.06,231622.06,
670,198.18521324049902,7.797188,,,,,,,,,,,152928.38,191769.42,128586.11,87635.164,3578.269,285348.8,
150,199.1012323023974,2.2496815,,,,100,,,,,,,534224.9,485974.97,517833.6,478102.5,442934.53,489736.03,
148,200.10456932513182,2.2498896,,,,100,,,,,,,6927637.5,6543445.5,6781853.5,6020740.5,5724253.5,5971879.5,
1210,201.97571141224998,8.719094,,,,72,,,,,,,2349419.8,1706997.2,2101004.8,888830.3,523723.7,596622.4,
1596,201.9757568189968,10.516767,,,,,,,,,,,124300.68,108896.81,104360.53,124801.5,127140.4,113450.66,
86,202.18007545066897,0.38338372,,,,89,,,,,,,1.3738676E7,1.5150221E7,1.4697652E7,1.3850775E7,1.2931305E7,1.368776E7,
120,202.18008048395856,0.6893566,,,,48,,,,,,,9138287.0,1.0330625E7,1.0261745E7,9957784.0,8607728.0,9835758.0,
178,202.18009337051808,2.724026,,,,,,,,,,,138280.28,166768.12,229409.64,137273.95,117968.21,177111.53,
1165,203.08092106763658,8.63865,,,,,,,,,,,3908331.5,2503713.8,3758517.0,5401135.0,1429562.9,2224196.8,
95,203.08098757089238,0.38583016,,,,89,,,,,,,8284835.0,8986619.0,8947706.0,5509893.0,7437979.5,5056564.0,
123,203.08562480713377,0.7330639,,,,,,,,,,,966582.06,1165138.1,935506.0,679984.56,533797.94,890791.6,
96,203.08564184072043,0.3866456,,,,89,,,,,,,2651435.8,3290304.2,3359155.2,2819725.2,2128059.8,2678906.5,
87,203.1833264260039,0.38338372,,,,89,,,,,,,1366071.6,1491119.9,1458091.1,1378073.5,1308953.2,1352455.8,
121,203.18333950039207,0.6897416,,,,48,,,,,,,902184.6,1003668.56,992319.1,953970.6,838987.25,966479.4,
33,206.07151347483125,0.35979047,,,,89,,,,,,,616595.56,518408.97,494471.2,642132.3,674610.56,615687.9,
30,207.10913174693687,0.3524581,,,,,,,,,,,244170.78,224506.16,195646.75,240721.03,270215.47,250939.19,
37,208.06928635080556,0.36467186,,,,89,,,,,,,433228.1,199652.38,315486.94,444160.5,454060.3,462312.5,
634,208.16957510960228,7.760797,,,,,,,,,,,143052.4,216356.06,129171.07,58833.02,0,293701.25,
35,209.07267654142026,0.3630447,,,,89,,,,,,,8418306.0,7587450.0,6976820.0,8826681.0,9096340.0,8779223.0,
299,209.15356452419186,5.261184,,,,,,,,,,,100828.555,104911.99,107718.44,111156.71,126964.73,134734.62,
664,209.15359442136693,7.8370132,,,,45,,,,,,,278956.1,294123.94,195465.17,172819.23,28037.766,506001.78,
631,209.1535955597478,7.7844577,,,,10,,,,,,,363330.66,516417.4,321706.9,130276.75,26118.984,702720.4,
75,210.07920080573493,0.38421902,,,,89,,,,,,,1188733.1,3872047.5,5458156.5,11596.224,4549.329,16631.002,
36,210.08498497909864,0.36304483,,,,89,,,,,,,579167.4,511696.66,475261.62,689040.2,708129.2,662784.06,
77,210.10668120272499,0.38175663,,,,89,,,,,,,1020570.25,1000805.44,714878.94,938404.7,1175874.2,1130733.1,
34,211.08830783156415,0.36223117,,,,89,,,,,,,9429416.0,8174586.5,7498675.5,9729510.0,1.0161829E7,9545449.0,
200,211.14405829870407,3.243477,,,,105,,,,,,,1.8904978E7,2.5235624E7,2.5196894E7,2982399.8,3156233.5,3417069.0,
196,211.14407579847162,3.14186,,,,122,,,,,,,1.833689E7,2.2242356E7,2.299107E7,2714042.2,2833066.5,2883836.8,
258,211.9705019614585,4.74557,,,,1,,,,,,,3025926.2,3255280.0,3108273.2,3086185.2,3010576.2,3181167.0,
197,212.1473098218423,3.152976,,,,122,,,,,,,2194238.5,2670213.0,2748662.5,283857.72,129552.8,295125.88,
201,212.14731706962039,3.2419536,,,,105,,,,,,,2265267.0,2860959.5,3119961.2,302113.53,310267.44,349035.4,
227,213.15973003304734,3.5078633,,,,,,,,,,,1599236.0,1900739.4,1815070.9,88225.41,199110.61,229716.78,
263,213.9684571145266,4.7469835,,,,1,,,,,,,2968749.8,3162393.8,3023067.8,2976733.5,2951436.0,3062890.5,
213,214.04981967457545,3.3945339,,,,,,,,,,,465338.44,3564392.8,2701738.0,5897853.5,7011490.5,8938561.0,
232,214.04985238110044,3.542373,,,,15,,,,,,,1.3221233E7,1.505801E7,1.2513802E7,2.1875316E7,2.7752528E7,2.6346566E7,
252,214.18010279652512,4.505588,,,,,,,,,,,132498.39,171784.92,173979.61,409036.22,566948.5,281583.0,
180,214.18010635075146,2.7488759,,,,,,,,,,,105919.47,102947.945,145368.31,85959.45,77211.89,88138.39,
214,215.0529459583447,3.373658,,,,,,,,,,,30323.094,246459.4,329317.25,790023.5,875882.94,878819.44,
230,215.05298236692184,3.5395546,,,,,,,,,,,1473076.6,1396355.5,1331838.9,1904962.6,2483226.5,3271536.0,
27,216.9226268032837,0.3456012,,,,,,,,,,,134675.27,175216.75,221170.44,69915.5,79580.69,65607.96,
146,217.12472911729188,2.2484782,,,,100,,,,,,,583650.44,568937.8,595524.8,512937.16,490726.38,524780.9,
147,218.12809355613504,2.2484782,,,,100,,,,,,,8175724.0,7871707.0,8153080.5,7037200.0,6703308.0,7092236.5,
665,226.18010506444037,7.836907,,,,45,,,,,,,670315.56,699163.4,473079.4,415213.1,66350.61,1209765.6,
248,226.18011133055612,4.425556,,,,61,,,,,,,1142686.2,1209215.4,1144360.6,1208796.8,1213328.6,1239245.2,
638,226.18011169816887,7.7726607,,,,10,,,,,,,959330.2,1325953.2,888361.0,406357.06,59382.027,1784599.4,
19,226.95142886856152,0.3396124,,,,52,,,,,,,1942158.1,1707488.6,1844618.2,1752811.4,1887228.6,1610556.5,
1548,226.95144727291984,10.271099,,,,22,,,,,,,2000413.9,1155805.4,1162084.4,861718.56,1267549.8,890742.1,
1476,226.9514675920464,9.970202,,,,,,,,,,,1735676.1,212385.19,85192.39,0,66561.13,18301.33,
1448,226.951493500225,9.85397,,,,,,,,,,,473375.03,34416.668,5554.5947,0,100326.1,5461.8833,
92,228.11725923434423,0.3817565,,,,,,,,,,,321351.8,280960.12,55899.086,382271.6,358070.97,327598.1,
156,228.13418911583594,2.364871,,,,,,,,,,,406297.4,454702.03,470691.16,6004.746,11890.19,24199.39,
151,228.13419659967659,2.2583685,,,,,,,,,,,561765.1,653747.9,680055.56,66325.99,65897.21,69661.64,
630,228.19574614758415,7.770971,,,,10,,,,,,,688862.06,964845.56,628939.94,318605.72,140588.52,1342528.2,
666,228.19575069082555,7.836907,,,,45,,,,,,,1448722.0,1510768.2,1047043.75,867165.06,174679.8,2489330.5,
1054,228.1957693304129,8.412826,,,,62,,,,,,,189465.7,265909.28,211670.02,96214.375,70102.95,119214.27,
280,228.1957719669089,4.88114,,,,2,,,,,,,3035281.2,3594543.2,3340848.8,4957938.5,5062860.0,4184122.5,
448,228.19577954144415,7.1579723,,,,,,,,,,,68322.99,102409.62,119254.336,0,0,77579.02,
231,228.23208665696325,3.5421247,,,,15,,,,,,,148891.73,152023.48,148348.33,139505.05,147417.58,161905.42,
224,228.23212157110734,3.4626484,,,,,,,,,,,387788.53,422726.8,388190.28,387021.8,374266.97,435638.53,
234,228.2321360494243,3.6554763,,,,123,,,,,,,1970346.9,2021109.5,2026451.8,1970114.9,1943579.0,2159286.5,
392,228.2321394086699,6.721375,,,,,,,,,,,32260.13,41823.062,35657.12,50845.383,60039.434,61009.395,
22,229.09089241678484,0.34135294,,,,52,,,,,,,222869.95,209931.75,185935.69,183283.84,219202.23,228812.5,
191,229.10048101531814,2.8437011,,,,108,,,,,,,6273641.0,7211156.0,7555785.0,226418.84,193055.12,166675.08,
183,229.10048749319606,2.7486365,,,,77,,,,,,,3437583.5,4012565.0,4345943.5,118024.62,100097.65,91234.78,
278,229.19906041819686,4.878695,,,,2,,,,,,,394925.7,467095.34,435761.5,658708.5,664404.25,552259.4,
640,229.199217422413,7.8124576,,,,,,,,,,,170109.3,119482.95,121980.3,56149.043,7503.9097,177371.3,
259,229.98108491460678,4.746053,,,,1,,,,,,,7350835.0,7817353.0,7488733.5,7350487.0,7010560.0,7657618.0,
181,230.10394147670954,2.7480056,,,,,,,,,,,355897.56,414712.44,459946.56,0,0,0,
277,230.24775595901164,4.8687673,,,,,,,,,,,57468.6,48524.844,49977.016,260901.88,430348.7,379399.28,
287,230.2477800306438,5.093457,,,,,,,,,,,43590.082,51276.773,49054.52,44479.016,75506.43,0,
261,230.98440548746984,4.74464,,,,,,,,,,,623101.5,647907.56,634049.9,618256.9,586435.44,628901.94,
1513,230.98515577980152,10.163391,,,,,,,,,,,119150.88,21442.867,19094.373,0,0,0,
1481,230.98518986343788,9.969943,,,,,,,,,,,1258836.8,33714.94,0,0,23490.068,0,
260,231.9789971037786,4.746053,,,,1,,,,,,,7294458.5,7699525.5,7444221.0,7271303.5,6890246.0,7597168.0,
62,232.061366334486,0.38113967,,,,89,,,,,,,2294743.0,5470639.5,8712133.0,5319.704,0,15267.307,
262,232.98231029100472,4.7469835,,,,1,,,,,,,617432.4,643832.0,638991.56,622539.4,559345.1,637876.25,
56,233.06464470952133,0.38011965,,,,,,,,,,,127427.055,315215.5,530270.56,0,0,0,
84,235.11882359448632,0.38337407,,,,89,,,,,,,555831.7,609023.2,624763.75,0,0,0,
124,235.11886439155515,0.7237413,,,,,,,,,,,1851145.0,2347078.8,2375935.5,0,0,0,
63,241.03100490486403,0.38012,,,,,,,,,,,194565.17,824826.75,1331617.1,0,0,0,
23,242.92529631244227,0.3421612,,,,,,,,,,,90904.625,145754.39,186476.77,43743.324,42315.867,36718.39,
1558,242.9253673197019,10.281444,,,,,,,,,,,476365.62,286949.25,281931.03,227057.27,344857.56,244856.92,
249,244.19064990116087,4.425556,,,,61,,,,,,,783115.8,854337.44,778598.8,809258.7,836944.6,819670.94,
667,244.19068483414716,7.836907,,,,45,,,,,,,840608.44,854252.1,581178.3,485668.1,81179.88,1479212.8,
639,244.19068938590314,7.7726607,,,,10,,,,,,,196362.3,265446.84,163365.39,66335.08,77306.7,356307.7,
141,244.1906918805462,2.0986624,,,,,,,,,,,422991.53,444829.5,417894.16,378928.16,362358.0,448430.34,
195,244.20119848561762,3.0637338,,,,,,,,,,,43782.37,45214.297,41526.855,44383.53,39026.684,44044.227,
155,244.20120306750482,2.360595,,,,,,,,,,,1371355.2,1315652.2,1334244.2,1235168.4,2119867.8,1254858.4,
162,244.20120854609522,2.5056236,,,,,,,,,,,375641.22,399902.4,397376.9,316261.53,317576.8,321047.5,
153,244.20120989468035,2.3040428,,,,,,,,,,,872505.56,886138.4,906691.4,822472.06,1004005.1,880687.3,
192,245.09534804994536,2.8493087,,,,108,,,,,,,230409.03,243293.6,230122.27,19071.775,5820.2,0,
134,245.09536363840084,1.0688602,,,,,,,,,,,342281.56,402449.7,345885.97,119477.16,201804.17,208238.39,
137,245.09536933627996,1.586038,,,,,,,,,,,1961792.6,2202428.8,1839014.0,647339.9,492371.72,513715.38,
184,245.09538279551742,2.7759557,,,,77,,,,,,,74181.17,82641.125,78802.75,10301.898,0,0,
143,245.09539001059935,2.1227372,,,,124,,,,,,,9154800.0,9386015.0,8383015.0,3831443.2,4122480.2,4424619.0,
205,245.12840759647352,3.2603111,,,,,,,,,,,1.15741E7,1.3086865E7,1.355356E7,1330699.2,1398522.4,1425901.0,
220,245.12844122582416,3.3891191,,,,83,,,,,,,2.3168956E7,2.5517124E7,2.5550878E7,2998391.5,3259170.0,3290411.8,
206,246.13177386444434,3.261793,,,,,,,,,,,1733870.4,1984397.2,2009795.9,192140.88,208869.22,207264.39,
218,246.13177698785591,3.3891191,,,,,,,,,,,3256698.8,3679550.2,3829782.2,428507.9,465566.44,466888.22,
235,246.13327280766256,3.669891,,,,123,,,,,,,317602.62,330382.5,324752.34,202918.1,215748.77,201266.3,
256,246.1521542652251,4.62961,,,,,,,,,,,489762.6,548027.5,553546.6,66802.984,40105.508,35772.68,
257,246.24268984862468,4.693089,,,,,,,,,,,0,0,0,241016.22,421906.94,361673.1,
78,248.03520154315484,0.38500118,,,,,,,,,,,66461.92,287191.28,650156.7,0,0,0,
67,249.04523488492396,0.38094285,,,,89,,,,,,,969288.44,878701.94,596264.9,1010559.9,997856.8,871816.7,
198,249.13318875864726,3.1981719,,,,,,,,,,,313459.62,319829.6,369074.66,266819.78,258104.81,269063.03,
59,250.09918798863654,0.37768868,,,,89,,,,,,,3900819.5,3495955.5,3205384.2,4020819.0,4160642.5,3996229.8,
1051,250.1774937028239,8.408423,,,,,,,,,,,68819.92,52071.348,38495.23,13354.693,8015.0977,4110.7373,
663,250.17766658581237,7.8377423,,,,,,,,,,,92129.805,36576.426,13517.468,44358.008,22865.357,290471.88,
279,250.1776844053696,4.879629,,,,2,,,,,,,480504.25,591994.7,541505.0,806940.25,782530.8,665428.2,
226,251.03720653728953,3.5051363,,,,,,,,,,,626750.8,641250.5,617235.6,538969.6,480874.47,509505.12,
47,251.07051366583457,0.36955312,,,,89,,,,,,,1914926.0,1723141.4,1694887.9,1930712.8,2014172.2,1895322.2,
505,256.2634522552141,7.362028,,,,,,,,,,,335501.16,395401.78,358388.1,423257.06,430029.5,447031.03,
186,259.2202071573413,2.7931235,,,,116,,,,,,,238446.0,244229.86,230257.75,200408.77,201252.77,200241.4,
173,259.2202161686616,2.6577525,,,,102,,,,,,,553600.9,570196.9,586706.3,450825.1,444309.44,453464.7,
209,261.12329252345694,3.2610204,,,,,,,,,,,173285.98,179533.06,215188.92,0,0,0,
