row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGIp3_1_Run40.mzML Peak area,POS_TJGIp3_2_Run126.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML Peak area,POS_TJGIp3_3_Run164.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML Peak area,
1653,91.05420659497086,6.4630985,,,,156,,,,,,,362159.12,290649.94,400632.84,323071.34,528074.06,517034.53,
467,91.05427365015504,3.6903522,,,,19,,,,,,,389860.6,335775.03,356927.5,371659.0,357265.75,414723.66,
3995,94.04496854939612,10.515422,,,,62,,,,,,,2616690.8,3660426.8,3852157.2,3306236.8,2563897.2,4557459.0,
475,95.08557032715159,3.691989,,,,19,,,,,,,907871.56,1013765.44,1016479.3,1220410.9,923917.8,1315127.4,
4020,97.99122838180718,10.586038,,,,102,,,,,,,4773965.5,8134549.5,7798453.5,8409725.0,5868197.0,8662273.0,
3978,98.51188818287515,10.431616,,,,,,,,,,,92207.33,373330.03,394929.97,965770.3,187741.1,750016.0,
4079,98.51194767677003,10.941884,,,,,,,,,,,5885093.5,810926.8,506937.44,1018639.56,1411124.0,334747.25,
4096,98.51195701397019,11.024625,,,,,,,,,,,1394484.1,743832.56,886427.5,1071603.1,9778753.0,810506.0,
105,98.9841308737564,0.44346556,,,,,,,,,,,1872414.9,1103859.1,1779156.6,1033959.5,1757394.9,891190.25,
160,99.04405476183655,0.80254847,,,,,,,,,,,400863.94,147274.69,379504.9,608005.5,906046.0,597073.5,
189,99.04407173435227,1.046487,,,,,,,,,,,686383.7,392015.84,3049069.8,1402804.0,3054465.0,4737018.5,
3993,99.51210169615854,10.495893,,,,139,,,,,,,1918245.8,2272627.0,2404135.5,2782821.0,2768946.2,2788131.0,
4025,99.53101425440826,10.591973,,,,102,,,,,,,4046493.2,3453225.5,2811547.2,3676578.0,3932522.0,3003663.8,
815,100.07561359159148,5.052687,,,,,,,,,,,150839.81,49040.22,224206.62,46331.312,208573.0,216676.3,
150,100.0756557051755,0.6783466,,,,,,,,,,,389319.88,622747.56,316499.34,171632.02,436648.8,233799.53,
203,100.07568690846598,1.383228,,,,,,,,,,,1827964.0,922791.06,1435106.6,1228116.4,1059213.9,2540221.0,
220,100.07570345528734,1.9300696,,,,238,,,,,,,2670807.8,4264259.0,6365533.0,5116825.5,4015064.2,3631473.8,
113,101.02331106648664,0.57179487,,,,,,,,,,,279567.28,426355.2,255343.34,314066.97,309588.2,274371.53,
137,101.02331945218423,0.63575244,,,,,,,,,,,318269.84,1021408.56,1146551.5,1822234.2,614715.0,2409699.5,
3879,101.0708616849418,10.145151,,,,,,,,,,,5692269.0,4487881.0,2.9646154E7,1.6139107E7,5905284.0,2.2468838E7,
3746,101.0709024583047,9.426072,,,,,,,,,,,7673006.5,1104283.9,6036377.0,4899549.0,3.5353908E7,1073107.2,
3529,101.07092005495441,8.587703,,,,,,,,,,,1.694504E7,2563284.8,6591770.0,1512781.6,1.4964307E7,1.1841044E7,
4017,102.03373356724684,10.58196,,,,102,,,,,,,5.3279748E7,7.1427336E7,6.507601E7,7.091512E7,5.2023856E7,7.594585E7,
1055,102.05490374189232,5.5291944,,,,,,,,,,,211434.11,103265.04,262312.53,23591.97,449589.66,49133.184,
47,102.05491181225614,0.37159178,,,,140,5,[M-H2O+H]+,,2,47;35,119.05816,9157885.0,1.7170626E7,1.0745422E7,1.8983548E7,1.0548868E7,2.0906178E7,
237,102.09137470789175,2.1383402,,,,,,,,,,,44052.39,162345.77,148235.6,249705.94,537449.56,496745.84,
271,102.09139822680474,2.485786,,,,,,,,,,,595563.7,233752.23,317410.4,101905.27,609537.6,393401.56,
4016,102.53531743445491,10.579514,,,,102,,,,,,,4612897.0,6211205.0,5659233.5,6217969.0,4506148.5,6530877.0,
4026,104.03008476858865,10.583734,,,,102,,,,,,,105636.35,1819011.1,1616934.4,1842913.9,518383.1,1918573.0,
30,104.10689946621424,0.36043,,,,140,,,,,,,1.171182E7,1.4574177E7,1.6158125E7,1.6930098E7,1.6580157E7,1.907283E7,
198,104.10694301691416,1.3011276,,,,,,,,,,,520739.94,462090.22,99206.734,538288.06,279663.2,302171.1,
184,104.10697840073742,1.0149189,,,,,,,,,,,284975.72,471914.88,220000.03,432185.06,273385.38,136408.47,
340,104.10700547008524,2.9823143,,,,,,,,,,,35360.496,307749.94,128630.82,408156.84,142976.45,132854.89,
829,105.06980116288916,5.077974,,,,230,,,,,,,634306.06,381324.7,548029.6,421204.03,800392.5,551300.4,
423,105.06993633090508,3.4475343,,,,210,,,,,,,1133641.8,756013.2,505607.03,906539.5,468740.3,678950.25,
481,109.10122070210416,3.7219007,,,,,,,,,,,1005470.6,1055659.8,1505967.6,638598.06,1426686.9,2088738.0,
3980,110.01988109828336,10.446324,,,,,,,,,,,626904.2,1522368.8,1953198.1,2464466.2,1058970.0,2388175.2,
4055,110.01990315736862,10.799338,,,,,,,,,,,6779820.0,3757836.8,1080193.5,847365.0,1.1582308E7,1005383.9,
127,110.0600104604482,0.56018484,,,,,,,,,,,410188.25,351661.8,423980.5,551850.2,381068.4,554578.9,
146,110.06001778578457,0.62439245,,,,,,,,,,,189867.94,87881.71,190563.62,408868.97,201154.73,382984.2,
3987,111.02006521483645,10.469884,,,,139,,,,,,,1.9584676E7,1.9743428E7,1.8502238E7,2.1485298E7,2.235215E7,2.1175864E7,
4010,111.03893887372574,10.570542,,,,102,,,,,,,8059868.5,7546113.5,8984664.0,7301215.5,8474894.0,6853841.5,
3989,111.52167635111374,10.483945,,,,139,,,,,,,1589829.1,1598786.9,1548372.9,1787680.5,1818749.4,1740335.0,
3988,112.01772074340975,10.469884,,,,139,,,,,,,7628304.0,7634230.5,7204179.5,8401614.0,8704219.0,8282304.0,
109,113.03448426703035,0.490342,,,,,,,,,,,232993.08,260448.14,241776.95,1595584.1,46034.617,1666325.0,
147,113.03449564784773,0.645168,,,,,,,,,,,49817.87,23483.861,50237.43,45979.258,47169.793,417408.72,
246,113.0597067230563,2.213068,,,,,,,,,,,991029.2,939917.1,697203.3,1186657.2,893760.75,1426653.4,
3309,113.13231963033478,8.293727,,,,,,,,,,,374318.62,232413.73,264386.16,338406.6,346490.56,263525.97,
4097,113.96355861548096,11.030932,,,,,,,,,,,965213.4,444163.3,640438.0,137758.75,6369035.0,612690.0,
259,114.0913842842955,2.3952954,,,,131,,,,,,,867139.75,860504.0,955204.2,919096.6,939661.3,985268.3,
304,114.09139538039852,2.721465,,,,117,,,,,,,276476.16,420678.3,481392.2,299762.2,370253.4,754107.2,
58,116.0705722744433,0.37382683,,,,140,,,,,,,1819759.5,2054213.0,1864207.0,2547361.8,1643655.8,3396334.2,
256,116.07059671769339,2.3536978,,,,60,,,,,,,716652.8,572584.44,343098.7,714457.25,299333.34,413963.75,
388,116.07060480512412,3.2188675,,,,159,,,,,,,192322.58,154219.67,197327.83,187160.02,178495.88,223292.08,
474,118.06512041013262,3.691989,,,,19,,,,,,,166959.31,270087.6,212854.53,251336.69,318718.03,269606.9,
390,118.06513698165243,3.240184,,,,201,,,,,,,1153877.1,1021910.06,1255518.8,1263414.4,1236818.2,1505030.2,
1220,118.08611499306738,5.7469306,,,,221,,,,,,,251289.69,1329763.4,323205.97,1347662.4,614315.56,2316986.8,
1479,118.08611913559044,6.1407833,,,,,,,,,,,1075949.4,3897959.8,1828325.4,3690022.0,1511942.6,5818617.5,
1578,118.0861236290902,6.251148,,,,,,,,,,,159855.97,962190.4,910350.75,1500429.9,86546.305,2849019.2,
1285,118.08612783605089,5.85212,,,,,,,,,,,504606.16,392219.1,855711.44,670422.3,904875.4,912850.9,
1394,118.08613730398788,6.0453935,,,,189,,,,,,,2514801.5,1543369.2,5307253.5,1199672.0,2421380.5,2087644.4,
1128,118.08614569533836,5.636127,,,,221,,,,,,,1221195.2,734450.56,1958781.1,522026.62,2052951.6,1057322.6,
49,118.08620152611012,0.37159768,,,,140,8,[M+H]+,,2,40;49,117.07886,7.089019E7,6.630726E7,7.65521E7,7.245137E7,6.754966E7,8.718037E7,
166,118.08620183733147,0.8265868,,,,,,,,,,,200445.55,280165.0,750713.9,972655.3,648745.06,463954.66,
183,118.08621820887346,0.9880163,,,,,,,,,,,111654.945,205976.42,425478.75,141485.48,414044.8,218710.66,
3884,118.12245632125017,10.163049,,,,,,,,,,,414159.4,1778215.0,1706391.4,572405.9,1819943.4,1259227.4,
59,118.12246598063543,0.37382784,,,,140,,,,,,,1269029.6,1416717.5,1694848.1,1535563.6,1736657.8,2344367.5,
578,119.0855259598356,4.3500476,,,,,,,,,,,234551.97,124040.195,174389.56,133651.97,246850.69,202515.12,
476,119.08556529806054,3.692858,,,,19,,,,,,,472886.75,491789.03,539103.44,590369.06,497753.34,673829.6,
53,119.0895329233549,0.37159768,,,,140,,,,,,,3889314.0,3607854.0,4161405.5,3894367.0,3386403.0,4747620.5,
913,120.0443229941643,5.2580585,,,,126,,,,,,,284341.88,301775.28,370352.97,323671.22,527519.0,465048.2,
534,120.04440255323829,4.108374,,,,51,,,,,,,229932.44,207410.1,280651.4,224474.22,268647.5,353939.78,
352,120.04443504429923,3.0478134,,,,112,,,,,,,364891.72,328594.62,380423.9,406733.34,319076.8,503610.78,
416,120.04446230107516,3.4097412,,,,88,,,,,,,122393.21,153315.83,153942.44,162695.45,134087.66,216296.86,
302,120.0444632775477,2.721323,,,,117,,,,,,,5161419.0,4794829.5,5004904.0,6084116.5,4230187.5,6845661.0,
48,120.06541243382266,0.37159178,,,,140,5,[M+H]+,,2,48;35,119.05816,3.988289E7,7.915255E7,4.7746052E7,8.712859E7,4.6977732E7,9.682805E7,
1126,120.06546445116528,5.559265,,,,207,,,,,,,1114900.8,1254663.0,1474262.1,1071309.0,2140442.5,1147173.4,
341,120.06556215060043,2.9862225,,,,,,,,,,,172290.45,194944.8,212665.36,47559.42,375955.56,343337.8,
272,120.06557077655316,2.471842,,,,,,,,,,,181373.62,107743.2,279271.22,117644.945,246329.25,81279.695,
206,120.08076120441808,1.3962096,,,,106,,,,,,,5863094.0,4766626.0,5442360.0,6295421.5,4128007.5,6730955.5,
294,120.08077081937533,2.6176631,,,,,,,,,,,148672.34,141420.27,109332.06,105538.6,52580.52,133940.73,
366,120.08079178993522,3.11959,,,,150,25,[M-2H2O+H]+,,2,364;366,155.09468,140879.6,104872.75,253951.78,191233.67,122583.234,213061.67,
338,120.0807980539472,2.969166,,,,228,,,,,,,99097.09,108383.09,191292.38,96166.77,81635.09,163887.17,
276,120.08081164527056,2.5366576,,,,,,,,,,,192191.98,163461.9,294992.78,182573.19,137758.36,218914.14,
3315,121.02827871378697,8.293676,,,,,,,,,,,414153.12,213433.27,288716.4,361310.8,377914.22,300422.78,
44,121.06870078251205,0.3708508,,,,140,,,,,,,1758654.4,3548592.2,2080312.8,3780724.8,2082673.0,4482422.5,
4011,122.54691180004528,10.570977,,,,102,,,,,,,2979831.5,3741086.0,3345956.8,3445592.5,2934779.2,3651481.5,
126,123.05519091925588,0.579208,,,,27,,,,,,,731174.4,1481536.6,1411358.4,1838741.4,746614.1,2212800.0,
55,123.09148991872644,0.37308934,,,,140,15,[M-2H2O+NH4]+,,2,79;55,141.07817,1261783.0,1438560.1,897760.75,1817052.6,1221976.1,1528842.6,
308,123.09166026207869,2.756297,,,,242,,,,,,,56060.99,39937.273,59748.47,68218.78,36566.47,83690.19,
120,124.0392490451941,0.5240709,,,,208,,,,,,,5572123.0,5732873.0,5888205.0,6981586.0,4876697.0,9276942.0,
558,125.09613294211398,4.2380123,,,,92,,,,,,,128650.52,88516.06,103158.47,86851.35,140746.8,148828.94,
422,125.09614931744382,3.4467084,,,,210,,,,,,,406061.2,275979.06,750686.5,377297.72,704276.4,810012.25,
4019,125.98604936473453,10.585521,,,,102,,,,,,,1.345473E7,1.8624622E7,1.7448186E7,2.0959628E7,1.3598473E7,1.8582738E7,
161,127.0501727514662,0.8016301,,,,,,,,,,,370823.53,410533.16,348219.97,1764750.4,279286.22,2194909.2,
104,129.05449501774106,0.4200765,,,,,,,,,,,288252.2,193782.5,297758.3,897764.0,497622.56,1908428.9,
98,130.0497919827698,0.39340413,,,,140,,,,,,,953403.3,913724.56,1317404.8,1926384.6,1397566.4,2917626.0,
129,130.0498736080087,0.6004603,,,,27,,,,,,,2434349.5,3292127.8,3583396.0,2443031.8,1433342.2,3649429.0,
76,130.0861801408594,0.37906155,,,,140,,,,,,,1393448.5,2003840.4,1459038.9,2807794.8,1388921.6,3141108.0,
144,130.08627731545818,0.6137029,,,,,,,,,,,31134.592,56496.75,125876.15,151662.4,30300.307,488899.28,
3690,130.15896281717252,9.000333,,,,,,,,,,,230638.52,118742.56,158873.42,129863.22,325708.75,127252.79,
292,130.15911330108335,2.6395876,,,,,,,,,,,6600053.5,4275995.0,4918893.0,5273777.5,9189807.0,5968582.0,
52,132.10179003657066,0.3723407,,,,140,,,,,,,2202727.0,1993710.0,3212839.0,1829706.0,2698812.8,3029597.8,
1472,132.10179682112064,6.1270275,,,,,,,,,,,208990.73,1003274.2,1260933.9,670548.6,60874.1,226341.88,
1383,132.10181759243667,6.041096,,,,,,,,,,,733298.56,139360.4,548482.8,49007.04,569097.4,69077.25,
1581,132.10182967753275,6.3264575,,,,,,,,,,,0,53193.9,94559.07,627965.1,0,658537.94,
156,132.10188642030744,0.72972155,,,,233,,,,,,,3.6644156E7,3.7312884E7,3.445496E7,4.752587E7,2.4766044E7,4.8304904E7,
464,132.10193952869648,3.6848257,,,,19,,,,,,,793474.75,745271.2,1098460.0,782860.3,983847.9,1163673.8,
516,133.10122698360672,3.9690392,,,,,,,,,,,457875.1,249264.69,377099.4,464862.53,479246.16,492080.5,
468,137.09615664845063,3.6903963,,,,19,,,,,,,1289482.4,1408328.4,1463196.2,1672985.8,1307900.9,1766913.4,
303,138.05502816085092,2.7213945,,,,117,,,,,,,1245023.5,1306802.4,1360685.4,1693621.9,1049736.4,2089686.1,
260,138.05503410392717,2.3998044,,,,131,,,,,,,1343107.9,1325069.1,1205271.4,1661531.1,1136841.9,1643294.0,
3991,139.98767311885035,10.487436,,,,139,,,,,,,6711507.0,6696003.0,6374143.5,7451349.0,7981483.0,7219352.0,
152,140.06808728845564,0.71787304,,,,,,,,,,,91144.625,119052.69,247446.2,127604.27,164252.47,568663.7,
23,140.06809623293512,0.35009956,,,,140,1,[M+Na]+,,2,23;19,117.07885,3865539.0,4510479.5,3755418.2,3346540.0,3879634.2,4878080.5,
173,140.06814809909173,0.90572244,,,,,,,,,,,32982.727,308246.47,109807.81,73146.39,95034.5,180242.92,
182,140.06815677677577,0.96477723,,,,,,,,,,,32982.727,166469.36,118308.484,224978.75,92640.8,144225.77,
268,141.05467438912063,2.4521487,,,,,,,,,,,1327782.6,1133783.0,1410855.2,1529400.2,1285189.0,1671693.2,
3996,141.9831389981296,10.467048,,,,139,,,,,,,2513569.8,2534080.0,2451798.5,2831845.8,3041658.2,2771657.8,
35,142.04739412949957,0.36266854,,,,140,5,[M+Na]+,,4,48;47;35;37,119.05816,6774223.5,1.5717497E7,7308527.0,1.9147508E7,7544362.0,1.7904604E7,
20,142.94796773326107,0.3488659,,,,32,,,,,,,1111568.2,931492.75,1231804.1,967332.2,1080616.6,1021911.3,
2552,143.07013570688022,7.540746,,,,,,,,,,,31091.742,139732.22,163934.94,75194.65,364069.78,258201.28,
97,144.06543459316543,0.3897861,,,,,,,,,,,276718.4,371704.44,488552.66,523130.9,480853.66,978358.9,
135,144.06547992321865,0.63312954,,,,,,,,,,,536300.06,547144.94,435419.38,493880.25,456310.62,1080616.4,
214,144.06551500088037,1.5874305,,,,,,,,,,,163843.95,127187.42,108378.37,244964.9,153699.02,744917.44,
1470,144.10177930046996,6.164711,,,,,,,,,,,322762.88,418909.9,506841.06,218036.45,291017.03,259637.25,
74,144.1017977638707,0.37905803,,,,140,16,[M+H]+,,2,90;74,143.09444,1.8263902E7,1.9790472E7,1.4162424E7,2.1221806E7,1.7015552E7,1.5649159E7,
155,144.1018783092695,0.7291684,,,,,,,,,,,92242.516,33150.188,45672.52,43001.54,74007.01,34147.594,
3818,144.98199305196664,9.835897,,,,,,,,,,,8183680.0,4929074.0,7030929.5,1065255.6,198895.5,960986.0,
3611,144.98201831927955,8.763269,,,,,,,,,,,964748.4,353543.22,388952.62,312834.78,986866.2,231854.94,
3747,144.98205289797923,9.445869,,,,,,,,,,,1277537.4,543489.5,1430686.4,932506.75,9819159.0,830896.6,
3518,144.98208967483006,8.579818,,,,,,,,,,,1278420.2,1026096.2,1097611.2,494067.7,1567216.4,494369.56,
4104,145.03509522010768,11.323632,,,,,,,,,,,2252824.2,685381.3,880739.3,188612.88,7039955.5,396996.4,
317,146.0600926887999,2.8225877,,,,,,,,,,,53726.887,53551.91,103843.66,80939.66,68964.91,155154.98,
398,146.06009798573965,3.2677815,,,,218,,,,,,,540554.3,556153.5,694958.94,626513.0,653712.44,935134.75,
253,146.0601075051081,2.3417022,,,,204,,,,,,,1715363.6,1314486.2,1747175.2,1567747.6,1554936.9,2389945.0,
125,146.08107067138926,0.5065898,,,,,,,,,,,247684.83,62494.83,98978.01,86580.98,68176.44,551307.5,
168,146.0811163344914,0.83075976,,,,,,,,,,,215839.83,145195.08,200965.69,26454.914,186725.77,752497.56,
255,146.11758876027844,2.3397007,,,,,,,,,,,836438.0,763112.9,729743.5,961486.4,433233.28,909392.75,
278,147.0553320923215,2.5478084,,,,,,,,,,,372391.4,335591.28,450535.5,410727.16,307169.8,639442.5,
486,147.0623088231945,3.7545307,,,,,,,,,,,176021.67,316823.22,613620.94,375293.03,459559.75,770493.1,
254,147.06334457261124,2.3438036,,,,,,,,,,,142223.38,96418.91,132523.7,118967.15,123318.22,160374.4,
108,147.06505146193115,0.41226056,,,,,,,,,,,184956.56,239996.66,406390.97,441324.3,519336.2,2125844.8,
567,147.1167954172413,4.332292,,,,166,,,,,,,482909.1,374109.25,682256.0,475174.2,797798.3,756832.06,
357,148.03933865329563,3.0477607,,,,112,,,,,,,451644.56,394056.3,505776.2,461016.6,390358.6,640296.5,
68,148.0602808950007,0.37679693,,,,140,,,,,,,680973.0,1056224.2,914312.4,1218444.0,850036.9,1492205.5,
3619,149.02320350317868,8.81586,,,,,,,,,,,226663.97,0,0,0,0,0,
3313,149.02321865180005,8.291314,,,,7,,,,,,,1.4981047E7,9550607.0,1.0863961E7,1.3923507E7,1.4196931E7,1.1103219E7,
811,149.02326997327484,5.04337,,,,142,,,,,,,473296.03,462914.3,438103.16,432736.72,455538.22,439395.0,
1654,149.0232892260682,6.505696,,,,156,,,,,,,1105053.8,1026134.44,426658.53,1044187.0,556806.44,472996.94,
1697,149.02329686211058,6.548248,,,,22,,,,,,,1732689.1,1637894.1,1215233.9,1752461.8,1423808.9,1433153.4,
631,149.0233016941357,4.5783095,,,,170,,,,,,,210807.12,180325.39,210556.33,205304.94,215517.27,237936.22,
1195,149.0595871274886,5.703302,,,,81,,,,,,,798824.1,670105.5,742060.94,698610.44,713555.5,837302.94,
480,149.05974467334417,3.720307,,,,85,,,,,,,347816.28,319493.9,291611.22,340826.47,361902.97,311566.97,
4006,151.03501245071325,10.531034,,,,,,,,,,,360638.4,415082.97,247112.97,645166.06,182013.78,930752.0,
69,152.07054517268463,0.37681362,,,,140,,,,,,,876239.94,685836.4,730016.4,1017073.7,905523.0,1106735.8,
132,152.07055476699514,0.6233581,,,,82,,,,,,,1929598.0,1483536.4,1427478.5,2310888.8,1746212.8,2375072.8,
296,152.07066155193272,2.6816015,,,,,,,,,,,310341.7,298435.3,281138.44,397104.2,265257.6,421932.6,
252,152.07066549767242,2.3327672,,,,204,,,,,,,241448.1,203547.61,177837.22,263779.25,196566.61,283627.88,
4021,154.00470683823278,10.570011,,,,,,,,,,,336750.22,456279.12,510748.4,484292.1,240656.1,1123257.5,
4041,154.99000060587417,10.791379,,,,,,,,,,,1115621.5,724687.4,658901.0,670788.6,6489062.5,347166.06,
4067,154.9900097186966,10.859172,,,,,,,,,,,3675567.8,813230.1,647018.9,862577.94,2072444.0,238887.48,
420,155.05979253793953,3.4458725,,,,210,,,,,,,335430.12,475861.12,730358.94,498361.38,578017.7,902806.06,
470,155.10666894836518,3.6911612,,,,19,,,,,,,693214.7,782516.75,935151.25,888040.9,816249.8,1291819.2,
373,155.10668128239558,3.1449506,,,,,,,,,,,252799.97,231979.27,278884.72,245672.19,241891.12,212962.48,
19,156.04198234663784,0.34861693,,,,140,1,[M+K]+,,2,23;19,117.07885,1138865.1,1322284.8,1144082.0,1690467.8,955123.75,1239725.2,
188,156.04207377327202,0.99461764,,,,,,,,,,,20340.018,143983.88,101673.86,149109.58,50380.02,102046.414,
3992,156.99040622838228,10.489912,,,,139,,,,,,,2388489.8,2665753.2,2439864.5,2929233.5,2830771.8,2722308.2,
385,157.17000606845494,3.241314,,,,,,,,,,,365219.9,159186.53,193646.56,146442.2,534913.06,199503.67,
37,158.02130441560396,0.3604332,,,,140,5,[M+K]+,,2,35;37,119.05816,157335.84,459487.28,75734.266,576143.6,139098.61,415854.4,
87,158.08107746424096,0.38280177,,,,140,,,,,,,4585217.5,4857998.5,3615624.8,5663777.5,4120147.8,5277337.0,
213,158.08116322540167,1.6012834,,,,,,,,,,,1336072.0,1306815.8,742469.75,1791463.4,961438.9,1025758.5,
719,158.1538220167329,4.8079934,,,,198,,,,,,,549537.06,439409.38,446108.4,426022.44,743670.6,423607.22,
1175,158.15383611305603,5.682118,,,,237,,,,,,,228571.95,306848.78,215500.5,419173.9,148084.52,278507.88,
80,158.15383945080606,0.37982225,,,,140,17,[M+NH4]+,,2,80;78,140.12038,211709.16,203317.12,199097.39,215805.89,292776.1,244680.98,
667,158.15386071211776,4.689899,,,,,,,,,,,132922.34,143776.8,117298.63,162390.69,141182.02,145700.34,
139,158.1539012749621,0.6523068,,,,165,,,,,,,264724.56,300783.94,268804.97,379249.47,326091.22,384179.47,
348,158.1539998703008,3.0064447,,,,,,,,,,,162449.16,155293.53,178150.61,202584.31,189229.38,222035.4,
469,161.05980993129467,3.6919925,,,,19,,,,,,,342462.75,526930.4,437929.16,571711.25,313352.66,536366.44,
461,161.09612636875946,3.6816142,,,,19,,,,,,,2130427.2,1640450.4,1904114.8,1636803.0,1109612.1,2924196.5,
261,162.05498778846928,2.3998287,,,,131,,,,,,,273825.66,225617.27,318521.78,279824.3,214215.27,369851.12,
380,162.0550131735342,3.1936066,,,,197,,,,,,,483267.84,460650.78,669065.0,519828.06,645362.75,898605.9,
415,162.0550585581753,3.4033203,,,,88,,,,,,,59695.867,91106.086,92727.664,116955.06,75684.93,181618.22,
95,162.07596803405423,0.3873316,,,,,,,,,,,59759.2,232610.98,132364.42,923136.75,226573.23,1076026.1,
138,162.0760299553104,0.63312954,,,,,,,,,,,575523.7,650666.56,567362.3,761663.44,457672.53,1025428.7,
29,162.11232851555323,0.35895848,,,,140,,,,,,,9976348.0,9849566.0,1.0028105E7,1.0449644E7,7624724.0,1.1096514E7,
1598,163.0752716159146,6.372471,,,,181,,,,,,,1389580.8,980145.75,1242668.4,1063455.4,1614675.2,1190153.6,
611,163.07530387210167,4.541014,,,,182,,,,,,,389905.12,297291.03,251017.64,320114.8,298894.97,251253.16,
459,163.0753615670396,3.672289,,,,,,,,,,,286468.56,155700.86,226222.39,132394.33,236294.12,448844.3,
24,164.02923248592523,0.3500978,,,,140,2,[M+Na]+,,2,24;21,141.04002,3231659.5,3693597.5,2472285.2,3803598.5,3110532.5,3220852.8,
307,164.07064356886875,2.7518742,,,,242,,,,,,,341586.53,301540.9,318186.94,370130.5,312777.84,401214.9,
391,164.07064640297185,3.240184,,,,201,,,,,,,1066785.5,1015095.0,1144297.4,1298654.5,1151270.8,1476354.1,
376,164.10708244047214,3.1513054,,,,125,27,[M-H2O+NH4]+,,2,376;378,164.08382,292499.5,138836.23,127849.516,135838.02,180620.66,169458.56,
426,164.107110993411,3.4483843,,,,210,,,,,,,3382114.2,2579515.5,1572277.9,2966584.2,1443351.8,2110773.2,
10,164.92062850589076,0.32389382,,,,,,,,,,,163524.83,129796.12,221881.17,89134.74,256169.89,201517.48,
13,164.92986200354386,0.33408058,,,,,,,,,,,1012975.9,743371.44,928154.9,870205.75,856734.2,814449.56,
103,165.0756596672492,0.42258343,,,,140,,,,,,,650950.1,1175469.1,747008.3,2597601.2,1124374.0,3839355.0,
3626,165.090857364468,8.821799,,,,54,,,,,,,295524.0,54105.047,139343.14,42622.45,389554.66,20791.535,
471,165.09105750173484,3.6911612,,,,19,,,,,,,649238.6,731500.25,737468.5,851017.0,641386.8,924745.44,
378,165.0910960723227,3.1522286,,,,125,27,[M+H]+,,2,376;378,164.08382,254188.47,154912.42,134783.97,179146.73,190543.08,221771.56,
568,165.12741005574196,4.333168,,,,166,,,,,,,583122.44,491697.62,864949.3,609915.56,988654.0,994105.25,
