row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-211-C3-b_Run149.mzML Peak area,NEG_D5-211-C3-c_Run152.mzML Peak area,NEG_D5-211-C3-a_Run146.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
711,111.52175033211928,10.373242,,,,22,,,,,,,0,0,0,6787262.5,6691522.5,6880642.5,
718,112.01780929944148,10.376733,,,,22,,,,,,,0,0,0,3.1093494E7,3.0950596E7,3.1442178E7,
719,112.51954674807037,10.376733,,,,22,,,,,,,0,0,0,2206800.8,2166385.2,2212751.0,
650,112.98565037114513,10.213319,,,,4,,,,,,,2.0493804E7,1.6818834E7,1.7264364E7,0,0,0,
720,113.0165646811618,10.376733,,,,22,,,,,,,0,0,0,4348225.0,4360230.5,4455318.5,
574,113.92620037572851,8.962447,,,,40,,,,,,,2.1316692E7,2.1147826E7,2.1334136E7,0,0,0,
687,113.96356150237007,10.333573,,,,22,,,,,,,0,0,0,7057517.0,8225338.5,7176085.0,
5,113.96375415370755,0.036781892,,,,0,,,,,,,0,0,0,2782697.0,2728314.8,2835497.2,
11,113.9637673008137,0.3232884,,,,3,,,,,,,0,0,0,2057201.1,1645683.8,2389126.8,
708,114.01646631772753,10.371555,,,,22,,,,,,,0,0,0,1105818.0,1043150.6,1113333.8,
559,114.93403880700951,8.953705,,,,40,,,,,,,5469987.0,5732924.0,5327160.0,0,0,0,
417,114.93404113930539,7.878573,,,,7,,,,,,,2027686.9,1894282.2,2118586.2,0,0,0,
575,115.9206573234875,8.962447,,,,40,,,,,,,3.6365232E8,3.997292E8,4.0223184E8,0,0,0,
728,115.96396473687366,10.383458,,,,22,,,,,,,0,0,0,2001137.5,2156360.2,2425267.5,
394,116.92841481686513,7.875334,,,,7,,,,,,,3.85438E7,3.575315E7,4.050046E7,0,0,0,
13,116.97193839527108,0.32510504,,,,,,,,,,,0,0,0,983248.2,593772.5,930963.44,
21,117.01928242860875,0.6834646,,,,,,,,,,,3017475.0,4149555.8,4694477.5,0,0,0,
395,117.9285249616296,7.875334,,,,7,,,,,,,4464483.5,4131375.0,4663169.0,0,0,0,
135,118.06509208309906,5.675162,,,,17,,,,,,,0,0,0,1088992.5,832281.06,1140044.9,
552,118.8995282891977,8.948646,,,,,,,,,,,1897776.2,497390.8,1970429.4,0,0,0,
476,118.8995433301618,8.348155,,,,,,,,,,,1350145.9,623446.9,1439682.9,0,0,0,
349,118.92402259491801,7.7723603,,,,35,,,,,,,1067268.2,1071374.4,1041955.56,0,0,0,
396,118.92402365266946,7.875334,,,,7,,,,,,,654059.94,592942.6,654128.94,0,0,0,
471,118.92406939733763,8.305678,,,,,,,,,,,135199.4,31689.703,169514.17,0,0,0,
669,118.92407905920071,10.272504,,,,,,,,,,,553013.44,522137.53,557984.3,0,0,0,
561,118.9266727921904,8.953705,,,,40,,,,,,,3005887.0,3093536.2,2934972.2,0,0,0,
339,118.92667525777313,7.7723603,,,,,,,,,,,407085.12,644127.0,386990.06,0,0,0,
397,118.92667976015723,7.875334,,,,7,,,,,,,809463.94,1048212.4,828325.94,0,0,0,
172,119.08557721730396,6.1017194,,,,53,,,,,,,0,0,0,2233152.8,1330526.4,1468033.6,
565,119.94675411041061,8.964191,,,,,,,,,,,1048726.0,1013546.1,1119535.5,0,0,0,
507,119.94679287722666,8.578125,,,,,,,,,,,5486129.0,5505316.5,5562532.5,0,0,0,
37,120.04446351096699,2.8335507,,,,11,,,,,,,0,0,0,2504766.0,2561646.0,2225040.0,
732,123.90197394499607,10.4120035,,,,49,,,,,,,1873688.8,2057761.1,1842878.0,0,0,0,
596,124.99666810236776,8.969434,,,,40,,,,,,,1290859.0,1214112.4,1500401.1,0,0,0,
757,125.98618990855489,10.497533,,,,44,,,,,,,0,0,0,2.1710632E7,2.3375738E7,2.2511954E7,
18,128.95081370508464,0.4231714,,,,,,,,,,,0,0,0,2565770.5,2388062.0,2683212.5,
593,129.97561101923858,8.967687,,,,40,,,,,,,1215585.5,1059529.5,1714280.5,0,0,0,
731,130.52164045572985,10.41111,,,,22,,,,,,,0,0,0,2255533.8,2379528.2,2290723.8,
712,131.53348820498582,10.373242,,,,22,,,,,,,0,0,0,6902001.0,6743107.5,7144073.5,
301,131.53357256762453,7.6078906,,,,,,,,,,,0,0,0,2525547.2,989279.8,2123222.5,
584,132.86772535414022,8.965942,,,,40,,,,,,,1356595.0,1741391.5,1685946.0,0,0,0,
522,132.86772991676048,8.686803,,,,,,,,,,,2264768.0,1041251.0,2192541.2,0,0,0,
640,132.86776315108412,10.170911,,,,,,,,,,,651075.6,936739.6,979503.44,0,0,0,
734,132.86780696063826,10.417356,,,,49,,,,,,,5408361.0,5295221.5,5435049.5,0,0,0,
458,132.90006658423798,8.219626,,,,20,,,,,,,229580.17,250712.92,264602.16,0,0,0,
424,132.90008150746382,7.8855534,,,,7,,,,,,,224690.08,211747.0,236777.6,0,0,0,
568,132.90008140034195,8.960678,,,,40,,,,,,,2864285.2,2893285.0,2411127.8,0,0,0,
478,132.90010659736768,8.365834,,,,,,,,,,,160947.55,247633.8,729048.0,0,0,0,
577,132.92333368038004,8.964191,,,,40,,,,,,,1.74424E7,1.7677764E7,1.7067432E7,0,0,0,
583,134.86495733668062,8.965932,,,,40,,,,,,,1057254.1,807809.25,1086478.0,0,0,0,
526,134.8649885818419,8.692185,,,,,,,,,,,519512.34,392819.0,1290516.8,0,0,0,
641,134.86506828284624,10.175874,,,,,,,,,,,478350.97,430108.88,447755.75,0,0,0,
735,134.86543120858428,10.417356,,,,49,,,,,,,5531741.0,5374994.0,5539104.0,0,0,0,
460,134.8945186145748,8.22141,,,,20,,,,,,,5478877.0,5934874.5,6135408.0,0,0,0,
569,134.89453526551506,8.960678,,,,40,,,,,,,5.673456E7,5.602365E7,4.9193296E7,0,0,0,
413,134.89454288304717,7.8770785,,,,7,,,,,,,4547528.0,4170825.8,4900935.5,0,0,0,
479,134.89455606115462,8.364087,,,,,,,,,,,5825681.5,8096004.0,1.2348816E7,0,0,0,
597,135.97080952920703,8.969434,,,,40,,,,,,,713434.8,953542.3,833710.4,0,0,0,
517,135.97082391207456,8.650009,,,,1,,,,,,,1049666.9,848408.1,1136695.9,0,0,0,
492,136.02163129293106,8.420563,,,,,,,,,,,0,0,0,4750310.0,4908357.5,4705572.0,
27,136.03948262867408,1.7421871,,,,50,,,,,,,0,0,0,2152909.8,2348383.2,4251467.5,
733,136.86283220416385,10.41557,,,,49,,,,,,,1687303.6,1656653.8,1699706.1,0,0,0,
38,138.05508238892747,2.8335507,,,,11,,,,,,,0,0,0,699165.94,729429.0,635383.44,
24,138.0550898729762,1.6896406,,,,,,,,,,,0,0,0,2189070.2,2169571.0,3493681.5,
683,138.99532350947152,10.331832,,,,22,,,,,,,0,0,0,4422416.5,4209994.0,4454389.5,
761,139.01789108739703,10.520473,,,,44,,,,,,,0,0,0,1.0482867E7,1.0097925E7,1.011755E7,
558,139.94438488263845,8.951949,,,,40,,,,,,,4683799.0,5567640.5,6356060.5,0,0,0,
698,139.98787748072073,10.366261,,,,22,,,,,,,0,0,0,2.7495566E7,2.6880322E7,2.7274766E7,
668,140.0681798605458,10.248431,,,,,,,,,,,0,0,0,560391.5,659295.6,596098.6,
375,140.0682495941808,7.864448,,,,48,,,,,,,0,0,0,387615.97,367544.5,402318.38,
272,140.06827301154033,7.374964,,,,2,,,,,,,0,0,0,469224.88,415988.38,470809.44,
30,140.06828125057984,2.4381814,,,,,,,,,,,0,0,0,86922.38,43240.918,86683.18,
53,140.0682886495974,3.7444277,,,,,,,,,,,0,0,0,104845.33,70989.58,104798.42,
692,141.95852633580583,10.333577,,,,,,,,,,,0,0,0,2114861.0,1692146.6,1749764.6,
2,141.95872405827464,0.033175692,,,,0,,,,,,,0,0,0,8401688.0,1.1490568E7,1.0876501E7,
10,141.95873565848458,0.32146966,,,,3,,,,,,,0,0,0,1.4746755E7,8587854.0,5522232.0,
699,141.98332401921644,10.366261,,,,22,,,,,,,0,0,0,1.0441034E7,1.036238E7,1.0472705E7,
550,142.92879800434864,8.936096,,,,40,,,,,,,3719980.8,3969351.8,3925275.5,0,0,0,
7,143.9591174068542,0.31966692,,,,,,,,,,,0,0,0,490633.8,283899.4,840383.1,
1,143.95914080933593,0.03498261,,,,,,,,,,,0,0,0,91169.72,221170.83,248489.75,
701,143.9808681955501,10.368001,,,,22,,,,,,,0,0,0,1370583.1,1370528.0,1361345.8,
563,144.92329658731418,8.957401,,,,40,,,,,,,9.494184E7,9.358085E7,9.8620296E7,0,0,0,
639,144.98217381918678,10.175269,,,,24,,,,,,,0,0,0,7507640.0,2.1425664E7,1.5264123E7,
774,145.03525844783022,10.941455,,,,,,,,,,,0,0,0,9413920.0,9211714.0,9322635.0,
585,146.96577059686965,8.965942,,,,40,,,,,,,3307646.2,2846818.8,3702608.0,0,0,0,
523,146.96578983562006,8.655365,,,,,,,,,,,2.554253E7,8084541.0,2.7563028E7,0,0,0,
508,146.96580730398594,8.60257,,,,,,,,,,,8400520.0,2.4370948E7,8861781.0,0,0,0,
637,146.9802866973623,10.167393,,,,24,,,,,,,0,0,0,3439236.0,9715590.0,3229767.8,
772,147.03088270169232,10.845201,,,,,,,,,,,0,0,0,5764449.0,5561993.0,5763578.5,
151,147.08046984462675,5.8316307,,,,29,,,,,,,0,0,0,295731.25,233216.47,255060.53,
173,147.08053055948304,6.1017194,,,,53,,,,,,,0,0,0,3.37832E7,2.0449328E7,2.2549684E7,
557,150.88934780243505,8.951936,,,,40,,,,,,,2927531.0,2827832.2,2695150.0,0,0,0,
484,150.88937128684867,8.360587,,,,,,,,,,,1983252.4,2096481.2,2350678.8,0,0,0,
693,152.99488280379987,10.343906,,,,22,,,,,,,0,0,0,1759399.0,1670331.0,1536843.1,
758,154.0049389944828,10.497665,,,,44,,,,,,,0,0,0,2515498.2,2444328.2,2517970.5,
26,154.04996796111053,1.7421814,,,,50,,,,,,,0,0,0,1008220.44,1111081.8,2011934.6,
689,154.99016772150532,10.33548,,,,22,,,,,,,0,0,0,3.06347E7,2.7373912E7,2.9119792E7,
725,156.9906075590908,10.378479,,,,22,,,,,,,0,0,0,7892164.0,7797681.0,7868386.5,
660,158.9640622870442,10.230295,,,,54,,,,,,,0,0,0,1906315.6,2624077.2,1869687.1,
727,158.9860313455945,10.381978,,,,22,,,,,,,0,0,0,3095836.5,3042893.8,3145120.2,
3,159.96921900056975,0.034979135,,,,0,,,,,,,0,0,0,4326045.5,4641526.5,4479709.5,
8,159.9692511474247,0.31784472,,,,3,,,,,,,0,0,0,4295066.0,4084891.5,5161697.0,
739,160.8420182977399,10.469348,,,,14,,,,,,,3404665.8,3292992.0,3463471.5,0,0,0,
533,161.91347552303594,8.786355,,,,,,,,,,,3759435.2,3576725.5,4039655.2,0,0,0,
740,162.8390375987979,10.469348,,,,14,,,,,,,3170068.0,3070601.0,3212198.5,0,0,0,
679,163.99046213743657,10.328528,,,,22,,,,,,,0,0,0,3114640.2,3112184.2,2318191.0,
741,164.83596677133298,10.471127,,,,14,,,,,,,913091.3,872044.1,927705.9,0,0,0,
742,164.92715850387202,10.474681,,,,22,,,,,,,1396613.0,1409306.8,1379550.9,0,0,0,
174,165.09111488084397,6.1017194,,,,53,,,,,,,0,0,0,1798361.6,1058426.0,1163049.0,
729,165.9829019781305,10.40416,,,,22,,,,,,,0,0,0,2999492.8,2994280.8,2786776.0,
759,167.01279109961246,10.499281,,,,44,,,,,,,0,0,0,4.570683E7,4.358381E7,4.469897E7,
756,168.0160719200217,10.4940405,,,,44,,,,,,,0,0,0,2426957.2,2303669.5,2340229.5,
680,169.97724299348775,10.328528,,,,22,,,,,,,0,0,0,2523196.0,2090951.4,2717459.5,
771,169.9773038008394,10.813591,,,,,,,,,,,0,0,0,4723972.0,1639406.1,1162215.4,
775,171.9929344546499,10.990345,,,,,,,,,,,0,0,0,5685771.0,5334411.0,5775479.0,
41,172.1332863110197,3.19013,,,,13,,,,,,,0,0,0,1000862.06,1050209.2,1013033.6,
676,172.95630883965146,10.326572,,,,22,,,,,,,0,0,0,7586959.5,7769538.0,7882801.0,
17,172.97716508604807,0.39007828,,,,,,,,,,,0,0,0,1540978.1,1454416.0,1527799.4,
677,174.9532930730195,10.326572,,,,22,,,,,,,0,0,0,1189366.0,1219012.0,1864198.0,
724,174.9563727668066,10.435464,,,,22,,,,,,,1.5933967E7,1.5372094E7,1.5789107E7,2453941.5,2511086.8,2466169.5,
4,176.98454022260958,0.034979135,,,,0,,,,,,,0,0,0,1022336.06,1047339.4,1035003.7,
9,176.98454962692904,0.3196551,,,,3,,,,,,,0,0,0,933284.5,913744.7,407455.72,
661,180.97288934994796,10.231169,,,,4,,,,,,,2442697.0,2139263.8,2276088.5,0,0,0,
773,180.9733049101627,10.891083,,,,,,,,,,,775668.2,534003.1,769808.5,0,0,0,
706,181.01436325547766,10.369756,,,,22,,,,,,,0,0,0,5250397.0,4991951.5,5315389.0,
678,182.98510562868194,10.328315,,,,22,,,,,,,0,0,0,1.9318986E7,1.8995584E7,1.9853678E7,
704,183.00977404215914,10.369751,,,,22,,,,,,,0,0,0,1992402.0,1869142.9,1988661.4,
555,183.93411814983537,8.950196,,,,40,,,,,,,2.050271E7,2.0206318E7,2.2187402E7,0,0,0,
481,183.93413883724392,8.39553,,,,,,,,,,,1220731.9,1223216.8,1633252.8,0,0,0,
768,184.002908729641,10.555592,,,,44,,,,,,,0,0,0,6825015.0,6884058.5,6564892.0,
705,184.98545751132562,10.369751,,,,22,,,,,,,0,0,0,8208764.0,8216978.5,8527034.0,
703,186.98088741042093,10.36975,,,,22,,,,,,,0,0,0,3197577.0,3141608.2,3281207.2,
15,186.98101435825677,0.32146966,,,,,,,,,,,0,0,0,146788.0,177004.67,190878.4,
769,191.94621439234922,10.558198,,,,,,,,,,,2573854.2,2399513.8,2283619.5,0,0,0,
243,192.92863088992476,7.3081565,,,,,,,,,,,176279.84,148223.5,135561.39,0,0,0,
297,192.928634065465,7.5889072,,,,,,,,,,,345804.38,152713.28,182634.11,0,0,0,
321,192.9286342985406,7.71052,,,,,,,,,,,92615.29,664492.1,105922.266,0,0,0,
694,192.92868428847865,10.353229,,,,,,,,,,,960962.5,979364.25,947237.56,0,0,0,
42,194.11530587325248,3.19013,,,,13,,,,,,,0,0,0,5608868.5,5550690.0,5752086.5,
130,195.10164424140734,5.6147423,,,,42,,,,,,,0,0,0,753661.0,763165.75,792258.3,
497,195.81075072698442,8.507752,,,,52,,,,,,,6694076.0,7106788.5,7711677.0,0,0,0,
743,195.8108032348147,10.474681,,,,22,,,,,,,361203.88,377421.53,366519.47,0,0,0,
690,196.01669460133292,10.33548,,,,22,,,,,,,0,0,0,1538541.5,1588109.5,1608647.9,
496,197.80778553467533,8.500514,,,,52,,,,,,,8437828.0,9529910.0,1.0393693E7,0,0,0,
744,197.80785361386256,10.474681,,,,22,,,,,,,469223.75,493336.03,472165.5,0,0,0,
494,199.80484441816452,8.493518,,,,52,,,,,,,3937943.2,4455777.0,4556193.5,0,0,0,
745,199.80489696734193,10.474681,,,,22,,,,,,,208282.8,216157.6,214914.02,0,0,0,
551,199.92908118403636,8.943605,,,,40,,,,,,,1565337.6,2515581.0,2527407.8,0,0,0,
483,199.92910336763146,8.339264,,,,,,,,,,,231840.94,353171.84,496694.16,0,0,0,
612,200.85867676027837,9.069942,,,,,,,,,,,710732.6,1298242.0,744422.44,0,0,0,
541,200.85867707571597,8.860251,,,,40,,,,,,,3521051.2,3712259.8,3432972.2,0,0,0,
49,201.05962880800863,3.6546624,,,,,,,,,,,0,0,0,150574.69,183206.77,383144.03,
762,201.9756361012609,10.522572,,,,44,,,,,,,0,0,0,910274.3,894870.0,944537.5,
529,201.97567951600092,8.724799,,,,,,,,,,,0,0,0,1094939.9,1050704.6,1111101.2,
16,202.18023437985713,0.3863978,,,,,,,,,,,0,0,0,965623.06,828940.25,840620.8,
22,202.18024112306998,0.7063114,,,,,,,,,,,0,0,0,221008.98,183787.23,170202.81,
113,203.06203052001558,5.280399,,,,,,,,,,,0,0,0,289328.8,368459.94,399944.6,
66,203.06207471263846,3.9052315,,,,,,,,,,,0,0,0,175056.88,159196.42,221874.0,
675,205.0170545757708,10.323266,,,,22,,,,,,,0,0,0,6269994.5,6009908.0,6322871.5,
746,205.83960055397688,10.474681,,,,22,,,,,,,1280588.0,1303438.4,1295633.8,0,0,0,
696,207.0174361777268,10.362767,,,,22,,,,,,,0,0,0,5852630.0,5736909.5,5721414.5,
747,207.83662742880452,10.474681,,,,22,,,,,,,1194475.4,1238086.0,1218273.1,0,0,0,
751,208.03925482574527,10.485463,,,,44,,,,,,,0,0,0,2890163.0,2781455.0,2846321.0,
697,209.01285151800357,10.362767,,,,22,,,,,,,0,0,0,2227056.2,2168588.8,2182367.2,
141,211.0754024069105,5.67697,,,,17,,,,,,,0,0,0,1541299.8,1131671.8,1620104.2,
85,211.97068427871758,4.687585,,,,33,,,,,,,0,0,0,4098365.8,3885960.8,4073209.0,
674,213.9827467290967,10.323082,,,,22,,,,,,,0,0,0,3004029.2,2954334.5,2121385.2,
512,213.98289257339138,8.583336,,,,,,,,,,,0,0,0,1185502.4,1994470.4,997182.8,
376,213.9829245018706,7.873421,,,,,,,,,,,0,0,0,1027605.4,1919399.9,1473685.1,
722,215.9837084943381,10.376728,,,,22,,,,,,,0,0,0,1538013.6,1490980.4,1537714.2,
646,216.92269153934384,10.203182,,,,54,,,,,,,0,0,0,2452230.2,3525483.2,1746166.8,
45,217.0421449317126,3.5230534,,,,,,,,,,,974535.7,1102772.1,1107309.1,0,0,0,
184,217.0421936919199,6.105944,,,,,,,,,,,607718.75,640214.7,636316.0,0,0,0,
29,217.10472265837234,2.2417057,,,,,,,,,,,0,0,0,1119584.6,873157.44,874888.25,
35,217.10711657549123,2.7953131,,,,,,,,,,,0,0,0,251867.11,302399.5,562677.25,
50,217.10713089419266,3.6564724,,,,,,,,,,,0,0,0,96024.46,123977.27,165238.33,
57,217.10721273558502,3.8454866,,,,,,,,,,,0,0,0,56348.49,77007.41,150358.2,
518,218.9859563980411,8.65676,,,,1,,,,,,,2688560.5,2719116.0,2824056.0,0,0,0,
180,219.05700879860242,6.105232,,,,53,,,,,,,0,0,0,1139331.4,647338.25,737153.9,
46,219.05706279792415,3.5234516,,,,,,,,,,,0,0,0,704063.7,472468.16,571939.8,
202,220.11215041661774,6.3073406,,,,55,,,,,,,0,0,0,1579625.2,1028722.6,1622712.4,
353,221.17510545569192,7.7733307,,,,26,,,,,,,0,0,0,323904.6,611463.44,499227.66,
68,222.14644680556896,4.052981,,,,,,,,,,,0,0,0,555364.0,555436.4,540602.9,
672,223.98820929510302,10.313156,,,,22,,,,,,,0,0,0,4126823.8,4378309.0,4118898.0,
766,225.02936185531175,10.545257,,,,44,,,,,,,0,0,0,2297900.0,2080563.0,2227100.2,
136,225.09101887918735,5.675162,,,,17,,,,,,,0,0,0,2506728.2,1899133.2,2575933.2,
73,226.1801232543065,4.3745365,,,,9,,,,,,,0,0,0,117282.11,138396.81,127039.375,
314,226.18015194951076,7.696942,,,,57,,,,,,,0,0,0,582207.6,1075306.4,849377.25,
354,226.18015990412798,7.7733307,,,,26,,,,,,,0,0,0,477243.1,875251.06,677584.6,
665,226.95139997858305,10.233948,,,,54,,,,,,,0,0,0,3827481.2,7775669.0,3718035.5,
623,226.95143402781298,9.937849,,,,,,,,,,,0,0,0,2297287.8,1343061.5,2240422.0,
91,227.9665062595211,4.6887364,,,,60,,,,,,,2122199.0,2115998.0,2109242.0,0,0,0,
355,228.1958483300781,7.7733307,,,,26,,,,,,,0,0,0,617810.2,1119824.1,886804.6,
100,228.19589444550067,4.81681,,,,21,,,,,,,0,0,0,135601.77,216914.27,210690.34,
537,229.9007272819912,8.823205,,,,40,,,,,,,7255884.0,7397874.5,8386374.0,0,0,0,
87,229.9812724527679,4.687585,,,,33,,,,,,,0,0,0,9201769.0,8713632.0,9118387.0,
90,230.9844951385709,4.687585,,,,,,,,,,,0,0,0,755746.25,722326.3,758790.56,
88,231.979088620557,4.687585,,,,33,,,,,,,0,0,0,9007000.0,8553489.0,8944106.0,
89,232.98231905896486,4.687585,,,,33,,,,,,,0,0,0,762901.06,706129.5,750166.3,
70,233.0725841733212,4.3618855,,,,,,,,,,,0,0,0,316282.84,430908.72,681919.6,
47,233.07260638344323,3.5542364,,,,,,,,,,,0,0,0,61915.23,111962.734,174515.22,
178,235.07120274715103,6.103478,,,,53,,,,,,,0,0,0,755374.6,478825.16,515278.03,
81,236.0805290459165,4.5446835,,,,23,,,,,,,0,0,0,2062183.1,2251770.5,3239293.5,
75,236.1620438374823,4.4469895,,,,,,,,,,,0,0,0,66461.484,82167.91,77752.49,
360,236.16205193617088,7.775116,,,,,,,,,,,0,0,0,325925.53,597995.0,469060.94,
224,237.221258779756,6.9768314,,,,28,,,,,,,0,0,0,143574.7,64129.83,192841.34,
257,237.2212924967455,7.373159,,,,2,,,,,,,0,0,0,1070492.8,859413.0,1270616.2,
425,238.93146075036432,7.8925614,,,,,,,,,,,272884.84,439770.47,208399.66,0,0,0,
645,238.93152376560832,10.202678,,,,,,,,,,,798395.06,872105.56,734680.7,0,0,0,
44,239.08896620915345,3.3526404,,,,,,,,,,,0,0,0,621064.56,585025.5,785703.9,
767,242.94333195547492,10.520104,,,,,,,,,,,1056406.4,1086618.2,2275110.5,0,0,0,
736,242.94335547009393,10.442655,,,,,,,,,,,2152153.2,2189346.8,879825.94,0,0,0,
506,243.89908589708816,8.576369,,,,1,,,,,,,1.8301162E7,1.757648E7,1.9335388E7,0,0,0,
83,244.06669896737822,4.548229,,,,,,,,,,,0,0,0,343792.88,392515.88,535368.5,
175,244.0765672812528,6.101717,,,,53,,,,,,,0,0,0,913132.8,497848.2,605505.1,
356,244.19070288955425,7.7733307,,,,26,,,,,,,0,0,0,340914.88,658246.4,528462.7,
60,245.08584556411105,3.8454866,,,,46,,,,,,,0,0,0,465661.06,520364.78,900811.2,
509,245.89458150069757,8.5869,,,,1,,,,,,,7293599.5,7018229.5,7633321.5,0,0,0,
96,247.08825450817008,4.703587,,,,,,,,,,,0,0,0,474250.84,456514.1,599881.7,
275,248.960221509381,7.376475,,,,16,,,,,,,1734086.0,2195071.2,1371832.8,0,0,0,
358,248.96023217846437,7.774119,,,,35,,,,,,,1467833.9,1068242.5,1505631.5,0,0,0,
386,248.96023568283,7.87509,,,,7,,,,,,,888062.5,773301.3,800300.2,0,0,0,
655,248.96031522750073,10.2293825,,,,4,,,,,,,3816495.8,4066795.0,3663084.0,0,0,0,
477,250.1776496124239,8.352837,,,,,,,,,,,0,0,0,282392.97,225416.72,223699.14,
312,250.1776668614557,7.6951623,,,,57,,,,,,,0,0,0,257014.73,436824.75,324802.44,
362,250.17770642512164,7.775116,,,,26,,,,,,,0,0,0,1096949.4,1942089.2,1587470.6,
101,250.17774686979965,4.820448,,,,21,,,,,,,0,0,0,393789.3,560718.4,574866.4,
71,255.05444316250941,4.3636866,,,,,,,,,,,0,0,0,324965.4,429370.25,696547.7,
48,255.05448442180588,3.5542364,,,,,,,,,,,0,0,0,40652.473,103437.08,154486.44,
223,255.23178112118555,6.975016,,,,28,,,,,,,0,0,0,163349.73,106372.5,220949.2,
276,255.23184347532097,7.3767533,,,,2,,,,,,,0,0,0,1477349.6,1208793.4,1789242.0,
201,255.24302571109533,6.301983,,,,55,,,,,,,0,0,0,1000481.7,816054.1,987189.6,
179,255.584503761378,6.103478,,,,53,,,,,,,0,0,0,1270634.2,744731.94,886366.75,
