row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML Peak area,POS_TJGIp7_3_Run155.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML Peak area,POS_TJGIp7_2_Run140.mzML Peak area,POS_TJGIp7_1_Run16.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML Peak area,
145,86.09645700279196,0.7188883,,,,,,,,,,,288692.1,2311492.2,350392.97,1762084.6,1371549.1,140926.78,
178,86.09645730494897,0.8523211,,,,,,,,,,,290758.75,610309.0,343070.12,1131730.2,255291.0,140926.78,
232,86.09646537121023,1.2474964,,,,,,,,,,,86714.81,310461.1,72659.41,236401.92,218177.88,111993.92,
268,86.09647363564368,1.6984252,,,,,,,,,,,33320.03,245352.45,43374.383,181601.34,82026.875,114405.55,
280,86.09648103406236,1.9031276,,,,,,,,,,,83678.58,155792.5,66884.43,227719.61,156288.56,121312.91,
55,87.04406353676502,0.37372372,,,,33,,,,,,,1008534.3,1640564.1,938313.06,1903126.1,528230.94,1264428.5,
462,87.04413040973827,3.3025997,,,,98,,,,,,,1744242.0,1435538.0,1678397.4,1424631.6,1413996.6,2501364.0,
558,88.02159917782602,3.6957161,,,,,,,,,,,243793.14,173274.6,212226.08,350738.34,136906.17,415053.3,
6772,90.50663907772571,10.4876795,,,,,,,,,,,665931.5,710158.6,742608.75,485730.34,1293888.5,1193958.5,
6811,90.52582211653352,10.582084,,,,234,,,,,,,4.075902E7,4.167219E7,3.454431E7,4.1277656E7,2.5762076E7,2.5556516E7,
18,90.97663607216907,0.33611527,,,,8,,,,,,,771972.6,802231.3,809093.56,804898.25,1049428.1,1124686.0,
3017,91.05420512125367,6.4680347,,,,,,,,,,,389777.7,318680.78,446487.5,376824.62,631461.75,1117498.4,
6786,94.04501056812101,10.518697,,,,196,,,,,,,3544035.2,3480358.2,3881946.2,4220781.5,2255706.5,2823702.2,
93,95.04911358390125,0.39556977,,,,,,,,,,,229805.03,343610.56,69181.586,431954.3,223471.64,1323119.4,
6801,97.99127515083842,10.567952,,,,234,,,,,,,8213572.5,8324858.5,8150723.5,8152820.0,4968085.5,4909932.0,
6874,98.5119834514665,10.874536,,,,,,,,,,,128734.63,365930.16,800529.9,686104.3,1.3967271E7,1.4610938E7,
102,98.98414659081554,0.44865415,,,,,,,,,,,464140.97,442221.22,438872.88,470158.62,1068465.6,587551.9,
91,99.04404656963163,0.4095776,,,,33,,,,,,,954612.5,1689608.8,664165.0,1702869.9,704631.9,1935217.6,
217,99.04409392766757,1.0512956,,,,,,,,,,,1923112.9,2961926.8,1126086.2,1728082.0,1741106.0,1490168.0,
225,99.04410113723003,1.1101412,,,,,,,,,,,119180.25,206780.17,76664.08,131112.6,72663.85,253543.62,
171,99.04410414120947,0.82980037,,,,,,,,,,,67327.12,412171.38,639737.06,738226.25,168378.02,911429.1,
6778,99.51214649022207,10.476404,,,,7,,,,,,,2216460.5,2427587.2,2468286.2,2311538.0,2486097.2,2500161.2,
6815,99.53106257711516,10.590175,,,,234,,,,,,,5048832.0,2832949.8,3275779.8,3936073.0,2817916.0,3241129.2,
254,100.0757027200183,1.5008491,,,,,,,,,,,870536.3,788424.4,103874.13,916466.0,590520.25,2078955.6,
281,100.0757320798087,1.927784,,,,,,,,,,,576748.1,603788.94,480026.66,503139.34,510679.25,608962.75,
6725,100.11196994232841,10.21072,,,,,,,,,,,265359.12,271199.78,354635.1,398923.06,1437383.5,1536176.1,
5724,101.07094904559789,8.48248,,,,,,,,,,,1.4318638E7,5319279.5,6367637.5,3542592.5,6179797.5,4317050.5,
6807,102.03377747579945,10.575294,,,,234,,,,,,,7.262579E7,7.197925E7,6.9583464E7,7.1083064E7,4.565784E7,4.5418084E7,
192,102.09137242647559,0.9299306,,,,,,,,,,,51547.71,69252.016,62730.17,285886.25,172072.62,96028.69,
337,102.09137412338275,2.484165,,,,96,,,,,,,5278792.5,4097338.2,4972333.5,1.0869066E7,3487381.5,8724145.0,
142,102.09137478508792,0.66690665,,,,,,,,,,,61879.58,220445.52,93312.8,306550.16,45035.26,23797.117,
306,102.09138374588058,2.1293316,,,,,,,,,,,950261.06,700480.0,638013.6,898716.2,382039.6,410428.34,
6803,102.53535905123847,10.57357,,,,234,,,,,,,6308962.0,6251414.0,5874560.0,6198196.0,4001122.2,3903091.5,
448,103.07534853304615,3.2681534,,,,215,,,,,,,348278.88,358451.0,341012.1,375710.44,264629.53,243595.92,
417,103.07535251592306,3.083888,,,,160,,,,,,,2013739.2,1932034.2,1977390.1,2246895.0,2182814.8,1985031.4,
336,103.09465610735937,2.4823444,,,,,,,,,,,268980.75,199565.83,246678.53,575929.2,168559.02,460195.47,
6805,104.03012876524224,10.571955,,,,234,,,,,,,1864478.5,1820398.5,1795491.4,1788807.5,672702.6,182343.34,
28,104.10692800689668,0.358845,,,,33,,,,,,,1.5009112E7,1.3427308E7,1.2645378E7,1.393647E7,1.0952692E7,2.012232E7,
5,104.10696682485013,0.14168648,,,,,,,,,,,601453.44,469243.62,578215.5,208577.16,246275.89,20272.943,
213,104.10697518301232,1.0295007,,,,,,,,,,,1383505.8,403934.06,324723.53,1245818.2,102596.25,94554.82,
288,104.10700495919355,1.9249417,,,,,,,,,,,555454.75,390473.2,469133.16,591003.75,108284.06,126538.47,
259,104.10701182737792,1.586277,,,,,,,,,,,666449.5,461846.25,171937.0,302423.1,83858.05,174423.78,
485,105.06992628105559,3.4510777,,,,204,,,,,,,562311.5,542147.5,554116.75,633474.56,429555.62,334054.03,
1074,109.10107494128978,4.7299404,,,,253,,,,,,,748056.94,448283.56,577693.5,805124.4,460611.5,328968.97,
433,109.10122539005305,3.135316,,,,,,,,,,,648579.4,500809.8,555626.56,531550.75,640865.2,722184.4,
6774,109.52151353318722,10.45682,,,,,,,,,,,201259.03,250963.31,403426.06,419204.03,1580745.9,1398754.5,
9,110.00863739458785,0.315432,,,,,,,,,,,0,0,0,0,166957.98,248236.72,
6769,110.01995000956127,10.4407,,,,,,,,,,,2865058.2,1953312.2,4998742.0,1850679.0,1767180.1,1723502.0,
6861,110.0199567465874,10.796813,,,,,,,,,,,1145323.8,1139263.4,1274461.5,1258268.0,1.7971926E7,1.9023556E7,
6783,111.02011394905425,10.492274,,,,7,,,,,,,1.9081046E7,1.9945042E7,1.9126024E7,1.921819E7,2.3006026E7,2.1248524E7,
6814,111.03897813579148,10.585664,,,,234,,,,,,,4963103.0,5855211.0,6345572.0,5070811.0,5985405.0,3418344.0,
6862,111.03901962045713,10.744031,,,,,,,,,,,836114.25,3078691.0,302229.75,277145.6,302573.28,283386.16,
108,111.04405872700436,0.4545544,,,,,,,,,,,349505.0,730812.7,216734.84,1570405.8,87989.53,430200.4,
6780,111.52171876183259,10.479239,,,,7,,,,,,,1546162.8,1653741.1,1529854.1,1569449.5,1891504.2,1775072.0,
6781,112.01776481482052,10.4885645,,,,7,,,,,,,7483856.0,7715147.5,7435302.5,7492084.5,8903329.0,8316292.0,
92,113.03451176666546,0.4368434,,,,,,,,,,,157526.69,225843.55,72731.78,80624.984,115602.47,911465.8,
84,113.05964903126669,0.40012422,,,,33,,,,,,,700746.1,1233861.9,506794.88,1202018.4,568496.9,2193681.5,
312,113.05971329753987,2.2199895,,,,63,,,,,,,2031160.0,1973022.1,1780983.4,1990548.2,1762494.4,2503632.0,
5512,113.1323434047162,8.293108,,,,29,,,,,,,123113.53,329630.56,477782.53,491384.94,666028.0,587219.4,
6917,113.96358030594224,11.015843,,,,,,,,,,,454293.84,767996.9,660010.7,377929.94,9144727.0,9627222.0,
409,114.0549887024796,3.057648,,,,,,,,,,,378720.88,385736.0,341927.53,378906.06,312522.3,372128.5,
6654,114.09123845833547,10.161135,,,,57,,,,,,,134122.17,116018.02,167218.92,172355.47,438186.47,498925.3,
328,114.09136266364597,2.3955345,,,,,,,,,,,1077517.9,977289.44,1236144.5,1203503.4,1313610.0,1993567.9,
365,114.0913749870175,2.7221136,,,,239,,,,,,,268298.75,320733.47,246469.36,278905.22,297217.12,295603.5,
50,115.0365752473211,0.370746,,,,33,,,,,,,2138151.2,2872169.8,2131712.8,4639743.5,854863.9,1372461.6,
2324,116.05278701619731,5.599076,,,,192,,,,,,,411880.4,326634.8,471737.34,942093.6,272877.6,466570.78,
315,116.05282914220088,2.2534108,,,,,,,,,,,98870.98,48660.598,145005.38,309170.0,0,14489.091,
554,116.05285167916658,3.6948574,,,,82,,,,,,,943821.56,657932.5,787424.4,1295740.6,499662.16,1471848.9,
2896,116.07047377681432,6.2605076,,,,158,,,,,,,394708.66,467930.88,340197.12,744623.5,268113.5,266667.4,
83,116.07060437775642,0.38872743,,,,33,,,,,,,1280041.1,1892512.9,931821.6,1364793.4,516109.22,1555290.1,
1059,116.10684633280347,4.7275643,,,,,,,,,,,284695.3,243801.7,311943.88,534175.75,187722.55,212323.73,
89,117.05463826729327,0.39797595,,,,33,,,,,,,327477.53,1008045.7,256047.34,1057330.2,92585.7,1617804.8,
6756,118.086069752875,10.310635,,,,,,,,,,,96583.12,98325.5,125837.06,169501.1,344436.7,523053.56,
49,118.08619091149814,0.37073275,,,,33,,,,,,,1.6368962E8,1.7444389E8,1.6513597E8,1.6155405E8,1.6594075E8,1.8865418E8,
146,118.08623240571607,0.72279173,,,,,,,,,,,336938.28,509209.53,973709.8,1459895.1,626111.1,625057.3,
218,118.08623831419995,1.0734407,,,,,,,,,,,187475.42,1834241.2,242140.22,528762.2,286109.88,686166.75,
187,118.08624078964324,0.90164566,,,,236,,,,,,,1784620.8,1869691.1,734547.7,4218301.0,1177971.6,1417190.8,
230,118.08624425450962,1.2331692,,,,,,,,,,,459997.47,644648.94,1135085.9,476183.38,273406.72,747006.9,
242,118.08624536042397,1.3476009,,,,,,,,,,,331047.03,258773.27,93867.266,744544.2,218634.33,215281.4,
169,118.0862476834514,0.81426054,,,,64,,,,,,,2083293.4,2952905.8,4200124.0,2960236.2,5489999.5,6183214.5,
267,118.08624894948623,1.6523806,,,,,,,,,,,124074.89,216936.47,72118.85,99860.2,106421.875,204835.58,
210,118.08625317282855,0.9777184,,,,,,,,,,,2865413.5,693068.3,526044.5,922411.8,884582.3,686166.75,
61,118.12236279146474,0.37594974,,,,33,,,,,,,1318597.5,1171191.6,1062059.0,1136437.2,939873.06,1174897.2,
6666,118.12249815948714,10.188367,,,,57,,,,,,,2288782.0,2230877.8,1468948.4,2298923.8,2703639.5,1527149.1,
52,119.08947999295343,0.37148586,,,,,,,,,,,9035944.0,8681901.0,9183696.0,8308865.5,8363563.0,9454905.0,
367,120.04445088958256,2.7228544,,,,239,,,,,,,4328539.0,4491426.5,4159609.0,4482989.0,3421931.0,2459863.0,
604,120.04445462111642,4.0017295,,,,,,,,,,,80947.836,69698.79,124776.38,131378.33,53353.26,53740.32,
393,120.080813001007,2.9719632,,,,,,,,,,,158335.75,172757.6,132579.64,187662.28,120440.875,131713.84,
5515,121.02830680672464,8.293868,,,,29,,,,,,,132236.95,358335.34,520364.22,534499.5,694382.7,640632.2,
2,122.01917005933835,0.062425595,,,,,,,,,,,947090.56,1250693.4,297892.94,1147881.2,45332.008,36780.797,
6800,122.54696759720389,10.5676565,,,,234,,,,,,,3647725.0,3548394.8,3430722.2,3595215.8,2482870.5,2501638.8,
118,123.05521808610116,0.5848965,,,,,,,,,,,2875764.2,3189553.0,2514388.0,3533120.8,1757396.1,2769155.2,
116,124.03927162546718,0.5359333,,,,,,,,,,,1193103.9,1172230.2,1023544.44,1224588.1,982843.44,1197842.4,
1005,125.05955845311797,4.66982,,,,253,,,,,,,295087.16,725361.44,316262.2,339678.62,198300.3,689084.3,
703,125.09609654274351,4.240126,,,,166,,,,,,,736416.94,870062.0,713548.9,932292.25,626276.0,546181.8,
483,125.09614228784021,3.449281,,,,204,,,,,,,177306.0,189925.78,172326.6,203002.05,141951.23,160574.69,
592,125.0961595145468,3.9587252,,,,,,,,,,,137452.1,160961.38,131826.17,178353.25,132560.22,136979.19,
6812,125.9861006909065,10.584638,,,,234,,,,,,,1.8633936E7,1.9848836E7,1.9059398E7,1.8894338E7,1.2440962E7,1.2618687E7,
100,129.0545367023881,0.44721875,,,,33,,,,,,,1091276.4,2493458.0,409918.94,2080371.9,217450.33,1510054.6,
126,130.04989013228789,0.6037957,,,,,,,,,,,1798827.8,2220036.8,598111.75,1913303.0,460051.28,457844.75,
77,130.08617432116304,0.3842077,,,,33,,,,,,,863038.94,990097.75,209238.77,1175000.8,90253.414,1241511.2,
132,130.08627424515532,0.6441072,,,,,,,,,,,63525.043,384037.53,19197.86,331746.34,18077.266,292044.06,
342,130.15905113585603,2.5227082,,,,,,,,,,,0,0,0,0,2314404.0,3744633.0,
361,130.15908192493666,2.6452358,,,,,,,,,,,3751335.8,3226078.8,2956908.0,4956901.0,100241.04,254478.92,
85,131.07021651320125,0.40089297,,,,33,,,,,,,281793.44,1003954.8,145819.34,1019702.7,125773.89,1917520.5,
2532,132.10182466220206,5.789057,,,,,,,,,,,52394.703,81085.47,37032.6,160805.94,28584.506,9387.14,
58,132.1018331915278,0.3751987,,,,33,,,,,,,2172792.2,2300477.0,2251360.0,2958048.2,2357111.8,2937153.8,
150,132.101921263705,0.74439365,,,,,,,,,,,6301070.0,7579135.0,4650389.5,5918842.5,3166381.2,3778701.2,
577,132.10197840954433,3.8503,,,,,,,,,,,299266.9,345202.56,244170.34,399253.88,48965.945,93200.56,
3981,133.10109168003433,7.328407,,,,178,,,,,,,195613.45,308779.25,286279.4,487874.78,571721.9,542168.3,
598,133.1012366165339,3.9808874,,,,,,,,,,,335225.1,333390.88,311622.34,435582.2,346542.47,284532.97,
5455,134.06331970438262,8.218197,,,,,,,,,,,116167.78,69024.84,290650.4,825350.94,17638.734,104520.86,
5742,134.06336227758177,8.481032,,,,,,,,,,,27878.547,19493.225,46890.37,433204.72,0,39375.24,
88,135.06509260175744,0.3986242,,,,33,,,,,,,197683.39,789314.2,87593.73,911192.7,64230.44,1526312.2,
2359,135.11672725773377,5.6206455,,,,,,,,,,,462396.6,422975.4,289246.16,304023.8,592301.75,614894.75,
366,138.0550232753253,2.7227976,,,,239,,,,,,,1130845.6,1149255.4,1080526.8,1203309.5,832584.7,610954.8,
6777,139.98773399561125,10.475612,,,,7,,,,,,,6374150.0,6864450.0,6671539.5,6326925.0,8494852.0,8180492.0,
6760,140.0681044365524,10.325464,,,,,,,,,,,0,0,0,0,117474.016,157462.97,
27,140.06815300681083,0.35812488,,,,33,,,,,,,2.508826E7,3.0898374E7,2.4247618E7,2.958242E7,1.725585E7,1.9264638E7,
157,140.0681852685896,0.7631324,,,,,,,,,,,1069848.8,972646.0,506336.34,752567.5,331551.44,266349.75,
143,140.06819818042044,0.7145946,,,,,,,,,,,471888.12,2022420.5,216347.97,1638869.8,331551.44,128297.43,
250,140.06820486229398,1.4573454,,,,,,,,,,,298317.75,1503649.1,182402.47,394328.72,100838.95,55287.918,
177,140.0682184611176,0.85765743,,,,,,,,,,,664632.6,794581.6,516041.06,1178682.5,237702.62,153693.94,
214,140.0682196833819,1.0234607,,,,,,,,,,,214004.86,489338.38,376498.06,2153929.2,315754.0,365184.2,
240,140.06822554961053,1.3038961,,,,,,,,,,,211318.47,403836.8,210768.16,1149605.0,268672.44,154796.03,
237,140.0682283792628,1.2603272,,,,,,,,,,,342544.25,541944.0,131150.66,559373.25,287621.56,154796.03,
263,140.06824791677477,1.6029682,,,,,,,,,,,290769.16,355701.7,301194.72,235421.53,128772.08,242929.62,
333,141.05463668381216,2.4508545,,,,,,,,,,,2038452.1,1607585.5,1788941.6,2170135.5,1588497.9,795470.8,
6776,141.9831952498408,10.47165,,,,7,,,,,,,2413904.0,2596235.5,2526076.2,2380323.0,3217763.5,3116434.5,
537,142.04139166589496,3.665452,,,,51,,,,,,,501676.2,388759.75,456218.0,460124.2,157535.89,183232.42,
408,142.086317242075,3.0559914,,,,78,,,,,,,562535.3,594023.25,509180.75,596898.94,560330.25,604984.9,
24,142.94802048308065,0.36796892,,,,,,,,,,,504507.4,527418.0,161868.88,599322.1,579359.1,410251.56,
6918,143.03951256376638,10.996906,,,,,,,,,,,0,0,0,0,5429047.5,4660285.5,
4267,143.070222345508,7.523293,,,,,,,,,,,34007.285,55612.45,73820.54,92811.83,138637.16,453921.16,
3510,143.07025926228945,6.9370875,,,,,,,,,,,248338.44,291785.38,261644.25,298376.84,424231.34,524469.3,
79,144.10186506354813,0.38420525,,,,33,,,,,,,4.641276E7,4.6149E7,3.96154E7,4.2075044E7,3.6002228E7,5.815258E7,
298,144.1019019415168,2.0484707,,,,,,,,,,,113513.625,57042.92,20743.158,25247.781,20332.227,49199.188,
244,144.10191115802215,1.331776,,,,,,,,,,,34109.156,51608.63,17398.457,42299.184,41050.344,46717.32,
229,144.1019162798575,1.2208884,,,,,,,,,,,174134.31,62425.21,59265.133,107188.586,44026.047,44721.42,
154,144.10192104810406,0.7254827,,,,,,,,,,,199609.86,147333.58,220747.81,252541.66,120531.35,78079.7,
219,144.1019227345114,1.1209074,,,,,,,,,,,134785.31,352285.8,59265.133,386944.12,44026.047,144926.5,
226,144.10192350689593,1.1840876,,,,,,,,,,,56659.887,60121.15,396939.1,99112.586,44026.047,44721.42,
189,144.10193129115154,0.94201237,,,,236,,,,,,,428030.22,414204.84,151873.38,558983.44,340809.84,94212.88,
172,144.10193798144334,0.82219386,,,,64,,,,,,,339080.38,693322.6,703451.9,419138.84,209658.5,1457696.2,
270,144.10193907870521,1.7026854,,,,,,,,,,,15239.689,48696.016,14601.715,29252.525,17075.238,59144.96,
282,144.10196027993845,1.8931866,,,,,,,,,,,44869.42,34408.977,16276.584,20580.742,13638.772,59471.223,
6054,144.98201774474072,8.764014,,,,,,,,,,,222977.0,244331.9,456089.1,213430.86,150848.83,1044039.0,
6645,144.98202866297586,10.064305,,,,,,,,,,,568199.5,849399.9,7408645.5,6176185.5,1005445.56,2954807.0,
6538,144.98204834747935,9.764447,,,,,,,,,,,6072444.5,6011277.0,1587183.8,208464.22,1.7075026E7,1.4977138E7,
6300,144.98208872497455,9.16911,,,,,,,,,,,577297.25,550786.06,570379.9,417007.16,1129488.5,751252.3,
5853,144.98213367147355,8.596904,,,,,,,,,,,1029024.0,968945.2,1682901.1,1103528.5,1961136.0,1668178.8,
6910,145.03511444494586,11.012525,,,,,,,,,,,40000.523,114480.164,179402.89,114237.43,7023138.0,6741027.5,
43,145.04699265487204,0.36850882,,,,33,,,,,,,2506009.5,3574963.0,2472836.8,5692717.5,1068202.6,1905855.2,
454,146.06006480113476,3.272377,,,,215,,,,,,,386974.22,394140.5,342876.88,506379.7,333855.0,392434.8,
321,146.06006644429885,2.3392878,,,,,,,,,,,1723027.8,1757103.5,1482783.8,2078427.6,1655398.0,2204377.5,
137,146.08114489515052,0.6495426,,,,109,,,,,,,5790025.0,6428330.0,3963932.5,6000544.5,5466612.5,8944878.0,
323,146.11753674887802,2.3359063,,,,180,,,,,,,227835.97,245922.72,157340.03,275816.75,13861.031,4313.3726,
314,146.1175610536633,2.2863348,,,,,,,,,,,10639.266,15970.111,53709.03,38612.504,170539.95,124545.61,
300,146.1175940722284,2.065166,,,,,,,,,,,330650.62,384780.62,258922.44,360088.3,284623.5,390600.94,
6534,146.98021251838006,9.750005,,,,,,,,,,,554971.75,563875.25,241259.75,504865.2,306254.88,7351157.0,
6405,146.98022791227712,9.413053,,,,,,,,,,,499386.62,507584.62,571198.7,296193.06,7614023.0,1251360.4,
104,147.0650953416158,0.45622906,,,,33,,,,,,,1280911.0,2893093.2,496391.8,2378916.5,471091.9,1691853.5,
467,147.08048163257513,3.3577785,,,,,,,,,,,345680.16,311527.78,375875.8,418030.16,267074.34,198937.72,
418,147.10156151294515,3.083888,,,,160,,,,,,,850057.1,807685.44,825812.9,931274.6,907121.8,837494.56,
449,147.10156783961716,3.2681534,,,,215,,,,,,,249738.9,262635.88,243612.02,269134.56,184845.58,168259.2,
1663,147.1167306667879,5.140661,,,,116,,,,,,,900500.6,986122.25,832958.0,1173632.0,776731.25,606746.8,
733,147.1168106441185,4.3359947,,,,157,,,,,,,233498.03,282328.6,230374.11,291173.25,153466.45,219944.88,
75,148.06029671534617,0.3826966,,,,33,,,,,,,1113707.0,1604804.9,252136.72,1291822.9,722073.56,786764.56,
1063,148.0788880409118,4.725993,,,,253,,,,,,,495930.2,354060.5,429348.25,1180908.1,140571.5,289538.2,
1515,149.02326183286831,5.041157,,,,131,,,,,,,843131.06,787419.56,988741.4,1200777.6,1116658.5,999771.25,
5516,149.02326571816172,8.294633,,,,29,,,,,,,1.2160341E7,1.3138471E7,1.9085462E7,1.9877284E7,2.6226642E7,2.3703956E7,
3074,149.02328907632196,6.5316644,,,,244,,,,,,,2359080.8,2228188.2,2616165.5,2817428.2,3398763.5,4100743.0,
3852,149.04480206618487,7.214784,,,,213,,,,,,,541523.6,710125.06,861976.94,898073.06,1429940.4,1573456.1,
2419,149.05960344284938,5.7055244,,,,108,,,,,,,522638.6,498798.12,535066.3,484219.47,1027320.0,1433184.6,
564,149.05977879249494,3.7217054,,,,81,,,,,,,519634.47,470865.7,567265.56,552836.5,981785.56,873878.2,
87,149.08078302147848,0.39794648,,,,33,,,,,,,201307.84,720397.8,195064.36,834621.1,73032.6,1643671.6,
543,150.0570603345222,3.6804867,,,,82,,,,,,,436584.22,353756.78,435836.7,393760.06,167416.55,150161.69,
534,151.04665897789653,3.6622007,,,,,,,,,,,400289.5,314358.97,375889.72,363475.16,159829.97,223005.38,
3691,151.07531917550094,7.10691,,,,148,,,,,,,214526.89,363664.9,283145.53,456865.53,549121.3,416566.88,
131,152.07062102205325,0.6150859,,,,109,,,,,,,655079.2,799569.1,548904.06,736997.9,431109.6,414054.5,
6855,154.9900754062586,10.800781,,,,,,,,,,,683550.6,818018.1,767787.94,753293.25,1.0121241E7,1.0722917E7,
480,155.05978508267637,3.451998,,,,,,,,,,,279278.25,298965.7,291792.44,320783.56,140008.5,205837.4,
394,155.07030506930997,2.9783256,,,,,,,,,,,1543103.5,1014534.0,1316972.9,1678004.8,1211398.6,620197.94,
26,156.042008084991,0.35589227,,,,33,,,,,,,3574280.5,3373880.5,3462345.8,4135295.8,2311361.8,2278242.0,
111,156.04201816058085,0.53159344,,,,,,,,,,,414017.22,277845.8,135288.5,139294.08,80803.836,47574.906,
278,156.04217340728522,1.8301969,,,,,,,,,,,107567.83,270936.44,106634.734,115576.09,49876.215,45604.67,
6782,156.99047008670573,10.489444,,,,7,,,,,,,2444710.0,2602572.2,2667663.8,2400302.2,2855949.2,2822420.8,
311,157.0835364919784,2.2090063,,,,63,,,,,,,1089472.5,889711.5,870005.56,966449.5,888169.7,974588.06,
324,157.08354658793675,2.377214,,,,180,,,,,,,3144559.5,2304799.5,2504576.2,2603642.0,704205.94,923798.56,
6637,157.10102515718947,10.084865,,,,217,,,,,,,112488.79,92317.69,36360.875,162585.06,148500.08,153595.7,
136,158.1175370369189,0.627232,,,,,,,,,,,141194.14,309853.06,44278.68,48649.48,11690.338,137307.77,
1197,158.15379654902245,4.8084893,,,,142,,,,,,,2928283.0,2397033.8,2752297.8,3502990.2,1644193.1,2598971.0,
133,158.15394901558088,0.6422722,,,,,,,,,,,423618.25,590880.56,376413.5,491346.9,316403.7,341865.94,
528,158.15402158234116,3.6467786,,,,,,,,,,,317136.56,256536.02,243084.06,355763.5,0,0,
572,158.154120292502,3.7461665,,,,,,,,,,,21839.988,0,0,24218.521,272295.28,339266.47,
6748,158.9639579335862,10.298285,,,,,,,,,,,0,0,0,0,110878.95,164281.23,
529,159.1169037767322,3.6477396,,,,121,,,,,,,420848.94,388150.03,403252.47,445434.7,351722.53,175806.83,
546,161.09617132194217,3.6847107,,,,82,,,,,,,1.6291437E7,1.326214E7,1.730973E7,1.8869254E7,1.201481E7,1.2557463E7,
544,161.56495860585144,3.6830404,,,,82,,,,,,,1218922.8,987201.9,1190850.6,1156794.6,499657.28,464539.12,
551,162.06662363392834,3.6855373,,,,,,,,,,,210327.16,173446.08,215037.12,200686.19,71531.79,66275.2,
701,162.06755891857992,4.24009,,,,166,,,,,,,546371.9,618995.6,514306.62,640665.44,285778.84,165177.84,
547,162.0993780933902,3.6847115,,,,82,,,,,,,1896994.6,1536959.5,1998962.5,2178455.5,1390757.6,1434094.1,
34,162.11236859851468,0.3647863,,,,33,,,,,,,1.2450918E7,1.3255476E7,1.0989437E7,1.1918173E7,1.0878983E7,1.0922338E7,
168,162.11246954073667,0.8122522,,,,64,,,,,,,136675.94,209343.39,149859.88,129917.625,203415.75,158398.69,
839,163.07526863051964,4.540624,,,,99,,,,,,,362072.53,489062.1,637469.94,391389.97,1092141.9,901160.1,
2964,163.07527364690336,6.3759503,,,,31,,,,,,,720811.3,905839.25,911068.8,762895.56,2619676.2,2691889.2,
541,163.07527886744307,3.6737804,,,,51,,,,,,,3575648.5,2998161.8,4041869.2,4620998.5,2749293.0,4226938.5,
510,163.13290605808356,3.5352948,,,,,,,,,,,124824.17,107673.69,152160.44,176971.78,265445.3,395944.34,
484,164.1071027682425,3.4501936,,,,204,,,,,,,1914666.8,1878264.0,1857517.8,2217723.0,1470404.8,1218127.2,
22,164.92988802708,0.35597074,,,,8,,,,,,,582490.5,647518.1,528169.56,742196.5,523434.7,273220.84,
105,165.07571309662117,0.4561461,,,,33,,,,,,,2370814.8,5151550.5,1404901.1,6606432.0,1866807.9,3041601.5,
6086,165.09086693825657,8.837752,,,,,,,,,,,33083.688,24425.156,88693.945,43214.4,391787.5,440783.06,
471,165.0911184941284,3.3568947,,,,,,,,,,,134709.86,124886.94,91231.98,251201.67,169972.98,215334.06,
