row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C3-a_Run275.mzML Peak area,NEG_D5-227-C3-c_Run281.mzML Peak area,NEG_D5-227-C3-b_Run278.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
763,152.99488280379987,10.343906,,,,14,,,,,,,0,0,0,1759399.0,1670331.0,1536843.1,
829,154.0049389944828,10.497665,,,,39,,,,,,,0,0,0,2515498.2,2444328.2,2517970.5,
29,154.04996796111053,1.7421814,,,,12,,,,,,,0,0,0,1008220.44,1111081.8,2011934.6,
758,154.99016772150532,10.33548,,,,14,,,,,,,0,0,0,3.06347E7,2.7373912E7,2.9119792E7,
793,156.9906075590908,10.378479,,,,14,,,,,,,0,0,0,7892164.0,7797681.0,7868386.5,
725,158.9640622870442,10.230295,,,,8,,,,,,,0,0,0,1906315.6,2624077.2,1869687.1,
795,158.9860313455945,10.381978,,,,14,,,,,,,0,0,0,3095836.5,3042893.8,3145120.2,
3,159.96921900056975,0.034979135,,,,0,,,,,,,0,0,0,4326045.5,4641526.5,4479709.5,
8,159.9692511474247,0.31784472,,,,3,,,,,,,0,0,0,4295066.0,4084891.5,5161697.0,
17,160.84183716483895,0.36495328,,,,,,,,,,,24637.242,103447.9,3760.9663,0,0,0,
810,160.84194334127415,10.478205,,,,42,,,,,,,3290990.5,3190156.2,3154075.2,0,0,0,
608,160.91819377648616,8.912722,,,,,,,,,,,867295.3,2942993.5,2952582.2,0,0,0,
585,161.9134998453102,8.810905,,,,,,,,,,,5311758.5,4951272.5,5368664.5,0,0,0,
18,162.83893118156695,0.36495328,,,,,,,,,,,17008.28,100920.945,3565.3794,0,0,0,
811,162.83897404943784,10.478205,,,,42,,,,,,,3073846.5,2984454.2,2962813.2,0,0,0,
747,163.99046213743657,10.328528,,,,14,,,,,,,0,0,0,3114640.2,3112184.2,2318191.0,
812,164.83590698885527,10.478205,,,,42,,,,,,,904261.5,884345.56,867080.6,0,0,0,
817,164.9270789325678,10.48532,,,,14,,,,,,,1236038.2,1224186.8,1235887.6,0,0,0,
46,165.0555214804182,3.094408,,,,,,,,,,,598551.8,1035119.1,547515.1,0,0,0,
185,165.09111488084397,6.1017194,,,,57,,,,,,,0,0,0,1798361.6,1058426.0,1163049.0,
798,165.9829019781305,10.40416,,,,14,,,,,,,0,0,0,2999492.8,2994280.8,2786776.0,
830,167.01279109961246,10.499281,,,,39,,,,,,,0,0,0,4.570683E7,4.358381E7,4.469897E7,
827,168.0160719200217,10.4940405,,,,39,,,,,,,0,0,0,2426957.2,2303669.5,2340229.5,
647,168.9862133000529,8.963417,,,,,,,,,,,530411.06,704261.9,661778.75,0,0,0,
748,169.97724299348775,10.328528,,,,14,,,,,,,0,0,0,2523196.0,2090951.4,2717459.5,
841,169.9773038008394,10.813591,,,,,,,,,,,0,0,0,4723972.0,1639406.1,1162215.4,
844,171.9929344546499,10.990345,,,,,,,,,,,0,0,0,5685771.0,5334411.0,5775479.0,
45,172.09782757357542,3.0361137,,,,,,,,,,,542728.2,533891.6,562740.4,0,0,0,
48,172.1332863110197,3.19013,,,,43,,,,,,,0,0,0,1000862.06,1050209.2,1013033.6,
744,172.95630883965146,10.326572,,,,14,,,,,,,0,0,0,7586959.5,7769538.0,7882801.0,
20,172.97716508604807,0.39007828,,,,,,,,,,,0,0,0,1540978.1,1454416.0,1527799.4,
745,174.9532930730195,10.326572,,,,14,,,,,,,0,0,0,1189366.0,1219012.0,1864198.0,
803,174.9563296119475,10.425674,,,,14,,,,,,,1.51379E7,1.5041959E7,1.5255729E7,2453941.5,2511086.8,2466169.5,
4,176.98454022260958,0.034979135,,,,0,,,,,,,0,0,0,1022336.06,1047339.4,1035003.7,
9,176.98454962692904,0.3196551,,,,3,,,,,,,0,0,0,933284.5,913744.7,407455.72,
726,180.97283665437521,10.232033,,,,32,,,,,,,1824236.2,1727126.4,1732949.9,0,0,0,
365,180.9729150440954,7.769789,,,,,,,,,,,357896.38,435316.03,718228.25,0,0,0,
451,180.97293074200593,7.8758597,,,,9,,,,,,,489432.62,553137.56,526935.1,0,0,0,
267,180.97296280720218,7.36673,,,,1,,,,,,,531295.44,594433.8,522889.8,0,0,0,
775,181.01436325547766,10.369756,,,,14,,,,,,,0,0,0,5250397.0,4991951.5,5315389.0,
746,182.98510562868194,10.328315,,,,14,,,,,,,0,0,0,1.9318986E7,1.8995584E7,1.9853678E7,
773,183.00977404215914,10.369751,,,,14,,,,,,,0,0,0,1992402.0,1869142.9,1988661.4,
615,183.93411921996287,8.937377,,,,20,,,,,,,2.8054818E7,1.9038468E7,3.4779444E7,0,0,0,
838,184.002908729641,10.555592,,,,39,,,,,,,0,0,0,6825015.0,6884058.5,6564892.0,
774,184.98545751132562,10.369751,,,,14,,,,,,,0,0,0,8208764.0,8216978.5,8527034.0,
772,186.98088741042093,10.36975,,,,14,,,,,,,0,0,0,3197577.0,3141608.2,3281207.2,
16,186.98101435825677,0.32146966,,,,,,,,,,,0,0,0,146788.0,177004.67,190878.4,
11,190.9282935173294,0.32555875,,,,,,,,,,,1159207.6,563279.75,1158020.9,0,0,0,
806,190.9283032589448,10.415858,,,,,,,,,,,1092883.6,771724.9,1051970.2,0,0,0,
839,191.94611881285857,10.559857,,,,,,,,,,,2239341.0,2349460.2,2348160.8,0,0,0,
762,192.92859883002856,10.342644,,,,,,,,,,,1037648.2,1044627.1,1045073.3,0,0,0,
260,192.92872900243083,7.2865124,,,,,,,,,,,278014.72,292272.84,293724.94,0,0,0,
335,192.9287377655647,7.6209836,,,,,,,,,,,353495.88,290589.44,313817.3,0,0,0,
49,194.11530587325248,3.19013,,,,43,,,,,,,0,0,0,5608868.5,5550690.0,5752086.5,
490,194.90565210594505,8.206267,,,,2,,,,,,,170277.25,225034.9,180109.75,0,0,0,
386,194.90570281359237,7.7943454,,,,,,,,,,,391134.44,533852.56,551804.1,0,0,0,
427,194.9057308025987,7.872368,,,,9,,,,,,,1189412.5,1007505.44,1149351.2,0,0,0,
278,194.90573915160985,7.370231,,,,1,,,,,,,346882.66,502337.75,365438.7,0,0,0,
140,195.10164424140734,5.6147423,,,,51,,,,,,,0,0,0,753661.0,763165.75,792258.3,
819,195.81073680945042,10.487094,,,,14,,,,,,,385797.7,378626.0,369716.34,0,0,0,
545,195.81077613516663,8.494149,,,,19,,,,,,,3458876.2,3204504.2,3374652.2,0,0,0,
759,196.01669460133292,10.33548,,,,14,,,,,,,0,0,0,1538541.5,1588109.5,1608647.9,
820,197.80778499844575,10.487094,,,,14,,,,,,,483525.47,479021.75,476626.38,0,0,0,
546,197.8078309324985,8.494149,,,,19,,,,,,,4643347.5,4064192.0,4252582.5,0,0,0,
821,199.80483370719776,10.487094,,,,14,,,,,,,213520.08,211684.05,216190.7,0,0,0,
543,199.80488293267808,8.492404,,,,19,,,,,,,2139133.5,1856817.5,2085476.2,0,0,0,
612,199.92907747967283,8.926655,,,,20,,,,,,,2057631.0,2244940.8,2252561.0,0,0,0,
670,200.85866799437585,9.062036,,,,59,,,,,,,1190999.0,735668.8,663790.25,0,0,0,
594,200.8586951883232,8.880919,,,,20,,,,,,,2920107.8,2764091.2,2966953.8,0,0,0,
56,201.05962880800863,3.6546624,,,,,,,,,,,0,0,0,150574.69,183206.77,383144.03,
833,201.9756361012609,10.522572,,,,39,,,,,,,0,0,0,910274.3,894870.0,944537.5,
579,201.97567951600092,8.724799,,,,,,,,,,,0,0,0,1094939.9,1050704.6,1111101.2,
19,202.18023437985713,0.3863978,,,,,,,,,,,0,0,0,965623.06,828940.25,840620.8,
25,202.18024112306998,0.7063114,,,,,,,,,,,0,0,0,221008.98,183787.23,170202.81,
123,203.06203052001558,5.280399,,,,,,,,,,,0,0,0,289328.8,368459.94,399944.6,
74,203.06207471263846,3.9052315,,,,,,,,,,,0,0,0,175056.88,159196.42,221874.0,
743,205.0170545757708,10.323266,,,,14,,,,,,,0,0,0,6269994.5,6009908.0,6322871.5,
822,205.8395365072561,10.487094,,,,14,,,,,,,1387120.5,1370963.8,1379684.9,0,0,0,
765,207.0174361777268,10.362767,,,,14,,,,,,,0,0,0,5852630.0,5736909.5,5721414.5,
816,207.83655744101074,10.4853115,,,,14,,,,,,,1306696.6,1296819.5,1290745.4,0,0,0,
818,208.03925482574527,10.485463,,,,39,,,,,,,0,0,0,2890163.0,2781455.0,2846321.0,
766,209.01285151800357,10.362767,,,,14,,,,,,,0,0,0,2227056.2,2168588.8,2182367.2,
151,211.0754024069105,5.67697,,,,23,,,,,,,0,0,0,1541299.8,1131671.8,1620104.2,
94,211.97068427871758,4.687585,,,,17,,,,,,,0,0,0,4098365.8,3885960.8,4073209.0,
742,213.9827467290967,10.323082,,,,14,,,,,,,0,0,0,3004029.2,2954334.5,2121385.2,
558,213.98289257339138,8.583336,,,,,,,,,,,0,0,0,1185502.4,1994470.4,997182.8,
416,213.9829245018706,7.873421,,,,,,,,,,,0,0,0,1027605.4,1919399.9,1473685.1,
791,215.9837084943381,10.376728,,,,14,,,,,,,0,0,0,1538013.6,1490980.4,1537714.2,
444,216.8536175736115,7.874111,,,,,,,,,,,145648.05,396939.56,359156.1,0,0,0,
573,216.8802890863262,8.696038,,,,,,,,,,,1598279.8,862418.0,1552829.0,0,0,0,
717,216.92269153934384,10.203182,,,,8,,,,,,,0,0,0,2452230.2,3525483.2,1746166.8,
53,217.04215022337777,3.5256872,,,,,,,,,,,570434.9,527456.44,821959.8,0,0,0,
181,217.04215594651114,6.101256,,,,,,,,,,,504989.56,504415.66,865454.56,0,0,0,
32,217.10472265837234,2.2417057,,,,,,,,,,,0,0,0,1119584.6,873157.44,874888.25,
39,217.10711657549123,2.7953131,,,,,,,,,,,0,0,0,251867.11,302399.5,562677.25,
57,217.10713089419266,3.6564724,,,,,,,,,,,0,0,0,96024.46,123977.27,165238.33,
65,217.10721273558502,3.8454866,,,,,,,,,,,0,0,0,56348.49,77007.41,150358.2,
562,218.98592784230104,8.634422,,,,11,,,,,,,2827988.5,2987222.2,2962528.2,0,0,0,
191,219.05700879860242,6.105232,,,,57,,,,,,,0,0,0,1139331.4,647338.25,737153.9,
52,219.05706279792415,3.5234516,,,,,,,,,,,0,0,0,704063.7,472468.16,571939.8,
212,220.11215041661774,6.3073406,,,,64,,,,,,,0,0,0,1579625.2,1028722.6,1622712.4,
392,221.17510545569192,7.7733307,,,,7,,,,,,,0,0,0,323904.6,611463.44,499227.66,
76,222.14644680556896,4.052981,,,,,,,,,,,0,0,0,555364.0,555436.4,540602.9,
673,222.8405325934209,9.058548,,,,,,,,,,,417843.25,822481.25,344712.84,0,0,0,
597,222.84054417961974,8.900052,,,,,,,,,,,842222.5,1208586.0,460464.53,0,0,0,
740,223.98820929510302,10.313156,,,,14,,,,,,,0,0,0,4126823.8,4378309.0,4118898.0,
837,225.02936185531175,10.545257,,,,39,,,,,,,0,0,0,2297900.0,2080563.0,2227100.2,
146,225.09101887918735,5.675162,,,,23,,,,,,,0,0,0,2506728.2,1899133.2,2575933.2,
82,226.1801232543065,4.3745365,,,,48,,,,,,,0,0,0,117282.11,138396.81,127039.375,
346,226.18015194951076,7.696942,,,,66,,,,,,,0,0,0,582207.6,1075306.4,849377.25,
393,226.18015990412798,7.7733307,,,,7,,,,,,,0,0,0,477243.1,875251.06,677584.6,
729,226.95139997858305,10.233948,,,,8,,,,,,,0,0,0,3827481.2,7775669.0,3718035.5,
691,226.95143402781298,9.937849,,,,,,,,,,,0,0,0,2297287.8,1343061.5,2240422.0,
100,227.96650453410737,4.688305,,,,31,,,,,,,2091111.4,2128619.0,2059085.1,0,0,0,
394,228.1958483300781,7.7733307,,,,7,,,,,,,0,0,0,617810.2,1119824.1,886804.6,
109,228.19589444550067,4.81681,,,,62,,,,,,,0,0,0,135601.77,216914.27,210690.34,
592,229.90075015657263,8.865251,,,,20,,,,,,,1.0465065E7,9604605.0,1.0336837E7,0,0,0,
101,229.96426170659683,4.688305,,,,31,,,,,,,2026771.0,2074159.4,1989605.2,0,0,0,
96,229.9812724527679,4.687585,,,,17,,,,,,,0,0,0,9201769.0,8713632.0,9118387.0,
99,230.9844951385709,4.687585,,,,,,,,,,,0,0,0,755746.25,722326.3,758790.56,
97,231.979088620557,4.687585,,,,17,,,,,,,0,0,0,9007000.0,8553489.0,8944106.0,
98,232.98231905896486,4.687585,,,,17,,,,,,,0,0,0,762901.06,706129.5,750166.3,
78,233.0725841733212,4.3618855,,,,,,,,,,,0,0,0,316282.84,430908.72,681919.6,
54,233.07260638344323,3.5542364,,,,,,,,,,,0,0,0,61915.23,111962.734,174515.22,
189,235.07120274715103,6.103478,,,,57,,,,,,,0,0,0,755374.6,478825.16,515278.03,
90,236.0805290459165,4.5446835,,,,60,,,,,,,0,0,0,2062183.1,2251770.5,3239293.5,
84,236.1620438374823,4.4469895,,,,,,,,,,,0,0,0,66461.484,82167.91,77752.49,
397,236.16205193617088,7.775116,,,,,,,,,,,0,0,0,325925.53,597995.0,469060.94,
239,237.221258779756,6.9768314,,,,61,,,,,,,0,0,0,143574.7,64129.83,192841.34,
290,237.2212924967455,7.373159,,,,44,,,,,,,0,0,0,1070492.8,859413.0,1270616.2,
51,239.08896620915345,3.3526404,,,,,,,,,,,0,0,0,621064.56,585025.5,785703.9,
81,242.17609197335938,4.3743625,,,,,,,,,,,107235.92,449989.9,120688.92,0,0,0,
809,242.94326174443972,10.465736,,,,14,,,,,,,2161339.8,2219587.0,2149357.0,0,0,0,
551,243.89911615887124,8.56123,,,,22,,,,,,,2.011334E7,1.7276234E7,1.9047856E7,0,0,0,
