row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C2-c_Run254.mzML Peak area,NEG_D5-227-C2-a_Run248.mzML Peak area,NEG_D5-227-C2-b_Run251.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
780,112.51954674807037,10.376733,,,,30,,,,,,,0,0,0,2206800.8,2166385.2,2212751.0,
710,112.9856252856631,10.2099085,,,,47,,,,,,,1.5979211E7,1.6344609E7,1.6416925E7,0,0,0,
781,113.0165646811618,10.376733,,,,30,,,,,,,0,0,0,4348225.0,4360230.5,4455318.5,
622,113.92624104878617,8.956049,,,,9,,,,,,,2.1484484E7,2.0582674E7,2.496487E7,0,0,0,
747,113.96356150237007,10.333573,,,,30,,,,,,,0,0,0,7057517.0,8225338.5,7176085.0,
5,113.96375415370755,0.036781892,,,,0,,,,,,,0,0,0,2782697.0,2728314.8,2835497.2,
11,113.9637673008137,0.3232884,,,,3,,,,,,,0,0,0,2057201.1,1645683.8,2389126.8,
769,114.01646631772753,10.371556,,,,30,,,,,,,0,0,0,1105818.0,1043150.6,1113333.8,
502,114.93405415323303,8.216622,,,,2,,,,,,,1295610.6,1188518.2,1363455.2,0,0,0,
419,114.93405427263009,7.8699994,,,,36,,,,,,,2136895.2,2144112.0,2115357.2,0,0,0,
368,114.9340675455182,7.767401,,,,54,,,,,,,1059188.5,1082009.4,1003542.2,0,0,0,
607,114.93407934717938,8.919198,,,,9,,,,,,,7624926.0,7531884.5,7287665.0,0,0,0,
637,115.92069638992056,8.96478,,,,9,,,,,,,4.3657453E8,4.480769E8,4.9514998E8,0,0,0,
788,115.96396473687366,10.383458,,,,30,,,,,,,0,0,0,2001137.5,2156360.2,2425267.5,
420,116.92843114945788,7.8699994,,,,36,,,,,,,4.039825E7,4.0429196E7,4.0990116E7,0,0,0,
369,116.92844361238622,7.767401,,,,54,,,,,,,2.0413756E7,2.0626762E7,1.9298634E7,0,0,0,
269,116.92848055251373,7.369503,,,,6,,,,,,,1.6152607E7,1.5312262E7,1.5003687E7,0,0,0,
13,116.97193839527108,0.32510504,,,,,,,,,,,0,0,0,983248.2,593772.5,930963.44,
22,117.01927311142809,0.68917483,,,,,,,,,,,2149106.5,1987037.2,2052212.4,0,0,0,
493,117.92852957423474,8.214876,,,,2,,,,,,,2880545.5,2895707.8,3373467.5,0,0,0,
429,117.92853556054354,7.8717513,,,,36,,,,,,,4715855.5,4607274.0,4811094.0,0,0,0,
363,117.92854904412734,7.765661,,,,54,,,,,,,2373489.0,2374020.8,2250918.8,0,0,0,
270,117.92857842251577,7.369503,,,,6,,,,,,,1843470.2,1758124.5,1745142.0,0,0,0,
142,118.06509208309906,5.675162,,,,4,,,,,,,0,0,0,1088992.5,832281.06,1140044.9,
748,118.92403814377631,10.335162,,,,,,,,,,,485096.3,472699.78,474839.34,0,0,0,
430,118.92404052946745,7.8717513,,,,36,,,,,,,1306741.6,1593166.1,1729081.1,0,0,0,
380,118.92407242140028,7.769193,,,,54,,,,,,,1090333.1,920878.0,1081924.0,0,0,0,
421,118.926685596283,7.8699994,,,,36,,,,,,,1149148.4,1171723.4,1291619.5,0,0,0,
494,118.92670039244545,8.214876,,,,2,,,,,,,720244.6,839509.8,732590.7,0,0,0,
370,118.9267022941663,7.767401,,,,54,,,,,,,610664.3,605886.06,570757.2,0,0,0,
619,118.92670763600712,8.94555,,,,9,,,,,,,3398209.8,3959891.8,4054383.0,0,0,0,
179,119.08557721730396,6.1017194,,,,10,,,,,,,0,0,0,2233152.8,1330526.4,1468033.6,
631,119.94681677391576,8.963032,,,,9,,,,,,,5688601.0,5983925.5,6480365.0,0,0,0,
39,120.04446351096698,2.8335507,,,,13,,,,,,,0,0,0,2504766.0,2561646.0,2225040.0,
33,121.02942970506531,2.6614695,,,,,,,,,,,859847.4,767294.8,720415.06,0,0,0,
795,123.90194376496186,10.420866,,,,43,,,,,,,2141530.8,2393898.8,2236528.2,0,0,0,
633,124.99671879496414,8.963047,,,,8,,,,,,,2157425.8,2232665.0,2264805.8,0,0,0,
819,125.98618990855489,10.497533,,,,38,,,,,,,0,0,0,2.1710632E7,2.3375738E7,2.2511954E7,
789,126.88090532839782,10.400937,,,,43,,,,,,,981125.0,957506.8,978511.1,0,0,0,
19,128.95081370508464,0.4231714,,,,,,,,,,,0,0,0,2565770.5,2388062.0,2683212.5,
639,129.97564972208747,8.964802,,,,8,,,,,,,3797229.8,4075635.0,4041054.2,0,0,0,
792,130.52164045572985,10.41111,,,,30,,,,,,,0,0,0,2255533.8,2379528.2,2290723.8,
41,131.07122293198935,2.9021595,,,,,,,,,,,674920.94,116009.9,933890.2,0,0,0,
773,131.53348820498582,10.373242,,,,30,,,,,,,0,0,0,6902001.0,6743107.5,7144073.5,
330,131.53357256762453,7.6078906,,,,,,,,,,,0,0,0,2525547.2,989279.8,2123222.5,
701,132.86774082502583,10.1672125,,,,,,,,,,,765567.25,1089204.0,751337.3,0,0,0,
624,132.86775591382602,8.959538,,,,9,,,,,,,2829826.0,1660741.9,1774129.8,0,0,0,
796,132.8677752090644,10.420866,,,,43,,,,,,,5750220.0,5626953.0,5769571.0,0,0,0,
556,132.8677830468838,8.604434,,,,60,,,,,,,2734922.8,3245215.5,3205473.0,0,0,0,
490,132.90008818180362,8.213117,,,,2,,,,,,,541198.3,607639.0,555941.9,0,0,0,
465,132.9000994458452,7.894521,,,,36,,,,,,,326522.9,366862.75,334205.5,0,0,0,
616,132.90013060389904,8.943798,,,,9,,,,,,,2646020.2,3287545.5,3304059.2,0,0,0,
601,132.9233699012966,8.908324,,,,9,,,,,,,1.753063E7,1.6827078E7,1.5605457E7,0,0,0,
655,134.86498359794334,8.970019,,,,9,,,,,,,1262164.6,1344433.0,1044142.3,0,0,0,
554,134.86503438791328,8.597405,,,,60,,,,,,,1771086.4,1829567.4,1913386.2,0,0,0,
702,134.86506155026797,10.16721,,,,,,,,,,,543803.8,494318.62,493680.5,0,0,0,
798,134.8654067807117,10.426217,,,,43,,,,,,,5918948.5,5725393.0,5879536.5,0,0,0,
500,134.89455173373318,8.216609,,,,2,,,,,,,1.0666973E7,1.2099319E7,1.1305729E7,0,0,0,
473,134.8945613118743,7.903244,,,,36,,,,,,,6441479.0,7299418.0,6848093.0,0,0,0,
617,134.8945836708855,8.943798,,,,9,,,,,,,5.337429E7,7.524465E7,6.5171456E7,0,0,0,
625,135.97084895690975,8.959556,,,,9,,,,,,,917888.7,834895.94,842030.94,0,0,0,
570,135.97086630718272,8.695613,,,,60,,,,,,,1359227.6,1466126.9,1506014.6,0,0,0,
539,136.02163129293106,8.420563,,,,,,,,,,,0,0,0,4750310.0,4908357.5,4705572.0,
28,136.03948262867405,1.7421871,,,,21,,,,,,,0,0,0,2152909.8,2348383.2,4251467.5,
797,136.86279054391198,10.424434,,,,43,,,,,,,1834727.9,1751813.1,1807982.5,0,0,0,
699,136.8629623683843,10.165453,,,,,,,,,,,300382.88,197663.98,210737.05,0,0,0,
40,138.05508238892745,2.8335507,,,,13,,,,,,,0,0,0,699165.94,729429.0,635383.44,
25,138.0550898729762,1.6896406,,,,,,,,,,,0,0,0,2189070.2,2169571.0,3493681.5,
743,138.99532350947152,10.33183,,,,30,,,,,,,0,0,0,4422416.5,4209994.0,4454389.5,
823,139.01789108739703,10.520473,,,,38,,,,,,,0,0,0,1.0482867E7,1.0097925E7,1.011755E7,
613,139.94442493503823,8.936851,,,,,,,,,,,6776835.5,7102813.5,6783019.5,0,0,0,
759,139.98787748072073,10.36626,,,,30,,,,,,,0,0,0,2.7495566E7,2.6880322E7,2.7274766E7,
728,140.0681798605458,10.248431,,,,,,,,,,,0,0,0,560391.5,659295.6,596098.6,
413,140.0682495941808,7.864448,,,,40,,,,,,,0,0,0,387615.97,367544.5,402318.38,
300,140.06827301154033,7.374965,,,,5,,,,,,,0,0,0,469224.88,415988.38,470809.44,
31,140.06828125057984,2.4381814,,,,,,,,,,,0,0,0,86922.38,43240.918,86683.18,
59,140.0682886495974,3.7444277,,,,,,,,,,,0,0,0,104845.33,70989.58,104798.42,
753,141.95852633580583,10.333577,,,,,,,,,,,0,0,0,2114861.0,1692146.6,1749764.6,
2,141.9587240582746,0.033175692,,,,0,,,,,,,0,0,0,8401688.0,1.1490568E7,1.0876501E7,
10,141.95873565848458,0.32146966,,,,3,,,,,,,0,0,0,1.4746755E7,8587854.0,5522232.0,
760,141.9833240192164,10.36626,,,,30,,,,,,,0,0,0,1.0441034E7,1.036238E7,1.0472705E7,
610,142.92884117955077,8.929245,,,,9,,,,,,,3806867.0,4009751.0,4122713.2,0,0,0,
7,143.9591174068542,0.31966695,,,,,,,,,,,0,0,0,490633.8,283899.4,840383.1,
1,143.95914080933593,0.034982607,,,,,,,,,,,0,0,0,91169.72,221170.83,248489.75,
762,143.9808681955501,10.368,,,,30,,,,,,,0,0,0,1370583.1,1370528.0,1361345.8,
600,144.9233412350535,8.901018,,,,9,,,,,,,8.40934E7,9.005266E7,1.0845118E8,0,0,0,
704,144.98217381918678,10.175268,,,,58,,,,,,,0,0,0,7507640.0,2.1425664E7,1.5264123E7,
834,145.03525844783022,10.941455,,,,,,,,,,,0,0,0,9413920.0,9211714.0,9322635.0,
598,145.9234949695294,8.89927,,,,9,,,,,,,1.0486931E7,9195912.0,8286340.5,0,0,0,
621,146.96581818338154,8.954293,,,,9,,,,,,,6859683.5,8148946.0,7302789.5,0,0,0,
571,146.96583938471213,8.6991005,,,,,,,,,,,4.0946836E7,4.161667E7,4.4552976E7,0,0,0,
703,146.9802866973623,10.167394,,,,58,,,,,,,0,0,0,3439236.0,9715590.0,3229767.8,
833,147.03088270169232,10.845202,,,,,,,,,,,0,0,0,5764449.0,5561993.0,5763578.5,
158,147.08046984462678,5.831631,,,,55,,,,,,,0,0,0,295731.25,233216.47,255060.53,
180,147.080530559483,6.1017194,,,,10,,,,,,,0,0,0,3.37832E7,2.0449328E7,2.2549684E7,
524,150.889402386934,8.33097,,,,,,,,,,,2166740.0,2263777.5,2436460.0,0,0,0,
615,150.88940554801763,8.942054,,,,9,,,,,,,2885859.8,2660066.2,2745503.5,0,0,0,
754,152.99488280379987,10.343906,,,,30,,,,,,,0,0,0,1759399.0,1670331.0,1536843.1,
820,154.0049389944828,10.497665,,,,38,,,,,,,0,0,0,2515498.2,2444328.2,2517970.5,
27,154.04996796111053,1.7421814,,,,21,,,,,,,0,0,0,1008220.44,1111081.8,2011934.6,
750,154.99016772150534,10.33548,,,,30,,,,,,,0,0,0,3.06347E7,2.7373912E7,2.9119792E7,
785,156.9906075590908,10.37848,,,,30,,,,,,,0,0,0,7892164.0,7797681.0,7868386.5,
717,158.96406228704416,10.230296,,,,26,,,,,,,0,0,0,1906315.6,2624077.2,1869687.1,
787,158.9860313455945,10.381978,,,,30,,,,,,,0,0,0,3095836.5,3042893.8,3145120.2,
3,159.96921900056975,0.034979135,,,,0,,,,,,,0,0,0,4326045.5,4641526.5,4479709.5,
8,159.96925114742473,0.31784475,,,,3,,,,,,,0,0,0,4295066.0,4084891.5,5161697.0,
802,160.84198904753228,10.478199,,,,14,,,,,,,3415611.0,3460049.8,3486700.5,0,0,0,
602,160.91825305905567,8.909862,,,,,,,,,,,3813960.5,3444529.5,3202049.8,0,0,0,
576,161.9135307818622,8.772304,,,,,,,,,,,5681554.0,5886610.5,6061714.5,0,0,0,
803,162.83901079028112,10.478199,,,,14,,,,,,,3180952.8,3227168.2,3246165.0,0,0,0,
739,163.99046213743654,10.328528,,,,30,,,,,,,0,0,0,3114640.2,3112184.2,2318191.0,
804,164.83594343068648,10.479973,,,,14,,,,,,,941471.44,952907.5,947887.0,0,0,0,
808,164.9271201822709,10.485307,,,,30,,,,,,,1245790.5,1292214.0,1219811.6,0,0,0,
44,165.0555656357753,3.0975008,,,,,,,,,,,1132730.0,677903.75,647364.3,0,0,0,
181,165.09111488084397,6.1017194,,,,10,,,,,,,0,0,0,1798361.6,1058426.0,1163049.0,
790,165.9829019781305,10.4041605,,,,30,,,,,,,0,0,0,2999492.8,2994280.8,2786776.0,
821,167.01279109961246,10.499281,,,,38,,,,,,,0,0,0,4.570683E7,4.358381E7,4.469897E7,
818,168.01607192002172,10.4940405,,,,38,,,,,,,0,0,0,2426957.2,2303669.5,2340229.5,
627,168.98623669384725,8.96478,,,,,,,,,,,455551.78,719565.1,438039.06,0,0,0,
740,169.97724299348775,10.328528,,,,30,,,,,,,0,0,0,2523196.0,2090951.4,2717459.5,
832,169.9773038008394,10.813591,,,,,,,,,,,0,0,0,4723972.0,1639406.1,1162215.4,
835,171.99293445464994,10.990345,,,,,,,,,,,0,0,0,5685771.0,5334411.0,5775479.0,
43,172.09788482420603,3.0340412,,,,,,,,,,,722649.5,592831.2,617411.94,0,0,0,
46,172.1332863110197,3.1901295,,,,24,,,,,,,0,0,0,1000862.06,1050209.2,1013033.6,
736,172.95630883965146,10.326571,,,,30,,,,,,,0,0,0,7586959.5,7769538.0,7882801.0,
18,172.9771650860481,0.39007828,,,,,,,,,,,0,0,0,1540978.1,1454416.0,1527799.4,
737,174.9532930730195,10.326571,,,,30,,,,,,,0,0,0,1189366.0,1219012.0,1864198.0,
794,174.95635645668003,10.419445,,,,30,,,,,,,1.5051111E7,1.5346891E7,1.3527078E7,2453941.5,2511086.8,2466169.5,
4,176.98454022260955,0.034979135,,,,0,,,,,,,0,0,0,1022336.06,1047339.4,1035003.7,
9,176.98454962692904,0.31965515,,,,3,,,,,,,0,0,0,933284.5,913744.7,407455.72,
726,180.97285911337272,10.2366905,,,,47,,,,,,,1854129.1,1822196.6,1810472.6,0,0,0,
432,180.97289823990596,7.8665047,,,,,,,,,,,456398.75,692223.7,791587.94,0,0,0,
364,180.97292233868924,7.765661,,,,54,,,,,,,371804.56,280596.75,337585.2,0,0,0,
285,180.97294489308618,7.373001,,,,6,,,,,,,538946.2,547158.06,537788.44,0,0,0,
767,181.01436325547766,10.369756,,,,30,,,,,,,0,0,0,5250397.0,4991951.5,5315389.0,
738,182.9851056286819,10.328315,,,,30,,,,,,,0,0,0,1.9318986E7,1.8995584E7,1.9853678E7,
765,183.00977404215914,10.369751,,,,30,,,,,,,0,0,0,1992402.0,1869142.9,1988661.4,
612,183.93417529847784,8.935117,,,,9,,,,,,,3.670501E7,3.544251E7,3.7069556E7,0,0,0,
830,184.002908729641,10.555592,,,,38,,,,,,,0,0,0,6825015.0,6884058.5,6564892.0,
766,184.98545751132562,10.369751,,,,30,,,,,,,0,0,0,8208764.0,8216978.5,8527034.0,
764,186.98088741042093,10.36975,,,,30,,,,,,,0,0,0,3197577.0,3141608.2,3281207.2,
16,186.98101435825677,0.32146966,,,,,,,,,,,0,0,0,146788.0,177004.67,190878.4,
14,190.92832627134666,0.32403484,,,,,,,,,,,1109530.8,571362.5,1066547.4,0,0,0,
793,190.92835223030283,10.415185,,,,,,,,,,,1019148.56,744895.8,889236.1,0,0,0,
829,191.94617356766935,10.553774,,,,,,,,,,,2323690.8,2462727.5,2834835.0,0,0,0,
755,192.92865404144302,10.344056,,,,,,,,,,,1031585.5,1029333.4,1032212.75,0,0,0,
319,192.92875595627183,7.548224,,,,,,,,,,,123629.766,171480.88,307795.56,0,0,0,
333,192.92875646628508,7.6728425,,,,,,,,,,,184893.23,291658.94,183500.28,0,0,0,
258,192.9287718097743,7.3068013,,,,,,,,,,,304670.8,208861.73,102312.516,0,0,0,
47,194.11530587325248,3.1901295,,,,24,,,,,,,0,0,0,5608868.5,5550690.0,5752086.5,
422,194.9057008137887,7.8699994,,,,36,,,,,,,879397.3,1083221.5,720562.94,0,0,0,
376,194.90574159804953,7.7813945,,,,,,,,,,,448948.4,302730.53,418339.3,0,0,0,
273,194.90574273188108,7.369503,,,,6,,,,,,,442383.0,332504.7,394604.12,0,0,0,
137,195.10164424140734,5.6147423,,,,34,,,,,,,0,0,0,753661.0,763165.75,792258.3,
809,195.81078037386075,10.485307,,,,30,,,,,,,392036.9,415513.66,384028.2,0,0,0,
542,195.81078913725506,8.478148,,,,49,,,,,,,4307902.0,4840933.5,4389839.0,0,0,0,
751,196.01669460133292,10.33548,,,,30,,,,,,,0,0,0,1538541.5,1588109.5,1608647.9,
580,197.80772842826,8.770309,,,,,,,,,,,106865.164,486817.44,176820.25,0,0,0,
810,197.80782131636622,10.485307,,,,30,,,,,,,492527.53,528951.94,507616.28,0,0,0,
541,197.8078356829012,8.476387,,,,49,,,,,,,5385216.0,6019668.0,5898225.0,0,0,0,
811,199.80486879968325,10.485307,,,,30,,,,,,,218456.77,233517.11,222757.5,0,0,0,
543,199.80490094080122,8.478148,,,,49,,,,,,,2517123.5,2764088.0,2473641.8,0,0,0,
611,199.92914257820595,8.933377,,,,9,,,,,,,2073812.5,1931784.5,1986266.5,0,0,0,
664,200.8587179743013,9.057971,,,,28,,,,,,,1240719.2,731758.3,1338694.0,0,0,0,
590,200.85874648132574,8.871563,,,,9,,,,,,,3276424.8,3132237.5,3081092.0,0,0,0,
54,201.05962880800863,3.6546624,,,,,,,,,,,0,0,0,150574.69,183206.77,383144.03,
824,201.9756361012609,10.522572,,,,38,,,,,,,0,0,0,910274.3,894870.0,944537.5,
574,201.97567951600092,8.7248,,,,,,,,,,,0,0,0,1094939.9,1050704.6,1111101.2,
17,202.18023437985718,0.38639775,,,,,,,,,,,0,0,0,965623.06,828940.25,840620.8,
23,202.18024112306998,0.7063114,,,,,,,,,,,0,0,0,221008.98,183787.23,170202.81,
120,203.06203052001558,5.280399,,,,,,,,,,,0,0,0,289328.8,368459.94,399944.6,
72,203.06207471263846,3.9052315,,,,,,,,,,,0,0,0,175056.88,159196.42,221874.0,
735,205.0170545757708,10.323266,,,,30,,,,,,,0,0,0,6269994.5,6009908.0,6322871.5,
812,205.8395801893104,10.485307,,,,30,,,,,,,1445555.1,1486050.8,1442481.2,0,0,0,
757,207.0174361777268,10.362767,,,,30,,,,,,,0,0,0,5852630.0,5736909.5,5721414.5,
813,207.83660121617686,10.485307,,,,30,,,,,,,1364750.4,1395742.9,1365806.8,0,0,0,
814,208.03925482574527,10.485463,,,,38,,,,,,,0,0,0,2890163.0,2781455.0,2846321.0,
758,209.01285151800357,10.362767,,,,30,,,,,,,0,0,0,2227056.2,2168588.8,2182367.2,
148,211.07540240691048,5.67697,,,,4,,,,,,,0,0,0,1541299.8,1131671.8,1620104.2,
95,211.97068427871758,4.687585,,,,31,,,,,,,0,0,0,4098365.8,3885960.8,4073209.0,
734,213.9827467290967,10.323082,,,,30,,,,,,,0,0,0,3004029.2,2954334.5,2121385.2,
557,213.9828925733914,8.583336,,,,,,,,,,,0,0,0,1185502.4,1994470.4,997182.8,
415,213.9829245018706,7.873421,,,,,,,,,,,0,0,0,1027605.4,1919399.9,1473685.1,
783,215.9837084943381,10.376728,,,,30,,,,,,,0,0,0,1538013.6,1490980.4,1537714.2,
433,216.85360823323762,7.8699994,,,,,,,,,,,225485.97,108274.82,142407.08,0,0,0,
568,216.88034208634122,8.690391,,,,,,,,,,,944472.94,1793044.1,1868139.2,0,0,0,
709,216.92269153934384,10.203182,,,,26,,,,,,,0,0,0,2452230.2,3525483.2,1746166.8,
51,217.0421899557657,3.5244577,,,,,,,,,,,515350.38,555026.06,797769.3,0,0,0,
185,217.04225591300258,6.103346,,,,,,,,,,,484492.47,482537.25,938352.1,0,0,0,
30,217.10472265837234,2.2417054,,,,,,,,,,,0,0,0,1119584.6,873157.44,874888.25,
37,217.10711657549123,2.7953131,,,,,,,,,,,0,0,0,251867.11,302399.5,562677.25,
55,217.1071308941927,3.6564722,,,,,,,,,,,0,0,0,96024.46,123977.27,165238.33,
63,217.10721273558502,3.8454866,,,,,,,,,,,0,0,0,56348.49,77007.41,150358.2,
589,217.90086026734204,8.852218,,,,,,,,,,,1025885.56,2544642.0,3282927.5,0,0,0,
700,218.98592801506445,10.1619425,,,,,,,,,,,520304.34,342042.56,499362.16,0,0,0,
564,218.98603872441848,8.658393,,,,60,,,,,,,2910178.0,2595749.8,2697650.0,0,0,0,
188,219.05700879860242,6.105232,,,,10,,,,,,,0,0,0,1139331.4,647338.25,737153.9,
50,219.05706279792415,3.5234516,,,,,,,,,,,0,0,0,704063.7,472468.16,571939.8,
209,220.11215041661774,6.3073406,,,,46,,,,,,,0,0,0,1579625.2,1028722.6,1622712.4,
393,221.17510545569192,7.7733307,,,,7,,,,,,,0,0,0,323904.6,611463.44,499227.66,
74,222.14644680556896,4.052981,,,,,,,,,,,0,0,0,555364.0,555436.4,540602.9,
593,222.84059399164667,8.899433,,,,,,,,,,,1349358.0,1172528.9,831618.1,0,0,0,
662,222.84062968079795,9.051018,,,,,,,,,,,567316.75,870992.94,440216.06,0,0,0,
732,223.98820929510302,10.313156,,,,30,,,,,,,0,0,0,4126823.8,4378309.0,4118898.0,
828,225.0293618553117,10.545257,,,,38,,,,,,,0,0,0,2297900.0,2080563.0,2227100.2,
143,225.09101887918735,5.675162,,,,4,,,,,,,0,0,0,2506728.2,1899133.2,2575933.2,
79,226.1801232543065,4.3745365,,,,20,,,,,,,0,0,0,117282.11,138396.81,127039.375,
343,226.1801519495108,7.696942,,,,37,,,,,,,0,0,0,582207.6,1075306.4,849377.25,
394,226.18015990412798,7.7733307,,,,7,,,,,,,0,0,0,477243.1,875251.06,677584.6,
720,226.95139997858305,10.233948,,,,26,,,,,,,0,0,0,3827481.2,7775669.0,3718035.5,
683,226.95143402781298,9.937848,,,,,,,,,,,0,0,0,2297287.8,1343061.5,2240422.0,
91,227.96653572267147,4.6871524,,,,45,,,,,,,2114174.0,2112767.8,2075203.8,0,0,0,
395,228.19584833007806,7.7733307,,,,7,,,,,,,0,0,0,617810.2,1119824.1,886804.6,
106,228.19589444550067,4.81681,,,,56,,,,,,,0,0,0,135601.77,216914.27,210690.34,
587,229.90080684514692,8.863014,,,,9,,,,,,,8124001.5,8500752.0,1.1061226E7,0,0,0,
97,229.9812724527679,4.687585,,,,31,,,,,,,0,0,0,9201769.0,8713632.0,9118387.0,
100,230.98449513857088,4.687585,,,,,,,,,,,0,0,0,755746.25,722326.3,758790.56,
98,231.97908862055695,4.687585,,,,31,,,,,,,0,0,0,9007000.0,8553489.0,8944106.0,
99,232.98231905896486,4.687585,,,,31,,,,,,,0,0,0,762901.06,706129.5,750166.3,
76,233.0725841733212,4.361886,,,,,,,,,,,0,0,0,316282.84,430908.72,681919.6,
52,233.07260638344323,3.5542364,,,,,,,,,,,0,0,0,61915.23,111962.734,174515.22,
186,235.0712027471511,6.103478,,,,10,,,,,,,0,0,0,755374.6,478825.16,515278.03,
87,236.0805290459165,4.5446835,,,,53,,,,,,,0,0,0,2062183.1,2251770.5,3239293.5,
81,236.1620438374823,4.446989,,,,,,,,,,,0,0,0,66461.484,82167.91,77752.49,
398,236.16205193617088,7.775116,,,,,,,,,,,0,0,0,325925.53,597995.0,469060.94,
236,237.221258779756,6.9768314,,,,39,,,,,,,0,0,0,143574.7,64129.83,192841.34,
289,237.2212924967455,7.3731594,,,,5,,,,,,,0,0,0,1070492.8,859413.0,1270616.2,
49,239.08896620915345,3.3526402,,,,,,,,,,,0,0,0,621064.56,585025.5,785703.9,
801,242.94332721368355,10.474978,,,,30,,,,,,,2192604.5,2238399.0,2170111.5,0,0,0,
