row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC-Nam_2_Run45.mzML Peak area,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-Nam_1_Run33.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC-Nam_3_Run68.mzML Peak area,Unnamed: 19
307,115.92076677737799,7.8431169999999995,,,,8.0,,,,,,,3641736.5,3592083.5,3745469.0,5494121.0,5156863.0,6084174.0,
338,115.92076699609943,7.9519944,,,,15.0,,,,,,,5079060.0,4280714.5,5137753.5,5161455.5,5215941.5,5318191.0,
503,116.920912631026,10.228401,,,,20.0,,,,,,,427114.34,440937.75,427655.03,161112.22,394905.2,376081.0,
520,116.92856785252116,10.36205,,,,,,,,,,,1507388.2,1446841.0,1469431.2,1409579.6,1521580.0,1396879.0,
370,116.9285696379838,8.281707,,,,1.0,3.0,[M-H+2Na]+,,2.0,370;368,71.95775,2954444.5,2934667.8,3603209.8,3766826.5,4060148.2,3847204.2,
330,116.9285697955995,7.945063,,,,15.0,2.0,[M-H+2Na]+,,2.0,330;339,71.95775,3148652.2,2585052.2,2544136.2,2324421.2,2662877.2,2988830.2,
303,116.92857071471077,7.839977,,,,8.0,1.0,[M-H+2Na]+,,2.0,303;308,71.95776,5342693.5,2341646.5,4717814.5,2326403.0,2649981.5,2684549.2,
245,116.92857370533613,7.29966,,,,48.0,,,,,,,864039.9,839607.25,741586.6,425759.62,631202.44,700505.44,
288,116.9285798452228,7.685308999999999,,,,25.0,,,,,,,1764598.6,2529460.8,1314902.6,2993136.2,3511324.0,3214859.8,
36,117.01935364919085,0.6495805,,,,45.0,,,,,,,566530.94,661157.56,2531826.2,2601133.2,3566065.5,2001398.1,
35,119.01713811480228,0.5878182,,,,,,,,,,,1150711.2,1181549.6,1143869.9,1165489.1,1138258.4,1159689.5,
37,121.03276513347343,0.6489138000000001,,,,45.0,,,,,,,1817108.0,1982424.4,1921611.1,1873149.6,1837446.2,1888589.6,
285,122.97577465308758,7.682609599999999,,,,,,,,,,,55995.42,86957.734,82736.555,93194.33,129808.84,108072.26,
244,122.9757752386313,7.297071000000001,,,,,,,,,,,58203.652,61945.95,93586.945,71934.92,72485.89,112538.07,
324,122.97577842587572,7.9450210000000006,,,,,,,,,,,188356.22,188347.1,274596.62,236951.31,259761.42,286204.88,
459,122.97578180890663,9.000889,,,,,,,,,,,420360.62,360871.94,389906.56,360409.03,470112.53,326446.4,
310,122.97578317819836,7.8921470000000005,,,,,,,,,,,102857.016,130429.98,117583.33,108767.945,190800.8,198134.14,
377,122.97578523215265,8.283729,,,,,,,,,,,144402.69,171340.14,259822.53,199805.2,277312.34,317289.0,
124,132.8678598625544,5.650765,,,,,,,,,,,122864.94,184536.42,177200.98,137159.48,224952.4,337332.9,
180,132.8678651317556,6.6913295,,,,,,,,,,,301478.75,172521.34,1917262.2,367232.88,278285.12,272559.66,
501,132.8678703256085,10.211971,,,,27.0,,,,,,,212591.64,151837.06,192351.02,147972.39,170056.88,152976.4,
524,132.86787449226594,10.468237,,,,,,,,,,,390256.5,616797.6,698075.06,668216.25,690288.9,659151.44,
247,134.89466674552904,7.309178,,,,,,,,,,,893293.44,489083.0,213838.75,694814.2,970854.1,921804.5,
292,134.89467951198282,7.697729600000001,,,,25.0,,,,,,,1771342.5,2294143.8,1823104.8,2298602.8,2403186.8,2291264.5,
275,134.89468044380294,7.564305,,,,47.0,,,,,,,1904419.0,2061461.2,1663908.2,1914831.9,2355043.2,2284665.0,
390,134.89468103181844,8.369628,,,,21.0,,,,,,,2103459.2,1840936.1,1390986.8,2364712.2,1913497.9,2043234.1,
315,134.89468232965146,7.8605213,,,,3.0,,,,,,,1055993.2,1313725.6,1271929.2,1422707.4,1313767.5,1368114.1,
380,134.8946836015571,8.294613,,,,1.0,,,,,,,4420814.0,3577977.2,5425405.5,5017768.0,5096363.0,4974956.0,
343,134.89468447284608,7.9677334,,,,15.0,,,,,,,2395606.5,2377956.5,2186764.0,2567694.0,2651161.5,2559193.8,
347,134.8946850705142,8.058691,,,,23.0,,,,,,,1446778.2,1925549.8,2053373.6,1645648.4,1968338.2,1898999.4,
17,139.0324193100851,0.37173954,,,,30.0,,,,,,,2211518.5,2217412.5,2183183.0,2176526.2,2269139.2,2152468.2,
497,144.92346725145651,10.205287,,,,,,,,,,,2333334.0,1865728.2,2070068.0,1990688.0,1843753.1,1650536.8,
339,144.92347449895453,7.9519944,,,,15.0,2.0,[2M+H]+,,2.0,330;339,71.95775,2673708.2,2621249.8,2506834.2,3623765.0,3009317.8,2652380.5,
308,144.9234748249468,7.8441367,,,,8.0,1.0,[2M+H]+,,2.0,303;308,71.95776,2407398.8,2571170.5,2524942.0,2811093.0,3223718.5,3029933.0,
368,144.9234756679297,8.280660000000001,,,,1.0,3.0,[2M+H]+,,2.0,370;368,71.95775,5443530.0,7705497.0,7829998.0,7372342.0,8339973.0,8358003.5,
453,146.96594514358216,8.933571,,,,,,,,,,,2810743.5,768178.1,1024023.8,969439.9,738467.8,908738.6,
526,160.8419846924139,10.473455,,,,33.0,,,,,,,300908.16,257094.9,279099.25,296139.72,307263.28,283628.0,
273,161.91357015069312,7.552641400000001,,,,,,,,,,,1281837.5,455602.4,312194.6,342107.78,571088.25,387045.16,
295,161.91357123787662,7.7003664999999994,,,,,,,,,,,476380.3,414419.94,630683.7,730192.1,413790.38,841290.1,
300,161.91357462939047,7.838021,,,,3.0,,,,,,,315562.4,313101.78,300667.56,322473.06,363944.34,321041.16,
341,161.91357504032868,7.956691999999999,,,,15.0,,,,,,,164426.88,360505.9,361394.6,429453.44,431427.06,371511.44,
393,161.91357622667255,8.408788000000001,,,,21.0,,,,,,,2436717.5,1064480.1,890189.1,1150611.6,902665.4,920598.4,
384,161.91357891103658,8.329522,,,,1.0,,,,,,,680659.8,905500.25,1009658.5,1320749.2,1030833.75,1010277.5,
527,162.8390538793891,10.473455,,,,33.0,,,,,,,294970.5,258142.45,274685.1,304972.44,309871.12,296929.84,
505,163.98607271273346,10.249835000000001,,,,,,,,,,,670239.5,934128.2,610278.4,715766.75,639269.4,636528.4,
540,163.98607696397448,10.590167,,,,44.0,,,,,,,1868026.9,1949330.1,1801936.9,2262011.5,1919530.4,2178605.2,
460,180.98119551815026,9.008277,,,,,,,,,,,320841.66,348261.06,364603.12,366183.97,262951.22,201583.34,
326,180.9811959590793,7.9423523000000005,,,,,,,,,,,237136.52,203267.44,233759.28,295909.3,234355.89,377063.22,
376,180.9812083210986,8.282627,,,,1.0,,,,,,,259026.28,195598.72,176851.22,313835.38,221794.52,238686.08,
16,185.07622232294125,0.36813363,,,,30.0,,,,,,,729026.44,765407.25,608353.56,742511.3,714618.9,706153.06,
436,186.90575539114974,8.7526045,,,,10.0,,,,,,,5211435.0,4949710.0,4812915.0,4821247.0,5738327.5,4540126.0,
449,186.97061703311343,8.986317,,,,,,,,,,,324462.38,799944.06,743514.94,779927.56,800297.25,546566.6,
350,186.9706286200474,8.061277,,,,23.0,,,,,,,342047.06,285906.47,221409.98,207863.12,318090.03,267021.94,
287,186.97063013471907,7.684002400000001,,,,25.0,,,,,,,217214.98,228435.4,230576.9,247537.62,264990.75,270972.56,
302,186.9706386816349,7.839017999999999,,,,8.0,,,,,,,368352.44,355512.16,409209.8,393394.06,395209.28,420898.66,
392,186.97063890818146,8.385110000000001,,,,21.0,,,,,,,1038525.7,826025.6,347273.84,486124.03,350417.66,416600.12,
335,186.9706394765481,7.950062,,,,15.0,,,,,,,527943.94,546710.2,631688.5,577833.9,578678.75,711049.6,
378,186.970644132785,8.28571,,,,1.0,,,,,,,1219475.1,1402241.4,1441230.0,1461867.8,1379549.6,1695095.4,
12,187.09187584286502,0.361624,,,,30.0,,,,,,,5092043.5,5221913.0,4195752.0,5100649.0,5284743.5,5131506.0,
133,187.86092847889537,6.0481873,,,,,,,,,,,15395.441,172636.62,0.0,0.0,0.0,0.0,
114,187.8609405333993,5.3459167,,,,,,,,,,,46586.973,47199.15,157251.81,212259.11,111107.55,205950.72,
120,187.8609633786024,5.6330323,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,257288.25,
531,187.86098812335015,10.491228999999999,,,,,,,,,,,770686.3,723687.06,1017183.25,820527.7,808752.9,739073.1,
433,188.9039457398333,8.748652,,,,10.0,,,,,,,2309326.8,2164254.5,2114253.8,2165871.5,2547669.5,1995306.8,
532,189.8579722073042,10.490188,,,,,,,,,,,422686.03,395141.28,616804.0,429215.4,353458.25,291137.72,
253,195.8108790036341,7.358714,,,,,,,,,,,0.0,0.0,0.0,212913.92,0.0,0.0,
296,195.81091704454,7.737573599999999,,,,,,,,,,,45380.02,0.0,0.0,0.0,0.0,0.0,
528,195.81092312139168,10.475261,,,,33.0,,,,,,,422193.22,416430.03,351087.78,462736.62,405695.72,501164.47,
539,195.90599899633992,10.543869,,,,5.0,,,,,,,742415.56,718314.7,910152.3,592232.06,741965.9,702174.94,
130,195.9060058017461,6.044981,,,,,,,,,,,17456.615,198852.66,0.0,0.0,0.0,0.0,
121,195.90601669447574,5.6330323,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,231476.45,
297,197.807903279536,7.737573599999999,,,,,,,,,,,57872.92,0.0,0.0,0.0,0.0,0.0,
254,197.80790849253697,7.358714,,,,,,,,,,,0.0,0.0,0.0,278545.7,0.0,0.0,
529,197.8079590893798,10.475261,,,,33.0,,,,,,,542807.75,526991.1,437625.84,618042.7,551406.5,657384.2,
26,208.06483029554283,0.38199738,,,,,,,,,,,94303.695,0.0,1821364.4,7915.964,0.0,100025.8,
48,212.03530294227923,3.3217199999999996,,,,,,,,,,,1872814.0,3421620.8,2092104.9,8122291.5,2627980.0,8599633.0,
57,212.0353077423664,3.542097,,,,2.0,,,,,,,14342341.0,17830688.0,15289579.0,13307568.0,21804692.0,18603776.0,
56,213.03862429629731,3.5410168,,,,,,,,,,,1362945.1,2243994.8,1463633.1,1611549.4,2748449.2,1980790.0,
122,214.879939013842,5.6472974,,,,,,,,,,,140698.4,99107.516,226166.48,140187.6,29718.564,1036437.5,
131,214.87994155303772,6.0188065,,,,,,,,,,,205865.53,777054.6,219337.9,216166.8,16127.288,36747.367,
533,214.88000163869899,10.518564999999999,,,,5.0,,,,,,,2460767.8,2240876.0,3263538.5,2418514.0,2492331.0,2289426.5,
534,216.87681889752818,10.523761,,,,,,,,,,,594219.7,564068.44,993845.5,602045.94,750248.9,564375.1,
15,221.05296247055287,0.3634597,,,,,,,,,,,200461.16,182996.64,342268.7,187379.45,202112.95,220783.95,
431,221.8746164565061,8.746119,,,,10.0,,,,,,,4463884.0,4302809.5,3606733.5,3934483.8,3821850.5,1809168.1,
418,221.8746184551091,8.682411,,,,,,,,,,,1050822.0,602819.5,1032588.56,561647.5,1561376.9,1144873.6,
14,223.06855983929725,0.36633000000000004,,,,30.0,,,,,,,486530.53,480322.56,881021.6,484886.84,493484.0,539175.75,
419,223.8723321858313,8.677787,,,,,,,,,,,757493.6,1167356.9,460960.72,406788.25,109618.17,823752.56,
432,223.8723342521184,8.747169,,,,10.0,,,,,,,3231079.5,3088502.2,2619987.0,2839537.0,2715464.5,1312674.6,
18,226.10276406096943,0.37356773,,,,30.0,,,,,,,365047.3,361107.12,304870.47,380469.2,389183.2,372807.03,
89,227.9666052830522,4.742943,,,,35.0,,,,,,,5845545.5,5891523.0,5980671.5,5632661.0,6061078.0,5876363.0,
88,228.96988352823936,4.742943,,,,35.0,,,,,,,447956.0,455355.97,476427.7,457055.28,494201.06,475250.0,
90,229.96448250136865,4.742943,,,,35.0,,,,,,,5651634.0,5972596.0,5869650.5,5573851.0,6014812.0,5707031.5,
91,230.96777114398108,4.744024,,,,35.0,,,,,,,452427.5,474965.25,466054.06,443309.94,476722.94,451895.12,
13,233.09734443873344,0.361624,,,,30.0,,,,,,,615188.5,611313.3,461820.5,650817.75,663811.25,613297.75,
123,241.89890605911003,5.6395802,,,,,,,,,,,224825.28,303288.0,463933.66,276321.7,144677.67,1756990.0,
132,241.89891349642255,6.0036483,,,,,,,,,,,429914.2,1409367.0,473686.9,287083.3,262851.7,292593.78,
538,241.89895927468964,10.5362425,,,,5.0,,,,,,,4749188.0,4663717.5,7589731.5,4596702.0,5041547.0,4661977.0,
75,242.17616959934682,4.427174,,,,,,,,,,,450443.0,480038.28,442839.2,483300.25,504428.47,545538.75,
535,243.89928846572613,10.523079,,,,5.0,,,,,,,6522239.5,6553610.0,7519029.5,6755751.5,6564409.5,6829044.5,
428,243.89932185412047,8.735089,,,,10.0,,,,,,,16437152.0,14672924.0,13261744.0,13773033.0,15627318.0,11683434.0,
255,243.89957133064877,7.3148827999999995,,,,,,,,,,,177529.78,42743.773,20192.256,358852.88,123518.81,31404.572,
252,245.89474238574238,7.3419914,,,,,,,,,,,27625.012000000002,0.0,0.0,147436.88,12518.979,0.0,
536,245.89479689784312,10.523079,,,,5.0,,,,,,,2383718.0,2501461.5,2894168.0,2476471.0,2501359.0,2552867.8,
429,245.89480861772392,8.736519,,,,10.0,,,,,,,6374038.5,5680209.0,5097195.0,5271789.0,6012013.0,4486099.5,
439,248.89358065934516,8.764794,,,,10.0,,,,,,,9092678.0,8269600.5,7100195.0,5037829.0,7615335.5,4231360.5,
414,248.8935816980353,8.658479,,,,,,,,,,,3543421.0,2217116.0,1809128.4,2358224.0,842520.8,1706239.6,
492,248.96042847856486,10.135733,,,,,,,,,,,122734.67,112043.47,60631.83,47797.504,41204.66,41091.355,
509,248.96043472384156,10.274994,,,,0.0,,,,,,,419969.28,395372.56,392050.28,352088.6,391951.1,332467.22,
9,248.9604611787383,0.33713540000000003,,,,7.0,,,,,,,899461.0,963279.6,691014.75,969359.3,1034036.3,933860.25,
51,249.0226931828076,3.4936771,,,,,,,,,,,6026847.5,5698965.0,5881940.0,5614002.0,6057187.0,5547234.5,
415,250.89168535412486,8.659173,,,,,,,,,,,1575387.5,1113544.6,803267.7,1028378.3,1172566.8,735710.06,
438,250.89168724159316,8.761288,,,,10.0,,,,,,,3991965.5,3645007.5,3110714.5,2225919.8,3392488.5,1870864.4,
545,255.8221116949575,10.62843,,,,,,,,,,,43300.47,60793.812000000005,5224.535,135194.53,36575.13,109514.125,
530,255.8221707073947,10.474366,,,,33.0,,,,,,,281702.72,294965.47,244919.62,309278.66,269882.94,306077.0,
525,257.8191722252716,10.475261,,,,33.0,,,,,,,270686.5,290398.2,234398.38,300644.62,259929.69,289300.94,
20,262.0794729855705,0.37627897,,,,30.0,,,,,,,677899.7,659109.8,1227426.0,671318.6,723979.0,757414.44,
72,263.0383412588644,4.268486,,,,,,,,,,,336407.12,334334.7,321437.5,330672.06,347975.78,336303.53,
22,264.0764928779033,0.37627897,,,,,,,,,,,205015.73,194423.11,384138.9,198095.9,214298.83,227708.7,
45,265.0176245477612,2.837024,,,,,,,,,,,1864761.9,1788778.2,1800500.6,1767804.5,1947526.1,1772841.8,
47,265.01762932907917,3.1802778,,,,,,,,,,,3491174.8,3243903.8,3258319.0,3214153.5,3461896.0,3011939.5,
135,265.1479075483595,6.0205827,,,,,,,,,,,316198.2,215177.77,261405.94,434567.06,580032.0,296913.06,
92,266.9888452171629,4.7581697,,,,56.0,,,,,,,1520977.9,1532154.0,1554997.4,1368003.4,1691425.6,1471003.8,
93,268.98573891900946,4.7581697,,,,56.0,,,,,,,493538.4,515641.25,504301.53,455835.0,568111.9,466440.9,
38,271.061633668096,0.8790235999999999,,,,,,,,,,,4807775.0,4884772.0,4634803.0,4656125.0,5095256.5,4766457.5,
31,271.06165379710774,0.39934793,,,,,,,,,,,889321.25,924435.8,796011.94,867526.25,925896.7,886151.25,
208,271.2278647370071,7.017853999999999,,,,,,,,,,,55142.812000000005,64508.71,83770.125,98072.875,107667.586,126111.195,
233,271.2278736879402,7.2291965,,,,,,,,,,,47590.625,19309.414,44399.383,44293.64,110824.055,41980.246,
136,271.2278785813132,6.0609720000000005,,,,,,,,,,,155367.77,179300.84,217445.44,254945.56,326082.88,340505.9,
148,271.22788321954664,6.392096,,,,,,,,,,,175548.22,202246.3,243645.44,241514.03,311101.3,367768.25,
19,272.108280623289,0.3744785,,,,30.0,,,,,,,821041.06,841523.7,634783.56,823041.8,845000.75,822785.6,
32,277.1235598782327,0.41749212,,,,,,,,,,,216314.1,41659.77,517569.44,262706.22,27658.472999999998,84471.016,
327,281.2486002835655,7.94325,,,,15.0,,,,,,,151811.5,137909.22,365952.2,223156.5,400204.72,575763.06,
74,282.98373633531526,4.3960175999999995,,,,,,,,,,,370259.84,375756.44,361125.4,353557.5,397801.0,357248.38,
30,289.0984858287385,0.38840708,,,,30.0,,,,,,,1039967.5,1153654.1,889417.9,1065534.8,1145056.0,1032398.3,
213,295.2278595246646,7.049217,,,,,,,,,,,23531.46,20121.549,32458.588,36103.27,56178.29,54204.835999999996,
182,295.2279117792945,6.770448,,,,,,,,,,,561614.4,420324.03,1086785.2,733403.8,635072.9,1188317.6,
211,297.24355283305783,7.046492,,,,51.0,,,,,,,30133.229,32786.95,36447.363,42907.765999999996,56548.3,73395.45,
155,297.24355707298463,6.4778150000000005,,,,,,,,,,,120851.9,104478.22,163533.73,140608.97,184996.92,232992.7,
231,297.24355929365123,7.207925299999999,,,,,,,,,,,39811.047,27215.85,47054.92,34461.26,41027.625,76421.484,
190,297.243572560097,6.8273473,,,,18.0,,,,,,,34649.695,36413.973,41324.105,48204.07,64958.69,72446.97,
161,297.24357306662364,6.608581,,,,26.0,,,,,,,562108.6,385062.38,795946.75,588924.56,705437.75,1283273.6,
173,297.24357491122373,6.7057366,,,,17.0,,,,,,,244839.27,280110.88,336774.16,388409.72,512959.03,558506.6,
298,299.25918503874647,7.7780614,,,,,,,,,,,35360.93,12159.191,31835.908,20990.783,96527.62,21090.156000000003,
195,299.25922498351946,6.900929,,,,,,,,,,,713411.4,789359.4,934661.5,1129585.2,1381080.1,1434676.6,
279,299.2592310136331,7.6003112999999995,,,,36.0,,,,,,,334364.5,297108.78,397083.94,436065.16,517657.3,619025.0,
167,299.2592356286088,6.6772046000000005,,,,9.0,,,,,,,1867577.0,2094375.1,2331339.0,2726822.8,3388781.8,3518005.8,
169,300.262582031966,6.6772046000000005,,,,,,,,,,,327570.44,394256.47,450326.12,537180.06,635136.06,686386.25,
66,309.1014248647051,4.0227838,,,,,,,,,,,421321.7,404056.2,421592.44,392178.34,441297.62,422549.3,
480,311.16868363925516,9.444272999999999,,,,,,,,,,,69087.32,76428.63,68587.4,211513.47,211164.33,156679.47,
464,311.16869566654236,9.010655,,,,37.0,,,,,,,258218.53,224110.19,183915.6,196495.12,225288.6,154836.78,
498,311.16869985758893,10.205667,,,,27.0,,,,,,,207149.11,173285.05,178005.36,191683.5,215316.81,183917.03,
147,311.1687108399927,6.410668,,,,,,,,,,,267997.06,290012.38,193016.39,105721.15,176017.78,177536.14,
165,311.168717097876,6.635642999999999,,,,,,,,,,,745923.56,769201.5,765607.8,845185.9,1119345.5,870097.25,
159,311.1687209575843,6.5311129999999995,,,,,,,,,,,1135407.1,996377.56,1027992.9,1040250.3,1737269.8,1002439.94,
41,312.98465986046125,2.3490407,,,,,,,,,,,473180.97,561715.5,429564.4,438103.03,218778.83,438638.28,
42,312.9846649644447,2.446516,,,,,,,,,,,619572.75,670231.4,598428.56,622829.2,634447.7,579252.4,
116,315.25412851649486,5.453045400000001,,,,,,,,,,,16892.121,26547.475,46102.137,29931.889,44681.258,87968.81,
128,315.2541391499076,5.7978096,,,,,,,,,,,58592.957,66822.36,86945.46,104149.8,116824.41,135015.55,
138,315.25414371528694,6.1410446,,,,,,,,,,,232404.6,236347.86,315647.84,343795.9,427414.44,450387.12,
134,315.25417272630403,6.015875299999999,,,,,,,,,,,79458.85,74739.94,97578.01,107926.07,115011.51,151797.8,
33,316.13460305308917,0.41461447,,,,,,,,,,,390177.2,117233.64,920241.2,488700.0,144738.9,200321.33,
510,316.94794243203324,10.274994,,,,0.0,,,,,,,385097.2,344075.06,364114.22,326094.44,350349.56,289779.22,
8,316.94796333251946,0.3353397,,,,7.0,,,,,,,911306.6,982255.5,676532.1,1006210.8,1074152.4,907160.06,
493,316.94798195081137,10.159789,,,,,,,,,,,70992.54,51434.29,54056.344000000005,7159.04,5503.085,6699.356,
479,325.18433487076123,9.442587,,,,,,,,,,,31660.334,26891.41,54134.312000000005,62154.918,101063.88,61712.703,
463,325.1843674579334,9.008236,,,,37.0,,,,,,,153361.48,159171.53,106622.41,111838.32,143837.53,100097.07,
499,325.18437241131693,10.208221,,,,27.0,,,,,,,161982.56,154833.58,154286.78,174655.28,181915.69,171185.5,
218,325.18438107376784,7.035926299999999,,,,,,,,,,,505953.5,386645.75,1189961.9,160003.03,1551514.4,734800.5,
235,325.1843942315749,7.228648700000001,,,,60.0,,,,,,,505306.9,386909.53,462737.7,501402.4,771818.06,503613.94,
243,327.12704120075114,7.3006663,,,,48.0,,,,,,,482499.22,428707.94,460410.75,579598.2,684717.25,912975.3,
541,328.9795765248266,10.591623,,,,44.0,,,,,,,492033.88,442171.1,516947.88,457513.5,548118.2,470379.12,
40,328.97959236410617,2.127757,,,,14.0,,,,,,,1381317.1,1454756.1,1215196.9,1189924.5,1595063.4,1452439.1,
81,341.04862256547193,4.558118299999999,,,,16.0,,,,,,,740073.9,701846.44,700867.56,743425.94,816816.8,691370.94,
27,353.1488614973088,0.38457814,,,,30.0,,,,,,,374012.53,369728.75,237411.17,353553.8,383708.66,364133.16,
301,355.1579563957576,7.8388705000000005,,,,8.0,,,,,,,2693933.8,2858076.0,3861145.5,3674641.2,5181977.5,4677628.0,
44,370.989811024996,2.8027728,,,,,,,,,,,863253.5,805295.6,823448.0,803970.94,919898.0,818536.7,
43,373.00551012579353,2.7063339,,,,,,,,,,,2177380.8,2072115.2,2061467.8,2000419.6,2257010.2,2096438.6,
311,374.1318734324337,7.8433423,,,,,,,,,,,319270.9,31313.533,214344.05,27621.48,32063.678,40326.3,
332,379.17923307955215,7.945063,,,,15.0,,,,,,,274494.34,316152.62,461567.1,443947.94,614135.0,534342.56,
333,381.17366374678505,7.945063,,,,15.0,,,,,,,5603694.0,6593789.0,9230612.0,8592809.0,12026891.0,11999768.0,
372,381.19486512075827,8.281707,,,,,,,,,,,135434.48,125091.016,204873.6,198975.56,290946.12,261199.03,
329,383.17790780661386,7.9441565999999995,,,,15.0,,,,,,,227250.48,254442.86,387366.12,327749.84,487479.2,452583.9,
371,383.1893106768417,8.282627,,,,1.0,,,,,,,2733428.8,2595960.8,4255172.5,4178555.2,6036727.5,5299768.0,
511,384.93506976655215,10.274994,,,,0.0,,,,,,,232740.6,201405.95,211455.31,186446.88,214829.25,165567.19,
4,384.9351312168812,0.33444116,,,,7.0,,,,,,,632843.25,637488.6,452843.3,701867.5,692712.7,621086.0,
21,389.1257028877681,0.37813976,,,,30.0,,,,,,,582216.94,546580.4,918380.8,575237.25,599286.75,634089.0,
101,396.2154268361514,4.992024400000001,,,,,,,,,,,311629.8,536284.44,378711.28,775604.8,909457.56,598251.75,
106,396.21542775196366,5.103567,,,,,,,,,,,1154810.9,1713910.9,1221648.5,2769893.5,2768363.8,1766990.5,
46,397.0055016476717,3.1432886000000004,,,,,,,,,,,297042.38,283622.03,283776.47,286838.56,328452.97,294499.1,
107,397.21888059989305,5.102237000000001,,,,,,,,,,,222847.95,307468.3,221616.05,516834.34,515677.44,330681.97,
102,397.21896960728174,4.992291000000001,,,,,,,,,,,50262.91,94906.47,64350.105,131348.61,152305.28,107993.35,
25,398.1511002292744,0.38278198,,,,30.0,,,,,,,470888.53,482397.6,317267.88,460573.9,486494.88,467993.03,
336,398.3271837665868,7.950887,,,,,,,,,,,89725.016,95038.64,272446.3,217677.55,278292.38,440874.0,
24,399.1544675287968,0.38090932,,,,30.0,,,,,,,3859263.0,4643071.0,3388551.2,4525162.0,4903829.0,4548034.5,
83,404.04436235247596,4.5594152999999995,,,,16.0,,,,,,,450711.94,442972.72,431080.16,416306.72,483724.84,406735.94,
62,405.0106594319297,3.6192877,,,,32.0,,,,,,,19950462.0,17732686.0,18992226.0,17837680.0,18889106.0,18905764.0,
61,406.0137702923053,3.619705,,,,,,,,,,,3905405.2,3233143.8,3445378.0,3651887.2,3620992.2,3389517.5,
63,407.00444704358233,3.6192877,,,,32.0,,,,,,,1283891.8,1193888.5,1239574.2,1229078.0,1335789.1,1260058.6,
28,416.1446622537071,0.38743790000000006,,,,30.0,,,,,,,944728.4,857928.5,652552.94,943294.25,1006542.1,941996.6,
49,421.0055423940703,3.3094370000000004,,,,,,,,,,,75300.2,91984.9,85210.2,75894.35,92237.8,71537.9,
