row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,POS_D5-227-C3-a_Run274.mzML Peak area,POS_D5-227-C3-b_Run277.mzML Peak area,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,POS_D5-227-C3-c_Run280.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,
659,139.98793808659892,10.360934,,,,31,,,,,,,2.6880322E7,2.8079198E7,2.7945794E7,2.7495566E7,2.8081468E7,2.7274766E7,
382,139.98801569580743,7.660521,,,,,,,,,,,2543228.8,3278524.0,3265720.2,2637432.5,1.2996431E7,2582535.2,
620,140.06825542864215,10.247159,,,,,,,,,,,659295.6,469525.56,479883.2,560391.5,540071.4,596098.6,
437,140.06831489627174,7.8205447,,,,,,,,,,,215055.75,740097.3,486468.94,387615.97,267679.9,402318.38,
424,140.06832352536796,7.785341,,,,13,,,,,,,367544.5,410917.0,397801.88,283632.8,832636.56,292648.78,
42,140.0683294284049,2.6565669,,,,,,,,,,,38055.438,72971.42,41574.734,29201.422,117258.64,96202.87,
40,140.0683317042169,2.4628465,,,,,,,,,,,43240.918,116857.16,64039.555,86922.38,54247.55,86683.18,
321,140.06833391877714,7.3798976,,,,2,,,,,,,415988.38,487098.97,599722.25,469224.88,631761.5,470809.44,
67,140.0683392584936,3.7540703,,,,,,,,,,,70989.58,12399.139,80919.14,104845.33,102874.13,104798.42,
632,141.9585918603788,10.32312,,,,31,51,[2M-H2O+H]+,,2,632;643,79.48078,1692146.6,2362461.5,2186954.0,1927378.2,1950959.4,1755625.9,
2,141.95876458435222,0.03504868,,,,0,,,,,,,1.1490568E7,1.1115042E7,1.133265E7,8401688.0,1.1278346E7,1.0876501E7,
15,141.9587829853082,0.32171664,,,,23,,,,,,,8587854.0,1.2885405E7,1.0902581E7,1.4746755E7,9960856.0,5522232.0,
660,141.98338371221357,10.361808,,,,31,,,,,,,1.036238E7,1.073239E7,1.0696326E7,1.0441034E7,1.0776149E7,1.0472705E7,
341,141.9834837576708,7.5826206,,,,,,,,,,,1038046.25,1309404.9,4982361.0,1095956.6,5199719.5,1084985.5,
12,143.95915867916634,0.3208153,,,,,,,,,,,283899.4,430137.56,540726.5,490633.8,716585.0,840383.1,
1,143.9591805781158,0.034154247,,,,,,,,,,,221170.83,138801.95,175272.12,91169.72,268872.2,248489.75,
666,143.98092834011342,10.366155,,,,31,59,[M-H+2Na]+,,2,663;666,99.00932,1370528.0,1375686.1,1334982.4,1370583.1,1308968.9,1361345.8,
687,144.98216480603497,10.384213,,,,31,,,,,,,3028622.8,3689071.2,3509850.8,3566643.0,3536133.5,3571936.5,
599,144.9822400308293,10.175239,,,,11,,,,,,,2.1425664E7,1.074369E7,1.0874472E7,7507640.0,1.1063982E7,1.5264123E7,
722,145.03533020466378,10.944562,,,,53,,,,,,,9211714.0,9731368.0,1.0205545E7,9413920.0,1.0083215E7,9322635.0,
598,146.98036504802351,10.172207,,,,11,,,,,,,9715590.0,4809484.0,4863132.0,3439236.0,4916628.5,3229767.8,
721,147.03095494867225,10.849091,,,,,,,,,,,5561993.0,6175447.0,6201241.0,5764449.0,6319784.0,5763578.5,
170,147.08053297801538,5.8293595,,,,24,,,,,,,233216.47,196101.42,255896.47,295731.25,198869.75,255060.53,
196,147.08057124455263,6.102368,,,,32,,,,,,,2.0449328E7,1.7123622E7,2.8265336E7,3.37832E7,1.6894916E7,2.2549684E7,
194,148.0838127784425,6.103246,,,,,,,,,,,2128045.2,1854034.1,2926902.5,3483126.0,1824293.0,2358328.0,
649,152.99495576697112,10.337696,,,,31,,,,,,,1670331.0,1948031.1,1823217.4,1759399.0,1734858.5,1536843.1,
695,154.00500553646305,10.476415,,,,38,,,,,,,2444328.2,2603580.0,1719035.4,2515498.2,1781846.1,2517970.5,
36,154.05002288792227,1.7487322,,,,19,,,,,,,1111081.8,1551443.5,1733386.6,1008220.44,1729135.0,2011934.6,
646,154.99024068835482,10.331719,,,,31,,,,,,,2.7373912E7,4.237377E7,3.0310428E7,3.06347E7,2.8200082E7,2.9119792E7,
679,156.99067626212138,10.372265,,,,31,,,,,,,7797681.0,7512712.5,7293972.0,7892164.0,7575711.5,7868386.5,
613,158.9641359897953,10.224485,,,,10,,,,,,,2624077.2,2227177.2,2195454.5,1906315.6,2468912.8,1869687.1,
682,158.98609917031078,10.374885,,,,31,,,,,,,3042893.8,2910008.2,2895210.0,3095836.5,2980517.5,3145120.2,
3,159.96926165585697,0.03505076,,,,0,,,,,,,4641526.5,4272817.0,4229425.5,4326045.5,4057471.0,4479709.5,
13,159.96929571836236,0.3189962,,,,23,,,,,,,4084891.5,3920852.5,4937826.5,4295066.0,5263457.0,5161697.0,
635,163.990544718283,10.320596,,,,31,49,[M-2H2O+NH4]+,,2,633;635,181.97789,3112184.2,3922760.5,3875387.5,3114640.2,3695564.5,2318191.0,
192,165.09116719184735,6.1014767,,,,32,,,,,,,1058426.0,872528.2,1496671.2,1798361.6,870800.4,1163049.0,
689,165.98297330858153,10.399815,,,,31,,,,,,,2994280.8,2712434.2,2174310.8,2999492.8,1957816.0,2786776.0,
670,165.9909140861774,10.367045,,,,31,57,[M-2H2O+NH4]+,,2,670;652,183.97824,969800.0,1012395.5,1011120.6,1004035.1,990040.6,923873.06,
697,167.01286782929412,10.477256,,,,38,,,,,,,4.358381E7,4.647389E7,4.6232004E7,4.570683E7,4.676533E7,4.469897E7,
694,168.01614850003526,10.474631,,,,38,,,,,,,2303669.5,2253449.5,2420149.2,2426957.2,2484705.8,2340229.5,
634,169.97732091449916,10.320594,,,,31,,,,,,,2090951.4,3042200.8,3094677.0,2523196.0,3257112.8,2717459.5,
718,169.97738494780492,10.811645,,,,,,,,,,,1595577.0,6529577.5,6443678.5,4723972.0,6239907.5,1162215.4,
50,171.09928198372143,2.8620803,,,,,,,,,,,498830.28,3044938.8,2923658.5,483364.94,3133109.0,267178.84,
723,171.99301863509564,10.958856,,,,53,,,,,,,5334411.0,7903379.5,7997820.0,5685771.0,7887862.5,5775479.0,
54,172.133339457563,3.1894572,,,,57,0,[M+H]+,,2,55;54,171.12611,1050209.2,1304783.0,1333331.2,1000862.06,1363228.0,1013033.6,
637,172.95638237812327,10.32313,,,,31,,,,,,,7769538.0,3162479.5,3051563.2,7586959.5,3003839.5,7882801.0,
444,172.95650070860833,7.8750863,,,,,,,,,,,1643848.0,573301.44,1011521.94,1877079.8,1358829.2,1681557.0,
291,172.95651723276157,7.3718324,,,,,,,,,,,1251594.9,568838.0,565937.06,1366001.9,459138.34,1455672.6,
25,172.97721176872952,0.3930196,,,,6,,,,,,,1454416.0,1616540.4,1725366.0,1540978.1,1623837.1,1527799.4,
720,173.03024517368604,10.817346,,,,,,,,,,,861156.75,1123348.2,2723563.0,257252.98,2639179.2,524427.7,
703,174.9533590802199,10.453855,,,,,,,,,,,229216.58,643777.0,412886.72,522743.88,880197.1,551694.9,
631,174.9533661808027,10.318745,,,,31,,,,,,,1219012.0,623752.9,706260.3,1189366.0,568042.1,1864198.0,
681,174.95682723864886,10.372274,,,,31,,,,,,,2511086.8,1513069.0,1015959.9,2453941.5,1501609.0,2466169.5,
4,176.98459135143455,0.035950396,,,,0,,,,,,,1047339.4,1123927.4,1188661.1,1022336.06,1180948.2,1035003.7,
14,176.98460986825296,0.31990278,,,,23,,,,,,,913744.7,1094208.4,1101958.8,933284.5,1086530.0,407455.72,
663,181.01444457830135,10.363668,,,,31,55,[M+H]+,,2,652;663,180.00703,4991951.5,5482526.5,5436511.0,5250397.0,5561825.0,5315389.0,
346,181.01455464104754,7.625099,,,,,,,,,,,630498.9,790608.9,2927654.8,677295.2,842438.44,670475.0,
383,181.01456082961656,7.6685624,,,,,,,,,,,591452.06,803255.6,792821.5,616594.06,2881598.0,512374.88,
633,182.98519535682556,10.3196125,,,,31,49,[M+H]+,,2,633;635,181.97789,1.8995584E7,2.6823254E7,2.3707546E7,1.9318986E7,2.602357E7,1.9853678E7,
661,183.00985008018608,10.362582,,,,31,56,[M+H]+,,2,661;658,182.00245,1869142.9,2073699.1,2053054.2,1992402.0,2111433.2,1988661.4,
51,183.09182928820792,2.8813105,,,,,,,,,,,117735.86,536107.4,190036.31,237163.77,409976.2,77984.47,
713,184.00299863131022,10.551525,,,,33,,,,,,,6884058.5,6807015.0,7336850.5,6825015.0,7405777.5,6564892.0,
652,184.98553792631614,10.356617,,,,31,57,[M+H]+,,2,670;652,183.97824,8216978.5,9326820.0,9321038.0,8208764.0,9403316.0,8527034.0,
658,186.9809707004631,10.360191,,,,31,56,[M-H2O+Na]+,,2,661;658,182.00245,3141608.2,3621473.0,3611561.0,3197577.0,3650632.2,3281207.2,
23,186.98107504886266,0.32260898,,,,,,,,,,,177004.67,181117.28,237273.34,146788.0,198079.8,190878.4,
62,194.115315872963,3.6052115,,,,,,,,,,,398448.2,617578.0,447898.88,245068.44,137854.31,265519.84,
55,194.11536760252045,3.1903648,,,,57,0,[M+Na]+,,2,54;55,171.12611,5550690.0,7777818.5,7827011.5,5608868.5,8537174.0,5752086.5,
148,195.1017311545326,5.6126823,,,,17,,,,,,,763165.75,844438.6,858922.9,753661.0,851970.4,792258.3,
647,196.01678851844554,10.332596,,,,31,52,[2M-H2O+K]+,,2,647;641,87.53233,1588109.5,1794750.8,1760451.1,1538541.5,1721610.5,1608647.9,
724,199.98829986707142,10.944959,,,,,,,,,,,650848.8,4250710.0,589599.56,725073.25,719940.4,736474.3,
719,199.98831514228812,10.839864,,,,,,,,,,,629073.4,1370863.9,4211248.0,454933.7,4204643.0,869961.0,
63,201.0597208713001,3.654342,,,,,,,,,,,183206.77,258930.94,278212.66,150574.69,292876.25,383144.03,
711,201.97573741290532,10.530633,,,,33,,,,,,,894870.0,987605.6,979463.1,910274.3,979726.25,944537.5,
545,201.9757707762179,8.688805,,,,,,,,,,,1050704.6,204113.45,473657.53,1094939.9,473974.62,1111101.2,
28,202.18028446466317,0.70543504,,,,,,,,,,,183787.23,137873.45,259087.16,221008.98,174077.17,170202.81,
24,202.1802958423087,0.38569334,,,,,,,,,,,828940.25,635597.5,1014054.4,965623.06,834572.56,840620.8,
125,203.06211443603505,5.279208,,,,,,,,,,,368459.94,347525.6,296673.56,289328.8,351524.22,399944.6,
79,203.06214336404742,3.9062512,,,,,,,,,,,159196.42,124513.445,134922.25,175056.88,121999.305,221874.0,
628,205.01715293994184,10.317088,,,,31,,,,,,,6009908.0,7740656.5,7530854.0,6269994.5,7330563.0,6322871.5,
655,207.0175239388383,10.359188,,,,31,54,[M-2H2O+NH4]+,,2,655;653,225.00478,5736909.5,5981586.5,5933399.5,5852630.0,5849444.5,5721414.5,
692,208.03934974244316,10.507012,,,,38,,,,,,,2781455.0,3070718.5,3170316.8,2890163.0,3267327.0,2846321.0,
656,209.01293918231985,10.359303,,,,31,53,[2M+Na]+,,2,645;656,93.01144,2168588.8,2258391.5,2249989.2,2227056.2,2227259.2,2182367.2,
377,209.15373459609148,7.698303,,,,,,,,,,,277187.0,312274.53,277529.34,152293.45,262414.1,204981.88,
158,211.07550166546528,5.674928,,,,3,,,,,,,1131671.8,1977934.9,1714165.6,1541299.8,1785338.2,1620104.2,
98,211.97073659432377,4.6879845,,,,22,,,,,,,3885960.8,4630446.0,4471622.5,4098365.8,4740480.5,4073209.0,
56,212.12587217760935,3.196682,,,,57,1,[M+Na]+,,2,56;54,189.13664,559439.1,875725.5,868021.2,544050.7,906974.06,556927.3,
627,213.98284071993962,10.316997,,,,31,,,,,,,2954334.5,1317029.6,1267159.1,3004029.2,1190997.6,2121385.2,
539,213.98296995488712,8.572976,,,,,,,,,,,1994470.4,394211.1,363343.1,1185502.4,323456.94,997182.8,
442,213.983034124298,7.8741918,,,,45,,,,,,,1919399.9,310708.44,591384.75,996003.0,660472.1,1473685.1,
680,215.98380104169533,10.372264,,,,31,,,,,,,1490980.4,916615.94,689692.56,1538013.6,954676.2,1537714.2,
295,215.9838990088749,7.370049,,,,2,32,[M+NH4]+,,2,299;295,197.94979,149376.67,130748.34,142469.17,199757.36,183480.95,211684.89,
449,215.98398733036234,7.8750877,,,,44,41,[M+NH4]+,,2,457;449,197.94982,87898.27,119635.516,236428.11,91399.914,253338.94,121047.836,
607,216.9228059508532,10.200023,,,,10,,,,,,,3525483.2,1174321.4,1222931.2,2452230.2,1236715.0,1746166.8,
39,217.10476339024333,2.2447584,,,,,,,,,,,873157.44,1026339.5,1504943.8,1119584.6,1092454.6,874888.25,
46,217.10715579311383,2.7965794,,,,,,,,,,,302399.5,286985.34,343921.38,251867.11,327410.6,562677.25,
57,217.10721371234604,3.3512552,,,,,,,,,,,87067.195,548841.3,75033.69,85421.49,105323.74,84089.23,
64,217.10721760280538,3.6552467,,,,,,,,,,,123977.27,164127.44,161047.06,96024.46,184605.64,165238.33,
72,217.10725877392193,3.8457005,,,,,,,,,,,77007.41,88610.19,98023.766,56348.49,88458.91,150358.2,
207,219.0570818894677,6.105003,,,,32,,,,,,,647338.25,614716.3,1056672.5,1139331.4,624370.56,737153.9,
59,219.0571180021634,3.5249443,,,,,,,,,,,472468.16,483935.28,690032.25,704063.7,437673.16,571939.8,
227,220.11225716810995,6.3064327,,,,50,,,,,,,1028722.6,1760020.1,1577797.0,1579625.2,2011434.8,1622712.4,
412,221.1752172576786,7.7733636,,,,13,,,,,,,611463.44,695279.9,643887.5,323904.6,691542.2,499227.66,
81,222.146541520409,4.0566077,,,,,,,,,,,555436.4,832544.56,830348.8,555364.0,828250.0,546055.1,
626,223.98831600908125,10.3137665,,,,31,,,,,,,4378309.0,4725995.0,4605431.0,4126823.8,4693165.0,4118898.0,
466,223.98849748249776,7.8724117,,,,44,,,,,,,1027189.06,4598059.0,4161580.0,1079805.1,4602583.5,1054398.8,
712,225.029472830455,10.5428505,,,,33,,,,,,,2080563.0,2388731.0,2360301.0,2297900.0,2413138.0,2227100.2,
154,225.09112362838718,5.674024,,,,3,,,,,,,1899133.2,3234483.5,2747635.5,2506728.2,2953505.8,2575933.2,
653,226.01199686937923,10.357572,,,,31,54,[M+H]+,,2,655;653,225.00478,1180696.0,1443578.1,1430832.4,1175497.4,1436365.0,1251297.0,
86,226.18021710235112,4.375527,,,,61,8,[M-H2O+H]+,,1,85,243.18349,138396.81,130745.31,135156.62,117282.11,565732.94,127039.375,
366,226.18024214436028,7.6956124,,,,36,36,[M-H2O+H]+,,2,366;369,243.1835,1075306.4,1231458.8,1147427.2,582207.6,1070339.0,849377.25,
413,226.18026806141518,7.7733636,,,,13,40,[M-H2O+H]+,,2,413;420,243.18354,875251.06,921990.8,838484.1,477243.1,888538.5,677584.6,
584,226.95151770051027,9.937905,,,,,,,,,,,1305106.5,2881098.8,2676401.8,2297287.8,3182362.0,2240422.0,
616,226.95151849116985,10.229063,,,,10,,,,,,,7775669.0,5026028.5,5291388.5,3827481.2,5223256.5,3718035.5,
303,226.95160441293606,7.373631,,,,2,,,,,,,274489.72,426963.75,407778.0,291421.03,503434.25,350634.5,
367,228.1959137835684,7.6956124,,,,36,37,[M+H]+,,2,367;371,227.18859,496537.78,560663.9,515782.78,279465.38,480283.8,394471.75,
111,228.19594428016913,4.8171988,,,,42,15,[M+H]+,,1,112,227.18863,216914.27,252704.97,243891.95,135601.77,256804.02,210690.34,
414,228.19595653527722,7.7733636,,,,13,39,[M+H]+,,2,414;418,227.18865,1119824.1,1160408.6,1077883.0,617810.2,1155178.1,886804.6,
244,228.23233151471837,6.6491475,,,,55,,,,,,,358535.2,1096238.4,1053884.2,374012.6,1060698.8,393750.88,
100,229.98133134975694,4.6879845,,,,22,,,,,,,8713632.0,1.035607E7,1.0113302E7,9201769.0,1.0770813E7,9118387.0,
97,230.98455313144214,4.68887,,,,22,,,,,,,722326.3,853142.7,825372.56,755746.25,895043.3,758790.56,
101,231.97914335682333,4.6879845,,,,22,,,,,,,8553489.0,1.0153581E7,9898453.0,9007000.0,1.0570108E7,8944106.0,
102,232.9823701305135,4.6888776,,,,22,,,,,,,706129.5,847629.9,822176.1,762901.06,886933.5,750166.3,
60,233.07266984948504,3.5575504,,,,66,3,[M+H]+,,1,61,232.06536,111962.734,125419.484,85440.67,61915.23,113879.164,174515.22,
83,233.0726760619791,4.365589,,,,56,7,[M+H]+,,2,84;83,232.06537,430908.72,485255.66,366071.8,316282.84,475339.25,681919.6,
197,235.07127422240842,6.102364,,,,32,,,,,,,478825.16,525111.4,833194.44,755374.6,517618.28,515278.03,
95,236.08060513298858,4.546433,,,,51,,,,,,,2251770.5,2787060.5,3058554.5,2062183.1,2508538.0,3239293.5,
88,236.16213738934013,4.4471526,,,,,,,,,,,82167.91,112399.64,105930.02,66461.484,136219.58,77752.49,
416,236.16216872561404,7.774256,,,,13,,,,,,,597995.0,688071.9,652541.2,325925.53,676709.94,469060.94,
256,237.22138664754888,6.976408,,,,60,,,,,,,64129.83,141957.25,139964.58,143574.7,186117.97,192841.34,
302,237.22139713197393,7.3736234,,,,2,,,,,,,859413.0,1131864.0,1115253.0,1070492.8,1381933.1,1270616.2,
58,239.08905239619935,3.3530617,,,,,,,,,,,585025.5,4610681.0,928668.56,621064.56,1139497.1,785703.9,
94,239.08920713995383,4.5473094,,,,51,10,[M+Na]+,,3,94;93;91,216.09989,45602.96,50509.21,61217.58,33201.402,47130.895,70466.805,
96,244.06677624846012,4.5499806,,,,,,,,,,,392515.88,335602.22,372972.3,343792.88,290910.62,535368.5,
200,244.07663746770103,6.1032453,,,,32,,,,,,,497848.2,563725.2,958856.75,913132.8,561326.7,605505.1,
368,244.19077401626956,7.6956124,,,,36,36,[M+H]+,,1,369,243.1835,169952.47,191020.23,167548.19,81834.85,163287.77,128611.09,
87,244.19078475462604,4.3746204,,,,61,8,[M+H]+,,1,85,243.18349,51615.07,51876.01,53871.707,45961.19,279488.75,52564.145,
415,244.190821266296,7.7733636,,,,13,40,[M+H]+,,2,415;420,243.18354,658246.4,697307.2,639708.6,340914.88,683040.25,528462.7,
75,245.08590787730785,3.8466005,,,,20,,,,,,,520364.78,617138.75,689507.7,465661.06,623695.56,900811.2,
105,247.0883125378558,4.703092,,,,59,12,[M+H]+,,2,106;105,246.08101,456514.1,446796.22,441109.78,474250.84,446107.88,599881.7,
371,250.17776676114374,7.696508,,,,36,37,[M+Na]+,,2,367;371,227.18859,436824.75,446032.34,414573.16,257014.73,395238.1,324802.44,
525,250.17778384296898,8.353212,,,,,,,,,,,225416.72,0,111776.74,282392.97,64125.895,223699.14,
112,250.17780126939826,4.8199134,,,,42,15,[M+Na]+,,2,112;111,227.18863,560718.4,674021.56,669268.9,393789.3,699783.75,574866.4,
