row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Y-p12_1_Run94.mzML Peak area,2024_POS_Y-p12_3_Run132.mzML Peak area,2024_POS_Y-EV_1_CTRL_Run88.mzML Peak area,2024_POS_Y-EV_2_CTRL_Run117.mzML Peak area,2024_POS_Y-p12_2_Run111.mzML Peak area,2024_POS_Y-EV_3_CTRL_Run138.mzML Peak area,
1393,102.03376895822272,10.606004,,,,22,,,,,,,5232850.0,5150702.5,2721007.0,3663893.2,4902166.5,5065212.0,
83,104.07052216152539,0.37095523,,,,49,7,[M+NH4]+,,2,83;82,86.03672,1.3682008E7,1.3225419E7,2.5588516E7,2.1944868E7,1.581386E7,1.2695111E7,
67,104.10690815645097,0.36200655,,,,49,,,,,,,9197225.0,7217378.0,1.1136255E7,9964729.0,9793694.0,8563206.0,
18,105.00321442752711,0.3111095,,,,11,,,,,,,3421127.8,3414002.2,3790231.0,3840637.2,3605488.8,3004909.2,
13,110.00862587962843,0.30945456,,,,11,,,,,,,604061.7,653175.2,692179.25,567547.2,664867.8,622955.7,
958,110.0199571862167,8.111171,,,,,,,,,,,490202.97,1727985.2,7271506.5,7289523.0,953697.6,928183.75,
1376,110.01996931582245,10.420407,,,,36,,,,,,,9977592.0,9255876.0,8090847.5,8484945.0,8791385.0,1.1015573E7,
1074,111.02014543985024,8.67796,,,,,,,,,,,31888.334,127851.0,2129466.5,532977.94,89810.37,114679.836,
1383,111.02016256535931,10.437377,,,,36,,,,,,,8269973.0,8346275.5,8019495.5,7834245.0,8013446.0,8275968.0,
1381,112.01787030404944,10.436082,,,,36,,,,,,,3217075.8,3183954.0,3091126.5,3062900.0,3177914.5,3176359.8,
1075,112.01787092617737,8.651994,,,,,,,,,,,6475.4873,18799.732,814643.44,32639.832,15469.121,41970.78,
952,112.01787110886221,8.101399,,,,,,,,,,,83315.445,128837.516,352391.4,525682.5,69507.62,83759.61,
379,112.0756190470759,2.1204448,,,,,,,,,,,220602.9,179872.25,293251.7,386460.12,219157.52,334832.03,
1384,113.96361747897203,10.436716,,,,,,,,,,,430782.25,950718.75,280581.88,465841.53,915834.7,357756.75,
1,113.96364327523004,0.032254748,,,,,,,,,,,379274.38,438982.22,366060.0,381924.66,444012.9,402133.38,
434,114.09128145562346,2.4846728,,,,,,,,,,,1198316.5,1066260.9,1272100.5,1308511.4,1168753.9,2045529.2,
78,115.03651668515617,0.36932835,,,,49,,,,,,,927782.94,817110.25,940564.8,1076824.2,722143.25,1984607.1,
90,115.04790362177937,0.37258232,,,,49,,,,,,,3491380.8,4940258.0,3213370.5,3015107.5,3503909.2,3110078.0,
116,116.07054671285489,0.3839729,,,,49,,,,,,,6.344777E7,4.9230456E7,5.9866676E7,6.297695E7,5.8414064E7,9.6599704E7,
117,117.07389703759272,0.3839729,,,,49,,,,,,,2821222.5,2558925.2,1935351.0,2765347.8,2046685.6,4185785.5,
201,118.08619559627073,0.48209688,,,,77,,,,,,,3.1447072E7,2.6697692E7,3.4147224E7,5.8048256E7,5.4837216E7,6.844742E7,
175,118.08619589871658,0.4306759,,,,49,,,,,,,5.556341E7,4.6424508E7,5.875094E7,1.6115295E7,2.3228612E7,2.5568578E7,
370,118.94255791984286,1.7692343,,,,,,,,,,,247795.67,898549.44,1101445.1,983436.8,246573.81,52453.293,
367,118.94255799025008,1.6529008,,,,,,,,,,,907006.75,35517.504,114823.38,194549.9,636717.2,90882.95,
359,118.94256512261968,1.4809955,,,,,,,,,,,118827.02,64929.836,104330.1,37864.28,291508.88,126871.375,
2,118.94257725919833,0.032254748,,,,0,,,,,,,2599784.8,2749416.0,2765334.0,2740714.2,2808483.2,2635529.5,
196,119.08956025336387,0.45989108,,,,77,,,,,,,360430.3,2152296.5,2729126.2,2796365.0,2594153.2,3001247.8,
141,119.08956326904377,0.40024364,,,,,,,,,,,810731.3,515824.4,744889.44,850849.4,744252.56,364465.06,
491,120.04438421271438,2.823374,,,,5,,,,,,,9.283435E7,8.707856E7,1.0698146E8,1.0932109E8,8.853746E7,1.4498491E8,
152,120.06547233241359,0.39129475,,,,49,,,,,,,944263.6,2281646.5,1142717.9,1994891.5,1204726.6,1990415.8,
363,120.08073052741936,1.4646664,,,,25,,,,,,,8666390.0,7340914.0,1.0021885E7,1.0843091E7,8788122.0,1.3674307E7,
492,121.04769212597402,2.823374,,,,5,,,,,,,6897388.0,6533478.0,8066635.0,8297497.5,6711447.5,1.0920018E7,
25,123.01380621154608,0.31192303,,,,11,,,,,,,451207.84,414441.34,479867.3,516081.0,432085.44,330723.8,
172,124.10002403741687,0.43146825,,,,49,,,,,,,1793475.0,2276076.5,577050.3,1899566.0,2154539.8,1330321.0,
71,126.0525048892265,0.36281994,,,,49,,,,,,,513501.8,363576.8,832221.25,776241.25,547013.25,610392.0,
315,127.03893874931886,0.7934982,,,,,,,,,,,477927.97,608213.25,1676050.9,1436435.9,608168.1,1906413.1,
21,128.01924126661817,0.3111095,,,,11,,,,,,,2454057.8,2540815.8,2667887.2,2437472.0,2562332.0,2193273.0,
234,129.018192332544,0.54080904,,,,77,,,,,,,7026099.5,7152215.0,5982573.5,5686520.5,6879818.5,7138178.5,
354,129.0545933691453,0.9880081,,,,,,,,,,,664285.5,559436.56,615921.06,678306.0,622973.4,2079300.0,
174,130.0498425362989,0.40024352,,,,,,,,,,,2547393.0,1837980.1,2358760.0,2598814.5,2429529.2,3090671.5,
257,130.04985221756223,0.60132605,,,,20,,,,,,,5355052.0,5454331.5,8046560.0,8367043.0,9160968.0,1.1896864E7,
126,130.08623123745159,0.38478646,,,,49,,,,,,,3011559.8,3416463.5,3055945.0,3116207.2,1311618.8,2801525.0,
457,130.15900333865096,2.7072608,,,,,,,,,,,450446.9,466948.47,663148.06,553576.4,553509.2,803681.94,
951,131.5334608714378,8.0855,,,,,,,,,,,107222.03,42446.72,156622.83,57802.555,28847.596,65491.215,
1067,131.5334689628398,8.65352,,,,,,,,,,,0,6996.29,405537.44,14508.487,0,0,
1379,131.53348626452143,10.428569,,,,36,,,,,,,1010716.2,1003316.6,979353.8,834569.1,946670.94,1008744.6,
306,132.1018938751208,0.75754243,,,,4,20,[M+Na]+,,2,307;306,109.11306,1.0391145E8,9.16528E7,1.19556216E8,1.2847153E8,1.048027E8,1.5092925E8,
23,132.99817293279713,0.3111095,,,,11,,,,,,,1030698.56,1068177.4,1235512.4,1206333.5,1143308.2,941922.75,
34,133.0971377559966,0.33816433,,,,85,,,,,,,1000164.3,1123172.4,400826.47,468440.8,443970.47,109206.47,
305,133.10523159774638,0.75657266,,,,4,,,,,,,6632779.5,5794894.0,7534994.0,8171764.5,6635889.5,9457292.0,
176,134.04475964109454,0.40512455,,,,49,,,,,,,4839002.0,3752670.5,5838095.5,6570833.5,5333849.5,688998.6,
210,134.04476156800158,0.52138036,,,,,,,,,,,209606.89,532516.1,2319184.5,426053.38,1722952.9,3084767.0,
325,134.06100369920327,0.8170469,,,,,,,,,,,2781696.8,2960354.0,2788516.0,3017735.8,2863548.2,2090633.1,
6,136.95318381822563,0.033886928,,,,0,,,,,,,1071838.1,1103580.0,1148977.6,1040261.6,1144958.8,1047353.2,
80,138.05250978759344,0.37014174,,,,49,,,,,,,1896937.4,1751422.6,1670317.4,1975618.9,1630482.8,3638009.0,
460,138.05494198033003,2.7229958,,,,,,,,,,,266791.03,273026.38,330858.22,305869.62,300030.88,448197.47,
493,138.05497818896058,2.823374,,,,5,,,,,,,9.4899464E7,8.9109064E7,1.1039325E8,1.1215553E8,9.042394E7,1.4149666E8,
233,139.00256501413344,0.540008,,,,77,,,,,,,1039518.94,960344.3,1185512.4,1190062.2,1001245.44,1050572.2,
490,139.05827440455172,2.8225524,,,,5,,,,,,,7291959.5,6850121.5,8287646.0,8772204.0,7033746.5,1.1028493E7,
308,139.11905376092304,0.7586031,,,,4,,,,,,,1.6363533E7,1.7422658E7,1.5964569E7,1.6352605E7,1.7024134E7,1.412578E7,
1076,139.9878768589588,8.69608,,,,,,,,,,,16903.264,242153.64,1084345.1,255405.67,113779.02,16030.936,
968,139.9878833712244,8.1717005,,,,,,,,,,,4517.165,47720.184,158370.67,93052.234,6543.5586,6405.865,
1385,139.987900674763,10.433235,,,,,,,,,,,684856.94,786594.6,796935.8,649411.6,455687.8,684689.5,
184,140.06818442574112,0.4127828,,,,49,,,,,,,1151236.8,70828.42,1085478.1,1175870.1,1085465.8,1793605.0,
421,140.14335948038868,2.3874705,,,,38,,,,,,,406287.2,394644.03,566729.56,537074.44,411970.6,619012.6,
181,141.03390788927683,0.40837917,,,,,,,,,,,451814.66,554627.7,379388.66,145289.2,579495.3,252839.28,
339,141.03391393619205,0.880788,,,,21,,,,,,,3151244.5,3484900.8,3291563.0,3235098.8,3158446.5,2657339.2,
243,141.03391475075918,0.55591774,,,,,,,,,,,1845624.6,1725803.8,1474355.9,1782978.9,1709735.9,1073929.1,
179,141.04692652174188,0.4043114,,,,49,,,,,,,5162375.5,6041657.5,1941864.9,5081589.5,5901423.5,4984005.5,
1388,141.95858381219557,10.429872,,,,,,,,,,,184225.7,123468.56,322621.7,184082.25,89241.87,644538.75,
8,141.95858944302225,0.30622643,,,,,,,,,,,530128.6,297563.16,597979.8,504540.72,561364.8,520089.34,
3,141.9586174426644,0.033054452,,,,0,,,,,,,3869949.0,3872826.0,3871553.0,3752142.0,3967633.8,3709670.5,
36,142.94805480693233,0.33757854,,,,71,1,[M+H]+,,1,40,141.94077,398932.97,366152.9,404180.75,404963.47,403884.38,449482.75,
1062,144.98217770972062,8.643985,,,,81,,,,,,,2.9399394E7,3.1534982E7,3.866972E7,3.4776324E7,3.0186432E7,2.815836E7,
1297,144.98218874065807,10.167182,,,,,,,,,,,6274133.5,6067975.5,7703780.0,6014458.5,7417950.0,4794500.5,
24,146.02984279040464,0.31192303,,,,11,,,,,,,277811.88,282959.7,299095.38,256810.48,256719.94,222331.88,
35,146.1651796026711,0.32595816,,,,,,,,,,,2765069.5,2956913.2,2831082.2,2202606.8,2494758.5,1067373.0,
1051,146.9803365441497,8.626939,,,,81,,,,,,,1.336652E7,1.3407976E7,1.7441036E7,1.539977E7,1.348165E7,1.4637198E7,
219,147.0287919168945,0.53416556,,,,77,,,,,,,2871707.8,3792006.8,2924934.2,3090816.5,2760318.5,3965123.2,
101,147.07641500322308,0.3790911,,,,49,12,[M-H2O+NH4]+,,2,135;101,147.05316,1851038.6,1774991.5,1590962.4,2273554.5,1891565.0,1064690.2,
85,147.11280494025144,0.31925613,,,,85,,,,,,,7126861.0,6157265.0,2340001.2,9028826.0,6912210.0,1479158.5,
135,148.06043217541017,0.38722706,,,,49,12,[M+H]+,,2,135;101,147.05316,9657285.0,2.3186464E7,2.7045768E7,9542445.0,9422415.0,3.1115682E7,
26,151.0087540588651,0.31192303,,,,11,,,,,,,703377.5,699568.75,806391.5,803922.0,731231.7,559991.44,
16,151.0352403871236,0.3102959,,,,11,,,,,,,251128.8,247561.44,239938.7,222330.95,236513.23,235378.0,
479,153.10211190181258,2.8124087,,,,,,,,,,,192504.47,167793.58,63737.65,144110.36,193305.31,537177.0,
519,153.1022088096351,3.0548694,,,,,,,,,,,69224.27,60884.395,24741.316,36283.87,52065.562,267425.75,
444,153.1022260748532,2.5739667,,,,,,,,,,,45989.59,62114.316,28158.625,30918.777,53284.49,184029.16,
1375,154.99023796214786,10.422835,,,,36,,,,,,,1678259.2,1706047.6,663133.6,316575.38,432068.06,1984547.8,
77,156.07672493091644,0.36770138,,,,49,,,,,,,7573250.5,7792403.0,5040643.0,7047777.0,5514312.5,4132882.0,
238,157.01319823699308,0.54507786,,,,77,18,[M-2H2O+H]+,,3,223;238;225,192.02698,1889559.2,1864554.6,1631203.9,1704543.1,1744895.0,2010050.9,
107,157.06073360039116,0.3823456,,,,49,,,,,,,1075931.9,1054755.0,1198995.5,1405813.8,1180729.4,928990.9,
111,158.08114488611025,0.3831592,,,,49,11,[M+H]+,,2,111;104,157.07392,3019924.0,3241347.2,4441735.5,4055785.8,3859000.0,2553105.5,
373,158.08117188761014,2.0590422,,,,,,,,,,,7688631.5,6966456.0,1.0162038E7,1.1787009E7,7868860.5,1.2334134E7,
604,158.1539289916042,4.948052,,,,,,,,,,,767344.5,775013.44,790881.56,815626.3,771003.5,748379.0,
47,158.96407390655483,0.34654775,,,,71,,,,,,,297474.94,271145.5,264622.06,250642.14,269679.12,337941.56,
1323,158.96407457376233,10.280462,,,,,,,,,,,0,18844.797,405251.16,147486.4,41514.996,12748.369,
7,159.96916272177194,0.033886928,,,,0,,,,,,,1484608.8,1556314.1,1475161.2,1443357.1,1501057.0,1377572.1,
368,160.0756868463091,1.6109849,,,,,,,,,,,851404.94,764318.94,778145.7,871872.0,783240.06,3516521.2,
40,164.92997899780988,0.34165668,,,,71,1,[M+Na]+,,2,36;40,141.94077,852622.9,744386.44,804120.94,830144.3,796415.1,975039.75,
565,166.08622846261053,4.081262,,,,,,,,,,,94036.695,69838.586,115847.35,112845.75,86812.04,128414.375,
361,166.0862657139777,1.4578987,,,,25,,,,,,,5.0262292E7,4.2028548E7,5.7767212E7,6.278616E7,5.0582736E7,7.712398E7,
477,169.07600408842575,2.8131657,,,,5,,,,,,,5792665.0,5407610.0,6773040.0,6563274.0,5503528.5,1.0466924E7,
38,169.09473097642334,0.34002885,,,,71,2,[M+H]+,,2,38;37,168.08744,658920.75,738478.3,564686.7,678372.4,599378.0,671525.9,
191,170.04232349165906,0.3962401,,,,,,,,,,,488991.62,626560.2,725821.6,528962.0,644817.9,632070.56,
66,170.04233795343524,0.36119297,,,,49,,,,,,,624033.7,935262.75,708548.56,637371.7,1105987.4,689884.5,
228,175.0236734744672,0.5375139,,,,77,18,[M-H2O+H]+,,5,220;223;217;228;225,192.02698,3664471.8,3458345.0,3257834.0,2992677.0,3640499.0,4380599.0,
162,175.0237011302282,0.42121664,,,,49,17,[M-H2O+H]+,,3,157;144;147,192.027,337405.4,404075.2,206838.19,278337.12,208210.44,455172.88,
104,175.1078023360692,0.38071826,,,,49,9,[M-H2O+NH4]+,,3,118;104;84,175.08446,5785018.0,5325777.0,6120078.5,5053367.0,4182161.2,4840772.0,
74,175.11890089350547,0.36444727,,,,49,,,,,,,2.9898892E7,3.1968222E7,2.730621E7,3.0972008E7,2.9800334E7,2.8588114E7,
118,176.0916878266537,0.38397267,,,,49,9,[M+H]+,,2,118;104,175.08446,1.0255675E8,9.596576E7,1.2798052E8,1.3977307E8,1.0528167E8,1.10157464E8,
362,176.1134165168007,1.4591423,,,,25,,,,,,,8407901.0,8514377.0,8250837.5,8373626.5,8339490.5,8048117.5,
72,176.12213480787568,0.36444727,,,,49,,,,,,,1435648.9,1417796.0,770854.06,1557923.2,602968.1,647931.44,
130,177.0949995196977,0.38559994,,,,49,15,[M-H2O+NH4]+,,2,130;169,177.07221,7927017.0,7465599.0,9828455.0,1.0788691E7,7932020.5,8418385.0,
52,178.00859799252348,0.3506174,,,,71,,,,,,,243875.92,231149.3,291350.97,322271.5,247666.48,249694.17,
56,178.0586467743527,0.35224447,,,,71,,,,,,,584588.44,589178.8,654353.3,674904.25,646875.94,579345.94,
275,182.0811045763251,0.6515301,,,,20,,,,,,,2010018.9,1896287.9,2251528.2,2323124.8,2063216.9,2531895.5,
553,182.19025639952793,3.6843007,,,,,,,,,,,28726.418,34183.574,50017.29,44128.832,24337.596,62018.53,
534,182.19027292360872,3.3694952,,,,,,,,,,,327281.5,325723.84,469717.53,419933.2,364537.34,636096.75,
1378,182.9851010540922,10.42839,,,,36,,,,,,,2254513.8,1957397.5,1948124.1,1880538.0,2045915.8,2415182.8,
4,182.98511035089177,0.033054452,,,,0,,,,,,,480434.25,525017.2,408617.2,421098.22,456247.72,473493.1,
513,183.091649747485,2.971841,,,,,,,,,,,599934.3,557473.2,712750.0,704200.7,615356.75,1220870.0,
99,184.07322022837727,0.3782772,,,,49,,,,,,,1109565.4,1048354.0,1277260.1,1625388.9,1576706.4,1510051.4,
442,184.16952382703664,2.536471,,,,,,,,,,,278353.4,234087.84,357550.3,338632.4,269957.25,548757.06,
389,184.16954237970958,2.2206607,,,,88,,,,,,,2229557.0,2257083.8,3007995.8,2634294.8,2362361.2,4312386.0,
1079,184.98549046092114,8.720829,,,,,,,,,,,623062.2,1667083.1,4276074.5,2081776.4,1391798.5,996373.1,
1380,184.9855004389739,10.434681,,,,36,,,,,,,1014272.6,992371.06,1076476.8,984332.1,1075492.6,1051776.9,
5,184.98550394354666,0.033054452,,,,0,,,,,,,213142.36,229764.34,207788.53,209641.31,212939.31,226291.25,
264,185.0419721931227,0.6353814,,,,,,,,,,,894028.6,564449.06,1093079.9,1015246.94,880515.7,1260481.6,
313,185.04197330282673,0.78877753,,,,,,,,,,,2195783.5,1038111.8,2572233.5,2727530.8,1969835.9,1962348.0,
472,188.0704703226411,2.7874324,,,,,,,,,,,131948.52,110741.51,118014.445,162002.66,124108.81,229332.73,
393,188.07055027188736,2.2540104,,,,26,22,[M+H]+,,2,395;393,187.06327,4441877.5,3657756.8,4925287.5,5213825.5,4209557.5,6598833.5,
131,189.12331040553389,0.38641334,,,,49,,,,,,,1738086.0,1738293.0,1955873.6,2216774.2,2150718.5,1544557.1,
202,189.12331174856152,0.5024905,,,,77,,,,,,,3152343.5,2926850.2,3898384.2,3739956.5,2997702.5,3383851.8,
406,190.04973724453112,2.3269107,,,,,,,,,,,40061.645,18913.285,31263.107,32114.701,30859.602,76573.625,
431,190.04980458706302,2.4542632,,,,,,,,,,,343369.38,303817.94,273063.94,299982.72,287776.7,626873.6,
274,190.070882853208,0.64654475,,,,,,,,,,,1452107.8,587375.9,526555.4,452034.88,1480083.4,491181.12,
459,190.08956845338517,2.7254736,,,,,,,,,,,93940.97,231437.62,116929.53,102603.164,158525.53,400870.0,
365,190.10733124644284,1.481722,,,,25,21,[M+Na]+,,2,365;364,167.11746,9024372.0,7763996.0,9337878.0,1.0181657E7,8361702.0,1.4693446E7,
37,191.07664508070874,0.3392134,,,,71,2,[M+Na]+,,2,38;37,168.08744,628389.8,669628.2,495435.4,600079.1,580775.25,687958.4,
60,192.0242939752856,0.35549843,,,,71,5,[M+H]+,,2,60;58,191.01703,509619.22,426067.22,490220.4,511450.56,503527.72,598908.8,
428,192.06889933336188,2.4175243,,,,,,,,,,,173030.33,390990.3,208209.8,145930.72,193805.6,777006.94,
231,193.0342751386535,0.539181,,,,77,18,[M+H]+,,5,220;223;217;231;225,192.02698,3499261.8,3865526.5,2602959.2,2775367.2,3423810.2,4578815.5,
159,193.03436123752996,0.39292207,,,,49,17,[M+H]+,,3,155;157;144,192.027,410230.44,334610.0,335026.4,388227.03,219025.47,516528.53,
360,195.11277791636357,1.4367272,,,,,,,,,,,4718.105,92251.84,39347.203,34579.254,3724.0112,744201.7,
512,195.11278075646064,2.9528408,,,,,,,,,,,173671.66,320010.84,172300.67,184623.42,256329.69,680474.5,
535,195.11278769962965,3.3696296,,,,,,,,,,,148156.95,191482.72,94200.91,128430.42,143980.86,568688.1,
399,195.12267961853706,2.2799346,,,,18,23,[M+H]+,,2,399;400,194.11539,533453.3,552492.75,664522.94,614242.9,565581.56,666269.2,
572,195.1379482675102,4.3375473,,,,,,,,,,,855794.3,849667.6,812781.0,875569.5,781512.06,807515.7,
559,195.1379553609062,3.8338547,,,,,,,,,,,139409.42,99895.87,106271.484,109143.35,103913.09,105776.21,
537,196.096820832951,3.4696376,,,,76,,,,,,,656307.4,427067.75,918565.94,903271.0,600903.94,1321664.0,
42,197.10086724670307,0.34247732,,,,71,3,[M+H]+,,2,42;41,196.09356,832809.56,788897.2,720523.0,882472.6,885844.94,977797.1,
84,198.07364308362142,0.37095523,,,,49,9,[M+Na]+,,2,104;84,175.08446,1895664.2,1729244.1,2498327.8,2797180.8,1928027.5,2193864.0,
392,199.10123775741025,2.2550526,,,,,,,,,,,479999.7,492960.8,477690.3,477538.66,498673.4,474440.6,
43,200.0406886841583,0.3424774,,,,71,,,,,,,288834.8,268105.75,275442.72,290937.34,286532.34,319269.9,
169,200.06189143777718,0.39454877,,,,49,15,[M+Na]+,,2,130;169,177.07221,649454.2,576263.8,554956.94,74010.516,622631.44,500729.0,
394,200.10455134319264,2.2540104,,,,26,,,,,,,6290700.0,6438670.5,6213858.0,6351282.0,6476826.5,6177002.5,
211,201.0699992838097,0.49930704,,,,,,,,,,,198782.06,94510.81,79505.23,177971.03,41778.11,606897.1,
164,201.07004647749378,0.39373556,,,,49,,,,,,,739807.9,790449.8,686568.1,684563.25,760385.7,769684.44,
484,201.07014775780524,2.8180254,,,,5,,,,,,,157801.5,151572.84,194773.3,211800.02,128405.22,245143.42,
1085,201.97573342252937,8.712387,,,,,,,,,,,0,148461.75,1570547.1,260271.4,55417.504,23366.557,
1390,201.97574352132264,10.48603,,,,,,,,,,,118371.24,119250.31,128413.93,134243.23,119041.79,139711.6,
464,202.18008608085407,2.738403,,,,65,,,,,,,318461.4,220615.17,326429.44,346868.5,253735.08,462028.6,
137,202.1800884095238,0.38804087,,,,49,,,,,,,8716623.0,1.036592E7,1.0957047E7,1.0508688E7,9795190.0,1.056455E7,
284,202.180089647362,0.6933663,,,,30,,,,,,,1.4825209E7,1.4092337E7,1.8112082E7,1.9814812E7,1.5784304E7,2.5774914E7,
64,203.0526091043089,0.357939,,,,49,,,,,,,6173354.0,5451155.5,8604014.0,7398441.0,5812690.5,5347296.0,
136,203.18332536089733,0.3880404,,,,49,,,,,,,754270.1,937275.0,1149906.0,1085948.8,889030.0,945738.7,
282,203.18333338437856,0.6900576,,,,30,,,,,,,1462840.5,1255403.9,1654860.8,1677488.8,1469644.8,2335893.2,
395,205.09709190495232,2.2540104,,,,26,22,[M+NH4]+,,2,393;395,187.06327,3439218.5,2736607.2,3823960.2,4002189.8,3224555.0,4935510.5,
567,208.09676112689667,4.1940556,,,,,,,,,,,351156.56,292671.75,300740.84,378831.47,392522.12,1099749.8,
526,208.09677569083885,3.2288177,,,,,,,,,,,100161.56,68877.85,90045.88,83254.234,73373.74,178678.9,
564,208.0967765752974,4.0139604,,,,,,,,,,,18824.37,19979.482,20984.156,12054.776,19907.676,39156.016,
540,208.09681942976923,3.5169804,,,,,,,,,,,63246.082,57703.11,69050.11,80631.77,59123.188,120335.8,
68,209.07273295026826,0.36200655,,,,49,,,,,,,1314486.1,1330605.9,1354439.9,1113112.2,1335484.8,963381.6,
612,209.15356382059656,5.2627673,,,,,,,,,,,114972.625,118347.67,105422.53,119328.5,109144.07,107104.625,
883,209.15359495894154,7.82313,,,,24,36,[M+H]+,,1,879,208.14631,181092.44,155968.56,313996.75,202469.62,112672.02,182395.8,
866,209.15359612461972,7.756136,,,,28,34,[M-H2O+H]+,,2,865;866,226.15688,184789.6,388449.44,419242.38,392539.06,226765.06,354362.12,
147,210.06076659984646,0.40566215,,,,49,17,[M+NH4]+,,5,155;162;157;144;147,192.027,2441374.8,2331346.8,1799293.0,1875670.0,1846839.8,3095750.5,
225,210.06076936957606,0.53672296,,,,77,18,[M+NH4]+,,7,220;223;217;228;231;238;225,192.02698,1.5603367E7,1.4723947E7,1.3522768E7,1.3888473E7,1.382402E7,2.2507578E7,
548,210.1124179514696,3.5951126,,,,,,,,,,,293855.22,272111.06,321473.9,344293.25,269518.62,563310.7,
599,211.08656812167155,4.872282,,,,8,,,,,,,58658.395,38163.598,85409.66,81906.52,52223.22,91273.21,
69,211.08827484621136,0.36200655,,,,49,,,,,,,1793437.1,1850899.6,1477590.2,1313453.9,1579563.6,1307380.4,
586,211.9705085033099,4.7467785,,,,39,,,,,,,3542918.2,3633054.5,3249104.8,3501345.2,3315559.5,3369710.0,
183,212.05277516201804,0.41082004,,,,,,,,,,,636814.0,704283.5,491131.2,614208.25,795400.06,648406.7,
523,213.0732882976084,3.129673,,,,,,,,,,,173092.05,196410.23,259743.42,279857.2,146749.11,451699.3,
177,213.12331011486432,0.4034977,,,,49,,,,,,,1132244.2,1000378.4,990736.9,1099890.1,1372422.9,1033332.44,
310,213.12331020513022,0.7620227,,,,4,,,,,,,1.0912358E7,8538063.0,8929795.0,9480057.0,1.077265E7,9056804.0,
543,213.15970133570713,3.5288584,,,,,,,,,,,493816.8,492869.53,506720.53,561148.06,522198.16,1222449.1,
452,213.15972079170197,2.6648462,,,,,,,,,,,20204.691,17722.643,40149.082,41514.22,17606.775,38544.53,
587,213.96845613751714,4.7467785,,,,39,,,,,,,3434003.5,3489247.5,3132329.8,3432208.5,3192621.8,3270570.8,
58,214.00626762361674,0.35305777,,,,71,5,[M+Na]+,,2,60;58,191.01703,265995.28,235460.06,249565.34,267739.72,254535.53,371107.8,
144,215.0161671727516,0.38966802,,,,49,17,[M+Na]+,,5,162;159;157;144;147,192.027,4.368177E7,4.206037E7,3.0580146E7,3.3739724E7,3.47233E7,4.7826924E7,
217,215.01617247679633,0.5334452,,,,77,18,[M+Na]+,,5,220;228;217;231;225,192.02698,1.4288211E8,1.2528722E8,1.1461566E8,1.1785463E8,1.25544264E8,2.0588411E8,
129,216.01951966310614,0.38966766,,,,,,,,,,,3904022.8,3401318.0,2557434.0,1911514.9,2937917.8,4277788.0,
