row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML Peak area,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML Peak area,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML Peak area,GF_S4_MC_RCG_3_neg_20210511_Run171.mzML Peak area,GF_S4_MC_RCG_2_neg_20210511_Run91.mzML Peak area,GF_S4_MC_RCG_1_neg_20210511_Run71.mzML Peak area,
1743,119.05021567572845,2.8935015,,,,24,,,,,,,1335263.1,1500121.5,1292500.0,1.9973982E7,1.9308118E7,2.149678E7,
94,121.02945438289368,0.46437004,,,,,,,,,,,55817.43,103885.93,138044.4,1038538.8,136052.6,73201.44,
1439,121.02949520564646,2.5746756,,,,63,,,,,,,8916514.0,1.1143872E7,1.2290588E7,7114061.0,1.160074E7,7183384.5,
2096,121.02950327310879,3.2996986,,,,,,,,,,,942032.3,1699013.9,1155969.2,242513.77,1083786.4,961472.2,
144,124.04034907053288,0.44950593,,,,72,,,,,,,903589.25,1729479.5,1584695.9,2809476.8,3725943.8,3195216.2,
444,125.03561388882554,0.79814583,,,,,,,,,,,2841814.2,2876355.2,4354916.0,6496564.5,5172051.0,5695527.5,
1064,126.0018880719139,2.184895,,,,149,,,,,,,0,36659.6,4987.6133,1850713.0,1496365.2,1869958.1,
1376,126.00190388647746,2.5103753,,,,114,,,,,,,420075.66,698469.8,284673.8,1091952.6,2947773.5,1869782.5,
1245,126.00190824208387,2.468496,,,,,,,,,,,289366.2,217593.95,97283.73,622601.6,120753.7,195236.25,
234,126.95290123031936,0.54280347,,,,,,,,,,,1294435.5,661070.3,1156160.2,0,0,0,
698,128.0353018644948,1.1274096,,,,,,,,,,,1052277.4,1108387.5,1565430.0,1725428.5,1482455.2,3190790.0,
98,128.03531293607855,0.41142562,,,,72,,,,,,,2.023532E7,2.5714998E7,2.8602924E7,2.1665426E7,2.074717E7,2.0865536E7,
306,128.03535053488199,0.6295237,,,,148,,,,,,,4.486356E7,4.1552356E7,5.358648E7,4.958364E7,4.4015964E7,4.7740668E7,
39,129.0386582821686,0.41228464,,,,,,,,,,,978289.44,1178947.9,1556901.6,895496.4,826600.5,936685.44,
307,129.03870070918057,0.6295237,,,,148,,,,,,,2459044.5,2249320.5,2682255.2,2544696.8,2245521.8,2475040.2,
394,130.05102057928977,0.73576814,,,,22,,,,,,,1064172.1,765830.56,925409.5,295392.66,132864.45,173397.88,
362,130.08726786768764,0.688972,,,,125,,,,,,,9.893764E7,1.1641301E8,1.9959326E8,4.9703373E8,3.1707744E8,4.015287E8,
610,130.08728252330422,1.0148492,,,,,,,,,,,486782.03,370369.56,2104439.0,2312160.8,3481707.2,3.663797E7,
712,130.087283754528,1.1634675,,,,,,,,,,,411248.25,187169.4,1430890.0,1.0245697E7,8884334.0,2782131.2,
536,130.0872855907747,0.8997969,,,,,,,,,,,640167.5,1061772.2,1724157.1,6056712.5,3402191.0,1.2335058E7,
969,130.08730462302384,2.028574,,,,,,,,,,,491593.75,95803.12,214722.81,1135944.2,688374.0,2281239.0,
1485,130.0873130175037,2.6022656,,,,,,,,,,,2967621.8,4440637.5,4545049.5,4905516.0,4861520.5,1.269238E7,
1106,130.08731333259743,2.2620978,,,,,,,,,,,304794.28,1780008.1,361745.7,2353492.8,4268710.0,1873479.6,
1786,130.08731474614288,2.955058,,,,,,,,,,,623942.5,647075.56,141086.98,1622564.4,1327266.9,992694.56,
2760,131.07126149509818,5.881985,,,,,,,,,,,19735.145,7099.592,27779.94,16086.546,26498.83,141166.31,
1647,131.07132668685963,2.777128,,,,176,,,,,,,1208065.5,1444970.5,189629.5,2404057.0,2875955.0,3052048.5,
374,131.09055648630098,0.6873803,,,,,,,,,,,6485053.0,7556001.5,1.3113858E7,3717338.8,5882287.0,3098299.0,
3487,132.0301542245367,10.15537,,,,,,,,,,,159802.88,27053.562,63338.992,20663.309,30364.328,80342.73,
7,132.03018671008599,0.32997134,,,,,,,,,,,139170.39,328260.16,490895.7,1687045.5,1369549.0,1445984.1,
207,132.0566006834368,0.52161795,,,,,,,,,,,65810.4,125653.11,943024.75,123580.59,197478.12,438897.44,
3148,132.92340616190947,7.7017426,,,,32,,,,,,,1307456.4,1127259.9,1400259.5,1551909.1,1019364.5,1213655.2,
3268,132.9234133944336,8.149445,,,,179,,,,,,,2507335.0,2115976.2,785522.4,1039888.3,1672693.5,1983232.5,
3312,132.92341729000069,8.265309,,,,,,,,,,,495502.94,1044084.6,999551.1,691272.2,520166.97,2243961.5,
3339,132.9234178505699,8.440302,,,,,,,,,,,2224106.2,1084282.9,1225672.1,801050.3,820549.94,146107.9,
205,133.01416037376967,0.5100267,,,,88,,,,,,,1145074.5,2066235.2,1906555.6,1.4012667E7,1.3865071E7,1.5053877E7,
3153,133.01417297395315,7.6920037,,,,,,,,,,,3149.961,10818.891,3997.0256,51995.13,189603.98,377755.5,
587,133.01419841642698,1.0317231,,,,,,,,,,,0,46422.43,12831.09,1405130.5,2242791.5,2587478.0,
323,133.05050584535442,0.65592915,,,,148,,,,,,,2116299.5,1598365.9,2013598.6,2284645.2,2144453.5,2192797.8,
110,133.05059265060564,0.41753355,,,,72,,,,,,,2185663.2,2485197.2,2583969.5,2872193.8,2831893.8,2900371.8,
456,134.04714404421787,0.8003819,,,,54,,,,,,,8634806.0,7632290.5,6990466.0,566832.44,1254696.6,559938.5,
156,134.04714609487252,0.47364047,,,,170,,,,,,,1.7938466E7,2.4108158E7,3.2804298E7,9098956.0,1.0690199E7,1.5037939E7,
3527,134.8946025243109,10.257998,,,,2,,,,,,,618113.5,1557011.1,1303811.8,1200542.5,1006661.6,1369707.8,
3493,134.89460260734236,10.175639,,,,145,,,,,,,2277373.8,6681470.0,3077606.0,2325667.0,5115354.0,6872542.0,
3165,134.89461765778586,7.7440076,,,,178,,,,,,,1.1290804E7,8013436.5,1.0858834E7,7634040.5,4139131.5,1.2267164E7,
3020,134.89462193003732,7.6236,,,,214,,,,,,,6657594.0,2739101.0,8633210.0,6998662.5,9166666.0,7291349.5,
2999,134.89462991147087,7.441963,,,,,,,,,,,2867674.8,6805906.0,3819326.2,3683868.8,3662644.5,3905173.5,
2944,134.8946347687719,7.1430087,,,,,,,,,,,1540898.1,3108244.8,1927677.5,2203020.0,2097325.5,2200590.2,
3301,134.89463949673305,8.145904,,,,,,,,,,,2668034.0,548169.25,621609.56,302047.75,589119.56,2422323.2,
231,135.01976448459854,0.56224024,,,,,,,,,,,549836.2,71370.47,334422.28,62693.57,9903.159,76518.95,
369,135.0199681335008,0.7515593,,,,,,,,,,,546109.9,79255.984,598044.2,124968.45,34620.45,251430.38,
481,135.01999044110343,0.90246797,,,,,,,,,,,1044819.06,141510.86,2105321.8,230645.62,51783.297,402262.97,
434,135.01999034055015,0.8240366,,,,,,,,,,,622732.2,114575.53,207995.47,230645.62,51677.82,251430.38,
253,135.03119440435447,0.5704617,,,,,,,,,,,568283.1,521671.12,656796.8,7618628.0,6513843.0,7285750.5,
154,135.0442010162199,0.47205648,,,,170,,,,,,,281820.75,376153.0,511784.34,80528.234,147024.77,183476.23,
1725,135.0451783335934,2.8837712,,,,24,,,,,,,1664851.8,2227933.8,1911371.8,2519259.2,2196164.0,3230065.0,
179,135.05052593129318,0.47434708,,,,,,,,,,,230080.42,1186114.9,1764820.9,156317.42,421951.7,254387.66,
3492,135.97087170375482,10.168737,,,,,,,,,,,549223.0,486470.53,567705.06,578511.75,522939.78,414861.3,
803,137.0243393921889,1.400611,,,,,,,,,,,15026.642,231751.61,6564.575,708530.0,3277233.5,611939.5,
841,137.0243503366765,1.4824746,,,,,,,,,,,4242.615,137978.72,0,3011629.5,239221.3,2258513.8,
1091,137.02440667102158,2.2136765,,,,34,,,,,,,451557.9,332858.1,182155.64,569041.75,532688.1,431370.75,
710,142.05095365185394,1.2038034,,,,,,,,,,,1699021.4,1043688.94,918292.06,78687.06,158796.4,78654.375,
387,144.03017907387007,0.72157,,,,,,,,,,,921742.3,798949.75,887591.0,808623.75,735270.5,701104.06,
2077,144.04547174795022,3.2850292,,,,79,,,,,,,2208535.5,2757162.5,3164644.5,1214959.4,1040255.06,1197125.2,
1178,144.04547544383104,2.3228376,,,,,,,,,,,567432.3,697376.25,1328897.1,1285586.2,1598150.6,1144666.9,
213,144.06649779715482,0.5536931,,,,,,,,,,,63437.758,3500477.2,777643.0,103174.47,268241.28,454217.16,
105,144.066537674664,0.48253345,,,,,,,,,,,24985.852,1485971.1,1800887.5,133214.23,42650.75,31454.607,
823,144.06656885628558,1.4028846,,,,,,,,,,,632001.56,459915.1,1166809.8,6532150.0,873971.9,6136611.5,
581,144.06657194939385,1.0287265,,,,,,,,,,,9972373.0,427835.2,9259038.0,234362.16,74482.66,525526.6,
769,144.0665763298405,1.240834,,,,,,,,,,,466594.25,6975372.5,1459541.4,425156.34,5979615.0,330870.78,
1037,144.066583455139,2.1440375,,,,,,,,,,,3327727.0,1894622.6,1372809.4,582928.44,249637.42,348492.03,
3154,144.92337861139399,7.7065597,,,,32,,,,,,,5785280.5,5759917.0,8345768.0,2256551.2,4773622.0,5544155.0,
3290,144.92337934948364,8.146049,,,,179,,,,,,,1.327435E7,1.2255244E7,2.9886804E7,2.1967712E7,2.090485E7,1.0969538E7,
3333,144.92339265066792,8.434112,,,,,,,,,,,4941224.5,1.710759E7,3208099.0,5092269.0,4951556.5,1710486.1,
3318,144.92339787324556,8.282752,,,,,,,,,,,6494813.0,5967187.5,6117941.5,5577351.5,4630504.0,1.3628423E7,
503,145.09819265006607,0.8647599,,,,,,,,,,,40498.18,333857.03,925658.0,988184.6,904113.5,4279733.0,
148,145.09819605451708,0.44055286,,,,72,,,,,,,5163947.5,1.0639509E7,1.3767376E7,1.9246234E7,3.039688E7,2.6231226E7,
753,145.09824552876648,1.2081457,,,,,,,,,,,11634.35,161042.03,625292.6,5808544.5,8702112.0,1225571.2,
173,146.04582448251483,0.46276626,,,,,,,,,,,3035666.2,2462036.0,1656158.2,2246182.2,2132624.8,2441105.2,
21,146.0458406165494,0.35340488,,,,,,,,,,,1245572.1,1507241.4,3250246.8,3444971.2,2982530.0,3273037.8,
35,146.9830100163608,0.3821276,,,,72,,,,,,,171565.73,122152.14,143130.89,1654631.4,1723316.8,1694561.0,
245,147.0298252694233,0.55331737,,,,135,,,,,,,210932.7,287155.75,236963.42,1576342.4,1371424.8,1674944.2,
359,147.02983582924028,0.68526125,,,,148,,,,,,,216220.1,952294.75,182922.66,725492.7,862835.2,1041470.6,
1551,147.04513990218274,2.7021408,,,,,,,,,,,3235.4097,17352.844,6293.9033,25598.19,79141.23,1385236.0,
748,147.04514444624576,1.1577395,,,,58,,,,,,,2854798.5,9360014.0,1.0129311E7,1.871769E7,1.1646162E7,2.1355218E7,
1140,147.04519385978583,2.2432716,,,,,,,,,,,15712.016,106832.33,6976.9307,117897.805,716250.25,223963.06,
417,147.06620688413804,0.7602156,,,,,,,,,,,337613.12,730211.6,75380.64,1.5967834E7,1.1153365E7,1.5955559E7,
153,147.06622924775706,0.4664044,,,,72,,,,,,,2079514.2,1602783.2,1440705.5,1748458.6,1752356.5,1759743.5,
620,147.06624734419742,1.085873,,,,,,,,,,,3799131.2,2093143.8,1538693.8,2772983.2,3997909.8,7484480.5,
783,147.0662856960209,1.2603239,,,,,,,,,,,86342.17,72805.91,33014.09,2163178.5,1798428.4,489517.84,
1090,147.98964794441488,2.2165363,,,,91,,,,,,,6298081.5,1.1418851E7,1.7278198E7,4055458.8,5148229.5,3528300.5,
216,148.04371992205392,0.5262099,,,,88,,,,,,,282835.25,1624331.4,1797304.6,2647639.0,1277219.1,4005182.0,
321,148.06282731670765,0.65483296,,,,,,,,,,,138581.89,244722.55,565790.8,78822.17,55437.9,174753.25,
2353,149.06081980628608,3.8559942,,,,12,,,,,,,4688527.5,6918367.0,8034922.5,1.1989784E7,1.1635009E7,1.1130087E7,
159,150.05594955243075,0.50891036,,,,,,,,,,,15968.096,19892.334,64745.848,1358305.5,1431442.4,1469980.2,
300,151.02604115037468,0.62427443,,,,216,,,,,,,1511931.1,1791463.9,2631175.2,6229740.0,5148764.0,5952301.5,
1772,151.04005582159846,2.9451885,,,,,,,,,,,729848.8,985650.25,942926.56,199849.62,54994.195,144406.25,
2180,151.04010792981958,3.441871,,,,67,,,,,,,166291.58,268052.28,366455.84,295624.4,217528.02,263542.2,
358,151.06110624054944,0.6529656,,,,,,,,,,,160952.89,186344.08,204660.77,1199554.2,9162125.0,1.1746717E7,
171,151.06113004498977,0.47936127,,,,,,,,,,,284676.66,672345.2,1930142.1,8662244.0,2349837.0,2387302.2,
735,153.03220301284213,1.2247444,,,,,,,,,,,0,0,10669.485,849409.9,932378.7,852215.06,
274,153.0668763005047,0.5998369,,,,135,,,,,,,491462.47,2083079.5,2253949.8,1104852.0,1268682.6,1339845.6,
521,153.06689726662663,0.85950476,,,,,,,,,,,39029.75,94087.7,1550405.5,241314.62,129705.94,283764.8,
3533,153.86851576468385,10.337632,,,,,,,,,,,459138.53,307355.9,715053.7,753866.44,508099.6,407901.53,
119,154.06217664255666,0.41999885,,,,72,,,,,,,4400.26,27137.957,26452.59,1633127.0,1517088.1,1739733.5,
78,156.02782425005663,0.3775505,,,,72,,,,,,,98720.805,246360.25,80174.61,973388.2,972019.8,917698.9,
2278,156.1029075932415,3.6052654,,,,,,,,,,,58158.086,68470.82,55591.523,163553.72,295800.53,76142.73,
2216,156.10300020421857,3.5398884,,,,,,,,,,,573110.1,512857.84,484895.28,199910.72,1049686.8,232540.7,
3557,157.01175734118826,10.872231,,,,,,,,,,,0,0,0,760847.5,263774.12,222310.02,
64,157.0117723446398,0.38901818,,,,72,,,,,,,404702.38,543725.3,695737.2,6451403.5,6618492.5,6243853.0,
1481,158.08222736917324,2.6875794,,,,,,,,,,,1793470.5,6859236.5,8421418.0,1280451.6,1443940.5,1046599.44,
1122,158.0822331927552,2.2950554,,,,,,,,,,,54422.695,605399.8,2255365.2,1266424.9,1510875.5,1043766.2,
1645,158.08223669140298,2.7819145,,,,176,,,,,,,1.1221298E7,1.8461614E7,1.703797E7,6236524.0,5797398.5,5687046.0,
1215,158.08224133658751,2.3418357,,,,,,,,,,,2063570.6,2403681.0,214121.89,164841.17,96631.8,201497.34,
1223,159.06626405349624,2.383451,,,,,,,,,,,3061.4507,37637.27,799774.06,19515.105,31248.45,32681.365,
1698,159.06626683310714,2.8536148,,,,,,,,,,,294557.1,192052.75,130627.11,990294.94,698199.44,1177971.2,
1443,159.0662744995691,2.5899496,,,,,,,,,,,271794.47,502141.6,204365.34,929132.94,791177.25,1166067.0,
492,160.00736110544904,0.8931003,,,,,,,,,,,893657.8,789590.44,456502.88,1152595.6,1033503.6,1467481.5,
3,160.84202036380157,0.185921,,,,,,,,,,,15696.331,344952.38,62784.2,304554.78,250308.61,506116.3,
3542,160.8420350477427,10.401414,,,,183,,,,,,,3668874.0,1662492.4,2193537.2,1292659.6,359184.97,264943.22,
424,161.04547855841827,0.7711165,,,,152,,,,,,,874618.06,811513.75,982018.44,1619144.8,1673526.4,2198296.0,
1819,162.00536112872229,2.9610136,,,,,,,,,,,123053.96,108328.18,136410.08,663742.8,335579.4,521056.72,
1837,162.0560778556472,2.9856217,,,,5,,,,,,,572955.56,920888.6,816816.1,1032964.25,887685.5,1182749.2,
3543,162.83906829360762,10.3995695,,,,183,,,,,,,3418224.0,1511034.6,2078365.0,1238386.2,204380.19,258611.27,
4,162.83907928802367,0.19626814,,,,,,,,,,,7688.0527,328864.38,16797.46,290642.16,201399.75,486654.8,
408,163.01487029048866,0.774929,,,,,,,,,,,1502399.8,899108.8,1179495.1,718545.56,70199.18,1758815.5,
482,163.01488876697113,0.8567593,,,,225,,,,,,,1280831.6,191218.03,3563744.8,3171042.8,66122.625,1487373.4,
215,163.01489721117022,0.5684308,,,,,,,,,,,1103992.9,383420.97,721517.44,52088.562,22009.979,106576.2,
552,163.01496135638877,0.9698124,,,,,,,,,,,1960153.0,1235017.4,208062.6,1037519.2,66122.625,1317871.5,
815,163.01498283693687,1.4159366,,,,,,,,,,,60595.46,89435.63,130455.66,61367.176,3260.27,209567.17,
1511,163.01502079427135,2.6063163,,,,,,,,,,,645027.1,1101854.6,775228.75,23282.09,27628.209,375230.9,
1537,163.04009132813064,2.6575367,,,,203,,,,,,,3482.2212,2834866.5,3170979.5,2.5512928E7,4.5271628E7,2.3134466E7,
1745,163.0400969485879,2.8951743,,,,24,,,,,,,6914820.5,6959263.0,5895154.5,9.102663E7,8.585962E7,9.7213304E7,
1413,163.04011112138429,2.564932,,,,,,,,,,,0,0,6403755.0,0,1.7888874E7,2997.168,
2163,163.0401154252157,3.3542233,,,,,,,,,,,16021.312,11219.719,18942.918,583712.3,563865.0,670208.3,
2208,163.0401583664552,3.466055,,,,,,,,,,,10307.568,7753.0674,9364.883,650041.94,1096303.6,399381.53,
84,164.03868931444444,0.40223718,,,,72,,,,,,,1128218.5,1310944.5,1640986.9,2009221.4,1265941.5,1657400.5,
1520,164.04340102716233,2.6380603,,,,,,,,,,,0,204151.78,167964.06,2441932.8,2680627.0,2301845.5,
