row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGIp2_3_Run161.mzML Peak area,POS_TJGIp2_2_Run93.mzML Peak area,POS_TJGIp2_1_Run37.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML Peak area,
485,109.10123587557706,3.7246802,,,,,,,,,,,1457391.8,1270715.1,1195938.5,1426686.9,1505967.6,2088738.0,
3907,110.01990157927447,10.459958,,,,,,,,,,,2016737.1,5716450.5,991190.25,1329345.8,1953198.1,2388175.2,
3954,110.019927604724,10.783711,,,,,,,,,,,1132603.4,1418023.0,1071269.0,1.1582308E7,1125072.1,927559.56,
119,110.06001006765884,0.55812085,,,,,,,,,,,464381.34,449947.44,328098.25,377889.12,443590.25,554578.9,
140,110.0600189776256,0.62290066,,,,,,,,,,,135504.48,45051.445,280263.7,201154.73,190563.62,382984.2,
3912,111.02008158537667,10.46602,,,,37,,,,,,,2.1636982E7,1.9304424E7,2.022964E7,2.235215E7,1.8502238E7,2.1175864E7,
3938,111.03895747093041,10.578114,,,,15,,,,,,,6042973.0,8951905.0,5499047.0,8474894.0,8984664.0,6853841.5,
3913,111.52169218023262,10.478365,,,,37,,,,,,,1771258.9,1610025.5,1615440.9,1818749.4,1548372.9,1740335.0,
3911,112.01773755732164,10.465176,,,,37,,,,,,,8381708.5,7529524.0,7940723.0,8704219.0,7204179.5,8282304.0,
106,113.03448473179816,0.48736095,,,,,,,,,,,155011.23,1641791.0,298555.62,71011.836,241776.95,1666325.0,
141,113.03450522910738,0.6493161,,,,,,,,,,,68114.78,173351.34,49619.586,47169.793,50237.43,417408.72,
242,113.05971929406724,2.2175767,,,,,,,,,,,1013889.7,1032890.2,668412.06,893760.75,683998.44,1426653.4,
3280,113.13229731457955,8.294705,,,,,,,,,,,174156.38,172101.44,340054.75,346490.56,264386.16,263525.97,
4007,113.96358244319367,11.0450735,,,,,,,,,,,721803.9,740027.75,550949.0,6369035.0,640438.0,612690.0,
258,114.09140785997528,2.4038842,,,,90,,,,,,,751374.75,993891.5,849932.7,939661.3,955204.2,985268.3,
305,114.09143152772094,2.7269561,,,,198,,,,,,,385844.62,344624.28,416539.94,370253.4,481392.2,754107.2,
156,116.07051073201374,0.70236427,,,,,,,,,,,74974.94,267097.1,111114.77,173550.06,63325.258,117898.48,
57,116.07057135828295,0.3768673,,,,27,,,,,,,2393716.0,2561331.5,1692645.6,1643655.8,1864207.0,3396334.2,
252,116.07061309904032,2.3510091,,,,190,,,,,,,489727.56,578222.56,392687.06,299333.34,343098.7,413963.75,
393,118.06514986824538,3.2432702,,,,33,,,,,,,1285310.6,1133328.5,1062669.0,1236818.2,1255518.8,1505030.2,
1497,118.08609382739355,6.170407,,,,,,,,,,,4481537.0,2033080.9,1627222.5,1511942.6,2904863.2,5818617.5,
1410,118.08610385394628,6.0571613,,,,,,,,,,,2468419.8,3497443.2,3218135.0,1888291.8,4558768.0,2896990.0,
1211,118.08610926685536,5.737934,,,,,,,,,,,1882019.9,402712.2,328580.84,614315.56,199946.9,2316986.8,
1371,118.08611230777377,6.0083556,,,,199,,,,,,,1566150.0,4168708.0,518249.8,2421380.5,5307253.5,1772605.9,
1599,118.0861146263692,6.3436184,,,,,,,,,,,1385391.4,307862.5,294168.38,125040.914,215307.72,2691156.8,
1126,118.08612966318178,5.6362557,,,,134,,,,,,,302026.72,1961749.9,1765670.2,2052951.6,1958781.1,1229389.8,
47,118.08620067152843,0.3731396,,,,27,7,[M+H]+,,2,47;38,117.07886,6.871124E7,7.228735E7,7.007105E7,6.754966E7,7.65521E7,8.718037E7,
160,118.08622439635452,0.81437325,,,,,,,,,,,293730.38,95244.88,1274174.9,648745.06,750713.9,463954.66,
183,118.08622642998,0.97399926,,,,,,,,,,,292438.66,112987.2,199062.05,414044.8,425478.75,218710.66,
55,118.12246661903532,0.37610897,,,,27,,,,,,,1847102.4,1794413.2,1689105.0,1736657.8,1694848.1,2344367.5,
3807,118.12248005606081,10.166623,,,,,,,,,,,1594679.4,1328909.5,309990.3,1819943.4,1706391.4,1259227.4,
580,119.08552576206678,4.3460183,,,,,,,,,,,203577.5,193224.61,263069.8,246850.69,174389.56,202515.12,
477,119.08557630045749,3.6939774,,,,18,,,,,,,559086.0,478257.1,485822.8,497753.34,539103.44,673829.6,
48,119.08953135315134,0.3723965,,,,27,,,,,,,3700603.2,3867323.8,3778077.8,3386403.0,4161405.5,4747620.5,
904,120.04430989560446,5.2599635,,,,127,,,,,,,567970.8,391896.34,372669.47,527519.0,370352.97,465048.2,
540,120.04437849895238,4.1116548,,,,104,,,,,,,291292.3,301132.28,319574.8,268647.5,280651.4,353939.78,
422,120.04445859252037,3.4123735,,,,146,,,,,,,139559.9,122531.04,72911.03,134087.66,153942.44,216296.86,
356,120.04448279984773,3.0527847,,,,183,,,,,,,348198.12,368812.66,318768.03,319076.8,380423.9,503610.78,
304,120.04450002028506,2.7269318,,,,198,,,,,,,5017043.5,4411321.0,3580506.8,4230187.5,5004904.0,6845661.0,
46,120.06541363594373,0.37313366,,,,27,5,[M+NH4]+,,2,46;28,102.03122,6.463123E7,9.436625E7,4.471923E7,4.6977732E7,4.7746052E7,9.682805E7,
1044,120.06546363013415,5.5472827,,,,177,,,,,,,1876390.2,1607248.1,1569903.2,2140442.5,1474262.1,1147173.4,
176,120.06553182337933,0.9237888,,,,,,,,,,,213818.56,1170887.0,744490.2,843772.94,1090393.5,519533.84,
187,120.06555484561648,1.0611149,,,,,,,,,,,123974.016,442735.8,769282.9,389188.06,726376.06,663864.25,
197,120.06556116217526,1.1847762,,,,,,,,,,,349639.78,674292.9,353291.16,457248.62,415885.2,314760.5,
458,120.0655774211336,3.6320848,,,,,,,,,,,151886.53,191244.25,347863.12,163976.14,170162.8,271123.8,
270,120.06560337428515,2.4808857,,,,,,,,,,,335632.53,203554.69,136429.02,246329.25,279271.22,81279.695,
343,120.06560872355523,3.0139387,,,,,,,,,,,257645.64,204126.69,242363.58,375955.56,212665.36,343337.8,
202,120.0807674385707,1.3952276,,,,23,,,,,,,5398438.0,5455751.5,4152269.2,4128007.5,5442360.0,6730955.5,
367,120.08083460082752,3.1233482,,,,141,25,[M-2H2O+H]+,,2,364;367,155.09473,186910.45,218369.81,112450.39,122583.234,259196.53,213061.67,
338,120.08084628983852,2.9697144,,,,72,,,,,,,163762.66,187692.88,93109.664,81635.09,191292.38,163887.17,
275,120.0808551791795,2.5329092,,,,,,,,,,,200622.25,67068.24,144005.67,137758.36,294992.78,218914.14,
3275,121.02826035212475,8.293878,,,,,,,,,,,182664.08,319763.4,375695.6,377914.22,288716.4,300422.78,
44,121.06870310813908,0.37239268,,,,27,,,,,,,2878095.0,4222974.0,1983461.1,2082673.0,2080312.8,4482422.5,
3934,122.54693481490104,10.570687,,,,15,,,,,,,3452697.0,3364796.5,3052935.0,2934779.2,3345956.8,3651481.5,
123,123.05519190284345,0.5847259,,,,186,,,,,,,1597987.4,1844418.4,758078.25,733486.2,1411358.4,2212800.0,
53,123.09149222038644,0.3753649,,,,27,13,[M-2H2O+NH4]+,,2,78;53,141.07817,2141819.0,1915266.5,1631160.4,1221976.1,897760.75,1528842.6,
310,123.09169449677206,2.7584617,,,,,,,,,,,68355.93,56914.258,59301.438,36566.47,59748.47,83690.19,
118,124.0392486582607,0.5341541,,,,164,,,,,,,5137492.0,6254315.5,4353932.5,4876697.0,5888205.0,9276942.0,
563,125.09611488602854,4.2399664,,,,184,,,,,,,107118.07,93946.125,137156.44,140746.8,103158.47,148828.94,
430,125.09614458543082,3.4489822,,,,40,,,,,,,679527.75,657575.4,636968.0,704276.4,750686.5,810012.25,
3945,125.98607517805404,10.589881,,,,15,,,,,,,2.1427976E7,1.7094146E7,1.3186901E7,1.3598473E7,1.7448186E7,1.8582738E7,
158,127.05018754897549,0.8023209,,,,,,,,,,,264624.66,81807.32,367491.72,272988.0,348219.97,2194909.2,
101,129.0544818482901,0.4121337,,,,,,,,,,,338110.25,1056568.5,396148.38,492203.88,290073.94,1908428.9,
95,130.04979436748656,0.39418802,,,,27,,,,,,,2184938.5,2048822.1,1126512.6,1397566.4,1317404.8,2917626.0,
125,130.04987363491503,0.6052081,,,,186,,,,,,,2267016.5,5524392.0,3038464.8,1433342.2,3583396.0,3649429.0,
83,130.08617716882415,0.382095,,,,27,,,,,,,2278703.8,2295375.2,1348033.9,1388921.6,1459038.9,3141108.0,
144,130.08628110256902,0.6448626,,,,,,,,,,,88531.6,165350.28,25930.94,12108.359,125876.15,488899.28,
3615,130.15898487737292,9.004114,,,,,,,,,,,178220.33,171111.03,395590.25,325708.75,158873.42,127252.79,
292,130.15914953399476,2.6394126,,,,,,,,,,,6459190.5,4563981.0,4756646.0,9189807.0,4918893.0,5968582.0,
1447,132.1017652846052,6.0941544,,,,,,,,,,,784207.75,1423652.2,770233.4,143878.81,1260933.9,130944.945,
52,132.10179370733783,0.37462184,,,,27,,,,,,,2210295.8,2544005.0,2875147.0,2698812.8,3212839.0,3029597.8,
1569,132.10179398891515,6.341789,,,,,,,,,,,570733.44,72922.53,0,0,94559.07,658537.94,
151,132.10189983713585,0.7308461,,,,158,,,,,,,3.5596864E7,3.8800104E7,2.8371536E7,2.4766044E7,3.445496E7,4.8304904E7,
180,132.101912434,0.90738577,,,,,,,,,,,247171.02,563780.8,62031.504,93975.234,138307.25,459388.97,
466,132.10194756491325,3.686014,,,,18,,,,,,,972379.75,981536.8,895152.06,983847.9,1098460.0,1163673.8,
520,133.10121812722335,3.9652517,,,,,,,,,,,434333.97,404797.66,426923.7,479246.16,377099.4,492080.5,
472,137.09616666138717,3.6916044,,,,18,,,,,,,1555129.8,1335791.0,1317555.4,1307900.9,1463196.2,1766913.4,
903,138.0548776856166,5.259113,,,,127,,,,,,,219039.25,166953.08,126642.71,217928.73,157724.78,210325.97,
260,138.055063852152,2.405696,,,,90,,,,,,,1432431.9,1542888.5,1166213.0,1136841.9,1205271.4,1643294.0,
303,138.05507142979187,2.726053,,,,198,,,,,,,1352865.2,1271957.1,864372.5,1049736.4,1360685.4,2089686.1,
3931,139.01771735912206,10.565325,,,,15,,,,,,,5850186.0,6139111.0,4749458.5,4999629.0,6309199.5,6871682.5,
3914,139.9876938434171,10.47997,,,,37,,,,,,,7633786.0,6677444.0,6851973.5,7981483.0,6374143.5,7219352.0,
107,140.06806302461746,0.44488695,,,,,,,,,,,456594.72,1172349.1,180889.6,828150.56,872302.7,244133.83,
20,140.06808923797004,0.35167232,,,,27,2,[M+Na]+,,2,16;20,117.07885,3839241.5,3956788.2,4235317.5,3879634.2,3755418.2,4878080.5,
148,140.06810655980036,0.7016282,,,,,,,,,,,234145.84,16528.69,156740.1,164252.47,247446.2,568663.7,
120,140.06811639342243,0.58270365,,,,,,,,,,,104130.61,97113.77,408825.72,43637.99,61121.812,241526.55,
181,140.06815065140265,0.9807818,,,,,,,,,,,139181.47,33503.043,36115.184,92640.8,118308.484,144225.77,
169,140.06815436896474,0.91020554,,,,,,,,,,,62349.3,33503.043,62919.773,95034.5,109807.81,180242.92,
267,141.05470661923184,2.4541466,,,,,,,,,,,1015107.5,853438.4,485642.44,1285189.0,1410855.2,1671693.2,
3921,141.98315955965057,10.462048,,,,37,,,,,,,2911392.5,2533280.8,2553288.0,3041658.2,2451798.5,2771657.8,
31,142.04739464706003,0.36348233,,,,27,6,[M+Na]+,,3,49;46;31,119.05817,1.0440382E7,1.4908138E7,6449541.5,7544362.0,7308527.0,1.7904604E7,
22,142.94797009175338,0.35373414,,,,19,0,[M+H]+,,1,14,141.94066,1034362.5,862807.06,902294.6,1080616.6,1231804.1,1021911.3,
2547,143.0701465640096,7.540085,,,,,,,,,,,200445.48,290015.53,234000.58,364069.78,163934.94,258201.28,
86,144.06543477507412,0.39058527,,,,27,,,,,,,848567.4,867604.0,281318.53,458708.6,464173.2,978358.9,
133,144.06548780344517,0.635668,,,,,,,,,,,710255.25,916045.25,619584.4,458625.47,406419.7,1080616.4,
211,144.06550246805054,1.5879709,,,,,,,,,,,275838.34,558483.06,202550.48,153699.02,108378.37,744917.44,
1463,144.1017571000137,6.156107,,,,,,,,,,,195991.12,685231.2,400464.44,291017.03,506841.06,235804.05,
76,144.10179939098694,0.38133153,,,,27,,,,,,,1.5399802E7,1.6113823E7,1.5995188E7,1.7015552E7,1.4162424E7,1.5649159E7,
154,144.10190911532058,0.75085324,,,,,,,,,,,72088.01,52937.938,73204.17,74007.01,45672.52,34147.594,
3750,144.98202981239356,9.861289,,,,,,,,,,,153415.02,7190146.0,7401697.5,198895.5,7030929.5,938981.6,
3732,144.98203546977732,9.803132,,,,,,,,,,,5397834.5,1335991.1,1395859.6,198895.5,1262412.5,755549.9,
3535,144.98204074310604,8.766282,,,,,,,,,,,254601.72,642549.2,405012.12,986866.2,388952.62,231854.94,
3612,144.98208403730033,8.983512,,,,,,,,,,,200910.1,527028.3,758653.8,222888.22,296702.84,145879.03,
3672,144.98208720262855,9.430064,,,,,,,,,,,1116699.9,1505995.5,478506.56,9819159.0,1430686.4,830896.6,
3455,144.98209278977671,8.579138,,,,,,,,,,,770734.25,1755354.0,813723.3,1567216.4,1097611.2,481593.38,
4020,145.03513755179424,11.322719,,,,,,,,,,,372772.1,802030.44,2352203.0,7039955.5,880739.3,396996.4,
401,146.06011301997668,3.2723892,,,,109,,,,,,,725022.0,712587.94,537623.1,653712.44,694958.94,935134.75,
251,146.06012992257263,2.3430192,,,,136,,,,,,,1018473.8,1150192.9,1126438.0,1554936.9,1747175.2,2389945.0,
318,146.06014714726058,2.8254862,,,,89,,,,,,,97564.07,151334.08,60962.316,68964.91,103843.66,155154.98,
122,146.08108871454263,0.53369814,,,,,,,,,,,98358.55,725290.06,194540.02,51855.848,87004.93,551307.5,
163,146.08113857609058,0.8196409,,,,,,,,,,,75194.164,47729.164,278528.5,186725.77,200965.69,752497.56,
250,146.11761060055696,2.3370802,,,,,,,,,,,642069.8,726545.9,662709.3,455557.75,729743.5,909392.75,
277,147.05537376058865,2.5503492,,,,,,,,,,,367559.56,349685.97,295192.06,307169.8,450535.5,639442.5,
490,147.06232431998907,3.7567499,,,,,,,,,,,502310.0,394113.8,342030.66,463334.3,613620.94,770493.1,
253,147.06333508325437,2.3439322,,,,,,,,,,,58448.24,60153.996,82677.14,123318.22,132523.7,160374.4,
105,147.06505611743754,0.42319024,,,,,,,,,,,538856.94,1644142.9,109853.14,534397.44,424160.28,2125844.8,
574,147.11678798835922,4.335853,,,,143,,,,,,,703183.8,594268.06,574910.56,797798.3,682256.0,756832.06,
358,148.03939762318498,3.0518684,,,,183,,,,,,,401184.5,477464.75,409348.62,390358.6,505776.2,640296.5,
63,148.06028536843348,0.37833607,,,,27,15,[M+H]+,,2,63;79,147.053,1048150.56,1144807.0,887468.1,850036.9,914312.4,1492205.5,
3267,149.02319219695036,8.291528,,,,50,,,,,,,7286719.5,1.185473E7,1.3969871E7,1.4196931E7,1.0863961E7,1.1103219E7,
1647,149.0232463775242,6.465067,,,,181,,,,,,,479831.62,414114.94,428604.12,556806.44,426658.53,472996.94,
3545,149.02326096398795,8.824155,,,,,,,,,,,0,17108.328,93604.0,0,0,0,
805,149.0232637518233,5.045999,,,,194,,,,,,,417362.3,404839.06,425586.12,455538.22,438103.16,439395.0,
1695,149.02328427457127,6.5491033,,,,59,,,,,,,1100772.4,1059373.4,1297388.5,1423808.9,1215233.9,1433153.4,
632,149.02329873850422,4.579714,,,,108,,,,,,,223436.17,219645.7,207394.86,215517.27,210556.33,237936.22,
1184,149.05957948737841,5.704946,,,,69,,,,,,,812177.9,813023.2,910983.06,713555.5,742060.94,837302.94,
483,149.05976047632774,3.722292,,,,113,,,,,,,268069.44,300354.62,351447.72,361902.97,291611.22,311566.97,
3928,151.03504045079828,10.534378,,,,,,,,,,,348496.5,498865.4,207291.22,182013.78,247112.97,930752.0,
72,152.0705319006794,0.37984088,,,,27,,,,,,,889330.44,1115738.6,691279.0,905523.0,730016.4,1106735.8,
130,152.0705597343414,0.6241322,,,,12,,,,,,,1754779.2,1965683.9,1507968.2,1746212.8,1427478.5,2375072.8,
248,152.0706944207948,2.3363757,,,,136,,,,,,,223891.25,281012.8,181510.77,196566.61,177837.22,283627.88,
297,152.07070778197098,2.6843748,,,,,,,,,,,331739.3,364505.72,254581.9,265257.6,281138.44,421932.6,
3947,154.00472725222036,10.570482,,,,,,,,,,,1104113.4,207015.55,247403.55,222970.19,502087.94,1123257.5,
3955,154.99004106544334,10.794389,,,,,,,,,,,646013.5,750479.75,1212076.2,6489062.5,658901.0,347166.06,
3984,154.99004313317292,10.867703,,,,,,,,,,,823958.94,564466.5,3943469.0,1988728.6,608342.8,270748.97,
425,155.05978735108351,3.4473476,,,,40,,,,,,,730648.7,643898.3,482923.2,578017.7,730358.94,902806.06,
474,155.10668206206947,3.693159,,,,18,,,,,,,906077.0,804214.6,759125.9,816249.8,935151.25,1291819.2,
375,155.10672980351993,3.1484613,,,,,,,,,,,264157.34,288892.5,319089.34,241891.12,278884.72,212962.48,
16,156.0419837014802,0.34944665,,,,27,2,[M+K]+,,2,16;20,117.07885,990825.75,967478.1,1245757.4,955123.75,1144082.0,1239725.2,
3918,156.99043105610315,10.495822,,,,37,,,,,,,2952905.2,2534324.8,2454470.8,2830771.8,2439864.5,2722308.2,
382,157.17002432031438,3.2419207,,,,,,,,,,,255534.05,202335.72,207416.97,534913.06,191971.0,160064.11,
80,158.08107724639305,0.38207147,,,,27,,,,,,,5620171.5,5297960.0,4461874.5,4120147.8,3615624.8,5277337.0,
210,158.0811703146393,1.6008615,,,,,,,,,,,1024786.9,1247859.1,883080.75,961438.9,742469.75,1025758.5,
721,158.15382130689238,4.8107543,,,,145,,,,,,,453069.44,391928.78,476272.0,743670.6,446108.4,423607.22,
62,158.1538380291142,0.37836483,,,,27,16,[M+NH4]+,,2,81;62,140.12038,202757.94,125038.35,215238.9,292776.1,199097.39,244680.98,
667,158.15385534500493,4.6908154,,,,,,,,,,,149447.86,154641.9,142333.53,141182.02,117298.63,145700.34,
135,158.15390937632196,0.65128654,,,,213,,,,,,,256146.19,274495.6,283495.1,326091.22,268804.97,384179.47,
349,158.15406309216948,3.0043476,,,,168,,,,,,,233705.33,255239.92,232401.83,189229.38,178150.61,222035.4,
473,161.0598103568301,3.6923554,,,,18,,,,,,,479637.4,412017.7,326148.7,313352.66,437929.16,536366.44,
465,161.09613182730573,3.6843922,,,,18,,,,,,,696092.4,954444.4,993491.25,1109612.1,1904114.8,2924196.5,
257,162.0550218602394,2.4029949,,,,90,,,,,,,206000.81,195265.36,169332.42,214215.27,318521.78,369851.12,
383,162.0550440184995,3.1968117,,,,34,,,,,,,757452.3,688077.94,636204.7,645362.75,669065.0,898605.9,
421,162.0550494931075,3.4059527,,,,146,,,,,,,114256.516,105302.8,36912.402,75684.93,92727.664,181618.22,
92,162.0759725552294,0.39264393,,,,27,,,,,,,830808.1,823024.8,195233.25,226573.23,132364.42,1076026.1,
134,162.07602904550046,0.63566476,,,,12,,,,,,,727076.75,1012586.94,1294757.0,450940.25,553689.2,1025428.7,
25,162.11232906124368,0.3597796,,,,27,,,,,,,9156671.0,9810326.0,1.0310253E7,7624724.0,1.0028105E7,1.1096514E7,
1595,163.07522092041552,6.372143,,,,196,,,,,,,1072301.8,1499843.9,1969719.1,1614675.2,1242668.4,1190153.6,
613,163.07530059114802,4.5433707,,,,153,,,,,,,211698.88,248328.61,291683.78,298894.97,251017.64,251253.16,
463,163.0753767655078,3.6764672,,,,,,,,,,,111446.1,131335.44,179316.02,236294.12,226222.39,448844.3,
18,164.02923768596557,0.35019076,,,,27,1,[M+Na]+,,2,19;18,141.04003,2845539.2,3225210.5,3151167.2,3110532.5,2472285.2,3220852.8,
394,164.0706571111835,3.2432702,,,,33,,,,,,,1208809.6,992187.06,863634.9,1151270.8,1144297.4,1476354.1,
308,164.07069219876098,2.7538452,,,,103,,,,,,,364095.22,341711.62,315332.25,312777.84,318186.94,401214.9,
429,164.10709794225633,3.4489622,,,,40,,,,,,,1190366.1,1301430.9,1324756.5,1443351.8,1572277.9,2110773.2,
380,164.10713687927134,3.1548297,,,,116,27,[M-H2O+NH4]+,,2,379;380,164.08387,107089.02,177111.73,306819.56,180620.66,127849.516,169458.56,
10,164.92059835006552,0.32637498,,,,,,,,,,,225552.7,174168.34,170222.11,256169.89,221881.17,201517.48,
13,164.92986655405787,0.33646902,,,,19,0,[M+Na]+,,2,13;14,141.94066,838368.5,704145.44,759168.25,856734.2,928154.9,814449.56,
100,165.0756582797067,0.417843,,,,27,,,,,,,2299208.0,2103796.2,1058575.5,1124374.0,717094.7,3839355.0,
