row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,POS_D5-227-C4-a_Run313.mzML Peak area,POS_D5-227-C4-b_Run316.mzML Peak area,POS_D5-227-C4-c_Run319.mzML Peak area,
692,111.03904990223049,10.500557,,,,58,,,,,,,1.2155978E7,1.0615713E7,1.1574239E7,1.0005923E7,1.0077844E7,1.0350148E7,
655,111.51895287275573,10.366633,,,,50,,,,,,,2008572.1,1924844.1,2014142.6,1933437.4,1928289.1,1851910.2,
301,111.51901468136094,7.5485587,,,,,,,,,,,154800.56,110816.56,161542.95,133383.33,52183.95,486497.28,
653,111.52179524400883,10.365763,,,,50,,,,,,,6787262.5,6691522.5,6880642.5,6639408.5,6673338.0,6571350.0,
321,111.52189093809045,7.5674396,,,,,,,,,,,796321.94,770685.06,784079.6,963532.06,976060.06,2088896.2,
656,112.01785407506357,10.366634,,,,50,,,,,,,3.1093494E7,3.0950596E7,3.1442178E7,3.0679788E7,3.079E7,3.0030758E7,
334,112.01795261505475,7.6447635,,,,,,,,,,,3286691.0,2871398.5,3190599.8,4006704.2,9624838.0,4118229.2,
647,112.51959959636729,10.364018,,,,50,,,,,,,2206800.8,2166385.2,2212751.0,2199533.2,2213497.5,2162272.2,
660,113.01661020300723,10.370121,,,,50,,,,,,,4348225.0,4360230.5,4455318.5,4311856.0,4332504.5,4394876.0,
326,113.01671801929865,7.608441,,,,,,,,,,,211073.23,464726.38,491958.28,1156206.8,1149887.6,614573.9,
302,113.01671808411338,7.5586586,,,,,,,,,,,501714.44,485964.8,482587.4,596327.1,600368.06,1343462.2,
627,113.96361191045241,10.329857,,,,50,,,,,,,7057517.0,8225338.5,7176085.0,8419808.0,7998411.5,8792495.0,
17,113.96380090392627,0.32465294,,,,27,,,,,,,2057201.1,1645683.8,2389126.8,1546512.4,2721262.2,2793116.2,
8,113.96380425798536,0.036783602,,,,0,,,,,,,2782697.0,2728314.8,2835497.2,2533778.8,2469168.2,2675935.8,
648,114.01651372362119,10.364045,,,,50,,,,,,,1105818.0,1043150.6,1113333.8,1111450.9,1090674.9,1082703.8,
666,115.96400973067205,10.375226,,,,50,,,,,,,2001137.5,2156360.2,2425267.5,1799583.6,2019932.6,2284065.2,
18,116.97197993472052,0.32465363,,,,27,,,,,,,983248.2,593772.5,930963.44,907255.25,805868.94,1086518.5,
141,118.06513804998593,5.675718,,,,24,,,,,,,1088992.5,832281.06,1140044.9,904014.9,874142.44,1137388.1,
179,119.08562235495526,6.0995936,,,,57,,,,,,,2233152.8,1330526.4,1468033.6,1243770.2,2028830.0,1112905.9,
41,120.0445141490059,2.8354695,,,,35,,,,,,,2504766.0,2561646.0,2225040.0,1660799.6,1829577.2,2364892.2,
682,125.9862385509909,10.479411,,,,58,,,,,,,2.1710632E7,2.3375738E7,2.2511954E7,2.048388E7,1.9683852E7,2.6657426E7,
23,128.95085873060614,0.4095786,,,,17,,,,,,,2565770.5,2388062.0,2683212.5,2396880.2,2885886.2,2867411.0,
671,130.52169322518685,10.397544,,,,50,,,,,,,2255533.8,2379528.2,2290723.8,2067967.8,2135903.5,1860462.9,
644,131.53354187505582,10.362273,,,,50,,,,,,,6902001.0,6743107.5,7144073.5,6682500.5,6777911.5,6909080.0,
317,131.53364899599848,7.5709076,,,,,,,,,,,2525547.2,1106276.8,2123222.5,1352114.2,3065876.2,3015523.0,
357,131.53365152208298,7.6452065,,,,,,,,,,,311474.3,391339.75,922825.0,2985594.5,1284118.1,1167926.0,
513,136.0216833080414,8.410379,,,,,,,,,,,4750310.0,4908357.5,4705572.0,869182.4,863834.6,860858.75,
30,136.03952500172284,1.7509466,,,,28,,,,,,,2152909.8,2348383.2,4251467.5,3820856.0,3167039.8,4439654.5,
27,138.05512673595084,1.6908636,,,,,,,,,,,2189070.2,2169571.0,3493681.5,3120243.8,2824632.5,3146334.0,
40,138.05514064574518,2.8354676,,,,35,,,,,,,699165.94,729429.0,635383.44,481869.78,526436.25,682593.4,
621,138.9953865954706,10.324924,,,,50,,,,,,,4422416.5,4209994.0,4454389.5,4999723.5,5849392.5,5374013.5,
689,139.0179481617362,10.492634,,,,58,,,,,,,1.0482867E7,1.0097925E7,1.011755E7,1.0307796E7,1.0037791E7,1.0349606E7,
10,139.9634777340905,0.31832352,,,,27,,,,,,,494610.56,285581.03,429039.34,701101.9,618609.5,677665.9,
7,139.96348506403015,0.037687063,,,,0,,,,,,,161978.84,488679.5,416391.4,649791.1,692459.06,687221.5,
646,139.98793368612215,10.363143,,,,50,,,,,,,2.7495566E7,2.6880322E7,2.7274766E7,2.7815394E7,2.8104204E7,2.8246808E7,
360,139.98802638065578,7.675779,,,,39,,,,,,,2621079.5,2601592.8,2636980.0,1.3540035E7,1.3366471E7,1.3626846E7,
601,140.0682446437944,10.246932,,,,,,,,,,,560391.5,659295.6,596098.6,644287.8,532477.2,574716.2,
294,140.06833432129113,7.3794365,,,,23,,,,,,,469224.88,415988.38,470809.44,490395.66,459035.34,534503.94,
421,140.06833956435005,7.854099,,,,8,,,,,,,387615.97,367544.5,402318.38,464823.97,712615.0,732552.4,
57,140.06834994965723,3.7192757,,,,,,,,,,,104845.33,70989.58,104798.42,119944.78,61316.28,124868.28,
33,140.06835902313307,2.4199126,,,,,,,,,,,86922.38,38273.098,86683.18,74780.56,44762.83,108542.72,
615,141.9585898612873,10.324048,,,,50,,,,,,,1927378.2,1692146.6,1755625.9,1914461.5,2148523.5,2197213.2,
2,141.95878263203932,0.034980502,,,,0,,,,,,,8401688.0,1.1490568E7,1.0876501E7,1.1489675E7,1.0917525E7,1.0830203E7,
14,141.9587864510942,0.3201273,,,,27,,,,,,,1.4746755E7,8587854.0,5522232.0,9981268.0,9929907.0,1.254306E7,
643,141.9833794236678,10.362271,,,,50,,,,,,,1.0441034E7,1.036238E7,1.0472705E7,1.0668589E7,1.0799881E7,1.078318E7,
362,141.98348691509628,7.6628747,,,,,,,,,,,1027737.7,956429.9,998951.6,1340119.9,1303852.1,5195568.5,
319,141.98349915198762,7.592361,,,,,,,,,,,1108738.9,1067497.2,1098856.6,1367451.1,5137172.0,1371125.0,
13,143.95916282918756,0.3201332,,,,27,,,,,,,490633.8,283899.4,840383.1,810648.4,780263.06,746228.4,
1,143.9592085157212,0.033187125,,,,0,,,,,,,91169.72,221170.83,248489.75,346117.16,275154.12,304483.66,
641,143.98092480319306,10.361398,,,,50,,,,,,,1370583.1,1370528.0,1361345.8,1405479.4,1403878.1,1408117.4,
669,144.9821599844879,10.381223,,,,50,,,,,,,3579077.8,2969178.8,3592294.0,3369899.5,3595981.0,3584650.5,
583,144.98224083795833,10.172352,,,,10,,,,,,,7507640.0,2.1425664E7,1.5264123E7,1.7434546E7,1.5635477E7,1.557956E7,
703,145.03532904472246,10.949588,,,,70,,,,,,,9413920.0,9211714.0,9322635.0,1.0226519E7,9952339.0,1.0134002E7,
582,146.98036699831368,10.171108,,,,10,,,,,,,3439236.0,9715590.0,3229767.8,7881893.5,6457517.0,7077929.5,
701,147.03095394491757,10.825337,,,,,,,,,,,5764449.0,5561993.0,5763578.5,2359501.8,6127696.5,6094113.5,
156,147.08053080808446,5.8294463,,,,67,,,,,,,295731.25,233216.47,255060.53,211896.48,261437.25,189437.56,
182,147.08058051996056,6.101381,,,,57,,,,,,,3.37832E7,2.0449328E7,2.2549684E7,1.9428432E7,3.0837292E7,1.738122E7,
630,152.99494788765267,10.333359,,,,50,,,,,,,1759399.0,1670331.0,1536843.1,1700346.6,1774260.4,1729123.0,
686,154.0049982478014,10.48273,,,,58,,,,,,,2515498.2,2444328.2,2517970.5,1616513.4,2553830.5,2397512.0,
29,154.0500128543675,1.7470407,,,,28,,,,,,,1008220.44,1111081.8,2011934.6,1803262.9,1489471.2,2103078.5,
628,154.99024053038667,10.330904,,,,50,,,,,,,3.06347E7,2.7373912E7,2.9119792E7,2.8089674E7,4.684268E7,4.743308E7,
661,156.99067135288465,10.370995,,,,50,,,,,,,7892164.0,7797681.0,7868386.5,7423347.0,7413028.5,7533312.5,
596,158.9641352914041,10.2261,,,,11,,,,,,,1906315.6,2624077.2,1869687.1,3127257.2,2448311.2,2531551.2,
664,158.98609361132603,10.372745,,,,50,,,,,,,3095836.5,3042893.8,3145120.2,2819157.0,2859590.8,2966977.0,
4,159.96928289314022,0.035882227,,,,0,,,,,,,4326045.5,4641526.5,4479709.5,3875549.5,4330981.0,4306555.0,
15,159.96930266779748,0.32102346,,,,27,,,,,,,4295066.0,4084891.5,5161697.0,4097056.8,3241626.0,3966118.0,
613,163.9905388324773,10.3197775,,,,50,,,,,,,3114640.2,3112184.2,2318191.0,3735886.8,4004773.8,3372600.2,
349,163.9906932444193,7.696787,,,,,,,,,,,652576.7,631414.6,600466.1,437177.2,999387.9,816784.75,
183,165.0911759745458,6.101381,,,,57,,,,,,,1798361.6,1058426.0,1163049.0,989557.4,1656385.4,884311.8,
672,165.98296956548958,10.399185,,,,50,,,,,,,2999492.8,2994280.8,2786776.0,2032073.6,2977195.5,2972587.0,
657,165.99090886761988,10.366639,,,,50,,,,,,,1004035.1,969800.0,923873.06,1049166.2,1060296.6,1058350.1,
683,167.01286067725553,10.479412,,,,58,,,,,,,4.570683E7,4.358381E7,4.469897E7,4.6308356E7,4.52931E7,4.6607904E7,
685,168.01613553136815,10.476669,,,,58,,,,,,,2426957.2,2303669.5,2340229.5,2418853.2,1324358.0,2448670.2,
620,169.97731326450636,10.323274,,,,50,,,,,,,2523196.0,2090951.4,2717459.5,3326556.8,2968581.5,2983501.5,
699,169.97738129068568,10.791138,,,,,,,,,,,4723972.0,1629423.6,1285451.1,6233476.0,6698726.5,1857230.9,
42,171.09933007549125,2.8628685,,,,,,,,,,,483364.94,498830.28,267178.84,2923744.8,2802846.8,3016733.8,
704,171.99301462174446,10.960636,,,,70,,,,,,,5685771.0,5334411.0,5775479.0,7936603.5,8004894.5,8100161.0,
45,172.13334313386403,3.1909215,,,,41,,,,,,,1000862.06,1050209.2,1013033.6,1317225.6,1314598.5,1344955.6,
617,172.9563762657351,10.321421,,,,50,,,,,,,7586959.5,7769538.0,7882801.0,3055448.5,3070058.0,3039516.5,
446,172.95651946382077,7.8768077,,,,8,,,,,,,1865479.5,1684448.2,1672299.6,1356082.4,1299968.1,1374225.8,
269,172.95652115723587,7.371406,,,,23,,,,,,,1337822.4,1223420.6,1455672.6,734580.75,724175.44,862211.7,
22,172.97722393192228,0.3948754,,,,17,,,,,,,1540978.1,1454416.0,1527799.4,1636800.4,1602647.6,1690972.8,
700,173.0302367015712,10.817538,,,,,,,,,,,441447.06,672617.94,703203.44,974023.0,2643277.5,2704402.5,
335,173.13265353170524,7.695885,,,,,,,,,,,68375.266,140622.23,107455.93,214264.47,381405.2,203647.75,
688,174.95334822197808,10.4558935,,,,,,,,,,,492142.6,229216.58,551694.9,616531.1,623075.4,717638.8,
616,174.95335755229428,10.322957,,,,50,,,,,,,1189366.0,1219012.0,1864198.0,639256.25,759782.0,716166.3,
665,174.95681937446685,10.373505,,,,50,,,,,,,2453941.5,2511086.8,2466169.5,1441199.1,1060622.2,1076896.8,
5,176.98461176467313,0.035882227,,,,0,,,,,,,1022336.06,1047339.4,1035003.7,1188520.2,1180221.5,1240333.9,
12,176.984615927448,0.31922486,,,,27,,,,,,,933284.5,913744.7,407455.72,1064099.0,1066576.0,1157118.6,
618,180.98981183750254,10.321552,,,,50,,,,,,,1199319.5,972405.4,1199906.2,1288200.0,1361408.8,1540218.2,
645,181.01443991084082,10.362275,,,,50,,,,,,,5250397.0,4991951.5,5315389.0,5391867.5,5415299.5,5481844.0,
346,181.0145760287646,7.6700864,,,,39,,,,,,,618664.9,607582.5,586572.75,2908393.0,2846522.5,2687463.0,
614,182.98518816178262,10.320544,,,,50,,,,,,,1.9318986E7,1.8995584E7,1.9853678E7,2.0892644E7,2.5103628E7,2.5537726E7,
640,183.00984334682812,10.360528,,,,50,,,,,,,1992402.0,1869142.9,1988661.4,2043100.8,2015121.6,2066914.6,
696,184.00298972970916,10.553752,,,,20,,,,,,,6825015.0,6884058.5,6564892.0,6043781.5,7642637.0,7411326.0,
638,184.98553207257228,10.358044,,,,50,,,,,,,8208764.0,8216978.5,8527034.0,9205170.0,9362422.0,9583128.0,
642,186.9809627355434,10.361401,,,,50,,,,,,,3197577.0,3141608.2,3281207.2,3558091.0,3583686.8,3652220.2,
20,186.9810748063576,0.32103145,,,,,,,,,,,146788.0,177004.67,190878.4,203355.16,272097.6,198042.89,
336,191.143170155515,7.695885,,,,,,,,,,,64577.547,140332.3,100144.09,211338.12,379947.16,187913.22,
46,194.11537311938972,3.190921,,,,41,,,,,,,5608868.5,5550690.0,5752086.5,7047378.5,8388168.5,8329619.0,
135,195.10171920677737,5.6124477,,,,,,,,,,,753661.0,763165.75,792258.3,866589.56,864088.2,848832.4,
626,196.01678140115928,10.3276205,,,,50,,,,,,,1538541.5,1588109.5,1608647.9,1709312.6,1830690.1,2094992.4,
337,198.18541071330125,7.695003,,,,,,,,,,,77633.695,154172.36,117786.28,246241.08,431761.25,236897.94,
705,199.98831219130707,10.945991,,,,,,,,,,,621932.4,578527.0,802600.3,986046.4,1167934.9,4250333.5,
702,199.98831793895712,10.8249655,,,,,,,,,,,454933.7,610488.9,846695.4,4229763.0,4193652.2,818007.9,
53,201.05973350899794,3.654253,,,,,,,,,,,150574.69,183206.77,383144.03,362590.8,267916.2,383928.12,
693,201.975720369501,10.527841,,,,20,,,,,,,910274.3,894870.0,944537.5,905859.25,982809.8,939019.8,
526,201.97580489086295,8.692198,,,,,,,,,,,1094939.9,1050704.6,1111101.2,470883.06,446258.7,484862.25,
21,202.18030131580971,0.3838881,,,,,,,,,,,965623.06,828940.25,840620.8,949484.4,1138919.5,635737.0,
25,202.18031495711193,0.70636445,,,,,,,,,,,221008.98,183787.23,170202.81,206320.11,234794.25,116882.7,
113,203.0620986357219,5.279804,,,,,,,,,,,289328.8,368459.94,399944.6,385308.47,293564.66,343460.16,
69,203.0621503172309,3.905446,,,,14,,,,,,,175056.88,159196.42,221874.0,148479.1,138514.08,135928.48,
611,205.0171441268675,10.318021,,,,50,,,,,,,6269994.5,6009908.0,6322871.5,7200241.0,7534175.5,7574714.0,
363,205.01731941871833,7.7027116,,,,,,,,,,,1655644.5,1522440.1,1514760.8,951393.9,1094664.1,2010015.9,
639,207.0175181313606,10.359651,,,,50,,,,,,,5852630.0,5736909.5,5721414.5,5855434.0,5954793.5,5969319.0,
697,208.03933779520312,10.489945,,,,58,,,,,,,2890163.0,2781455.0,2846321.0,3059245.2,2918421.8,3088223.2,
347,208.16976655157353,7.6949906,,,,62,,,,,,,110122.32,218144.58,165069.02,310264.53,594463.56,308217.6,
637,209.01293331241007,10.357909,,,,50,,,,,,,2227056.2,2168588.8,2182367.2,2234751.5,2246110.8,2264430.0,
348,209.15377608806898,7.6967864,,,,62,,,,,,,152293.45,277187.0,204981.88,413018.12,746490.1,391466.56,
146,211.07547939801808,5.6776414,,,,24,,,,,,,1541299.8,1131671.8,1620104.2,1248070.0,1208631.6,1594519.6,
88,211.97075277912026,4.6884804,,,,9,,,,,,,4098365.8,3885960.8,4073209.0,4788912.5,4630215.0,4470155.0,
47,212.12587544128158,3.1936276,,,,41,,,,,,,538453.6,552988.1,551343.1,871609.3,903809.0,904358.8,
612,213.98283447015828,10.3188,,,,50,,,,,,,3004029.2,2954334.5,2121385.2,1362441.4,1377262.9,1358680.8,
684,213.98284791962726,10.436179,,,,,,,,,,,515775.2,767492.8,1402467.5,1023457.2,780059.75,1041614.6,
520,213.98300418442554,8.580417,,,,,,,,,,,1185502.4,1994470.4,997182.8,276746.47,282688.12,285181.38,
427,213.98304726145253,7.874111,,,,8,,,,,,,996003.0,1919399.9,1473685.1,641388.3,684793.2,548405.9,
663,215.9838078560011,10.372632,,,,50,,,,,,,1538013.6,1490980.4,1537714.2,706063.25,681148.56,891380.56,
586,216.92278917584062,10.198937,,,,11,,,,,,,2452230.2,3525483.2,1746166.8,1296190.0,1283025.1,1275724.5,
32,217.10480940519793,2.2546923,,,,,,,,,,,1119584.6,873157.44,874888.25,1093876.0,1045753.25,895705.2,
38,217.10722187751355,2.7972538,,,,34,,,,,,,251867.11,302399.5,562677.25,416209.47,282754.12,446351.94,
54,217.10722875090644,3.6560612,,,,56,,,,,,,96024.46,123977.27,165238.33,246992.11,161557.77,251932.02,
62,217.10725738044968,3.8456078,,,,,,,,,,,56348.49,77007.41,150358.2,124556.414,81030.15,131062.21,
48,217.10725766312393,3.3515584,,,,,,,,,,,85421.49,87067.195,84089.23,75608.5,70349.48,39871.695,
189,219.057094623452,6.1040096,,,,57,,,,,,,1139331.4,647338.25,737153.9,733895.94,1198462.4,688430.94,
50,219.057127904559,3.5265045,,,,,,,,,,,704063.7,472468.16,571939.8,691735.25,829306.06,515062.44,
213,220.11225323200043,6.30549,,,,44,,,,,,,1579625.2,1028722.6,1622712.4,1317240.4,2134474.5,1615094.8,
399,220.16736099094553,7.774466,,,,46,,,,,,,126526.28,238166.56,187818.3,398874.53,684971.9,359417.53,
340,221.1752060126762,7.694996,,,,62,,,,,,,37061.67,79370.71,57546.64,127172.234,236161.5,131446.36,
392,221.17523804864652,7.7735696,,,,46,,,,,,,323904.6,611463.44,499227.66,985521.06,1651350.8,897566.4,
71,222.14654880088503,4.055881,,,,,,,,,,,555364.0,555436.4,546055.1,852409.94,875288.44,892642.8,
610,223.9883037356676,10.317241,,,,50,,,,,,,4126823.8,4378309.0,4118898.0,4538928.0,4508967.0,4186805.0,
424,223.9885142568801,7.869652,,,,8,,,,,,,1085503.5,1033196.4,1059770.0,4209125.5,4608665.5,4404533.0,
695,225.029456798072,10.545112,,,,20,,,,,,,2297900.0,2080563.0,2227100.2,2385654.8,2330357.5,2313165.8,
140,225.0911000312194,5.6756845,,,,24,,,,,,,2506728.2,1899133.2,2575933.2,2154109.5,2017130.4,2683144.8,
76,226.1802041498794,4.3747935,,,,33,,,,,,,117282.11,138396.81,127039.375,193092.44,290968.03,147773.64,
350,226.18028473525166,7.6967754,,,,62,,,,,,,582207.6,1075306.4,849377.25,1273613.5,3132978.2,1646373.9,
393,226.18028920240167,7.7735696,,,,46,,,,,,,477243.1,875251.06,677584.6,1472614.9,2182723.2,1160828.6,
599,226.95149667377407,10.230657,,,,11,,,,,,,3827481.2,7775669.0,3718035.5,5326688.0,5604078.0,5556879.5,
566,226.95154887015732,9.939677,,,,,,,,,,,2297287.8,1330589.9,2240422.0,4471219.0,2920869.5,3148585.5,
286,226.95160333361238,7.3740735,,,,23,,,,,,,291421.03,274489.72,350634.5,403846.56,401947.56,491062.84,
428,226.95161447275927,7.871435,,,,8,,,,,,,204875.45,173627.45,125351.555,276370.44,241447.45,267234.3,
99,228.19594381917366,4.820394,,,,38,,,,,,,135601.77,216914.27,210690.34,295555.28,426254.6,361673.84,
394,228.19597398574754,7.7735696,,,,46,,,,,,,617810.2,1119824.1,886804.6,1611381.4,2895142.2,1458070.2,
228,228.2323132224429,6.648277,,,,60,,,,,,,374012.6,358535.2,388447.1,1142049.0,1128046.8,1116335.9,
90,229.98134596857798,4.6884804,,,,9,,,,,,,9201769.0,8713632.0,9118387.0,1.0523054E7,1.045019E7,9799658.0,
87,230.9845682200589,4.6884804,,,,9,,,,,,,755746.25,722326.3,758790.56,864620.25,865214.4,801744.94,
91,231.9791591336268,4.6884804,,,,9,,,,,,,9007000.0,8553489.0,8944106.0,1.0332395E7,1.022099E7,9606152.0,
92,232.98238881318434,4.6884804,,,,9,,,,,,,762901.06,706129.5,750166.3,862995.44,861966.06,815228.1,
73,233.07266081030465,4.362145,,,,29,,,,,,,316282.84,430908.72,681919.6,581928.8,366116.72,538303.8,
51,233.0726810683351,3.5564382,,,,55,,,,,,,61915.23,111962.734,174515.22,170132.69,73640.56,158427.62,
190,235.0712914185057,6.104013,,,,57,,,,,,,755374.6,478825.16,515278.03,610482.25,888481.94,535632.0,
83,236.08062843602033,4.545296,,,,53,,,,,,,2062183.1,2251770.5,3239293.5,3583265.8,2859071.5,3218828.2,
78,236.16213904745493,4.4485645,,,,,,,,,,,66461.484,82167.91,77752.49,116044.875,134111.28,128275.5,
401,236.1621882275283,7.774462,,,,46,,,,,,,325925.53,597995.0,469060.94,979495.4,1626026.1,871771.06,
238,237.22135666857375,6.9749413,,,,61,,,,,,,143574.7,64129.83,192841.34,113650.84,121329.586,131232.39,
278,237.22139604302092,7.3722987,,,,23,,,,,,,1070492.8,859413.0,1270616.2,1090372.4,1126266.6,1384836.9,
49,239.08906817198752,3.3524601,,,,,,,,,,,621064.56,585025.5,785703.9,964848.94,872212.25,695308.75,
86,244.06680322717696,4.547115,,,,53,,,,,,,343792.88,392515.88,535368.5,429815.97,346638.25,390942.72,
185,244.0766534746895,6.1022525,,,,57,,,,,,,913132.8,497848.2,605505.1,642952.75,1035887.0,576373.4,
77,244.19076780995252,4.373887,,,,33,,,,,,,45961.19,51615.07,52564.145,81524.625,129815.21,58247.633,
352,244.19081561726796,7.6967754,,,,62,,,,,,,81834.85,169952.47,128611.09,254544.53,494473.7,250143.5,
395,244.19084386915355,7.7735696,,,,46,,,,,,,340914.88,658246.4,528462.7,984173.94,1722118.1,880379.6,
63,245.0859144174591,3.846676,,,,6,,,,,,,465661.06,520364.78,900811.2,832593.25,617000.2,888676.2,
95,247.08832701247445,4.703605,,,,16,,,,,,,474250.84,456514.1,599881.7,528117.2,465944.0,503333.06,
505,250.17776161360976,8.353248,,,,40,,,,,,,282392.97,225416.72,223699.14,77770.82,146539.23,344975.5,
100,250.17780382870765,4.8222003,,,,38,,,,,,,393789.3,560718.4,574866.4,812627.5,1112639.0,947297.25,
344,250.17781803931192,7.695885,,,,62,,,,,,,257014.73,436824.75,324802.44,606040.44,1029181.2,584077.0,
402,250.1778473923149,7.774462,,,,46,,,,,,,1096949.4,1942089.2,1587470.6,2936052.2,4862891.0,2736790.2,
74,255.0545331072599,4.363045,,,,29,,,,,,,324965.4,429370.25,696547.7,867419.94,560720.8,825420.75,
52,255.05457090075205,3.5591536,,,,55,,,,,,,40652.473,103437.08,154486.44,220868.98,108422.125,218942.19,
237,255.23187968545008,6.974034,,,,61,,,,,,,163349.73,106372.5,220949.2,103964.12,126989.43,214609.25,
291,255.23195886857857,7.3749785,,,,23,,,,,,,1477349.6,1208793.4,1789242.0,1481772.2,1608009.0,1943833.0,
212,255.24314478976328,6.301023,,,,44,,,,,,,1000481.7,816054.1,987189.6,1046348.75,1089050.0,1146129.6,
186,255.58459776948268,6.102259,,,,57,,,,,,,1270634.2,744731.94,886366.75,955058.1,1483859.6,888845.4,
257,256.2635215027103,7.2906346,,,,,,,,,,,274400.44,294529.97,275916.84,323384.72,384166.12,334330.3,
116,256.29990001163236,5.4152565,,,,30,,,,,,,1.1312143E7,1.1307937E7,1.1063268E7,3516186.5,3529491.2,3504678.2,
39,257.09959771383006,2.7990808,,,,34,,,,,,,551323.1,635531.0,1194898.0,1161320.4,771076.9,1216808.0,
121,264.0921274256579,5.4306636,,,,30,,,,,,,398626.7,458984.72,472174.56,628145.8,516741.03,553345.7,
407,264.1571067044001,7.773585,,,,,,,,,,,68640.92,130355.13,98785.05,230346.47,414469.66,200286.34,
305,265.2526499061334,7.514799,,,,42,,,,,,,172764.45,119325.67,186790.73,108206.3,121678.65,164336.1,
447,265.2527231152055,7.876785,,,,8,,,,,,,593038.0,550402.7,659578.25,579461.3,594437.6,611758.2,
