row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp1_3_Run186.mzML Peak area,NEG_TJGIp1_2_Run100.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGIp1_1_Run35.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,
796,343.28540724450613,6.121102,,,,121,,,,,,,195741.28,202034.98,110913.3,201798.27,123796.09,150655.94,
557,347.22259813506207,5.4354205,,,,91,,,,,,,323524.8,332775.28,457268.66,401030.9,508155.0,373186.78,
1007,347.22288400786937,6.6913476,,,,136,,,,,,,89227.08,82902.83,76266.25,87230.84,93158.87,74178.516,
229,347.22290069400265,3.9347565,,,,,,,,,,,40907.965,39581.633,40164.86,32642.654,56692.133,41210.28,
1621,349.25120359641085,7.868881,,,,,,,,,,,615525.75,0,0,0,1629208.4,0,
145,351.0597390366282,3.0528157,,,,,,,,,,,177756.73,151086.95,249345.89,85001.47,286337.16,98330.305,
444,351.1846261632834,5.0657496,,,,,,,,,,,287596.6,273819.2,308353.28,433758.06,395903.75,325492.47,
1458,351.186357030543,7.6781335,,,,9,,,,,,,3238330.0,3744419.0,3668957.2,3847736.2,4104155.5,4198514.0,
797,351.21783566098725,6.1236706,,,,,,,,,,,266563.72,295619.62,304153.5,145579.94,302467.56,240859.67,
830,351.21869161699374,6.233462,,,,,,,,,,,1169188.1,131015.16,108288.97,156662.22,1035462.06,212828.78,
1525,351.22052645266945,7.684461,,,,,,,,,,,261080.66,289367.0,258269.73,785810.6,390213.53,4546.5933,
890,351.22100127564,6.4399366,,,,,,,,,,,1851319.0,755272.7,572120.9,795408.6,2105672.8,0,
932,351.22104469449675,6.4894457,,,,,,,,,,,2635408.8,3316495.0,2167409.5,3279927.0,398530.53,0,
1642,351.2210554254904,7.9321327,,,,,,,,,,,0,95753.5,48988.656,0,0,386064.84,
997,351.2211347024781,6.6030383,,,,,,,,,,,0,1105282.8,596591.3,0,0,3033883.2,
1101,351.25412050085356,6.9506836,,,,71,,,,,,,838384.6,848435.44,637258.2,1091557.9,653510.44,953427.7,
1050,353.2004079867582,6.8008385,,,,,,,,,,,0,1919490.6,992055.25,0,0,3299520.8,
963,353.2004163299642,6.6166472,,,,,,,,,,,1300708.9,429409.6,501010.8,820385.2,1931042.5,0,
1018,353.200467080614,6.758302,,,,,,,,,,,0,1684395.8,2014054.5,3230055.0,0,998578.2,
355,355.1549834845958,4.7128453,,,,,,,,,,,77933.97,1357638.5,2007071.1,187056.3,3308125.5,2777352.0,
333,355.15500041320524,4.6743217,,,,38,,,,,,,1579027.6,1928956.0,4382289.0,1988009.2,5157928.5,3622904.0,
1496,355.15822269941214,7.68433,,,,9,,,,,,,3939327.0,4875681.0,4647529.5,4120341.5,4764863.5,5252314.0,
670,355.2489535305236,5.826961,,,,,,,,,,,122513.47,411563.38,497039.03,510425.94,179071.38,474159.25,
640,355.2489638058276,5.734419,,,,,,,,,,,294337.22,53190.656,67027.65,76991.29,516776.56,74264.99,
1025,355.2490474061935,6.8167267,,,,,,,,,,,985017.2,1100985.9,930605.2,1357534.0,994245.9,1121068.1,
1891,355.32163049875726,8.471227,,,,132,,,,,,,1353599.1,2043653.2,2018400.4,1964372.6,1567589.4,2191535.2,
2092,355.32166117959673,10.636592,,,,,,,,,,,79101.37,29500.969,167200.48,75633.76,220703.86,95498.14,
2110,355.32167083148414,11.100249,,,,,,,,,,,172540.73,590384.0,278000.4,397260.06,676263.06,128529.984,
2093,355.32167915827284,10.751277,,,,,,,,,,,1124698.8,46429.46,204072.11,75633.76,41516.695,367816.53,
2098,355.32168134906357,10.845931,,,,,,,,,,,268091.9,162673.14,1284860.8,2079528.1,278023.16,1037864.94,
2107,355.3216915460368,11.0234785,,,,,,,,,,,234854.44,456199.16,165426.45,67443.69,136151.72,216588.11,
1419,355.3216945544306,7.6577344,,,,9,,,,,,,3.1539818E7,3.7452108E7,3.7689836E7,3.5514404E7,4.052128E7,4.1213496E7,
1643,355.3217533062552,7.989956,,,,,,,,,,,43826.1,167018.95,183589.97,114529.44,141496.14,127328.58,
1515,356.16035377555863,7.6866455,,,,9,,,,,,,898694.06,1117329.4,1060128.9,935826.3,1093270.9,1235004.5,
1086,356.28067759367747,6.914415,,,,92,,,,,,,2810818.0,2638998.8,2494387.5,2985088.8,2788535.8,3223877.8,
1420,356.32501183476626,7.6577344,,,,9,,,,,,,7477674.5,9003380.0,8989101.0,8476147.0,9690326.0,9838886.0,
364,357.2068653085359,4.78373,,,,28,,,,,,,321509.66,403695.2,612651.25,680495.3,633638.0,665892.2,
486,357.23942530019576,5.24569,,,,40,,,,,,,102725.52,90207.72,158343.36,158082.17,210888.55,221424.67,
412,357.2395015817642,4.955957,,,,,,,,,,,5141738.0,5338545.0,6162924.0,9116492.0,7432069.0,9673006.0,
703,357.264532661542,5.891499,,,,,,,,,,,357409.3,335275.8,317151.03,306647.97,653181.94,187460.81,
534,357.2646623587434,5.3502545,,,,,,,,,,,129557.02,151098.19,144889.64,146606.36,144145.11,148587.02,
1432,357.3280084177616,7.6625366,,,,9,,,,,,,543499.56,1134225.5,1131031.5,1071818.6,1213044.5,1250437.2,
289,359.21883923585557,4.443676,,,,125,,,,,,,538681.44,567086.44,654921.2,945374.25,801267.7,1221400.4,
629,359.2801933586063,5.6942368,,,,140,,,,,,,208498.44,236885.97,317776.22,224366.88,341435.12,255509.75,
567,359.28027513358734,5.471391,,,,74,,,,,,,800253.8,792073.56,574216.94,883699.2,604326.7,660026.5,
661,359.28031533299117,5.787639,,,,63,,,,,,,229012.78,243469.31,239862.14,295797.2,260535.36,268137.38,
1163,362.23702588659916,7.1067643,,,,,,,,,,,0,29425.795,96552.8,0,0,4042951.8,
1112,362.237103702989,6.977566,,,,,,,,,,,40369.812,4605272.5,2941300.0,4874831.5,0,1262393.8,
1036,362.23712064838,6.838362,,,,,,,,,,,3581048.5,1139075.4,690619.56,1398801.4,2775456.8,0,
939,362.2371967902888,6.6022468,,,,,,,,,,,1223948.0,411236.44,255099.2,407286.4,1159418.1,362346.53,
915,365.23320703544823,6.4423194,,,,60,,,,,,,617004.75,621434.3,607996.44,619105.0,660753.25,491989.6,
1122,365.23633730251385,6.994875,,,,,,,,,,,157783.06,330651.1,216615.9,628228.25,120038.62,30214.04,
1179,365.23653160785955,7.158747,,,,,,,,,,,30480.158,141110.58,120672.04,21690.834,0,291957.44,
1709,365.23663724050374,8.116937,,,,,,,,,,,10137.616,200487.11,246608.81,266068.44,0,80383.49,
321,367.2152267679026,4.6662955,,,,,,,,,,,879488.6,955803.5,842436.0,1373671.8,884629.7,1017766.94,
1422,368.31676559311535,7.6600723,,,,9,,,,,,,1165033.5,1332801.1,1369148.1,1259907.9,1591256.0,1930586.5,
1279,369.3008687808053,7.363501,,,,25,,,,,,,5461374.0,6065853.0,6258629.5,5662920.0,6664538.5,6097667.0,
1009,369.3010032833303,6.703764,,,,10,,,,,,,133729.81,124205.21,133789.31,145399.58,151896.47,118667.914,
1626,369.3372717337327,7.8792434,,,,114,,,,,,,551599.1,641743.4,702241.2,508441.4,665818.8,600698.1,
1909,369.33730976849574,8.638833,,,,,,,,,,,1171026.1,1921403.6,2399148.8,1599722.2,1658721.0,2001962.2,
475,371.255126819737,5.206613,,,,,,,,,,,230134.45,239335.45,104088.125,426616.44,191729.23,172140.2,
1145,371.3165495192272,7.0833716,,,,,,,,,,,324901.62,299324.03,322905.6,310123.75,374333.84,287343.44,
1080,371.3166057257513,6.891208,,,,,,,,,,,335745.56,326120.0,346694.53,367116.16,382026.4,306280.56,
1699,371.31660863058823,8.0412,,,,,,,,,,,1005687.2,1609844.9,1602585.6,1282762.2,1451164.0,1922880.4,
1019,371.3167498927637,6.73086,,,,,,,,,,,49910.18,57959.004,56573.492,64503.766,63081.734,48202.68,
335,373.1655228354778,4.676967,,,,38,,,,,,,547330.06,546637.1,1249145.4,611561.4,1438461.1,1083694.6,
283,373.1656120390165,4.359483,,,,133,,,,,,,56048.48,44586.113,57641.438,75741.38,70942.03,64161.312,
299,373.1656592686877,4.489103,,,,,,,,,,,115570.99,115289.55,130881.16,163523.05,163887.38,180388.38,
539,374.2447234761687,5.359033,,,,165,,,,,,,1.1340226E7,1.0868704E7,166876.47,287203.56,170835.55,515921.56,
290,375.2176819107699,4.446404,,,,125,,,,,,,620415.56,670472.3,708184.75,623681.7,871830.25,775494.94,
1644,375.25732156387687,7.9956007,,,,,,,,,,,0,313931.9,255160.19,702465.0,15655.242,5842.537,
1763,375.25738932189586,8.109117,,,,,,,,,,,0,529402.1,272616.6,10751.626,0,869939.1,
390,375.27505650741296,4.8721137,,,,106,,,,,,,370703.25,441475.66,721589.8,558276.8,831235.75,622615.6,
22,377.0854033641893,0.37653598,,,,4,,,,,,,1416661.5,1521849.6,1257434.2,1322943.0,1380093.2,1035742.8,
1334,379.1581296304541,7.444738,,,,107,,,,,,,862676.7,1152741.6,994154.1,1120219.4,1108441.0,1467815.5,
869,380.28064939290715,6.3202004,,,,,,,,,,,166535.78,168768.98,164289.45,156384.25,199684.31,137720.3,
1011,380.2806788625444,6.705548,,,,10,,,,,,,729200.9,734808.75,703513.5,946144.94,814859.1,999987.0,
1584,381.17383480952776,7.787384,,,,157,,,,,,,237545.22,331094.03,267867.94,284873.47,288779.0,522685.34,
526,381.22815546797887,5.343277,,,,22,,,,,,,593731.9,585047.1,531578.2,940021.5,603127.9,983202.1,
1338,381.2315677417575,7.445443,,,,,,,,,,,1051663.4,0,0,0,1461867.9,0,
1592,381.23162620280345,7.752814,,,,,,,,,,,0,1089462.1,131948.83,0,0,2167039.0,
1433,381.23165640406376,7.684915,,,,,,,,,,,0,2237104.5,2374773.0,2812181.8,0,106722.15,
990,381.2317496225124,6.606475,,,,,,,,,,,0,78243.195,68164.38,80716.04,0,276219.84,
935,381.2317695348725,6.5015883,,,,,,,,,,,49684.812,284918.12,156050.31,326422.38,24158.244,73785.67,
1893,381.3373193464777,8.496845,,,,,,,,,,,356725.84,602872.3,537526.75,496757.53,262929.44,567607.8,
1144,382.2962513852993,7.0722528,,,,,,,,,,,209729.58,199924.36,172754.97,253584.75,210130.77,361548.88,
1742,383.189585063524,8.1328,,,,44,,,,,,,563894.0,946563.6,1302736.8,1288536.5,955555.1,2109502.2,
2094,383.35296427601514,10.838025,,,,,,,,,,,84270.23,4746.4404,290401.38,425122.34,19264.535,144299.72,
1962,383.35303415224945,9.264906,,,,,,,,,,,0,57627.17,223350.44,22343.438,68800.414,45051.53,
1703,383.35309834734306,8.091648,,,,83,,,,,,,1918213.1,3515985.5,3789391.5,2504006.5,3317481.5,3534455.2,
1929,383.3531564175969,8.797921,,,,89,,,,,,,4729263.0,8131537.5,1.0825856E7,7207846.0,7410045.0,9847470.0,
1364,384.3118379187453,7.4596906,,,,69,,,,,,,1279521.6,1636483.1,1713368.9,2534894.8,1719334.4,3051289.8,
459,385.25957004573587,5.1257195,,,,112,,,,,,,411643.12,422087.25,394723.25,636136.7,460508.47,579357.1,
599,385.27082685733336,5.598271,,,,62,,,,,,,2801630.5,2888768.8,3778969.5,4306828.5,4364790.0,5180401.5,
1841,385.33231649739815,8.247558,,,,,,,,,,,569402.7,828677.5,1229833.0,552936.3,1131102.6,675358.7,
49,387.1142461557956,0.46450964,,,,,,,,,,,908251.25,986670.94,896413.9,845051.2,910674.0,687292.8,
1434,387.1628456680841,7.6664777,,,,32,,,,,,,469722.22,630326.94,609368.56,922131.9,549124.06,1292562.2,
455,387.2500333443308,5.109942,,,,109,,,,,,,513424.7,525725.7,798430.25,877067.44,942323.3,1343012.1,
1435,389.15992962063575,7.6664777,,,,32,,,,,,,440715.22,593244.75,579347.9,906442.3,530602.75,1205669.6,
397,389.1606714747873,4.907552,,,,155,,,,,,,73857.266,76254.875,81038.36,128236.6,97415.836,119567.16,
320,389.1634406165363,4.6556273,,,,,,,,,,,0,23631.207,50645.594,113487.68,7392.962,118326.484,
1436,391.29842575033643,7.6664777,,,,32,,,,,,,587384.1,815217.2,802191.4,1200849.9,691110.06,1780381.0,
410,393.2160884298499,4.955081,,,,,,,,,,,33675.574,60043.22,70058.1,309158.3,77062.664,364275.75,
1310,393.2680509009864,7.403211,,,,,,,,,,,184835.12,1458982.1,687378.6,1884418.5,186320.62,0,
1428,393.2680846478796,7.6483817,,,,,,,,,,,0,739341.6,339738.34,681827.9,0,1893925.9,
1722,395.24716439448895,8.120185,,,,,,,,,,,0,346270.5,230319.6,0,0,786507.25,
1921,395.35302561258305,8.724958,,,,108,,,,,,,4560224.0,8818185.0,8224734.0,7830177.0,5069910.0,8912637.0,
370,397.12889639155264,4.7886395,,,,28,,,,,,,795050.0,742559.4,1136894.9,538180.25,1084366.2,801521.06,
434,397.2018960673491,5.046894,,,,33,,,,,,,6594638.0,6723897.5,1.0522227E7,6616892.0,1.1614278E7,8754540.0,
1100,397.22643598938294,6.949501,,,,,,,,,,,0,1839430.6,1984665.0,0,0,2757624.8,
1065,397.2265011532718,6.9092617,,,,,,,,,,,0,1502680.1,1748619.9,3321791.5,0,0,
1015,397.22650985702063,6.770405,,,,,,,,,,,1327153.9,392597.06,461222.75,852657.75,2002455.8,0,
1470,397.332111667629,7.6812444,,,,9,,,,,,,739577.44,906705.4,750347.0,911846.5,895757.9,1282605.1,
1607,397.3321579083134,7.8068023,,,,27,,,,,,,1423907.1,1646908.9,1673354.0,1199425.8,1912342.2,2024097.1,
1950,397.36865304277484,8.999341,,,,,,,,,,,1381428.1,2400707.2,3597591.8,1392117.9,2683975.2,1975120.9,
1320,399.18426831403417,7.443972,,,,107,,,,,,,256589.12,350671.94,223184.19,209917.02,236409.83,228716.73,
1406,399.1842685708018,7.62689,,,,,,,,,,,557551.1,817022.5,1247946.5,324757.7,1319527.4,680901.94,
1250,399.3266546021227,7.329741,,,,45,,,,,,,1901459.4,2295092.2,1766793.1,1502684.4,2005102.9,1874687.8,
1876,399.3477627782695,8.440698,,,,17,,,,,,,1.9660704E7,3.0717056E7,4.0230424E7,2.3280896E7,3.217022E7,3.0229494E7,
1963,399.3477801860877,9.260675,,,,,,,,,,,8114.896,217338.06,363493.62,105843.98,186298.25,170869.77,
1924,399.3478295856991,8.739251,,,,,,,,,,,572671.7,1848394.6,2511577.5,1458304.1,1252454.0,2093898.2,
1946,399.3479427132598,8.936169,,,,117,,,,,,,128859.445,458867.47,764250.5,313910.03,340972.44,541793.0,
1394,399.3479620029834,7.607857,,,,,,,,,,,227689.36,248528.61,207129.56,261720.1,239448.19,99832.086,
1824,399.34808989427364,8.168716,,,,,,,,,,,103949.586,286619.28,425936.78,226366.14,264408.12,454837.94,
1471,399.3482347160496,7.681257,,,,9,,,,,,,255368.61,310923.53,322145.53,561580.06,369649.2,699592.56,
1941,400.351340801673,8.929667,,,,,,,,,,,0,33125.78,194753.42,3338.978,22571.703,67091.52,
440,401.160299651471,5.04948,,,,,,,,,,,231906.27,244884.34,415832.12,267392.72,465500.34,366812.66,
261,401.1604832128976,4.145193,,,,,,,,,,,32563.895,32649.12,52492.41,48343.312,66253.01,57799.2,
295,401.16063757144303,4.451821,,,,,,,,,,,42399.254,44435.184,43164.473,70130.14,53782.703,72626.34,
20,404.1042910431893,0.37415648,,,,4,,,,,,,2553183.5,2614747.8,2099367.0,2139921.8,2521299.2,1601217.0,
1238,409.23601078176534,7.2779346,,,,,,,,,,,90738.96,1132808.1,959640.0,3243082.2,287227.47,72478.625,
1355,409.23601697973,7.407515,,,,,,,,,,,16016.695,238635.72,359707.94,1402231.8,198826.84,2469645.5,
1184,409.2360201021045,7.158083,,,,,,,,,,,533783.25,4236297.5,3710922.0,458193.8,730863.25,57224.64,
1127,409.23613043182803,7.0450892,,,,,,,,,,,4324607.0,709397.06,655638.8,288141.9,6560042.0,3119.438,
1484,409.2361901182632,7.68276,,,,9,,,,,,,159397.08,458369.06,360151.9,1501957.0,349038.06,2799859.0,
541,410.22152877418534,5.363357,,,,,,,,,,,708635.94,1000720.75,0,6509.721,0,44991.543,
341,411.1809435478576,4.732243,,,,,,,,,,,145497.3,124619.22,119619.93,125772.07,124938.05,91687.69,
359,411.1809757827532,4.781054,,,,28,,,,,,,344491.3,342510.3,598382.25,328630.84,642980.44,500586.2,
1863,411.3477980117575,8.354756,,,,,,,,,,,1210420.0,1925028.9,1978285.6,1574410.6,1602279.0,1746084.4,
1384,411.34783989489733,7.5160213,,,,,,,,,,,123118.71,156378.81,103312.99,140888.98,100436.445,131921.81,
1687,411.34796364664726,8.006379,,,,,,,,,,,64253.52,164638.81,135270.12,107328.67,111821.75,187120.56,
1959,411.38421552147037,9.220226,,,,,,,,,,,1133411.2,2701086.2,3812110.8,1462805.5,2407045.0,1768160.9,
1106,412.2492564974671,6.9655614,,,,,,,,,,,92261.65,78920.89,82933.48,71689.34,100432.945,65499.06,
1046,412.2493155995385,6.8155656,,,,,,,,,,,294632.97,289001.78,258573.52,324170.03,323657.72,290047.28,
1356,412.2703894701618,7.4036865,,,,,,,,,,,0,260351.62,373421.66,109215.93,0,903123.8,
307,413.1968190931944,4.553176,,,,,,,,,,,233721.4,246566.5,453394.06,253668.05,492137.28,353756.03,
336,413.19681908333547,4.6577263,,,,,,,,,,,67591.016,70616.52,214289.88,79285.89,231061.86,113037.49,
1905,413.36357834513257,8.610275,,,,15,,,,,,,5349397.0,1.1264295E7,1.6963364E7,8362197.5,1.1603929E7,1.1530711E7,
1947,413.3636379851426,8.900183,,,,117,,,,,,,0,228352.69,424369.7,88636.016,172096.36,337242.2,
404,415.2336842684834,4.9357014,,,,,,,,,,,2300140.8,2305095.5,2911767.2,2077847.4,3353425.2,2664670.2,
1260,415.2851741492174,7.3347125,,,,45,,,,,,,371400.78,404211.03,386628.25,317586.7,425374.94,378937.72,
1575,415.28530757207864,7.7694473,,,,,,,,,,,181940.89,280927.53,174182.2,166410.7,235443.22,249225.89,
1034,416.30180255405395,6.7971,,,,,,,,,,,334522.0,333497.38,393229.56,299471.34,510876.12,319531.1,
334,417.1553298254462,4.675182,,,,38,,,,,,,272530.5,286653.75,739289.2,429734.9,836365.3,731578.44,
297,417.1555605503683,4.47642,,,,,,,,,,,27437.752,31664.656,47392.152,80020.95,53822.188,80683.484,
1353,419.1082444725418,7.4525886,,,,69,,,,,,,1139703.8,1404361.0,1506353.0,1668719.9,1469843.4,1742906.8,
538,420.2503370656694,5.35907,,,,165,,,,,,,1.6018855E7,1.524344E7,235357.42,427252.34,264385.16,731742.0,
1357,421.10523395739693,7.4534316,,,,69,,,,,,,1480373.9,1823392.6,1919648.9,2144110.5,1895371.0,2232594.8,
1509,421.1052775152957,7.685898,,,,9,,,,,,,377908.9,452105.2,469552.3,460083.5,545265.06,598619.7,
1074,421.2264267044155,6.882159,,,,,,,,,,,107357.79,939078.7,1023925.44,3429940.0,0,0,
1104,421.22650770245997,6.940235,,,,,,,,,,,0,1104974.6,1132701.9,1960040.4,0,1156452.5,
1955,423.38435524325683,9.112601,,,,,,,,,,,415514.44,568910.2,643498.9,380466.56,400785.56,546190.5,
545,425.19683200872845,5.371016,,,,158,,,,,,,1260314.1,1332124.5,2801358.5,1448549.9,2987897.8,2329314.8,
1453,425.2576154581876,7.6766295,,,,,,,,,,,742401.44,627090.56,495923.56,3683266.5,752983.5,0,
1649,425.25803461915666,7.9479065,,,,,,,,,,,0,133424.55,0,0,0,1611447.5,
135,426.1897680629548,2.9682152,,,,110,,,,,,,458743.7,449432.84,378038.34,449812.22,423064.12,308615.3,
127,426.18977041043314,2.89268,,,,,,,,,,,274473.53,275576.75,245380.86,256583.08,272410.38,140842.95,
396,426.9676286038146,4.9424877,,,,,,,,,,,1.3097936E7,1.2192832E7,1.0754315E7,1.2630886E7,1.5559797E7,1.0805178E7,
1379,427.28527522840847,7.4968896,,,,,,,,,,,76334.875,113841.66,110793.32,125251.82,114687.41,121319.6,
1927,427.3790766679808,8.781651,,,,,,,,,,,1244561.9,3083341.8,4553279.5,2136100.0,3007684.8,2642711.0,
1424,429.3008216810831,7.6601734,,,,9,,,,,,,692652.4,790121.9,675652.56,879759.6,686716.1,977764.94,
1214,429.3008502293669,7.265911,,,,73,,,,,,,1071216.0,1014946.4,1042544.25,808359.8,1232789.1,1006375.0,
1119,429.30095350643484,6.9931655,,,,70,,,,,,,434204.94,408992.28,436611.3,381375.9,527936.7,378411.53,
889,430.259710607277,6.376682,,,,,,,,,,,333288.28,320812.3,322599.6,365279.97,335609.5,351439.0,
346,431.2072727118687,4.7246437,,,,78,,,,,,,33003.4,27133.076,65441.727,29807.502,81623.37,33383.883,
420,431.20729688032856,5.000721,,,,24,,,,,,,738164.4,757824.4,1228564.8,823643.25,1385005.4,1042579.0,
521,431.207348308721,5.3315363,,,,,,,,,,,142775.92,194763.66,318759.25,210565.94,370082.9,279648.97,
303,431.2284365621879,4.5820737,,,,,,,,,,,524683.7,1230684.9,1462930.0,1167748.6,1728554.2,875095.8,
1257,431.280099170436,7.3304596,,,,45,,,,,,,2350687.0,2668114.2,2221454.5,2602890.5,2494504.8,2641946.0,
1695,431.2801315809122,8.031344,,,,,,,,,,,235480.69,300603.75,256370.48,301474.78,241166.56,421142.0,
376,433.1054507274703,4.8175874,,,,,,,,,,,472678.88,598093.6,742432.8,1101951.6,460095.03,1285588.4,
1500,433.23580781666914,7.684381,,,,9,,,,,,,172971.83,327602.53,271532.28,771121.8,377514.72,786311.06,
1066,433.2359937634589,6.8080044,,,,,,,,,,,812849.4,4599583.5,4024751.8,8011635.5,1001464.1,4736539.5,
1005,433.2360213076645,6.679522,,,,,,,,,,,5248706.5,1.1790113E7,1.0712133E7,6004912.5,6634894.0,259629.48,
1135,433.23604831814373,6.973194,,,,,,,,,,,271669.94,529248.94,427948.22,2642278.0,250911.06,5648537.0,
951,433.23605565607613,6.5810275,,,,,,,,,,,1.132039E7,2153777.5,2069504.5,248859.23,1.5648438E7,254335.53,
383,433.25917339572715,4.8426094,,,,34,,,,,,,188512.03,317123.7,346068.75,472022.22,368462.6,516681.53,
1427,433.2953033165052,7.6833053,,,,,,,,,,,2460208.5,67908.805,559887.7,49044.035,3242086.5,102996.79,
1572,433.29567020209515,7.7405667,,,,,,,,,,,2578947.5,1244478.0,1139876.9,1591750.9,3233064.5,1333622.5,
1175,433.29578084326795,7.153255,,,,120,,,,,,,586923.9,552380.94,478086.47,557667.6,639399.06,536852.44,
1391,433.3090386604311,7.5672936,,,,18,,,,,,,538424.56,635643.3,475519.75,666553.44,516925.44,704504.75,
1598,433.33194242209294,7.7974973,,,,27,,,,,,,398147.84,455103.7,436313.16,278514.84,558031.94,650048.7,
1283,433.33221045788787,7.3805447,,,,29,,,,,,,169614.86,197978.44,211988.61,100593.42,259330.77,171059.78,
1180,434.29939279028986,7.152399,,,,,,,,,,,128071.875,115298.11,104068.18,117042.17,138853.89,110027.91,
1331,435.2518014011598,7.42267,,,,,,,,,,,4048.0742,508720.28,208233.38,535846.7,74244.55,689756.25,
1220,435.2518184125893,7.26214,,,,,,,,,,,369298.25,261626.08,430125.16,477032.7,575338.3,12449.256,
1513,435.2520004004967,7.683634,,,,9,,,,,,,22123.736,197338.6,195516.88,719328.56,97129.18,1083740.2,
1134,435.25210553948466,7.0938044,,,,,,,,,,,693363.8,96023.734,27200.371,3447.301,2287998.5,0,
1305,435.2778449987866,7.4477415,,,,,,,,,,,0,241511.8,224043.33,384009.16,0,52210.64,
1864,435.2782540232652,8.417819,,,,122,,,,,,,3344438.0,4294883.5,4876797.0,4834689.0,3727109.5,5909430.0,
1358,438.32221523385437,7.4525886,,,,69,,,,,,,187935.9,274528.34,240650.84,456038.72,228358.02,587537.8,
41,439.08684455652406,0.41074994,,,,4,,,,,,,754499.2,851935.7,814102.06,733319.94,462734.47,591382.06,
1915,439.3791823921509,8.698871,,,,,,,,,,,998024.7,2665513.0,2484233.2,2272992.2,1474961.0,2293368.5,
392,441.1916041647091,4.8746924,,,,106,,,,,,,638729.2,423965.8,1077088.9,486627.47,803307.75,642346.5,
435,441.19170516983746,5.0486555,,,,33,,,,,,,1953206.5,2158885.5,3121721.8,2172954.8,3784023.5,2940355.0,
258,441.1917455392807,4.145193,,,,101,,,,,,,216633.77,216491.81,293074.84,213268.55,337964.78,259134.75,
311,441.1917611633562,4.5756145,,,,,,,,,,,740395.8,772581.1,1516162.1,705268.75,1723260.2,1365760.8,
463,441.1918085086705,5.155364,,,,7,,,,,,,3087451.2,3162615.8,5827154.5,3362641.8,6814329.0,4648954.5,
292,441.19182070013534,4.4509454,,,,125,,,,,,,599057.4,585533.94,631233.9,598827.7,707154.75,648908.25,
271,441.1918866052258,4.2537684,,,,,,,,,,,111227.234,110946.69,122521.586,137934.67,147903.78,145434.58,
1176,441.25232765523396,7.061858,,,,,,,,,,,0,354113.66,1437832.0,1653164.5,0,2252538.5,
1076,441.2523438843602,6.897187,,,,,,,,,,,596540.2,552323.06,647466.06,2956617.2,1642762.2,0,
1063,441.3008269424226,6.8610635,,,,,,,,,,,303772.4,306493.5,296595.88,280179.0,319308.28,232243.42,
1217,441.3008894775569,7.270203,,,,73,,,,,,,265554.66,272318.88,228953.4,159630.62,270250.25,169006.75,
1159,441.30091152937916,7.136934,,,,66,,,,,,,1013437.2,1018780.8,968754.1,824729.06,1079311.9,962561.25,
1370,441.300936325104,7.4786067,,,,163,,,,,,,1074007.8,1324745.9,1277561.5,1172824.5,1258621.4,1085045.0,
1560,441.30105473049076,7.71784,,,,37,,,,,,,566444.75,640199.94,555159.06,548022.94,849716.1,844567.44,
980,441.30114212457096,6.6093955,,,,67,,,,,,,172761.95,181580.11,196339.17,155691.34,181006.9,179254.19,
429,442.1951020120785,5.0469728,,,,,,,,,,,556100.7,552123.6,862318.1,556597.8,1028116.2,770929.1,
395,442.1954403138905,4.8747168,,,,,,,,,,,74371.7,90391.74,262210.72,96294.266,176472.98,113197.09,
453,442.29214352260965,5.102091,,,,109,,,,,,,265818.2,287139.66,422886.38,575968.6,503922.94,673674.0,
365,443.13461110379416,4.784523,,,,28,,,,,,,3388249.2,3248226.5,4907500.0,2395691.5,4950858.0,3471636.8,
217,443.28757333762286,3.8277142,,,,,,,,,,,469602.28,517083.38,168305.3,922445.1,197430.0,552096.4,
2115,443.31653555253905,11.079347,,,,,,,,,,,136533.6,178833.58,61448.914,239559.2,376742.47,153321.27,
2101,443.3165585173277,10.904991,,,,,,,,,,,109455.37,176481.25,43906.875,798059.7,178872.81,34568.93,
1251,443.3165763280838,7.329741,,,,45,,,,,,,1.0209554E7,1.1988147E7,9338031.0,8016543.0,1.0801107E7,9516733.0,
1635,443.31670516025093,7.956407,,,,,,,,,,,213387.75,394404.06,364734.2,264861.72,377095.56,330422.62,
1117,443.31673629592996,6.986088,,,,57,,,,,,,171827.08,189457.47,167899.23,146160.62,170204.62,136858.83,
1619,443.31674345331425,7.8545113,,,,,,,,,,,125527.445,173349.42,141365.61,156403.42,163501.72,105404.766,
1202,444.27531598461263,7.213506,,,,,,,,,,,307509.16,300593.38,245313.39,256489.86,328320.38,276729.84,
833,444.275364708709,6.23694,,,,,,,,,,,114171.2,119117.375,106033.83,97713.49,115169.14,88455.38,
1278,445.25938801115194,7.326609,,,,,,,,,,,64928.105,383083.25,360834.06,479810.12,61386.465,445601.62,
1417,445.29576467505404,7.6521096,,,,9,,,,,,,383863.28,526292.4,466820.9,548356.06,505694.22,574143.2,
1029,445.29601064990646,6.7651668,,,,,,,,,,,3135425.5,2583865.2,2660556.2,3246534.2,3689636.8,2925339.2,
