row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C1-b_Run224.mzML Peak area,NEG_D5-227-C1-c_Run227.mzML Peak area,NEG_D5-227-C1-a_Run221.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
422,248.96012498207116,7.8693414,,,,51,,,,,,,741764.25,735767.6,678455.06,0,0,0,
355,248.96017386140224,7.762179,,,,54,,,,,,,664776.0,651272.6,646943.9,0,0,0,
271,248.9602310606853,7.365974,,,,3,,,,,,,2472288.0,1962921.2,2002878.4,0,0,0,
723,248.96023162229255,10.235824,,,,11,,,,,,,3228845.0,3144473.5,3261075.0,0,0,0,
524,250.1776496124239,8.352837,,,,,,,,,,,0,0,0,282392.97,225416.72,223699.14,
337,250.1776668614557,7.6951623,,,,66,,,,,,,0,0,0,257014.73,436824.75,324802.44,
393,250.17770642512164,7.775116,,,,18,,,,,,,0,0,0,1096949.4,1942089.2,1587470.6,
104,250.17774686979965,4.820448,,,,44,,,,,,,0,0,0,393789.3,560718.4,574866.4,
276,253.21705006900893,7.3677087,,,,3,,,,,,,730916.2,716597.06,747785.44,0,0,0,
74,255.05444316250941,4.3636866,,,,,,,,,,,0,0,0,324965.4,429370.25,696547.7,
50,255.05448442180588,3.5542364,,,,,,,,,,,0,0,0,40652.473,103437.08,154486.44,
233,255.23178112118555,6.975016,,,,27,,,,,,,0,0,0,163349.73,106372.5,220949.2,
301,255.23184347532097,7.3767533,,,,7,,,,,,,0,0,0,1477349.6,1208793.4,1789242.0,
205,255.24302571109533,6.301983,,,,31,,,,,,,0,0,0,1000481.7,816054.1,987189.6,
184,255.584503761378,6.103478,,,,39,,,,,,,0,0,0,1270634.2,744731.94,886366.75,
118,256.2998104484058,5.4229693,,,,37,,,,,,,0,0,0,1.1312143E7,1.1307937E7,1.1063268E7,
36,257.0994670648419,2.7989674,,,,,,,,,,,0,0,0,551323.1,635531.0,1194898.0,
119,264.09200283377186,5.430351,,,,,,,,,,,0,0,0,398626.7,458984.72,472174.56,
582,265.14759442632936,8.849406,,,,35,,,,,,,910456.2,925495.25,882323.4,0,0,0,
207,265.1476678914948,6.309572,,,,,,,,,,,951282.1,636255.3,634354.7,0,0,0,
314,265.2525018052758,7.515392,,,,58,,,,,,,0,0,0,172764.45,119325.67,186790.73,
447,265.25255240223777,7.87699,,,,46,,,,,,,0,0,0,593038.0,550402.7,659578.25,
75,266.1725618600971,4.372723,,,,22,,,,,,,0,0,0,83416.31,88478.78,90807.68,
394,266.17260264396606,7.775116,,,,18,,,,,,,0,0,0,537600.0,955077.4,786402.1,
551,268.98419868294513,8.613727,,,,62,,,,,,,2700903.2,2468325.8,2649639.2,0,0,0,
100,269.07013390637695,4.7071652,,,,,,,,,,,0,0,0,436035.22,416761.0,552757.1,
105,270.14640799716193,4.8533883,,,,,,,,,,,0,0,0,353035.2,496937.72,666895.4,
168,271.2276586983055,5.9944863,,,,,,,,,,,41119.926,50619.99,46762.465,0,0,0,
194,271.2276923922557,6.1987243,,,,,,,,,,,212071.9,254518.31,220069.44,0,0,0,
251,271.22773806471884,7.149297,,,,,,,,,,,957582.7,1079137.8,817366.9,0,0,0,
214,271.2277530344631,6.510269,,,,,,,,,,,83266.65,97169.63,74215.164,0,0,0,
230,271.2277766224281,6.9372764,,,,,,,,,,,60488.445,53782.77,49841.062,0,0,0,
34,272.18546023457867,2.749569,,,,,,,,,,,0,0,0,316054.78,457010.9,286595.44,
346,273.2575470502232,7.704123,,,,,,,,,,,0,0,0,407141.72,305999.0,301217.6,
212,275.08303484375625,6.376091,,,,59,,,,,,,0,0,0,1233435.2,1517280.0,1469369.2,
140,279.0991291656014,5.675162,,,,49,,,,,,,0,0,0,1.992936E7,1.5139993E7,2.0734506E7,
414,281.2480441204927,7.867868,,,,51,,,,,,,2501954.2,2295918.0,2483514.2,0,0,3262.2358,
348,282.22154434499316,7.745294,,,,,,,,,,,0,0,0,1264124.4,1215580.5,1251248.1,
228,283.26297614414494,6.832587,,,,,,,,,,,0,0,0,148907.88,113243.58,127692.81,
312,283.26300387021894,7.5136065,,,,58,,,,,,,0,0,0,335643.38,231364.78,371229.06,
448,283.2630681675175,7.87699,,,,46,,,,,,,0,0,0,1192718.6,1038087.2,1254190.1,
125,284.29461175917686,5.480064,,,,55,,,,,,,0,0,0,143970.66,122752.555,93965.07,
148,284.2946424503052,5.7541313,,,,,,,,,,,0,0,0,687102.5,577704.06,558324.5,
473,284.29466821705176,7.98869,,,,53,,,,,,,0,0,0,662740.4,505266.97,595347.56,
120,284.60531572335753,5.430351,,,,37,,,,,,,0,0,0,552727.4,601384.6,640882.44,
160,291.0778416042975,5.94953,,,,20,,,,,,,0,0,0,501012.03,478262.47,493525.06,
415,293.17891965248975,7.867588,,,,51,,,,,,,1868822.2,1251843.2,1137201.9,0,0,0,
89,295.95383294301956,4.683395,,,,56,,,,,,,483648.84,485931.16,490685.25,0,0,0,
90,297.9517726627139,4.683395,,,,56,,,,,,,469063.53,464806.0,469715.7,0,0,0,
117,298.27386018761376,5.303703,,,,,,,,,,,0,0,0,598996.5,593503.06,555201.94,
221,298.273860953127,6.6407743,,,,,,,,,,,0,0,0,150057.56,121940.21,97908.4,
345,299.25879934805295,7.7058578,,,,,,,,,,,604943.25,609412.25,515562.53,0,0,0,
315,299.2588360856209,7.5196342,,,,,,,,,,,119101.72,99737.945,88929.21,0,0,0,
223,299.25892470959735,6.7399735,,,,,,,,,,,86825.82,77728.91,84166.13,0,0,0,
219,299.2589505545385,6.61005,,,,,,,,,,,106663.32,74066.64,46373.36,0,0,0,
226,299.25896799929893,6.824184,,,,,,,,,,,333552.56,313052.3,315080.0,0,0,0,
67,300.1146593775986,3.899828,,,,36,,,,,,,0,0,0,733447.1,959815.4,1374672.9,
238,300.28949446614456,7.0762973,,,,,,,,,,,0,0,0,199502.31,140802.33,130383.89,
131,300.2895897262544,5.578915,,,,19,,,,,,,0,0,0,2.5048578E7,2.32872E7,1.767537E7,
222,301.14082387382695,6.6533446,,,,,,,,,,,0,0,0,1599049.6,1792187.2,1671074.6,
58,302.13036775785685,3.7997048,,,,52,,,,,,,0,0,0,634986.25,955356.5,1293005.6,
126,302.3051618108729,5.480064,,,,55,,,,,,,0,0,0,4959930.0,4338535.0,3558313.5,
127,303.30850371127514,5.481837,,,,,,,,,,,0,0,0,950029.44,842388.94,679248.75,
124,304.2996675545426,5.456983,,,,,,,,,,,0,0,0,1600779.4,420237.8,781189.0,
702,306.91880623467387,10.20021,,,,11,,,,,,,1033955.3,988397.7,1033089.7,0,0,0,
594,311.1682971033039,8.899766,,,,,,,,,,,693835.4,751216.25,534138.1,0,0,0,
250,311.1684568967965,7.106088,,,,,,,,,,,594315.94,549669.2,645787.1,0,0,0,
231,311.1685190822753,6.9571457,,,,,,,,,,,941860.06,913419.56,861897.0,0,0,0,
520,312.3256939768684,8.334435,,,,,,,,,,,0,0,0,225806.31,271022.06,239779.52,
533,312.3257695270332,8.434966,,,,,,,,,,,0,0,0,1043701.44,738204.8,812029.94,
191,312.32584586038814,6.1561847,,,,60,,,,,,,0,0,0,454608.84,415140.75,374668.06,
659,312.83586464166274,9.051394,,,,,,,,,,,3069997.5,5275115.0,3009447.8,0,0,0,
592,312.83588107590384,8.896295,,,,35,,,,,,,7056709.0,7666837.5,7003237.0,0,0,0,
193,313.2346687500495,6.18718,,,,,,,,,,,0,0,0,1805279.5,1839281.8,2191061.2,
150,314.3050759236066,5.7920604,,,,,,,,,,,0,0,0,518330.34,476036.06,406002.38,
30,316.21153069286146,2.5152671,,,,,,,,,,,0,0,0,172567.9,378905.0,192132.47,
32,316.21155842305666,2.6808603,,,,,,,,,,,0,0,0,316461.5,483951.94,108783.01,
363,316.9474786288942,7.763928,,,,54,,,,,,,605897.0,550667.06,483229.2,0,0,0,
273,316.94749604463215,7.365974,,,,3,,,,,,,1392827.0,1688215.6,1826410.0,0,0,0,
719,316.94751120562023,10.234031,,,,11,,,,,,,2935307.2,2828615.5,2884024.5,0,0,0,
114,318.30002146564027,5.239123,,,,1,,,,,,,0,0,0,2681978.2,2385896.0,2260510.0,
556,318.9811838590835,8.636214,,,,62,,,,,,,2786639.2,2759803.8,2645098.8,0,0,0,
141,320.12546178238836,5.675162,,,,49,,,,,,,0,0,0,2570896.2,1905326.9,2744408.2,
578,321.2100826588632,8.814304,,,,,,,,,,,788619.06,443346.75,364578.44,0,0,0,
521,321.314993021783,8.345172,,,,,,,,,,,0,0,0,425720.4,278626.53,345397.97,
68,322.0965328329624,3.899828,,,,36,,,,,,,0,0,0,610660.44,789315.5,1131831.0,
57,322.0965834706289,3.7671719,,,,,,,,,,,0,0,0,55392.29,60915.984,106577.98,
129,322.27127744587114,5.575388,,,,,,,,,,,0,0,0,531342.1,458712.03,355391.0,
288,323.21908934676077,7.373159,,,,7,,,,,,,0,0,0,697525.8,498740.75,903897.06,
59,324.11228331150306,3.7997048,,,,52,,,,,,,0,0,0,1698226.6,2224620.2,3029360.2,
72,325.1254575702194,4.243707,,,,,,,,,,,0,0,0,824488.94,856377.1,809217.3,
416,325.1838751529809,7.867588,,,,51,,,,,,,1451283.1,1451477.4,1331545.5,0,0,0,
476,325.1838921668121,8.125941,,,,,,,,,,,2145791.8,2166071.0,2059934.8,0,0,0,
361,325.18389565708827,7.7639155,,,,54,,,,,,,965532.94,812773.4,808851.06,0,0,0,
596,325.1838962712961,8.903253,,,,35,,,,,,,678595.3,766020.9,821117.3,0,0,0,
534,325.18394303732623,8.476974,,,,,,,,,,,850517.94,909842.6,805373.56,0,0,0,
440,327.22684128001265,7.87522,,,,46,,,,,,,0,0,0,401697.75,292771.03,469093.34,
426,327.2536328054792,7.8710837,,,,51,,,,,,,517064.16,459777.66,468138.7,0,0,0,
163,328.3208380293113,5.987039,,,,43,,,,,,,0,0,0,1.27578E7,1.216889E7,1.0163997E7,
591,328.83064947691474,8.896141,,,,35,,,,,,,1575755.4,1793482.4,1669144.8,0,0,0,
661,328.83068997791315,9.054891,,,,,,,,,,,700134.0,1162951.4,703678.4,0,0,0,
157,330.33642395008417,5.8915877,,,,,,,,,,,0,0,0,1549509.8,1416246.5,1088510.6,
156,332.3309550391543,5.8790526,,,,,,,,,,,0,0,0,678632.56,179873.08,343547.97,
215,335.1250456181818,6.5615373,,,,,,,,,,,0,0,0,348793.7,550699.2,378734.2,
475,336.32575520039353,8.041434,,,,,,,,,,,0,0,0,532987.06,302088.5,410842.88,
165,337.17124884958747,5.992369,,,,43,,,,,,,0,0,0,1889774.9,2623870.0,2594750.2,
209,337.17128387252217,6.341404,,,,,,,,,,,0,0,0,94422.586,136896.73,135945.48,
548,337.2052356387726,8.5962305,,,,,,,,,,,1545927.0,1059090.4,966838.1,0,0,0,
235,337.23463885008056,6.9768314,,,,,,,,,,,0,0,0,402534.3,285232.38,547119.1,
522,338.3415120569462,8.3469515,,,,,,,,,,,0,0,0,4.4236464E7,3.0027784E7,3.621617E7,
153,339.11177953595035,5.829843,,,,48,,,,,,,0,0,0,725215.44,547895.56,619556.4,
588,339.1994390410261,8.884089,,,,35,,,,,,,3570754.5,3631809.5,3541669.2,0,0,0,
543,339.19952071681286,8.568298,,,,62,,,,,,,3610455.2,2899284.8,2765502.2,0,0,0,
564,340.3571351693065,8.675822,,,,41,,,,,,,0,0,0,395351.1,360157.78,360366.03,
242,341.26598297578977,7.092587,,,,,,,,,,,0,0,0,538096.3,324116.12,477364.78,
225,342.24249677830466,6.775207,,,,,,,,,,,0,0,0,608914.44,441377.4,399880.12,
110,344.13012382974097,5.2338123,,,,1,,,,,,,0,0,0,616682.4,716908.6,1003180.8,
149,344.3156664161547,5.77231,,,,,,,,,,,0,0,0,770903.5,676021.5,717970.06,
132,344.3156699479184,5.6076393,,,,13,,,,,,,0,0,0,1719950.9,1565503.1,1235153.4,
42,345.15179688436865,3.1332304,,,,,,,,,,,0,0,0,184725.34,252543.84,539637.94,
55,345.1540798699904,3.6618612,,,,,,,,,,,0,0,0,46512.25,50080.805,134678.56,
279,345.20107027601347,7.373155,,,,,,,,,,,0,0,0,385844.47,284878.1,463968.84,
136,346.33133561784706,5.6575027,,,,,,,,,,,0,0,0,4998122.5,4567720.0,4014102.8,
135,347.33468590722214,5.6539474,,,,,,,,,,,0,0,0,1045634.9,972210.75,693086.06,
181,349.1350467098953,6.1017194,,,,39,,,,,,,0,0,0,9163973.0,5556000.0,6053599.0,
417,349.23548590287623,7.8675876,,,,51,,,,,,,453632.3,439834.56,443126.44,0,0,0,
290,350.17750765348416,7.3731804,,,,7,,,,,,,0,0,0,2165822.5,1576785.4,2274122.0,
261,351.1478900105382,7.3642235,,,,3,,,,,,,1289165.0,1278615.8,1131154.1,0,0,0,
434,351.21416148137087,7.8805995,,,,,,,,,,,0,0,0,411891.94,347831.1,446646.34,
451,351.250370680579,7.878798,,,,46,,,,,,,0,0,0,1233496.9,954807.4,1332614.5,
538,352.3391048522767,8.5336075,,,,,,,,,,,0,0,0,1.4001724E7,1.4913989E7,1.4051035E7,
663,352.33911887383033,9.086511,,,,,,,,,,,0,0,0,2067670.5,2237733.2,2068960.6,
452,352.33912954914126,7.878798,,,,46,,,,,,,0,0,0,1893316.8,1808270.0,2116893.0,
652,353.14219538310687,8.970554,,,,35,,,,,,,294025.84,340026.3,346862.62,0,0,0,
269,353.14229302783815,7.3659606,,,,3,,,,,,,2.602184E7,2.5422144E7,2.3043818E7,0,0,0,
369,353.16347400357034,7.7656646,,,,54,,,,,,,1432103.1,1368639.0,1327192.9,0,0,0,
292,354.1732126002439,7.3731804,,,,,,,,,,,0,0,0,497457.9,395623.88,549678.2,
169,354.2847124587841,6.004847,,,,65,,,,,,,0,0,0,460759.3,389500.53,445157.3,
644,355.1578237322963,8.965331,,,,35,,,,,,,1440808.9,1418428.9,1668338.0,0,0,0,
665,355.1578801195786,9.135064,,,,30,,,,,,,344704.2,301891.75,325869.12,0,0,0,
370,355.15794934511587,7.7656646,,,,54,,,,,,,2.794306E7,2.648302E7,2.6270098E7,0,0,0,
362,357.16250298625664,7.7639155,,,,54,,,,,,,755770.6,711025.94,710161.2,0,0,0,
198,357.2608273170194,6.2210746,,,,,,,,,,,0,0,0,2144841.0,1521307.1,2540760.8,
208,359.153185345682,6.3396087,,,,,,,,,,,0,0,0,51562.074,75712.38,72971.52,
166,359.1532037277162,5.9923787,,,,43,,,,,,,0,0,0,1198200.2,1600124.2,1627965.5,
170,359.24005994736746,6.004847,,,,65,,,,,,,0,0,0,949466.8,775073.0,942602.25,
54,361.1502004884321,3.6535141,,,,,,,,,,,567940.6,551561.8,563608.1,0,0,0,
385,362.30261942024237,7.77153,,,,,,,,,,,0,0,0,268833.16,609177.06,429664.03,
717,362.925923116353,10.233948,,,,28,,,,,,,0,0,0,499602.03,506429.0,484203.6,
474,365.2659558293919,7.98869,,,,53,,,,,,,0,0,0,636855.8,449623.97,447716.22,
313,365.26596238574274,7.5136065,,,,58,,,,,,,0,0,0,1173794.8,739440.5,1446709.9,
562,366.3727258162481,8.66827,,,,41,,,,,,,0,0,0,682396.2,672036.06,1274133.4,
253,368.25810229464486,7.214255,,,,,,,,,,,0,0,0,593719.1,457054.9,523944.75,
555,368.9783954049815,8.629245,,,,62,,,,,,,3022524.0,3057185.5,2825971.8,0,0,0,
307,369.1369552027283,7.448919,,,,,,,,,,,1071177.0,1035369.9,1019898.0,0,0,0,
158,371.1167403620703,5.907772,,,,,,,,,,,0,0,0,84054.51,120014.67,121271.25,
186,371.11701493226525,6.105232,,,,39,,,,,,,0,0,0,3.8862788E7,2.6425906E7,2.9274146E7,
399,371.15259683761656,7.814609,,,,,,,,,,,1350455.1,1291468.6,1304933.0,0,0,0,
277,372.11599629450785,7.3677216,,,,3,,,,,,,772312.4,749786.75,740095.06,0,0,0,
187,372.12022374791235,6.105232,,,,39,,,,,,,0,0,0,9259321.0,6319610.5,7032656.0,
172,372.34701615971204,6.0375175,,,,,,,,,,,0,0,0,3996401.8,3556494.8,2820518.8,
435,373.2323056621024,7.878798,,,,,,,,,,,0,0,0,366857.03,288056.03,393746.16,
356,374.13170954556614,7.7621827,,,,54,,,,,,,379489.28,350619.47,355466.16,0,0,0,
146,377.1662005091277,5.723812,,,,10,,,,,,,0,0,0,1170561.6,1376944.8,1339226.5,
577,377.31994635578326,8.819405,,,,,,,,,,,0,0,0,4752001.0,4158353.5,4635601.5,
633,377.32005454784303,8.961425,,,,45,,,,,,,0,0,0,4631715.0,4215079.5,4508707.0,
310,377.32016987881417,7.4714017,,,,32,,,,,,,0,0,0,800180.3,682054.6,753559.5,
449,378.2087541089561,7.87699,,,,46,,,,,,,0,0,0,1902974.9,1604780.8,1778196.0,
579,378.3232921228807,8.823002,,,,,,,,,,,0,0,0,707867.56,1273558.2,677691.2,
630,378.32337186996074,8.95964,,,,45,,,,,,,0,0,0,1422119.9,980374.0,1361969.6,
418,379.1790818159213,7.867588,,,,51,,,,,,,2868228.2,2760117.0,2655011.5,0,0,0,
645,379.3357851357414,8.966841,,,,45,,,,,,,0,0,0,7445887.0,7193674.5,7377834.0,
427,380.18252052735215,7.8710823,,,,51,,,,,,,532825.8,514108.4,515097.4,0,0,0,
646,380.3389740540869,8.966847,,,,45,,,,,,,0,0,0,2213999.2,2094809.4,2171573.5,
643,381.1734500287416,8.965323,,,,35,,,,,,,474447.47,419125.66,534101.4,0,0,0,
432,381.17354276080135,7.8728347,,,,51,,,,,,,5.67934E7,5.4479892E7,5.306264E7,0,0,0,
493,381.1946208837624,8.213963,,,,6,,,,,,,1007123.25,923951.06,924672.5,0,0,0,
410,382.17590878773836,7.867588,,,,,,,,,,,1.702766E7,1.6360408E7,1.5174354E7,0,0,0,
433,383.17736992749815,7.8728347,,,,51,,,,,,,1984702.6,1918029.8,1879930.9,0,0,0,
677,383.1825444492394,9.6446905,,,,,,,,,,,0,0,0,409138.06,337914.0,545625.9,
636,383.1891424589251,8.963571,,,,35,,,,,,,1212211.8,1165232.2,1415455.4,0,0,0,
490,383.1891508148394,8.212227,,,,6,,,,,,,2.03883E7,1.8926266E7,1.9008794E7,0,0,0,
488,384.1914612518014,8.213963,,,,,,,,,,,5819951.0,5420472.0,5485898.5,0,0,0,
280,384.934946763606,7.371222,,,,3,,,,,,,928871.44,847909.25,688776.94,0,0,0,
365,384.9349532523791,7.76555,,,,54,,,,,,,274391.78,227289.1,213835.7,0,0,0,
720,384.9350403133805,10.234031,,,,11,,,,,,,1719681.6,1633614.9,1668946.9,0,0,0,
204,385.1324046782572,6.2733216,,,,,,,,,,,0,0,0,622317.56,214629.77,215233.44,
53,385.1465150333377,3.6546624,,,,,,,,,,,0,0,0,259329.77,311265.3,648033.3,
483,385.193141037342,8.210481,,,,6,,,,,,,728044.5,668611.5,661343.2,0,0,0,
246,385.29208434759977,7.102635,,,,,,,,,,,0,0,0,521795.2,316618.78,446131.72,
729,385.7238181405326,10.316651,,,,63,,,,,,,0,0,0,1423636.9,1612527.0,1569184.5,
190,388.62153844027534,6.103478,,,,,,,,,,,0,0,0,290964.75,101973.68,143797.67,
526,391.2839493963017,8.377632,,,,17,,,,,,,0,0,0,841100.75,953992.5,846391.3,
375,393.21954881975597,7.7697563,,,,18,,,,,,,0,0,0,751194.7,614467.4,727603.44,
530,393.2971253740752,8.390148,,,,17,,,,,,,0,0,0,1391640.1,1295659.9,1666456.9,
574,394.3223043183876,8.749938,,,,,,,,,,,0,0,0,637982.5,528430.2,550920.1,
243,395.21895376463567,7.096205,,,,,,,,,,,0,0,0,292170.84,234889.4,298131.25,
398,395.330537245836,7.8036494,,,,,,,,,,,0,0,0,625791.75,323279.38,427536.22,
647,395.33055033993696,8.966849,,,,45,,,,,,,0,0,0,797982.8,736489.9,856263.4,
309,395.33055960274334,7.469616,,,,32,,,,,,,0,0,0,694074.94,514446.0,659403.7,
480,395.3307140339405,8.204643,,,,,,,,,,,0,0,0,273674.53,184385.89,233971.42,
471,397.16813099470045,7.9335475,,,,,,,,,,,3048223.5,3027389.2,2979529.0,0,0,0,
147,399.14816848946947,5.7255893,,,,10,,,,,,,0,0,0,2931925.0,3258261.8,3253686.2,
481,399.18375342639115,8.206985,,,,6,,,,,,,1585149.1,1542036.5,1570386.6,0,0,0,
428,400.1469794549408,7.871083,,,,51,,,,,,,507631.06,500246.03,510059.88,0,0,0,
164,400.17970115688144,5.9923673,,,,,,,,,,,0,0,0,288788.03,391462.44,393096.47,
201,401.2869745543487,6.2443085,,,,,,,,,,,0,0,0,1517338.9,1438889.8,1878982.4,
494,402.1627934861455,8.213963,,,,6,,,,,,,330277.3,318283.78,329977.6,0,0,0,
151,402.3573782943449,5.8101172,,,,,,,,,,,0,0,0,311782.38,139989.27,359235.12,
342,408.30811568539724,7.696942,,,,66,,,,,,,0,0,0,1346816.5,2298667.2,1779712.5,
390,408.3081543281193,7.7733307,,,,18,,,,,,,0,0,0,4527249.5,7784803.5,6539636.5,
217,409.1922933159255,6.6014366,,,,40,,,,,,,0,0,0,1023131.1,1062406.1,1065341.4,
515,409.2045850372783,8.267948,,,,,,,,,,,474611.78,390927.62,394295.03,0,0,0,
400,409.2744041917715,7.8197155,,,,,,,,,,,0,0,0,675851.94,474231.78,595268.06,
329,410.30480100855306,7.622069,,,,,,,,,,,0,0,0,440331.66,330351.22,440792.5,
210,411.207953244408,6.3743052,,,,,,,,,,,0,0,0,372749.9,455104.47,456376.56,
668,411.38389246257594,9.342092,,,,,,,,,,,616815.75,595734.06,582469.7,0,0,0,
189,412.1433048428084,6.106993,,,,39,,,,,,,0,0,0,1128885.2,703571.25,852731.9,
527,413.2657387500981,8.377632,,,,17,,,,,,,0,0,0,3392231.8,3535303.8,3114337.2,
272,421.1295260046866,7.3659606,,,,3,,,,,,,692213.06,686308.7,572542.3,0,0,0,
321,421.1558214671233,7.5483365,,,,8,,,,,,,0,0,0,274436.03,268314.06,347455.12,
350,421.15586753064525,7.754172,,,,61,,,,,,,0,0,0,652818.94,704944.6,821900.8,
508,421.2507496030444,8.219026,,,,,,,,,,,0,0,0,406899.88,254979.75,329974.97,
566,421.28412687291757,8.693045,,,,,,,,,,,0,0,0,0,39503.242,544583.6,
371,423.14510376645404,7.7656646,,,,54,,,,,,,426245.8,441302.2,406476.4,0,0,0,
108,426.9675784450838,5.082199,,,,,,,,,,,6630412.0,6692475.0,6637572.0,0,0,0,
247,429.31823230908395,7.108031,,,,,,,,,,,0,0,0,680825.06,365406.06,580839.56,
196,430.3885954258844,6.20488,,,,,,,,,,,0,0,0,275812.16,127621.22,356671.38,
718,430.91327198582803,10.233948,,,,28,,,,,,,0,0,0,446381.62,441608.06,441494.3,
216,431.174119288447,6.5996265,,,,40,,,,,,,0,0,0,586587.75,599387.9,612249.75,
213,431.17423949441564,6.4319158,,,,,,,,,,,0,0,0,393628.0,415688.78,444809.7,
211,433.1899803168144,6.37253,,,,59,,,,,,,0,0,0,3802599.0,4424338.0,4402694.0,
64,433.2064847430641,3.8454866,,,,4,,,,,,,0,0,0,108370.22,140299.77,256059.61,
81,433.20669779305877,4.542909,,,,47,,,,,,,0,0,0,4720300.0,5378270.0,8173895.5,
130,437.1930008521472,5.577152,,,,19,,,,,,,0,0,0,2349523.8,2009082.9,2140853.8,
300,438.1195952584363,7.3764663,,,,3,,,,,,,921367.2,903141.94,786946.1,0,0,0,
616,439.2515825597798,8.949616,,,,35,,,,,,,2242828.8,1798732.5,2300922.2,0,0,0,
354,440.13518650516045,7.7621517,,,,54,,,,,,,895108.2,911061.75,819533.4,0,0,0,
469,443.20459390134766,7.9039974,,,,,,,,,,,0,0,0,784429.4,256284.84,707211.6,
202,445.3131008038552,6.251475,,,,,,,,,,,0,0,0,691050.0,618542.56,1103891.2,
98,447.12698961510455,4.6893725,,,,34,,,,,,,0,0,0,396407.16,489896.84,514181.6,
107,448.2032237774849,4.898487,,,,,,,,,,,0,0,0,83090.31,95138.88,121074.984,
121,448.2033353178768,5.430351,,,,37,,,,,,,0,0,0,6236443.5,7044495.5,7188043.0,
429,449.1606346690055,7.8710823,,,,51,,,,,,,1190546.5,1129110.6,1105964.2,0,0,0,
161,449.1846940602289,5.94953,,,,20,,,,,,,0,0,0,571628.44,517060.9,560082.3,
62,449.20255131706716,3.8446667,,,,,,,,,,,1058280.1,830615.25,873917.25,0,0,0,
374,449.30206159809944,7.767971,,,,18,,,,,,,0,0,0,550195.75,410327.8,508390.44,
82,450.23345874910973,4.542909,,,,47,,,,,,,0,0,0,2280884.2,2713164.2,3885283.5,
65,451.2171169250726,3.8454866,,,,4,,,,,,,0,0,0,477445.4,556432.06,979511.1,
676,451.24509855621676,9.644704,,,,,,,,,,,0,0,0,399314.78,319912.94,530607.25,
284,452.9223311080371,7.372972,,,,3,,,,,,,442254.5,466699.88,487464.16,0,0,0,
721,452.92239488179047,10.234031,,,,11,,,,,,,1319486.6,1284186.4,1292263.0,0,0,0,
680,452.922433106809,9.918735,,,,,,,,,,,414778.78,458672.1,180339.73,0,0,0,
83,455.188592764003,4.542909,,,,47,,,,,,,0,0,0,3.3078956E7,3.642624E7,4.625847E7,
343,457.34940056552404,7.700554,,,,,,,,,,,0,0,0,482692.44,201157.11,401540.97,
667,463.33120125291947,9.191781,,,,,,,,,,,0,0,0,11934.977,69743.04,844327.6,
468,466.15070240384506,7.9025197,,,,29,,,,,,,1673466.6,1636266.9,1534501.4,0,0,0,
485,468.16762471937056,8.199686,,,,6,,,,,,,1854424.0,1775310.4,1746157.1,0,11681.255,7392.7344,
61,468.24378480610335,3.8454866,,,,,,,,,,,0,0,0,266037.78,326846.06,521222.72,
91,469.10898330404194,4.6893725,,,,,,,,,,,0,0,0,341365.66,404024.0,429135.84,
122,470.18532502944686,5.430351,,,,37,,,,,,,0,0,0,1.1808889E7,1.297684E7,1.3135237E7,
218,472.20079167660316,6.6014366,,,,40,,,,,,,0,0,0,409901.12,411560.8,430027.25,
66,473.19921182059187,3.8454866,,,,4,,,,,,,0,0,0,1775188.2,2087157.5,3451053.8,
248,473.34450386771033,7.1044426,,,,,,,,,,,0,0,0,593680.44,316103.9,494354.88,
252,478.2924105100431,7.170814,,,,,,,,,,,0,0,0,825215.6,998251.8,1032750.7,
254,478.2924205572122,7.309551,,,,,,,,,,,0,0,0,188469.33,234498.33,241368.23,
199,480.3080453366406,6.2210717,,,,,,,,,,,0,0,0,407095.1,322152.88,475879.5,
324,481.29202934588255,7.5733476,,,,,,,,,,,0,0,0,775738.56,631849.1,662007.1,
651,481.29213463581254,8.970444,,,,45,,,,,,,0,0,0,3402445.5,3224580.5,3630187.8,
308,481.29218006126894,7.4571185,,,,,,,,,,,0,0,0,2751083.0,2157188.5,2623370.0,
541,488.1500217819944,8.552574,,,,25,,,,,,,2024278.0,2432358.2,2371604.8,0,0,0,
539,490.1468270578842,8.550805,,,,25,,,,,,,2184153.0,2325519.2,2212872.5,0,0,0,
632,495.25680232498036,8.960106,,,,35,,,,,,,3273812.2,3341475.0,3872513.2,0,0,0,
684,495.31429309464846,10.000081,,,,15,,,,,,,1621223.9,1498836.0,1379555.9,0,0,0,
685,496.3169204322096,10.001851,,,,15,,,,,,,579013.2,540790.2,495628.47,0,0,0,
334,501.3756984359947,7.693373,,,,,,,,,,,0,0,0,396286.84,156947.27,331307.38,
637,511.2513343170049,8.960091,,,,,,,,,,,152039.23,229505.1,322962.72,0,0,0,
152,517.2517518065752,5.8064632,,,,,,,,,,,0,0,0,740317.6,538624.25,575078.3,
