Filename,2024_NEG_CC-Media_1_Run18.mzML,2024_NEG_CC-Media_1_Run54.mzML,2024_NEG_CC-Media_1_Run74.mzML,2024_NEG_CC_1_Run21.mzML,2024_NEG_CC_2_Run48.mzML,2024_NEG_CC_3_Run62.mzML
429/591.4381mz/8.77min,0.0,0.0,0.0,739451.3,464032.3,453577.44
430/250.8917mz/8.78min,1943608.5,4849910.0,5199620.5,3392488.5,3645007.5,2225919.8
431/188.9039mz/8.77min,3227395.5,2452839.2,2647680.2,2547669.5,2164254.5,2165871.5
432/248.8936mz/8.79min,4371354.0,11074519.0,11828278.0,7615335.5,8269600.5,5037829.0
433/146.966mz/8.76min,4179954.2,1208063.2,11406799.0,1057853.4,1601362.8,825940.0
434/797.5535mz/8.79min,0.0,0.0,0.0,625299.4,438320.84,474782.56
435/697.5376mz/8.82min,0.0,0.0,0.0,3654560.5,1577013.2,2515630.8
436/751.5852mz/8.82min,0.0,0.0,0.0,179192.11,102876.125,119608.805
437/735.5533mz/8.86min,0.0,0.0,0.0,388489.8,153338.45,221369.4
439/545.4537mz/8.9min,0.0,0.0,0.0,1887433.6,1087611.9,1925045.2
442/683.5218mz/8.93min,0.0,0.0,0.0,371122.66,207491.06,395998.4
443/115.9208mz/8.95min,1050374.2,1716109.6,4937334.0,791375.9,2873669.8,1032670.6
445/607.4695mz/8.96min,0.0,0.0,0.0,694066.5,557690.94,561870.75
446/186.9706mz/8.94min,80486.58,81320.83,205522.7,800297.25,799944.06,779927.56
447/735.5508mz/8.96min,0.0,0.0,0.0,64852.88,19590.271,41078.19
449/100.9337mz/8.97min,361639.88,721486.0,1900238.4,208869.45,696236.4,530048.6
450/144.9235mz/8.96min,2089694.9,1924683.0,3341708.0,1440261.2,1489988.4,1245223.5
451/122.9758mz/9.01min,216129.06,206725.3,209791.78,470112.53,356743.38,360409.03
452/180.9812mz/9.03min,111751.914,98327.45,93625.164,262951.22,348261.06,366183.97
453/662.4767mz/9.01min,0.0,0.0,0.0,190316.08,193675.34,152641.75
454/465.2676mz/9.01min,0.0,0.0,0.0,799605.2,692886.8,640698.25
455/311.1687mz/9.01min,578948.8,375190.84,373892.12,225288.6,224110.19,196495.12
456/325.1843mz/9.01min,416086.88,183393.33,189877.02,143837.53,159171.53,111838.32
457/856.6885mz/9.02min,0.0,0.0,0.0,601245.1,1042322.06,1384980.5
458/873.6787mz/9.07min,0.0,0.0,0.0,1609922.9,923472.4,1279657.4
459/751.5844mz/9.08min,0.0,0.0,0.0,46816.63,9553.113,25838.979
460/621.485mz/9.21min,0.0,0.0,0.0,2462108.0,1529012.5,1690155.2
461/604.495mz/9.21min,0.0,0.0,0.0,1165879.9,925126.75,974919.8
462/751.5843mz/9.24min,0.0,0.0,0.0,417955.16,147468.19,285917.28
463/573.485mz/9.31min,0.0,0.0,0.0,2120806.0,1153599.8,1560145.2
464/556.4948mz/9.31min,0.0,0.0,0.0,1175858.1,760710.94,940245.2
465/618.5105mz/9.37min,0.0,0.0,0.0,2906701.2,2199139.5,2239133.5
466/635.5008mz/9.37min,0.0,0.0,0.0,2906184.5,2225450.5,2079208.9
467/573.485mz/9.42min,0.0,0.0,0.0,65062.6,59993.105,72964.734
468/467.2833mz/9.44min,0.0,0.0,0.0,772931.6,285434.88,336049.3
469/325.1843mz/9.44min,22911.988,50804.55,37316.77,101063.88,26891.41,62154.918
470/311.1687mz/9.42min,188601.4,130673.17,153423.64,211164.33,76428.63,211513.47
471/711.6259mz/9.46min,0.0,163233.38,385099.6,0.0,1023639.94,143445.05
472/662.4767mz/9.5min,0.0,0.0,0.0,850454.4,120076.7,142361.53
475/649.5164mz/9.69min,0.0,0.0,0.0,1325754.4,539713.06,762257.25
476/632.5262mz/9.7min,0.0,0.0,0.0,1273757.9,752782.06,901870.6
477/683.5945mz/9.8min,0.0,0.0,0.0,978145.5,422051.44,648173.44
478/666.6045mz/9.81min,0.0,0.0,0.0,1034950.25,551415.06,759469.8
479/89.0244mz/9.83min,8888606.0,1201961.2,1183055.9,552287.7,561398.25,458497.56
480/646.5419mz/9.9min,0.0,0.0,0.0,3339945.8,2371206.0,2447901.5
481/663.5321mz/9.91min,0.0,0.0,0.0,1717784.8,989504.7,1046262.3
482/89.0244mz/9.98min,910281.75,1217856.1,1197928.4,916433.9,868413.6,1156765.0
483/89.0244mz/10.08min,1118686.4,8279982.0,8243402.5,774601.7,824399.0,746778.56
484/248.9604mz/10.16min,115603.03,38662.59,40620.703,41204.66,112043.47,47797.504
485/316.948mz/10.17min,40109.55,5904.5757,17930.57,5503.085,51434.29,7159.04
486/112.9857mz/10.17min,543504.94,567727.06,558320.9,709261.4,1020180.7,621565.06
487/115.9208mz/10.2min,6102739.0,5001268.5,4685319.5,3631693.0,3960577.8,3447992.5
489/311.1687mz/10.2min,162807.6,148569.52,154710.84,215316.81,173285.05,191683.5
490/134.8947mz/10.2min,336746.84,260842.08,241234.55,264733.03,239107.34,223433.77
492/325.1844mz/10.21min,121745.02,149583.5,135495.94,181915.69,154833.58,174655.28
493/144.9235mz/10.2min,3297115.2,3094667.8,2809229.8,1843753.1,1865728.2,1990688.0
494/100.9337mz/10.22min,1037183.9,3210115.0,2785997.0,1177540.8,857878.56,1153091.4
495/132.8679mz/10.21min,248888.03,247426.86,196190.8,170056.88,151837.06,147972.39
496/665.4403mz/10.24min,0.0,382847.28,594327.4,0.0,0.0,157212.08
498/662.4769mz/10.24min,0.0,0.0,0.0,2839854.0,600198.94,1793104.1
500/648.4613mz/10.26min,0.0,0.0,0.0,1655254.9,359858.78,598411.5
501/112.9857mz/10.27min,4271278.0,3740123.0,3630231.0,2314974.2,2167654.2,2916501.5
502/520.9102mz/10.27min,422541.16,202636.86,146536.89,97404.24,93001.99,86445.55
503/742.5394mz/10.28min,0.0,1193514.4,495684.12,0.0,479183.3,50313.066
504/248.9604mz/10.27min,1102679.2,578806.1,513365.12,391951.1,395372.56,352088.6
505/316.948mz/10.27min,970938.6,554850.0,442332.53,350349.56,344075.06,326094.44
506/384.9351mz/10.27min,632618.44,347417.6,288991.9,214829.25,201405.95,186446.88
507/588.8978mz/10.27min,329002.75,149746.94,108604.31,69614.266,68378.39,47522.773
508/716.5239mz/10.29min,0.0,318408.4,364347.1,0.0,549673.5,59530.176
509/452.9226mz/10.28min,566189.7,295541.22,225901.9,170887.42,159320.69,149829.62
511/661.4648mz/10.29min,0.0,0.0,0.0,338493.34,75774.53,143267.97
512/674.4017mz/10.28min,0.0,0.0,0.0,647736.8,324789.34,448522.8
513/606.4144mz/10.3min,0.0,0.0,0.0,4827875.0,2085172.5,3214635.0
514/660.4613mz/10.31min,0.0,0.0,0.0,1012343.6,355051.9,634573.6
515/116.9286mz/10.36min,1372200.0,1685961.6,1642246.1,1521580.0,1446841.0,1409579.6
516/694.4683mz/10.37min,0.0,0.0,0.0,204268.67,58941.043,116028.77
518/744.5538mz/10.36min,0.0,708310.6,2104890.2,0.0,19160.38,0.0
519/132.8679mz/10.47min,583486.6,589647.4,750073.06,690288.9,616797.6,668216.25
520/160.842mz/10.47min,239066.88,255946.47,278001.94,307263.28,257094.9,296139.72
521/162.8391mz/10.47min,242521.33,267802.6,274108.62,309871.12,258142.45,304972.44
522/257.8192mz/10.48min,260834.14,287453.9,303777.44,259929.69,290398.2,300644.62
523/255.8222mz/10.48min,270011.22,298294.78,313525.97,269882.94,294965.47,309278.66
524/195.8109mz/10.48min,342664.0,401584.28,468268.47,405695.72,416430.03,462736.62
525/197.808mz/10.48min,428160.72,512229.06,573824.4,551406.5,526991.1,618042.7
526/187.861mz/10.49min,668638.6,689796.94,698241.4,808752.9,723687.06,820527.7
527/216.8768mz/10.52min,519288.06,533982.25,222887.53,750248.9,564068.44,602045.94
528/214.88mz/10.52min,2298451.5,2208747.5,2300359.0,2492331.0,2240876.0,2418514.0
529/243.8993mz/10.52min,5403121.0,6323247.5,6517777.0,6564409.5,6553610.0,6755751.5
530/245.8948mz/10.52min,2113851.0,2414215.0,2484935.5,2501359.0,2501461.5,2476471.0
531/241.899mz/10.54min,4678534.0,4683926.0,4570532.0,5041547.0,4663717.5,4596702.0
533/195.906mz/10.54min,689250.9,584252.3,566062.7,741965.9,718314.7,604771.9
535/328.9796mz/10.59min,490697.4,503216.12,515539.62,548118.2,442171.1,457513.5
537/560.9991mz/10.61min,82057.57,74937.11,78452.02,90768.02,69895.4,65125.71
538/255.8221mz/10.63min,10654.783,43859.344,56789.395,36575.13,60793.812,135194.53
539/96.9601mz/10.61min,9073602.0,2547528.0,8169517.5,8978525.0,1153870.0,2538561.8
