row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-211-C4-c_Run188.mzML Peak area,NEG_D5-211-C4-a_Run182.mzML Peak area,NEG_D5-211-C4-b_Run185.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
622,115.92073712327802,8.960815,,,,41,,,,,,,4.2404314E8,4.1013814E8,4.2282435E8,0,0,0,
778,115.96396473687366,10.383458,,,,7,,,,,,,0,0,0,2001137.5,2156360.2,2425267.5,
420,116.92844356222554,7.8720613,,,,36,,,,,,,3.4278772E7,4.0349864E7,3.886497E7,0,0,0,
363,116.92844448488569,7.7679133,,,,47,,,,,,,1.7476994E7,1.6559008E7,1.7786376E7,0,0,0,
259,116.92848899257717,7.370297,,,,,,,,,,,2.2188936E7,1.1528328E7,2.2442256E7,0,0,0,
13,116.97193839527108,0.32510504,,,,,,,,,,,0,0,0,983248.2,593772.5,930963.44,
21,117.01937190608248,0.6894972,,,,,,,,,,,1589470.8,2023794.8,1810618.6,0,0,0,
421,117.92855044321863,7.8720613,,,,36,,,,,,,3966502.8,4665158.5,4479291.5,0,0,0,
364,117.92855196638094,7.7679133,,,,47,,,,,,,1937478.5,2093975.8,2119129.8,0,0,0,
502,117.9285641734369,8.216617,,,,,,,,,,,3429372.0,5999805.5,6027807.5,0,0,0,
138,118.06509208309906,5.675162,,,,53,,,,,,,0,0,0,1088992.5,832281.06,1140044.9,
523,118.8995916705066,8.360218,,,,,,,,,,,1773088.9,1724745.1,147747.22,0,0,0,
608,118.89959165542275,8.941588,,,,,,,,,,,2132255.5,2068428.4,958908.0,0,0,0,
419,118.92405837707965,7.8720455,,,,36,,,,,,,1607475.0,1606035.9,1629307.6,0,0,0,
361,118.9240765556389,7.766157,,,,47,,,,,,,1078022.0,1060902.9,1041285.0,0,0,0,
719,118.92408300633313,10.280242,,,,,,,,,,,498261.34,498947.2,496202.44,0,0,0,
422,118.92670222624737,7.8720613,,,,36,,,,,,,1012265.06,1115739.8,1126038.8,0,0,0,
373,118.92671020435124,7.769648,,,,47,,,,,,,509785.62,541528.56,513317.0,0,0,0,
483,118.92674270588395,8.213126,,,,5,,,,,,,1217196.2,780647.75,735839.2,0,0,0,
580,118.92675125238715,8.867721,,,,42,,,,,,,3546953.0,3400418.5,3157552.2,0,0,0,
175,119.08557721730396,6.1017194,,,,8,,,,,,,0,0,0,2233152.8,1330526.4,1468033.6,
630,119.94685548782108,8.96431,,,,41,,,,,,,6489963.5,1133178.6,7193132.0,0,0,0,
566,119.9468823570694,8.702128,,,,,,,,,,,1694169.9,5283699.0,1752603.9,0,0,0,
37,120.04446351096698,2.8335507,,,,9,,,,,,,0,0,0,2504766.0,2561646.0,2225040.0,
780,123.90198479026331,10.409781,,,,31,,,,,,,2168454.5,2132179.0,2200167.2,0,0,0,
627,124.9967524125217,8.96256,,,,41,,,,,,,1946684.1,1807063.8,2044323.6,0,0,0,
809,125.98618990855489,10.497532,,,,2,,,,,,,0,0,0,2.1710632E7,2.3375738E7,2.2511954E7,
783,126.88094518496611,10.411553,,,,31,,,,,,,932657.2,939661.25,944808.3,0,0,0,
19,128.95081370508464,0.4231714,,,,,,,,,,,0,0,0,2565770.5,2388062.0,2683212.5,
629,129.9756897904151,8.964297,,,,41,,,,,,,3631583.5,3206364.5,3946891.5,0,0,0,
306,129.97569270190027,7.3790507,,,,,,,,,,,1155429.2,1178067.2,1372843.1,0,0,0,
782,130.52164045572985,10.41111,,,,7,,,,,,,0,0,0,2255533.8,2379528.2,2290723.8,
763,131.53348820498582,10.373242,,,,7,,,,,,,0,0,0,6902001.0,6743107.5,7144073.5,
327,131.53357256762453,7.6078906,,,,,,,,,,,0,0,0,2525547.2,989279.8,2123222.5,
637,132.86780308025763,8.966046,,,,41,,,,,,,1474603.0,2499480.2,1860579.5,0,0,0,
784,132.86781699058778,10.413341,,,,31,,,,,,,5505651.0,5417954.0,5522732.0,0,0,0,
551,132.86783106585355,8.626827,,,,16,,,,,,,3366698.8,3114115.2,3192533.8,0,0,0,
691,132.8678657064622,10.16265,,,,25,,,,,,,736289.1,771997.25,755830.9,0,0,0,
463,132.90010714409144,7.891276,,,,36,,,,,,,402438.28,470782.8,429949.03,0,0,0,
506,132.9001499586617,8.221858,,,,5,,,,,,,593233.0,612322.94,697476.1,0,0,0,
603,132.9001694273925,8.943328,,,,41,,,,,,,3601517.0,3478422.8,3493418.0,0,0,0,
596,132.92342320571348,8.923379,,,,41,,,,,,,1.8426768E7,1.8286662E7,1.7678044E7,0,0,0,
619,134.86504570197508,8.959064,,,,41,,,,,,,907027.25,1154729.1,1184748.6,0,0,0,
552,134.8650729883557,8.628575,,,,16,,,,,,,2017703.8,1858232.5,2016202.8,0,0,0,
689,134.8651964359925,10.160884,,,,25,,,,,,,536623.94,532691.0,564327.9,0,0,0,
785,134.8654506912999,10.415112,,,,31,,,,,,,5679115.5,5525948.0,5644760.0,0,0,0,
461,134.89457506561573,7.889542,,,,36,,,,,,,8129433.0,9320347.0,8387633.0,0,0,0,
507,134.8946122305998,8.221858,,,,5,,,,,,,1.2335017E7,1.2250852E7,1.4029541E7,0,0,0,
604,134.894626633832,8.943328,,,,41,,,,,,,7.103371E7,6.768673E7,6.927157E7,0,0,0,
643,135.97087882833327,8.967792,,,,41,,,,,,,750016.2,751558.6,838478.1,0,0,0,
564,135.97091719041174,8.700387,,,,55,,,,,,,1327790.9,1438228.6,1323964.0,0,0,0,
530,136.02163129293106,8.420562,,,,,,,,,,,0,0,0,4750310.0,4908357.5,4705572.0,
27,136.03948262867405,1.7421871,,,,48,,,,,,,0,0,0,2152909.8,2348383.2,4251467.5,
786,136.8628426535287,10.415112,,,,31,,,,,,,1735352.9,1716244.8,1722951.5,0,0,0,
38,138.05508238892745,2.8335507,,,,9,,,,,,,0,0,0,699165.94,729429.0,635383.44,
24,138.0550898729762,1.6896406,,,,,,,,,,,0,0,0,2189070.2,2169571.0,3493681.5,
733,138.99532350947155,10.331831,,,,7,,,,,,,0,0,0,4422416.5,4209994.0,4454389.5,
813,139.01789108739703,10.520473,,,,2,,,,,,,0,0,0,1.0482867E7,1.0097925E7,1.011755E7,
601,139.94447595149282,8.9398365,,,,,,,,,,,6542949.5,5778224.0,6386286.5,0,0,0,
749,139.98787748072073,10.366261,,,,7,,,,,,,0,0,0,2.7495566E7,2.6880322E7,2.7274766E7,
717,140.0681798605458,10.248431,,,,,,,,,,,0,0,0,560391.5,659295.6,596098.6,
409,140.0682495941808,7.864448,,,,62,,,,,,,0,0,0,387615.97,367544.5,402318.38,
296,140.06827301154033,7.374964,,,,6,,,,,,,0,0,0,469224.88,415988.38,470809.44,
30,140.06828125057984,2.4381816,,,,,,,,,,,0,0,0,86922.38,43240.918,86683.18,
56,140.0682886495974,3.7444277,,,,,,,,,,,0,0,0,104845.33,70989.58,104798.42,
743,141.95852633580583,10.333577,,,,,,,,,,,0,0,0,2114861.0,1692146.6,1749764.6,
2,141.95872405827467,0.033175692,,,,0,,,,,,,0,0,0,8401688.0,1.1490568E7,1.0876501E7,
10,141.9587356584846,0.3214697,,,,4,,,,,,,0,0,0,1.4746755E7,8587854.0,5522232.0,
750,141.9833240192164,10.366261,,,,7,,,,,,,0,0,0,1.0441034E7,1.036238E7,1.0472705E7,
590,142.92889496647925,8.900864,,,,41,,,,,,,4710336.0,4294547.0,4657992.5,0,0,0,
7,143.9591174068542,0.31966695,,,,,,,,,,,0,0,0,490633.8,283899.4,840383.1,
1,143.95914080933593,0.034982607,,,,,,,,,,,0,0,0,91169.72,221170.83,248489.75,
752,143.9808681955501,10.368001,,,,7,,,,,,,0,0,0,1370583.1,1370528.0,1361345.8,
595,144.92339173531795,8.921644,,,,41,,,,,,,9.826972E7,1.12709064E8,9.9146584E7,0,0,0,
693,144.98217381918678,10.175269,,,,10,,,,,,,0,0,0,7507640.0,2.1425664E7,1.5264123E7,
824,145.03525844783022,10.941455,,,,,,,,,,,0,0,0,9413920.0,9211714.0,9322635.0,
586,145.9235514405906,8.895301,,,,42,,,,,,,1.1105168E7,1.07914E7,1.1129164E7,0,0,0,
613,146.9658527921649,8.95383,,,,41,,,,,,,5992657.0,6740011.0,6648920.5,0,0,0,
565,146.9658883696981,8.700387,,,,55,,,,,,,4.032204E7,3.807398E7,4.0540184E7,0,0,0,
692,146.9802866973623,10.167394,,,,10,,,,,,,0,0,0,3439236.0,9715590.0,3229767.8,
823,147.03088270169232,10.845201,,,,,,,,,,,0,0,0,5764449.0,5561993.0,5763578.5,
154,147.08046984462678,5.8316307,,,,60,,,,,,,0,0,0,295731.25,233216.47,255060.53,
176,147.080530559483,6.1017194,,,,8,,,,,,,0,0,0,3.37832E7,2.0449328E7,2.2549684E7,
515,150.889440159134,8.319356,,,,,,,,,,,2882410.8,2344096.5,2324914.5,0,0,0,
607,150.88945126578912,8.943328,,,,41,,,,,,,3073758.2,3365872.8,3515741.0,0,0,0,
744,152.99488280379987,10.343907,,,,7,,,,,,,0,0,0,1759399.0,1670331.0,1536843.1,
735,153.8685065079729,10.333413,,,,,,,,,,,118217.695,128148.875,106729.03,0,0,0,
540,153.8685364904791,8.55507,,,,52,,,,,,,2511993.5,1664661.9,1577331.9,0,0,0,
810,154.0049389944828,10.497665,,,,2,,,,,,,0,0,0,2515498.2,2444328.2,2517970.5,
26,154.04996796111053,1.7421817,,,,48,,,,,,,0,0,0,1008220.44,1111081.8,2011934.6,
740,154.9901677215053,10.335481,,,,7,,,,,,,0,0,0,3.06347E7,2.7373912E7,2.9119792E7,
775,156.9906075590908,10.378479,,,,7,,,,,,,0,0,0,7892164.0,7797681.0,7868386.5,
706,158.9640622870442,10.230296,,,,11,,,,,,,0,0,0,1906315.6,2624077.2,1869687.1,
777,158.9860313455945,10.381978,,,,7,,,,,,,0,0,0,3095836.5,3042893.8,3145120.2,
3,159.96921900056972,0.03497914,,,,0,,,,,,,0,0,0,4326045.5,4641526.5,4479709.5,
8,159.96925114742473,0.31784472,,,,4,,,,,,,0,0,0,4295066.0,4084891.5,5161697.0,
791,160.84204932056798,10.473086,,,,38,,,,,,,3955442.0,4143158.5,4123669.2,0,0,0,
587,160.9183167554763,8.895455,,,,,,,,,,,3296602.5,3235172.2,2992844.8,0,0,0,
567,161.91358172638456,8.703874,,,,55,,,,,,,5674719.0,5359554.0,5635804.0,0,0,0,
792,162.8390601665508,10.473086,,,,38,,,,,,,3698404.5,3880597.5,3848512.0,0,0,0,
729,163.99046213743654,10.328528,,,,7,,,,,,,0,0,0,3114640.2,3112184.2,2318191.0,
793,164.83599232800734,10.473086,,,,38,,,,,,,1071876.0,1125513.8,1110640.8,0,0,0,
794,164.92716401739108,10.476634,,,,7,,,,,,,1402407.6,1366036.1,1412439.6,0,0,0,
41,165.0556681663191,3.0921466,,,,,,,,,,,446743.66,470569.72,471721.12,0,0,0,
177,165.09111488084397,6.1017194,,,,8,,,,,,,0,0,0,1798361.6,1058426.0,1163049.0,
779,165.9829019781305,10.40416,,,,7,,,,,,,0,0,0,2999492.8,2994280.8,2786776.0,
811,167.01279109961246,10.49928,,,,2,,,,,,,0,0,0,4.570683E7,4.358381E7,4.469897E7,
808,168.01607192002174,10.4940405,,,,2,,,,,,,0,0,0,2426957.2,2303669.5,2340229.5,
646,168.98628415767465,8.96778,,,,,,,,,,,517622.47,571990.25,617377.5,0,0,0,
730,169.97724299348775,10.328528,,,,7,,,,,,,0,0,0,2523196.0,2090951.4,2717459.5,
822,169.9773038008394,10.813591,,,,,,,,,,,0,0,0,4723972.0,1639406.1,1162215.4,
825,171.99293445464994,10.990345,,,,,,,,,,,0,0,0,5685771.0,5334411.0,5775479.0,
40,172.09796317679817,3.0320969,,,,,,,,,,,383540.38,429048.22,394650.03,0,0,0,
43,172.1332863110197,3.19013,,,,22,,,,,,,0,0,0,1000862.06,1050209.2,1013033.6,
726,172.95630883965146,10.326572,,,,7,,,,,,,0,0,0,7586959.5,7769538.0,7882801.0,
17,172.9771650860481,0.39007828,,,,,,,,,,,0,0,0,1540978.1,1454416.0,1527799.4,
727,174.9532930730195,10.326572,,,,7,,,,,,,0,0,0,1189366.0,1219012.0,1864198.0,
787,174.95637499094798,10.417786,,,,7,,,,,,,1.4903202E7,1.5104282E7,1.4681597E7,2453941.5,2511086.8,2466169.5,
4,176.98454022260955,0.03497914,,,,0,,,,,,,0,0,0,1022336.06,1047339.4,1035003.7,
9,176.98454962692904,0.31965512,,,,4,,,,,,,0,0,0,933284.5,913744.7,407455.72,
443,180.97288741294778,7.8721123,,,,,,,,,,,313381.66,336471.66,732441.3,0,0,0,
268,180.97296119567875,7.370304,,,,46,,,,,,,459512.62,441673.4,515247.9,0,0,0,
707,180.97297340027288,10.231597,,,,32,,,,,,,1949875.6,2467488.5,1942155.4,0,0,0,
757,181.01436325547766,10.369756,,,,7,,,,,,,0,0,0,5250397.0,4991951.5,5315389.0,
728,182.9851056286819,10.328315,,,,7,,,,,,,0,0,0,1.9318986E7,1.8995584E7,1.9853678E7,
755,183.00977404215908,10.369751,,,,7,,,,,,,0,0,0,1992402.0,1869142.9,1988661.4,
600,183.93423311524762,8.936362,,,,41,,,,,,,3.542016E7,2.4797654E7,3.4707024E7,0,0,0,
819,184.002908729641,10.555592,,,,2,,,,,,,0,0,0,6825015.0,6884058.5,6564892.0,
756,184.98545751132562,10.369751,,,,7,,,,,,,0,0,0,8208764.0,8216978.5,8527034.0,
754,186.98088741042093,10.36975,,,,7,,,,,,,0,0,0,3197577.0,3141608.2,3281207.2,
15,186.98101435825677,0.32146966,,,,,,,,,,,0,0,0,146788.0,177004.67,190878.4,
820,191.94621738246914,10.557251,,,,,,,,,,,2915973.8,2737891.5,1867186.8,0,0,0,
745,192.92870535357858,10.354698,,,,,,,,,,,988352.6,953216.4,952490.2,0,0,0,
331,192.92872986630107,7.66775,,,,,,,,,,,77504.14,308482.9,316224.1,0,0,0,
319,192.92874325018695,7.534201,,,,,,,,,,,307566.4,47145.547,185550.06,0,0,0,
253,192.92876318038557,7.3416004,,,,,,,,,,,209386.48,115316.12,13295.154,0,0,0,
44,194.11530587325248,3.19013,,,,22,,,,,,,0,0,0,5608868.5,5550690.0,5752086.5,
434,194.9056852885616,7.8737926,,,,,,,,,,,337710.1,562011.8,639840.75,0,0,0,
355,194.9057169997982,7.7626395,,,,,,,,,,,104876.52,223582.44,255343.31,0,0,0,
274,194.90575308216674,7.370327,,,,,,,,,,,274321.66,248304.33,276858.66,0,0,0,
133,195.10164424140734,5.6147423,,,,13,,,,,,,0,0,0,753661.0,763165.75,792258.3,
799,195.8108431171032,10.480187,,,,7,,,,,,,414795.47,418954.4,424690.72,0,0,0,
533,195.81085800410986,8.500286,,,,40,,,,,,,6933297.0,7459238.5,7720402.5,0,0,0,
741,196.01669460133292,10.335481,,,,7,,,,,,,0,0,0,1538541.5,1588109.5,1608647.9,
800,197.80789009842078,10.480187,,,,7,,,,,,,537132.56,551930.44,541779.75,0,0,0,
534,197.80790268848136,8.500286,,,,40,,,,,,,8767276.0,9405852.0,9787704.0,0,0,0,
795,199.80493502856825,10.478409,,,,7,,,,,,,227636.88,242293.58,236674.17,0,0,0,
535,199.8049507157275,8.512929,,,,40,,,,,,,3889083.2,4405563.0,4546105.5,0,0,0,
597,199.92918434140697,8.923726,,,,41,,,,,,,1995725.2,1765481.8,2033761.9,0,0,0,
578,200.85880274908277,8.8572645,,,,41,,,,,,,3141486.0,3028502.8,3074708.8,0,0,0,
657,200.8588033319201,9.055882,,,,,,,,,,,1284503.2,913978.7,635699.44,0,0,0,
51,201.05962880800863,3.6546628,,,,,,,,,,,0,0,0,150574.69,183206.77,383144.03,
814,201.9756361012609,10.522572,,,,2,,,,,,,0,0,0,910274.3,894870.0,944537.5,
570,201.97567951600092,8.724799,,,,,,,,,,,0,0,0,1094939.9,1050704.6,1111101.2,
16,202.18023437985718,0.38639775,,,,,,,,,,,0,0,0,965623.06,828940.25,840620.8,
22,202.18024112306998,0.7063114,,,,,,,,,,,0,0,0,221008.98,183787.23,170202.81,
116,203.06203052001558,5.2803993,,,,,,,,,,,0,0,0,289328.8,368459.94,399944.6,
69,203.06207471263846,3.9052315,,,,,,,,,,,0,0,0,175056.88,159196.42,221874.0,
725,205.0170545757708,10.323267,,,,7,,,,,,,0,0,0,6269994.5,6009908.0,6322871.5,
796,205.8396370466498,10.478409,,,,7,,,,,,,1494909.2,1534379.1,1509911.5,0,0,0,
747,207.0174361777268,10.362767,,,,7,,,,,,,0,0,0,5852630.0,5736909.5,5721414.5,
797,207.83666059004932,10.478409,,,,7,,,,,,,1393091.2,1441573.6,1439572.6,0,0,0,
804,208.03925482574527,10.485463,,,,2,,,,,,,0,0,0,2890163.0,2781455.0,2846321.0,
748,209.01285151800357,10.362767,,,,7,,,,,,,0,0,0,2227056.2,2168588.8,2182367.2,
144,211.07540240691048,5.67697,,,,53,,,,,,,0,0,0,1541299.8,1131671.8,1620104.2,
92,211.97068427871758,4.687585,,,,23,,,,,,,0,0,0,4098365.8,3885960.8,4073209.0,
724,213.98274672909668,10.323082,,,,7,,,,,,,0,0,0,3004029.2,2954334.5,2121385.2,
549,213.98289257339138,8.583336,,,,,,,,,,,0,0,0,1185502.4,1994470.4,997182.8,
410,213.9829245018706,7.873421,,,,,,,,,,,0,0,0,1027605.4,1919399.9,1473685.1,
773,215.9837084943381,10.376729,,,,7,,,,,,,0,0,0,1538013.6,1490980.4,1537714.2,
563,216.8804090333798,8.698636,,,,55,,,,,,,2010926.9,1931516.8,1992627.0,0,0,0,
698,216.9226915393438,10.203182,,,,11,,,,,,,0,0,0,2452230.2,3525483.2,1746166.8,
183,217.0423325112636,6.1039085,,,,,,,,,,,500787.72,485382.25,869633.25,0,0,0,
47,217.04233635494862,3.522021,,,,,,,,,,,519454.25,565526.6,799567.1,0,0,0,
29,217.10472265837234,2.2417057,,,,,,,,,,,0,0,0,1119584.6,873157.44,874888.25,
35,217.1071165754912,2.7953131,,,,,,,,,,,0,0,0,251867.11,302399.5,562677.25,
52,217.10713089419266,3.6564722,,,,,,,,,,,0,0,0,96024.46,123977.27,165238.33,
60,217.10721273558508,3.8454866,,,,,,,,,,,0,0,0,56348.49,77007.41,150358.2,
556,218.9860888781421,8.646019,,,,16,,,,,,,2781469.8,2627349.2,2570904.2,0,0,0,
184,219.05700879860242,6.105232,,,,8,,,,,,,0,0,0,1139331.4,647338.25,737153.9,
48,219.05706279792415,3.5234516,,,,,,,,,,,0,0,0,704063.7,472468.16,571939.8,
206,220.11215041661774,6.3073406,,,,15,,,,,,,0,0,0,1579625.2,1028722.6,1622712.4,
388,221.17510545569198,7.7733307,,,,44,,,,,,,0,0,0,323904.6,611463.44,499227.66,
71,222.14644680556896,4.052981,,,,,,,,,,,0,0,0,555364.0,555436.4,540602.9,
722,223.98820929510302,10.313156,,,,7,,,,,,,0,0,0,4126823.8,4378309.0,4118898.0,
818,225.0293618553117,10.545257,,,,2,,,,,,,0,0,0,2297900.0,2080563.0,2227100.2,
139,225.09101887918735,5.675162,,,,53,,,,,,,0,0,0,2506728.2,1899133.2,2575933.2,
76,226.1801232543065,4.3745365,,,,26,,,,,,,0,0,0,117282.11,138396.81,127039.375,
340,226.1801519495108,7.696942,,,,35,,,,,,,0,0,0,582207.6,1075306.4,849377.25,
389,226.18015990412798,7.7733307,,,,44,,,,,,,0,0,0,477243.1,875251.06,677584.6,
714,226.95139997858305,10.233948,,,,11,,,,,,,0,0,0,3827481.2,7775669.0,3718035.5,
675,226.95143402781298,9.937848,,,,,,,,,,,0,0,0,2297287.8,1343061.5,2240422.0,
91,227.96659294127244,4.6865754,,,,64,,,,,,,2066334.1,1887606.0,1988103.5,0,0,0,
390,228.1958483300781,7.7733307,,,,44,,,,,,,0,0,0,617810.2,1119824.1,886804.6,
103,228.19589444550067,4.81681,,,,45,,,,,,,0,0,0,135601.77,216914.27,210690.34,
579,229.9008713336256,8.857273,,,,41,,,,,,,8308273.5,8061371.5,8279433.0,0,0,0,
94,229.9812724527679,4.687585,,,,23,,,,,,,0,0,0,9201769.0,8713632.0,9118387.0,
97,230.9844951385709,4.687585,,,,,,,,,,,0,0,0,755746.25,722326.3,758790.56,
95,231.979088620557,4.687585,,,,23,,,,,,,0,0,0,9007000.0,8553489.0,8944106.0,
96,232.98231905896486,4.687585,,,,23,,,,,,,0,0,0,762901.06,706129.5,750166.3,
73,233.0725841733212,4.3618855,,,,,,,,,,,0,0,0,316282.84,430908.72,681919.6,
49,233.07260638344323,3.5542364,,,,,,,,,,,0,0,0,61915.23,111962.734,174515.22,
181,235.0712027471511,6.103478,,,,8,,,,,,,0,0,0,755374.6,478825.16,515278.03,
84,236.0805290459165,4.5446835,,,,50,,,,,,,0,0,0,2062183.1,2251770.5,3239293.5,
78,236.1620438374823,4.4469895,,,,,,,,,,,0,0,0,66461.484,82167.91,77752.49,
394,236.16205193617088,7.775116,,,,,,,,,,,0,0,0,325925.53,597995.0,469060.94,
232,237.221258779756,6.9768314,,,,43,,,,,,,0,0,0,143574.7,64129.83,192841.34,
283,237.2212924967455,7.3731594,,,,6,,,,,,,0,0,0,1070492.8,859413.0,1270616.2,
46,239.08896620915345,3.3526404,,,,,,,,,,,0,0,0,621064.56,585025.5,785703.9,
790,242.94337094062948,10.451753,,,,7,,,,,,,2038588.6,1906059.9,1953812.8,0,0,0,
548,243.8992349723247,8.61796,,,,16,,,,,,,2.2158082E7,2.0493724E7,2.1249028E7,0,0,0,
86,244.06669896737822,4.548229,,,,,,,,,,,0,0,0,343792.88,392515.88,535368.5,
178,244.0765672812528,6.101717,,,,8,,,,,,,0,0,0,913132.8,497848.2,605505.1,
391,244.19070288955427,7.7733307,,,,44,,,,,,,0,0,0,340914.88,658246.4,528462.7,
63,245.08584556411105,3.8454866,,,,3,,,,,,,0,0,0,465661.06,520364.78,900811.2,
555,245.8947368179263,8.638942,,,,16,,,,,,,8775457.0,8097886.0,8445310.0,0,0,0,
99,247.08825450817008,4.703587,,,,,,,,,,,0,0,0,474250.84,456514.1,599881.7,
