row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Y-EV_1_CTRL_Run88.mzML Peak area,2024_POS_Y-6MSAS_2_Run108.mzML Peak area,2024_POS_Y-6MSAS_3_Run135.mzML Peak area,2024_POS_Y-EV_2_CTRL_Run117.mzML Peak area,2024_POS_Y-6MSAS_1_Run91.mzML Peak area,2024_POS_Y-EV_3_CTRL_Run138.mzML Peak area,
89,104.07052180677924,0.37182876,,,,66,7,[M+NH4]+,,2,89;88,86.03672,2.5588516E7,1.6110786E7,1.6343389E7,2.1944868E7,2.3498084E7,1.2695111E7,
69,104.10690506002527,0.36287987,,,,66,,,,,,,1.1136255E7,7694844.0,8082050.5,9964729.0,8945651.0,8563206.0,
18,105.00321153083364,0.3121039,,,,6,,,,,,,3790231.0,3524444.0,3282339.2,3840637.2,3517420.0,3004909.2,
9,110.0086267945474,0.30800828,,,,6,,,,,,,692179.25,786127.0,670878.5,567547.2,681336.9,622955.7,
1001,110.01995675726546,8.127948,,,,,,,,,,,7271506.5,8210379.0,1855381.9,7289523.0,1542679.9,928183.75,
1403,110.01997058419467,10.413965,,,,5,,,,,,,8090847.5,7412396.5,8495728.0,8484945.0,8706954.0,1.1015573E7,
1104,111.02015183532058,8.669401,,,,,,,,,,,2129466.5,741711.56,220963.44,532977.94,159955.19,114679.836,
1409,111.02016364947026,10.43813,,,,5,,,,,,,8019495.5,8024344.0,7945497.5,7834245.0,9082996.0,8275968.0,
997,112.01786598590206,8.074083,,,,,,,,,,,352391.4,129037.34,69246.93,525682.5,55263.27,83759.61,
1406,112.01786910492324,10.436099,,,,5,,,,,,,3091126.5,3093233.5,3098290.8,3062900.0,3492570.2,3176359.8,
1105,112.0178734317875,8.65264,,,,,,,,,,,814643.44,42438.234,99844.48,32639.832,63211.24,41970.78,
386,112.07561778992066,2.1302595,,,,,,,,,,,293251.7,266568.22,207164.12,386460.12,260317.83,334832.03,
1408,113.96361740512667,10.428107,,,,,,,,,,,280581.88,838482.2,962120.06,465841.53,75277.53,357756.75,
1,113.9636399767466,0.032102216,,,,,,,,,,,366060.0,435862.34,465794.94,381924.66,386726.62,402133.38,
440,114.0912835405606,2.4862835,,,,,,,,,,,1272100.5,1309350.1,997829.75,1308511.4,1275484.2,2045529.2,
82,115.03651766756025,0.37101528,,,,66,,,,,,,940564.8,1003875.4,677014.44,1076824.2,622398.3,1984607.1,
92,115.04790044223665,0.37345585,,,,66,,,,,,,3213370.5,3413870.8,3872107.0,3015107.5,4618683.5,3110078.0,
109,116.07054611977377,0.38403252,,,,66,,,,,,,5.9866676E7,6.6209224E7,6.12648E7,6.297695E7,5.837237E7,9.6599704E7,
126,117.0738969015698,0.38647303,,,,66,,,,,,,1935351.0,2929047.5,2776861.0,2765347.8,2384870.2,4185785.5,
201,118.08619494007587,0.49956164,,,,27,,,,,,,3.3367596E7,5.2682572E7,2.9551278E7,5.8048256E7,5.2837636E7,6.844742E7,
176,118.08619518201216,0.44784436,,,,,,,,,,,5.875094E7,2.3260508E7,5.651997E7,1.6115295E7,2.6460388E7,2.5568578E7,
8,118.9425562718978,0.30803785,,,,,,,,,,,453061.75,399587.2,87568.266,424198.84,248823.19,202438.61,
376,118.9425577538376,1.7586459,,,,,,,,,,,1101445.1,77310.81,187464.7,983436.8,620107.5,52453.293,
371,118.94256034570816,1.5979937,,,,,,,,,,,77480.56,135703.38,891291.75,47516.227,148643.66,90882.95,
363,118.9425624941743,1.4702576,,,,,,,,,,,104330.1,938741.5,47481.094,37864.28,433034.72,126871.375,
2,118.94257540027313,0.032102216,,,,0,,,,,,,2765334.0,2693529.0,2544487.2,2740714.2,2480085.5,2635529.5,
194,119.08955710092089,0.4491342,,,,27,,,,,,,2729126.2,2170509.8,2600875.2,2796365.0,2266654.5,3001247.8,
502,120.04438289277225,2.8258533,,,,2,,,,,,,1.0698146E8,1.0072408E8,1.0238315E8,1.0932109E8,1.04851784E8,1.4498491E8,
158,120.06547038169771,0.39379486,,,,66,,,,,,,1142717.9,1215986.2,1220856.2,1994891.5,2987628.2,1990415.8,
368,120.08072863874901,1.4663748,,,,20,,,,,,,1.0021885E7,9229864.0,9642752.0,1.0843091E7,1.0767175E7,1.3674307E7,
498,121.04769153834364,2.824589,,,,2,,,,,,,8066635.0,7466982.5,7676658.5,8297497.5,7784163.0,1.0920018E7,
27,123.01380287564666,0.31291738,,,,6,,,,,,,479867.3,404444.97,416318.66,516081.0,445689.06,330723.8,
174,124.10001676658838,0.41502854,,,,66,,,,,,,577050.3,633745.0,778507.7,1899566.0,682908.8,247310.06,
199,124.10002106391799,0.4946204,,,,27,,,,,,,1389871.5,1157018.2,2152371.8,1001421.3,2052506.0,1330321.0,
72,126.05250834784107,0.36369327,,,,66,,,,,,,832221.25,657112.75,603106.5,776241.25,805291.4,610392.0,
317,127.03893530529986,0.798505,,,,,,,,,,,1676050.9,547466.5,507558.12,1436435.9,730326.75,1906413.1,
21,128.0192383562668,0.3121039,,,,6,,,,,,,2667887.2,2464085.0,2597989.0,2437472.0,2561301.2,2193273.0,
227,129.0181911976892,0.53885037,,,,27,,,,,,,5982573.5,7309542.5,6989838.5,5686520.5,5708585.5,7138178.5,
358,129.05459328109873,0.98694164,,,,,,,,,,,615921.06,712726.44,543786.94,678306.0,591194.06,2079300.0,
173,130.0498408789239,0.4003031,,,,66,,,,,,,2358760.0,1783024.6,1922628.1,2521813.2,2387000.8,3090671.5,
257,130.04985029082476,0.6052165,,,,,,,,,,,8046560.0,6794279.5,6089941.5,8367043.0,3876034.0,1.1896864E7,
123,130.0862308336327,0.38565958,,,,66,,,,,,,3055945.0,2235260.8,2803326.2,3116207.2,2626421.0,2801525.0,
463,130.1590036569416,2.705986,,,,,,,,,,,663148.06,511306.3,528259.5,553576.4,625081.56,803681.94,
996,131.53345950107095,8.0863495,,,,,,,,,,,156622.83,67497.73,41465.85,57802.555,141773.81,65491.215,
1101,131.5334704201026,8.630388,,,,,,,,,,,405537.44,34793.234,5557.838,14508.487,36667.273,0,
1410,131.53348458166477,10.438261,,,,5,,,,,,,979353.8,921776.0,934867.06,834569.1,1137957.4,1008744.6,
306,132.10189548903563,0.756715,,,,17,22,[M+Na]+,,2,308;306,109.11306,1.19556216E8,1.1464246E8,1.178627E8,1.2847153E8,1.2463437E8,1.5092925E8,
14,132.9981708714415,0.31129032,,,,6,,,,,,,1235512.4,1173633.8,1016129.7,1206333.5,1128771.1,941922.75,
185,133.09713626278577,0.34161857,,,,62,,,,,,,400826.47,371382.7,1082466.6,468440.8,841595.94,174045.61,
307,133.10523001000703,0.7575779,,,,17,,,,,,,7534994.0,7315983.5,7542684.0,8171764.5,7856549.0,9457292.0,
171,134.04476025563142,0.3994894,,,,,,,,,,,5838095.5,4033846.0,5297194.0,6570833.5,4393705.5,648898.8,
208,134.04476279981927,0.4891003,,,,,,,,,,,2319184.5,861257.06,523240.1,426053.38,256133.56,3084767.0,
326,134.06100093244433,0.82027024,,,,,,,,,,,2788516.0,2848168.2,3085998.5,3017735.8,2544383.8,2090633.1,
6,136.95318389152467,0.03461666,,,,0,,,,,,,1148977.6,986475.3,1004331.7,1040261.6,1007396.1,1047353.2,
83,138.05251280679013,0.37101528,,,,66,,,,,,,1670317.4,2035952.9,1912565.2,1975618.9,1524491.4,3638009.0,
466,138.05493830859743,2.723405,,,,,,,,,,,330858.22,254422.56,281544.62,305869.62,361945.03,448197.47,
499,138.0549765532584,2.824589,,,,2,,,,,,,1.1039325E8,1.0000198E8,1.0277253E8,1.1215553E8,1.09442824E8,1.4149666E8,
231,139.00256154871727,0.5429819,,,,27,,,,,,,1185512.4,1332792.6,1026066.44,1190062.2,1027830.56,1050572.2,
352,139.0025655193265,0.93872374,,,,,,,,,,,505651.22,727639.7,111042.32,31356.203,55156.188,183895.72,
495,139.05827055347524,2.8237674,,,,2,,,,,,,8287646.0,7681023.5,7723344.5,8772204.0,8162986.0,1.1028493E7,
310,139.11905368317548,0.76566744,,,,17,,,,,,,1.5964569E7,1.6435213E7,1.6636559E7,1.6352605E7,1.4998807E7,1.412578E7,
1113,139.98788391515575,8.697728,,,,,,,,,,,1084345.1,319084.94,221823.02,247841.67,367004.22,16030.936,
1412,139.98789895488156,10.436155,,,,,,,,,,,796935.8,682784.94,675898.1,646118.75,833073.06,679809.5,
1005,139.987913881451,8.175677,,,,,,,,,,,158370.67,96881.74,10793.432,93052.234,30835.105,6405.865,
183,140.06818401047224,0.4087746,,,,66,,,,,,,1085478.1,1123394.9,1128738.5,1175870.1,967994.3,1793605.0,
428,140.14336009186246,2.3859582,,,,61,,,,,,,566729.56,431946.22,406656.12,537074.44,603246.8,619012.6,
340,141.03391208529152,0.8833658,,,,38,,,,,,,3291563.0,3146019.5,3423479.5,3235098.8,2848050.0,2657339.2,
239,141.03391297880842,0.5546173,,,,27,,,,,,,1474355.9,1895060.8,2114173.2,1782978.9,2321376.0,1073929.1,
177,141.04692511448584,0.4043707,,,,66,,,,,,,1941864.9,5442131.5,5831124.5,5081589.5,5733268.0,4984005.5,
1416,141.95858564197127,10.451751,,,,,,,,,,,322621.7,245602.02,397164.8,184082.25,196196.38,644538.75,
3,141.95861522276115,0.032902066,,,,0,,,,,,,3871553.0,3918378.2,4125602.2,3752142.0,3907987.0,3709670.5,
38,142.9480571662033,0.33928084,,,,60,1,[M+H]+,,1,43,141.94077,404180.75,457115.12,390759.9,404963.47,426346.16,449482.75,
1099,144.98218124726574,8.645654,,,,75,,,,,,,3.866972E7,3.098289E7,3.3439558E7,3.4776324E7,2.8671944E7,2.815836E7,
1319,144.98218522315173,10.170821,,,,,,,,,,,7636656.5,6186370.5,7780416.5,6014458.5,7197035.0,4794500.5,
26,146.0298407907751,0.31291738,,,,6,,,,,,,299095.38,250629.25,272782.78,256810.48,273290.44,222331.88,
35,146.16517861038002,0.32436702,,,,,,,,,,,2831082.2,2286095.5,2615005.0,2202606.8,2524863.8,1067373.0,
1098,146.9803390064894,8.640829,,,,75,,,,,,,1.7441036E7,1.3913352E7,1.6634654E7,1.539977E7,1.2952121E7,1.4637198E7,
224,147.02878951502163,0.53798306,,,,27,,,,,,,2924934.2,3738568.5,3696369.2,3090816.5,3095466.2,3965123.2,
106,147.07641111329337,0.38240495,,,,66,11,[M-H2O+NH4]+,,2,116;106,147.05315,1590962.4,1723687.0,1390578.9,2273554.5,3629986.2,1064690.2,
84,147.11280281705618,0.32024264,,,,62,,,,,,,2340001.2,9098680.0,5272023.5,9028826.0,2141786.0,1479158.5,
116,148.06043259292696,0.38484597,,,,66,11,[M+H]+,,2,116;106,147.05315,2.7045768E7,1.0195113E7,1.0401732E7,9542445.0,3.2062428E7,3.1115682E7,
28,151.0087532687345,0.31291738,,,,6,,,,,,,806391.5,682138.94,636084.0,803922.0,714094.44,559991.44,
23,151.0352366855694,0.31129032,,,,6,,,,,,,239938.7,256986.52,270588.6,222330.95,255615.8,235378.0,
486,153.10211060072288,2.8144867,,,,,,,,,,,63737.65,93234.8,137787.16,144110.36,96237.67,537177.0,
528,153.10220624868305,3.060093,,,,,,,,,,,24741.316,36834.645,25869.473,36283.87,11315.031,267425.75,
451,153.10222371438337,2.574362,,,,,,,,,,,28158.625,20432.895,35729.574,30918.777,30465.05,184029.16,
1400,154.9902366122932,10.427715,,,,,,,,,,,663133.6,656682.06,772688.56,316575.38,1573524.4,1984547.8,
79,156.07672500532226,0.36938813,,,,66,,,,,,,5040643.0,8310982.5,8114807.0,7047777.0,8584134.0,4132882.0,
234,157.0131957998544,0.54645294,,,,27,20,[M-2H2O+H]+,,3,234;228;221,192.02698,1631203.9,1825610.2,1891403.9,1704543.1,1468749.9,2010050.9,
107,157.0607306441445,0.38240537,,,,66,,,,,,,1198995.5,1053809.0,736894.44,1405813.8,1052116.5,928990.9,
110,158.0811449116416,0.38403258,,,,66,12,[M+H]+,,2,110;111,157.07393,4441735.5,3831909.0,2706424.2,4055785.8,3664151.0,2553105.5,
379,158.08117022503893,2.0612473,,,,,,,,,,,1.0162038E7,9438457.0,7424395.0,1.1787009E7,8882953.0,1.2334134E7,
614,158.15392986843324,4.949122,,,,,,,,,,,790881.56,776645.1,811551.44,815626.3,788627.7,748379.0,
49,158.96407134358114,0.34741876,,,,60,,,,,,,264622.06,288583.78,268799.03,250642.14,257818.3,337941.56,
1351,158.96407050399208,10.276298,,,,49,,,,,,,405251.16,153349.05,62299.69,147486.4,67465.96,12748.369,
7,159.96916371600392,0.03461666,,,,0,,,,,,,1475161.2,1335270.0,1665400.5,1443357.1,1319196.8,1377572.1,
373,160.0756866120615,1.5981869,,,,,,,,,,,778145.7,546710.0,851595.44,871872.0,790151.06,3516521.2,
43,164.92997979402762,0.3425375,,,,60,1,[M+Na]+,,2,38;43,141.94077,804120.94,872239.3,806993.6,830144.3,808503.8,975039.75,
574,166.08622949938123,4.083282,,,,,,,,,,,115847.35,80839.41,84550.67,112845.75,91734.484,128414.375,
366,166.08626750433015,1.459988,,,,20,,,,,,,5.7767212E7,5.328821E7,5.4815796E7,6.278616E7,6.1971116E7,7.712398E7,
483,169.0760039566119,2.8106918,,,,2,,,,,,,6773040.0,6411155.0,6282243.5,6563274.0,6586356.5,1.0466924E7,
41,169.09472913776577,0.34172153,,,,60,2,[M+H]+,,2,42;41,168.08744,564686.7,733542.7,625469.25,678372.4,508628.1,671525.9,
190,170.0423366582696,0.3620663,,,,66,,,,,,,708548.56,631333.4,1232925.1,637371.7,1333734.9,689884.5,
485,170.07926688975317,2.8121758,,,,,,,,,,,739799.56,727661.94,716779.94,748247.44,735053.8,1114778.1,
930,173.13246231259572,7.7591534,,,,,,,,,,,173551.0,202775.33,406959.94,156210.97,50423.43,151079.95,
222,175.02367403336257,0.5355716,,,,27,20,[M-H2O+H]+,,5,228;223;221;215;222,192.02698,3257834.0,3224638.2,3280342.5,2992677.0,2954390.5,4380599.0,
138,175.02368015779425,0.41951725,,,,66,17,[M-H2O+H]+,,3,163;150;146,192.027,206838.19,159430.17,310568.7,278337.12,173898.16,455172.88,
111,175.10780750111653,0.38403234,,,,66,9,[M-H2O+NH4]+,,3,111;118;90,175.08446,6120078.5,5583973.0,3147086.8,5053367.0,4019032.0,4840772.0,
73,175.11890149000092,0.36369327,,,,66,,,,,,,2.730621E7,3.1136346E7,3.0336302E7,3.0972008E7,2.8151622E7,2.8588114E7,
118,176.09168746002274,0.38484606,,,,66,9,[M+H]+,,2,111;118,175.08446,1.2798052E8,1.111251E8,8.6193816E7,1.3977307E8,1.1864438E8,1.10157464E8,
367,176.1134153415171,1.4612316,,,,20,,,,,,,8250837.5,8388382.5,8367947.5,8373626.5,8382610.0,8048117.5,
76,176.1221272265465,0.36532047,,,,66,,,,,,,770854.06,915625.2,1743474.2,1557923.2,1318862.4,647931.44,
127,177.09499978602233,0.38647318,,,,66,14,[M-H2O+NH4]+,,2,154;127,177.07221,9828455.0,8670487.0,6509071.5,1.0788691E7,8408130.0,8418385.0,
57,178.00859369264683,0.35230216,,,,60,,,,,,,291350.97,287885.78,262937.62,322271.5,296834.47,249694.17,
58,178.0586437580521,0.35474262,,,,60,,,,,,,654353.3,691272.56,625527.5,674904.25,712650.3,579345.94,
269,182.08109950325547,0.6537946,,,,41,,,,,,,2251528.2,2134279.5,2115325.0,2323124.8,2287428.8,2531895.5,
562,182.19025877096033,3.6806548,,,,,,,,,,,50017.29,28362.436,37083.395,44128.832,42981.234,62018.53,
543,182.19027134714838,3.366175,,,,,,,,,,,469717.53,483586.12,464757.75,419933.2,521163.28,636096.75,
1405,182.98510044562536,10.426288,,,,5,,,,,,,1948124.1,1660349.0,1792474.6,1880538.0,1977263.0,2415182.8,
4,182.98511024794053,0.032902066,,,,0,,,,,,,408617.2,474327.44,501706.9,421098.22,467771.66,473493.1,
522,183.09164815605098,2.9707687,,,,,,,,,,,712750.0,701227.8,667904.0,704200.7,717038.8,1220870.0,
93,184.07321605278858,0.37345597,,,,66,,,,,,,1277260.1,1938153.4,1387811.4,1625388.9,2419520.8,1510051.4,
448,184.16952376448293,2.5355587,,,,,,,,,,,357550.3,264249.53,308438.22,338632.4,364499.2,548757.06,
394,184.16953989562464,2.2192678,,,,25,,,,,,,3007995.8,2239969.8,2440482.5,2634294.8,3019765.5,4312386.0,
12,184.98543694209286,0.30966493,,,,,,,,,,,126372.87,79663.35,124368.09,104161.53,136059.61,113967.94,
1010,184.98548925198455,8.193645,,,,,,,,,,,248891.22,302800.88,583038.3,227992.2,158077.05,20301.648,
5,184.98549658143213,0.032902066,,,,0,,,,,,,207788.53,206487.58,218621.22,209641.31,201415.86,226291.25,
1112,184.9854981479292,8.715573,,,,,,,,,,,4276074.5,2409627.0,1312281.5,2081776.4,2063687.8,996373.1,
1407,184.9855003240111,10.4370775,,,,5,,,,,,,1076476.8,949469.0,955336.2,984332.1,1149842.4,1051776.9,
315,185.0419686408018,0.7878845,,,,,,,,,,,2572233.5,2025844.4,935047.4,2727530.8,2183179.2,1962348.0,
262,185.0419708538777,0.64007187,,,,,,,,,,,1093079.9,519836.12,711088.4,1015246.94,622969.2,1260481.6,
479,188.0704622198285,2.788586,,,,,,,,,,,118014.445,119694.95,83372.85,162002.66,127795.984,229332.73,
398,188.0705506026213,2.2538092,,,,21,24,[M+H]+,,2,398;400,187.06327,4925287.5,4278920.0,4340489.5,5213825.5,4515362.0,6598833.5,
155,189.12330466305116,0.39298138,,,,66,,,,,,,1955873.6,2081393.5,1774595.4,2216774.2,2141465.0,1544557.1,
203,189.12330901892992,0.50483817,,,,27,,,,,,,3898384.2,3206998.2,3112098.8,3739956.5,2788483.0,3383851.8,
412,190.04973651616152,2.3272252,,,,,,,,,,,31263.107,43282.234,30217.057,32114.701,24718.367,76573.625,
437,190.0498014716422,2.456959,,,,,,,,,,,273063.94,372785.28,266071.84,299982.72,240051.95,626873.6,
266,190.07087791692882,0.64529306,,,,,,,,,,,526555.4,717956.5,859904.9,452034.88,574620.7,491181.12,
465,190.08954160209564,2.7507553,,,,,,,,,,,116929.53,33808.45,45203.863,102603.164,40512.19,400870.0,
370,190.10732718311422,1.486389,,,,20,23,[M+Na]+,,2,369;370,167.11746,9337878.0,9045172.0,7763607.5,1.0181657E7,8669175.0,1.4693446E7,
42,191.07664247469052,0.34172153,,,,60,2,[M+Na]+,,2,42;41,168.08744,495435.4,678961.6,554526.5,600079.1,441977.47,687958.4,
931,191.14302688474868,7.759342,,,,,,,,,,,148827.73,180497.62,359066.1,138593.92,41770.715,137837.88,
62,192.02429211558592,0.35636973,,,,60,6,[M+H]+,,2,62;59,191.01703,490220.4,470817.34,550874.56,511450.56,571012.94,598908.8,
434,192.06891593288256,2.4164774,,,,,,,,,,,208209.8,150496.8,106954.64,145930.72,89515.0,777006.94,
230,193.034271618632,0.5413995,,,,27,20,[M+H]+,,5,228;223;221;215;230,192.02698,2602959.2,3736290.0,2956582.8,2775367.2,2680057.0,4578815.5,
168,193.034320570853,0.40852568,,,,66,17,[M+H]+,,3,163;168;150,192.027,335026.4,293008.2,400859.47,388227.03,217778.4,516528.53,
521,195.1127776706629,2.9546096,,,,,,,,,,,172300.67,146386.56,171521.5,184623.42,200474.05,680474.5,
544,195.11278100852954,3.3706417,,,,,,,,,,,94200.91,109685.9,99895.96,128430.42,71716.75,568688.1,
364,195.11278827034297,1.4322525,,,,,,,,,,,39347.203,4382.6426,3548.3186,34579.254,0,744201.7,
405,195.12267623229351,2.283548,,,,48,25,[M+H]+,,2,405;406,194.11539,664522.94,577743.9,524573.25,614242.9,668922.94,666269.2,
581,195.13794559289747,4.338926,,,,,,,,,,,812781.0,792289.0,852723.7,875569.5,782296.7,807515.7,
568,195.13795481944916,3.83405,,,,,,,,,,,106271.484,113136.86,109210.08,109143.35,92664.42,105776.21,
546,196.09681842229318,3.4697418,,,,42,,,,,,,918565.94,465903.5,530745.3,903271.0,751134.4,1321664.0,
46,197.10086812956717,0.34334874,,,,60,3,[M+H]+,,2,46;45,196.09357,720523.0,927811.0,838295.7,882472.6,810294.4,977797.1,
90,198.07363913469715,0.37182876,,,,66,9,[M+Na]+,,2,111;90,175.08446,2498327.8,2030956.4,1455432.0,2797180.8,1812372.0,2193864.0,
932,198.18523622126244,7.760542,,,,,,,,,,,139466.8,169410.86,337444.7,128566.0,42789.75,131613.23,
403,199.1012368363704,2.2574532,,,,,,,,,,,477690.3,484818.25,489464.22,477538.66,489449.6,474440.6,
44,200.0406900655075,0.34253502,,,,60,,,,,,,275442.72,315113.7,291473.75,290937.34,326033.2,319269.9,
154,200.0618963636958,0.39135432,,,,66,14,[M+Na]+,,2,154;127,177.07221,554956.94,597293.25,466475.9,74010.516,912402.4,500729.0,
399,200.10455114489605,2.2538092,,,,21,,,,,,,6213858.0,6348231.0,6249416.5,6351282.0,6305715.5,6177002.5,
209,201.06999181984972,0.50178695,,,,,,,,,,,79505.23,338370.62,282126.88,177971.03,126158.1,606897.1,
901,201.07004577048863,7.8028026,,,,,,,,,,,0,0,0,0,297521.1,0,
172,201.07004720338833,0.39704907,,,,66,,,,,,,686568.1,1217974.1,628995.44,684563.25,852202.5,769684.44,
492,201.07016174765764,2.8216555,,,,2,,,,,,,194773.3,158338.22,145343.61,211800.02,177306.84,245143.42,
1116,201.9757261366773,8.702318,,,,,,,,,,,1570547.1,157097.62,178182.67,260271.4,129204.64,23366.557,
1417,201.9757402714682,10.492256,,,,,,,,,,,128413.93,141788.61,139694.88,134243.23,156657.88,139711.6,
471,202.18008343004854,2.7373762,,,,36,,,,,,,326429.44,256201.17,263955.2,346868.5,375715.56,462028.6,
141,202.18008544620113,0.38972735,,,,66,,,,,,,1.0957047E7,9088455.0,9319974.0,1.0508688E7,1.1063772E7,1.056455E7,
281,202.180087300819,0.690633,,,,17,,,,,,,1.8112082E7,1.4416483E7,1.5308989E7,1.9814812E7,1.5714359E7,2.5774914E7,
36,202.9801696405219,0.32359016,,,,,,,,,,,194018.33,214141.84,188672.34,241865.6,189322.94,166495.44,
67,203.05261141723315,0.35962382,,,,66,,,,,,,8604014.0,5655876.0,4654455.0,7398441.0,7508787.5,5347296.0,
144,203.18332530227067,0.3905408,,,,66,,,,,,,1149906.0,802875.5,770970.7,1085948.8,966880.2,945738.7,
282,203.1833334700348,0.6914489,,,,17,,,,,,,1654860.8,1299890.9,1388734.4,1677488.8,1533150.9,2335893.2,
400,205.09708853768575,2.2538092,,,,21,24,[M+NH4]+,,2,398;400,187.06327,3823960.2,3299940.0,3246817.5,4002189.8,3496022.5,4935510.5,
576,208.096763321253,4.1939664,,,,,,,,,,,300740.84,299374.66,499347.4,378831.47,321363.34,1099749.8,
535,208.09677890321143,3.2293313,,,,,,,,,,,90045.88,100853.11,77161.18,83254.234,84424.48,178678.9,
573,208.0967797156935,4.0130754,,,,,,,,,,,20984.156,27404.271,11960.316,12054.776,30593.951,39156.016,
549,208.09682160471743,3.518356,,,,,,,,,,,69050.11,52550.594,44332.914,80631.77,63422.777,120335.8,
933,208.16959157733675,7.7591534,,,,,,,,,,,134376.83,158591.84,341605.72,123959.4,34521.86,125242.64,
70,209.07273233436027,0.36287987,,,,66,,,,,,,1354439.9,1243208.8,1341166.4,1113112.2,708447.06,963381.6,
622,209.15356833052502,5.260301,,,,,,,,,,,105422.53,111894.19,132078.05,119328.5,112644.02,107104.625,
907,209.15360204065703,7.8242574,,,,40,46,[M-H2O+H]+,,2,907;910,226.15688,313996.75,255107.5,438582.56,202469.62,119784.4,182395.8,
889,209.15360278340472,7.7582965,,,,13,42,[M-H2O+H]+,,2,890;889,226.15689,419242.38,438959.44,816523.44,392539.06,126299.89,354362.12,
149,210.06076293499441,0.4228932,,,,,,,,,,,1799293.0,1746875.8,2861955.8,2069027.6,2494866.0,3095750.5,
228,210.06076893723704,0.539702,,,,27,20,[M+NH4]+,,7,234;228;223;221;215;230;222,192.02698,1.3522768E7,1.7087616E7,1.5371287E7,1.3888473E7,1.2268501E7,2.2507578E7,
557,210.11241801649,3.5951014,,,,,,,,,,,321473.9,275082.8,211708.66,344293.25,251400.28,563310.7,
609,211.0865724573921,4.874327,,,,39,,,,,,,85409.66,50239.758,70195.78,81906.52,82168.555,91273.21,
71,211.08827779307774,0.36287987,,,,66,,,,,,,1477590.2,1718246.6,1801989.4,1313453.9,1478078.2,1307380.4,
594,211.9705065640701,4.74693,,,,3,,,,,,,3249104.8,3194117.5,3195203.5,3501345.2,3554815.0,3369710.0,
184,212.05275706956766,0.41169295,,,,,,,,,,,491131.2,629962.06,572375.6,614208.25,421961.3,648406.7,
532,213.07329333032385,3.1319761,,,,,,,,,,,259743.42,380159.1,162931.69,279857.2,295605.78,451699.3,
303,213.12330656235054,0.75407696,,,,17,,,,,,,8929795.0,8563545.0,7075314.5,9480057.0,8821101.0,9056804.0,
180,213.12330675348414,0.40518442,,,,66,,,,,,,990736.9,1028116.1,765221.0,1099890.1,1177260.1,1033332.44,
