row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC-NaB_3_Run57.mzML Peak area,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-NaB_1_Run30.mzML Peak area,2024_NEG_CC-NaB_2_Run51.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,Unnamed: 19
294,134.89468005178426,7.8592186,,,,27.0,,,,,,,1395828.1,1313725.6,1487701.5,1327611.0,1313767.5,1422707.4,
355,134.89468125460024,8.287788,,,,6.0,,,,,,,4238221.5,3577977.2,3745663.0,3521686.5,5096363.0,5017768.0,
320,134.89468239016796,7.9619603,,,,11.0,,,,,,,2519575.8,2377956.5,2624081.8,2184257.5,2651161.5,2567694.0,
325,134.8946826839265,8.060493,,,,19.0,,,,,,,1454292.5,1925549.8,1931445.6,1626235.8,1968338.2,1645648.4,
17,139.03241932720178,0.37340784,,,,24.0,,,,,,,2266508.2,2217412.5,2401471.0,2232330.2,2269139.2,2176526.2,
469,144.92346751851514,10.207913000000001,,,,14.0,,,,,,,2305986.2,1938347.0,2363016.5,2162910.2,1824707.4,1990688.0,
285,144.9234733286563,7.8404039999999995,,,,27.0,1.0,[2M+H]+,,2.0,281;285,71.95775,2585934.5,2571170.5,2082369.9,1980612.8,3223718.5,2811093.0,
352,144.92347356620124,8.283287,,,,6.0,3.0,[2M+H]+,,2.0,349;352,71.95775,8142428.5,7705497.0,8281410.5,4896636.5,8339973.0,7372342.0,
315,144.92347460835512,7.947709599999999,,,,11.0,2.0,[2M+H]+,,2.0,310;315,71.95776,2471074.2,2621249.8,2577348.0,1965849.9,3009317.8,3623765.0,
498,160.84198279427108,10.472661,,,,16.0,,,,,,,279308.34,257094.9,316386.7,271807.7,307263.28,296139.72,
278,161.91357133288997,7.701119,,,,10.0,,,,,,,526738.44,414419.94,406558.1,412833.2,413790.38,730192.1,
260,161.91357252163314,7.5532227,,,,,,,,,,,425968.06,455602.4,436266.3,450012.28,571088.25,358223.8,
368,161.91357448747846,8.409413,,,,28.0,,,,,,,1164573.4,1064480.1,1061684.8,1080013.0,902665.4,1150611.6,
289,161.91357545587644,7.8428745,,,,27.0,,,,,,,1191014.6,313101.78,349237.9,309248.94,363944.34,322473.06,
319,161.9135774518839,7.96196,,,,11.0,,,,,,,429068.3,360505.9,433114.1,351780.3,431427.06,429453.44,
359,161.91357821070048,8.298938,,,,6.0,,,,,,,1072558.6,905500.25,1263669.5,893113.9,1030833.75,1320749.2,
499,162.83904947821404,10.472661,,,,16.0,,,,,,,278733.4,258142.45,305003.0,272077.72,309871.12,304972.44,
480,180.9729884002869,10.272542,,,,,,,,,,,119764.46,106157.85,124597.14,101247.01,104904.79,94659.36,
11,180.97300140574387,0.3394753,,,,,,,,,,,352403.12,298985.84,364541.5,312476.78,357168.06,345973.62,
429,180.98119340566367,9.010917,,,,,,,,,,,358740.97,348261.06,411414.75,349301.28,262951.22,366183.97,
304,180.98119533744287,7.9409423,,,,,,,,,,,212593.92,203267.44,272897.38,220541.53,234355.89,295909.3,
343,180.9812028697768,8.2834215,,,,,,,,,,,199155.23,195598.72,226590.9,177663.81,221794.52,313835.38,
15,185.0762192711106,0.3707204,,,,24.0,,,,,,,784243.1,765407.25,818700.06,735529.44,714618.9,742511.3,
403,186.90575246073536,8.747708,,,,23.0,,,,,,,5632620.5,4949710.0,5674587.5,4797910.0,5738327.5,4821247.0,
426,186.9706171988236,8.985669,,,,,,,,,,,794370.1,799944.06,838916.06,736141.0,800297.25,779927.56,
327,186.97063130183508,8.061757,,,,19.0,,,,,,,209265.19,285906.47,278028.9,222158.11,318090.03,207863.12,
367,186.97063689689517,8.397447,,,,28.0,,,,,,,502511.72,826025.6,1127420.2,1212514.1,350417.66,486124.03,
270,186.97063697151637,7.683066,,,,10.0,,,,,,,187935.72,228435.4,194232.38,250796.98,264990.75,247537.62,
286,186.97063836298156,7.8405204,,,,27.0,,,,,,,327714.47,355512.16,342965.66,334644.53,395209.28,393394.06,
312,186.97064196578881,7.944629700000001,,,,11.0,,,,,,,555069.94,546710.2,559606.7,517132.84,578678.75,577833.9,
350,186.97064469155296,8.282378,,,,6.0,,,,,,,967028.94,1402241.4,1139304.8,1229877.5,1379549.6,1461867.8,
12,187.09187695142484,0.36136484,,,,24.0,,,,,,,5407725.0,5221913.0,5549217.5,5133768.5,5284743.5,5100649.0,
112,187.8609248826065,5.259029,,,,,,,,,,,143077.94,5213.7744,30436.178,10796.093,36745.223,60925.473,
115,187.86093095333743,5.309214599999999,,,,,,,,,,,104498.945,47199.15,36969.64,10796.093,111107.55,212259.11,
119,187.86094277906528,5.64658,,,,,,,,,,,0.0,0.0,0.0,146467.36,0.0,0.0,
132,187.86094373768444,6.025846499999999,,,,,,,,,,,0.0,172636.62,23987.662,0.0,0.0,0.0,
104,187.86095873645993,5.091901,,,,,,,,,,,167930.55,0.0,0.0,0.0,0.0,0.0,
504,187.8609827452201,10.490794000000001,,,,,,,,,,,710620.6,723687.06,852276.75,692895.56,808752.9,820527.7,
404,188.90394769455102,8.748555999999999,,,,23.0,,,,,,,2446195.0,2164254.5,2499414.8,2101942.5,2547669.5,2165871.5,
505,189.85796492547908,10.490793,,,,,,,,,,,346942.4,395141.28,514070.4,394935.9,353458.25,415312.0,
242,195.8108790036341,7.358714,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,212913.92,
502,195.81091771861026,10.475361,,,,16.0,,,,,,,394128.8,416430.03,439227.16,440106.44,405695.72,462736.62,
129,195.90598291356255,6.0226407,,,,,,,,,,,0.0,198852.66,36026.758,0.0,0.0,0.0,
512,195.90599751945192,10.542,,,,,,,,,,,457645.12,718314.7,622848.56,588925.4,741965.9,611721.9,
243,197.80790849253697,7.358714,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,278545.7,
503,197.80795300099297,10.475361,,,,16.0,,,,,,,515907.12,526991.1,588047.1,576558.75,551406.5,618042.7,
48,209.9992073584325,3.4141967000000006,,,,,,,,,,,300687.7,325157.47,333843.72,328049.5,360422.75,312197.7,
45,212.0352912796972,3.3139877,,,,,,,,,,,3680574.5,3421620.8,2265289.5,2932752.0,2627980.0,8122291.5,
55,212.03530214322475,3.5408375,,,,42.0,,,,,,,17647606.0,17830688.0,17111950.0,17553342.0,21804692.0,13307568.0,
54,213.03862086866275,3.5408375,,,,42.0,,,,,,,1446453.6,2243994.8,1552998.4,2196506.0,2748449.2,1611549.4,
120,214.87992692111516,5.626707,,,,,,,,,,,49406.523,87065.72,99600.88,768785.8,29718.564,129626.82,
105,214.87992901279392,5.1100965,,,,,,,,,,,627140.2,19325.229,31303.984,23974.097999999998,30597.277000000002,91470.87,
130,214.87993181624188,5.969457,,,,,,,,,,,57006.07,777054.6,135896.03,71866.76,16127.288,216166.8,
506,214.87999566288144,10.516961,,,,0.0,,,,,,,2296175.0,2240876.0,2526983.0,2172729.8,2492331.0,2418514.0,
507,216.876799455778,10.523543,,,,,,,,,,,547641.0,564068.44,592297.6,545020.4,750248.9,602045.94,
407,221.8746182067456,8.739554,,,,23.0,,,,,,,4878125.5,4302809.5,3983012.2,3814825.8,3821850.5,3934483.8,
14,223.0685540723086,0.3662158,,,,24.0,,,,,,,482953.53,480322.56,491436.0,491394.8,493484.0,484886.84,
409,223.87233485595016,8.756526,,,,23.0,,,,,,,3557516.8,3088502.2,2857756.0,2762840.2,2715464.5,2839537.0,
18,226.10276749969918,0.37520647,,,,24.0,,,,,,,393850.0,361107.12,397482.25,376000.53,389183.2,380469.2,
87,227.96659984310276,4.743057,,,,36.0,,,,,,,5724825.0,5891523.0,6266872.5,5732866.5,6061078.0,5632661.0,
86,228.969889779806,4.7419553,,,,36.0,,,,,,,465204.6,455355.97,496645.5,455689.4,494201.06,457055.28,
88,229.96447731715625,4.743057,,,,36.0,,,,,,,5685938.0,5972596.0,6187157.0,5661852.5,6014812.0,5573851.0,
89,230.96777835105888,4.743057,,,,36.0,,,,,,,453678.47,474965.25,503108.2,429720.8,476722.94,443309.94,
13,233.09734878523014,0.3613648,,,,24.0,,,,,,,679963.7,611313.3,669597.1,610586.44,663811.25,650817.75,
131,241.8989106665453,5.966472,,,,,,,,,,,278718.1,1409367.0,276116.66,292661.4,262851.7,287083.3,
121,241.89891140463484,5.650034400000001,,,,,,,,,,,212111.1,290462.4,138902.27,1426376.5,129445.29,138125.84,
106,241.89891392302826,5.105556,,,,,,,,,,,1506596.2,147350.61,259684.95,151588.06,152191.55,128372.01,
510,241.8989621944719,10.533372,,,,0.0,,,,,,,4516424.5,4663717.5,4985676.0,4327494.5,5041547.0,4596702.0,
72,242.17616712107812,4.4253817,,,,,,,,,,,451792.38,480038.28,503800.72,494728.4,504428.47,483300.25,
509,243.8992945092948,10.521377000000001,,,,0.0,,,,,,,5986536.0,6553610.0,6977267.5,6594525.0,6564409.5,6755751.5,
400,243.89932776260292,8.736117,,,,23.0,,,,,,,19228128.0,14672924.0,15770487.0,13668284.0,15627318.0,13773033.0,
244,243.89959093368782,7.3114038,,,,,,,,,,,245189.94,42743.773,12774.423999999999,15517.868999999999,123518.81,358852.88,
241,245.8947344376141,7.3471894,,,,,,,,,,,49784.86,0.0,0.0,0.0,12518.979,147436.88,
508,245.89479366596763,10.520283000000001,,,,0.0,,,,,,,2323465.2,2501461.5,2690319.8,2501437.2,2501359.0,2476471.0,
399,245.8948064403844,8.733880000000001,,,,23.0,,,,,,,7395647.0,5680209.0,6098765.0,5240153.5,6012013.0,5271789.0,
410,248.8935774259791,8.7578945,,,,23.0,,,,,,,10104040.0,8269600.5,8491283.0,7462098.5,7615335.5,5037829.0,
386,248.8935813058149,8.649708,,,,,,,,,,,3476837.5,2268136.0,2214842.0,2559480.0,1983966.5,2358224.0,
461,248.96042137105562,10.137729,,,,,,,,,,,110938.414,112043.47,98211.39,92515.28,41204.66,47797.504,
483,248.96043472701297,10.2755785,,,,15.0,,,,,,,461966.38,395372.56,411613.16,366989.38,391951.1,352088.6,
10,248.96045285104424,0.33765793,,,,3.0,,,,,,,984928.6,963279.6,1015380.06,887872.2,1034036.3,969359.3,
49,249.0226938978421,3.4924699999999995,,,,,,,,,,,6841276.0,5698965.0,5988741.5,6720423.0,6057187.0,5614002.0,
387,250.89167813482703,8.663129,,,,,,,,,,,1536134.4,1136388.5,859091.4,986833.25,900798.0,1028378.3,
411,250.89168390945358,8.763797,,,,23.0,,,,,,,4504685.0,3645007.5,3762314.2,3307865.5,3392488.5,2225919.8,
520,255.82211997104253,10.633758,,,,,,,,,,,99106.445,60793.812000000005,96848.55,41726.6,36575.13,135194.53,
500,255.82216910046193,10.473571000000002,,,,16.0,,,,,,,280522.94,294965.47,287206.06,293291.72,269882.94,309278.66,
501,257.8191720718132,10.475361,,,,16.0,,,,,,,286371.56,290398.2,284901.78,279499.25,259929.69,300644.62,
20,262.0794738598408,0.37702176,,,,24.0,,,,,,,693686.5,659109.8,704621.3,740004.2,723979.0,671318.6,
69,263.03834585234506,4.2699404,,,,,,,,,,,336552.4,334334.7,345575.0,336868.28,347975.78,330672.06,
42,265.01761625701204,2.8402941000000004,,,,,,,,,,,1762416.8,1788778.2,1932694.9,1795642.1,1947526.1,1767804.5,
44,265.0176235710761,3.1770842,,,,,,,,,,,3360138.2,3243903.8,3379423.0,3317284.8,3461896.0,3214153.5,
134,265.14790671569494,6.0198407,,,,,,,,,,,221945.45,215177.77,318856.56,393433.62,580032.0,434567.06,
90,266.9888467307922,4.756838,,,,17.0,,,,,,,1411481.1,1532154.0,1616749.4,1404693.2,1691425.6,1368003.4,
91,268.9857375506871,4.756838,,,,17.0,,,,,,,468650.2,515641.25,513746.97,446503.06,568111.9,455835.0,
35,271.0616357947016,0.8754867000000001,,,,,,,,,,,4841055.0,4884772.0,5135920.5,4874879.0,5095256.5,4656125.0,
30,271.06165404275794,0.39721695,,,,,,,,,,,880302.4,924435.8,943911.25,896633.2,925896.7,867526.25,
196,271.22786095738047,7.0170636,,,,,,,,,,,50524.49,64508.71,71985.61,64954.08,107667.586,98072.875,
135,271.2278775293338,6.058084,,,,,,,,,,,151817.56,179300.84,176760.89,186485.06,326082.88,254945.56,
223,271.22788126496766,7.2300415,,,,,,,,,,,17636.443,19309.414,58513.348,41194.508,110824.055,44293.64,
144,271.22788677483,6.389667,,,,,,,,,,,162023.67,202246.3,187235.42,188472.81,311101.3,241514.03,
19,272.1082847713961,0.37521675,,,,24.0,,,,,,,898334.3,841523.7,907263.9,836698.8,845000.75,823041.8,
305,281.2486130018022,7.941026,,,,,,,,,,,124865.73,137909.22,146471.19,95926.336,400204.72,223156.5,
71,282.983735610065,4.3953752999999995,,,,,,,,,,,359314.5,375756.44,371781.88,358447.03,397801.0,353557.5,
28,289.09847287235,0.38909936,,,,24.0,,,,,,,1147683.1,1153654.1,1172664.8,1062684.5,1145056.0,1065534.8,
171,295.22790781385504,6.768723,,,,,,,,,,,533932.94,420324.03,514429.7,474493.22,635072.9,733403.8,
150,297.243553962305,6.476566,,,,,,,,,,,106096.08,104478.22,113179.95,137559.4,184996.92,140608.97,
199,297.2435555615158,7.04772,,,,,,,,,,,27690.318,32786.95,30335.96,30777.93,56548.3,42907.765999999996,
179,297.24356176119505,6.826302,,,,,,,,,,,25093.248,36413.973,21540.432,32621.762000000002,64958.69,48204.07,
155,297.2435666569977,6.6084228000000005,,,,50.0,,,,,,,534922.44,385062.38,536398.06,422983.16,705437.75,588924.56,
164,297.2435667091975,6.705951700000001,,,,44.0,,,,,,,234922.23,280110.88,246566.11,269635.5,512959.03,388409.72,
265,299.25922438204736,7.600253599999999,,,,12.0,,,,,,,259153.98,297108.78,296999.3,278231.8,517657.3,436065.16,
184,299.259225191839,6.8995204,,,,,,,,,,,709340.4,789359.4,788969.56,843820.4,1381080.1,1129585.2,
279,299.25922888553214,7.777533,,,,,,,,,,,5905.4424,12159.191,46453.515999999996,24604.572,96527.62,20990.783,
160,299.2592354805668,6.674991,,,,34.0,,,,,,,1821224.9,2094375.1,1976799.1,2149672.8,3388781.8,2726822.8,
161,300.26258292933767,6.674991,,,,34.0,,,,,,,347467.0,394256.47,360540.72,407917.66,635136.06,537180.06,
63,309.10141232349685,4.021434999999999,,,,,,,,,,,418046.66,404056.2,463355.88,414757.38,441297.62,392178.34,
449,311.16868418232923,9.444169,,,,,,,,,,,137737.73,76428.63,142879.05,58941.8,211164.33,211513.47,
433,311.1687070049643,9.012042999999998,,,,47.0,,,,,,,273602.9,224110.19,352391.4,245176.3,225288.6,196495.12,
467,311.16871080035264,10.208145,,,,54.0,,,,,,,190864.22,173285.05,192718.88,172398.94,215316.81,191683.5,
159,311.1687242157727,6.635857000000001,,,,,,,,,,,708336.3,769201.5,747439.9,772662.6,1119345.5,845185.9,
153,311.1687246342129,6.528446,,,,,,,,,,,980286.0,996377.56,905627.8,922404.2,1737269.8,1040250.3,
38,312.9846599290097,2.3482439999999998,,,,,,,,,,,439749.6,561715.5,589704.5,435920.34,218778.83,438103.03,
39,312.9846616738678,2.44755,,,,,,,,,,,640348.1,670231.4,736831.06,590930.06,634447.7,611823.4,
127,315.25411459578066,5.798214,,,,,,,,,,,62806.71,66822.36,71328.48,77723.06,116824.41,104149.8,
137,315.25413081306664,6.138205,,,,,,,,,,,218285.06,236347.86,241074.61,260775.67,427414.44,343795.9,
133,315.2541620734528,6.015261,,,,,,,,,,,74720.4,74739.94,84629.27,91900.66,115011.51,107926.07,
478,316.94794702725693,10.273989,,,,15.0,,,,,,,423607.03,344075.06,376522.6,319375.97,350349.56,326094.44,
462,316.9479601679962,10.154288000000001,,,,,,,,,,,78313.43,51434.29,77543.3,38248.01,5503.085,7159.04,
8,316.94796174518126,0.33496353,,,,3.0,,,,,,,1001481.0,982255.5,1045654.2,907907.0,1074152.4,1006210.8,
448,325.1843231731707,9.442542,,,,,,,,,,,37588.086,26891.41,47763.695,80224.83,101063.88,62154.918,
432,325.18435116707934,9.010647,,,,,,,,,,,171706.36,159171.53,203810.25,152137.7,143837.53,111838.32,
468,325.18436085408564,10.210709,,,,,,,,,,,167642.81,154833.58,158964.73,119023.24,181915.69,174655.28,
226,325.18438410456207,7.2287946,,,,,,,,,,,423728.53,352694.9,436347.78,403840.78,771818.06,488249.25,
210,325.18438650595823,7.1202273,,,,,,,,,,,458283.66,300243.38,332178.97,292952.56,1551514.4,597151.1,
232,327.12703685230116,7.298181,,,,,,,,,,,501534.53,428707.94,359020.47,391316.12,684717.25,579598.2,
513,328.9795687701665,10.590330999999999,,,,1.0,,,,,,,495957.0,442171.1,462668.03,484448.38,548118.2,457513.5,
37,328.97959201583734,2.1280034,,,,37.0,,,,,,,1246689.5,1454756.1,1410444.1,1479411.9,1595063.4,1189924.5,
79,341.0486238563141,4.555927,,,,31.0,,,,,,,736069.7,701846.44,764977.0,700527.56,816816.8,743425.94,
26,353.1488747129497,0.38339509999999993,,,,24.0,,,,,,,378140.78,369728.75,412465.25,355647.16,383708.66,353553.8,
284,355.15794122640517,7.8393880000000005,,,,27.0,,,,,,,3313731.0,2858076.0,2818026.2,2150178.2,5181977.5,3674641.2,
41,370.9898066535797,2.8007338,,,,,,,,,,,816393.44,805295.6,906032.7,836526.1,919898.0,803970.94,
40,373.0055004973526,2.7060783,,,,,,,,,,,2113253.8,2072115.2,2275841.8,2113290.2,2257010.2,2000419.6,
311,379.17922903492723,7.9438744,,,,11.0,,,,,,,316312.75,316152.62,275943.84,250792.34,614135.0,443947.94,
313,381.17366445940695,7.944796000000001,,,,11.0,,,,,,,6295863.0,6593789.0,6042865.0,4927954.0,12026891.0,8592809.0,
344,381.1948538130961,8.281483,,,,,,,,,,,109960.98,125091.016,119188.9,124734.95,290946.12,198975.56,
308,383.1777449625769,7.942856,,,,11.0,,,,,,,220102.72,254442.86,245465.78,200458.56,487479.2,327749.84,
351,383.1893014820869,8.282378,,,,6.0,,,,,,,2421955.2,2595960.8,2579532.2,2522122.0,6036727.5,4178555.2,
485,384.93506520684974,10.277021000000001,,,,15.0,,,,,,,250811.03,201405.95,228461.61,177932.94,214829.25,186446.88,
3,384.9351203835668,0.33406457,,,,3.0,,,,,,,670781.56,637488.6,708912.6,631940.0,692712.7,701867.5,
21,389.1256896436953,0.37794676,,,,24.0,,,,,,,548439.3,546580.4,603897.44,590099.5,599286.75,575237.25,
99,396.2154247210145,4.989337,,,,51.0,,,,,,,386363.66,536284.44,413619.12,554173.7,909457.56,775604.8,
107,396.21542474153165,5.100598000000001,,,,,,,,,,,1376742.5,1713910.9,1493296.0,2140950.0,2768363.8,2769893.5,
43,397.00550412145935,3.142474,,,,,,,,,,,298219.56,283622.03,309042.06,302315.1,328452.97,286838.56,
108,397.21885219211,5.1008115,,,,,,,,,,,250064.1,307468.3,279010.38,393839.5,515677.44,516834.34,
100,397.2189558159391,4.9907255,,,,51.0,,,,,,,70443.47,94906.47,69805.15,91160.03,152305.28,131348.61,
24,398.1511036287146,0.38065886,,,,24.0,,,,,,,505077.75,482397.6,509460.25,462559.03,486494.88,460573.9,
25,399.1544558818695,0.38065886,,,,24.0,,,,,,,4832724.5,4643071.0,5054208.0,4622032.0,4903829.0,4525162.0,
81,404.04436482697565,4.5572357000000006,,,,31.0,,,,,,,444453.97,442972.72,469833.4,427036.66,483724.84,416306.72,
57,405.0106643911748,3.6179945,,,,32.0,,,,,,,19005494.0,17732686.0,18939264.0,18653666.0,18889106.0,17837680.0,
60,406.0137558780525,3.6179707000000003,,,,,,,,,,,3778381.0,3233143.8,3559500.8,3395166.0,3620992.2,3651887.2,
58,407.00444312815387,3.6179945,,,,32.0,,,,,,,1274451.0,1193888.5,1318820.4,1265410.6,1335789.1,1229078.0,
29,416.14466175127717,0.38920403,,,,24.0,,,,,,,974935.06,857928.5,957189.06,940750.25,1006542.1,943294.25,
46,421.0055335777086,3.3099705999999998,,,,,,,,,,,68146.52,91984.9,82516.1,79537.375,92237.8,75894.35,
62,421.0055484885002,3.8608379999999998,,,,,,,,,,,504361.0,480279.0,617988.6,418723.28,512986.97,452269.94,
47,421.0055705719266,3.4130766,,,,,,,,,,,2921239.5,2830852.0,3223245.0,3071674.0,3235767.2,2806243.8,
66,421.18665836331434,4.1515010000000006,,,,,,,,,,,852965.9,804098.2,966587.56,823795.06,1159734.9,977752.5,
221,421.2264231594663,7.218253999999999,,,,,,,,,,,1418586.2,1348720.8,1623479.4,1431832.1,1746980.5,1459535.8,
80,422.97678841682085,4.5569873,,,,31.0,,,,,,,766498.94,751914.5,816906.9,716580.4,861216.7,766555.3,
109,424.2467676190763,5.1574903,,,,,,,,,,,84571.23,87859.62,91493.68,119554.25,162407.5,134665.64,
113,424.2468140865483,5.208803700000001,,,,,,,,,,,78900.84,83637.05,85216.22,120199.97,174595.0,161953.9,
116,424.24683785877573,5.551829,,,,,,,,,,,399479.22,500993.0,451677.3,572261.9,804076.6,756293.56,
123,424.2468460002796,5.662153,,,,,,,,,,,1729116.9,2058347.2,1945300.5,2410768.0,3059949.2,3118588.8,
97,426.9677777005947,4.9721665,,,,35.0,,,,,,,8787695.0,10561936.0,10420010.0,9345799.0,10754062.0,9637257.0,
98,428.9624204872895,4.9732833,,,,35.0,,,,,,,337716.2,396905.7,378069.28,359279.66,403793.75,366830.4,
258,430.3172393687046,7.5177130000000005,,,,,,,,,,,167802.55,239915.45,182223.22,192489.67,476947.94,319809.8,
252,430.3172394201531,7.457838499999999,,,,,,,,,,,127432.95,269242.6,206779.61,215580.7,272284.72,231416.16,
68,447.0212652434677,4.2063527,,,,,,,,,,,334432.06,316512.9,337826.5,321581.75,339719.78,332371.66,
259,447.3074492940882,7.5308747,,,,,,,,,,,152884.22,214176.55,167681.38,109554.62,421367.6,308145.88,
