row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C4-a_Run314.mzML Peak area,NEG_D5-227-C4-b_Run317.mzML Peak area,NEG_D5-227-C4-c_Run320.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
397,244.19070288955425,7.7733307,,,,54,,,,,,,0,0,0,340914.88,658246.4,528462.7,
66,245.08584556411105,3.8454866,,,,41,,,,,,,0,0,0,465661.06,520364.78,900811.2,
559,245.8945604125225,8.561407,,,,22,,,,,,,5987412.5,6353378.5,6505391.5,0,0,0,
102,247.08825450817008,4.703587,,,,,,,,,,,0,0,0,474250.84,456514.1,599881.7,
418,248.9601119178964,7.8673615,,,,7,,,,,,,1010462.56,1364841.0,1405467.6,0,0,0,
386,248.96013511523418,7.769951,,,,52,,,,,,,1959960.2,1090161.1,1145145.1,0,0,0,
723,248.96015797812058,10.2327385,,,,9,,,,,,,3118192.5,3235915.5,3119177.0,0,0,0,
266,248.9602271322534,7.364716,,,,3,,,,,,,1591930.0,1861787.1,1638125.9,0,0,0,
539,250.1776496124239,8.352837,,,,,,,,,,,0,0,0,282392.97,225416.72,223699.14,
344,250.1776668614557,7.6951623,,,,64,,,,,,,0,0,0,257014.73,436824.75,324802.44,
401,250.17770642512164,7.775116,,,,54,,,,,,,0,0,0,1096949.4,1942089.2,1587470.6,
107,250.17774686979965,4.820448,,,,59,,,,,,,0,0,0,393789.3,560718.4,574866.4,
278,253.21706149363354,7.366465,,,,3,,,,,,,577928.1,639184.94,919181.94,0,0,0,
77,255.05444316250941,4.3636866,,,,,,,,,,,0,0,0,324965.4,429370.25,696547.7,
53,255.05448442180588,3.5542364,,,,,,,,,,,0,0,0,40652.473,103437.08,154486.44,
237,255.23178112118555,6.975016,,,,60,,,,,,,0,0,0,163349.73,106372.5,220949.2,
307,255.23184347532097,7.3767533,,,,27,,,,,,,0,0,0,1477349.6,1208793.4,1789242.0,
209,255.24302571109533,6.301983,,,,58,,,,,,,0,0,0,1000481.7,816054.1,987189.6,
187,255.584503761378,6.103478,,,,19,,,,,,,0,0,0,1270634.2,744731.94,886366.75,
122,256.2998104484058,5.4229693,,,,48,,,,,,,0,0,0,1.1312143E7,1.1307937E7,1.1063268E7,
39,257.0994670648419,2.7989674,,,,,,,,,,,0,0,0,551323.1,635531.0,1194898.0,
123,264.09200283377186,5.430351,,,,,,,,,,,0,0,0,398626.7,458984.72,472174.56,
594,265.1475486452885,8.843292,,,,29,,,,,,,924690.56,948000.7,953365.6,0,0,0,
213,265.14775636947184,6.359055,,,,,,,,,,,565870.6,590905.1,609102.56,0,0,0,
320,265.2525018052758,7.515392,,,,61,,,,,,,0,0,0,172764.45,119325.67,186790.73,
454,265.25255240223777,7.87699,,,,45,,,,,,,0,0,0,593038.0,550402.7,659578.25,
78,266.1725618600971,4.372723,,,,32,,,,,,,0,0,0,83416.31,88478.78,90807.68,
402,266.17260264396606,7.775116,,,,54,,,,,,,0,0,0,537600.0,955077.4,786402.1,
568,268.9841359844067,8.633105,,,,26,,,,,,,2583435.2,2491924.0,2512560.5,0,0,0,
103,269.07013390637695,4.7071652,,,,,,,,,,,0,0,0,436035.22,416761.0,552757.1,
108,270.14640799716193,4.8533883,,,,,,,,,,,0,0,0,353035.2,496937.72,666895.4,
255,271.2276761746062,7.150476,,,,,,,,,,,780868.7,949232.94,839216.25,0,0,0,
235,271.22771992392376,6.938427,,,,,,,,,,,71876.14,89629.35,43388.586,0,0,0,
219,271.2277675967163,6.508288,,,,,,,,,,,29768.531,32771.465,74901.336,0,0,0,
198,271.22779291428736,6.197512,,,,,,,,,,,146367.5,157621.53,217766.36,0,0,0,
36,272.18546023457867,2.7495687,,,,,,,,,,,0,0,0,316054.78,457010.9,286595.44,
353,273.2575470502232,7.704123,,,,,,,,,,,0,0,0,407141.72,305999.0,301217.6,
216,275.08303484375625,6.376091,,,,25,,,,,,,0,0,0,1233435.2,1517280.0,1469369.2,
194,277.18413201268186,6.141727,,,,,,,,,,,0,676551.25,182573.53,0,0,0,
217,277.18415454774834,6.393712,,,,,,,,,,,0,288783.84,53710.277,0,0,0,
221,277.18415670940794,6.5810947,,,,,,,,,,,0,301980.16,55236.562,0,0,0,
144,279.0991291656014,5.675162,,,,5,,,,,,,0,0,0,1.992936E7,1.5139993E7,2.0734506E7,
431,281.24800990624243,7.8703136,,,,7,,,,,,,2095396.5,2198689.8,2465233.0,0,0,3262.2358,
355,282.2215443449932,7.745294,,,,,,,,,,,0,0,0,1264124.4,1215580.5,1251248.1,
233,283.26297614414494,6.832587,,,,,,,,,,,0,0,0,148907.88,113243.58,127692.81,
318,283.26300387021894,7.5136065,,,,61,,,,,,,0,0,0,335643.38,231364.78,371229.06,
455,283.2630681675175,7.87699,,,,45,,,,,,,0,0,0,1192718.6,1038087.2,1254190.1,
129,284.29461175917686,5.480064,,,,57,,,,,,,0,0,0,143970.66,122752.555,93965.07,
152,284.2946424503052,5.7541313,,,,,,,,,,,0,0,0,687102.5,577704.06,558324.5,
482,284.2946682170517,7.98869,,,,65,,,,,,,0,0,0,662740.4,505266.97,595347.56,
124,284.6053157233576,5.430351,,,,48,,,,,,,0,0,0,552727.4,601384.6,640882.44,
567,286.97575292144364,8.6243925,,,,,,,,,,,1887896.6,1037761.6,1757815.1,0,0,0,
164,291.0778416042975,5.94953,,,,38,,,,,,,0,0,0,501012.03,478262.47,493525.06,
90,295.9537144153417,4.6814647,,,,6,,,,,,,488543.6,491996.12,478153.84,0,0,0,
121,298.27386018761376,5.303703,,,,,,,,,,,0,0,0,598996.5,593503.06,555201.94,
227,298.273860953127,6.640774,,,,,,,,,,,0,0,0,150057.56,121940.21,97908.4,
352,299.2587371654478,7.7066727,,,,,,,,,,,439856.0,520452.88,586445.7,0,0,0,
321,299.2587971326016,7.52145,,,,,,,,,,,108396.82,123489.766,93017.47,0,0,0,
225,299.2589102771069,6.6064763,,,,,,,,,,,27939.43,36602.89,39216.688,0,0,0,
231,299.2589285665661,6.824791,,,,,,,,,,,314864.88,366405.4,384586.06,0,0,0,
70,300.1146593775986,3.899828,,,,13,,,,,,,0,0,0,733447.1,959815.4,1374672.9,
243,300.28949446614456,7.0762973,,,,,,,,,,,0,0,0,199502.31,140802.33,130383.89,
135,300.2895897262544,5.578916,,,,30,,,,,,,0,0,0,2.5048578E7,2.32872E7,1.767537E7,
228,301.14082387382695,6.6533446,,,,,,,,,,,0,0,0,1599049.6,1792187.2,1671074.6,
61,302.13036775785685,3.7997048,,,,63,,,,,,,0,0,0,634986.25,955356.5,1293005.6,
130,302.3051618108729,5.480064,,,,57,,,,,,,0,0,0,4959930.0,4338535.0,3558313.5,
131,303.3085037112751,5.481837,,,,,,,,,,,0,0,0,950029.44,842388.94,679248.75,
128,304.2996675545426,5.456983,,,,,,,,,,,0,0,0,1600779.4,420237.8,781189.0,
710,306.918734756508,10.198864,,,,9,,,,,,,858476.3,878108.0,914503.44,0,0,0,
608,311.16830571958695,8.911289,,,,,,,,,,,735312.4,740103.5,647589.0,0,0,0,
257,311.16841621802354,7.191849,,,,,,,,,,,637997.6,715764.94,666512.44,0,0,0,
240,311.1684591185001,7.0286994,,,,,,,,,,,832481.44,1173682.5,850754.7,0,0,0,
525,312.3256939768684,8.334435,,,,,,,,,,,0,0,0,225806.31,271022.06,239779.52,
549,312.3257695270332,8.434965,,,,,,,,,,,0,0,0,1043701.44,738204.8,812029.94,
195,312.32584586038814,6.1561847,,,,24,,,,,,,0,0,0,454608.84,415140.75,374668.06,
671,312.83581284565156,9.061343,,,,,,,,,,,2094378.9,2269838.0,2454183.5,0,0,0,
602,312.8358273454528,8.900855,,,,29,,,,,,,5727805.5,5085118.5,5502999.5,0,0,0,
197,313.23466875004954,6.18718,,,,,,,,,,,0,0,0,1805279.5,1839281.8,2191061.2,
154,314.3050759236066,5.7920604,,,,,,,,,,,0,0,0,518330.34,476036.06,406002.38,
33,316.21153069286146,2.5152671,,,,,,,,,,,0,0,0,172567.9,378905.0,192132.47,
34,316.21155842305666,2.6808603,,,,,,,,,,,0,0,0,316461.5,483951.94,108783.01,
423,316.9473503761839,7.8691125,,,,7,,,,,,,781959.4,1070295.9,1056326.9,0,0,0,
369,316.947392987815,7.766481,,,,52,,,,,,,1509837.6,1446674.1,1033467.2,0,0,0,
722,316.9474231360626,10.232728,,,,9,,,,,,,2819346.0,2940085.5,2867633.0,0,0,0,
277,316.94748634356364,7.3664565,,,,3,,,,,,,1425714.0,1621893.9,1526970.2,0,0,0,
118,318.30002146564027,5.2391224,,,,12,,,,,,,0,0,0,2681978.2,2385896.0,2260510.0,
569,318.98115256709656,8.63835,,,,26,,,,,,,2615046.0,2642214.8,2828171.5,0,0,0,
145,320.12546178238836,5.675162,,,,5,,,,,,,0,0,0,2570896.2,1905326.9,2744408.2,
534,321.314993021783,8.345171,,,,,,,,,,,0,0,0,425720.4,278626.53,345397.97,
71,322.0965328329624,3.899828,,,,13,,,,,,,0,0,0,610660.44,789315.5,1131831.0,
60,322.0965834706289,3.7671719,,,,,,,,,,,0,0,0,55392.29,60915.984,106577.98,
133,322.27127744587114,5.575388,,,,,,,,,,,0,0,0,531342.1,458712.03,355391.0,
294,323.21908934676077,7.3731594,,,,27,,,,,,,0,0,0,697525.8,498740.75,903897.06,
62,324.11228331150306,3.7997048,,,,63,,,,,,,0,0,0,1698226.6,2224620.2,3029360.2,
75,325.12545757021934,4.243707,,,,,,,,,,,0,0,0,824488.94,856377.1,809217.3,
422,325.18386948280914,7.869107,,,,7,,,,,,,984932.4,1525564.9,1035234.2,0,0,0,
601,325.18387995711504,8.89749,,,,29,,,,,,,1028149.06,939626.06,846191.2,0,0,0,
520,325.1840336997714,8.23634,,,,1,,,,,,,2669239.0,3778006.8,2766731.0,0,0,0,
446,327.22684128001265,7.87522,,,,45,,,,,,,0,0,0,401697.75,292771.03,469093.34,
438,327.25357371674426,7.8726006,,,,7,,,,,,,410899.12,418552.72,494454.53,0,0,0,
167,328.3208380293113,5.987039,,,,43,,,,,,,0,0,0,1.27578E7,1.216889E7,1.0163997E7,
670,328.8306269678194,9.0630865,,,,,,,,,,,551551.25,621938.25,928961.4,0,0,0,
598,328.8306310963439,8.885312,,,,29,,,,,,,1633823.4,1610641.5,1583716.9,0,0,0,
161,330.3364239500841,5.891588,,,,,,,,,,,0,0,0,1549509.8,1416246.5,1088510.6,
160,332.3309550391543,5.8790526,,,,,,,,,,,0,0,0,678632.56,179873.08,343547.97,
220,335.12504561818173,6.5615373,,,,,,,,,,,0,0,0,348793.7,550699.2,378734.2,
484,336.32575520039353,8.041434,,,,,,,,,,,0,0,0,532987.06,302088.5,410842.88,
169,337.17124884958747,5.992369,,,,43,,,,,,,0,0,0,1889774.9,2623870.0,2594750.2,
212,337.17128387252217,6.3414035,,,,,,,,,,,0,0,0,94422.586,136896.73,135945.48,
239,337.23463885008056,6.9768314,,,,,,,,,,,0,0,0,402534.3,285232.38,547119.1,
537,338.3415120569462,8.3469515,,,,,,,,,,,0,0,0,4.4236464E7,3.0027784E7,3.621617E7,
157,339.11177953595035,5.829843,,,,39,,,,,,,0,0,0,725215.44,547895.56,619556.4,
600,339.1994226575653,8.894013,,,,29,,,,,,,5094575.5,8109673.0,4966922.5,0,0,0,
575,340.3571351693065,8.675822,,,,47,,,,,,,0,0,0,395351.1,360157.78,360366.03,
247,341.26598297578977,7.092587,,,,,,,,,,,0,0,0,538096.3,324116.12,477364.78,
230,342.24249677830466,6.775207,,,,,,,,,,,0,0,0,608914.44,441377.4,399880.12,
114,344.13012382974097,5.233812,,,,12,,,,,,,0,0,0,616682.4,716908.6,1003180.8,
153,344.3156664161547,5.772309,,,,,,,,,,,0,0,0,770903.5,676021.5,717970.06,
136,344.3156699479184,5.6076393,,,,36,,,,,,,0,0,0,1719950.9,1565503.1,1235153.4,
45,345.1517968843686,3.1332304,,,,,,,,,,,0,0,0,184725.34,252543.84,539637.94,
58,345.1540798699904,3.6618612,,,,,,,,,,,0,0,0,46512.25,50080.805,134678.56,
286,345.2010702760135,7.373155,,,,,,,,,,,0,0,0,385844.47,284878.1,463968.84,
140,346.33133561784706,5.6575027,,,,,,,,,,,0,0,0,4998122.5,4567720.0,4014102.8,
139,347.33468590722214,5.6539474,,,,,,,,,,,0,0,0,1045634.9,972210.75,693086.06,
184,349.1350467098952,6.1017194,,,,19,,,,,,,0,0,0,9163973.0,5556000.0,6053599.0,
432,349.2354392332566,7.870848,,,,7,,,,,,,430748.2,377039.25,415138.66,0,0,0,
296,350.1775076534841,7.3731804,,,,27,,,,,,,0,0,0,2165822.5,1576785.4,2274122.0,
268,351.14792242623486,7.3647213,,,,3,,,,,,,1215663.6,1277074.5,1471291.5,0,0,0,
439,351.21416148137087,7.8805995,,,,,,,,,,,0,0,0,411891.94,347831.1,446646.34,
458,351.250370680579,7.878798,,,,45,,,,,,,0,0,0,1233496.9,954807.4,1332614.5,
557,352.3391048522767,8.5336075,,,,,,,,,,,0,0,0,1.4001724E7,1.4913989E7,1.4051035E7,
672,352.33911887383033,9.086511,,,,,,,,,,,0,0,0,2067670.5,2237733.2,2068960.6,
459,352.33912954914126,7.878798,,,,45,,,,,,,0,0,0,1893316.8,1808270.0,2116893.0,
661,353.14214693434513,8.969892,,,,44,,,,,,,308381.2,281286.84,363948.34,0,0,0,
269,353.1423144240169,7.3647213,,,,3,,,,,,,2.4294092E7,2.5408332E7,2.9129412E7,0,0,0,
370,353.1634121133143,7.766481,,,,52,,,,,,,1455110.9,1626670.9,1704685.9,0,0,0,
298,354.17321260024386,7.3731804,,,,,,,,,,,0,0,0,497457.9,395623.88,549678.2,
172,354.2847124587841,6.004847,,,,23,,,,,,,0,0,0,460759.3,389500.53,445157.3,
659,355.15779491218933,8.968164,,,,44,,,,,,,1640629.5,1598764.4,1669624.5,0,0,0,
673,355.1578325164971,9.161395,,,,15,,,,,,,360999.7,409740.03,446073.38,0,0,0,
371,355.1578721908363,7.766481,,,,52,,,,,,,2.8581002E7,3.1786952E7,3.3512482E7,0,0,0,
372,357.1620200506208,7.766481,,,,52,,,,,,,716020.8,831731.4,860954.3,0,0,0,
202,357.26082731701945,6.2210746,,,,,,,,,,,0,0,0,2144841.0,1521307.1,2540760.8,
211,359.153185345682,6.3396087,,,,,,,,,,,0,0,0,51562.074,75712.38,72971.52,
170,359.1532037277162,5.9923797,,,,43,,,,,,,0,0,0,1198200.2,1600124.2,1627965.5,
173,359.24005994736746,6.004847,,,,23,,,,,,,0,0,0,949466.8,775073.0,942602.25,
54,361.15037208109635,3.6520119,,,,,,,,,,,828360.1,619158.2,909898.3,0,0,0,
393,362.30261942024237,7.77153,,,,,,,,,,,0,0,0,268833.16,609177.06,429664.03,
729,362.925923116353,10.233948,,,,14,,,,,,,0,0,0,499602.03,506429.0,484203.6,
483,365.2659558293919,7.98869,,,,65,,,,,,,0,0,0,636855.8,449623.97,447716.22,
319,365.26596238574274,7.5136065,,,,61,,,,,,,0,0,0,1173794.8,739440.5,1446709.9,
574,366.3727258162481,8.66827,,,,47,,,,,,,0,0,0,682396.2,672036.06,1274133.4,
258,368.25810229464486,7.214255,,,,,,,,,,,0,0,0,593719.1,457054.9,523944.75,
566,368.9783843730898,8.620887,,,,26,,,,,,,3046618.0,2727510.8,3218923.5,0,0,0,
313,369.13694905935864,7.442909,,,,,,,,,,,1077514.9,1112685.1,1188758.5,0,0,0,
162,371.11674036207023,5.907772,,,,,,,,,,,0,0,0,84054.51,120014.67,121271.25,
189,371.11701493226525,6.105232,,,,19,,,,,,,0,0,0,3.8862788E7,2.6425906E7,2.9274146E7,
407,371.1525366134372,7.8155446,,,,,,,,,,,1545984.1,1712285.1,1677226.1,0,0,0,
481,371.1528148646725,7.9700394,,,,,,,,,,,136696.62,126775.51,147905.67,0,0,0,
263,372.11601542701527,7.3629556,,,,3,,,,,,,501515.66,531828.56,619239.75,0,0,0,
190,372.12022374791235,6.105232,,,,19,,,,,,,0,0,0,9259321.0,6319610.5,7032656.0,
175,372.34701615971204,6.0375175,,,,,,,,,,,0,0,0,3996401.8,3556494.8,2820518.8,
440,373.2323056621024,7.878798,,,,,,,,,,,0,0,0,366857.03,288056.03,393746.16,
150,377.1662005091277,5.723812,,,,34,,,,,,,0,0,0,1170561.6,1376944.8,1339226.5,
592,377.31994635578326,8.819405,,,,,,,,,,,0,0,0,4752001.0,4158353.5,4635601.5,
643,377.32005454784303,8.961425,,,,46,,,,,,,0,0,0,4631715.0,4215079.5,4508707.0,
316,377.3201698788143,7.4714017,,,,18,,,,,,,0,0,0,800180.3,682054.6,753559.5,
456,378.2087541089561,7.87699,,,,45,,,,,,,0,0,0,1902974.9,1604780.8,1778196.0,
593,378.3232921228807,8.823003,,,,,,,,,,,0,0,0,707867.56,1273558.2,677691.2,
642,378.32337186996074,8.95964,,,,46,,,,,,,0,0,0,1422119.9,980374.0,1361969.6,
433,379.1791150094144,7.870848,,,,7,,,,,,,2766580.8,3008846.5,3108212.0,0,0,0,
656,379.3357851357414,8.96684,,,,46,,,,,,,0,0,0,7445887.0,7193674.5,7377834.0,
442,380.18252369737246,7.874346,,,,7,,,,,,,516045.22,592955.5,585321.9,0,0,0,
657,380.3389740540869,8.966847,,,,46,,,,,,,0,0,0,2213999.2,2094809.4,2171573.5,
649,381.17337316658995,8.96467,,,,44,,,,,,,478057.53,475347.6,517761.94,0,0,0,
424,381.1735127998216,7.869107,,,,7,,,,,,,5.5333256E7,5.936189E7,6.1190244E7,0,0,0,
499,381.19479993416263,8.215294,,,,1,,,,,,,821280.8,888459.0,1035913.4,0,0,0,
416,382.175941736607,7.869107,,,,,,,,,,,1.666751E7,1.768548E7,1.8263164E7,0,0,0,
434,383.1775671325852,7.8708572,,,,7,,,,,,,1978690.4,2167050.0,2190171.0,0,0,0,
687,383.1825444492394,9.6446905,,,,,,,,,,,0,0,0,409138.06,337914.0,545625.9,
650,383.18906573780373,8.96467,,,,44,,,,,,,1302402.8,1274691.9,1375380.0,0,0,0,
494,383.18929070478333,8.213557,,,,1,,,,,,,1.710185E7,1.8205764E7,2.1147976E7,0,0,0,
450,384.9345056046042,7.8760934,,,,7,,,,,,,277898.3,379459.8,376832.44,0,0,0,
373,384.9348411275169,7.766481,,,,52,,,,,,,828340.75,482794.7,505208.78,0,0,0,
264,384.9349299899015,7.362967,,,,3,,,,,,,866552.4,817074.06,730014.56,0,0,0,
725,384.934939931208,10.2327385,,,,9,,,,,,,1668131.6,1759111.6,1664894.2,0,0,0,
208,385.1324046782573,6.2733216,,,,,,,,,,,0,0,0,622317.56,214629.77,215233.44,
57,385.1465150333377,3.6546624,,,,,,,,,,,0,0,0,259329.77,311265.3,648033.3,
493,385.19322285806146,8.21355,,,,1,,,,,,,558344.44,611932.06,722614.25,0,0,0,
251,385.29208434759977,7.102635,,,,,,,,,,,0,0,0,521795.2,316618.78,446131.72,
736,385.7238181405327,10.316651,,,,49,,,,,,,0,0,0,1423636.9,1612527.0,1569184.5,
193,388.62153844027534,6.103478,,,,,,,,,,,0,0,0,290964.75,101973.68,143797.67,
542,391.2839493963017,8.377632,,,,31,,,,,,,0,0,0,841100.75,953992.5,846391.3,
382,393.21954881975597,7.7697563,,,,54,,,,,,,0,0,0,751194.7,614467.4,727603.44,
546,393.2971253740752,8.390148,,,,31,,,,,,,0,0,0,1391640.1,1295659.9,1666456.9,
586,394.3223043183876,8.749936,,,,,,,,,,,0,0,0,637982.5,528430.2,550920.1,
248,395.21895376463567,7.096205,,,,,,,,,,,0,0,0,292170.84,234889.4,298131.25,
406,395.330537245836,7.8036494,,,,,,,,,,,0,0,0,625791.75,323279.38,427536.22,
658,395.33055033993696,8.96685,,,,46,,,,,,,0,0,0,797982.8,736489.9,856263.4,
315,395.33055960274334,7.469616,,,,18,,,,,,,0,0,0,694074.94,514446.0,659403.7,
489,395.3307140339405,8.204643,,,,,,,,,,,0,0,0,273674.53,184385.89,233971.42,
480,397.16817735908853,7.9402804,,,,,,,,,,,3561810.5,3619918.8,3745102.2,0,0,0,
151,399.14816848946947,5.7255893,,,,34,,,,,,,0,0,0,2931925.0,3258261.8,3253686.2,
490,399.18393718410965,8.204819,,,,1,,,,,,,1868587.4,2141905.0,2262315.0,0,0,0,
168,400.17970115688144,5.992368,,,,,,,,,,,0,0,0,288788.03,391462.44,393096.47,
205,401.2869745543487,6.2443085,,,,,,,,,,,0,0,0,1517338.9,1438889.8,1878982.4,
501,402.1629537035389,8.215294,,,,1,,,,,,,356929.97,332975.44,394112.97,0,0,0,
155,402.357378294345,5.8101172,,,,,,,,,,,0,0,0,311782.38,139989.27,359235.12,
349,408.30811568539724,7.696942,,,,64,,,,,,,0,0,0,1346816.5,2298667.2,1779712.5,
398,408.3081543281192,7.7733307,,,,54,,,,,,,0,0,0,4527249.5,7784803.5,6539636.5,
223,409.1922933159255,6.6014366,,,,20,,,,,,,0,0,0,1023131.1,1062406.1,1065341.4,
522,409.20476765170037,8.267795,,,,,,,,,,,309170.6,320177.53,447957.97,0,0,0,
408,409.2744041917715,7.8197155,,,,,,,,,,,0,0,0,675851.94,474231.78,595268.06,
336,410.30480100855306,7.62207,,,,,,,,,,,0,0,0,440331.66,330351.22,440792.5,
214,411.207953244408,6.3743043,,,,,,,,,,,0,0,0,372749.9,455104.47,456376.56,
678,411.3838515446655,9.356153,,,,,,,,,,,571884.44,532484.5,693998.25,0,0,0,
192,412.1433048428083,6.106993,,,,19,,,,,,,0,0,0,1128885.2,703571.25,852731.9,
543,413.2657387500981,8.377632,,,,31,,,,,,,0,0,0,3392231.8,3535303.8,3114337.2,
415,417.2229093063097,7.869105,,,,,,,,,,,191970.44,237701.94,433900.9,0,0,0,
270,421.1295747202653,7.3647227,,,,3,,,,,,,643196.56,694572.44,840446.3,0,0,0,
327,421.1558214671233,7.5483365,,,,56,,,,,,,0,0,0,274436.03,268314.06,347455.12,
357,421.15586753064525,7.754172,,,,50,,,,,,,0,0,0,652818.94,704944.6,821900.8,
513,421.2507496030444,8.219026,,,,,,,,,,,0,0,0,406899.88,254979.75,329974.97,
576,421.28412687291757,8.693045,,,,,,,,,,,0,0,0,0,39503.242,544583.6,
374,423.1450076752247,7.766481,,,,52,,,,,,,493333.3,523753.78,632166.9,0,0,0,
111,426.9676013790613,5.103146,,,,,,,,,,,6632280.5,7306138.0,6763790.0,0,0,0,
252,429.31823230908395,7.108031,,,,,,,,,,,0,0,0,680825.06,365406.06,580839.56,
200,430.3885954258844,6.20488,,,,,,,,,,,0,0,0,275812.16,127621.22,356671.38,
730,430.91327198582803,10.233948,,,,14,,,,,,,0,0,0,446381.62,441608.06,441494.3,
222,431.174119288447,6.5996265,,,,20,,,,,,,0,0,0,586587.75,599387.9,612249.75,
218,431.17423949441564,6.4319158,,,,,,,,,,,0,0,0,393628.0,415688.78,444809.7,
215,433.1899803168144,6.37253,,,,25,,,,,,,0,0,0,3802599.0,4424338.0,4402694.0,
67,433.2064847430641,3.8454866,,,,41,,,,,,,0,0,0,108370.22,140299.77,256059.61,
84,433.20669779305877,4.542909,,,,51,,,,,,,0,0,0,4720300.0,5378270.0,8173895.5,
134,437.19300085214724,5.577152,,,,30,,,,,,,0,0,0,2349523.8,2009082.9,2140853.8,
306,438.1195886650591,7.375223,,,,3,,,,,,,975999.56,1007481.1,1104920.8,0,0,0,
634,439.2515445824785,8.955941,,,,44,,,,,,,2160807.2,2185845.8,2191688.2,0,0,0,
381,440.1350893558438,7.768225,,,,52,,,,,,,1045492.94,1202237.2,1260763.9,0,0,0,
478,443.20459390134766,7.9039974,,,,,,,,,,,0,0,0,784429.4,256284.84,707211.6,
206,445.3131008038552,6.251475,,,,,,,,,,,0,0,0,691050.0,618542.56,1103891.2,
101,447.12698961510455,4.6893725,,,,21,,,,,,,0,0,0,396407.16,489896.84,514181.6,
110,448.2032237774849,4.898487,,,,,,,,,,,0,0,0,83090.31,95138.88,121074.984,
125,448.2033353178768,5.430351,,,,48,,,,,,,0,0,0,6236443.5,7044495.5,7188043.0,
425,449.16064973858124,7.869107,,,,7,,,,,,,1319289.0,1481688.5,1559848.6,0,0,0,
165,449.1846940602289,5.94953,,,,38,,,,,,,0,0,0,571628.44,517060.9,560082.3,
65,449.2027057530033,3.8444645,,,,,,,,,,,1315801.0,936255.75,1393924.8,0,0,0,
379,449.30206159809944,7.767971,,,,54,,,,,,,0,0,0,550195.75,410327.8,508390.44,
85,450.23345874910973,4.542909,,,,51,,,,,,,0,0,0,2280884.2,2713164.2,3885283.5,
68,451.2171169250726,3.8454866,,,,41,,,,,,,0,0,0,477445.4,556432.06,979511.1,
686,451.24509855621676,9.644704,,,,,,,,,,,0,0,0,399314.78,319912.94,530607.25,
375,452.9220810935213,7.766481,,,,52,,,,,,,219917.56,265892.9,282505.16,0,0,0,
724,452.9223025947014,10.232728,,,,9,,,,,,,1324554.0,1374878.9,1312253.4,0,0,0,
279,452.92232464431964,7.3664513,,,,3,,,,,,,370720.97,329062.22,483516.22,0,0,0,
86,455.188592764003,4.542909,,,,51,,,,,,,0,0,0,3.3078956E7,3.642624E7,4.625847E7,
350,457.34940056552404,7.7005534,,,,,,,,,,,0,0,0,482692.44,201157.11,401540.97,
677,463.33120125291947,9.191781,,,,,,,,,,,0,0,0,11934.977,69743.04,844327.6,
469,466.15066690721955,7.895102,,,,7,,,,,,,1798446.2,2007512.0,2056394.8,0,0,0,
495,468.16774553956463,8.20146,,,,1,,,,,,,1702205.8,1889923.4,2101327.2,0,11681.255,7392.7344,
64,468.2437848061034,3.8454866,,,,,,,,,,,0,0,0,266037.78,326846.06,521222.72,
94,469.10898330404194,4.6893725,,,,,,,,,,,0,0,0,341365.66,404024.0,429135.84,
126,470.18532502944686,5.430351,,,,48,,,,,,,0,0,0,1.1808889E7,1.297684E7,1.3135237E7,
224,472.2007916766033,6.6014366,,,,20,,,,,,,0,0,0,409901.12,411560.8,430027.25,
69,473.19921182059187,3.8454866,,,,41,,,,,,,0,0,0,1775188.2,2087157.5,3451053.8,
585,473.2819204908097,8.745429,,,,,,,,,,,591238.1,781603.2,233507.1,0,0,0,
253,473.34450386771044,7.1044426,,,,,,,,,,,0,0,0,593680.44,316103.9,494354.88,
256,478.2924105100431,7.170814,,,,,,,,,,,0,0,0,825215.6,998251.8,1032750.7,
259,478.2924205572122,7.309551,,,,,,,,,,,0,0,0,188469.33,234498.33,241368.23,
203,480.3080453366406,6.2210717,,,,,,,,,,,0,0,0,407095.1,322152.88,475879.5,
330,481.29202934588255,7.5733485,,,,,,,,,,,0,0,0,775738.56,631849.1,662007.1,
662,481.29213463581254,8.970444,,,,46,,,,,,,0,0,0,3402445.5,3224580.5,3630187.8,
314,481.29218006126894,7.4571185,,,,,,,,,,,0,0,0,2751083.0,2157188.5,2623370.0,
629,489.2770114595949,8.954198,,,,,,,,,,,210395.39,298193.12,462061.3,0,0,0,
112,494.9550550629251,5.1013284,,,,,,,,,,,353268.88,395015.94,359293.03,0,0,0,
655,495.25674591541383,8.966403,,,,44,,,,,,,3090286.5,2766287.2,3328279.8,0,0,0,
694,495.3142177996274,10.018268,,,,,,,,,,,1048306.94,1100525.0,1458946.5,0,0,0,
693,496.3167859482253,10.020031,,,,,,,,,,,379629.2,402526.78,536292.56,0,0,0,
341,501.3756984359947,7.693373,,,,,,,,,,,0,0,0,396286.84,156947.27,331307.38,
156,517.251751806575,5.8064632,,,,,,,,,,,0,0,0,740317.6,538624.25,575078.3,
