row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML Peak area,POS_TJGIp1_3_Run185.mzML Peak area,POS_TJGIp1_2_Run99.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML Peak area,POS_TJGIp1_1_Run34.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML Peak area,
137,101.0233304487262,0.63696486,,,,56,,,,,,,1146551.5,1399922.2,1697738.8,616342.8,1257918.8,2409699.5,
106,101.02333050525696,0.5168962,,,,,,,,,,,41864.56,681535.75,233685.86,254385.77,252144.86,255038.5,
4066,101.07086717566933,10.144729,,,,,,,,,,,2.9646154E7,3513617.2,5856714.5,5738785.0,2212987.5,2.2468838E7,
3873,101.07090615359544,8.985152,,,,,,,,,,,2301966.0,2632424.8,3126419.2,3745442.5,2870748.5,1644010.8,
3708,101.0709171281764,8.602168,,,,,,,,,,,6591770.0,6263446.5,1585379.2,1.4964307E7,1.4371857E7,1.1841044E7,
3935,101.07092878278458,9.421189,,,,,,,,,,,6036377.0,3089873.8,4195439.5,3.5353908E7,5414308.5,1073107.2,
4209,102.03374054604042,10.575202,,,,12,,,,,,,6.507601E7,7.5516296E7,6.6886956E7,5.2023856E7,5.555598E7,7.594585E7,
1121,102.05490588166985,5.555536,,,,206,,,,,,,323677.62,290318.06,434382.2,449589.66,630692.25,241653.52,
43,102.05492822139054,0.37287745,,,,33,5,[M-H2O+H]+,,2,43;28,119.05819,1.0745422E7,1.865783E7,1.6238146E7,1.0548868E7,1.1097169E7,2.0906178E7,
240,102.09138224549156,2.1404488,,,,,,,,,,,148235.6,173457.02,684496.0,537449.56,118573.164,496745.84,
275,102.0914082048716,2.4954293,,,,,,,,,,,317410.4,320069.56,439583.9,609537.6,466984.0,393401.56,
4211,102.5353257875701,10.577592,,,,12,,,,,,,5659233.5,6527135.5,5728860.0,4506148.5,4815699.0,6530877.0,
4215,104.03009209561276,10.572822,,,,12,,,,,,,1616934.4,1934009.4,1617495.1,556602.94,313994.44,1918573.0,
112,104.07055221735283,0.50998515,,,,,,,,,,,367418.0,576548.75,493601.4,343132.03,218677.92,256352.0,
24,104.10691826882434,0.36026466,,,,33,,,,,,,1.6158125E7,2.1332514E7,2.0824136E7,1.6580157E7,2.3507714E7,1.907283E7,
353,104.10701467294193,2.9724076,,,,,,,,,,,128630.82,437051.94,14810.271,142976.45,186867.9,132854.89,
852,105.0697990475497,5.0774627,,,,138,,,,,,,548029.6,444751.12,453653.62,800392.5,637827.25,551300.4,
439,105.06994081895914,3.4488773,,,,80,,,,,,,505607.03,518041.78,546547.06,468740.3,659213.5,678950.25,
495,109.10122159986008,3.735232,,,,,,,,,,,1505967.6,1525537.6,1288922.5,1426686.9,1462465.5,2088738.0,
384,109.1012566015511,3.1474507,,,,77,,,,,,,562502.2,528898.0,552438.75,462316.16,412639.97,401767.72,
4173,110.01988828789574,10.444367,,,,,,,,,,,1953198.1,3043631.0,2335973.5,970854.8,613460.1,2388175.2,
4237,110.01990760202024,10.811818,,,,,,,,,,,1178837.6,1180677.4,1315551.4,1.1582308E7,8831145.0,965414.6,
122,110.06001341888458,0.55652404,,,,,,,,,,,443590.25,449686.6,347920.16,377889.12,316790.66,554578.9,
148,110.06002799113077,0.6493338,,,,,,,,,,,190563.62,70414.1,64152.805,201154.73,167624.06,382984.2,
4182,111.02007254029424,10.468303,,,,218,,,,,,,1.8502238E7,2.0729732E7,1.9411726E7,2.235215E7,2.1479628E7,2.1175864E7,
4210,111.03894840016153,10.576807,,,,12,,,,,,,8984664.0,8969753.0,8489559.0,8474894.0,8757928.0,6853841.5,
4185,111.52168388114067,10.484768,,,,218,,,,,,,1548372.9,1673916.0,1606472.9,1818749.4,1728407.9,1740335.0,
4183,112.01772822745788,10.469071,,,,218,,,,,,,7204179.5,8040690.5,7529742.5,8704219.0,8332384.0,8282304.0,
107,113.03449923364384,0.4670389,,,,,,,,,,,241776.95,1380904.6,435098.62,62423.367,121882.81,1666325.0,
149,113.0345124027807,0.6566053,,,,,,,,,,,50237.43,63906.492,159073.39,47169.793,54263.453,417408.72,
250,113.05973097393438,2.2125607,,,,,,,,,,,697203.3,398508.6,201929.27,893760.75,1102874.9,1426653.4,
4279,113.96358109130271,11.059273,,,,,,,,,,,640438.0,702408.9,692124.3,6369035.0,1272402.4,612690.0,
264,114.0914057652127,2.401006,,,,190,,,,,,,955204.2,823275.8,1040456.7,939661.3,1696222.6,985268.3,
311,114.09140575441278,2.7287781,,,,238,,,,,,,481392.2,306297.38,484961.38,370253.4,398552.22,754107.2,
313,114.12778756707114,2.7442474,,,,,,,,,,,100527.6,200127.16,226326.8,177750.12,278109.56,129074.58,
348,114.12779396627595,3.0037556,,,,,,,,,,,293490.0,327496.66,432870.8,320039.28,642644.4,279717.56,
54,116.07058878983462,0.37585416,,,,33,,,,,,,1864207.0,3382209.2,2423842.5,1643655.8,1995979.1,3396334.2,
260,116.07061823860043,2.353197,,,,155,,,,,,,343098.7,472522.6,643947.8,299333.34,497956.03,413963.75,
404,118.065143661399,3.2435112,,,,24,,,,,,,1255518.8,1137072.4,1189351.9,1236818.2,1366384.1,1505030.2,
1232,118.08610244382339,5.71263,,,,,,,,,,,323205.97,1721212.1,230541.78,615088.56,455835.47,1342139.6,
1512,118.08610962130787,6.1345806,,,,,,,,,,,1505432.0,4689470.0,1082410.0,1511942.6,1734905.9,5818617.5,
1272,118.0861275537382,5.799713,,,,,,,,,,,744964.5,1274362.2,613639.75,614315.56,596040.06,2316986.8,
1424,118.08612799424218,6.0475655,,,,220,,,,,,,5307253.5,1841620.6,5062681.0,2421380.5,3706215.8,2387748.5,
1155,118.0861479052078,5.633244,,,,101,,,,,,,1958781.1,752869.6,1944921.6,2052951.6,2089785.0,1229389.8,
47,118.08621773000475,0.3743653,,,,33,12,[M+H]+,,2,71;47,117.07887,7.65521E7,7.88963E7,7.892599E7,6.754966E7,7.6150824E7,8.718037E7,
180,118.08622317696377,0.8859784,,,,,,,,,,,166283.22,218170.42,870382.8,648745.06,1580435.2,436778.84,
195,118.08624350037603,0.9726079,,,,,,,,,,,425478.75,206176.62,627975.1,414044.8,318454.2,218710.66,
4075,118.12247227512454,10.167121,,,,,,,,,,,1706391.4,1314374.4,1776277.8,1819943.4,349992.7,1259227.4,
52,118.12248194610352,0.3751125,,,,33,,,,,,,1694848.1,1905676.0,1741660.5,1736657.8,1805319.4,2344367.5,
591,119.08553971330416,4.340402,,,,,,,,,,,174389.56,194462.03,205072.52,246850.69,312579.28,202515.12,
483,119.08556503034525,3.6940358,,,,7,,,,,,,539103.44,538702.44,555453.1,497753.34,655518.7,673829.6,
49,119.08954790376924,0.3736236,,,,33,,,,,,,4161405.5,4293760.5,4274435.0,3386403.0,3742296.5,4747620.5,
933,120.04429975296512,5.2594905,,,,134,,,,,,,370352.97,418928.22,400669.1,527519.0,623017.6,465048.2,
552,120.04439273427109,4.1106443,,,,135,,,,,,,280651.4,293046.84,285376.62,268647.5,324301.03,353939.78,
366,120.04445490901723,3.0529547,,,,128,,,,,,,380423.9,312256.94,293430.78,319076.8,301011.44,503610.78,
433,120.04446441484932,3.414129,,,,228,,,,,,,153942.44,130193.46,122700.664,134087.66,102442.45,216296.86,
309,120.04447202026307,2.7278688,,,,238,,,,,,,5004904.0,4565493.0,4395066.0,4230187.5,4409682.5,6845661.0,
45,120.06542909642411,0.37287745,,,,33,5,[M+H]+,,2,28;45,119.05819,4.7746052E7,8.5832E7,7.3156744E7,4.6977732E7,5.0460424E7,9.682805E7,
1120,120.06546542396138,5.554735,,,,206,,,,,,,1474262.1,1553825.5,2008427.9,2140442.5,2933324.8,1147173.4,
352,120.06558417013412,2.9977973,,,,,,,,,,,212665.36,195460.92,218240.78,375955.56,151193.45,343337.8,
276,120.0655943884463,2.4860966,,,,,,,,,,,279271.22,321287.0,103912.234,246329.25,212448.9,81279.695,
211,120.08077716052992,1.4011015,,,,210,,,,,,,5442360.0,5760573.0,6757005.5,4128007.5,5539807.0,6730955.5,
378,120.08081367085589,3.124937,,,,205,24,[M-2H2O+H]+,,2,378;376,155.09471,259196.53,157113.34,234352.94,122583.234,163158.6,213061.67,
346,120.08081823492704,2.9751139,,,,176,,,,,,,191292.38,141682.19,211818.4,81635.09,96341.89,163887.17,
280,120.080833392396,2.5393465,,,,,,,,,,,294992.78,209131.53,250587.69,137758.36,210783.4,218914.14,
3493,121.02826786476948,8.294808,,,,,,,,,,,288716.4,411149.78,381576.53,377914.22,366221.72,300422.78,
44,121.06871922226281,0.37287673,,,,33,,,,,,,2080312.8,3874561.5,3244541.8,2082673.0,2096253.2,4482422.5,
4203,122.54692048898725,10.5642395,,,,12,,,,,,,3345956.8,3665353.2,3456577.0,2934779.2,3071829.8,3651481.5,
125,123.05519911528403,0.583919,,,,250,,,,,,,1411358.4,1913094.4,1743520.1,718011.2,1379375.5,2212800.0,
50,123.0915095494426,0.3751073,,,,33,17,[M-2H2O+NH4]+,,2,50;91,141.07819,897760.75,1958937.0,1843508.4,1221976.1,1746679.5,1528842.6,
316,123.09166858037305,2.7605572,,,,93,,,,,,,59748.47,73461.055,93840.695,36566.47,84538.31,83690.19,
119,124.03926111586905,0.5376735,,,,194,,,,,,,5888205.0,7017834.5,5907037.5,4876697.0,5357499.5,9276942.0,
577,125.09613752299948,4.2394834,,,,243,,,,,,,103158.47,106139.03,123036.31,140746.8,153145.56,148828.94,
443,125.09615508530938,3.4505444,,,,80,,,,,,,750686.5,542449.5,572782.0,704276.4,660346.94,810012.25,
4217,125.98606008680594,10.588047,,,,12,,,,,,,1.7448186E7,2.022967E7,1.7372852E7,1.3598473E7,1.4055588E7,1.8582738E7,
168,127.05020797923493,0.7998998,,,,,,,,,,,348219.97,70042.266,225493.16,272988.0,354102.3,2194909.2,
102,129.05451089084207,0.421283,,,,33,,,,,,,297758.3,1381396.4,1157366.5,497622.56,307342.3,1908428.9,
96,130.04981270087393,0.3976554,,,,33,,,,,,,1317404.8,3216478.5,2151219.2,1397566.4,614184.7,2917626.0,
127,130.04988889934154,0.6063185,,,,250,,,,,,,3583396.0,3184366.5,3424458.0,1433342.2,3795626.8,3649429.0,
201,130.0499224846236,0.995759,,,,,,,,,,,67933.36,369627.75,103395.086,0,0,55012.97,
184,130.04992994553618,0.8662177,,,,,,,,,,,67933.36,283050.5,163271.14,3526.3992,16184.686,76525.586,
80,130.08619433882512,0.38183534,,,,33,,,,,,,1459038.9,3141640.5,2194866.8,1388921.6,1650554.2,3141108.0,
146,130.0862852424857,0.6279246,,,,,,,,,,,125876.15,62061.797,54734.39,30300.307,82129.76,488899.28,
3875,130.15896902330874,9.008979,,,,,,,,,,,158873.42,184983.03,184814.64,325708.75,343655.7,127252.79,
298,130.15912890761814,2.6385508,,,,,,,,,,,4918893.0,4290332.5,4458653.5,9189807.0,8358519.5,5968582.0,
1601,132.10177434557585,6.318743,,,,,,,,,,,94559.07,633483.1,343484.78,0,9592.205,658537.94,
1498,132.10178749356297,6.1211667,,,,,,,,,,,175264.17,812937.6,1702043.8,60874.1,270249.84,226341.88,
1428,132.10180075167577,6.0709033,,,,,,,,,,,1260933.9,216995.25,516532.12,569097.4,949920.0,200962.6,
51,132.1018101465551,0.3751073,,,,33,,,,,,,3212839.0,2741242.2,2398461.5,2698812.8,2574095.5,3029597.8,
157,132.10190891620678,0.73451614,,,,8,,,,,,,3.445496E7,3.9901564E7,4.1900636E7,2.4766044E7,3.3473082E7,4.8304904E7,
198,132.10191170878093,0.9600604,,,,,,,,,,,277354.84,123173.95,505503.44,13258.154,76397.62,240195.64,
473,132.10193668347617,3.686095,,,,7,,,,,,,1098460.0,1021094.06,1109655.6,983847.9,1162730.5,1163673.8,
532,133.10122555538064,3.9661558,,,,,,,,,,,377099.4,98936.48,521212.0,479246.16,701643.3,492080.5,
485,137.09615395391015,3.694106,,,,7,,,,,,,1463196.2,1475188.6,1526515.2,1307900.9,1835944.8,1766913.4,
934,138.05486446205236,5.259497,,,,134,,,,,,,157724.78,151557.9,178562.9,217928.73,241343.86,210325.97,
312,138.0550401566139,2.7287953,,,,238,,,,,,,1360685.4,1254320.9,1254721.2,1049736.4,1092228.8,2089686.1,
267,138.05505912411874,2.4074495,,,,190,,,,,,,1205271.4,1440406.8,1569187.4,1136841.9,1478686.8,1643294.0,
4184,139.98768229805862,10.484263,,,,218,,,,,,,6374143.5,7103392.0,6704364.0,7981483.0,7538425.0,7219352.0,
20,140.06811048058537,0.35143104,,,,33,1,[M+Na]+,,2,15;20,117.07887,3755418.2,4375639.5,4352292.5,3879634.2,4841177.0,4878080.5,
154,140.0681164219705,0.70174104,,,,,,,,,,,247446.2,256644.06,152658.4,164252.47,201440.12,568663.7,
135,140.06812769346826,0.63898355,,,,,,,,,,,109302.086,394910.88,95365.15,43637.99,243823.56,134310.58,
164,140.0681456013057,0.7457178,,,,,,,,,,,109302.086,276982.5,40929.508,95034.5,89148.22,134310.58,
179,140.0681510636122,0.8966543,,,,,,,,,,,92664.87,109517.94,61835.25,95034.5,66981.91,180242.92,
197,140.06817681390433,1.0069209,,,,,,,,,,,118308.484,386316.2,53986.414,92640.8,27001.18,144225.77,
273,141.05469315546324,2.456388,,,,,,,,,,,1410855.2,738968.94,967413.2,1285189.0,957448.0,1671693.2,
4181,141.9831471002113,10.467302,,,,218,,,,,,,2451798.5,2691512.5,2550089.8,3041658.2,2810240.8,2771657.8,
28,142.04741544154933,0.36471117,,,,33,5,[M+Na]+,,3,43;28;45,119.05819,7308527.0,1.4549303E7,1.296927E7,7544362.0,9057067.0,1.7904604E7,
13,142.947989623439,0.34683004,,,,18,0,[M+H]+,,1,12,141.94068,1231804.1,1217674.8,1157956.0,1080616.6,1165455.2,1021911.3,
2618,143.0701337500121,7.5439973,,,,,,,,,,,163934.94,144829.53,300700.62,364069.78,288767.2,258201.28,
94,144.0654586941101,0.3933228,,,,33,,,,,,,476325.4,1013339.94,750579.75,480853.66,378290.9,978358.9,
138,144.06549875579262,0.6370641,,,,,,,,,,,406419.7,1226085.2,2013590.2,458625.47,806760.44,1080616.4,
219,144.06551250021528,1.5869613,,,,,,,,,,,108378.37,520606.06,870511.5,153699.02,329582.16,744917.44,
1485,144.10177481122966,6.1508813,,,,,,,,,,,506841.06,179801.52,514979.16,291017.03,463462.16,224291.12,
73,144.10181991998152,0.3795843,,,,33,,,,,,,1.4162424E7,1.5671458E7,1.6207799E7,1.7015552E7,1.784811E7,1.5649159E7,
155,144.10190801670262,0.69390637,,,,,,,,,,,45672.52,60472.914,80003.58,74007.01,63303.848,34147.594,
181,144.1019099271787,0.85313374,,,,,,,,,,,58699.035,40944.59,38833.91,71428.55,312119.66,97290.88,
3791,144.98201547941827,8.766837,,,,,,,,,,,388952.62,420489.88,644850.5,986866.2,282311.4,231854.94,
4006,144.98201888922523,9.826795,,,,,,,,,,,7030929.5,1112585.1,6980091.0,198895.5,7450838.0,960986.0,
3872,144.98206469423414,8.992482,,,,,,,,,,,292083.78,276385.7,304742.0,222888.22,529277.0,145879.03,
3696,144.98208422096127,8.578583,,,,,,,,,,,1097611.2,738501.56,1253893.5,1567216.4,1833294.6,481593.38,
3936,144.98208686841727,9.428724,,,,,,,,,,,1430686.4,863244.56,1473044.2,9819159.0,1166957.0,830896.6,
4289,145.0351140338404,11.318692,,,,,,,,,,,880739.3,520336.03,708130.1,7039955.5,2062734.2,396996.4,
414,146.0601066243635,3.2714179,,,,204,,,,,,,694958.94,732277.1,710002.7,653712.44,695982.06,935134.75,
326,146.06011548528105,2.8292172,,,,244,,,,,,,103843.66,102849.28,160225.97,68964.91,90874.836,155154.98,
258,146.0601354390521,2.3469718,,,,76,,,,,,,1747175.2,1054712.9,1138085.5,1554936.9,1200207.2,2389945.0,
123,146.08110365857823,0.50896883,,,,,,,,,,,98978.01,276467.03,329974.53,68176.44,77471.19,551307.5,
173,146.0811459377991,0.83066684,,,,,,,,,,,200965.69,58279.58,684301.0,186725.77,298553.53,752497.56,
257,146.11761870581265,2.3386495,,,,,,,,,,,729743.5,805660.44,889426.2,455557.75,780021.4,909392.75,
282,147.05535357781022,2.5513575,,,,,,,,,,,450535.5,384466.7,373537.3,307169.8,327737.94,639442.5,
500,147.06230135590042,3.758115,,,,,,,,,,,613620.94,548257.5,382119.1,459559.75,303440.75,770493.1,
259,147.06335072704044,2.3469718,,,,,,,,,,,132523.7,67429.875,59974.164,123318.22,89744.19,160374.4,
100,147.0650833428867,0.4308041,,,,33,,,,,,,428868.97,1517767.1,1231856.6,542723.3,1022391.44,2125844.8,
586,147.11681467803552,4.3366194,,,,53,,,,,,,682256.0,554352.0,593390.06,797798.3,826859.5,756832.06,
367,148.03936290247626,3.052044,,,,128,,,,,,,505776.2,397051.94,387372.72,390358.6,352741.28,640296.5,
72,148.06030403341998,0.37957704,,,,33,,,,,,,914312.4,1473926.8,1200677.9,850036.9,984873.0,1492205.5,
3482,149.0231994852379,8.291664,,,,88,,,,,,,1.0863961E7,1.5015843E7,1.3741931E7,1.4196931E7,1.3788211E7,1.1103219E7,
4276,149.02320569034518,10.995594,,,,,,,,,,,25024.543,31105.484,245062.94,68449.69,19788.65,50022.66,
3803,149.02321329058526,8.819827,,,,,,,,,,,0,0,0,0,176474.61,0,
1678,149.02326931852565,6.4670043,,,,83,,,,,,,426658.53,437619.28,533027.1,556806.44,458122.38,472996.94,
833,149.02327249279446,5.047041,,,,10,,,,,,,438103.16,433528.88,431471.62,455538.22,422925.16,439395.0,
1723,149.0232800620092,6.550447,,,,120,,,,,,,1215233.9,1176056.5,1247525.6,1423808.9,1455704.2,1433153.4,
647,149.02329965537237,4.5802045,,,,22,,,,,,,210556.33,230194.94,247946.39,215517.27,227781.58,237936.22,
1215,149.0595880017501,5.7066283,,,,47,,,,,,,742060.94,803743.25,769369.9,713555.5,703312.6,837302.94,
490,149.05973730543874,3.7231228,,,,151,,,,,,,291611.22,312977.25,297528.34,361902.97,338686.0,311566.97,
4199,151.03502797354008,10.536401,,,,,,,,,,,247112.97,364473.44,246092.02,182013.78,245687.12,930752.0,
130,152.07056787176717,0.62468123,,,,56,,,,,,,1427478.5,1387342.4,1820920.1,1746212.8,1830616.5,2375072.8,
68,152.07057526602014,0.3788437,,,,33,,,,,,,730016.4,735709.44,867902.06,905523.0,790060.0,1106735.8,
302,152.07067567621604,2.6872559,,,,,,,,,,,281138.44,329103.62,384327.84,265257.6,343850.97,421932.6,
256,152.07069738697172,2.3371308,,,,76,,,,,,,177837.22,224055.11,290874.1,196566.61,270427.75,283627.88,
4208,154.0047118364482,10.560848,,,,,,,,,,,527646.56,1120488.6,347590.66,253313.78,27951.77,1123257.5,
4238,154.9900105082701,10.7949295,,,,,,,,,,,707408.1,736203.06,769293.2,6489062.5,4867826.5,456394.1,
435,155.0598017554859,3.44561,,,,80,,,,,,,730358.94,713362.94,571920.0,578017.7,455080.4,902806.06,
480,155.10666535582348,3.6932628,,,,7,,,,,,,935151.25,965208.56,860956.06,816249.8,982985.6,1291819.2,
385,155.10670790324343,3.1465352,,,,77,27,[M+H]+,,1,387,154.09944,283883.66,261403.88,280237.3,241891.12,229085.03,212962.48,
15,156.04200578680283,0.34921023,,,,33,1,[M+K]+,,2,15;20,117.07887,1144082.0,1220144.1,1202465.9,955123.75,1053403.4,1239725.2,
4187,156.99041722304693,10.494489,,,,218,,,,,,,2439864.5,2833141.0,2495372.0,2830771.8,2678063.0,2722308.2,
397,157.17001960474485,3.238142,,,,,,,,,,,193646.56,158901.98,191696.72,534913.06,466535.53,199503.67,
77,158.08110032341486,0.38108015,,,,33,,,,,,,3615624.8,5615314.5,5067339.0,4120147.8,4807657.5,5277337.0,
220,158.0811820529786,1.6035452,,,,,,,,,,,742469.75,1005594.06,1254015.2,961438.9,995014.5,1025758.5,
745,158.15383020244863,4.811853,,,,236,,,,,,,446108.4,381369.72,415510.88,743670.6,728624.94,423607.22,
86,158.1538630922357,0.38109782,,,,33,15,[M+NH4]+,,2,76;86,140.12041,199097.39,151044.1,221961.14,292776.1,261804.16,244680.98,
687,158.1538634007878,4.692007,,,,,,,,,,,117298.63,163885.8,143183.05,141182.02,162034.11,145700.34,
141,158.15391846107548,0.65258133,,,,212,,,,,,,268804.97,271091.0,301576.8,326091.22,390109.22,384179.47,
350,158.15402993441714,3.00516,,,,,,,,,,,178150.61,233336.69,281989.97,189229.38,393951.44,222035.4,
477,161.05979875587437,3.691679,,,,7,,,,,,,437929.16,551849.0,436633.7,313352.66,377634.22,536366.44,
472,161.09611891550904,3.6836824,,,,7,,,,,,,1904114.8,1142409.1,1300211.1,1109612.1,1005932.3,2924196.5,
265,162.05501997275846,2.4036987,,,,190,,,,,,,318521.78,199541.17,209155.44,214215.27,178257.38,369851.12,
394,162.05502851628265,3.1951778,,,,108,,,,,,,669065.0,742907.44,714860.4,645362.75,814957.2,898605.9,
432,162.05505806349797,3.4077108,,,,228,,,,,,,92727.664,87541.68,88844.68,75684.93,62401.5,181618.22,
95,162.07600359899945,0.38935196,,,,33,,,,,,,132364.42,1057599.4,739732.6,226573.23,199330.11,1076026.1,
139,162.0760408397225,0.6361259,,,,56,,,,,,,553689.2,878253.7,949191.3,450940.25,631058.8,1025428.7,
23,162.11235265846454,0.35879174,,,,33,,,,,,,1.0028105E7,1.0510736E7,1.0540925E7,7624724.0,1.0443326E7,1.1096514E7,
1625,163.0752419550736,6.370306,,,,227,,,,,,,1242668.4,970686.06,1215638.5,1614675.2,1727432.0,1190153.6,
626,163.07530258588406,4.5424495,,,,191,,,,,,,251017.64,236762.19,257132.45,298894.97,323178.3,251253.16,
471,163.07536089164344,3.678929,,,,,,,,,,,226222.39,127434.4,143448.3,236294.12,132730.95,448844.3,
19,164.02926121941775,0.3514265,,,,33,2,[M+Na]+,,2,19;17,141.04005,2472285.2,2863793.8,2850865.2,3110532.5,3340463.2,3220852.8,
405,164.07065054262884,3.2435112,,,,24,,,,,,,1144297.4,1055903.5,1034025.8,1151270.8,1175988.1,1476354.1,
315,164.07065363697873,2.756017,,,,93,,,,,,,318186.94,327911.53,355156.62,312777.84,368997.97,401214.9,
391,164.10710863328174,3.1564763,,,,188,29,[M-H2O+NH4]+,,2,391;390,164.08385,127849.516,136044.75,157650.89,180620.66,264547.2,169458.56,
440,164.1071160939811,3.4488773,,,,80,,,,,,,1572277.9,1617469.5,1784476.9,1443351.8,1951926.2,2110773.2,
8,164.92065003599103,0.32601872,,,,,,,,,,,221881.17,143425.52,161843.73,256169.89,248996.28,201517.48,
11,164.92989167441,0.33610824,,,,18,0,[M+Na]+,,2,11;12,141.94068,928154.9,895150.9,919874.1,856734.2,1050280.4,814449.56,
99,165.07568141608974,0.42537358,,,,33,,,,,,,732424.5,2796879.2,2941728.0,1124374.0,1876067.1,3839355.0,
3806,165.09085195491227,8.824429,,,,124,,,,,,,139343.14,108034.734,154239.56,389554.66,393131.28,20791.535,
484,165.09105784773718,3.694063,,,,7,,,,,,,737468.5,755259.8,778909.4,641386.8,930012.56,924745.44,
