row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp1_3_Run186.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGIp1_2_Run100.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,NEG_TJGIp1_1_Run35.mzML Peak area,Unnamed: 19
672,477.21812369031136,5.83054,,,,,,,,,,,537568.06,609377.2,222388.94,636598.5,621396.9,636257.75,
728,477.2182865136763,5.934818,,,,55.0,,,,,,,1075740.2,978294.3,1176399.5,1014856.3,622216.9,1047170.25,
704,477.2814670315456,5.8984933,,,,,,,,,,,1265996.9,1218448.0,1423848.8,1389923.2,994590.1,1491110.4,
1108,477.32221292244316,6.966472,,,,70.0,,,,,,,360785.16,365188.62,375489.25,410173.9,411016.72,387348.34,
1190,477.322240107696,7.185048599999999,,,,84.0,,,,,,,222071.42,225031.33,227795.53,265876.22,275961.44,189267.94,
1919,477.3255916716894,8.681572000000001,,,,,,,,,,,645471.7,704240.5,656514.4,695680.6,961556.75,763510.8,
730,478.22175912870085,5.9357169999999995,,,,,,,,,,,360890.34,336466.28,423317.12,334518.25,297279.22,370939.62,
751,478.28395919915175,5.9968324,,,,,,,,,,,455205.3,425584.5,424938.56,482807.0,383829.22,574197.0,
841,478.293775298513,6.254849,,,,37.0,,,,,,,484729.34,486185.03,538922.7,559597.2,448603.4,569180.94,
885,478.2939467937702,6.362701400000001,,,,153.0,,,,,,,866584.1,899915.1,902537.4,992710.94,1059922.1,1177357.0,
301,479.2050382372165,4.548909,,,,,,,,,,,471699.22,460268.34,511462.88,515929.1,294112.9,459598.0,
373,479.22839378313597,4.7965913,,,,,,,,,,,594570.9,1366922.6,636744.3,1657421.2,1127814.9,752798.9,
405,479.22863994726094,4.939035,,,,,,,,,,,57055.12,112214.21,56034.04,131810.56,87947.445,69167.625,
1299,480.27327945300016,7.3753649999999995,,,,,,,,,,,5381.1396,851541.1,167304.83,7411.857,38152.535,1421022.9,
1055,480.3095207211056,6.825365,,,,,,,,,,,289818.06,279719.28,302233.72,279647.44,310237.9,379557.78,
1874,483.27762093487706,8.438164,,,,17.0,,,,,,,0.0,60193.82,59418.85,28298.812,112174.79,34194.184,
1931,483.27826425226584,8.8006735,,,,89.0,,,,,,,24152.73,582401.2,481569.5,107875.45,486869.22,247197.7,
1704,483.27829015213416,8.093466000000001,,,,,,,,,,,102418.97,205518.95,192878.12,154162.94,220453.77,158434.42,
794,483.3803298310824,6.1343174000000005,,,,121.0,,,,,,,1038978.5,1008930.4,1288956.0,301935.9,1132869.8,1346188.4,
634,484.3389024223088,5.7058816,,,,,,,,,,,769154.9,730154.8,881353.0,950709.75,1237512.0,1099215.4,
603,484.3390620383818,5.607285,,,,62.0,,,,,,,499361.2,271260.75,535311.94,335695.38,524499.0,1069698.5,
424,485.1814999755472,5.017894,,,,72.0,,,,,,,1076908.4,1685465.2,1075670.1,1846709.2,1425264.8,1052578.4,
1110,485.27834881288055,6.976027,,,,,,,,,,,471608.75,381729.2,348357.78,1307132.1,0.0,1884912.8,
1170,485.2784477456764,7.1433029999999995,,,,,,,,,,,0.0,1095939.9,1006156.25,0.0,694385.8,964786.44,
1223,485.27866337736015,7.284333,,,,,,,,,,,0.0,0.0,0.0,0.0,1863742.0,0.0,
529,486.318290456132,5.347639,,,,22.0,,,,,,,585228.6,984721.06,660371.9,1109865.8,1389820.4,876715.44,
293,487.19729656413847,4.4509454,,,,125.0,,,,,,,478470.4,492620.44,487721.16,563863.9,503212.78,491970.47,
260,487.1973616651949,4.145193,,,,100.0,,,,,,,224315.95,297596.12,225472.5,344969.97,265655.06,227256.45,
246,487.27718191307287,4.1187267,,,,6.0,,,,,,,667428.06,314723.53,733456.06,357771.5,657349.56,1110304.1,
968,487.3061014113128,6.5876410000000005,,,,154.0,,,,,,,130545.055,157406.89,141866.6,122679.5,112181.625,125524.195,
1341,487.30630808329767,7.4455132,,,,107.0,,,,,,,1052831.5,994152.7,1117006.0,1289365.0,1118302.0,1191724.0,
1400,487.30659833991416,7.613809,,,,,,,,,,,326458.66,427908.1,464242.66,485085.25,457910.34,402234.84,
377,489.2135419788473,4.812427,,,,,,,,,,,241518.31,597684.94,237710.5,398553.44,437871.25,249309.11,
904,489.2184203044473,6.422052,,,,36.0,,,,,,,8689312.0,10162566.0,9293473.0,11948974.0,15201548.0,13222976.0,
414,489.3219510228612,4.9658245999999995,,,,,,,,,,,67060.64,107809.46,83616.16,108847.7,114696.83,123243.055,
1207,489.3220437452992,7.2580543,,,,,,,,,,,572045.3,525998.94,609009.44,918822.0,560772.2,518450.44,
1625,489.32207385575,7.8775754000000004,,,,114.0,,,,,,,184098.98,192476.94,230612.17,305313.25,148488.33,157842.8,
1559,489.32212895491347,7.715361,,,,39.0,,,,,,,271323.53,304892.1,326385.72,456119.34,289680.62,300983.6,
936,489.32239500437345,6.516922,,,,,,,,,,,426196.62,401903.03,427747.9,439928.56,334629.38,376702.78,
1160,490.3300771163001,7.1351266,,,,65.0,,,,,,,339974.5,400145.97,384526.22,406545.22,762878.5,581815.9,
1981,490.3304840690186,9.567402000000001,,,,,,,,,,,0.0,88603.414,87268.78,0.0,131503.73,21603.275,
366,491.1479162592372,4.785233,,,,28.0,,,,,,,12120391.0,18616694.0,14159948.0,14931927.0,30987488.0,25225186.0,
542,491.1974391400988,5.3667107000000005,,,,,,,,,,,394078.56,340150.7,416736.53,348384.2,312578.94,348276.4,
906,491.22473651454425,6.4211583,,,,,,,,,,,560260.25,659498.56,599155.5,768805.9,983465.6,857039.1,
352,491.22812668262515,4.755631,,,,,,,,,,,35906.434,165431.55,36265.504,207557.53,102161.44,28501.59,
447,491.2285841247222,5.0885625,,,,173.0,,,,,,,350026.0,602454.44,354649.78,692717.8,520174.97,385374.4,
480,491.2286097405557,5.2083917,,,,142.0,,,,,,,199391.98,333342.25,199662.2,404247.16,287654.6,229696.4,
408,491.22862167850417,4.9514830000000005,,,,,,,,,,,27717.125,66935.586,33078.2,80431.88,58340.082,29441.417999999998,
655,491.2663028103272,5.759336,,,,53.0,,,,,,,784704.3,856340.0,771550.25,833171.06,797539.4,685647.8,
1409,491.2802742908637,7.5951433,,,,,,,,,,,0.0,113672.234,239050.36,0.0,617515.56,237935.61,
1298,491.30139582180414,7.4150996,,,,,,,,,,,382025.7,473426.28,440499.25,432181.7,490371.38,477900.56,
800,491.30142314854515,6.129107,,,,,,,,,,,344532.03,262345.3,331517.72,286594.44,210772.61,270480.75,
592,491.30159668375984,5.561237,,,,160.0,,,,,,,79651.48,82493.414,68530.0,96867.15,80430.32,91781.695,
973,491.3016432850261,6.593737,,,,,,,,,,,412888.03,436510.03,418425.5,532993.06,401166.16,386350.22,
1147,491.30167635710114,7.094659299999999,,,,,,,,,,,435570.34,400700.53,430117.22,498965.2,281851.16,330717.25,
1067,491.3021934301507,6.840298,,,,96.0,,,,,,,372163.62,330145.9,373577.8,389182.9,198019.8,343406.88,
1188,491.3361978832338,7.1779265,,,,84.0,,,,,,,303956.75,327992.88,391279.94,341974.03,428560.84,376712.4,
1301,491.33721168895914,7.4191270000000005,,,,107.0,,,,,,,294351.06,312776.4,341330.97,349168.16,295542.38,239547.9,
1093,491.3376864550394,6.937591,,,,70.0,,,,,,,195698.27,235487.75,198655.31,275850.0,251144.2,205897.14,
1033,491.33773988868796,6.788235,,,,,,,,,,,696372.6,610214.44,740357.94,690076.8,680935.2,683874.06,
880,491.3378099710897,6.3564315,,,,153.0,,,,,,,83447.54,81613.516,72962.79,97727.61,84876.05,71580.99,
1461,491.3378314845726,7.6789393,,,,9.0,,,,,,,527348.5,510124.44,681196.3,727537.3,976005.4,634742.7,
1872,491.34073993057785,8.402882,,,,,,,,,,,16951.832,919318.44,1035807.5,5717.9565,921723.3,12984.466999999999,
1853,491.3409615539273,8.316215,,,,,,,,,,,1070249.8,226803.66,0.0,1052161.0,0.0,1040899.8,
1923,491.34116690642685,8.7597,,,,,,,,,,,58657.164000000004,3560.1726,20051.832,94615.55,0.0,51195.168,
367,493.14437889897073,4.785350299999999,,,,28.0,,,,,,,3627277.5,5499297.5,4222565.0,4363273.5,9289707.0,7605126.0,
326,493.1632838613257,4.6722980000000005,,,,40.0,,,,,,,1526990.5,3643291.8,1700853.4,3163714.2,5441399.0,2876295.2,
1468,493.29592643243365,7.6809916,,,,9.0,,,,,,,742841.3,1225673.4,1365675.0,737659.1,969101.8,2170765.2,
272,495.20016312087057,4.258391400000001,,,,,,,,,,,1128255.1,995181.56,1149985.8,1226627.9,777750.94,1013028.44,
574,495.2289336651072,5.492864,,,,,,,,,,,255282.34,284538.28,263115.38,304926.03,275007.7,325825.97,
206,495.2589656229966,3.7709086000000003,,,,,,,,,,,146428.16,62440.375,246605.94,48328.773,428001.22,834057.06,
1920,495.2783215426831,8.724051,,,,108.0,,,,,,,33172.58,462530.53,526975.8,102651.36,479583.8,294154.8,
1632,495.3115805647556,7.898952499999999,,,,,,,,,,,1032990.94,1213740.6,1399433.5,959858.25,1941516.9,1893578.8,
1612,495.3116838615786,7.822971000000001,,,,,,,,,,,1963353.0,333201.62,364132.44,1805976.1,315155.5,577010.94,
910,496.2678438565149,6.4093504,,,,,,,,,,,35819.28,864744.0,938709.75,95460.375,4047.2217,0.0,
867,496.2681281754295,6.3575196,,,,,,,,,,,879394.4,408764.88,403248.06,875122.25,0.0,15500.385,
941,496.2681894357882,6.4673934,,,,,,,,,,,0.0,310071.06,389010.78,0.0,0.0,1157011.2,
1004,496.26859732293,6.633299000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,854300.8,344318.6,
741,498.35491033424086,5.9709053,,,,54.0,,,,,,,9591945.0,11033723.0,8549014.0,14720164.0,8027769.5,11563359.0,
1875,499.27304322618164,8.438011,,,,17.0,,,,,,,570660.56,2601955.8,2316958.2,1325918.1,3009998.5,1521705.2,
1608,499.36395879902534,7.808528999999999,,,,27.0,,,,,,,2637415.2,3471702.5,3156682.2,4028776.0,3884359.0,1647307.6,
602,500.33415397104284,5.6036777,,,,62.0,,,,,,,672956.6,1042175.8,713695.44,1218938.9,1514166.5,1126647.5,
1980,500.3591638614645,9.564516000000001,,,,,,,,,,,0.0,107356.08,98491.35,14196.173,88568.42,33193.64,
124,501.17654913460564,2.799892,,,,,,,,,,,0.0,24619.193,5869.715999999999,96303.375,2235403.5,180909.38,
95,501.176551606294,2.1883032000000004,,,,,,,,,,,0.0,0.0,19480.76,295982.34,0.0,200691.88,
362,501.17656926972717,4.7828193,,,,28.0,,,,,,,113158824.0,171175600.0,109603870.0,181997920.0,137441660.0,102557060.0,
2097,501.17657809777586,10.8867445,,,,,,,,,,,113805.62,403441.38,117391.984,1358734.1,1110742.8,805301.2,
2105,501.17657853487526,10.992557000000001,,,,,,,,,,,94639.07,526748.6,297430.44,1736553.5,2501815.2,375927.12,
659,501.390902474694,5.789378599999999,,,,,,,,,,,7384116.5,6351612.5,7481921.5,3092543.0,5467635.0,7325476.5,
709,501.39093353088316,5.8976774,,,,,,,,,,,6070520.0,3311.5146,127264.76,6670227.5,0.0,67331.1,
662,502.3942699710942,5.794576999999999,,,,,,,,,,,1372647.6,1899215.5,2220349.5,980371.0,1579753.2,2147981.2,
710,502.3943527679151,5.870868700000001,,,,,,,,,,,1000602.9,46226.01,62033.824,1966222.5,3731.8362,35542.668,
328,503.19208093519285,4.6722980000000005,,,,40.0,,,,,,,2782739.8,6158478.5,2700701.5,7254894.5,5310597.5,2951900.5,
294,504.18735358199257,4.450947,,,,125.0,,,,,,,42085.79,58431.01,58989.312000000005,49822.29,151909.84,140444.66,
1039,504.2732919453132,6.7889800000000005,,,,,,,,,,,524819.75,2846827.8,1363900.1,612826.6,0.0,1062711.0,
1098,504.2733333436085,6.9162254,,,,,,,,,,,0.0,1346072.5,1131465.2,0.0,1440185.4,2083982.2,
969,504.27335727797754,6.630694,,,,,,,,,,,846662.3,264443.53,206779.58,1549599.1,0.0,0.0,
1177,504.273372175167,7.1058474,,,,,,,,,,,0.0,8563.13,76461.21,0.0,2547706.2,45905.65,
769,504.30949168045015,6.0416913,,,,46.0,,,,,,,360821.94,364786.53,366737.66,390820.47,381357.12,442520.8,
807,504.3096566714991,6.155712,,,,102.0,,,,,,,611016.44,592233.4,620460.06,646180.44,707039.94,753829.75,
635,505.2130048494411,5.7688180000000004,,,,63.0,,,,,,,143852.64,183301.1,116081.65,147677.3,169886.02,172658.55,
678,505.21312374697004,5.8560967,,,,73.0,,,,,,,329952.1,378547.84,386145.34,341705.47,320644.3,407045.38,
760,505.21330791660273,6.030444999999999,,,,134.0,,,,,,,739051.9,840378.0,884996.0,992550.4,942020.2,1118343.1,
911,505.213425356306,6.4316335,,,,36.0,,,,,,,219174.98,243641.03,217138.1,265257.34,283302.3,225241.7,
548,506.2997946919455,5.3974605,,,,85.0,,,,,,,352173.94,786767.6,640430.7,569734.56,2176293.8,1881277.0,
305,507.14238791029794,4.5469555999999995,,,,,,,,,,,83855.266,175624.25,91970.32,143082.0,192627.72,111024.82,
339,507.1423892955172,4.685653,,,,,,,,,,,104951.15,239781.6,115213.625,213675.61,280318.84,144560.27,
215,507.1426457704486,3.7922434999999997,,,,,,,,,,,0.0,34694.16,3337.1826,26058.295,58745.457,21764.947,
433,507.2608919318919,5.0459760000000005,,,,33.0,,,,,,,1862181.5,1698732.0,1861625.2,1668291.1,1777234.0,1682449.4,
1851,507.27825293721617,8.315578,,,,,,,,,,,317264.0,345692.38,292192.4,264635.53,114425.81,778789.7,
1869,507.27829031704783,8.385203,,,,,,,,,,,0.0,566677.56,511777.75,0.0,646889.4,6367.8467,
1713,507.2995137215104,8.095668,,,,,,,,,,,0.0,177516.62,134602.67,0.0,936942.8,0.0,
1640,507.30188962119917,7.9956985000000005,,,,,,,,,,,5595.3804,215551.78,98551.016,24482.917999999998,0.0,420296.47,
439,508.2650345085265,5.0512276,,,,,,,,,,,827470.2,707045.25,646635.5,720514.0,691258.5,848398.4,
253,509.1581950820325,4.132840600000001,,,,6.0,,,,,,,687694.9,1494223.1,810220.5,1350102.8,2152085.8,1325088.4,
430,509.17893262220167,5.048732299999999,,,,,,,,,,,326935.97,513449.38,291975.06,562481.56,290547.75,189697.14,
237,511.1949418321662,4.0248528,,,,,,,,,,,640532.56,571413.5,708192.94,699296.94,395092.34,545159.9,
1252,511.3040677220285,7.328722,,,,45.0,,,,,,,470833.12,454475.38,549699.44,565959.06,432407.38,178937.67,
813,512.3704061387551,6.165421,,,,58.0,,,,,,,478442.8,266093.0,517954.9,311243.12,412637.84,823511.0,
854,512.3704368551263,6.2708755,,,,115.0,,,,,,,253816.05,217519.8,270539.84,273332.97,257192.84,358268.4,
1902,513.2886508117084,8.611182000000001,,,,,,,,,,,33558.742,561970.3,416763.75,171749.16,343949.5,163893.78,
1630,513.3098743333202,7.939925,,,,,,,,,,,26712.86,285053.12,247686.31,0.0,0.0,743234.56,
1714,513.3099893735504,8.076314,,,,,,,,,,,0.0,185573.23,209632.33,0.0,1505628.4,0.0,
224,515.3086582299662,3.88365,,,,,,,,,,,658760.8,179850.08,594721.3,275050.62,465652.38,969813.1,
1114,515.3130333285354,6.981729,,,,,,,,,,,135076.2,133592.39,124447.2,144245.31,86566.7,83302.305,
338,517.1711586501298,4.687431299999999,,,,,,,,,,,240949.97,396256.78,213325.45,442839.1,234122.14,134934.78,
302,517.1712813438327,4.5451684000000006,,,,,,,,,,,112263.61,176410.61,104105.44,211376.62,116700.89,72230.0,
213,517.1714619720666,3.7926857000000003,,,,,,,,,,,70823.016,106506.625,73093.95,129157.53,105320.695,65763.484,
308,517.3491874143083,4.55048,,,,,,,,,,,130957.53,119065.09,157304.27,160758.38,259419.97,343954.47,
1982,517.3492402527414,9.585022,,,,,,,,,,,0.0,311170.53,311925.8,0.0,343658.0,118022.47,
371,518.1660772835306,4.789737000000001,,,,28.0,,,,,,,1846840.9,2939188.2,2301202.0,2358296.8,4826621.0,4159702.0,
255,519.1870070119578,4.1328864,,,,6.0,,,,,,,1377693.9,2642329.2,1385984.9,3060514.2,2154340.2,1373073.8,
525,519.2232344122731,5.338608,,,,22.0,,,,,,,247119.86,468342.9,269278.53,508546.03,413726.12,305355.75,
403,519.223286805801,4.923902,,,,111.0,,,,,,,51023.74,228511.48,59032.37,285142.03,155844.72,47987.875,
332,520.181997508264,4.673431,,,,40.0,,,,,,,165678.55,395775.78,187611.38,346637.62,611146.7,334113.22,
834,520.26791213609,6.178308,,,,,,,,,,,79315.08,915211.56,964291.25,112635.836,1078001.6,1927833.0,
742,520.2679881723818,5.990453,,,,,,,,,,,1097145.6,1108568.4,1162947.0,1136529.6,0.0,355526.3,
798,520.2680568217976,6.123653,,,,,,,,,,,1434536.1,1336520.5,1348403.8,1629626.6,1320287.2,1456773.4,
878,520.2682894341633,6.2834053,,,,,,,,,,,0.0,55909.254,47836.82,0.0,1662349.8,1008358.8,
554,521.2078233624253,5.4222529999999995,,,,91.0,,,,,,,220978.89,199924.94,231941.48,211556.42,203836.48,271530.03,
622,521.2080288549055,5.6752,,,,,,,,,,,1507565.0,1765269.0,1457375.1,1706286.6,1460428.8,2149535.0,
651,521.2080553019898,5.729347,,,,53.0,,,,,,,384345.6,687925.6,311216.34,384392.62,357539.25,887220.44,
513,521.20818581371,5.316674,,,,1.0,,,,,,,334065.06,370552.97,341150.9,467659.5,534248.56,438875.25,
298,523.2561103373257,4.480003400000001,,,,,,,,,,,1781658.1,1431829.2,1861727.1,1631946.8,1679296.2,1730961.4,
1399,523.3637232313625,7.606603,,,,,,,,,,,673500.25,699740.56,904237.25,786787.75,963936.5,944394.7,
1367,524.1664737141915,7.4678783,,,,,,,,,,,216257.83,244877.44,260678.52,253075.48,291508.5,304462.94,
1774,527.2470897943175,8.137829,,,,44.0,,,,,,,434806.9,361466.47,316773.88,316157.8,418371.5,603548.56,
1825,527.3953407227867,8.171828999999999,,,,,,,,,,,213599.5,786493.9,661903.7,620062.75,861503.75,360141.8,
1240,529.3046599024437,7.2730527,,,,,,,,,,,0.0,148379.56,77641.52,0.0,1872409.4,0.0,
1168,529.3049572114767,7.137152,,,,,,,,,,,5127.0127,731966.6,600942.75,7855.75,0.0,1548393.0,
551,533.3191831561898,5.3965783,,,,,,,,,,,95140.81,129862.195,191087.03,173151.27,639596.9,577890.0,
568,534.2719331119879,5.477686,,,,75.0,,,,,,,606592.1,712674.8,591375.3,663953.1,594114.44,553108.0,
743,534.3314869633169,5.972716,,,,54.0,,,,,,,240584.81,382969.53,262245.4,377185.94,594816.7,869139.8,
1590,535.3406306523235,7.791514,,,,27.0,,,,,,,369044.12,528253.6,489837.3,492304.47,1185792.9,525764.9,
252,536.1771890318635,4.133729499999999,,,,,,,,,,,162083.66,360900.84,214594.67,322806.84,569723.06,377684.22,
695,537.2392363027413,5.868435,,,,73.0,,,,,,,147743.77,157510.14,157995.11,142184.7,118514.664,144965.95,
600,537.2393539561182,5.5982833,,,,62.0,,,,,,,312386.88,291238.6,311862.94,314498.88,314272.8,352554.72,
351,537.2711354577452,4.7389483,,,,162.0,,,,,,,568797.9,299259.1,584532.5,413422.47,493335.75,582917.6,
650,537.271845316461,5.7584367,,,,53.0,,,,,,,93973.51,125076.67,106426.125,119900.336,98146.766,86669.63,
1700,537.2891034295542,8.061537,,,,,,,,,,,123042.516,363611.22,382195.25,111016.87,0.0,1606328.8,
1829,537.2892777410473,8.158479,,,,,,,,,,,0.0,723810.75,743209.0,0.0,1833735.9,249487.56,
243,538.2424125581191,4.073087,,,,127.0,,,,,,,586098.2,421646.84,611590.2,544528.75,334508.44,517323.0,
547,538.3108224153144,5.395691,,,,85.0,,,,,,,372388.75,508350.47,398096.84,470895.28,478530.75,378251.2,
1084,539.3589435353878,6.906300999999999,,,,92.0,,,,,,,404474.7,404889.2,375224.53,449001.16,479891.44,387245.47,
1708,539.3954157282747,8.108634,,,,83.0,,,,,,,807633.0,1865070.0,1903087.1,1434190.4,2215665.5,1251015.2,
856,540.3305546064286,6.2944317000000005,,,,,,,,,,,141777.95,140431.73,141658.05,146117.8,217412.31,161367.98,
891,540.3309305832133,6.3979610000000005,,,,86.0,,,,,,,3018184.5,2821077.8,3141895.5,2864703.0,2488838.5,3218148.5,
1581,540.3327876534519,7.785700299999999,,,,157.0,,,,,,,83870.62,122301.195,96946.01,163559.8,196991.55,68269.96,
510,541.3607749630066,5.287968,,,,2.0,,,,,,,1134179.4,1389534.4,1232163.4,1747063.1,2418246.0,2206926.8,
1061,542.3487419898737,6.8512262999999995,,,,96.0,,,,,,,901373.44,795650.8,847548.5,1609714.6,798384.1,815205.6,
1012,542.3489303896071,6.6609343999999995,,,,,,,,,,,482538.38,40113.535,123128.26,438268.7,6175.7295,185613.58,
934,542.3492826984708,6.5352855000000005,,,,,,,,,,,146532.94,504066.8,532842.06,115796.23,495566.53,567529.7,
1245,543.2417516302941,7.328871,,,,45.0,,,,,,,562405.0,483303.2,730605.94,612718.8,380133.12,387222.38,
356,545.2027556419657,4.780359,,,,28.0,,,,,,,580287.1,714138.56,765346.75,464489.62,27972.59,9107.208,
418,546.2720792858562,4.9954925,,,,,,,,,,,258771.39,217451.8,279079.3,224738.66,213029.47,281363.66,
895,548.3442056729647,6.412287999999999,,,,36.0,,,,,,,718296.4,723842.1,775955.6,843982.75,669045.75,756912.94,
1512,549.3195821262652,7.719289,,,,,,,,,,,727615.2,13890.94,19625.299,873039.8,0.0,7366.5527,
394,550.2669762370693,4.8764873,,,,106.0,,,,,,,711193.0,624433.6,746849.2,676662.7,635865.0,675970.25,
416,551.2876327234259,4.984265,,,,,,,,,,,236460.61,436540.7,262471.7,483419.38,381984.47,224705.84,
727,553.2847664047213,5.913665,,,,,,,,,,,0.0,0.0,0.0,0.0,1177923.6,206216.22,
225,554.2373673273656,3.8771230000000005,,,,,,,,,,,560696.06,373511.0,570698.75,455273.3,269177.44,444296.47,
1641,557.3363067423712,8.027686,,,,,,,,,,,0.0,290299.72,129364.586,0.0,0.0,694824.7,
1724,557.3365659551347,8.104203,,,,,,,,,,,0.0,346437.0,301175.47,0.0,1685331.2,3231.9448,
1273,558.3434458336109,7.332992599999999,,,,,,,,,,,178865.14,154344.27,215016.58,163786.44,196680.27,141032.45,
1040,558.3436398004084,6.8032699999999995,,,,,,,,,,,183129.78,204632.95,193924.69,196397.17,142640.45,260169.45,
919,559.3562318988436,6.4629593000000005,,,,,,,,,,,335358.28,310751.53,324512.38,356233.1,227222.6,269135.66,
1551,560.33788418874,7.704879300000001,,,,39.0,,,,,,,446948.7,698067.6,524661.9,743250.5,1042382.3,768128.1,
673,562.3149212192138,5.8253129999999995,,,,,,,,,,,238419.8,259552.75,285890.22,265558.34,375630.88,391835.56,
1103,562.3749076952689,6.9602146,,,,70.0,,,,,,,912901.8,767743.6,909909.56,910231.1,837387.2,1015742.25,
2033,563.3352975923875,10.213063,,,,13.0,,,,,,,292080.88,378803.38,408780.62,135554.19,1524895.1,749856.7,
1843,563.3355740779906,8.192866,,,,,,,,,,,373146.7,2674178.2,2463052.2,135875.48,0.0,2389541.0,
1706,563.3356602250152,8.112453,,,,,,,,,,,7353379.0,5188265.0,5445413.5,7437650.5,51506.57,103888.3,
1629,563.3949651494962,7.898594,,,,,,,,,,,441712.22,465307.75,596069.8,449339.3,585099.44,420156.3,
770,564.3308294963058,6.0416913,,,,46.0,,,,,,,6676794.0,6660006.5,6987319.0,7307594.5,6607182.5,7789410.0,
805,564.3309496356261,6.154015,,,,102.0,,,,,,,9884390.0,9508108.0,9973767.0,10270606.0,10471553.0,11131900.0,
1816,565.4109740685932,8.143499,,,,,,,,,,,78537.516,256013.14,284631.78,186631.48,355315.25,184143.0,
736,566.3412562245068,5.98,,,,54.0,,,,,,,101451.17,121745.66,81197.04,140210.47,274356.9,74118.87,
917,566.3464777717132,6.4531083,,,,,,,,,,,765014.75,817886.5,792735.6,896722.7,763327.0,763936.8,
967,566.3466043280862,6.5804157000000005,,,,88.0,,,,,,,1088172.0,1192477.8,1159569.0,1354087.1,1248765.1,1271446.6,
527,566.355623838864,5.3467884,,,,22.0,,,,,,,584667.06,416646.2,518919.8,424003.12,389545.7,434498.5,
492,566.3558220326537,5.2518005,,,,38.0,,,,,,,542847.3,526612.56,618432.94,571184.0,538587.7,633489.8,
1192,568.3614854259432,7.195850999999999,,,,,,,,,,,459337.22,340943.03,479355.0,443575.9,393536.88,413904.16,
823,569.3332693480843,6.186445,,,,168.0,,,,,,,1027624.1,1102678.6,1211577.5,1246141.4,1465430.1,1043640.3,
1571,569.3693858320737,7.789166000000001,,,,,,,,,,,2494155.0,29603.362999999998,1021136.5,3787383.0,121429.78,1191333.9,
1623,569.3695172492235,7.8471210000000005,,,,,,,,,,,1064567.8,2348699.0,2139191.8,1424787.5,2396318.8,2490386.8,
675,569.3927162805819,5.844972599999999,,,,20.0,,,,,,,496843.9,614926.94,575263.94,661234.5,504338.8,572445.3,
706,571.1652435682151,5.8769007,,,,,,,,,,,14515.683,0.0,772665.5,0.0,0.0,0.0,
657,571.1654046333008,5.7968397000000005,,,,,,,,,,,783906.06,0.0,386679.34,0.0,0.0,0.0,
1834,571.1656784174347,8.177886,,,,,,,,,,,665597.7,11208.545,686395.94,4223.2285,29061.332000000002,18127.762,
886,571.2889219414642,6.395701,,,,,,,,,,,3029617.0,1110367.5,1227666.8,2907449.0,139680.86,167659.28,
962,571.2890664871608,6.5333934000000005,,,,,,,,,,,63626.53,2980124.2,3493950.2,73624.96,3244453.8,4337801.0,
468,571.3711487897731,5.1662097000000005,,,,7.0,,,,,,,487377.8,679946.8,494071.66,822266.5,909236.0,944046.06,
570,571.3711873202702,5.47949,,,,75.0,,,,,,,50440.65,77737.625,48127.312000000005,91295.81,118901.336,103314.875,
198,571.3712494562471,3.688285,,,,135.0,,,,,,,26498.45,33756.527,30548.799,44337.03,27117.176,54246.387,
1988,571.4498838666859,9.839406,,,,,,,,,,,357425.06,764924.0,724107.0,512640.03,667539.06,547843.44,
1290,573.3313924838723,7.334148399999999,,,,,,,,,,,0.0,112750.35,153441.58,0.0,1627391.6,0.0,
1181,573.331636309076,7.222983999999999,,,,,,,,,,,0.0,435394.22,184875.06,0.0,0.0,1194561.8,
1388,574.4113098942753,7.5477605,,,,94.0,,,,,,,311154.66,307891.9,396783.38,325799.72,352357.16,410276.94,
871,578.3547654517629,6.327334,,,,,,,,,,,1012743.06,1044347.2,1075462.5,1244737.5,833835.9,953745.2,
1465,579.3302415714438,7.680478999999999,,,,9.0,,,,,,,1584602.2,30585888.0,36289220.0,1665068.2,223697.83,31320630.0,
1340,579.3303124939475,7.436576400000001,,,,,,,,,,,15554747.0,27951.752,10442.128,17463320.0,6894.718000000001,37714.85,
2050,579.3303464938876,10.184132,,,,,,,,,,,186242.52,119743.04,84370.8,95623.25,147350.58,139489.89,
1617,579.3303472637443,7.7656074,,,,,,,,,,,512455.5,1839908.5,1780653.0,272055.2,7837437.5,3804311.0,
1995,579.3303857412396,9.901461999999999,,,,,,,,,,,868232.94,302056.22,271951.72,346533.78,6319.1396,635640.75,
1767,579.3306382690265,8.134437,,,,44.0,,,,,,,292609.28,613274.4,623972.7,186490.98,2036773.2,881291.1,
1653,579.3306639567497,7.997770299999999,,,,,,,,,,,148362.95,208653.36,262172.62,161730.33,3138458.0,346538.22,
247,580.2892914624936,4.1195607,,,,6.0,,,,,,,3408345.2,2937334.2,3323951.2,3360322.5,2192013.5,2684687.0,
