row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGIp3_2_Run126.mzML Peak area,POS_TJGIp3_1_Run40.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML Peak area,POS_TJGIp3_3_Run164.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML Peak area,POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML Peak area,
4012,90.525782684533,10.572998,,,,102,,,,,,,2.8672146E7,3.0111102E7,3.957062E7,4.3832548E7,4.566113E7,2.9184094E7,
12,90.97664717018397,0.32993266,,,,,,,,,,,266828.38,318444.03,262612.1,261246.92,243097.4,345518.4,
1653,91.05420659497086,6.4630985,,,,156,,,,,,,290649.94,362159.12,400632.84,323071.34,517034.53,528074.06,
467,91.05427365015504,3.6903522,,,,19,,,,,,,335775.03,389860.6,356927.5,371659.0,414723.66,357265.75,
3995,94.04496854939613,10.515422,,,,62,,,,,,,3660426.8,2616690.8,3852157.2,3306236.8,4557459.0,2563897.2,
475,95.08557032715161,3.6919892,,,,19,,,,,,,1013765.44,907871.56,1016479.3,1220410.9,1315127.4,923917.8,
4020,97.99122838180718,10.586039,,,,102,,,,,,,8134549.5,4773965.5,7798453.5,8409725.0,8662273.0,5868197.0,
3978,98.51188818287515,10.431616,,,,,,,,,,,373330.03,92207.33,394929.97,965770.3,750016.0,187741.1,
4079,98.51194767677005,10.941884,,,,,,,,,,,810926.8,5885093.5,506937.44,1018639.56,334747.25,1411124.0,
4096,98.51195701397019,11.024625,,,,,,,,,,,743832.56,1394484.1,886427.5,1071603.1,810506.0,9778753.0,
105,98.9841308737564,0.44346556,,,,,,,,,,,1103859.1,1872414.9,1779156.6,1033959.5,891190.25,1757394.9,
160,99.04405476183655,0.80254847,,,,,,,,,,,147274.69,400863.94,379504.9,608005.5,597073.5,906046.0,
189,99.04407173435227,1.046487,,,,,,,,,,,392015.84,686383.7,3049069.8,1402804.0,4737018.5,3054465.0,
3993,99.51210169615854,10.495893,,,,139,,,,,,,2272627.0,1918245.8,2404135.5,2782821.0,2788131.0,2768946.2,
4025,99.53101425440828,10.591973,,,,102,,,,,,,3453225.5,4046493.2,2811547.2,3676578.0,3003663.8,3932522.0,
815,100.07561359159148,5.052688,,,,,,,,,,,49040.22,150839.81,224206.62,46331.312,216676.3,208573.0,
150,100.0756557051755,0.6783466,,,,,,,,,,,622747.56,389319.88,316499.34,171632.02,233799.53,436648.8,
203,100.07568690846598,1.383228,,,,,,,,,,,922791.06,1827964.0,1435106.6,1228116.4,2540221.0,1059213.9,
220,100.07570345528734,1.9300696,,,,238,,,,,,,4264259.0,2670807.8,6365533.0,5116825.5,3631473.8,4015064.2,
113,101.02331106648664,0.5717948,,,,,,,,,,,426355.2,279567.28,255343.34,314066.97,274371.53,309588.2,
137,101.02331945218423,0.6357525,,,,,,,,,,,1021408.56,318269.84,1146551.5,1822234.2,2409699.5,614715.0,
3879,101.0708616849418,10.14515,,,,,,,,,,,4487881.0,5692269.0,2.9646154E7,1.6139107E7,2.2468838E7,5905284.0,
3746,101.07090245830472,9.426072,,,,,,,,,,,1104283.9,7673006.5,6036377.0,4899549.0,1073107.2,3.5353908E7,
3529,101.07092005495444,8.587703,,,,,,,,,,,2563284.8,1.694504E7,6591770.0,1512781.6,1.1841044E7,1.4964307E7,
4017,102.03373356724684,10.58196,,,,102,,,,,,,7.1427336E7,5.3279748E7,6.507601E7,7.091512E7,7.594585E7,5.2023856E7,
1055,102.0549037418923,5.5291944,,,,,,,,,,,103265.04,211434.11,262312.53,23591.97,49133.184,449589.66,
47,102.05491181225612,0.37159172,,,,140,,,,,,,1.7170626E7,9157885.0,1.0745422E7,1.8983548E7,2.0906178E7,1.0548868E7,
237,102.09137470789176,2.13834,,,,,,,,,,,162345.77,44052.39,148235.6,249705.94,496745.84,537449.56,
271,102.09139822680474,2.4857857,,,,,,,,,,,233752.23,595563.7,317410.4,101905.27,393401.56,609537.6,
4016,102.53531743445491,10.579514,,,,102,,,,,,,6211205.0,4612897.0,5659233.5,6217969.0,6530877.0,4506148.5,
4026,104.03008476858867,10.583734,,,,102,,,,,,,1819011.1,105636.35,1616934.4,1842913.9,1918573.0,518383.1,
30,104.10689946621424,0.36043003,,,,140,,,,,,,1.4574177E7,1.171182E7,1.6158125E7,1.6930098E7,1.907283E7,1.6580157E7,
198,104.10694301691417,1.3011277,,,,,,,,,,,462090.22,520739.94,99206.734,538288.06,302171.1,279663.2,
184,104.10697840073742,1.0149189,,,,,,,,,,,471914.88,284975.72,220000.03,432185.06,136408.47,273385.38,
340,104.10700547008524,2.982314,,,,,,,,,,,307749.94,35360.496,128630.82,408156.84,132854.89,142976.45,
829,105.06980116288916,5.077974,,,,230,,,,,,,381324.7,634306.06,548029.6,421204.03,551300.4,800392.5,
423,105.06993633090508,3.4475343,,,,210,,,,,,,756013.2,1133641.8,505607.03,906539.5,678950.25,468740.3,
481,109.10122070210416,3.721901,,,,,,,,,,,1055659.8,1005470.6,1505967.6,638598.06,2088738.0,1426686.9,
3980,110.01988109828339,10.446324,,,,,,,,,,,1522368.8,626904.2,1953198.1,2464466.2,2388175.2,1058970.0,
4055,110.01990315736862,10.799338,,,,,,,,,,,3757836.8,6779820.0,1080193.5,847365.0,1005383.9,1.1582308E7,
127,110.0600104604482,0.5601849,,,,,,,,,,,351661.8,410188.25,423980.5,551850.2,554578.9,381068.4,
146,110.06001778578457,0.6243924,,,,,,,,,,,87881.71,189867.94,190563.62,408868.97,382984.2,201154.73,
3987,111.02006521483645,10.469884,,,,139,,,,,,,1.9743428E7,1.9584676E7,1.8502238E7,2.1485298E7,2.1175864E7,2.235215E7,
4010,111.03893887372574,10.570543,,,,102,,,,,,,7546113.5,8059868.5,8984664.0,7301215.5,6853841.5,8474894.0,
3989,111.52167635111373,10.483945,,,,139,,,,,,,1598786.9,1589829.1,1548372.9,1787680.5,1740335.0,1818749.4,
3988,112.01772074340975,10.469884,,,,139,,,,,,,7634230.5,7628304.0,7204179.5,8401614.0,8282304.0,8704219.0,
109,113.03448426703038,0.490342,,,,,,,,,,,260448.14,232993.08,241776.95,1595584.1,1666325.0,46034.617,
147,113.03449564784773,0.64516795,,,,,,,,,,,23483.861,49817.87,50237.43,45979.258,417408.72,47169.793,
246,113.0597067230563,2.213068,,,,,,,,,,,939917.1,991029.2,697203.3,1186657.2,1426653.4,893760.75,
3309,113.13231963033478,8.293726,,,,,,,,,,,232413.73,374318.62,264386.16,338406.6,263525.97,346490.56,
4097,113.96355861548096,11.030933,,,,,,,,,,,444163.3,965213.4,640438.0,137758.75,612690.0,6369035.0,
259,114.0913842842955,2.3952956,,,,131,,,,,,,860504.0,867139.75,955204.2,919096.6,985268.3,939661.3,
304,114.09139538039852,2.721465,,,,117,,,,,,,420678.3,276476.16,481392.2,299762.2,754107.2,370253.4,
58,116.07057227444334,0.37382683,,,,140,,,,,,,2054213.0,1819759.5,1864207.0,2547361.8,3396334.2,1643655.8,
256,116.07059671769339,2.3536978,,,,60,,,,,,,572584.44,716652.8,343098.7,714457.25,413963.75,299333.34,
388,116.07060480512412,3.2188675,,,,159,,,,,,,154219.67,192322.58,197327.83,187160.02,223292.08,178495.88,
474,118.06512041013264,3.6919892,,,,19,,,,,,,270087.6,166959.31,212854.53,251336.69,269606.9,318718.03,
390,118.06513698165246,3.240184,,,,201,,,,,,,1021910.06,1153877.1,1255518.8,1263414.4,1505030.2,1236818.2,
1220,118.0861149930674,5.7469296,,,,221,,,,,,,1329763.4,251289.69,323205.97,1347662.4,2316986.8,614315.56,
1479,118.08611913559047,6.140784,,,,,,,,,,,3897959.8,1075949.4,1828325.4,3690022.0,5818617.5,1511942.6,
1578,118.08612362909018,6.2511477,,,,,,,,,,,962190.4,159855.97,910350.75,1500429.9,2849019.2,86546.305,
1285,118.08612783605092,5.85212,,,,,,,,,,,392219.1,504606.16,855711.44,670422.3,912850.9,904875.4,
1394,118.08613730398787,6.0453935,,,,189,,,,,,,1543369.2,2514801.5,5307253.5,1199672.0,2087644.4,2421380.5,
1128,118.08614569533836,5.636126,,,,221,,,,,,,734450.56,1221195.2,1958781.1,522026.62,1057322.6,2052951.6,
49,118.08620152611009,0.37159765,,,,140,,,,,,,6.630726E7,7.089019E7,7.65521E7,7.245137E7,8.718037E7,6.754966E7,
166,118.08620183733149,0.8265869,,,,,,,,,,,280165.0,200445.55,750713.9,972655.3,463954.66,648745.06,
183,118.08621820887343,0.9880163,,,,,,,,,,,205976.42,111654.945,425478.75,141485.48,218710.66,414044.8,
3884,118.12245632125018,10.163049,,,,,,,,,,,1778215.0,414159.4,1706391.4,572405.9,1259227.4,1819943.4,
59,118.12246598063543,0.37382784,,,,140,,,,,,,1416717.5,1269029.6,1694848.1,1535563.6,2344367.5,1736657.8,
578,119.08552595983559,4.3500476,,,,,,,,,,,124040.195,234551.97,174389.56,133651.97,202515.12,246850.69,
476,119.08556529806056,3.6928577,,,,19,,,,,,,491789.03,472886.75,539103.44,590369.06,673829.6,497753.34,
53,119.08953292335487,0.37159765,,,,140,,,,,,,3607854.0,3889314.0,4161405.5,3894367.0,4747620.5,3386403.0,
913,120.04432299416429,5.258059,,,,126,,,,,,,301775.28,284341.88,370352.97,323671.22,465048.2,527519.0,
534,120.0444025532383,4.108374,,,,51,,,,,,,207410.1,229932.44,280651.4,224474.22,353939.78,268647.5,
352,120.04443504429923,3.0478134,,,,112,,,,,,,328594.62,364891.72,380423.9,406733.34,503610.78,319076.8,
416,120.04446230107516,3.4097407,,,,88,,,,,,,153315.83,122393.21,153942.44,162695.45,216296.86,134087.66,
302,120.04446327754772,2.721323,,,,117,,,,,,,4794829.5,5161419.0,5004904.0,6084116.5,6845661.0,4230187.5,
48,120.06541243382266,0.37159172,,,,140,,,,,,,7.915255E7,3.988289E7,4.7746052E7,8.712859E7,9.682805E7,4.6977732E7,
1126,120.06546445116531,5.559265,,,,207,,,,,,,1254663.0,1114900.8,1474262.1,1071309.0,1147173.4,2140442.5,
341,120.06556215060043,2.9862225,,,,,,,,,,,194944.8,172290.45,212665.36,47559.42,343337.8,375955.56,
272,120.06557077655316,2.4718423,,,,,,,,,,,107743.2,181373.62,279271.22,117644.945,81279.695,246329.25,
206,120.0807612044181,1.3962096,,,,106,,,,,,,4766626.0,5863094.0,5442360.0,6295421.5,6730955.5,4128007.5,
294,120.08077081937533,2.6176631,,,,,,,,,,,141420.27,148672.34,109332.06,105538.6,133940.73,52580.52,
366,120.08079178993522,3.11959,,,,150,,,,,,,104872.75,140879.6,253951.78,191233.67,213061.67,122583.234,
338,120.08079805394722,2.969166,,,,228,,,,,,,108383.09,99097.09,191292.38,96166.77,163887.17,81635.09,
276,120.08081164527057,2.5366576,,,,,,,,,,,163461.9,192191.98,294992.78,182573.19,218914.14,137758.36,
3315,121.02827871378697,8.293676,,,,,,,,,,,213433.27,414153.12,288716.4,361310.8,300422.78,377914.22,
44,121.06870078251205,0.3708508,,,,140,,,,,,,3548592.2,1758654.4,2080312.8,3780724.8,4482422.5,2082673.0,
4011,122.54691180004527,10.570977,,,,102,,,,,,,3741086.0,2979831.5,3345956.8,3445592.5,3651481.5,2934779.2,
126,123.05519091925589,0.57920796,,,,27,,,,,,,1481536.6,731174.4,1411358.4,1838741.4,2212800.0,746614.1,
55,123.09148991872642,0.3730893,,,,140,,,,,,,1438560.1,1261783.0,897760.75,1817052.6,1528842.6,1221976.1,
308,123.09166026207869,2.7562969,,,,242,,,,,,,39937.273,56060.99,59748.47,68218.78,83690.19,36566.47,
120,124.03924904519413,0.5240709,,,,208,,,,,,,5732873.0,5572123.0,5888205.0,6981586.0,9276942.0,4876697.0,
558,125.09613294211398,4.2380123,,,,92,,,,,,,88516.06,128650.52,103158.47,86851.35,148828.94,140746.8,
422,125.0961493174438,3.4467084,,,,210,,,,,,,275979.06,406061.2,750686.5,377297.72,810012.25,704276.4,
4019,125.98604936473453,10.585521,,,,102,,,,,,,1.8624622E7,1.345473E7,1.7448186E7,2.0959628E7,1.8582738E7,1.3598473E7,
161,127.0501727514662,0.80163,,,,,,,,,,,410533.16,370823.53,348219.97,1764750.4,2194909.2,279286.22,
104,129.0544950177411,0.4200765,,,,,,,,,,,193782.5,288252.2,297758.3,897764.0,1908428.9,497622.56,
98,130.0497919827698,0.3934041,,,,140,,,,,,,913724.56,953403.3,1317404.8,1926384.6,2917626.0,1397566.4,
129,130.0498736080087,0.6004603,,,,27,,,,,,,3292127.8,2434349.5,3583396.0,2443031.8,3649429.0,1433342.2,
76,130.0861801408594,0.3790615,,,,140,,,,,,,2003840.4,1393448.5,1459038.9,2807794.8,3141108.0,1388921.6,
144,130.08627731545818,0.61370295,,,,,,,,,,,56496.75,31134.592,125876.15,151662.4,488899.28,30300.307,
3690,130.1589628171725,9.000334,,,,,,,,,,,118742.56,230638.52,158873.42,129863.22,127252.79,325708.75,
292,130.15911330108335,2.6395876,,,,,,,,,,,4275995.0,6600053.5,4918893.0,5273777.5,5968582.0,9189807.0,
52,132.10179003657066,0.3723407,,,,140,,,,,,,1993710.0,2202727.0,3212839.0,1829706.0,3029597.8,2698812.8,
1472,132.10179682112064,6.1270275,,,,,,,,,,,1003274.2,208990.73,1260933.9,670548.6,226341.88,60874.1,
1383,132.10181759243673,6.041097,,,,,,,,,,,139360.4,733298.56,548482.8,49007.04,69077.25,569097.4,
1581,132.10182967753275,6.326457,,,,,,,,,,,53193.9,0,94559.07,627965.1,658537.94,0,
156,132.10188642030744,0.72972155,,,,233,,,,,,,3.7312884E7,3.6644156E7,3.445496E7,4.752587E7,4.8304904E7,2.4766044E7,
464,132.10193952869648,3.684826,,,,19,,,,,,,745271.2,793474.75,1098460.0,782860.3,1163673.8,983847.9,
516,133.10122698360672,3.9690397,,,,,,,,,,,249264.69,457875.1,377099.4,464862.53,492080.5,479246.16,
468,137.0961566484506,3.690396,,,,19,,,,,,,1408328.4,1289482.4,1463196.2,1672985.8,1766913.4,1307900.9,
303,138.05502816085092,2.7213948,,,,117,,,,,,,1306802.4,1245023.5,1360685.4,1693621.9,2089686.1,1049736.4,
260,138.05503410392717,2.399804,,,,131,,,,,,,1325069.1,1343107.9,1205271.4,1661531.1,1643294.0,1136841.9,
3991,139.98767311885035,10.487436,,,,139,,,,,,,6696003.0,6711507.0,6374143.5,7451349.0,7219352.0,7981483.0,
152,140.06808728845564,0.71787304,,,,,,,,,,,119052.69,91144.625,247446.2,127604.27,568663.7,164252.47,
23,140.06809623293512,0.35009956,,,,140,,,,,,,4510479.5,3865539.0,3755418.2,3346540.0,4878080.5,3879634.2,
173,140.0681480990917,0.9057224,,,,,,,,,,,308246.47,32982.727,109807.81,73146.39,180242.92,95034.5,
182,140.0681567767758,0.96477723,,,,,,,,,,,166469.36,32982.727,118308.484,224978.75,144225.77,92640.8,
268,141.05467438912066,2.4521487,,,,,,,,,,,1133783.0,1327782.6,1410855.2,1529400.2,1671693.2,1285189.0,
3996,141.9831389981296,10.467048,,,,139,,,,,,,2534080.0,2513569.8,2451798.5,2831845.8,2771657.8,3041658.2,
35,142.04739412949957,0.36266854,,,,140,,,,,,,1.5717497E7,6774223.5,7308527.0,1.9147508E7,1.7904604E7,7544362.0,
20,142.94796773326107,0.34886587,,,,32,,,,,,,931492.75,1111568.2,1231804.1,967332.2,1021911.3,1080616.6,
2552,143.0701357068802,7.540746,,,,,,,,,,,139732.22,31091.742,163934.94,75194.65,258201.28,364069.78,
97,144.0654345931654,0.3897861,,,,,,,,,,,371704.44,276718.4,488552.66,523130.9,978358.9,480853.66,
135,144.06547992321865,0.63312954,,,,,,,,,,,547144.94,536300.06,435419.38,493880.25,1080616.4,456310.62,
214,144.06551500088037,1.5874305,,,,,,,,,,,127187.42,163843.95,108378.37,244964.9,744917.44,153699.02,
1470,144.10177930046996,6.164711,,,,,,,,,,,418909.9,322762.88,506841.06,218036.45,259637.25,291017.03,
74,144.10179776387068,0.37905803,,,,140,,,,,,,1.9790472E7,1.8263902E7,1.4162424E7,2.1221806E7,1.5649159E7,1.7015552E7,
155,144.1018783092695,0.7291684,,,,,,,,,,,33150.188,92242.516,45672.52,43001.54,34147.594,74007.01,
3818,144.98199305196664,9.835897,,,,,,,,,,,4929074.0,8183680.0,7030929.5,1065255.6,960986.0,198895.5,
3611,144.98201831927955,8.76327,,,,,,,,,,,353543.22,964748.4,388952.62,312834.78,231854.94,986866.2,
3747,144.98205289797923,9.44587,,,,,,,,,,,543489.5,1277537.4,1430686.4,932506.75,830896.6,9819159.0,
3518,144.98208967483006,8.579818,,,,,,,,,,,1026096.2,1278420.2,1097611.2,494067.7,494369.56,1567216.4,
4104,145.0350952201077,11.323631,,,,,,,,,,,685381.3,2252824.2,880739.3,188612.88,396996.4,7039955.5,
317,146.0600926887999,2.8225877,,,,,,,,,,,53551.91,53726.887,103843.66,80939.66,155154.98,68964.91,
398,146.06009798573965,3.2677815,,,,218,,,,,,,556153.5,540554.3,694958.94,626513.0,935134.75,653712.44,
253,146.0601075051081,2.3417022,,,,204,,,,,,,1314486.2,1715363.6,1747175.2,1567747.6,2389945.0,1554936.9,
125,146.08107067138928,0.50658983,,,,,,,,,,,62494.83,247684.83,98978.01,86580.98,551307.5,68176.44,
168,146.08111633449138,0.8307597,,,,,,,,,,,145195.08,215839.83,200965.69,26454.914,752497.56,186725.77,
255,146.11758876027844,2.3397007,,,,,,,,,,,763112.9,836438.0,729743.5,961486.4,909392.75,433233.28,
278,147.0553320923215,2.5478084,,,,,,,,,,,335591.28,372391.4,450535.5,410727.16,639442.5,307169.8,
486,147.0623088231945,3.7545307,,,,,,,,,,,316823.22,176021.67,613620.94,375293.03,770493.1,459559.75,
254,147.06334457261124,2.3438034,,,,,,,,,,,96418.91,142223.38,132523.7,118967.15,160374.4,123318.22,
108,147.06505146193118,0.41226053,,,,,,,,,,,239996.66,184956.56,406390.97,441324.3,2125844.8,519336.2,
567,147.11679541724132,4.332292,,,,166,,,,,,,374109.25,482909.1,682256.0,475174.2,756832.06,797798.3,
357,148.03933865329563,3.0477607,,,,112,,,,,,,394056.3,451644.56,505776.2,461016.6,640296.5,390358.6,
68,148.06028089500066,0.37679696,,,,140,,,,,,,1056224.2,680973.0,914312.4,1218444.0,1492205.5,850036.9,
3619,149.02320350317868,8.81586,,,,,,,,,,,0,226663.97,0,0,0,0,
3313,149.02321865180002,8.291314,,,,7,,,,,,,9550607.0,1.4981047E7,1.0863961E7,1.3923507E7,1.1103219E7,1.4196931E7,
811,149.02326997327484,5.04337,,,,142,,,,,,,462914.3,473296.03,438103.16,432736.72,439395.0,455538.22,
1654,149.0232892260682,6.505696,,,,156,,,,,,,1026134.44,1105053.8,426658.53,1044187.0,472996.94,556806.44,
1697,149.02329686211058,6.5482483,,,,22,,,,,,,1637894.1,1732689.1,1215233.9,1752461.8,1433153.4,1423808.9,
631,149.0233016941357,4.5783095,,,,170,,,,,,,180325.39,210807.12,210556.33,205304.94,237936.22,215517.27,
1195,149.0595871274886,5.7033024,,,,81,,,,,,,670105.5,798824.1,742060.94,698610.44,837302.94,713555.5,
480,149.05974467334417,3.720307,,,,85,,,,,,,319493.9,347816.28,291611.22,340826.47,311566.97,361902.97,
4006,151.03501245071323,10.5310335,,,,,,,,,,,415082.97,360638.4,247112.97,645166.06,930752.0,182013.78,
69,152.07054517268463,0.37681362,,,,140,,,,,,,685836.4,876239.94,730016.4,1017073.7,1106735.8,905523.0,
132,152.07055476699517,0.6233581,,,,82,,,,,,,1483536.4,1929598.0,1427478.5,2310888.8,2375072.8,1746212.8,
296,152.07066155193272,2.6816015,,,,,,,,,,,298435.3,310341.7,281138.44,397104.2,421932.6,265257.6,
252,152.07066549767242,2.332767,,,,204,,,,,,,203547.61,241448.1,177837.22,263779.25,283627.88,196566.61,
4021,154.0047068382328,10.570011,,,,,,,,,,,456279.12,336750.22,510748.4,484292.1,1123257.5,240656.1,
4041,154.99000060587417,10.791379,,,,,,,,,,,724687.4,1115621.5,658901.0,670788.6,347166.06,6489062.5,
4067,154.9900097186966,10.859172,,,,,,,,,,,813230.1,3675567.8,647018.9,862577.94,238887.48,2072444.0,
420,155.05979253793953,3.4458725,,,,210,,,,,,,475861.12,335430.12,730358.94,498361.38,902806.06,578017.7,
470,155.10666894836518,3.6911614,,,,19,,,,,,,782516.75,693214.7,935151.25,888040.9,1291819.2,816249.8,
373,155.10668128239558,3.1449509,,,,,,,,,,,231979.27,252799.97,278884.72,245672.19,212962.48,241891.12,
19,156.04198234663787,0.34861693,,,,140,,,,,,,1322284.8,1138865.1,1144082.0,1690467.8,1239725.2,955123.75,
188,156.04207377327202,0.99461764,,,,,,,,,,,143983.88,20340.018,101673.86,149109.58,102046.414,50380.02,
3992,156.99040622838228,10.489912,,,,139,,,,,,,2665753.2,2388489.8,2439864.5,2929233.5,2722308.2,2830771.8,
385,157.17000606845497,3.241314,,,,,,,,,,,159186.53,365219.9,193646.56,146442.2,199503.67,534913.06,
87,158.08107746424096,0.38280177,,,,140,,,,,,,4857998.5,4585217.5,3615624.8,5663777.5,5277337.0,4120147.8,
213,158.08116322540167,1.6012836,,,,,,,,,,,1306815.8,1336072.0,742469.75,1791463.4,1025758.5,961438.9,
719,158.1538220167329,4.8079934,,,,198,,,,,,,439409.38,549537.06,446108.4,426022.44,423607.22,743670.6,
1175,158.15383611305603,5.682119,,,,237,,,,,,,306848.78,228571.95,215500.5,419173.9,278507.88,148084.52,
667,158.15386071211773,4.689899,,,,,,,,,,,143776.8,132922.34,117298.63,162390.69,145700.34,141182.02,
139,158.15390127496207,0.65230685,,,,165,,,,,,,300783.94,264724.56,268804.97,379249.47,384179.47,326091.22,
348,158.1539998703008,3.006445,,,,,,,,,,,155293.53,162449.16,178150.61,202584.31,222035.4,189229.38,
469,161.05980993129464,3.6919925,,,,19,,,,,,,526930.4,342462.75,437929.16,571711.25,536366.44,313352.66,
461,161.09612636875946,3.6816142,,,,19,,,,,,,1640450.4,2130427.2,1904114.8,1636803.0,2924196.5,1109612.1,
261,162.05498778846928,2.3998287,,,,131,,,,,,,225617.27,273825.66,318521.78,279824.3,369851.12,214215.27,
380,162.0550131735342,3.1936066,,,,197,,,,,,,460650.78,483267.84,669065.0,519828.06,898605.9,645362.75,
415,162.05505855817526,3.40332,,,,88,,,,,,,91106.086,59695.867,92727.664,116955.06,181618.22,75684.93,
95,162.07596803405423,0.38733158,,,,,,,,,,,232610.98,59759.2,132364.42,923136.75,1076026.1,226573.23,
138,162.0760299553104,0.63312954,,,,,,,,,,,650666.56,575523.7,567362.3,761663.44,1025428.7,457672.53,
29,162.11232851555323,0.3589585,,,,140,,,,,,,9849566.0,9976348.0,1.0028105E7,1.0449644E7,1.1096514E7,7624724.0,
1598,163.07527161591455,6.372471,,,,181,,,,,,,980145.75,1389580.8,1242668.4,1063455.4,1190153.6,1614675.2,
611,163.07530387210167,4.541014,,,,182,,,,,,,297291.03,389905.12,251017.64,320114.8,251253.16,298894.97,
459,163.0753615670396,3.672289,,,,,,,,,,,155700.86,286468.56,226222.39,132394.33,448844.3,236294.12,
24,164.02923248592523,0.3500978,,,,140,,,,,,,3693597.5,3231659.5,2472285.2,3803598.5,3220852.8,3110532.5,
307,164.07064356886875,2.7518747,,,,242,,,,,,,301540.9,341586.53,318186.94,370130.5,401214.9,312777.84,
391,164.07064640297185,3.240184,,,,201,,,,,,,1015095.0,1066785.5,1144297.4,1298654.5,1476354.1,1151270.8,
376,164.1070824404721,3.1513054,,,,125,,,,,,,138836.23,292499.5,127849.516,135838.02,169458.56,180620.66,
426,164.107110993411,3.4483843,,,,210,,,,,,,2579515.5,3382114.2,1572277.9,2966584.2,2110773.2,1443351.8,
10,164.92062850589076,0.32389385,,,,,,,,,,,129796.12,163524.83,221881.17,89134.74,201517.48,256169.89,
13,164.9298620035439,0.33408058,,,,,,,,,,,743371.44,1012975.9,928154.9,870205.75,814449.56,856734.2,
103,165.07565966724923,0.42258343,,,,140,,,,,,,1175469.1,650950.1,747008.3,2597601.2,3839355.0,1124374.0,
3626,165.090857364468,8.821799,,,,54,,,,,,,54105.047,295524.0,139343.14,42622.45,20791.535,389554.66,
471,165.09105750173484,3.6911614,,,,19,,,,,,,731500.25,649238.6,737468.5,851017.0,924745.44,641386.8,
378,165.0910960723227,3.152229,,,,125,,,,,,,154912.42,254188.47,134783.97,179146.73,221771.56,190543.08,
568,165.127410055742,4.333168,,,,166,,,,,,,491697.62,583122.44,864949.3,609915.56,994105.25,988654.0,
205,166.0862647582095,1.3934526,,,,106,,,,,,,5952227.0,6481780.5,6602030.0,7753964.5,8832976.0,4543631.5,
4018,167.01257875194844,10.585258,,,,102,,,,,,,2.438197E7,1.6739689E7,2.2101112E7,2.5847194E7,2.683296E7,1.751117E7,
3321,167.03370953463778,8.293711,,,,7,,,,,,,634915.25,1019841.8,724555.4,939487.1,747786.0,994194.44,
275,167.08158405907287,2.5322618,,,,,,,,,,,798002.3,703197.6,740667.56,1042242.6,1019289.25,645235.75,
393,167.1067142519965,3.2455485,,,,,,,,,,,75993.3,147752.61,125174.71,115823.125,164692.6,207708.89,
453,167.10673398631184,3.6153991,,,,,,,,,,,400843.97,333728.06,321517.34,387370.03,404370.34,399823.66,
