row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML Peak area,POS_TJGIp4_1_Run58.mzML Peak area,POS_TJGIp4_3_Run182.mzML Peak area,POS_TJGIp4_2_Run87.mzML Peak area,Unnamed: 19
377,127.05018956386971,1.9112686,,,,276.0,,,,,,,431708.25,331223.0,390432.6,479010.44,326149.4,494035.0,
951,128.10697158894138,3.6896956,,,,25.0,,,,,,,320871.1,555108.9,380816.03,546157.56,489847.1,562647.5,
653,128.10699510876086,2.9177706000000003,,,,159.0,,,,,,,3535012.0,4100356.0,3527242.0,4897458.5,5019468.0,4982755.5,
3974,129.05438377560586,8.310955,,,,,,,,,,,0.0,0.0,0.0,0.0,3226.9426,384049.47,
162,129.05447274296296,0.44628653,,,,220.0,,,,,,,1809062.6,144466.95,54065.973,401724.06,2451978.2,2715860.5,
147,130.04976098468146,0.39466882,,,,9.0,,,,,,,5648569.5,3816018.0,2603208.0,4818652.0,10254341.0,8118181.5,
188,130.04984958793986,0.6086965,,,,,,,,,,,7778172.0,8326274.0,7924838.5,5397359.5,7970737.5,7141905.0,
283,130.04987686032942,0.92161196,,,,,,,,,,,380008.53,138543.66,58031.773,70168.9,569043.9,137189.81,
433,130.0651689789086,2.2756133,,,,,,,,,,,209149.83,216365.88,236797.8,304261.84,326269.6,291211.1,
870,130.06517849975194,3.4080017,,,,,,,,,,,265111.22,257766.55,228631.08,426345.3,411017.16,362102.34,
76,130.086145983328,0.37679574,,,,9.0,,,,,,,2196231.5,1659787.2,1962511.8,2025841.2,3621228.2,3315151.5,
250,130.0863035637357,0.8182642,,,,,,,,,,,310112.38,193712.19,369852.53,113386.49,572762.44,290996.03,
540,130.15907216128758,2.6576207000000003,,,,280.0,,,,,,,3103394.5,4536869.0,4149278.2,2921002.2,3768911.2,4415609.0,
151,132.06541422944034,0.43927166,,,,,,,,,,,508915.22,477204.44,332903.28,478705.94,970130.94,1012666.5,
201,132.06562352461694,0.6352029,,,,195.0,,,,,,,1604646.5,503995.34,832273.75,1562953.8,2461633.2,1458526.5,
117,132.1017706518103,0.40954408,,,,,,,,,,,6438584.0,15190547.0,11879577.0,15290945.0,6001641.5,15430180.0,
1952,132.1018208198526,6.1152234000000005,,,,236.0,,,,,,,3135204.5,2190652.2,4480116.5,6859619.0,4497246.5,7798735.0,
2062,132.10182493875885,6.295859,,,,,,,,,,,1488238.0,15692.21,112342.7,146249.0,2578847.0,213853.39,
1869,132.10183513322798,6.071285,,,,,,,,,,,599649.06,4446868.0,2647867.5,5962499.5,828962.44,4509390.0,
233,132.10185941086115,0.7377967,,,,149.0,,,,,,,115275500.0,126580500.0,116374330.0,139413400.0,177070560.0,163565250.0,
557,132.1019070097116,2.662189,,,,,,,,,,,902079.25,1287601.0,1287098.6,1480397.2,1178551.5,801259.5,
695,132.10192206290466,2.982376,,,,136.0,,,,,,,854186.94,892605.6,1904012.2,1076516.9,1171838.4,1098750.0,
647,132.10192664357305,2.9278529,,,,159.0,,,,,,,645111.8,702733.06,1127674.1,793334.6,833898.8,899433.25,
952,132.1019315231666,3.6896956,,,,25.0,,,,,,,1549200.0,2477781.8,1891549.0,2328032.5,2197875.5,2578112.8,
1016,133.10118571719636,3.9745138,,,,,,,,,,,492033.75,569609.5,505028.6,657973.7,491904.34,915729.94,
224,133.10510282709558,0.73699355,,,,,,,,,,,3009639.5,3831408.8,4829754.5,9305788.0,5539060.0,4006353.5,
107,136.0616290546055,0.38121167,,,,9.0,26.0,[M-H2O+NH4]+,,2.0,107;109,136.03838000000002,1348334.8,1679241.4,1690896.9,1885587.9,1563061.2,1645475.9,
266,136.06170766977277,0.8995040999999999,,,,198.0,32.0,[M-H2O+NH4]+,,2.0,264;266,136.03846000000001,3631397.0,3946294.8,4002774.2,4680621.5,6700914.5,4357458.0,
311,136.06177687462977,1.0049034,,,,,,,,,,,257841.55,499229.47,309185.47,93642.445,883942.5,172051.23,
328,136.0617924047923,1.1447355,,,,,,,,,,,591912.4,21080.299,84945.16,51551.835999999996,320933.97,129382.57,
337,136.06180653514411,1.2981075,,,,,,,,,,,102370.46,14596.983999999999,47094.363,39802.473,592227.1,455284.1,
356,136.06183482219453,1.4628288,,,,,,,,,,,86892.79,19028.621,13418.365,60554.207,100146.66,86129.9,
109,137.04566929368704,0.38123214,,,,9.0,20.0,[M-H+2Na]+,,2.0,75;109,92.07379,970493.7,1249048.1,1351168.0,946978.8,1104672.6,1373551.8,
264,137.0457490760384,0.88917786,,,,198.0,32.0,[M+H]+,,2.0,266;264,136.03846000000001,1892794.0,2305236.0,2209602.0,1637014.5,2572895.5,2641460.0,
386,137.04583625720542,1.9767456,,,,47.0,,,,,,,277375.7,285876.47,293339.9,306652.62,500199.53,427713.5,
956,137.09614141515578,3.6930296,,,,25.0,,,,,,,528063.56,668236.25,549552.9,647202.6,645627.9,739376.75,
1409,138.05490977911487,5.264317,,,,83.0,,,,,,,272231.25,316977.78,308239.16,338955.0,347339.03,453788.75,
574,138.0549658021397,2.7345495,,,,33.0,,,,,,,675584.1,584896.94,673368.06,955168.7,1165645.8,1038708.75,
472,138.05500398884837,2.4126759,,,,153.0,,,,,,,673483.3,692011.7,683682.8,813071.6,929939.9,771623.44,
497,138.0550068836736,2.5022233,,,,,,,,,,,326007.78,359227.16,348052.1,415427.34,506212.53,333056.94,
709,139.08660201135112,3.017684,,,,30.0,51.0,[M-H2O+NH4]+,,2.0,709;711,139.06271,1014985.8,1495478.8,1279763.6,1659899.1,1483496.5,1739563.1,
4656,139.987676024792,10.479625,,,,154.0,,,,,,,7772992.5,6489337.5,6975974.5,6555366.5,7398874.0,7103835.0,
27,140.068033692649,0.3532219,,,,9.0,3.0,[M+Na]+,,3.0,25;24;27,117.07876999999999,5254456.5,5081457.0,5529667.5,5109574.0,6026259.0,4278780.5,
187,140.06807375403915,0.6186964,,,,,,,,,,,297718.97,449981.0,153044.86,396759.4,302977.0,333989.7,
235,140.06807431450446,0.7264464,,,,,,,,,,,319191.78,151994.0,401525.75,196322.9,309917.53,94481.46,
248,140.06809039821812,0.79850346,,,,,,,,,,,203175.16,151994.0,894416.6,189820.33,589755.4,146936.16,
302,140.06811713519377,1.0784584,,,,,,,,,,,491157.4,111802.59,39379.656,293963.66,355671.2,141911.1,
284,140.06811993318874,0.93963164,,,,,,,,,,,301453.88,284664.7,216421.39,293963.66,563050.6,395886.25,
989,140.1433960928241,3.8156621,,,,,,,,,,,274590.3,421062.7,393298.25,505624.4,399835.78,472402.34,
444,140.14340733408804,2.3330374,,,,,,,,,,,225363.38,274539.8,270887.5,297472.03,214378.69,231708.94,
482,141.0546378623665,2.4607067000000002,,,,142.0,,,,,,,402706.4,463991.66,341907.88,659221.0,726767.56,757445.6,
4655,141.9831379962668,10.478927,,,,154.0,,,,,,,2970210.5,2440788.2,2649501.2,2464877.2,2823891.0,2693831.8,
36,142.04735096205226,0.3591007,,,,9.0,,,,,,,6759963.5,3294955.0,3750709.2,3660578.2,7109463.5,5481688.0,
148,144.0653796343335,0.39616778,,,,9.0,,,,,,,757026.7,665084.2,307757.5,409451.8,1581301.2,1196682.8,
195,144.0654248477208,0.6393463,,,,195.0,,,,,,,1733760.0,1883548.2,889927.3,2380233.2,2005181.9,1297975.8,
253,144.06547921346615,0.8384765,,,,,,,,,,,912396.1,755655.3,717447.6,498957.94,573319.4,1076407.2,
323,144.06553077715506,1.1662301000000002,,,,,,,,,,,636171.2,677150.25,622657.1,838423.8,712594.4,1410070.0,
366,144.0655473425119,1.610192,,,,,,,,,,,733166.5,551338.94,244534.56,1008274.06,1313097.5,1951496.1,
485,144.08081254501585,2.4722180000000002,,,,142.0,,,,,,,517087.03,358230.88,159932.38,636799.94,704883.06,623513.44,
918,144.0808295080834,3.5165330000000004,,,,,,,,,,,91538.95,153818.2,127688.28,241376.02,156249.39,144839.89,
118,144.1017695469614,0.38268146,,,,9.0,,,,,,,8090067.0,8516219.0,7230615.0,11147710.0,11664369.0,12542557.0,
184,144.1018080705671,0.544547,,,,,,,,,,,192038.5,331617.0,206018.4,658698.6,356656.8,977714.5,
4494,144.98202103488762,9.875508,,,,,,,,,,,792468.44,976735.3,6162427.0,153001.84,545752.75,7690587.5,
4262,144.982028563052,8.771947,,,,,,,,,,,259822.14,752120.7,409719.97,467502.47,145414.33,471719.62,
4472,144.98204281145698,9.788811,,,,,,,,,,,655122.94,7602768.5,1368688.9,5973553.5,940169.25,1647495.4,
