row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-211-C1-b_Run95.mzML Peak area,NEG_D5-211-C1-a_Run92.mzML Peak area,NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML Peak area,NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML Peak area,NEG_D5-211-C1-c_Run98.mzML Peak area,NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML Peak area,
376,137.89170644053175,8.718816,,,,5,,,,,,,1537918.4,1453018.0,471612.97,414499.5,1906174.8,237012.53,
401,139.94444004821932,8.80503,,,,,,,,,,,3547659.0,3487148.5,2680945.2,1672026.0,3633543.0,2717828.0,
421,139.9444533900017,8.903544,,,,,,,,,,,1838680.8,605810.25,1604582.2,2609137.0,761905.9,1286217.6,
460,139.94446917308755,9.057586,,,,9,,,,,,,1923748.0,1833440.9,1388615.9,4645120.0,5014085.0,5572134.0,
470,139.94447677689732,9.137838,,,,,,,,,,,1803202.1,1811065.5,5522071.5,1727091.1,1889363.4,1689195.0,
393,142.92887667716704,8.791936,,,,38,,,,,,,5355599.5,4232426.0,3514142.2,3958321.5,4653090.0,3354581.2,
397,144.9233686221012,8.798037,,,,38,,,,,,,9.730821E7,9.3898424E7,8.938307E7,8.3811496E7,1.0009163E8,8.42695E7,
57,145.0141617919895,0.4154619,,,,27,,,,,,,1052053.9,730329.2,288918.12,265139.53,900523.5,91957.61,
91,145.0506684285592,1.0212921,,,,,,,,,,,4269994.0,2379048.8,2754076.5,1848342.5,4233118.5,1668335.2,
13,145.061746624743,0.35234237,,,,,,,,,,,730961.7,348238.28,87901.72,269075.3,248154.69,316250.66,
58,146.0457875454649,0.3913227,,,,27,,,,,,,1885061.5,1042045.8,444703.5,192130.05,1002494.3,140113.66,
371,146.96585188268335,8.699639,,,,22,,,,,,,3.1723842E7,2.866134E7,2.9935212E7,2.8447076E7,3.1344862E7,3.2079522E7,
208,146.96587848846627,7.3990974,,,,,,,,,,,5262937.5,4148362.0,3482979.8,4995093.5,5335822.0,3503309.5,
330,150.88941703978105,8.2607565,,,,,,,,,,,2969967.0,231952.6,365984.5,291680.97,3047222.5,291918.4,
378,150.88942515976802,8.737099,,,,,,,,,,,591427.2,2020900.5,521475.66,270332.38,1911273.6,521990.28,
340,150.88943137306833,8.3330345,,,,,,,,,,,1121714.0,2878963.2,734873.44,664006.4,441007.38,715631.4,
423,150.88945938146836,8.905774,,,,,,,,,,,777091.75,294031.72,193824.62,171467.58,331144.28,81968.27,
321,153.86848469522832,8.221326,,,,25,,,,,,,296316.7,330345.06,71993.53,48633.656,421545.12,159731.47,
361,153.86848748718236,8.569238,,,,,,,,,,,2045358.1,1975573.8,266551.9,198906.92,1824996.4,306951.9,
520,153.86852204667585,10.33983,,,,,,,,,,,189785.83,182571.45,51921.24,42485.742,199806.75,22938.633,
53,155.00977696669966,0.39131713,,,,27,2,[2M-2H2O+Na]+,,2,53;45,84.02145,1302683.6,1386152.9,8800250.0,1996509.2,1235573.6,2295995.2,
61,156.06658504054883,0.39566877,,,,27,,,,,,,5785292.5,5470809.5,3517569.2,2305195.0,5269599.0,2737468.2,
80,156.06661232639192,0.5982051,,,,,,,,,,,192905.2,395114.53,168190.12,65225.14,646111.25,89034.06,
93,156.0666216538418,2.0615284,,,,,,,,,,,3601795.0,3403819.0,2523212.8,1733748.8,3878752.5,1872108.8,
84,156.06662223712382,0.7555993,,,,,,,,,,,94267.3,35845.164,185573.92,100225.945,117920.49,34808.562,
87,156.06663673071446,0.849365,,,,,,,,,,,38186.684,25077.572,37021.863,31144.277,137857.33,20728.283,
101,158.9784906208174,2.5955923,,,,,,,,,,,176115.94,92544.336,7671.427,3703.0503,73961.875,3427.2007,
1,158.97852806477658,0.31280658,,,,1,,,,,,,852738.4,821125.6,1029039.44,1074686.4,813614.8,1016967.6,
107,158.9785405320758,2.7847426,,,,,,,,,,,23125.457,160425.06,48623.93,7764.289,11381.333,3762.651,
532,160.84207415738652,10.44365,,,,3,,,,,,,6834076.0,7133488.0,2261991.2,2724201.2,6635699.0,2440695.8,
86,161.04552452125156,0.8123103,,,,,,,,,,,1444442.8,666398.75,1471221.2,795381.0,1866908.5,775255.8,
374,161.91353995996857,8.689109,,,,,,,,,,,3774826.5,1242787.0,949241.9,583853.3,3387833.0,966281.0,
226,161.9135456509194,7.7707887,,,,24,,,,,,,41815.03,34086.926,156548.1,111120.53,75202.38,152836.78,
310,161.91354589932106,8.217818,,,,,,,,,,,317515.56,357365.3,401190.78,398215.3,427488.78,396871.66,
360,161.91354682562806,8.571879,,,,,,,,,,,1598824.6,3037511.8,2973224.8,1006475.6,1621794.5,3055466.8,
533,162.83907237709897,10.44365,,,,3,,,,,,,6365640.0,6601231.0,2123792.2,2555224.5,6190346.5,2298828.2,
534,164.83599433983176,10.44365,,,,3,,,,,,,1935980.0,2008436.2,616885.0,757080.3,1872734.0,665122.94,
4,164.93489293662216,0.3244265,,,,,,,,,,,208449.81,201410.94,704333.7,610616.75,225804.89,557760.5,
113,165.05570341203074,3.0945456,,,,,,,,,,,651337.0,565591.1,796677.8,388517.22,880257.8,388555.75,
527,170.8707809229804,10.4276,,,,37,,,,,,,959728.56,1010963.1,366153.16,471408.38,946675.0,399911.5,
112,172.09801520447695,3.03516,,,,31,,,,,,,821937.2,620840.2,1366140.4,743560.4,792869.9,719284.5,
46,173.00905834786082,0.38610747,,,,27,,,,,,,4143105.2,4073797.2,4091736.8,3907252.8,4313782.0,4108047.0,
76,173.0090890243123,0.5870525,,,,20,,,,,,,2001582.6,1921685.9,2530315.5,2339143.5,2266392.2,2196779.0,
64,173.09296384640768,0.39741457,,,,,,,,,,,361323.03,814145.3,135845.81,128174.81,921163.3,149190.88,
59,174.07706716408407,0.39392886,,,,27,,,,,,,1.7915814E7,1.7649978E7,1.1602094E7,7777260.5,1.8144652E7,9062692.0,
544,174.95604150589614,10.538819,,,,17,,,,,,,1.5091752E7,1.4474519E7,1.4932236E7,1.4942844E7,1.4884494E7,1.5257343E7,
99,175.06113379288408,2.4349937,,,,,,,,,,,58738.617,35663.77,75118.86,401786.5,65078.36,37551.754,
100,175.06114328214713,2.5084991,,,,,,,,,,,1250075.1,924635.1,1400721.2,962792.25,1337791.5,849976.5,
23,176.93580734579996,0.3557906,,,,27,,,,,,,1071517.8,805057.9,737967.8,269050.4,1004545.44,461241.66,
37,179.05602851012836,0.38013956,,,,27,,,,,,,626871.6,128334.805,2252012.2,1716967.9,1057494.6,1939677.6,
445,180.97282549278813,8.968864,,,,,,,,,,,511138.4,294394.3,705431.3,350316.38,533464.56,710418.56,
506,180.97294202948297,10.184981,,,,0,,,,,,,727942.1,704839.06,1498833.6,1489377.1,745141.75,1406167.0,
48,181.07171012156763,0.38438424,,,,,,,,,,,781453.9,144346.05,209735.28,177961.02,174822.05,199515.78,
387,183.93419945059748,8.770225,,,,38,,,,,,,2.6009906E7,2.5131494E7,1.4791948E7,1.4033952E7,2.6165806E7,1.4902111E7,
457,183.9342365051477,9.040764,,,,9,,,,,,,1.4897945E7,1.44631E7,1.0249911E7,1.2739519E7,1.5267402E7,1.5411479E7,
353,187.86086461033244,8.527316,,,,,,,,,,,258213.05,255963.12,398091.44,900024.4,287360.56,383416.7,
540,187.86098369363037,10.492585,,,,39,,,,,,,2151422.0,2336324.8,561674.94,880041.7,2017004.0,609457.7,
541,189.85797978968492,10.49438,,,,39,,,,,,,1254251.6,1390171.5,351987.7,415885.34,1190657.4,379005.9,
56,191.0196893360836,0.39302158,,,,27,,,,,,,4.8217412E7,4.7949132E7,4.906225E7,4.951249E7,5.218115E7,5.436009E7,
543,191.9462635339747,10.535205,,,,17,,,,,,,2710841.0,2968896.2,3063358.0,2680130.5,2964319.5,2979515.0,
522,192.928722041397,10.359639,,,,,,,,,,,559647.3,553688.06,665910.75,801989.94,580004.5,703814.7,
214,192.92878775268028,7.581889,,,,,,,,,,,4108.37,0,115869.95,212554.77,35487.805,131027.53,
267,194.90571171922156,7.873512,,,,2,,,,,,,32587.457,12277.974,1269888.1,1186140.2,106405.59,1329884.5,
222,194.90571623879464,7.782409,,,,24,,,,,,,34054.074,36205.402,518278.78,541459.8,71918.07,540921.4,
187,194.9057238878444,7.372581,,,,19,,,,,,,75926.07,11009.238,383743.3,306840.97,51557.36,342409.84,
15,194.927361787215,0.35073856,,,,27,0,[M+H]+,,2,15;9,193.92009,2010848.5,2078770.9,7685430.0,5184725.5,2396808.2,4368655.5,
20,194.93660380246823,0.3531736,,,,27,1,[M+H]+,,2,20;12,193.9293,1046362.5,986827.7,1302245.0,871146.2,1085546.5,829259.7,
25,194.94619601343155,0.35754475,,,,27,,,,,,,1298185.9,1057215.6,822486.8,528864.8,1266874.2,532747.25,
303,195.81072916728894,8.223877,,,,,,,,,,,260195.12,74936.59,27021.473,31256.828,97859.63,43955.13,
345,195.81080197177448,8.4682045,,,,30,,,,,,,6843963.5,6560470.5,1964532.9,2068569.9,7272195.5,1926392.6,
538,195.81082268485477,10.449836,,,,3,,,,,,,638085.8,633903.75,278063.44,292915.34,648927.4,297769.4,
344,197.80785883307433,8.464715,,,,30,,,,,,,8563357.0,8296379.0,2535487.2,2681708.8,9178715.0,2460178.2,
536,197.8078821096325,10.4489565,,,,3,,,,,,,824483.0,812848.44,348938.44,379951.72,835541.75,382679.12,
346,199.8049161654943,8.4673395,,,,30,,,,,,,4140875.0,3793690.2,344687.16,387903.03,4229776.5,1145446.2,
535,199.80492770301862,10.44984,,,,3,,,,,,,356107.44,371150.3,161810.27,171585.83,369697.0,168610.95,
400,199.92917133346978,8.802411,,,,,,,,,,,1796750.4,2081758.1,345690.3,714473.8,1792402.4,542283.2,
461,199.92922684857209,9.098048,,,,,,,,,,,1923457.6,1448390.8,216470.03,201257.28,1503553.1,327509.78,
97,203.0826633797441,2.2394462,,,,,,,,,,,123611.22,171680.4,1071897.4,467016.78,221742.2,534114.5,
98,204.03016617960364,2.3023162,,,,,,,,,,,386315.44,398141.88,458644.4,351917.34,501943.06,382279.3,
66,205.03521841041712,0.40784845,,,,,,,,,,,238230.61,412201.38,236799.19,320884.84,709123.7,339248.7,
82,205.03528425237224,0.68117076,,,,,,,,,,,438209.97,418445.4,561844.7,476593.84,849672.94,484448.62,
539,205.83964292292126,10.449843,,,,3,,,,,,,1517754.8,1510283.8,964289.9,1076954.5,1529375.0,1025870.0,
537,207.836670867538,10.448958,,,,3,,,,,,,1449596.1,1421180.1,909181.7,1018436.75,1430306.9,975646.94,
24,214.04854738936737,0.3548937,,,,27,,,,,,,221368.12,160981.0,2678125.5,2336182.5,252128.94,2672571.2,
27,215.03271149931302,0.35579887,,,,27,,,,,,,155619.55,215652.8,1061560.8,652213.06,458506.62,765380.0,
268,216.85380566317565,7.8750253,,,,2,,,,,,,0,0,862056.0,668489.7,0,973149.44,
9,216.90931423489016,0.34553206,,,,27,0,[M+Na]+,,2,15;9,193.92009,2643556.2,2631140.8,4587443.0,3695901.2,2586641.2,3180489.8,
12,216.91848909819427,0.3498629,,,,27,1,[M+Na]+,,2,20;12,193.9293,1503632.5,1296742.9,1135043.4,929820.94,1357230.4,841178.44,
133,217.04230538581893,6.1039925,,,,,,,,,,,927051.9,629246.6,555241.9,481186.7,1829977.4,845823.0,
114,217.0423261715439,3.5185509,,,,,,,,,,,2142962.0,2240172.0,2132795.0,1700377.5,2404549.0,1914248.5,
33,225.06148746235704,0.37665728,,,,27,,,,,,,1179131.1,908123.2,1759997.5,1216341.4,1367010.0,1213876.4,
120,227.96663743770182,4.686158,,,,23,,,,,,,2006223.2,1967331.0,1803878.8,1769908.8,2066591.1,1838150.9,
102,229.09820909019015,2.6082208,,,,16,,,,,,,4054873.2,2972378.5,5254959.0,4051459.2,3480117.2,3797914.2,
105,229.098214168123,2.7313135,,,,15,,,,,,,1967734.5,1455051.0,2537166.5,1895743.1,1666984.5,1845616.4,
381,229.90083012842015,8.732738,,,,12,,,,,,,5895565.5,5484151.5,5197470.0,4951586.5,5738777.0,5252055.0,
458,229.90085223232367,9.059085,,,,9,,,,,,,1213165.6,1076947.5,342215.47,448090.6,1162258.8,533353.9,
118,229.96439942909467,4.6852384,,,,23,,,,,,,1949121.1,1906174.5,1754863.9,1723078.8,2012318.9,1784216.2,
104,230.10146990904101,2.6983707,,,,,,,,,,,286131.1,187122.86,378078.5,465087.56,227622.8,162285.1,
108,233.1030328812916,2.7979395,,,,,,,,,,,619133.3,520377.2,884046.94,497641.03,781849.06,417133.75,
31,242.07975863662728,0.36453876,,,,27,,,,,,,86751.15,112061.31,1067766.4,997828.7,210789.4,1113509.1,
356,243.89916853736395,8.542198,,,,33,,,,,,,5463686.5,4220183.5,4889621.5,4405302.0,4796960.5,4806851.5,
355,245.89471408425376,8.540298,,,,33,,,,,,,2234600.2,1772938.4,2016705.6,1817124.2,1970232.6,1770158.9,
258,248.96029830342448,7.874395,,,,2,,,,,,,282153.34,69741.49,1010993.94,1037526.3,338763.8,1058218.6,
235,248.9603073090922,7.8206177,,,,24,,,,,,,168344.72,109831.93,906851.9,816504.9,141806.16,828754.56,
441,248.96032008421034,8.967998,,,,4,10,[2M-H+2Na]+,,2,441;443,101.9942,790934.6,780418.8,1321688.6,1288573.6,802171.2,1364341.0,
196,248.9603260078272,7.3716965,,,,19,,,,,,,583169.0,453311.5,1023884.3,957737.4,706937.6,953050.5,
499,248.96038773139023,10.147771,,,,,,,,,,,988041.94,1393650.0,1257384.6,1244097.5,937662.56,907595.2,
