row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Anid-TJGIp4_3_Run233.mzML Peak area,2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML Peak area,2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML Peak area,2024_NEG_Anid-TJGIp4_1_Run183.mzML Peak area,2024_NEG_Anid-TJGIp4_2_Run212.mzML Peak area,2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML Peak area,
3066,100.93366069633531,10.275024,,,,,,,,,,,350132.22,505669.9,372273.47,318125.3,692729.5,364631.56,
2846,100.93366250416977,8.0372305,,,,,,,,,,,345057.4,762759.0,419187.2,224920.05,562001.0,119193.02,
2,102.95685533239578,0.32287684,,,,,,,,,,,262128.1,258802.61,273313.38,259070.5,314175.7,219205.39,
26,103.00372552812293,0.39566302,,,,,,,,,,,93191.77,56439.94,127892.07,233652.56,209051.19,2274354.2,
83,103.0401377271732,0.79602265,,,,,,,,,,,5302445.0,841901.75,1582836.0,259029.69,316043.5,1478643.2,
485,107.05027864172077,2.8502567,,,,,,,,,,,83717.17,467996.53,628122.4,70044.86,77653.45,190237.14,
150,111.00882940241166,1.7909522,,,,,,,,,,,160445.22,859116.5,2541312.8,247546.39,431156.16,1789598.4,
3063,112.98567888748715,10.304423,,,,,,,,,,,235755.94,257114.73,74493.445,149373.67,1304803.0,1051222.8,
1,112.98567997370839,0.313643,,,,,,,,,,,400106.8,413457.97,386526.72,373363.38,415637.66,333638.66,
1335,112.98568677383297,4.9160395,,,,52,,,,,,,137474.02,206649.86,50196.066,199899.56,228855.56,184838.0,
453,113.06085189688399,2.7904854,,,,,,,,,,,130885.984,273461.72,273599.2,426866.88,311689.53,502257.97,
61,115.00374803304533,0.60419923,,,,,,,,,,,419997.22,709749.9,510640.06,1955897.8,3535513.2,5071942.0,
104,115.0401329820394,1.1058515,,,,,,,,,,,7715762.5,237364.05,74518.39,2265756.2,396329.6,2118596.8,
2930,115.92075451689857,8.508315,,,,,,,,,,,740254.9,3210506.5,1074920.0,1086725.9,1305852.1,2854084.5,
2939,115.92075568874212,8.544815,,,,,,,,,,,740254.9,620826.56,1798744.4,919605.44,1537819.1,922567.5,
2916,115.92076061705613,8.327933,,,,,,,,,,,2089293.5,3291352.2,2925981.2,3110914.2,2947312.2,2206895.5,
2859,115.9207608232403,8.124368,,,,,,,,,,,1250912.9,438676.62,657376.0,1489628.2,1830975.8,2966549.8,
2901,115.92076162715432,8.284383,,,,122,,,,,,,5783402.0,5400168.0,5281200.0,2228054.2,4683814.5,3956052.0,
3040,115.92076329100058,10.236268,,,,39,,,,,,,4564790.0,4751660.0,4035155.8,4816316.5,4430824.0,3443161.5,
2822,115.92076459145323,7.9475694,,,,16,,,,,,,2165224.5,2588568.2,3753734.5,4314899.5,2698996.2,1296029.9,
2736,115.92076531860683,7.607172,,,,80,,,,,,,1236083.4,1678907.0,1987576.8,1479802.1,588465.94,1283785.9,
2789,115.92076585122572,7.841802,,,,74,,,,,,,2165951.0,2287394.5,3166483.8,2901258.8,3787055.5,3070678.8,
3042,116.92856384260335,10.255895,,,,,,,,,,,612887.75,658878.6,763924.2,629705.7,1083921.4,1601797.0,
2809,116.92857131186624,7.8924675,,,,16,,,,,,,610243.25,1584090.5,909872.2,1144051.9,1893179.4,791183.2,
2782,116.92857312145485,7.838779,,,,74,,,,,,,1124816.9,1371717.8,857969.5,1376666.9,1163775.2,1739426.1,
2731,116.92857661465393,7.6032634,,,,80,,,,,,,995479.9,1073693.4,1799172.8,1153582.4,3309477.2,2259585.5,
69,117.01939263059539,0.65837675,,,,,,,,,,,5.4168164E7,4011134.5,5723066.0,7383716.5,7529605.5,2.1771896E7,
179,117.05577523833881,2.1202312,,,,43,,,,,,,999388.9,1874189.6,2847821.5,1577387.0,1326814.6,3754308.2,
151,117.05577802671918,1.8819276,,,,,,,,,,,582380.3,1424382.4,1238024.0,2428814.8,1923017.8,7654569.5,
66,118.02276074479443,0.6626396,,,,,,,,,,,2115455.2,5132.9253,8107.408,76039.1,57053.168,245315.31,
93,118.0510436922204,0.91243154,,,,,,,,,,,1801456.0,6.215358E7,1.341676E7,1.7601406E7,7685391.0,5295751.5,
7,119.94703195441882,0.33406767,,,,6,,,,,,,1.5331387E7,1.5751992E7,1.3419175E7,1.5464368E7,1.2678416E7,1.0446617E7,
47,121.94406601734039,0.44686183,,,,,,,,,,,1997375.4,1448635.5,609288.5,1343770.0,4745909.5,155081.62,
8,121.94406898156858,0.33406767,,,,6,,,,,,,4335176.0,5140325.0,4977162.0,3590242.5,601371.9,1031342.5,
2815,122.97576557194135,7.950731,,,,,,,,,,,84455.16,56186.633,224368.61,93193.19,39713.395,10893.695,
2890,122.97577446740547,8.280154,,,,,,,,,,,109983.984,193917.66,168886.81,73030.9,104872.67,29476.465,
2704,122.9757764654736,7.6014614,,,,,,,,,,,246302.53,208615.27,550693.75,215386.92,134328.38,233578.81,
2774,122.97577758907971,7.8390408,,,,,,,,,,,104008.414,74259.18,154917.17,118404.79,94849.81,50025.453,
2655,122.97578639046255,7.286659,,,,,,,,,,,43398.86,51285.29,140481.03,73260.18,56964.418,56210.957,
225,125.02446760762824,2.267021,,,,,,,,,,,58085.72,375410.9,329822.66,1320562.9,1518534.6,370983.66,
85,129.01939514826128,0.8434549,,,,,,,,,,,1188424.5,1780713.1,525370.25,1464470.0,2038078.1,3645740.8,
366,129.05575729009038,2.5230668,,,,,,,,,,,7028451.5,823498.4,608445.2,2730165.5,723783.25,7409046.5,
278,129.05576734827162,2.427635,,,,2,,,,,,,7534690.0,3927831.0,2888937.5,4017704.0,2903171.5,1.115493E7,
50,129.97579971901152,0.49320817,,,,,,,,,,,126978.74,214226.75,168596.92,310083.7,2114228.8,22504.24,
6,129.97580058865336,0.3215288,,,,,,,,,,,218390.3,180228.05,145255.0,255983.08,227078.67,135955.78,
130,131.035013810655,1.4491771,,,,,,,,,,,807612.9,706776.6,756734.75,600297.7,747048.94,2749298.5,
503,131.07140937821478,2.8884342,,,,,,,,,,,4453819.0,2.0457662E7,2.3048808E7,1.3026253E7,1.0805442E7,4.0853556E7,
504,132.07473711593542,2.8881521,,,,,,,,,,,243353.88,1189763.1,1322014.9,753283.2,601629.25,2514358.0,
2992,132.86785849957553,9.155093,,,,,,,,,,,467543.66,231372.84,251402.39,341736.38,240402.88,270677.56,
2977,132.8678644695245,8.926289,,,,,,,,,,,545719.25,179703.16,607466.0,433370.12,152642.39,332510.66,
3023,132.86787203311619,10.20529,,,,,,,,,,,392281.53,505464.53,876424.4,447720.4,545987.8,185893.06,
3090,132.86787829418634,10.517354,,,,38,,,,,,,532757.1,1522067.6,1009127.3,1286893.8,1431202.9,945315.4,
2953,132.86787929259094,8.610159,,,,,,,,,,,2861926.0,2669561.8,2242477.8,2958290.0,2357337.0,3651259.8,
2912,132.86788634244695,8.38494,,,,,,,,,,,452810.75,414243.2,615393.1,226152.38,353622.72,528779.5,
2748,132.90022241152965,7.606604,,,,,,,,,,,92620.7,81220.664,148576.5,105897.05,306327.62,975166.9,
2821,132.90022897568684,7.945204,,,,,,,,,,,131434.45,138856.69,277214.0,57087.023,147610.23,445283.38,
2848,132.90022901011722,8.00435,,,,,,,,,,,6358.99,69007.49,98675.86,120958.28,62327.934,802064.94,
2772,132.90023121129477,7.8399167,,,,,,,,,,,133586.22,76910.7,250972.94,106720.55,220875.94,709315.4,
2904,132.90023238145756,8.275441,,,,,,,,,,,123705.766,68103.24,61689.883,79539.64,250365.52,974650.5,
23,133.0142698851811,0.39447334,,,,,,,,,,,323035.84,1111441.4,2228663.0,3331698.0,4670065.0,1.4242833E7,
65,133.0506578330402,0.65031093,,,,,,,,,,,73907.47,461460.6,3251802.2,684587.75,641296.44,2109527.8,
3021,134.86519972917472,10.20209,,,,,,,,,,,478419.4,222445.33,660803.8,452794.34,405954.5,1104366.6,
3096,134.8652027629553,10.533078,,,,,,,,,,,217780.88,706431.2,710303.0,550997.4,467223.6,790118.75,
2913,134.86521745569755,8.40994,,,,,,,,,,,311069.38,308585.62,463835.16,109912.484,377322.22,483289.25,
2945,134.86526062672485,8.606708,,,,,,,,,,,641738.56,780329.5,1757969.2,380059.2,255259.08,2863366.5,
3025,134.8946628991254,10.205448,,,,26,,,,,,,463518.8,567269.94,533484.7,569311.1,577555.5,605118.94,
2921,134.89467374370614,8.353009,,,,,,,,,,,1274234.6,1032993.75,1635930.6,781172.06,2676623.5,9256391.0,
2657,134.89467395473656,7.319033,,,,23,,,,,,,366454.3,592319.44,1108231.5,584393.6,2241910.0,3968996.8,
2861,134.89467815447347,8.095641,,,,,,,,,,,1145083.9,1491968.5,1526568.4,1563902.1,3442895.0,1.5695658E7,
2892,134.8946796393893,8.278337,,,,17,,,,,,,4044546.2,2159948.5,3925122.0,2397920.0,1.0217999E7,1.9765262E7,
2746,134.8946800233552,7.6119523,,,,80,,,,,,,3996299.8,3374712.5,7918017.0,3883795.8,1.0368412E7,1.9887424E7,
2787,134.894683905479,7.8409657,,,,74,,,,,,,3278768.0,3792200.2,5297682.5,2881291.5,3486483.8,1.4691627E7,
2814,134.89468622030026,7.94162,,,,16,,,,,,,3107560.5,4615959.5,5418079.5,4290768.0,7405976.5,8200227.5,
475,136.04043775836922,2.8341963,,,,,,,,,,,0,26212.895,8866.729,70358.18,48574.57,654246.9,
308,136.04043976413908,2.4732316,,,,92,,,,,,,877694.44,948630.4,1516438.1,796263.7,1001216.25,1046143.8,
3026,136.8916726557419,10.207278,,,,26,,,,,,,114927.8,179895.95,162723.84,148459.22,180548.56,194839.45,
2922,136.89168954269564,8.354403,,,,,,,,,,,380128.94,315081.47,248153.8,238489.3,1723503.9,2990193.0,
712,137.02443079911885,3.495963,,,,,,,,,,,185899.5,160396.75,168096.17,126582.984,161851.4,112370.9,
220,137.0244637686475,2.2589445,,,,,,,,,,,2671632.8,288450.8,81707.58,77607.3,174306.64,104156.2,
337,139.0400955985456,2.5234613,,,,,,,,,,,123772.85,330695.72,417905.12,3308851.8,4650739.0,1.5827344E7,
124,141.01937416354227,1.4092156,,,,100,,,,,,,5152829.5,1.0062345E7,1.1937879E7,7769008.5,8446283.0,1.0486801E7,
84,141.01939519289934,0.83196425,,,,,,,,,,,793926.8,975721.56,1085428.4,326538.38,383748.28,443382.12,
1373,142.0661971588247,4.9262505,,,,,,,,,,,0,165672.58,295116.38,4423.0254,8732.403,0,
668,144.04546264336517,3.3918931,,,,127,,,,,,,42899.03,43290.07,86995.016,29492.23,15745.256,73654.87,
309,144.0454911529212,2.4668949,,,,,,,,,,,3695.2976,311724.94,425352.75,280793.22,249444.06,929936.3,
762,144.04550000514487,3.6722054,,,,,,,,,,,0,878510.2,1640474.5,268763.4,347490.62,2204223.8,
90,144.06667737190767,0.88935167,,,,,,,,,,,3404594.8,3512408.8,5628327.0,1961172.6,1956851.4,2023823.9,
2936,144.92346072397063,8.516588,,,,,,,,,,,963046.6,1437952.4,1160465.2,1172296.9,1811361.8,670081.44,
2737,144.92346091693764,7.609426,,,,80,,,,,,,765366.56,529388.4,1054406.0,641042.9,679499.94,781029.44,
2911,144.92346407730406,8.313748,,,,122,,,,,,,2920726.2,2710655.2,1686177.5,1897975.1,4062253.0,3437308.5,
3038,144.92346621122752,10.231782,,,,39,,,,,,,2401705.8,2113855.8,1995257.0,1893293.4,2600478.8,2262044.8,
2786,144.92346645801192,7.840874,,,,74,,,,,,,1179827.9,1190266.6,1360717.4,1203113.8,2437999.2,2805782.5,
2819,144.92346657201162,7.942232,,,,16,,,,,,,1146337.9,1312116.2,1873037.6,2222449.2,2476246.5,1234190.8,
210,145.05065673732824,2.2163925,,,,,,,,,,,206014.31,1083696.1,1231053.5,1791187.9,1416751.2,3019616.0,
149,145.05067134086082,1.7517078,,,,,,,,,,,0,0,5302.8066,14171.527,5773.9805,716315.7,
736,145.08702155001222,3.58671,,,,,,,,,,,36212.383,415809.78,451607.0,337884.88,328766.44,632239.1,
55,146.04593626683086,0.52316946,,,,,,,,,,,143661.39,754809.5,1975181.8,3048952.0,2500268.5,1.1994066E7,
328,146.06115485496804,2.5004094,,,,,,,,,,,0,1353362.5,1939206.0,71277.02,258375.28,1045152.9,
30,146.96599502019362,0.40056014,,,,22,,,,,,,8.747493E7,1.0598521E8,8.427811E7,8.645315E7,7.841082E7,1.1017658E8,
56,147.02992779412878,0.53147095,,,,,,,,,,,4004.2515,12326.244,141330.56,339447.0,93016.65,2572565.5,
192,147.06628501391842,2.1666694,,,,11,,,,,,,66194.695,257736.12,428241.4,18973.865,52803.133,51371.625,
117,147.06630507092822,1.3403258,,,,109,,,,,,,1910278.8,5292724.0,6276724.5,3193257.5,4128740.0,8462147.0,
80,147.06630965048055,0.78760594,,,,,,,,,,,240389.1,885704.0,1012173.0,818028.1,525729.3,596232.4,
487,151.04007050961323,2.8492005,,,,98,,,,,,,455402.25,2151164.0,3175930.0,392764.84,499628.9,1040201.7,
261,151.0400780276581,2.3713233,,,,41,,,,,,,194235.78,216143.47,273523.56,170039.97,182140.8,174830.34,
132,153.01935348854434,1.4661978,,,,,,,,,,,778875.75,313206.3,209233.39,154969.67,52605.938,436734.0,
351,153.01936273729615,2.5138316,,,,,,,,,,,0,279268.62,292158.9,882878.6,570862.2,2672796.0,
262,153.01936412592107,2.3684418,,,,41,,,,,,,0,1266050.4,2893137.2,182533.98,107087.305,862548.9,
153,153.0193669071656,1.888449,,,,,,,,,,,3297.331,9296.072,0,1410763.5,351134.22,910352.9,
560,153.05574486535693,3.0697691,,,,,,,,,,,0,0,8461.215,355178.28,393666.25,3069830.0,
2826,153.86852759736215,7.9572816,,,,,,,,,,,55918.625,10219.007,74414.85,32306.938,79098.02,494442.16,
2917,153.86854259632227,8.318897,,,,,,,,,,,31077.678,5754.2646,34905.24,10201.976,42649.152,901594.2,
3074,153.8685645555742,10.39275,,,,,,,,,,,150114.1,343942.94,635392.5,301664.3,215414.94,723591.94,
796,155.10778733868673,3.7854202,,,,124,,,,,,,95308.17,681823.2,899956.7,1138666.4,350356.62,1743108.4,
456,157.05059482834338,2.7920368,,,,128,,,,,,,1797158.9,2438238.5,2596193.5,3938113.5,2869932.2,4519992.5,
300,158.08222430178643,2.4473774,,,,,,,,,,,316461.88,63790.074,70977.59,692291.3,145141.02,896946.9,
159,158.08222936069762,2.0260012,,,,,,,,,,,1224318.5,259831.66,302934.16,1724198.1,388049.3,7906600.5,
416,159.0662408535515,2.6963418,,,,132,,,,,,,114325.86,136588.67,183658.61,147925.4,185875.22,191921.28,
530,159.06626062118048,2.967018,,,,,,,,,,,1076097.2,1143323.2,1715786.6,793305.9,695862.6,1221420.1,
964,159.10262190494907,4.192288,,,,,,,,,,,14092.885,692950.94,484854.06,1372369.4,1773358.2,387249.0,
287,160.04048882045853,2.4449217,,,,,,,,,,,0,91192.68,96726.42,262742.5,105219.36,607205.3,
116,160.06151293290372,1.3270363,,,,109,,,,,,,642882.7,2236720.8,2887013.2,6628368.0,5690039.5,1.1973424E7,
67,160.06151438826205,0.6463873,,,,,,,,,,,2805316.5,861274.4,1039316.5,4084406.2,3454606.0,1534159.4,
3092,160.841946334984,10.468417,,,,,,,,,,,332589.44,197144.52,748888.1,303109.03,275849.66,2051589.4,
82,161.0455562135584,0.7967748,,,,,,,,,,,3296966.2,1439055.8,1406755.1,2367695.2,1639833.5,2056373.4,
52,161.0566988517735,0.4780964,,,,,,,,,,,0,4237.544,17006.178,204474.0,30483.275,1590110.2,
258,161.08189152303925,2.3558452,,,,,,,,,,,0,295933.9,296045.25,348540.72,299385.5,665712.6,
474,162.0559929935176,2.8296573,,,,27,,,,,,,314630.3,379977.88,510642.94,401114.4,384982.25,463138.7,
3088,162.83902700646232,10.464129,,,,,,,,,,,684431.3,256343.66,238376.2,356971.56,389385.53,2047805.8,
454,163.04348958638496,2.7884989,,,,,,,,,,,65592.875,210497.69,181602.66,555697.25,255323.6,1758099.2,
182,163.98608348985326,2.123733,,,,43,,,,,,,4375066.5,3313524.0,1915012.8,2909504.2,3062212.5,1821852.6,
3097,163.98608569830017,10.531793,,,,115,,,,,,,1521218.9,1439491.1,1524972.6,1960688.0,1243109.2,1430796.9,
733,164.0175257427832,3.57376,,,,,,,,,,,26216.512,94208.82,85335.31,344919.47,258517.94,260421.94,
673,164.0352693781014,3.4084907,,,,,,,,,,,0,0,0,0,0,181385.34,
590,164.03530581448618,3.1439688,,,,,,,,,,,41902.766,180292.47,186965.95,317961.9,229337.0,1095567.2,
2676,165.04073015653464,7.378504,,,,,,,,,,,10701.039,15141.15,0,92328.82,42685.71,0,
2517,165.0407855999171,6.758553,,,,,,,,,,,199409.84,96132.2,78043.555,548502.4,378661.22,44815.605,
2883,165.0408135647925,8.2583475,,,,,,,,,,,4447.0615,0,0,55458.695,47636.188,0,
747,165.05564300689576,3.6102455,,,,,,,,,,,338078.03,388279.38,536282.0,120092.445,250064.53,238847.1,
955,165.05566809804645,4.1721673,,,,,,,,,,,148214.4,2203045.5,2167064.8,1388674.9,2280074.0,2078697.1,
582,165.05567943342442,3.1294415,,,,70,,,,,,,4236522.5,2267813.8,2506196.0,1112471.5,2221090.5,1116795.0,
580,166.0590261473494,3.1265204,,,,,,,,,,,367353.8,192385.95,212934.69,85145.23,185822.17,83398.805,
1154,167.0349153939171,4.57723,,,,62,,,,,,,26969.443,2058432.8,630780.06,358811.25,777647.1,338422.8,
444,167.03493096188078,2.7524924,,,,,,,,,,,0,4193.218,3647.3013,0,5387.45,168302.69,
574,167.0349523269444,3.085042,,,,,,,,,,,0,398499.2,250503.25,306574.84,565666.94,959896.2,
635,167.0349610596659,3.253276,,,,,,,,,,,8779.59,835019.0,450337.72,497914.5,1419618.0,226204.89,
536,167.0349629061272,2.9904082,,,,,,,,,,,525098.6,8099251.5,4043967.2,3485743.2,9902303.0,5046329.0,
321,167.03497560062982,2.4905396,,,,,,,,,,,147143.02,43335.086,0,643142.2,203799.77,2515983.2,
404,167.07133403205688,2.664956,,,,,,,,,,,0,0,0,114957.44,113762.2,336037.34,
472,168.03014847661785,2.8301797,,,,,,,,,,,0,8752.268,0,233922.47,120654.914,926407.2,
498,168.0665292971415,2.8789978,,,,,,,,,,,73970.44,84790.11,171129.77,110691.88,125743.65,132699.62,
272,168.0665867557946,2.40404,,,,106,,,,,,,429217.22,602248.4,997942.2,745210.06,774331.3,988115.2,
39,168.83624050159415,0.39500433,,,,,,,,,,,0,327532.56,1138393.0,98212.445,39866.18,16026.23,
35,170.83320899885564,0.40204796,,,,,,,,,,,18556.934,678518.75,1899672.0,345338.2,298772.2,39690.426,
564,170.98541559051125,3.0756326,,,,,,,,,,,0,117439.79,124334.95,231839.72,107622.79,961270.3,
649,171.06626506337238,3.3725355,,,,34,,,,,,,130205.85,384187.72,438868.84,724432.4,448319.6,1239833.4,
565,172.0979119299575,3.0232527,,,,,,,,,,,363727.6,193128.52,165958.39,495582.03,397619.47,2927450.5,
40,172.83020388492346,0.40332147,,,,,,,,,,,3376.8728,215406.25,1035838.44,185285.58,127721.37,14876.505,
54,174.07715385132508,0.5668892,,,,,,,,,,,581675.4,6014797.0,1019219.4,1199054.4,510064.5,230682.12,
77,174.07718537902363,0.76511717,,,,,,,,,,,848022.06,1371220.0,6617410.5,1735831.9,1114791.9,713941.2,
1661,175.02741389849785,5.4030476,,,,,,,,,,,0,16028.541,8028.239,530421.7,258808.28,2500993.8,
207,175.06114425088026,2.2033794,,,,,,,,,,,137539.58,146875.45,242438.34,310287.0,182255.53,443509.62,
152,175.06115581501538,1.8901101,,,,,,,,,,,0,0,0,645123.9,511295.28,941839.56,
243,175.0611676366153,2.3479826,,,,,,,,,,,131857.89,91535.48,164619.03,358319.3,126270.41,170013.27,
279,175.06117347342806,2.4295769,,,,2,,,,,,,153271.25,462859.5,722103.25,777050.7,368038.1,747209.3,
335,175.0611998967822,2.5248108,,,,97,,,,,,,3289153.2,6634416.5,9979038.0,1.1817779E7,7181359.5,1.0864197E7,
340,176.06452539319818,2.5231574,,,,,,,,,,,229481.61,485133.9,731243.1,890878.44,512867.12,789935.56,
931,177.0191489114461,4.1031337,,,,,,,,,,,0,83930.97,121573.234,0,0,0,
602,177.01934954628956,3.202632,,,,35,,,,,,,0,2711622.0,2643069.8,4609.975,1013992.3,0,
779,177.0195720880614,3.73858,,,,,,,,,,,0,30888.242,371400.1,0,3656.467,0,
408,178.05095379627224,2.683314,,,,82,,,,,,,387209.62,872729.9,1120524.8,935725.7,849557.7,1491842.6,
657,178.05097421086353,3.3576543,,,,110,,,,,,,318349.38,628503.3,1274984.8,615143.25,687284.06,1794339.4,
463,178.08737864203835,2.7947278,,,,,,,,,,,560677.6,7439.3164,0,0,4927.449,14013.107,
857,179.0712846270973,3.9261887,,,,99,,,,,,,39423.887,143731.47,121715.43,284417.4,442853.4,755951.8,
909,179.0713114562149,4.0397677,,,,,,,,,,,98908.16,354190.4,279215.78,529508.4,2043376.2,2597724.0,
277,180.03021906693462,2.4295578,,,,,,,,,,,284391.12,288014.2,380781.3,400287.4,361851.28,403799.47,
544,180.0666154915635,3.018843,,,,,,,,,,,84576.13,468600.5,664134.25,379220.5,504526.1,486326.0,
414,180.06662130436132,2.6818593,,,,82,,,,,,,50798.29,103645.36,242496.78,168273.77,153946.88,97754.234,
349,180.0666216247583,2.5381908,,,,,,,,,,,95973.45,1341020.4,970185.25,961992.44,1823448.8,72133.61,
659,180.0666248094369,3.3597126,,,,110,,,,,,,21527.45,762588.5,736561.3,1284221.5,667394.44,4755003.0,
255,180.06663409801843,2.3596127,,,,,,,,,,,57832.5,84225.37,150631.88,71168.09,67420.125,168734.39,
860,180.06667972139073,3.9343636,,,,,,,,,,,0,30089.674,57921.258,45156.52,44586.633,468152.75,
1707,180.98120340788128,5.4598374,,,,,,,,,,,382721.22,214211.89,170384.42,247396.53,444860.84,28772.688,
2896,180.9812066553432,8.284098,,,,,,,,,,,358160.56,467425.94,281501.3,294276.97,268135.38,148736.17,
2816,180.9812152982756,7.970623,,,,,,,,,,,195708.89,123322.03,293579.47,377573.62,201783.56,176257.1,
2738,180.98122947021668,7.6021733,,,,,,,,,,,396738.28,420332.1,604293.06,406078.22,286616.34,350700.3,
330,181.05072979770145,2.5083182,,,,44,,,,,,,1732898.5,1538228.1,1032226.6,1615959.6,2408707.0,1652929.4,
725,181.05074660382664,3.5679712,,,,117,,,,,,,105016.01,919748.25,1185772.2,2528133.8,4746781.0,6302769.5,
226,181.05077621905835,2.2710688,,,,,,,,,,,891149.06,726316.0,786359.56,457805.0,910325.4,510212.97,
662,181.05081052703022,3.3731182,,,,34,,,,,,,398487.88,522583.56,572242.06,705524.0,687710.1,1721978.1,
19,181.94718272790794,0.38480294,,,,,,,,,,,1408764.9,4939.583,0,27865.662,12976.094,0,
169,182.04583914660375,2.0814657,,,,133,,,,,,,189972.45,3298662.2,2149809.8,1204581.1,1053270.5,1064724.5,
148,182.04584385546988,1.7961617,,,,,,,,,,,6101.7344,699089.5,1997047.4,1255893.8,1177894.8,1468766.2,
89,182.04585264609221,0.88013875,,,,,,,,,,,0,4655.788,22143.84,733514.9,605188.6,578836.7,
332,182.04600878421797,2.5146062,,,,,,,,,,,29170.535,47000.99,62743.355,31487.387,36703.31,35667.3,
333,182.05387624613968,2.5073063,,,,,,,,,,,125808.96,130037.29,47916.156,118646.16,195894.39,55437.766,
728,182.05393135040018,3.570052,,,,,,,,,,,0,71426.32,99560.93,213125.67,408502.53,545793.06,
384,183.06625190962862,2.607948,,,,,,,,,,,91714.414,329181.9,356371.97,657086.1,866317.44,3791394.5,
206,184.0615066839731,2.2022543,,,,,,,,,,,333986.25,454538.03,570823.5,348600.56,368676.03,446777.38,
101,184.06153123712633,1.0817413,,,,,,,,,,,115087.305,415248.16,954696.44,283277.56,425371.56,277609.9,
835,185.11828412492414,3.8830376,,,,,,,,,,,20124.504,264774.7,17614.105,346393.03,144971.53,216217.2,
664,186.9803078430091,3.3879693,,,,,,,,,,,0,0,0,427050.94,145385.58,371821.1,
164,187.10876376504962,2.0608885,,,,,,,,,,,888438.4,204842.94,316130.84,144659.97,184148.47,69243.836,
2414,187.86096991256414,6.538988,,,,,,,,,,,297171.6,0,0,0,0,0,
3095,187.8609746129764,10.523734,,,,38,,,,,,,1781152.6,1818844.1,1867445.9,1665063.0,2100273.2,2773516.8,
489,188.03526508724167,2.8554146,,,,,,,,,,,0,3348.978,4575.8403,14062.355,0,361542.0,
