row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_CC-Nam_2_Run44.mzML Peak area,2024_POS_CC_2_Run47.mzML Peak area,2024_POS_CC-Nam_1_Run32.mzML Peak area,2024_POS_CC_3_Run61.mzML Peak area,2024_POS_CC-Nam_3_Run67.mzML Peak area,2024_POS_CC_1_Run20.mzML Peak area,
1259,144.98216067044984,8.661775,,,,124,,,,,,,3.1828944E7,2.8418046E7,2.712566E7,3.0714658E7,2.6118388E7,2.8957694E7,
1559,144.98217092750596,9.96992,,,,,,,,,,,7361766.0,6515102.0,1.6296448E7,6776088.5,6216998.0,7268529.0,
1560,146.98033553472774,9.966775,,,,,,,,,,,3325124.8,2786449.5,7328971.5,3051640.5,2787040.0,3263712.8,
1253,146.98033790586126,8.660977,,,,124,,,,,,,1.4328046E7,1.2834623E7,1.3595253E7,5375894.5,1.0219504E7,1.295645E7,
1189,146.98033842350935,8.584924,,,,,,,,,,,4725935.5,4840871.5,4353008.5,1.3878051E7,4501655.0,5117129.0,
44,154.0742358916116,0.37514088,,,,76,,,,,,,1872887.2,1959969.4,1772170.2,1879356.4,1919950.5,2025419.8,
29,155.12697905612296,0.35886946,,,,76,,,,,,,815851.5,823870.06,699688.2,793223.9,758299.3,791969.56,
81,156.07209886568964,0.40204826,,,,76,,,,,,,530728.0,531907.75,512951.16,474721.8,500158.44,514192.6,
84,156.0720993402389,0.53155714,,,,,,,,,,,769166.1,735654.3,710805.0,669322.7,691808.5,682269.06,
64,157.04183279989306,0.38328204,,,,76,5,[M+H]+,,2,50;64,156.03453,1319469.5,1388807.0,1298080.9,1373695.4,1314330.6,1387046.2,
89,158.15390999074882,0.6512552,,,,129,,,,,,,348685.5,449293.28,342320.25,368098.12,466220.47,351843.6,
66,158.15391984354721,0.384931,,,,76,,,,,,,223406.45,278040.9,204566.4,258699.05,275928.3,254717.4,
211,158.1539300423282,4.9490533,,,,,,,,,,,776630.1,761025.3,736117.4,778231.94,807229.4,798888.1,
1617,158.9640571199763,10.270255,,,,7,,,,,,,327093.8,292937.38,279821.1,283479.06,303156.0,370391.97,
23,158.96407131295823,0.3403848,,,,54,,,,,,,398056.5,432464.3,434426.0,422881.16,444991.38,415184.97,
4,159.96915915427786,0.03236037,,,,1,,,,,,,1306687.0,1336210.4,1435814.9,1480768.2,1270596.2,1634016.9,
76,163.01582815374732,0.39239752,,,,76,7,[M+Na]+,,2,76;77,140.02663,1384699.4,1273226.8,1382133.2,1353617.5,1351910.4,1384761.6,
7,164.94808190453804,0.03236037,,,,,,,,,,,273796.34,303017.06,275714.6,349587.72,311385.34,193485.05,
623,173.13247602150776,7.811039,,,,,,,,,,,209854.16,76368.09,68434.75,351525.8,104696.79,7446.9014,
106,176.11344695600985,1.451676,,,,,,,,,,,8614124.0,8463675.0,8575783.0,8681479.0,8709724.0,8407691.0,
50,179.02372254622477,0.3783948,,,,76,5,[M+Na]+,,2,50;64,156.03453,426642.12,444191.9,712751.44,456783.2,461918.84,693496.75,
128,180.10184882507443,2.657709,,,,,,,,,,,245073.25,227280.17,260787.31,311742.4,470488.2,240205.5,
112,181.0970864564408,2.123516,,,,64,,,,,,,882235.2,811825.75,1041455.75,944581.0,1951249.2,898039.1,
143,181.09709800836822,2.8390868,,,,,,,,,,,58953.348,95668.05,21625.293,72708.77,63374.703,85198.02,
155,182.19026788305175,3.3459108,,,,,,,,,,,312877.8,362229.62,331473.78,320492.4,404063.7,366698.97,
703,182.98507013742446,7.8400817,,,,,,,,,,,936812.6,230887.2,315484.6,254996.28,937035.9,467128.47,
1659,182.98509598817733,10.459852,,,,6,,,,,,,1434463.1,1567338.6,1488069.6,1294357.5,1442483.2,1436539.8,
5,182.9851044535338,0.03236037,,,,1,,,,,,,405949.0,442995.6,508956.28,447598.8,391663.78,587764.3,
145,183.09167597434566,2.9573126,,,,,,,,,,,411007.72,518081.8,434578.88,571238.75,1008559.8,757174.4,
126,184.16952045334128,2.526131,,,,,,,,,,,191800.69,199355.02,253080.67,262391.03,272727.22,189120.73,
115,184.16953494551217,2.2121184,,,,,,,,,,,1827498.4,2006927.0,2244935.5,2359434.5,2558988.8,1963623.9,
1181,184.9854559724478,8.532305,,,,,,,,,,,242815.55,208752.8,174896.75,229383.8,190953.88,113157.83,
6,184.9854869060022,0.03236037,,,,1,,,,,,,171930.11,172578.88,215612.86,166926.92,177318.69,406871.97,
1300,184.98548838990385,8.724423,,,,,,,,,,,2576791.2,2679705.2,2478422.8,2832889.5,2494516.2,3521431.5,
1656,184.98549075429926,10.442577,,,,6,,,,,,,1002188.3,1026331.56,1016867.0,993823.5,1015107.3,1064980.9,
133,185.0854993161423,2.6946735,,,,,,,,,,,34279.305,524594.1,162019.23,382658.53,263104.56,777895.7,
27,185.1271413266319,0.35642883,,,,76,,,,,,,4711128.0,4885115.0,4550685.5,4775536.0,4863234.0,4972407.0,
138,185.12838250574745,2.8140757,,,,86,,,,,,,64931.633,61179.35,63352.484,73187.625,233723.53,77001.2,
144,185.12838267899994,2.8674622,,,,,,,,,,,64579.473,68127.84,76001.055,79606.73,175825.48,55443.945,
634,191.14303399407115,7.797169,,,,,,,,,,,179474.39,65699.734,62168.21,321619.88,89377.54,3549.2642,
78,192.10830019005712,0.39411554,,,,76,,,,,,,379952.5,400928.9,385179.0,420569.62,446281.38,441804.1,
90,192.10831814043445,0.65797985,,,,129,,,,,,,1027841.6,1040439.7,966586.56,974695.8,986305.44,976091.9,
121,195.12269143856295,2.284804,,,,,,,,,,,653411.3,661755.6,626975.56,609265.1,689693.9,662007.2,
176,195.1379433265262,4.3388743,,,,,,,,,,,828648.4,741257.94,772291.7,812256.3,891319.9,826656.94,
169,195.137948052297,3.8354366,,,,,,,,,,,103241.98,83246.664,73411.05,99103.6,144600.31,77177.36,
134,197.1284627418513,2.707513,,,,,,,,,,,2275826.8,2233381.2,2390632.5,2507296.8,5236881.5,2253950.2,
673,198.18521652019047,7.823589,,,,,,,,,,,156985.83,87635.164,65223.977,285348.8,103561.37,3578.269,
116,199.1012371489845,2.2460828,,,,,,,,,,,517951.8,478102.5,500592.75,489736.03,473151.34,442934.53,
120,200.10456859132208,2.2505288,,,,116,,,,,,,6489714.5,6020740.5,6338912.5,5971879.5,5947991.0,5724253.5,
60,202.1800699633286,0.38246283,,,,76,,,,,,,1.1408708E7,1.3850775E7,1.3317766E7,1.368776E7,1.4820561E7,1.2931305E7,
92,202.18007742122552,0.6848059,,,,63,,,,,,,8528753.0,9957784.0,9960022.0,9835758.0,1.0607468E7,8607728.0,
135,202.18008448495274,2.7240918,,,,,,,,,,,119724.555,137273.95,152209.75,177111.53,193976.17,117968.21,
33,203.05277437538493,0.3678187,,,,,,,,,,,245366.22,12500.707,2170474.8,41605.156,293500.8,27216.168,
69,203.08099228223853,0.38654247,,,,76,,,,,,,6359913.5,5509893.0,8023962.0,5056564.0,5785086.5,7437979.5,
91,203.0856016559933,0.7559678,,,,,,,,,,,425331.84,687564.4,152930.64,890791.6,952164.3,533797.94,
118,203.08561595834314,2.2490277,,,,116,9,[M-2H2O+Na]+,,2,118;117,216.11749,302803.12,280762.22,315280.28,304745.06,295837.66,264041.8,
70,203.08562479042635,0.38654438,,,,76,,,,,,,2144740.8,2819725.2,3278446.5,2678906.5,2846518.2,2128059.8,
61,203.18332859486915,0.38246283,,,,76,,,,,,,1149184.8,1378073.5,1345127.0,1352455.8,1485794.9,1308953.2,
93,203.18333789935227,0.68609023,,,,63,,,,,,,826680.3,953970.6,975518.2,966479.4,1056365.6,838987.25,
30,206.07151938344558,0.3596832,,,,76,,,,,,,625851.7,642132.3,590464.3,615687.9,649316.2,674610.56,
26,207.10912709101532,0.35480174,,,,,,,,,,,195325.73,240721.03,216898.22,250939.19,247536.5,270215.47,
31,208.06930134750996,0.36212394,,,,76,,,,,,,437882.88,444160.5,408679.4,462312.5,459661.25,454060.3,
625,208.1695770928418,7.79142,,,,,,,,,,,155300.34,58833.02,42395.37,293701.25,61339.684,0,
34,209.07266996952958,0.36293733,,,,76,0,[2M-H2O+K]+,,2,41;34,94.05955,8697837.0,8826681.0,8231869.0,8779223.0,8777462.0,9096340.0,
227,209.15355746970843,5.2551675,,,,,,,,,,,121729.93,111156.71,115304.19,141147.73,148736.27,126964.73,
683,209.15358422948114,7.797189,,,,,,,,,,,389653.84,172819.23,133929.98,702720.4,211246.36,28037.766,
55,210.0791576381329,0.38329816,,,,,,,,,,,70594.61,11596.224,2715583.0,16631.002,178302.83,4549.329,
35,210.08499461201157,0.36293733,,,,76,,,,,,,636350.0,689040.2,555579.5,662784.06,656646.7,708129.2,
62,210.10668720028607,0.38246283,,,,76,6,[M-H2O+H]+,,3,62;63;52,227.10993,1001842.3,938404.7,1029989.3,1130733.1,1154274.4,1175874.2,
32,211.0883013853397,0.36212385,,,,76,,,,,,,9439248.0,9729510.0,8996118.0,9545449.0,9658020.0,1.0161829E7,
150,211.14403826083822,3.241887,,,,,,,,,,,3125716.8,2982399.8,3313118.2,3417069.0,7236289.5,3156233.5,
148,211.1440568491586,3.1402662,,,,,,,,,,,2648786.5,2714042.2,2788241.5,2883836.8,5919189.0,2833066.5,
190,211.97050034653896,4.744354,,,,26,,,,,,,3175565.8,3086185.2,3115946.8,3181167.0,3214090.2,3010576.2,
151,212.14732087843217,3.2417908,,,,,,,,,,,312586.66,302113.53,317125.22,349035.4,706356.56,310267.44,
147,212.1473243237497,3.1388304,,,,,,,,,,,272693.28,283857.72,292702.2,295125.88,704541.4,295193.03,
191,213.96845208551278,4.745767,,,,26,,,,,,,3082314.5,2976733.5,3029769.2,3062890.5,3139956.0,2951436.0,
154,214.04982860565391,3.3398476,,,,,,,,,,,1627645.5,4074212.0,2818639.0,6925016.5,9495395.0,4383463.0,
161,214.0498543158259,3.5419388,,,,107,,,,,,,1.7262834E7,2.1875316E7,1.8410652E7,2.6346566E7,2.2818906E7,2.7752528E7,
182,214.1801012174276,4.5045686,,,,,,,,,,,160661.22,409036.22,213310.69,281583.0,342262.25,566948.5,
137,214.18010566656085,2.7492828,,,,,,,,,,,78926.4,85959.45,98091.67,88138.39,99785.18,77211.89,
164,215.0529855108454,3.5406313,,,,,,,,,,,1702744.6,1904962.6,2237215.8,3271536.0,2404334.8,2483226.5,
117,217.12473180498145,2.2476163,,,,116,9,[M+H]+,,2,118;117,216.11749,572699.6,512937.16,554856.5,524780.9,507435.94,490726.38,
119,218.1280889369178,2.2491174,,,,116,,,,,,,7631958.0,7037200.0,7644217.0,7092236.5,7146613.0,6703308.0,
178,226.1801047230796,4.42493,,,,104,,,,,,,1202251.1,1208796.8,1160069.5,1239245.2,1361342.9,1213328.6,
686,226.18010681676654,7.8383746,,,,85,,,,,,,687065.44,415213.1,344102.62,1209765.6,477865.28,66350.61,
631,226.1801090640055,7.7723694,,,,10,,,,,,,1028675.3,406357.06,407820.22,1784599.4,300900.28,59382.027,
18,226.95142890260584,0.33872727,,,,54,,,,,,,1572696.5,1752811.4,1666197.0,1610556.5,1760374.0,1887228.6,
1623,226.95144510152286,10.2715,,,,7,,,,,,,1002216.9,861718.56,892948.44,890742.1,960812.06,1267549.8,
1563,226.95147109359047,9.98124,,,,,,,,,,,0,0,0,18301.33,28340.555,66561.13,
1532,226.95147976699766,9.818459,,,,,,,,,,,0,0,0,5461.8833,0,100326.1,
57,228.11724896444534,0.38246295,,,,,,,,,,,325742.3,382271.6,106661.086,321376.34,394533.12,349518.94,
622,228.19575244593378,7.771555,,,,10,,,,,,,723184.7,318605.72,311219.2,1342528.2,222739.25,140588.52,
678,228.1957529430027,7.83757,,,,85,,,,,,,1426216.4,867165.06,717605.94,2489330.5,956089.7,174679.8,
210,228.1957704273998,4.878443,,,,78,12,[M+H]+,,2,208;210,227.18848,3304204.8,4957938.5,3335299.0,4184122.5,4581267.5,5062860.0,
1119,228.19579004294874,8.412859,,,,37,,,,,,,86222.09,96214.375,61695.0,119214.27,51093.746,70102.95,
163,228.23207285228463,3.542175,,,,107,,,,,,,131663.42,139505.05,161155.31,161905.42,171643.73,147417.58,
157,228.23210975203688,3.4638624,,,,,,,,,,,318164.53,387021.8,398342.0,435638.53,404995.97,374266.97,
165,228.23213106497118,3.6544735,,,,,,,,,,,1536826.9,1970114.9,2031637.8,2159286.5,1963504.5,1943579.0,
328,228.23213891123842,6.722584,,,,,,,,,,,51117.47,50845.383,54483.004,61009.395,77288.414,60039.434,
24,229.09086101692833,0.3395565,,,,,,,,,,,157546.12,183283.84,202062.0,228812.5,235918.8,219202.23,
209,229.19906375963956,4.877261,,,,78,,,,,,,430830.34,658708.5,443288.66,552259.4,619310.75,664404.25,
635,229.1993557850915,7.8260427,,,,,,,,,,,163855.89,56149.043,70729.5,177371.3,105459.375,7503.9097,
192,229.9810846043026,4.745767,,,,26,,,,,,,7512066.5,7350487.0,7559650.5,7657618.0,7532152.0,7010560.0,
207,230.2477457005107,4.8679786,,,,,,,,,,,239874.81,260901.88,329174.47,379399.28,483555.6,430348.7,
217,230.24778830792698,5.092944,,,,,,,,,,,0,44479.016,12676.817,0,20708.367,75506.43,
189,230.9844046948781,4.7429347,,,,,,,,,,,626519.94,618256.9,626877.6,628901.94,633134.94,586435.44,
193,231.978996511677,4.745767,,,,26,,,,,,,7429775.5,7271303.5,7515841.0,7597168.0,7512849.5,6890246.0,
49,232.0613581445703,0.3810109,,,,,,,,,,,275499.0,5319.704,4813589.5,15267.307,303244.03,0,
194,232.98231002477087,4.745767,,,,26,,,,,,,598751.0,622539.4,623413.56,637876.25,625369.56,559345.1,
179,244.19065063855155,4.42493,,,,104,,,,,,,815024.1,809258.7,798180.2,819670.94,905450.8,836944.6,
687,244.19068547796113,7.8383746,,,,85,,,,,,,837388.1,485668.1,423243.16,1479212.8,582081.3,81179.88,
110,244.1906867867348,2.0980253,,,,,,,,,,,340429.9,378928.16,411130.78,448430.34,449401.94,362358.0,
632,244.19069779274082,7.7723694,,,,10,,,,,,,208399.1,66335.08,67753.94,356307.7,52689.055,77306.7,
146,244.20120451226123,3.0646484,,,,,,,,,,,36501.22,44383.53,38827.258,44044.227,41442.37,39026.684,
123,244.2012057008267,2.3603778,,,,,,,,,,,2102082.8,1235168.4,2128437.8,1254858.4,1225836.1,2119867.8,
125,244.20120976974286,2.50517,,,,,,,,,,,316606.53,316261.53,309089.5,321047.5,317372.06,317576.8,
105,245.09536530124282,1.0662616,,,,,,,,,,,125138.71,119477.16,184358.77,208238.39,338304.62,201804.17,
107,245.09536973186084,1.573718,,,,,,,,,,,709702.3,647339.9,871427.44,513715.38,1877339.8,492371.72,
113,245.0953846823834,2.123516,,,,64,,,,,,,4187314.0,3831443.2,4914674.0,4424619.0,8998157.0,4122480.2,
152,245.12838639424618,3.2610314,,,,,,,,,,,1365632.1,1330699.2,1352181.9,1425901.0,3005617.8,1398522.4,
156,245.12841201287586,3.3905134,,,,,,,,,,,2903270.2,2998391.5,3063539.8,3290411.8,6859827.0,3259170.0,
166,246.1334981403069,3.6689808,,,,,,,,,,,218022.69,202918.1,213573.45,201266.3,225093.56,215748.77,
186,246.24268883442392,4.6911573,,,,,,,,,,,150243.66,241016.22,251776.69,361673.1,288459.88,421906.94,
51,249.0452523087628,0.37839496,,,,76,3,[M+K]+,,3,62;45;51,210.08257,927542.1,1010559.9,891391.2,871816.7,991704.44,997856.8,
149,249.13319760497856,3.2005112,,,,,,,,,,,322111.4,266819.78,241464.83,269063.03,283813.5,258104.81,
52,250.0991921716503,0.37839493,,,,76,6,[M+Na]+,,2,62;52,227.10993,4029131.0,4020819.0,3949139.2,3996229.8,4116973.0,4160642.5,
208,250.17767671243624,4.8769317,,,,78,12,[M+Na]+,,2,208;210,227.18848,531696.5,806940.25,522096.6,665428.2,702503.4,782530.8,
680,250.17770245424677,7.83921,,,,85,,,,,,,165620.36,44358.008,34714.48,290471.88,112864.375,22865.357,
42,251.0705006780802,0.37025928,,,,76,2,[2M+Na]+,,2,42;40,114.04064,1710547.8,1930712.8,1860545.1,1895322.2,1868097.2,2014172.2,
465,256.26345615126246,7.3619275,,,,,,,,,,,399122.12,423257.06,377602.28,447031.03,509429.84,430029.5,
139,259.220210581014,2.7931702,,,,86,,,,,,,196248.34,200408.77,193990.34,200241.4,203757.44,201252.77,
131,259.22021370089743,2.6592457,,,,,,,,,,,458374.16,450825.1,456984.62,453464.7,490739.2,444309.44,
129,261.1233935917578,2.5992048,,,,,,,,,,,3442670.5,3550931.0,3538920.0,3679835.0,7132859.0,3745073.2,
158,264.1335299547443,3.4718254,,,,,,,,,,,260234.36,737559.6,289480.88,876122.44,533434.44,1062805.0,
322,265.25253921217603,6.677091,,,,28,,,,,,,199030.34,259705.45,278700.22,393826.16,462937.0,360203.2,
344,265.25254478794267,6.9001865,,,,39,,,,,,,35135.492,24087.172,57734.918,58773.48,74633.14,60746.46,
547,265.2525488025996,7.6360717,,,,52,,,,,,,82920.72,80335.41,112656.8,139418.03,139244.53,157325.1,
594,265.2525597582337,7.681001,,,,29,,,,,,,99420.625,156542.48,167842.2,215768.48,269089.66,261957.95,
372,266.14127704394605,7.0708222,,,,12,21,[M-H2O+H]+,,2,372;382,283.14448,430050.16,602937.5,544861.44,611586.5,813064.56,802889.56,
196,270.2062962013177,4.777105,,,,,,,,,,,358409.62,331885.22,358527.4,357785.06,687105.4,372678.72,
140,272.18557420349276,2.820873,,,,,,,,,,,837435.7,1329863.4,1177272.9,1344371.1,1051208.9,1246104.6,
79,273.0760252462063,0.39667073,,,,76,8,[M+H]+,,2,80;79,272.06874,559584.1,474003.75,435900.9,512929.03,511224.06,536334.9,
104,273.0760918193186,0.88069814,,,,70,,,,,,,4204429.5,4167048.0,3947996.2,4024984.8,4279974.0,4015543.8,
162,274.1647885072302,3.5419388,,,,107,,,,,,,855120.8,809188.4,807907.9,832806.6,842822.75,835814.9,
206,274.2739875342342,4.848839,,,,,,,,,,,194015.17,183454.72,229579.0,226529.44,389470.62,286962.53,
222,274.27400551796404,5.1995845,,,,,,,,,,,190946.81,240222.11,299105.88,325205.22,333857.94,416781.6,
393,275.2580026814066,7.16316,,,,,,,,,,,131788.33,185503.77,375560.3,183415.75,198191.36,275558.9,
336,279.2317962502443,6.777619,,,,50,18,[M-H2O+H]+,,2,334;336,296.23509,658431.44,482344.56,1124031.0,802216.6,1300258.5,629786.56,
550,279.231809581893,7.596458,,,,52,,,,,,,211037.03,84364.93,96216.375,232593.02,141296.73,104329.93,
349,279.2318112303764,6.9122963,,,,,,,,,,,19148.08,17565.754,68694.61,40753.29,98443.336,39994.7,
469,282.13619126433645,7.385408,,,,120,,,,,,,151821.31,470439.75,250858.42,387469.5,482924.88,535024.94,
522,282.27909154801324,7.5173154,,,,19,,,,,,,2298701.2,1989211.8,2116701.0,2290065.5,2177554.0,1936338.8,
425,283.14400911955147,7.2943764,,,,11,,,,,,,210372.33,562244.25,303387.84,536754.0,555677.5,645186.9,
343,283.1440126741656,6.872967,,,,93,,,,,,,125396.79,10066.047,102173.13,248361.39,74465.1,145386.92,
345,283.263094816654,6.901544,,,,39,,,,,,,298207.44,341006.7,442149.25,538834.44,673189.06,609630.0,
324,283.26309776856584,6.675883,,,,28,,,,,,,1220671.9,1440401.5,1556676.5,2189052.0,2445346.0,2036659.6,
335,284.1336963411441,6.773502,,,,,,,,,,,12846.84,53117.48,45777.234,60785.402,77723.85,73940.195,
379,284.15190344473626,7.0750184,,,,12,21,[M+H]+,,2,382;379,283.14448,3.9588012E7,5.597704E7,4.936283E7,6.120318E7,6.888075E7,6.782316E7,
251,284.29472430978257,5.6551776,,,,111,,,,,,,162028.05,162967.89,270516.06,244343.67,295228.56,303447.9,
776,284.29473205597475,7.920058,,,,,,,,,,,404918.25,326421.53,406555.03,508888.25,628858.2,551137.5,
319,289.21612271940427,6.6579075,,,,51,,,,,,,200530.42,255270.72,384096.1,427216.56,535620.25,268152.3,
329,289.21612629440284,6.6981797,,,,,,,,,,,172518.61,228754.78,326078.72,336112.38,429652.06,237977.33,
279,291.1931140244878,6.288771,,,,,,,,,,,55439.695,40533.88,75697.52,83952.9,84977.05,57920.156,
268,291.1953997116395,6.156246,,,,,,,,,,,219045.81,264026.38,279701.94,408063.2,404209.5,394725.72,
80,295.0579432305384,0.40183353,,,,76,8,[M+Na]+,,2,80;79,272.06874,1004763.9,1001841.0,1042755.7,1028745.9,1022006.75,1052370.9,
102,295.05800382869467,0.82205886,,,,,,,,,,,1245253.9,1241010.0,1252745.6,1269358.9,1219062.0,1220522.2,
395,297.24011435049005,7.1641297,,,,,,,,,,,61074.508,63711.74,103209.44,94991.25,97359.52,156108.44,
368,297.2420684805995,7.056497,,,,,,,,,,,43308.11,46514.586,23713.422,67951.92,105949.25,92143.54,
276,297.2423255937478,6.270571,,,,,,,,,,,148622.86,147407.62,148085.1,180093.1,185579.78,148655.23,
333,297.2423447269765,6.774912,,,,50,18,[M+H]+,,2,333;334,296.23509,1495483.4,1163659.1,2348521.5,1768609.0,2676344.5,1471426.9,
124,302.1961017177446,2.369155,,,,,,,,,,,357951.28,460546.97,586176.1,508644.47,438480.56,577454.4,
114,302.1961206022468,2.1764104,,,,,,,,,,,38618.613,63591.703,60026.75,76567.086,51841.484,49615.59,
