row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C2-a_Run248.mzML Peak area,NEG_D5-227-C2-c_Run254.mzML Peak area,NEG_D5-227-C2-b_Run251.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
549,243.89916351037368,8.564209,,,,,,,,,,,2.2106704E7,2.1208698E7,2.2910926E7,0,0,0,
89,244.06669896737822,4.548229,,,,,,,,,,,0,0,0,392515.88,343792.88,535368.5,
182,244.0765672812528,6.101717,,,,10,,,,,,,0,0,0,497848.2,913132.8,605505.1,
396,244.19070288955425,7.7733307,,,,7,,,,,,,0,0,0,658246.4,340914.88,528462.7,
65,245.08584556411105,3.8454866,,,,59,,,,,,,0,0,0,520364.78,465661.06,900811.2,
555,245.8946686547655,8.600846,,,,,,,,,,,8845264.0,8427387.0,9098672.0,0,0,0,
102,247.08825450817008,4.703587,,,,,,,,,,,0,0,0,456514.1,474250.84,599881.7,
727,248.96025861423126,10.2366905,,,,47,,,,,,,3144729.5,3224223.0,3188032.8,0,0,0,
416,248.96027807138626,7.8682575,,,,36,,,,,,,763255.56,1002755.8,891849.4,0,0,0,
365,248.96032925982922,7.765661,,,,54,,,,,,,765123.5,1003689.5,898620.25,0,0,0,
271,248.96037309502228,7.3694916,,,,6,,,,,,,1785281.0,1734814.4,1420688.5,0,0,0,
531,250.1776496124239,8.352837,,,,,,,,,,,0,0,0,225416.72,282392.97,223699.14,
341,250.1776668614557,7.6951623,,,,37,,,,,,,0,0,0,436824.75,257014.73,324802.44,
400,250.17770642512164,7.775116,,,,7,,,,,,,0,0,0,1942089.2,1096949.4,1587470.6,
107,250.17774686979965,4.820448,,,,56,,,,,,,0,0,0,560718.4,393789.3,574866.4,
276,253.2172270535323,7.369503,,,,6,,,,,,,808659.4,864829.6,724617.44,0,0,0,
77,255.05444316250941,4.3636866,,,,,,,,,,,0,0,0,429370.25,324965.4,696547.7,
53,255.05448442180588,3.5542364,,,,,,,,,,,0,0,0,103437.08,40652.473,154486.44,
235,255.23178112118555,6.975016,,,,39,,,,,,,0,0,0,106372.5,163349.73,220949.2,
304,255.23184347532097,7.3767533,,,,5,,,,,,,0,0,0,1208793.4,1477349.6,1789242.0,
208,255.24302571109533,6.301983,,,,46,,,,,,,0,0,0,816054.1,1000481.7,987189.6,
187,255.584503761378,6.103478,,,,10,,,,,,,0,0,0,744731.94,1270634.2,886366.75,
122,256.2998104484058,5.4229693,,,,52,,,,,,,0,0,0,1.1307937E7,1.1312143E7,1.1063268E7,
38,257.0994670648419,2.7989674,,,,,,,,,,,0,0,0,635531.0,551323.1,1194898.0,
123,264.09200283377186,5.430351,,,,,,,,,,,0,0,0,458984.72,398626.7,472174.56,
586,265.1477091319477,8.8455925,,,,9,,,,,,,896346.1,943608.5,885969.75,0,0,0,
210,265.1478313545401,6.329483,,,,,,,,,,,464394.53,853187.44,543132.3,0,0,0,
316,265.2525018052758,7.515392,,,,12,,,,,,,0,0,0,119325.67,172764.45,186790.73,
452,265.25255240223777,7.87699,,,,40,,,,,,,0,0,0,550402.7,593038.0,659578.25,
78,266.1725618600971,4.372723,,,,20,,,,,,,0,0,0,88478.78,83416.31,90807.68,
401,266.17260264396606,7.775116,,,,7,,,,,,,0,0,0,955077.4,537600.0,786402.1,
561,268.98427471503754,8.634047,,,,60,,,,,,,2746090.5,2773802.0,2514795.0,0,0,0,
103,269.07013390637695,4.7071652,,,,,,,,,,,0,0,0,416761.0,436035.22,552757.1,
108,270.14640799716193,4.8533883,,,,,,,,,,,0,0,0,496937.72,353035.2,666895.4,
233,271.2278087973064,6.942611,,,,,,,,,,,72783.01,45130.69,77452.95,0,0,0,
217,271.22782579443486,6.513302,,,,,,,,,,,61146.535,89022.69,60304.805,0,0,0,
199,271.2278516148534,6.2005706,,,,,,,,,,,201396.95,239479.92,200149.56,0,0,0,
254,271.2278960770538,7.1511426,,,,,,,,,,,923610.2,887822.6,892992.25,0,0,0,
36,272.18546023457867,2.7495687,,,,,,,,,,,0,0,0,457010.9,316054.78,286595.44,
350,273.2575470502232,7.704123,,,,,,,,,,,0,0,0,305999.0,407141.72,301217.6,
215,275.08303484375625,6.376091,,,,33,,,,,,,0,0,0,1517280.0,1233435.2,1469369.2,
144,279.0991291656014,5.675162,,,,4,,,,,,,0,0,0,1.5139993E7,1.992936E7,2.0734506E7,
434,281.2481756578273,7.8722887,,,,36,,,,,,,2803137.2,1806012.9,2052365.4,0,0,3262.2358,
352,282.2215443449932,7.745294,,,,,,,,,,,0,0,0,1215580.5,1264124.4,1251248.1,
231,283.26297614414494,6.832587,,,,,,,,,,,0,0,0,113243.58,148907.88,127692.81,
314,283.26300387021894,7.5136065,,,,12,,,,,,,0,0,0,231364.78,335643.38,371229.06,
453,283.2630681675175,7.87699,,,,40,,,,,,,0,0,0,1038087.2,1192718.6,1254190.1,
129,284.29461175917686,5.480064,,,,64,,,,,,,0,0,0,122752.555,143970.66,93965.07,
152,284.2946424503052,5.7541313,,,,,,,,,,,0,0,0,577704.06,687102.5,558324.5,
480,284.2946682170517,7.98869,,,,17,,,,,,,0,0,0,505266.97,662740.4,595347.56,
124,284.6053157233576,5.430351,,,,52,,,,,,,0,0,0,601384.6,552727.4,640882.44,
164,291.0778416042975,5.94953,,,,44,,,,,,,0,0,0,478262.47,501012.03,493525.06,
458,293.17906611784537,7.8787446,,,,36,,,,,,,798956.2,1165931.9,779736.4,0,0,0,
93,295.95377630800687,4.6871524,,,,45,,,,,,,498217.1,484826.97,475658.84,0,0,0,
121,298.27386018761376,5.303703,,,,,,,,,,,0,0,0,593503.06,598996.5,555201.94,
224,298.273860953127,6.640774,,,,,,,,,,,0,0,0,121940.21,150057.56,97908.4,
349,299.2589958408678,7.707565,,,,,,,,,,,555949.0,516454.56,511322.75,0,0,0,
226,299.2590316427479,6.770647,,,,,,,,,,,84971.14,87220.07,241529.08,0,0,0,
317,299.25903910161554,7.5233006,,,,,,,,,,,125388.98,88964.89,117453.32,0,0,0,
229,299.2590414527488,6.827638,,,,,,,,,,,325832.4,308453.3,415663.5,0,0,0,
222,299.2591103788729,6.6134315,,,,,,,,,,,48655.07,98175.82,48519.254,0,0,0,
70,300.1146593775986,3.899828,,,,22,,,,,,,0,0,0,959815.4,733447.1,1374672.9,
241,300.28949446614456,7.0762973,,,,,,,,,,,0,0,0,140802.33,199502.31,130383.89,
135,300.2895897262544,5.578916,,,,11,,,,,,,0,0,0,2.32872E7,2.5048578E7,1.767537E7,
225,301.14082387382695,6.6533446,,,,,,,,,,,0,0,0,1792187.2,1599049.6,1671074.6,
61,302.13036775785685,3.7997048,,,,62,,,,,,,0,0,0,955356.5,634986.25,1293005.6,
130,302.3051618108729,5.480064,,,,64,,,,,,,0,0,0,4338535.0,4959930.0,3558313.5,
131,303.3085037112751,5.481837,,,,,,,,,,,0,0,0,842388.94,950029.44,679248.75,
128,304.2996675545426,5.456983,,,,,,,,,,,0,0,0,420237.8,1600779.4,781189.0,
708,306.91883374868513,10.202768,,,,47,,,,,,,948283.75,956738.94,956083.9,0,0,0,
605,311.1684342622437,8.911458,,,,,,,,,,,337929.38,567764.7,686298.7,0,0,0,
238,311.16859271802224,6.989639,,,,,,,,,,,791600.4,740740.2,873089.7,0,0,0,
253,311.16862492490077,7.140335,,,,,,,,,,,610353.0,597799.06,573658.2,0,0,0,
525,312.3256939768684,8.334435,,,,,,,,,,,0,0,0,271022.06,225806.31,239779.52,
540,312.3257695270332,8.434965,,,,,,,,,,,0,0,0,738204.8,1043701.44,812029.94,
194,312.32584586038814,6.1561847,,,,27,,,,,,,0,0,0,415140.75,454608.84,374668.06,
665,312.83598136218905,9.061471,,,,28,,,,,,,4076497.8,5265530.5,5310032.5,0,0,0,
594,312.835996457751,8.895947,,,,9,,,,,,,6979171.5,7337164.0,7119542.0,0,0,0,
196,313.23466875004954,6.18718,,,,,,,,,,,0,0,0,1839281.8,1805279.5,2191061.2,
154,314.3050759236066,5.7920604,,,,,,,,,,,0,0,0,476036.06,518330.34,406002.38,
32,316.21153069286146,2.5152671,,,,,,,,,,,0,0,0,378905.0,172567.9,192132.47,
34,316.21155842305666,2.6808603,,,,,,,,,,,0,0,0,483951.94,316461.5,108783.01,
723,316.94754743215145,10.234913,,,,47,,,,,,,2826702.5,2922209.5,2839120.2,0,0,0,
417,316.94758576088043,7.8682575,,,,36,,,,,,,587664.75,816658.1,708752.94,0,0,0,
360,316.94767432671597,7.7639003,,,,54,,,,,,,672290.8,841898.5,753499.75,0,0,0,
263,316.9476962284238,7.3642216,,,,6,,,,,,,1249012.8,1659698.6,1528652.8,0,0,0,
118,318.30002146564027,5.2391224,,,,18,,,,,,,0,0,0,2385896.0,2681978.2,2260510.0,
563,318.98130061592184,8.64443,,,,60,,,,,,,2777715.2,2579280.8,2605640.8,0,0,0,
145,320.12546178238836,5.675162,,,,4,,,,,,,0,0,0,1905326.9,2570896.2,2744408.2,
585,321.2102189475938,8.834767,,,,,,,,,,,439424.8,788375.56,397781.0,0,0,0,
526,321.314993021783,8.345171,,,,,,,,,,,0,0,0,278626.53,425720.4,345397.97,
71,322.0965328329624,3.899828,,,,22,,,,,,,0,0,0,789315.5,610660.44,1131831.0,
60,322.0965834706289,3.7671719,,,,,,,,,,,0,0,0,60915.984,55392.29,106577.98,
133,322.27127744587114,5.575388,,,,,,,,,,,0,0,0,458712.03,531342.1,355391.0,
290,323.21908934676077,7.3731594,,,,5,,,,,,,0,0,0,498740.75,697525.8,903897.06,
62,324.11228331150306,3.7997048,,,,62,,,,,,,0,0,0,2224620.2,1698226.6,3029360.2,
75,325.12545757021934,4.243707,,,,,,,,,,,0,0,0,856377.1,824488.94,809217.3,
596,325.1840491693485,8.897682,,,,9,,,,,,,799912.5,875782.94,737394.5,0,0,0,
485,325.1840671349551,8.204417,,,,,,,,,,,2293954.8,2260669.0,2403424.0,0,0,0,
426,325.18408021977797,7.870009,,,,36,,,,,,,1966369.4,1729683.6,2094329.2,0,0,0,
443,327.22684128001265,7.87522,,,,40,,,,,,,0,0,0,292771.03,401697.75,469093.34,
435,327.2538622813008,7.8734818,,,,36,,,,,,,500703.16,369913.84,438435.6,0,0,0,
167,328.3208380293113,5.987039,,,,50,,,,,,,0,0,0,1.216889E7,1.27578E7,1.0163997E7,
595,328.8307887507798,8.895947,,,,9,,,,,,,1742364.4,1798832.6,1816689.1,0,0,0,
661,328.8308393877738,9.0475235,,,,28,,,,,,,1146506.9,634198.4,767569.44,0,0,0,
161,330.3364239500841,5.891588,,,,,,,,,,,0,0,0,1416246.5,1549509.8,1088510.6,
160,332.3309550391543,5.8790526,,,,,,,,,,,0,0,0,179873.08,678632.56,343547.97,
218,335.12504561818173,6.5615373,,,,,,,,,,,0,0,0,550699.2,348793.7,378734.2,
482,336.32575520039353,8.041434,,,,,,,,,,,0,0,0,302088.5,532987.06,410842.88,
169,337.17124884958747,5.992369,,,,50,,,,,,,0,0,0,2623870.0,1889774.9,2594750.2,
212,337.17128387252217,6.3414035,,,,,,,,,,,0,0,0,136896.73,94422.586,135945.48,
558,337.2053598880229,8.613186,,,,,,,,,,,366425.94,895170.4,488699.12,0,0,0,
237,337.23463885008056,6.9768314,,,,,,,,,,,0,0,0,285232.38,402534.3,547119.1,
527,338.3415120569462,8.3469515,,,,,,,,,,,0,0,0,3.0027784E7,4.4236464E7,3.621617E7,
157,339.11177953595035,5.829843,,,,55,,,,,,,0,0,0,547895.56,725215.44,619556.4,
597,339.1995941965692,8.897682,,,,9,,,,,,,3524649.2,4964142.0,3570613.5,0,0,0,
552,339.19965951460875,8.595658,,,,,,,,,,,1817099.0,1090242.1,1972428.9,0,0,0,
567,340.3571351693065,8.675822,,,,19,,,,,,,0,0,0,360157.78,395351.1,360366.03,
245,341.26598297578977,7.092587,,,,,,,,,,,0,0,0,324116.12,538096.3,477364.78,
228,342.24249677830466,6.775207,,,,,,,,,,,0,0,0,441377.4,608914.44,399880.12,
114,344.13012382974097,5.233812,,,,18,,,,,,,0,0,0,716908.6,616682.4,1003180.8,
153,344.3156664161547,5.772309,,,,,,,,,,,0,0,0,676021.5,770903.5,717970.06,
136,344.3156699479184,5.6076393,,,,34,,,,,,,0,0,0,1565503.1,1719950.9,1235153.4,
45,345.1517968843686,3.1332304,,,,,,,,,,,0,0,0,252543.84,184725.34,539637.94,
58,345.1540798699904,3.6618612,,,,,,,,,,,0,0,0,50080.805,46512.25,134678.56,
267,345.2010702760135,7.373155,,,,,,,,,,,0,0,0,284878.1,385844.47,463968.84,
140,346.33133561784706,5.6575027,,,,,,,,,,,0,0,0,4567720.0,4998122.5,4014102.8,
139,347.33468590722214,5.6539474,,,,,,,,,,,0,0,0,972210.75,1045634.9,693086.06,
183,349.1350467098952,6.1017194,,,,10,,,,,,,0,0,0,5556000.0,9163973.0,6053599.0,
436,349.2357044715205,7.8734818,,,,36,,,,,,,556094.1,367215.03,394653.2,0,0,0,
292,350.1775076534841,7.3731804,,,,5,,,,,,,0,0,0,1576785.4,2165822.5,2274122.0,
286,351.1481477830211,7.3730006,,,,6,,,,,,,1255455.6,1357359.4,1274037.6,0,0,0,
437,351.21416148137087,7.8805995,,,,,,,,,,,0,0,0,347831.1,411891.94,446646.34,
459,351.250370680579,7.878798,,,,40,,,,,,,0,0,0,954807.4,1233496.9,1332614.5,
546,352.3391048522767,8.5336075,,,,,,,,,,,0,0,0,1.4913989E7,1.4001724E7,1.4051035E7,
666,352.33911887383033,9.086511,,,,,,,,,,,0,0,0,2237733.2,2067670.5,2068960.6,
460,352.33912954914126,7.878798,,,,40,,,,,,,0,0,0,1808270.0,1893316.8,2116893.0,
295,353.1425388964382,7.3747582,,,,6,,,,,,,2.5446962E7,2.7287702E7,2.5303616E7,0,0,0,
378,353.1637163864818,7.7691517,,,,54,,,,,,,1389431.6,1437319.4,1381333.2,0,0,0,
294,354.17321260024386,7.3731804,,,,,,,,,,,0,0,0,395623.88,497457.9,549678.2,
172,354.2847124587841,6.004847,,,,23,,,,,,,0,0,0,389500.53,460759.3,445157.3,
652,355.1580259012994,8.968285,,,,8,,,,,,,1214011.6,1123656.1,1025563.06,0,0,0,
379,355.15818644327766,7.7691517,,,,54,,,,,,,2.7204506E7,2.8518426E7,2.755372E7,0,0,0,
371,357.1627212826093,7.7674103,,,,54,,,,,,,724605.4,751503.94,744812.2,0,0,0,
201,357.26082731701945,6.2210746,,,,,,,,,,,0,0,0,1521307.1,2144841.0,2540760.8,
211,359.153185345682,6.3396087,,,,,,,,,,,0,0,0,75712.38,51562.074,72971.52,
170,359.1532037277162,5.9923797,,,,50,,,,,,,0,0,0,1600124.2,1198200.2,1627965.5,
173,359.24005994736746,6.004847,,,,23,,,,,,,0,0,0,775073.0,949466.8,942602.25,
57,361.15034430267815,3.6544619,,,,,,,,,,,602297.1,763117.1,584530.1,0,0,0,
392,362.30261942024237,7.77153,,,,,,,,,,,0,0,0,609177.06,268833.16,429664.03,
721,362.925923116353,10.233948,,,,26,,,,,,,0,0,0,506429.0,499602.03,484203.6,
481,365.2659558293919,7.98869,,,,17,,,,,,,0,0,0,449623.97,636855.8,447716.22,
315,365.26596238574274,7.5136065,,,,12,,,,,,,0,0,0,739440.5,1173794.8,1446709.9,
566,366.3727258162481,8.66827,,,,19,,,,,,,0,0,0,672036.06,682396.2,1274133.4,
256,368.25810229464486,7.214255,,,,,,,,,,,0,0,0,457054.9,593719.1,523944.75,
560,368.97853459414677,8.63055,,,,60,,,,,,,3019911.5,3132559.8,2882704.8,0,0,0,
310,369.1372037728427,7.4471397,,,,,,,,,,,1033973.25,1113635.5,1110714.6,0,0,0,
162,371.11674036207023,5.907772,,,,,,,,,,,0,0,0,120014.67,84054.51,121271.25,
189,371.11701493226525,6.105232,,,,10,,,,,,,0,0,0,2.6425906E7,3.8862788E7,2.9274146E7,
406,371.1528482421004,7.8181434,,,,,,,,,,,1291021.2,1543050.8,1488089.8,0,0,0,
275,372.11626569789524,7.3694897,,,,6,,,,,,,676329.9,687742.3,641506.4,0,0,0,
190,372.12022374791235,6.105232,,,,10,,,,,,,0,0,0,6319610.5,9259321.0,7032656.0,
175,372.34701615971204,6.0375175,,,,,,,,,,,0,0,0,3556494.8,3996401.8,2820518.8,
438,373.2323056621024,7.878798,,,,,,,,,,,0,0,0,288056.03,366857.03,393746.16,
362,374.13196965910583,7.767401,,,,,,,,,,,347151.97,294773.97,311450.34,0,0,0,
150,377.1662005091277,5.723812,,,,29,,,,,,,0,0,0,1376944.8,1170561.6,1339226.5,
582,377.31994635578326,8.819405,,,,,,,,,,,0,0,0,4158353.5,4752001.0,4635601.5,
628,377.32005454784303,8.961425,,,,63,,,,,,,0,0,0,4215079.5,4631715.0,4508707.0,
313,377.3201698788143,7.4714017,,,,57,,,,,,,0,0,0,682054.6,800180.3,753559.5,
454,378.2087541089561,7.87699,,,,40,,,,,,,0,0,0,1604780.8,1902974.9,1778196.0,
584,378.3232921228807,8.823003,,,,,,,,,,,0,0,0,1273558.2,707867.56,677691.2,
626,378.32337186996074,8.95964,,,,63,,,,,,,0,0,0,980374.0,1422119.9,1361969.6,
423,379.17934044373396,7.8699994,,,,36,,,,,,,2764749.0,2650652.2,2676527.5,0,0,0,
647,379.3357851357414,8.96684,,,,63,,,,,,,0,0,0,7193674.5,7445887.0,7377834.0,
414,380.18277323093463,7.8664994,,,,36,,,,,,,518179.66,503293.4,520660.84,0,0,0,
648,380.3389740540869,8.966847,,,,63,,,,,,,0,0,0,2094809.4,2213999.2,2171573.5,
653,381.1736277033997,8.968284,,,,8,,,,,,,372580.3,309044.72,289543.88,0,0,0,
424,381.173784287592,7.8699994,,,,36,,,,,,,5.454417E7,5.332898E7,5.3421024E7,0,0,0,
492,381.1948697770463,8.213116,,,,2,,,,,,,926044.5,871193.5,865703.8,0,0,0,
418,382.17615884057017,7.8717513,,,,,,,,,,,1.6471174E7,1.5574901E7,1.6069517E7,0,0,0,
445,383.17761322885667,7.875229,,,,36,,,,,,,1893439.6,1875399.0,1902590.9,0,0,0,
679,383.1825444492394,9.6446905,,,,,,,,,,,0,0,0,337914.0,409138.06,545625.9,
644,383.1893261545385,8.966552,,,,9,,,,,,,934786.2,905003.56,795339.56,0,0,0,
495,383.18939084176054,8.214862,,,,2,,,,,,,1.871655E7,1.7872114E7,1.7590268E7,0,0,0,
718,384.9351076828172,10.23313,,,,47,,,,,,,1636647.1,1700862.5,1674181.5,0,0,0,
366,384.93520326715407,7.7656574,,,,54,,,,,,,301818.62,443679.28,368186.8,0,0,0,
277,384.93521870133236,7.36949,,,,6,,,,,,,761998.5,784477.4,849656.2,0,0,0,
207,385.1324046782573,6.2733216,,,,,,,,,,,0,0,0,214629.77,622317.56,215233.44,
56,385.1465150333377,3.6546624,,,,,,,,,,,0,0,0,311265.3,259329.77,648033.3,
504,385.193423698945,8.216621,,,,2,,,,,,,642089.4,602570.06,611335.94,0,0,0,
249,385.29208434759977,7.102635,,,,,,,,,,,0,0,0,316618.78,521795.2,446131.72,
733,385.7238181405327,10.316651,,,,30,,,,,,,0,0,0,1612527.0,1423636.9,1569184.5,
193,388.62153844027534,6.103478,,,,,,,,,,,0,0,0,101973.68,290964.75,143797.67,
533,391.2839493963017,8.377632,,,,41,,,,,,,0,0,0,953992.5,841100.75,846391.3,
381,393.21954881975597,7.7697563,,,,7,,,,,,,0,0,0,614467.4,751194.7,727603.44,
537,393.2971253740752,8.390148,,,,41,,,,,,,0,0,0,1295659.9,1391640.1,1666456.9,
575,394.3223043183876,8.749936,,,,,,,,,,,0,0,0,528430.2,637982.5,550920.1,
246,395.21895376463567,7.096205,,,,,,,,,,,0,0,0,234889.4,292170.84,298131.25,
405,395.330537245836,7.8036494,,,,,,,,,,,0,0,0,323279.38,625791.75,427536.22,
649,395.33055033993696,8.96685,,,,63,,,,,,,0,0,0,736489.9,797982.8,856263.4,
312,395.33055960274334,7.469616,,,,57,,,,,,,0,0,0,514446.0,694074.94,659403.7,
486,395.3307140339405,8.204643,,,,,,,,,,,0,0,0,184385.89,273674.53,233971.42,
478,397.1683744962511,7.9448433,,,,,,,,,,,3153963.2,3215982.2,3215996.2,0,0,0,
151,399.14816848946947,5.7255893,,,,29,,,,,,,0,0,0,3258261.8,2931925.0,3253686.2,
489,399.1839958880218,8.211391,,,,2,,,,,,,1689986.8,1647137.5,1706067.5,0,0,0,
456,400.1472009114647,7.8769875,,,,,,,,,,,447639.5,403529.44,416016.2,0,0,0,
168,400.17970115688144,5.992368,,,,,,,,,,,0,0,0,391462.44,288788.03,393096.47,
204,401.2869745543487,6.2443085,,,,,,,,,,,0,0,0,1438889.8,1517338.9,1878982.4,
496,402.1630534717613,8.214862,,,,2,,,,,,,319713.7,295105.38,291596.7,0,0,0,
155,402.357378294345,5.8101172,,,,,,,,,,,0,0,0,139989.27,311782.38,359235.12,
346,408.30811568539724,7.696942,,,,37,,,,,,,0,0,0,2298667.2,1346816.5,1779712.5,
397,408.3081543281192,7.7733307,,,,7,,,,,,,0,0,0,7784803.5,4527249.5,6539636.5,
220,409.1922933159255,6.6014366,,,,61,,,,,,,0,0,0,1062406.1,1023131.1,1065341.4,
520,409.204818149362,8.267335,,,,,,,,,,,403086.9,380079.56,341889.1,0,0,0,
407,409.2744041917715,7.8197155,,,,,,,,,,,0,0,0,474231.78,675851.94,595268.06,
332,410.30480100855306,7.62207,,,,,,,,,,,0,0,0,330351.22,440331.66,440792.5,
213,411.207953244408,6.3743043,,,,,,,,,,,0,0,0,455104.47,372749.9,456376.56,
672,411.3840921479952,9.352116,,,,,,,,,,,522223.78,528571.44,452497.75,0,0,0,
192,412.1433048428083,6.106993,,,,10,,,,,,,0,0,0,703571.25,1128885.2,852731.9,
534,413.2657387500981,8.377632,,,,41,,,,,,,0,0,0,3535303.8,3392231.8,3114337.2,
280,421.1298369413953,7.3712487,,,,6,,,,,,,672412.44,756421.1,685603.2,0,0,0,
324,421.1558214671233,7.5483365,,,,16,,,,,,,0,0,0,268314.06,274436.03,347455.12,
354,421.15586753064525,7.754172,,,,35,,,,,,,0,0,0,704944.6,652818.94,821900.8,
512,421.2507496030444,8.219026,,,,,,,,,,,0,0,0,254979.75,406899.88,329974.97,
569,421.28412687291757,8.693045,,,,,,,,,,,0,0,0,39503.242,0,544583.6,
372,423.1453819551951,7.7674103,,,,54,,,,,,,446054.28,513671.47,465190.9,0,0,0,
111,426.9676747739649,5.0888715,,,,,,,,,,,6073543.5,7635005.5,6951932.5,0,0,0,
515,427.23356176377564,8.218368,,,,,,,,,,,66901.32,266330.25,237820.94,0,0,0,
604,427.2336031360194,8.913203,,,,,,,,,,,594763.75,1401275.4,1669841.4,0,0,0,
667,427.233620322891,9.096234,,,,,,,,,,,711291.7,797256.06,791074.7,0,0,0,
250,429.31823230908395,7.108031,,,,,,,,,,,0,0,0,365406.06,680825.06,580839.56,
198,430.3885954258844,6.20488,,,,,,,,,,,0,0,0,127621.22,275812.16,356671.38,
722,430.91327198582803,10.233948,,,,26,,,,,,,0,0,0,441608.06,446381.62,441494.3,
219,431.174119288447,6.5996265,,,,61,,,,,,,0,0,0,599387.9,586587.75,612249.75,
216,431.17423949441564,6.4319158,,,,,,,,,,,0,0,0,415688.78,393628.0,444809.7,
214,433.1899803168144,6.37253,,,,33,,,,,,,0,0,0,4424338.0,3802599.0,4402694.0,
66,433.2064847430641,3.8454866,,,,59,,,,,,,0,0,0,140299.77,108370.22,256059.61,
84,433.20669779305877,4.542909,,,,53,,,,,,,0,0,0,5378270.0,4720300.0,8173895.5,
134,437.19300085214724,5.577152,,,,11,,,,,,,0,0,0,2009082.9,2349523.8,2140853.8,
303,438.1198937289635,7.3765244,,,,6,,,,,,,898236.6,1041272.5,947802.1,0,0,0,
623,439.2517631104094,8.95781,,,,9,,,,,,,1659028.1,1353119.5,1297717.5,0,0,0,
361,440.1354732245031,7.7639165,,,,54,,,,,,,862538.06,1076555.8,969220.44,0,0,0,
476,443.20459390134766,7.9039974,,,,,,,,,,,0,0,0,256284.84,784429.4,707211.6,
205,445.3131008038552,6.251475,,,,,,,,,,,0,0,0,618542.56,691050.0,1103891.2,
101,447.12698961510455,4.6893725,,,,31,,,,,,,0,0,0,489896.84,396407.16,514181.6,
110,448.2032237774849,4.898487,,,,,,,,,,,0,0,0,95138.88,83090.31,121074.984,
125,448.2033353178768,5.430351,,,,52,,,,,,,0,0,0,7044495.5,6236443.5,7188043.0,
455,449.1609358326002,7.8769875,,,,36,,,,,,,1146136.5,1245127.4,1224731.5,0,0,0,
165,449.1846940602289,5.94953,,,,44,,,,,,,0,0,0,517060.9,571628.44,560082.3,
69,449.2027145182369,3.846152,,,,,,,,,,,978547.5,1322133.9,1031412.56,0,0,0,
375,449.30206159809944,7.767971,,,,7,,,,,,,0,0,0,410327.8,550195.75,508390.44,
85,450.23345874910973,4.542909,,,,53,,,,,,,0,0,0,2713164.2,2280884.2,3885283.5,
67,451.2171169250726,3.8454866,,,,59,,,,,,,0,0,0,556432.06,477445.4,979511.1,
678,451.24509855621676,9.644704,,,,,,,,,,,0,0,0,319912.94,399314.78,530607.25,
385,452.9224122552685,7.7708907,,,,54,,,,,,,143200.92,218883.14,195202.33,0,0,0,
724,452.9224786342401,10.234913,,,,47,,,,,,,1265623.0,1313716.2,1299473.5,0,0,0,
682,452.9225971262035,9.921646,,,,,,,,,,,260699.38,292836.34,424075.12,0,0,0,
261,452.9226351959873,7.3607135,,,,6,,,,,,,415614.44,531366.6,319938.8,0,0,0,
86,455.188592764003,4.542909,,,,53,,,,,,,0,0,0,3.642624E7,3.3078956E7,4.625847E7,
347,457.34940056552404,7.7005534,,,,,,,,,,,0,0,0,201157.11,482692.44,401540.97,
671,463.33120125291947,9.191781,,,,,,,,,,,0,0,0,69743.04,11934.977,844327.6,
475,466.1510035999832,7.9032664,,,,36,,,,,,,1552411.8,1802576.5,1699329.6,0,0,0,
516,468.16779816878324,8.205381,,,,2,,,,,,,1742278.0,1760135.4,1765863.5,11681.255,0,7392.7344,
64,468.2437848061034,3.8454866,,,,,,,,,,,0,0,0,326846.06,266037.78,521222.72,
90,469.10898330404194,4.6893725,,,,,,,,,,,0,0,0,404024.0,341365.66,429135.84,
126,470.18532502944686,5.430351,,,,52,,,,,,,0,0,0,1.297684E7,1.1808889E7,1.3135237E7,
221,472.2007916766033,6.6014366,,,,61,,,,,,,0,0,0,411560.8,409901.12,430027.25,
68,473.19921182059187,3.8454866,,,,59,,,,,,,0,0,0,2087157.5,1775188.2,3451053.8,
251,473.34450386771044,7.1044426,,,,,,,,,,,0,0,0,316103.9,593680.44,494354.88,
255,478.2924105100431,7.170814,,,,,,,,,,,0,0,0,998251.8,825215.6,1032750.7,
257,478.2924205572122,7.309551,,,,,,,,,,,0,0,0,234498.33,188469.33,241368.23,
202,480.3080453366406,6.2210717,,,,,,,,,,,0,0,0,322152.88,407095.1,475879.5,
327,481.29202934588255,7.5733485,,,,,,,,,,,0,0,0,631849.1,775738.56,662007.1,
656,481.29213463581254,8.970444,,,,63,,,,,,,0,0,0,3224580.5,3402445.5,3630187.8,
311,481.29218006126894,7.4571185,,,,,,,,,,,0,0,0,2157188.5,2751083.0,2623370.0,
545,488.1501888293605,8.529278,,,,42,,,,,,,1879903.9,1251936.0,1865767.2,0,0,0,
548,490.14704062230294,8.557199,,,,42,,,,,,,1749910.4,1750605.2,1735879.9,0,0,0,
112,494.9551724001354,5.0888715,,,,,,,,,,,320100.28,415047.6,375645.12,0,0,0,
