row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML Peak area,POS_TJGIp3_3_Run173.mzML Peak area,POS_TJGIp3_2_Run137.mzML Peak area,POS_TJGIp3_1_Run55.mzML Peak area,
178,104.07051704209287,0.47112313,,,,,,,,,,,340221.06,492862.34,118013.266,1463883.8,926480.75,108048.83,
51,104.07052463314898,0.37008294,,,,4,,,,,,,1270072.5,862984.9,763971.6,1346212.6,1521530.6,1323542.4,
29,104.10690628754257,0.35682952,,,,4,,,,,,,4.185594E7,3.5325156E7,4.50743E7,6.2918012E7,5.1918484E7,6.31604E7,
181,104.10692868252467,0.5103173,,,,,,,,,,,4107674.5,157885.48,2083051.9,4247711.5,595351.94,727186.94,
3,104.10693393191163,0.19867925,,,,,,,,,,,208787.97,57193.57,530935.8,137202.17,565561.8,324523.62,
333,104.10693646487623,1.0805633,,,,,,,,,,,718113.75,35673.48,482893.34,172520.4,723484.7,645850.5,
339,104.10695492859365,1.1163411,,,,,,,,,,,307453.5,35673.48,702645.5,64372.336,371539.53,687786.7,
259,104.10696399896555,0.82516307,,,,,,,,,,,410941.56,96928.44,751493.4,205394.34,1083151.9,503328.97,
362,104.10697310645135,1.3773078,,,,,,,,,,,467159.94,22790.805,1006707.75,148346.55,1228533.1,925906.1,
1357,105.06984724766431,5.0785203,,,,208,,,,,,,342348.47,398587.6,489492.66,428823.7,572271.75,1556848.1,
926,105.06988979077478,3.4511194,,,,51,,,,,,,854574.4,1161497.5,1119185.5,739567.6,733307.06,826134.44,
124,106.04978822967392,0.37525752,,,,,,,,,,,943547.44,112405.555,201514.34,394280.66,1536829.8,251128.53,
803,109.10119492980574,3.1386726,,,,36,,,,,,,429901.2,581646.9,767300.8,844567.4,784027.1,674966.75,
1010,109.10120800586903,3.754937,,,,124,,,,,,,1353210.9,1404874.6,1457991.2,2898693.5,2490208.0,2153943.5,
4515,110.01991340525916,10.447869,,,,130,,,,,,,2793007.8,2826026.5,929016.1,2744640.0,867296.9,1121637.9,
192,110.06000155283323,0.5570403,,,,,,,,,,,801855.1,377472.25,377577.2,487097.97,500004.56,338705.5,
20,110.07117072366812,0.35021505,,,,,,,,,,,722015.6,105142.31,404216.1,228269.72,359955.3,612618.4,
4521,111.0200979628247,10.479914,,,,19,,,,,,,2.1940238E7,2.065902E7,1.9258722E7,2.111525E7,1.9489152E7,1.9503722E7,
4537,111.03896479921718,10.563618,,,,45,,,,,,,6421570.5,5925968.5,6900193.0,7484735.0,6408337.5,7040131.0,
165,111.04403373814381,0.43407896,,,,,,,,,,,475596.53,16088.385,144377.73,332053.97,1551811.1,342627.06,
3524,111.11672303504183,7.9556737,,,,,,,,,,,413998.34,186300.89,55576.574,95973.64,89374.38,83437.68,
4523,111.5217107735583,10.482608,,,,19,,,,,,,1855252.8,1672901.2,1561020.9,1749916.6,1626846.9,1575486.1,
4522,112.01775406198635,10.479914,,,,19,,,,,,,8544640.0,8014002.0,7461590.5,8209712.0,7573248.0,7572675.5,
80,112.05044546558072,0.37597278,,,,4,,,,,,,2148189.5,2474430.0,2789522.5,1934218.4,4173629.2,2920694.8,
253,112.05048962714751,0.77306753,,,,,,,,,,,408858.44,265129.1,285469.4,608470.06,542590.0,287879.8,
159,113.03447926680185,0.4955643,,,,,,,,,,,1.7142484E7,1.5859356E7,1.2575988E7,2.6748238E7,2.8842058E7,1.5763019E7,
334,113.0345034183286,1.0796617,,,,,,,,,,,256708.42,85848.15,83362.28,1293731.2,142860.62,19806.994,
282,113.03450753491347,0.86806583,,,,,,,,,,,234948.3,124717.516,89373.91,791456.8,300790.97,177513.72,
350,113.03451137343562,1.1679283,,,,,,,,,,,43179.72,85848.15,45511.008,261160.62,618401.3,63264.836,
311,113.03451961942217,0.945188,,,,,,,,,,,886040.5,102544.89,50725.32,1017112.75,477945.7,246679.47,
357,113.03453132425149,1.3447114,,,,,,,,,,,246040.95,69769.11,10201.977,185228.75,433564.06,104332.125,
379,113.03453360729499,1.5334502,,,,,,,,,,,392771.22,116102.5,310066.53,196115.97,79102.7,168749.94,
442,113.0596984853142,2.2222626,,,,,,,,,,,164390.31,444636.38,940789.6,1233151.6,205170.47,385198.8,
3861,113.1323224339156,8.292533,,,,,,,,,,,325229.12,487290.94,426578.0,195759.16,281238.3,194826.88,
207,114.05492166696115,0.6277943,,,,255,,,,,,,1866316.4,508191.62,1493829.1,2097581.8,2221601.8,1607873.8,
599,114.0913465442314,2.7302895,,,,5,,,,,,,1707635.0,1766001.0,1785271.2,2806287.8,2903143.0,2006289.1,
644,114.09135660546026,2.7761958,,,,174,,,,,,,1197728.6,1178632.2,1408683.6,3787635.8,1411945.9,1364824.4,
485,114.0913733597928,2.3912423,,,,222,,,,,,,1433721.8,1231664.6,1454825.8,1462548.0,1218321.0,1215219.4,
617,114.12771201447542,2.7533796,,,,5,,,,,,,1089161.4,516731.94,791369.56,1392072.6,1067280.0,707549.44,
1088,114.12771854214789,4.0320377,,,,96,,,,,,,161655.81,184693.92,226718.92,290652.4,282293.2,170495.39,
1030,114.12773882301578,3.815159,,,,125,,,,,,,317961.47,437776.1,465272.28,464391.8,412601.4,401309.06,
57,116.07057441043827,0.37302908,,,,4,,,,,,,2660947.5,2866766.5,2400010.8,3426332.0,3833332.5,3088100.0,
472,116.07059129668704,2.3470457,,,,288,,,,,,,439523.56,1034218.94,884011.3,905479.06,1119686.1,970018.3,
835,116.07059364848025,3.2232656,,,,178,,,,,,,717304.44,925756.3,825093.75,943046.8,1055681.9,664756.1,
1350,118.0650837802856,5.08022,,,,,,,,,,,143965.69,247985.55,206449.66,233915.38,255412.45,300011.8,
840,118.06511049112878,3.2424285,,,,144,,,,,,,691266.25,1029167.7,874554.1,1067853.1,1083391.0,857607.4,
1631,118.086125755808,5.6776786,,,,133,,,,,,,3092550.8,3985147.5,3761914.8,6472166.0,4746642.0,5180167.5,
2001,118.08614492606539,6.159664,,,,,,,,,,,4186743.0,2601056.0,1033721.94,7777643.5,3311708.8,1677430.6,
1932,118.0861528859236,6.096811,,,,231,,,,,,,7005191.0,8571891.0,5114926.0,1.2600231E7,9467094.0,7633679.0,
1791,118.08615457163496,5.9495454,,,,,,,,,,,1332825.6,1375148.4,1594642.6,1240486.9,1151726.5,2117691.0,
54,118.08618811819952,0.37228915,,,,4,,,,,,,1.6967432E8,1.5824624E8,1.7306813E8,1.9617965E8,1.7716322E8,1.9410392E8,
278,118.08621029367929,0.870338,,,,,,,,,,,204321.28,1699617.2,1683696.1,1059790.9,2346349.5,1660947.1,
67,118.12240711341445,0.3744992,,,,4,,,,,,,1873156.9,1440358.0,1719410.2,1874540.5,1672437.8,1714055.5,
4420,118.12251106411846,10.16808,,,,,,,,,,,1524040.6,2007347.4,1977303.6,1631867.5,1782138.5,250312.02,
1425,120.04433678096417,5.262157,,,,93,,,,,,,708887.8,770996.6,815239.06,1225032.0,1248627.0,882366.25,
1104,120.04436016699668,4.1126394,,,,207,,,,,,,208642.69,316929.06,269584.25,433396.38,422006.56,346901.6,
597,120.04438487085757,2.7287428,,,,5,,,,,,,2231262.0,2415151.8,2382958.5,3042013.8,3615551.8,3044776.2,
1079,120.04438562220209,4.0018697,,,,145,,,,,,,143491.66,145749.34,124574.18,255733.83,199322.12,148776.2,
764,120.04438804457034,3.0543396,,,,171,,,,,,,263959.0,266291.47,258623.52,318570.0,428471.53,302414.9,
846,120.04440668317905,3.250357,,,,144,,,,,,,619454.1,497534.2,552560.1,664444.4,727250.7,565726.9,
42,120.06538925865816,0.36640966,,,,4,,,,,,,1.16139736E8,8.382894E7,7.378356E7,1.0683752E8,1.16503384E8,8.559136E7,
1590,120.0654694540172,5.57702,,,,40,,,,,,,1597246.2,1276236.6,1426570.5,2387719.0,2168760.0,2252435.5,
575,120.08073290189435,2.6710522,,,,,,,,,,,171652.0,311901.16,172458.34,333503.56,297244.88,184459.05,
793,120.08076716355323,3.1258152,,,,36,,,,,,,986970.4,1424732.1,1488796.4,1575435.0,1613922.9,1360716.1,
730,120.0807688639563,2.9797156,,,,132,,,,,,,755007.06,1310500.4,1208204.0,1059611.6,1243249.1,883431.6,
372,120.08077578233029,1.4175519,,,,215,,,,,,,5795210.5,1.4377567E7,1.1839449E7,7013050.0,1.2205554E7,1.09551E7,
1038,120.08077866773631,3.8581858,,,,151,,,,,,,215033.5,268231.1,318523.22,315610.12,323737.22,282618.12,
525,120.08077966475712,2.5537295,,,,,,,,,,,157201.03,313193.25,245367.97,303345.38,250627.9,279614.44,
943,120.08078574023664,3.4845295,,,,37,,,,,,,222401.97,443200.56,468712.4,488844.44,463684.62,387715.53,
3862,121.02828193891706,8.2909155,,,,44,,,,,,,346677.88,526657.75,466705.9,214569.64,373979.88,214224.92,
1351,121.0647616671688,5.0829134,,,,,,,,,,,115148.56,144216.92,163273.5,181179.3,200958.48,605757.3,
46,121.06868708286686,0.3671496,,,,4,,,,,,,5304451.5,3731538.0,3172997.2,4715930.0,5211745.5,3835464.0,
917,122.09640048795005,3.4503126,,,,,,,,,,,265978.9,374290.44,346480.97,228252.08,217553.12,252616.45,
4538,122.54694717965612,10.564457,,,,45,,,,,,,3658637.0,3475399.0,3468828.8,3332456.8,3671837.8,4008541.2,
196,123.0552034914703,0.5873227,,,,182,,,,,,,5222111.0,5598198.0,5007512.0,8259593.5,6012466.0,5729379.5,
623,123.09161353320422,2.7609577,,,,282,,,,,,,255227.36,196231.89,205276.08,182280.03,348265.75,236598.42,
1159,123.1167439916098,4.338939,,,,,,,,,,,176481.86,204931.78,223460.7,382064.3,263656.38,251932.81,
1725,124.03923158756828,5.79009,,,,33,,,,,,,1962267.1,1705791.4,1649916.6,2843302.5,2739730.0,2285343.5,
189,124.0392559490282,0.539038,,,,16,,,,,,,4.5199704E7,3.71714E7,3.9653628E7,4.9830444E7,4.2240332E7,4.5602864E7,
328,124.03928660451562,1.0805633,,,,,,,,,,,231555.44,60940.31,87135.59,1124213.5,539550.6,27729.094,
260,124.03930140589377,0.82335854,,,,,,,,,,,278175.88,123633.97,175818.34,497526.62,409688.0,70592.3,
297,124.03931289594955,0.9297488,,,,,,,,,,,362130.53,64088.918,34470.758,585757.5,173138.83,417028.5,
810,125.09609490859295,3.154127,,,,109,,,,,,,51323.043,65786.04,69267.61,174578.77,146407.64,113899.45,
925,125.0960957804571,3.4510977,,,,51,,,,,,,658804.7,776843.6,1017007.2,1933356.0,1567846.5,1464267.2,
4552,125.98608307699578,10.587838,,,,45,,,,,,,2.1811758E7,1.773637E7,1.4415961E7,2.1547132E7,2.0175442E7,1.5758647E7,
255,127.05017652037192,0.8041823,,,,108,,,,,,,4234308.0,2824005.5,2463358.0,6044969.5,5595043.5,2628894.2,
387,127.05018249260719,1.9088944,,,,123,,,,,,,431708.25,390432.6,331223.0,74514.67,412618.03,326763.66,
335,127.05018406234744,1.0494219,,,,,,,,,,,59640.773,47549.094,38072.613,492774.88,40910.207,23580.832,
982,128.10695769308498,3.6888955,,,,30,,,,,,,320871.1,380816.03,555108.9,421619.34,454852.66,336750.34,
684,128.10697713999002,2.91559,,,,158,,,,,,,3535012.0,3527242.0,4100356.0,4403654.5,4883330.5,3450307.8,
164,129.0544913812338,0.43221614,,,,,,,,,,,1809062.6,54065.973,144466.95,277881.03,3277490.5,680619.75,
154,130.04977754793674,0.39463413,,,,4,,,,,,,5648569.5,2603208.0,3816018.0,4908851.5,7999523.0,6220905.0,
203,130.0498784915261,0.6079059,,,,182,,,,,,,7778172.0,7924838.5,8326274.0,9789872.0,2.1454792E7,5549663.5,
312,130.04989395855856,0.92107695,,,,,,,,,,,380008.53,58031.773,97996.17,270354.88,400353.2,197746.95,
75,130.08616341930437,0.37526345,,,,4,,,,,,,2196231.5,1962511.8,1659787.2,2888606.8,2063246.9,2296098.2,
4413,130.1589184564057,10.110389,,,,,,,,,,,365798.25,108413.99,262881.9,1828850.5,401777.28,125136.36,
565,130.15905744600678,2.6522796,,,,224,,,,,,,3103394.5,4149278.2,4536869.0,4314283.5,4572731.0,2419767.5,
218,132.0656481433151,0.65086395,,,,,,,,,,,1604646.5,830921.1,503995.34,2421657.0,2734491.5,711366.5,
118,132.10178632712808,0.3842884,,,,,,,,,,,6438584.0,1.1406644E7,1.5190547E7,1.0492183E7,8038608.5,8286096.0,
2057,132.10182620728463,6.272157,,,,,,,,,,,1488238.0,112342.7,15692.21,3620427.0,584179.4,177989.9,
1975,132.1018310298479,6.134604,,,,303,,,,,,,3135204.5,4480116.5,998362.44,5136521.5,6163988.0,1793229.2,
1876,132.10184720635212,6.0739217,,,,,,,,,,,1058282.5,2754417.5,4446868.0,1135495.4,2706153.2,6775462.5,
241,132.1018837070401,0.7404477,,,,240,,,,,,,1.152755E8,1.1637433E8,1.265805E8,1.6512149E8,2.0030229E8,1.3576213E8,
584,132.10189329210647,2.6748064,,,,,,,,,,,902079.25,1287098.6,1287601.0,1921776.9,703884.56,627605.44,
731,132.10189961572476,2.9805193,,,,132,,,,,,,854186.94,1904012.2,892605.6,1841603.2,2143067.8,827992.6,
983,132.10191627336354,3.6888955,,,,30,,,,,,,1549200.0,1891549.0,2477781.8,1980145.9,2120660.0,1670921.5,
1074,133.10116848148004,3.976751,,,,,,,,,,,483142.56,487728.4,589467.3,624387.7,701891.9,458501.06,
244,133.10513712671676,0.737905,,,,,,,,,,,2702987.8,4699157.5,3954651.2,1.1060371E7,7163015.5,3402779.5,
142,136.0616443788336,0.38707063,,,,4,,,,,,,1348334.8,1690896.9,1679241.4,1319271.0,2270681.0,2240823.2,
285,136.0617332155901,0.894116,,,,298,,,,,,,3631397.0,4002774.2,3946294.8,5655796.0,7935089.0,5214482.5,
348,136.06177724660208,1.1519847,,,,,,,,,,,591912.4,84945.16,21080.299,129300.67,600789.1,114848.98,
329,136.06178358167998,1.0125085,,,,,,,,,,,257841.55,309185.47,499229.47,352632.53,113644.8,54205.91,
356,136.0617925294662,1.3125039,,,,,,,,,,,102370.46,47094.363,19028.621,278527.1,1089419.9,214767.23,
127,137.04568710899653,0.3826481,,,,4,,,,,,,970493.7,1351168.0,1249048.1,1229205.0,1508246.0,991708.2,
283,137.04576995523527,0.88199776,,,,298,,,,,,,1892794.0,2209602.0,2305236.0,2770544.5,3031213.5,1683705.4,
400,137.0458307495933,1.9763241,,,,,,,,,,,277375.7,293339.9,285876.47,568993.56,397410.78,256513.28,
992,137.0961263098905,3.6947439,,,,30,,,,,,,528063.56,549552.9,668236.25,843151.2,798517.0,756186.7,
1427,138.0549122787153,5.2640753,,,,93,,,,,,,272231.25,308239.16,316977.78,492430.06,482909.78,327143.75,
598,138.05494440081026,2.7294705,,,,5,,,,,,,675584.1,673368.06,584896.94,848201.44,989401.2,817962.3,
514,138.05500700922607,2.5016987,,,,114,,,,,,,326007.78,348052.1,359227.16,434038.62,477743.7,340097.9,
490,138.05501558880226,2.4077108,,,,222,,,,,,,673483.3,683682.8,692011.7,932794.94,837184.5,668259.8,
4542,139.01772870752487,10.567062,,,,45,,,,,,,7297102.5,6216168.0,5351171.5,6817572.0,6974112.5,6451630.0,
745,139.08658202988326,3.0181415,,,,7,,,,,,,1014985.8,1279763.6,1495478.8,1531129.5,1288014.2,1128190.2,
4525,139.98771366549374,10.484069,,,,19,,,,,,,7772992.5,6975974.5,6489337.5,7531798.0,6800546.0,6529361.5,
25,140.0680520262913,0.35389242,,,,4,,,,,,,5254456.5,5529667.5,5081457.0,6078196.5,4244809.0,4977440.0,
197,140.06807884991238,0.6002869,,,,,,,,,,,297718.97,153044.86,449981.0,431701.2,328164.03,436069.8,
258,140.06812196062734,0.80088407,,,,,,,,,,,203175.16,894416.6,151994.0,872401.9,537081.5,212374.7,
276,140.06813199212047,0.8644833,,,,,,,,,,,241202.25,235176.52,205878.12,103287.47,257671.2,650116.06,
324,140.0681444404299,1.0797831,,,,,,,,,,,491157.4,43947.61,111802.59,446378.62,197525.45,152704.83,
302,140.06814622011834,0.9505705,,,,,,,,,,,301453.88,200711.36,284664.7,91095.79,722164.75,662531.94,
499,141.05464997724292,2.4586458,,,,,,,,,,,402706.4,341907.88,463991.66,739794.44,851147.7,568532.5,
4524,141.983178575835,10.483308,,,,19,,,,,,,2970210.5,2649501.2,2440788.2,2875571.8,2582195.5,2444240.0,
36,142.04736845991502,0.36124513,,,,4,,,,,,,6759963.5,3750709.2,3294955.0,5852947.0,7089450.5,4106571.2,
604,142.08627943534756,2.7869093,,,,,,,,,,,171808.5,240823.25,437076.38,366546.56,328982.66,279057.5,
396,142.08628533546286,1.9486033,,,,,,,,,,,197679.45,260750.61,175259.45,734033.25,547830.7,379315.34,
792,143.1179195722985,3.1292756,,,,,,,,,,,185453.58,324413.56,312894.38,203513.5,441805.62,440960.03,
153,144.0653956711219,0.39238727,,,,4,,,,,,,757026.7,307757.5,665084.2,656388.1,1005316.0,928902.8,
214,144.0654578405728,0.63765806,,,,255,,,,,,,1733760.0,904533.2,1883548.2,2238672.8,3662259.8,1090945.5,
267,144.0654854885228,0.83784246,,,,,,,,,,,912396.1,717447.6,755655.3,498182.84,190390.3,820784.7,
345,144.06551968897824,1.1616408,,,,,,,,,,,621754.94,622657.1,694621.9,1559789.1,233284.6,837797.6,
380,144.06553529249462,1.6000177,,,,,,,,,,,733166.5,244534.56,551338.94,1088936.4,1580031.6,868511.6,
369,144.06553805001104,1.4433619,,,,,,,,,,,120552.29,53834.598,247600.97,183840.33,86159.695,428592.34,
951,144.0808232696505,3.5165594,,,,,,,,,,,91538.95,127688.28,153818.2,151741.97,144724.4,176829.0,
509,144.08082707530028,2.474662,,,,,,,,,,,522447.6,159932.38,329355.94,619412.25,524610.25,472375.12,
112,144.10178658232442,0.38114917,,,,4,,,,,,,8090067.0,7230615.0,8516219.0,1.2482387E7,1.2175462E7,1.073496E7,
199,144.1018442898667,0.56196386,,,,,,,,,,,192038.5,206018.4,331617.0,485925.34,811783.75,423697.34,
4369,144.98203602291372,9.897912,,,,,,,,,,,678536.6,6162427.0,976735.3,960694.56,1481390.0,6598762.5,
4151,144.98205998635467,8.7716255,,,,,,,,,,,259822.14,409719.97,752120.7,243584.22,327201.88,537742.25,
4353,144.982070249024,9.793416,,,,,,,,,,,655122.94,1368688.9,7602768.5,1027468.4,6609435.0,1546425.2,
4263,144.9820937789452,9.15868,,,,,,,,,,,280569.06,320605.25,753262.56,209089.12,277632.62,595873.8,
4052,144.9821412662184,8.577034,,,,,,,,,,,337678.9,1566429.9,860982.0,548489.6,1263351.6,1142044.9,
799,145.07602381211413,3.135192,,,,36,,,,,,,2853087.0,2597887.0,2965003.2,1860402.9,1505498.4,1243703.8,
484,145.076092855636,2.386062,,,,,,,,,,,222621.69,223794.03,241133.89,253532.98,280153.66,251232.62,
860,146.06005034697694,3.2741435,,,,211,,,,,,,618419.06,751060.8,507096.0,735321.0,821260.44,528544.06,
473,146.060097736907,2.3487132,,,,268,,,,,,,4426745.5,7267810.5,5429271.0,5256890.0,5261278.5,4748652.5,
426,146.0812177306051,2.1462436,,,,,,,,,,,198358.1,293631.6,282647.84,216701.75,584323.6,338805.22,
475,146.1175555037897,2.3505566,,,,268,,,,,,,2272741.8,1928920.4,2343234.5,3927793.5,3801600.5,3368263.8,
530,147.05529621738563,2.5555203,,,,,,,,,,,759045.0,1244128.5,856532.0,948351.25,890447.0,828252.1,
1011,147.0622792504837,3.7549593,,,,124,,,,,,,968673.25,906270.0,732706.5,1440395.4,1288242.0,1096772.2,
474,147.06334485099464,2.3496072,,,,268,,,,,,,379591.97,666864.2,498898.53,428707.5,467649.28,427440.47,
161,147.0650619547821,0.42686307,,,,242,,,,,,,1972489.2,85029.96,304229.5,828625.25,3426287.5,863136.2,
1163,147.11676709733328,4.3392396,,,,54,,,,,,,868733.44,1004821.4,1108143.2,1938557.1,1299236.9,1288149.2,
767,148.03927519913495,3.055235,,,,171,,,,,,,390773.12,380252.84,373393.38,464272.5,608288.6,439412.2,
74,148.06027588530108,0.37525582,,,,4,,,,,,,6125135.5,3664650.8,4895141.0,4366423.0,1.1082352E7,5751932.5,
184,148.060289499701,0.47196588,,,,,,,,,,,1563425.9,1585671.6,1646007.9,2063607.4,2591346.2,1166173.9,
