row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C3-a_Run275.mzML Peak area,NEG_D5-227-C3-b_Run278.mzML Peak area,NEG_D5-227-C3-c_Run281.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,Unnamed: 19
10,141.95873565848458,0.32146966,,,,3.0,,,,,,,0.0,0.0,0.0,8587854.0,14746755.0,5522232.0,
768,141.98332401921644,10.366261,,,,15.0,,,,,,,0.0,0.0,0.0,10362380.0,10441034.0,10472705.0,
599,142.92880234474381,8.907002,,,,20.0,,,,,,,3578275.8,3793254.8,3015088.0,0.0,0.0,0.0,
7,143.9591174068542,0.31966692,,,,,,,,,,,0.0,0.0,0.0,283899.4,490633.8,840383.1,
1,143.9591408093359,0.03498261,,,,,,,,,,,0.0,0.0,0.0,221170.83,91169.72,248489.75,
770,143.9808681955501,10.368001,,,,15.0,,,,,,,0.0,0.0,0.0,1370528.0,1370583.1,1361345.8,
603,144.92329008864868,8.912239,,,,20.0,,,,,,,90421790.0,106388310.0,76698500.0,0.0,0.0,0.0,
711,144.98217381918678,10.175269,,,,10.0,,,,,,,0.0,0.0,0.0,21425664.0,7507640.0,15264123.0,
843,145.03525844783022,10.941455,,,,,,,,,,,0.0,0.0,0.0,9211714.0,9413920.0,9322635.0,
604,145.92345498305932,8.912239,,,,20.0,,,,,,,8511366.0,8720687.0,8717853.0,0.0,0.0,0.0,
630,146.96578192613222,8.956405,,,,4.0,,,,,,,8304476.0,7153153.0,9632656.0,0.0,0.0,0.0,
575,146.96581655950106,8.6995325,,,,,,,,,,,42520668.0,42980764.0,41183190.0,0.0,0.0,0.0,
709,146.98028669736232,10.167392999999999,,,,10.0,,,,,,,0.0,0.0,0.0,9715590.0,3439236.0,3229767.8,
842,147.03088270169232,10.845201,,,,,,,,,,,0.0,0.0,0.0,5561993.0,5764449.0,5763578.5,
161,147.08046984462675,5.8316307,,,,28.0,,,,,,,0.0,0.0,0.0,233216.47,295731.25,255060.53,
184,147.08053055948304,6.1017194,,,,57.0,,,,,,,0.0,0.0,0.0,20449328.0,33783200.0,22549684.0,
619,150.88935580418456,8.942596,,,,20.0,,,,,,,2603035.8,2771157.2,3498506.0,0.0,0.0,0.0,
531,150.88941194927125,8.35008,,,,,,,,,,,2224176.2,2573012.5,2457727.8,0.0,0.0,0.0,
763,152.99488280379987,10.343906,,,,15.0,,,,,,,0.0,0.0,0.0,1670331.0,1759399.0,1536843.1,
829,154.0049389944828,10.497665,,,,39.0,,,,,,,0.0,0.0,0.0,2444328.2,2515498.2,2517970.5,
29,154.04996796111053,1.7421813999999998,,,,12.0,,,,,,,0.0,0.0,0.0,1111081.8,1008220.44,2011934.6,
758,154.99016772150532,10.33548,,,,15.0,,,,,,,0.0,0.0,0.0,27373912.0,30634700.0,29119792.0,
793,156.99060755909082,10.378478999999999,,,,15.0,,,,,,,0.0,0.0,0.0,7797681.0,7892164.0,7868386.5,
725,158.9640622870442,10.230295,,,,8.0,,,,,,,0.0,0.0,0.0,2624077.2,1906315.6,1869687.1,
795,158.9860313455945,10.381978,,,,15.0,,,,,,,0.0,0.0,0.0,3042893.8,3095836.5,3145120.2,
3,159.96921900056975,0.034979135,,,,0.0,,,,,,,0.0,0.0,0.0,4641526.5,4326045.5,4479709.5,
8,159.96925114742467,0.31784472,,,,3.0,,,,,,,0.0,0.0,0.0,4084891.5,4295066.0,5161697.0,
17,160.84183716483895,0.36495328,,,,,,,,,,,24637.242000000002,3760.9663,103447.9,0.0,0.0,0.0,
810,160.84194334127415,10.478204,,,,42.0,,,,,,,3290990.5,3154075.2,3190156.2,0.0,0.0,0.0,
608,160.91819377648616,8.912723,,,,,,,,,,,867295.3,2952582.2,2942993.5,0.0,0.0,0.0,
585,161.91349984531018,8.810905,,,,,,,,,,,5311758.5,5368664.5,4951272.5,0.0,0.0,0.0,
18,162.83893118156698,0.36495328,,,,,,,,,,,17008.28,3565.3794,100920.945,0.0,0.0,0.0,
811,162.83897404943784,10.478204,,,,42.0,,,,,,,3073846.5,2962813.2,2984454.2,0.0,0.0,0.0,
747,163.99046213743657,10.328528,,,,15.0,,,,,,,0.0,0.0,0.0,3112184.2,3114640.2,2318191.0,
812,164.8359069888553,10.478204,,,,42.0,,,,,,,904261.5,867080.6,884345.56,0.0,0.0,0.0,
817,164.9270789325678,10.48532,,,,15.0,,,,,,,1236038.2,1235887.6,1224186.8,0.0,0.0,0.0,
46,165.05552148041818,3.094408,,,,,,,,,,,598551.8,547515.1,1035119.1,0.0,0.0,0.0,
185,165.09111488084397,6.1017194,,,,57.0,,,,,,,0.0,0.0,0.0,1058426.0,1798361.6,1163049.0,
798,165.98290197813049,10.404160000000001,,,,15.0,,,,,,,0.0,0.0,0.0,2994280.8,2999492.8,2786776.0,
830,167.01279109961246,10.499281,,,,39.0,,,,,,,0.0,0.0,0.0,43583810.0,45706830.0,44698970.0,
827,168.0160719200217,10.4940405,,,,39.0,,,,,,,0.0,0.0,0.0,2303669.5,2426957.2,2340229.5,
647,168.9862133000529,8.963417,,,,,,,,,,,530411.06,661778.75,704261.9,0.0,0.0,0.0,
748,169.97724299348775,10.328528,,,,15.0,,,,,,,0.0,0.0,0.0,2090951.4,2523196.0,2717459.5,
841,169.9773038008394,10.813591,,,,,,,,,,,0.0,0.0,0.0,1639406.1,4723972.0,1162215.4,
844,171.9929344546499,10.990345,,,,,,,,,,,0.0,0.0,0.0,5334411.0,5685771.0,5775479.0,
45,172.09782757357542,3.0361137,,,,,,,,,,,542728.2,562740.4,533891.6,0.0,0.0,0.0,
48,172.13328631101967,3.19013,,,,43.0,,,,,,,0.0,0.0,0.0,1050209.2,1000862.06,1013033.6,
744,172.95630883965146,10.326572,,,,15.0,,,,,,,0.0,0.0,0.0,7769538.0,7586959.5,7882801.0,
20,172.97716508604807,0.39007828,,,,,,,,,,,0.0,0.0,0.0,1454416.0,1540978.1,1527799.4,
745,174.9532930730195,10.326572,,,,15.0,,,,,,,0.0,0.0,0.0,1219012.0,1189366.0,1864198.0,
803,174.95632961194752,10.425674,,,,15.0,,,,,,,15137900.0,15255729.0,15041959.0,2511086.8,2453941.5,2466169.5,
4,176.9845402226096,0.034979135,,,,0.0,,,,,,,0.0,0.0,0.0,1047339.4,1022336.06,1035003.7,
9,176.984549626929,0.31965509999999997,,,,3.0,,,,,,,0.0,0.0,0.0,913744.7,933284.5,407455.72,
726,180.9728366543752,10.232034,,,,32.0,,,,,,,1824236.2,1732949.9,1727126.4,0.0,0.0,0.0,
365,180.97291504409543,7.769789,,,,,,,,,,,357896.38,718228.25,435316.03,0.0,0.0,0.0,
451,180.97293074200596,7.875859700000001,,,,9.0,,,,,,,489432.62,526935.1,553137.56,0.0,0.0,0.0,
267,180.97296280720215,7.3667300000000004,,,,1.0,,,,,,,531295.44,522889.8,594433.8,0.0,0.0,0.0,
775,181.0143632554777,10.369756,,,,15.0,,,,,,,0.0,0.0,0.0,4991951.5,5250397.0,5315389.0,
746,182.985105628682,10.328315,,,,15.0,,,,,,,0.0,0.0,0.0,18995584.0,19318986.0,19853678.0,
773,183.00977404215917,10.369750999999999,,,,15.0,,,,,,,0.0,0.0,0.0,1869142.9,1992402.0,1988661.4,
615,183.9341192199629,8.937377,,,,20.0,,,,,,,28054818.0,34779444.0,19038468.0,0.0,0.0,0.0,
838,184.002908729641,10.555591999999999,,,,39.0,,,,,,,0.0,0.0,0.0,6884058.5,6825015.0,6564892.0,
774,184.98545751132562,10.369750999999999,,,,15.0,,,,,,,0.0,0.0,0.0,8216978.5,8208764.0,8527034.0,
772,186.9808874104209,10.36975,,,,15.0,,,,,,,0.0,0.0,0.0,3141608.2,3197577.0,3281207.2,
16,186.9810143582568,0.32146966,,,,,,,,,,,0.0,0.0,0.0,177004.67,146788.0,190878.4,
11,190.9282935173294,0.32555875,,,,,,,,,,,1159207.6,1158020.9,563279.75,0.0,0.0,0.0,
806,190.92830325894482,10.415858,,,,,,,,,,,1092883.6,1051970.2,771724.9,0.0,0.0,0.0,
839,191.94611881285857,10.559857000000001,,,,,,,,,,,2239341.0,2348160.8,2349460.2,0.0,0.0,0.0,
762,192.92859883002856,10.342644,,,,,,,,,,,1037648.2,1045073.3,1044627.1,0.0,0.0,0.0,
260,192.92872900243083,7.286511999999999,,,,,,,,,,,278014.72,293724.94,292272.84,0.0,0.0,0.0,
335,192.92873776556468,7.6209836,,,,,,,,,,,353495.88,313817.3,290589.44,0.0,0.0,0.0,
49,194.11530587325248,3.19013,,,,43.0,,,,,,,0.0,0.0,0.0,5550690.0,5608868.5,5752086.5,
490,194.90565210594502,8.206267,,,,2.0,,,,,,,170277.25,180109.75,225034.9,0.0,0.0,0.0,
386,194.90570281359243,7.7943454,,,,,,,,,,,391134.44,551804.1,533852.56,0.0,0.0,0.0,
427,194.9057308025987,7.872367999999999,,,,9.0,,,,,,,1189412.5,1149351.2,1007505.44,0.0,0.0,0.0,
278,194.90573915160985,7.3702309999999995,,,,1.0,,,,,,,346882.66,365438.7,502337.75,0.0,0.0,0.0,
140,195.1016442414073,5.6147423,,,,51.0,,,,,,,0.0,0.0,0.0,763165.75,753661.0,792258.3,
819,195.81073680945042,10.487094,,,,15.0,,,,,,,385797.7,369716.34,378626.0,0.0,0.0,0.0,
545,195.81077613516663,8.494149,,,,19.0,,,,,,,3458876.2,3374652.2,3204504.2,0.0,0.0,0.0,
759,196.0166946013329,10.33548,,,,15.0,,,,,,,0.0,0.0,0.0,1588109.5,1538541.5,1608647.9,
820,197.8077849984457,10.487094,,,,15.0,,,,,,,483525.47,476626.38,479021.75,0.0,0.0,0.0,
546,197.80783093249846,8.494149,,,,19.0,,,,,,,4643347.5,4252582.5,4064192.0,0.0,0.0,0.0,
821,199.80483370719776,10.487094,,,,15.0,,,,,,,213520.08,216190.7,211684.05,0.0,0.0,0.0,
543,199.8048829326781,8.492403999999999,,,,19.0,,,,,,,2139133.5,2085476.2,1856817.5,0.0,0.0,0.0,
612,199.92907747967283,8.926655,,,,20.0,,,,,,,2057631.0,2252561.0,2244940.8,0.0,0.0,0.0,
670,200.85866799437585,9.062036500000001,,,,59.0,,,,,,,1190999.0,663790.25,735668.8,0.0,0.0,0.0,
594,200.85869518832317,8.880919,,,,20.0,,,,,,,2920107.8,2966953.8,2764091.2,0.0,0.0,0.0,
56,201.05962880800863,3.6546623999999994,,,,,,,,,,,0.0,0.0,0.0,183206.77,150574.69,383144.03,
833,201.9756361012609,10.522572,,,,39.0,,,,,,,0.0,0.0,0.0,894870.0,910274.3,944537.5,
579,201.97567951600087,8.724799,,,,,,,,,,,0.0,0.0,0.0,1050704.6,1094939.9,1111101.2,
19,202.18023437985713,0.3863978,,,,,,,,,,,0.0,0.0,0.0,828940.25,965623.06,840620.8,
25,202.18024112307,0.7063114,,,,,,,,,,,0.0,0.0,0.0,183787.23,221008.98,170202.81,
123,203.0620305200156,5.280399,,,,,,,,,,,0.0,0.0,0.0,368459.94,289328.8,399944.6,
74,203.06207471263846,3.9052315,,,,,,,,,,,0.0,0.0,0.0,159196.42,175056.88,221874.0,
743,205.0170545757708,10.323266,,,,15.0,,,,,,,0.0,0.0,0.0,6009908.0,6269994.5,6322871.5,
822,205.8395365072561,10.487094,,,,15.0,,,,,,,1387120.5,1379684.9,1370963.8,0.0,0.0,0.0,
765,207.01743617772684,10.362767,,,,15.0,,,,,,,0.0,0.0,0.0,5736909.5,5852630.0,5721414.5,
816,207.83655744101074,10.4853115,,,,15.0,,,,,,,1306696.6,1290745.4,1296819.5,0.0,0.0,0.0,
818,208.03925482574527,10.485463000000001,,,,39.0,,,,,,,0.0,0.0,0.0,2781455.0,2890163.0,2846321.0,
766,209.01285151800357,10.362767,,,,15.0,,,,,,,0.0,0.0,0.0,2168588.8,2227056.2,2182367.2,
151,211.0754024069105,5.67697,,,,23.0,,,,,,,0.0,0.0,0.0,1131671.8,1541299.8,1620104.2,
94,211.97068427871758,4.6875849999999994,,,,17.0,,,,,,,0.0,0.0,0.0,3885960.8,4098365.8,4073209.0,
742,213.98274672909668,10.323082000000001,,,,15.0,,,,,,,0.0,0.0,0.0,2954334.5,3004029.2,2121385.2,
558,213.98289257339138,8.583336,,,,,,,,,,,0.0,0.0,0.0,1994470.4,1185502.4,997182.8,
416,213.98292450187057,7.8734210000000004,,,,,,,,,,,0.0,0.0,0.0,1919399.9,1027605.4,1473685.1,
791,215.98370849433812,10.376728,,,,15.0,,,,,,,0.0,0.0,0.0,1490980.4,1538013.6,1537714.2,
444,216.8536175736115,7.874111,,,,,,,,,,,145648.05,359156.1,396939.56,0.0,0.0,0.0,
573,216.88028908632617,8.696038,,,,,,,,,,,1598279.8,1552829.0,862418.0,0.0,0.0,0.0,
717,216.92269153934384,10.203182,,,,8.0,,,,,,,0.0,0.0,0.0,3525483.2,2452230.2,1746166.8,
53,217.0421502233778,3.5256872,,,,,,,,,,,570434.9,821959.8,527456.44,0.0,0.0,0.0,
181,217.04215594651114,6.101255999999999,,,,,,,,,,,504989.56,865454.56,504415.66,0.0,0.0,0.0,
32,217.1047226583724,2.2417057000000002,,,,,,,,,,,0.0,0.0,0.0,873157.44,1119584.6,874888.25,
39,217.10711657549126,2.7953131,,,,,,,,,,,0.0,0.0,0.0,302399.5,251867.11,562677.25,
57,217.1071308941926,3.6564724,,,,,,,,,,,0.0,0.0,0.0,123977.27,96024.46,165238.33,
65,217.10721273558502,3.8454866,,,,,,,,,,,0.0,0.0,0.0,77007.41,56348.49,150358.2,
562,218.98592784230104,8.634423,,,,11.0,,,,,,,2827988.5,2962528.2,2987222.2,0.0,0.0,0.0,
191,219.0570087986024,6.105232,,,,57.0,,,,,,,0.0,0.0,0.0,647338.25,1139331.4,737153.9,
52,219.05706279792412,3.5234516000000005,,,,,,,,,,,0.0,0.0,0.0,472468.16,704063.7,571939.8,
